actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
14,PT10M42.00S,2023-11-29T01:12:10.9Z,1,REGULAR,3pt,Jump Shot,[],1629638,26.888961892247043,19.852941176470587,1610612750,2,2,2023-11-29T01:12:27Z,140000,False,151.0,200.0,1,left,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
15,PT10M40.00S,2023-11-29T01:12:12.9Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,2,2,2023-11-29T01:12:27Z,150000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M32.00S,2023-11-29T01:12:20.7Z,1,REGULAR,2pt,Jump Shot,[],1630581,87.07293035479631,28.921568627450984,1610612760,2,4,2023-11-29T01:12:31Z,160000,False,-105.0,69.0,1,right,J. Giddey 12' fadeaway bank Jump Shot (2 PTS) (C. Holmgren 1 AST),"[1630581, 1631096]",1610612760.0,OKC,fadeaway bank,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,12.6,Made,,,,,,,2.0,C. Holmgren,1631096.0,1.0,,,,,,,,
20,PT10M14.00S,2023-11-29T01:12:40.2Z,1,REGULAR,3pt,Jump Shot,[],1626157,28.465834428383708,77.69607843137256,1610612750,2,4,2023-11-29T01:12:46Z,180000,False,-138.0,215.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
21,PT10M12.00S,2023-11-29T01:12:42.2Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,2,4,2023-11-29T01:46:59Z,190000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,20.0,2.0,1.0,1.0,,,,,,,,,,,,,,
215,PT10M11.00S,2023-11-29T01:12:44.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,6.389618922470433,45.588235294117645,1610612750,2,4,2023-11-29T01:46:43Z,195000,False,22.0,8.0,1,left,MISS R. Gobert tip Layup,[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,,,,,,,,
216,PT10M10.00S,2023-11-29T01:12:45.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,2,4,2023-11-29T01:47:04Z,197500,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,215.0,,,,,,,,,,,,,,,,,
23,PT10M05.00S,2023-11-29T01:13:04.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201144,9.017739816031538,96.32352941176471,1610612750,5,4,2023-11-29T01:46:43Z,210000,False,-232.0,32.0,1,left,M. Conley 3PT  (3 PTS) (K. Towns 1 AST),"[201144, 1626157]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,23.38,Made,,,,,,,3.0,K. Towns,1626157.0,1.0,,,,,,,,
25,PT09M50.00S,2023-11-29T01:13:19.0Z,1,REGULAR,3pt,Jump Shot,[],1631096,67.09921156373193,45.34313725490196,1610612760,5,7,2023-11-29T01:13:23Z,230000,False,-23.0,257.0,1,right,C. Holmgren 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1631096, 1628983]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,25.79,Made,,,,,,,3.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,
27,PT09M34.00S,2023-11-29T01:13:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,11.645860709592641,41.911764705882355,1610612750,5,7,2023-11-29T01:13:38Z,250000,False,40.0,57.0,1,left,MISS K. Towns 6' driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,6.99,Missed,,,,,,,,,,,,,,,,,,
28,PT09M31.00S,2023-11-29T01:13:37.4Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,5,7,2023-11-29T01:13:38Z,260000,False,,,0,,R. Gobert REBOUND (Off:2 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,27.0,3.0,1.0,2.0,,,,,,,,,,,,,,
29,PT09M31.00S,2023-11-29T01:13:38.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,5.590000152587891,50.0,1610612750,7,7,2023-11-29T01:13:38Z,270000,False,0.0,0.0,1,left,R. Gobert tip Layup (2 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
30,PT09M15.00S,2023-11-29T01:13:54.2Z,1,REGULAR,2pt,Jump Shot,[],1630581,84.70762155059133,27.696078431372552,1610612760,7,9,2023-11-29T01:13:57Z,280000,False,-112.0,91.0,1,right,J. Giddey 14' turnaround Jump Shot (4 PTS),[1630581],1610612760.0,OKC,turnaround,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,14.4,Made,,,,,,,4.0,,,,,,,,,,,
31,PT08M54.00S,2023-11-29T01:14:14.9Z,1,REGULAR,2pt,Jump Shot,[],1630162,19.004599211563733,30.88235294117647,1610612750,7,9,2023-11-29T01:14:19Z,290000,False,96.0,126.0,1,left,MISS A. Edwards 15' turnaround fadeaway Shot,[1630162],1610612750.0,MIN,turnaround fadeaway,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,15.82,Missed,,,,,,,,,,,,,,,,,,
32,PT08M51.00S,2023-11-29T01:14:17.9Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,7,9,2023-11-29T01:14:19Z,300000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT08M35.00S,2023-11-29T01:14:33.7Z,1,REGULAR,3pt,Jump Shot,[],1629652,68.15045992115637,46.32352941176471,1610612760,7,12,2023-11-29T01:14:38Z,310000,False,-18.0,247.0,1,right,L. Dort 24' 3PT  (3 PTS) (C. Holmgren 2 AST),"[1629652, 1631096]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,24.76,Made,,,,,,,3.0,C. Holmgren,1631096.0,2.0,,,,,,,,
35,PT08M13.00S,2023-11-29T01:14:55.9Z,1,REGULAR,2pt,Jump Shot,[],201144,24.26084099868594,69.36274509803921,1610612750,7,12,2023-11-29T01:15:01Z,330000,False,-97.0,176.0,1,left,MISS M. Conley 20' step back Shot,[201144],1610612750.0,MIN,step back,,,Conley,M. Conley,,,,,Mid-Range,16-24 Left Center,20.05,Missed,,,,,,,,,,,,,,,,,,
36,PT08M08.00S,2023-11-29T01:15:00.9Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,7,12,2023-11-29T01:15:01Z,340000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT07M58.00S,2023-11-29T01:15:10.9Z,1,REGULAR,2pt,Jump Shot,[],1628983,87.07293035479631,25.49019607843137,1610612760,7,14,2023-11-29T01:15:14Z,350000,False,-123.0,69.0,1,right,S. Gilgeous-Alexander 14' turnaround fadeaway Jump Shot (4 PTS),[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,14.06,Made,,,,,,,4.0,,,,,,,,,,,
38,PT07M44.00S,2023-11-29T01:15:28.0Z,1,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612750,7,14,2023-11-29T01:15:34Z,360000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Gobert 2 FT),"[1631114, 203497]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628954.0,,,,,,,,1.0,0.0,Gobert,203497.0,,
40,PT07M44.00S,2023-11-29T01:15:53.9Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,8,14,2023-11-29T01:15:53Z,380000,False,,,0,,R. Gobert Free Throw 1 of 2 (3 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
41,PT07M44.00S,2023-11-29T01:16:14.2Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,9,14,2023-11-29T01:16:14Z,390000,False,,,0,,R. Gobert Free Throw 2 of 2 (4 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
42,PT07M38.00S,2023-11-29T01:16:21.0Z,1,REGULAR,3pt,Jump Shot,[],1631096,70.12155059132719,76.7156862745098,1610612760,9,14,2023-11-29T01:16:24Z,400000,False,134.0,228.0,1,right,MISS C. Holmgren 26' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,26.46,Missed,,,,,,,,,,,,,,,,,,
43,PT07M36.00S,2023-11-29T01:16:23.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,9,14,2023-11-29T01:16:24Z,410000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT07M24.00S,2023-11-29T01:16:41.2Z,1,REGULAR,foul,personal,[],1631096,,,1610612750,9,14,2023-11-29T01:16:52Z,420000,False,,,0,,C. Holmgren personal FOUL (1 PF),"[1631096, 203497]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202049.0,,,,,,,,1.0,0.0,Gobert,203497.0,,
47,PT07M10.00S,2023-11-29T01:17:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,11.514454664914586,54.65686274509803,1610612750,11,14,2023-11-29T01:17:29Z,450000,False,-23.0,56.0,1,left,A. Edwards 6' driving Layup (2 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,,,,,,,2.0,,,,,,,,,,,
48,PT06M49.00S,2023-11-29T01:17:47.0Z,1,REGULAR,2pt,Jump Shot,[],1631114,78.53153745072274,71.81372549019608,1610612760,11,14,2023-11-29T01:17:54Z,460000,False,109.0,149.0,1,right,MISS J. Williams 18' step back Shot,[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,18.49,Missed,,,,,,,,,,,,,,,,,,
49,PT06M45.00S,2023-11-29T01:17:51.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,11,14,2023-11-29T01:17:54Z,470000,False,,,0,,R. Gobert REBOUND (Off:2 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right Center,,,48.0,4.0,2.0,2.0,,,,,,,,,,,,,,
50,PT06M36.00S,2023-11-29T01:17:58.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,14.931011826544022,51.71568627450981,1610612750,11,14,2023-11-29T01:18:04Z,480000,False,-9.0,88.0,1,left,MISS M. Conley 8' floating Shot,[201144],1610612750.0,MIN,floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,8.83,Missed,,,,,,,,,,,,,,,,,,
51,PT06M33.00S,2023-11-29T01:18:01.9Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,11,14,2023-11-29T01:18:04Z,490000,False,,,0,,R. Gobert REBOUND (Off:3 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,50.0,5.0,2.0,3.0,,,,,,,,,,,,,,
52,PT06M29.00S,2023-11-29T01:18:06.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,31.750985545335087,72.05882352941177,1610612750,11,14,2023-11-29T01:18:10Z,500000,False,-110.0,246.0,1,left,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,26.96,Missed,,,,,,,,,,,,,,,,,,
53,PT06M26.00S,2023-11-29T01:18:09.2Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,11,14,2023-11-29T01:18:10Z,510000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT06M25.00S,2023-11-29T01:18:11.1Z,1,REGULAR,turnover,lost ball,[],1630581,,,1610612760,11,14,2023-11-29T01:18:16Z,520000,False,,,0,,J. Giddey lost ball TURNOVER (1 TO),"[1630581, 201144]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,,,,,,,,,,,Conley,201144.0
55,PT06M25.00S,2023-11-29T01:18:11.1Z,1,REGULAR,steal,,[],201144,,,1610612750,11,14,2023-11-29T01:18:13Z,530000,False,,,0,,M. Conley STEAL (1 STL),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
56,PT06M21.00S,2023-11-29T01:18:13.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203497,4.812746386333772,49.26470588235294,1610612750,11,14,2023-11-29T01:18:23Z,540000,False,4.0,-7.0,1,left,MISS R. Gobert Layup,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.82,Missed,,,,,,,,,,,,,,,,,,
58,PT06M19.00S,2023-11-29T01:18:15.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,11,14,2023-11-29T01:18:23Z,560000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,
59,PT06M16.00S,2023-11-29T01:18:19.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629652,93.11760840998686,53.67647058823529,1610612760,11,14,2023-11-29T01:19:41Z,570000,False,18.0,12.0,1,right,MISS L. Dort alley-oop Layup,[1629652],1610612760.0,OKC,alley-oop,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,,
60,PT06M13.00S,2023-11-29T01:18:22.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,11,14,2023-11-29T01:19:13Z,580000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,,
61,PT06M03.00S,2023-11-29T01:18:35.9Z,1,REGULAR,foul,personal,[],1629652,,,1610612750,11,14,2023-11-29T01:18:48Z,590000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 1626157]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Left,,,,,,,202049.0,,,,,,,,1.0,0.0,Towns,1626157.0,,
63,PT06M03.00S,2023-11-29T01:18:46.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,11,14,2023-11-29T01:18:46Z,610000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M03.00S,2023-11-29T01:21:41.8Z,1,REGULAR,foul,offensive,[],1630162,,,1610612750,11,14,2023-11-29T01:21:49Z,620000,False,,,0,,A. Edwards offensive FOUL (1 PF),"[1630162, 1629652]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,202049.0,,,,,,,,1.0,0.0,Dort,1629652.0,,
66,PT06M03.00S,2023-11-29T01:21:41.8Z,1,REGULAR,turnover,offensive foul,[],1630162,,,1610612750,11,14,2023-11-29T01:21:41Z,640000,False,,,0,,A. Edwards offensive foul TURNOVER (1 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,202049.0,1.0,,,,,,,,,,,,
67,PT05M53.00S,2023-11-29T01:21:59.9Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,11,14,2023-11-29T01:22:17Z,650000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 203497]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,,,,,,,,,Gobert,203497.0
68,PT05M53.00S,2023-11-29T01:21:59.9Z,1,REGULAR,steal,,[],203497,,,1610612750,11,14,2023-11-29T01:22:09Z,660000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
69,PT05M50.00S,2023-11-29T01:22:02.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203497,6.521024967148489,50.49019607843137,1610612750,13,14,2023-11-29T01:22:12Z,670000,False,-2.0,9.0,1,left,R. Gobert running DUNK (6 PTS),[203497],1610612750.0,MIN,running,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.91,Made,,,,,,,6.0,,,,,,,,,,,
70,PT05M37.00S,2023-11-29T01:22:15.6Z,1,REGULAR,3pt,Jump Shot,[],1631096,65.65374507227332,51.71568627450981,1610612760,13,14,2023-11-29T01:22:19Z,680000,False,9.0,270.0,1,right,MISS C. Holmgren 27' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,27.05,Missed,,,,,,,,,,,,,,,,,,
71,PT05M35.00S,2023-11-29T01:22:17.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,13,14,2023-11-29T01:22:19Z,690000,False,,,0,,R. Gobert REBOUND (Off:3 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,70.0,6.0,3.0,3.0,,,,,,,,,,,,,,
73,PT05M22.00S,2023-11-29T01:22:48.1Z,1,REGULAR,2pt,Jump Shot,[],1629638,24.78646517739816,50.49019607843137,1610612750,13,14,2023-11-29T01:22:53Z,710000,False,-2.0,180.0,1,left,MISS N. Alexander-Walker 18' fadeaway Shot,[1629638],1610612750.0,MIN,fadeaway,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Center,18.05,Missed,,,,,,,,,,,,,,,,,,
74,PT05M20.00S,2023-11-29T01:22:50.1Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,13,14,2023-11-29T01:22:53Z,720000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Center,,,73.0,2.0,2.0,0.0,,,,,,,,,,,,,,
75,PT05M08.00S,2023-11-29T01:23:01.8Z,1,REGULAR,2pt,Jump Shot,[],1628983,76.16622864651774,49.50980392156863,1610612760,13,16,2023-11-29T01:23:05Z,730000,False,-2.0,172.0,1,right,S. Gilgeous-Alexander 17' step back Jump Shot (6 PTS) (J. Williams 1 AST),"[1628983, 1631114]",1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,17.15,Made,,,,,,,6.0,J. Williams,1631114.0,1.0,,,,,,,,
76,PT04M59.00S,2023-11-29T01:23:13.6Z,1,REGULAR,turnover,traveling,[],1626157,,,1610612750,13,16,2023-11-29T01:23:19Z,740000,False,,,0,,K. Towns traveling TURNOVER (1 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,202049.0,1.0,,,,,,,,,,,,
77,PT04M59.00S,2023-11-29T01:23:17.4Z,1,REGULAR,substitution,out,[],201144,,,1610612760,13,16,2023-11-29T01:23:30Z,750000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M59.00S,2023-11-29T01:23:17.4Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,13,16,2023-11-29T01:23:30Z,760000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M59.00S,2023-11-29T01:23:17.4Z,1,REGULAR,substitution,in,[],1629003,,,1610612760,13,16,2023-11-29T01:23:30Z,770000,False,,,0,,SUB in: S. Milton,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M59.00S,2023-11-29T01:23:17.4Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,13,16,2023-11-29T01:23:30Z,780000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
