actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
335,PT12M00.00S,2023-11-21T02:22:25.0Z,3,REGULAR,substitution,out,['startperiod'],1628972,,,1610612752,58,56,2023-11-21T02:22:35Z,3300000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2023-11-21T02:22:25.0Z,3,REGULAR,substitution,in,['startperiod'],1629638,,,1610612752,58,56,2023-11-21T02:22:35Z,3310000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2023-11-21T02:22:36.1Z,3,REGULAR,period,start,[],0,,,1610612750,58,56,2023-11-21T02:22:36Z,3320000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT11M49.00S,2023-11-21T02:22:46.5Z,3,REGULAR,2pt,Jump Shot,[],1630162,79.188567674113,62.00980392156863,1610612750,60,56,2023-11-21T02:22:51Z,3330000,False,60.0,143.0,1,right,A. Edwards 15' pullup Jump Shot (6 PTS) (K. Towns 3 AST),"[1630162, 1626157]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Center,15.52,Made,6.0,,,,,,,K. Towns,1626157.0,3.0,,,,,,,,
341,PT11M26.00S,2023-11-21T02:23:20.8Z,3,REGULAR,2pt,Jump Shot,[],1628973,21.76412614980289,25.735294117647058,1610612752,60,56,2023-11-21T02:23:39Z,3360000,False,121.0,152.0,1,left,MISS J. Brunson 19' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,19.45,Missed,,,,,,,,,,,,,,,,,,
342,PT11M22.00S,2023-11-21T02:23:24.8Z,3,REGULAR,rebound,defensive,[],201144,,,1610612750,60,56,2023-11-21T02:23:27Z,3370000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Right Center,,,,,,,,,341.0,,,,,,,,,1.0,1.0,0.0
343,PT11M17.00S,2023-11-21T02:23:29.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626157,67.62483574244416,58.82352941176471,1610612750,63,56,2023-11-21T02:23:35Z,3380000,False,44.0,252.0,1,right,K. Towns 25' 3PT  (12 PTS) (M. Conley 3 AST),"[1626157, 201144]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,25.56,Made,12.0,,,,,,,M. Conley,201144.0,3.0,,,,,,,,
345,PT10M56.00S,2023-11-21T02:23:49.8Z,3,REGULAR,3pt,Jump Shot,[],1629628,9.411957950065702,3.1862745098039214,1610612752,63,56,2023-11-21T02:23:54Z,3400000,False,234.0,36.0,1,left,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,23.69,Missed,,,,,,,,,,,,,,,,,,
346,PT10M54.00S,2023-11-21T02:23:51.8Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,63,56,2023-11-21T02:23:54Z,3410000,False,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,,,,,,345.0,,,,,,,,,4.0,4.0,0.0
347,PT10M49.00S,2023-11-21T02:24:00.7Z,3,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612750,63,56,2023-11-21T02:24:08Z,3420000,False,,,0,,Q. Grimes shooting personal FOUL (2 PF) (Edwards 2 FT),"[1629656, 1630162]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2003.0,2.0,0.0,Edwards,1630162.0,,,
349,PT10M49.00S,2023-11-21T02:24:22.8Z,3,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,64,56,2023-11-21T02:24:22Z,3440000,False,,,0,,A. Edwards Free Throw 1 of 2 (7 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
350,PT10M49.00S,2023-11-21T02:24:33.7Z,3,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,65,56,2023-11-21T02:24:33Z,3450000,False,,,0,,A. Edwards Free Throw 2 of 2 (8 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
351,PT10M43.00S,2023-11-21T02:24:44.9Z,3,REGULAR,violation,kicked ball,[],1629638,,,1610612752,65,56,2023-11-21T02:25:01Z,3460000,False,,,0,,N. Alexander-Walker kicked ball VIOLATION,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,1627529.0,,,,,,,
352,PT10M36.00S,2023-11-21T02:25:03.9Z,3,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,65,56,2023-11-21T02:25:09Z,3470000,False,,,0,,R. Barrett bad pass out-of-bounds TURNOVER (1 TO),[1629628],1610612752.0,NYK,bad pass,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,,,,,,,,,2003.0,,,,,,,
353,PT10M24.00S,2023-11-21T02:25:19.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630162,72.48685939553219,50.98039215686274,1610612750,67,56,2023-11-21T02:25:25Z,3480000,False,5.0,206.0,1,right,A. Edwards 20' pullup Jump Shot (10 PTS) (M. Conley 4 AST),"[1630162, 201144]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,20.62,Made,10.0,,,,,,,M. Conley,201144.0,4.0,,,,,,,,
354,PT10M23.00S,2023-11-21T02:25:24.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,67,56,2023-11-21T02:25:24Z,3490000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT10M08.00S,2023-11-21T02:28:33.9Z,3,REGULAR,3pt,Jump Shot,[],203944,6.176084099868594,94.140625,1610612752,67,56,2023-11-21T02:28:40Z,3500000,False,-221.0,6.0,1,left,MISS J. Randle 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,22.08,Missed,,,,,,,,,,,,,,,,,,
356,PT10M04.00S,2023-11-21T02:28:37.9Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,67,56,2023-11-21T02:28:40Z,3510000,False,,,0,,A. Edwards REBOUND (Off:1 Def:6),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,,,,,,,,355.0,,,,,,,,,7.0,6.0,1.0
357,PT09M59.00S,2023-11-21T02:28:42.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630162,91.01511169513797,63.23529411764706,1610612750,67,56,2023-11-21T02:28:52Z,3520000,False,66.0,32.0,1,right,MISS A. Edwards 7' pullup bank Shot,[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,7.35,Missed,,,,,,,,,,,,,,,,,,
358,PT09M57.00S,2023-11-21T02:28:44.7Z,3,REGULAR,rebound,offensive,[],203497,,,1610612750,67,56,2023-11-21T02:28:44Z,3530000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,357.0,,,,,,,,,2.0,1.0,1.0
359,PT09M55.00S,2023-11-21T02:28:46.3Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203497,89.96386333771353,50.98039215686274,1610612750,69,56,2023-11-21T02:28:56Z,3540000,False,5.0,42.0,1,right,R. Gobert turnaround Hook (10 PTS),[203497],1610612750.0,MIN,turnaround,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,4.21,Made,10.0,,,,,,,,,,,,,,,,,
360,PT09M34.00S,2023-11-21T02:29:07.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,5.469776609724048,50.0,1610612752,69,58,2023-11-21T02:29:11Z,3550000,False,0.0,-1.0,1,left,M. Robinson DUNK (8 PTS) (R. Barrett 1 AST),"[1629011, 1629628]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.11,Made,8.0,,,,,,,R. Barrett,1629628.0,1.0,,,,,,,,
364,PT09M17.00S,2023-11-21T02:29:27.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,93.77463863337714,51.225490196078425,1610612750,69,58,2023-11-21T02:30:00Z,3580000,False,6.0,6.0,1,right,MISS K. Towns driving reverse DUNK,[1626157],1610612750.0,MIN,driving reverse,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.86,Missed,,,,,,,,,,,,,,,,,,
365,PT09M16.00S,2023-11-21T02:29:28.1Z,3,REGULAR,rebound,offensive,[],203497,,,1610612750,69,58,2023-11-21T02:30:00Z,3590000,False,,,0,,R. Gobert REBOUND (Off:2 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,364.0,,,,,,,,,3.0,1.0,2.0
367,PT09M15.00S,2023-11-21T02:29:48.4Z,3,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612750,69,58,2023-11-21T02:29:56Z,3610000,False,,,0,,R. Barrett shooting personal FOUL (3 PF) (Gobert 2 FT),"[1629628, 203497]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1626300.0,3.0,0.0,Gobert,203497.0,,,
369,PT09M15.00S,2023-11-21T02:30:02.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203497,,,1610612750,70,58,2023-11-21T02:30:02Z,3630000,False,,,0,,R. Gobert Free Throw 1 of 2 (11 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
370,PT09M15.00S,2023-11-21T02:30:02.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203497,,,1610612750,70,58,2023-11-21T02:30:26Z,3640000,False,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
371,PT09M13.00S,2023-11-21T02:30:04.2Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,70,58,2023-11-21T02:30:26Z,3650000,False,,,0,,J. Randle REBOUND (Off:0 Def:8),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,370.0,,,,,,,,,8.0,8.0,0.0
372,PT09M04.00S,2023-11-21T02:30:38.1Z,3,REGULAR,foul,offensive,[],1629628,,,1610612752,70,58,2023-11-21T02:30:47Z,3660000,False,,,0,,R. Barrett offensive FOUL (4 PF),"[1629628, 1629638]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1627529.0,4.0,0.0,Alexander-Walker,1629638.0,,,
374,PT09M04.00S,2023-11-21T02:30:38.1Z,3,REGULAR,turnover,offensive foul,[],1629628,,,1610612752,70,58,2023-11-21T02:30:38Z,3680000,False,,,0,,R. Barrett offensive foul TURNOVER (2 TO),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Left,,,,2.0,,,,,,,,,1627529.0,,,,,,,
375,PT08M49.00S,2023-11-21T02:31:05.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,92.9862023653088,55.14705882352941,1610612750,70,58,2023-11-21T02:31:55Z,3690000,False,26.0,13.0,1,right,MISS K. Towns driving Layup - blocked,"[1626157, 1629011]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,Robinson,1629011.0,,,,,,,,,,,,
378,PT08M49.00S,2023-11-21T02:31:05.7Z,3,REGULAR,block,,[],1629011,,,1610612750,70,58,2023-11-21T02:31:16Z,3695000,False,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
376,PT08M45.00S,2023-11-21T02:31:09.7Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,70,58,2023-11-21T02:31:16Z,3700000,False,,,0,,J. Randle REBOUND (Off:0 Def:9),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,375.0,,,,,,,,,9.0,9.0,0.0
377,PT08M41.00S,2023-11-21T02:31:13.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,7.046649145860711,3.431372549019608,1610612752,70,61,2023-11-21T02:31:20Z,3710000,False,233.0,14.0,1,left,R. Barrett 3PT  (14 PTS) (J. Randle 1 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,23.32,Made,14.0,,,,,,,J. Randle,203944.0,1.0,,,,,,,,
380,PT08M22.00S,2023-11-21T02:31:35.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,91.45860709592641,47.20435049019608,1610612750,72,61,2023-11-21T02:31:43Z,3730000,False,-14.0,28.0,1,right,A. Edwards driving finger roll Layup (12 PTS) (N. Alexander-Walker 1 AST),"[1630162, 1629638]",1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.11,Made,12.0,,,,,,,N. Alexander-Walker,1629638.0,1.0,,,,,,,,
382,PT08M22.00S,2023-11-21T02:31:38.0Z,3,REGULAR,foul,personal,['1freethrow'],203944,,,1610612750,72,61,2023-11-21T02:31:56Z,3750000,False,,,0,,J. Randle shooting personal FOUL (2 PF) (Edwards 1 FT),"[203944, 1630162]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627529.0,2.0,0.0,Edwards,1630162.0,,,
384,PT08M22.00S,2023-11-21T02:31:51.2Z,3,REGULAR,substitution,out,[],1629628,,,1610612750,72,61,2023-11-21T02:31:54Z,3770000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT08M22.00S,2023-11-21T02:31:51.2Z,3,REGULAR,substitution,in,[],1628404,,,1610612750,72,61,2023-11-21T02:31:54Z,3780000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT08M22.00S,2023-11-21T02:32:05.7Z,3,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,73,61,2023-11-21T02:32:05Z,3790000,False,,,0,,A. Edwards Free Throw 1 of 1 (13 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
387,PT08M04.00S,2023-11-21T02:32:27.5Z,3,REGULAR,3pt,Jump Shot,[],203944,8.541392904073588,95.61121323529412,1610612752,73,61,2023-11-21T02:32:35Z,3800000,False,-228.0,28.0,1,left,MISS J. Randle 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,22.98,Missed,,,,,,,,,,,,,,,,,,
388,PT08M00.00S,2023-11-21T02:32:31.5Z,3,REGULAR,rebound,offensive,[],1629011,,,1610612752,73,61,2023-11-21T02:32:35Z,3810000,False,,,0,,M. Robinson REBOUND (Off:6 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Left Corner 3,24+ Left,,,,,,,,,387.0,,,,,,,,,8.0,2.0,6.0
389,PT07M58.00S,2023-11-21T02:32:34.1Z,3,REGULAR,turnover,lost ball,[],1629011,,,1610612752,73,61,2023-11-21T02:34:45Z,3820000,False,,,0,,M. Robinson lost ball TURNOVER (1 TO),"[1629011, 1630162]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,1.0,Edwards,1630162.0,,,,,,,,,,,,,,
390,PT07M58.00S,2023-11-21T02:32:34.1Z,3,REGULAR,steal,,[],1630162,,,1610612750,73,61,2023-11-21T02:32:36Z,3830000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
391,PT07M53.00S,2023-11-21T02:32:39.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201144,94.82588699080158,3.431372549019608,1610612750,76,61,2023-11-21T02:32:45Z,3840000,False,-233.0,-4.0,1,right,M. Conley 3PT  (11 PTS) (A. Edwards 4 AST),"[201144, 1630162]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,23.28,Made,11.0,,,,,,,A. Edwards,1630162.0,4.0,,,,,,,,
393,PT07M33.00S,2023-11-21T02:33:02.0Z,3,REGULAR,foul,personal,[],201144,,,1610612752,76,61,2023-11-21T02:33:09Z,3860000,False,,,0,,M. Conley personal FOUL (3 PF),"[201144, 1629656]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1627529.0,3.0,0.0,Grimes,1629656.0,,,
395,PT07M33.00S,2023-11-21T02:33:08.0Z,3,REGULAR,substitution,out,[],201144,,,1610612752,76,61,2023-11-21T02:33:15Z,3880000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M33.00S,2023-11-21T02:33:08.0Z,3,REGULAR,substitution,in,[],1628972,,,1610612752,76,61,2023-11-21T02:33:15Z,3890000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M25.00S,2023-11-21T02:33:28.3Z,3,REGULAR,3pt,Jump Shot,[],1628973,29.27685611038108,24.287683823529413,1610612752,76,64,2023-11-21T02:33:35Z,3900000,False,129.0,223.0,1,left,J. Brunson 25' 3PT step back (17 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.72,Made,17.0,,,,,,,,,,,,,,,,,
398,PT07M04.00S,2023-11-21T02:33:49.2Z,3,REGULAR,3pt,Jump Shot,[],1628972,92.06636005256242,95.09803921568627,1610612750,76,64,2023-11-21T02:33:55Z,3910000,False,225.0,22.0,1,right,MISS T. Brown Jr. 3PT,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,Right Corner 3,24+ Right,22.66,Missed,,,,,,,,,,,,,,,,,,
399,PT06M59.00S,2023-11-21T02:33:54.2Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,76,64,2023-11-21T02:33:55Z,3920000,False,,,0,,M. Robinson REBOUND (Off:6 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,,,,,,,398.0,,,,,,,,,9.0,3.0,6.0
400,PT06M54.00S,2023-11-21T02:34:02.4Z,3,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612752,76,64,2023-11-21T02:34:13Z,3930000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Randle 2 FT),"[1626157, 203944]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2003.0,1.0,0.0,Randle,203944.0,,,
402,PT06M54.00S,2023-11-21T02:34:33.3Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,76,64,2023-11-21T02:34:33Z,3950000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
403,PT06M54.00S,2023-11-21T02:34:33.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,76,64,2023-11-21T02:34:33Z,3960000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,402.0,,,,,,,,,,,
404,PT06M54.00S,2023-11-21T02:34:53.9Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,76,65,2023-11-21T02:34:53Z,3970000,False,,,0,,J. Randle Free Throw 2 of 2 (13 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
405,PT06M37.00S,2023-11-21T02:35:14.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,83.919185282523,51.71568627450981,1610612750,76,65,2023-11-21T02:35:22Z,3980000,False,9.0,99.0,1,right,MISS A. Edwards 9' driving floating Shot,[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,9.91,Missed,,,,,,,,,,,,,,,,,,
406,PT06M31.00S,2023-11-21T02:35:18.3Z,3,REGULAR,rebound,offensive,[],203497,,,1610612750,76,65,2023-11-21T02:35:18Z,3990000,False,,,0,,R. Gobert REBOUND (Off:3 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,405.0,,,,,,,,,4.0,1.0,3.0
407,PT06M31.00S,2023-11-21T02:35:18.3Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203497,94.40999984741211,50.0,1610612750,78,65,2023-11-21T02:35:28Z,4000000,False,0.0,0.0,1,right,R. Gobert tip DUNK (13 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Made,13.0,,,,,,,,,,,,,,,,,
408,PT06M22.00S,2023-11-21T02:35:28.1Z,3,REGULAR,3pt,Jump Shot,[],1628973,30.436925098554536,28.186274509803923,1610612752,78,65,2023-11-21T02:35:35Z,4010000,False,109.0,234.0,1,left,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
409,PT06M20.00S,2023-11-21T02:35:30.1Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,78,65,2023-11-21T02:35:35Z,4020000,False,,,0,,R. Gobert REBOUND (Off:3 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,408.0,,,,,,,,,5.0,2.0,3.0
410,PT06M02.00S,2023-11-21T02:35:48.4Z,3,REGULAR,2pt,Jump Shot,[],1628972,91.32720105124835,68.40533088235294,1610612750,78,65,2023-11-21T02:35:55Z,4030000,False,92.0,29.0,1,right,MISS T. Brown Jr. 9' driving floating Shot,[1628972],1610612750.0,MIN,driving floating,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,8-16 Right,9.65,Missed,,,,,,,,,,,,,,,,,,
411,PT05M59.00S,2023-11-21T02:35:51.4Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,78,65,2023-11-21T02:35:55Z,4040000,False,,,0,,J. Randle REBOUND (Off:0 Def:10),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,,,410.0,,,,,,,,,10.0,10.0,0.0
412,PT05M50.00S,2023-11-21T02:35:59.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629011,10.249671484888305,42.58578431372549,1610612752,78,65,2023-11-21T02:36:10Z,4050000,False,37.0,44.0,1,left,MISS M. Robinson cutting Layup - blocked,"[1629011, 203497]",1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,5.74,Missed,,,,,Gobert,203497.0,,,,,,,,,,,,
416,PT05M50.00S,2023-11-21T02:35:59.9Z,3,REGULAR,block,,[],203497,,,1610612752,78,65,2023-11-21T02:36:10Z,4055000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
413,PT05M46.00S,2023-11-21T02:36:03.9Z,3,REGULAR,rebound,offensive,[],1629011,,,1610612752,78,65,2023-11-21T02:36:10Z,4060000,False,,,0,,M. Robinson REBOUND (Off:7 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,412.0,,,,,,,,,10.0,3.0,7.0
414,PT05M44.00S,2023-11-21T02:36:06.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,6.521024967148489,95.34313725490196,1610612752,78,65,2023-11-21T02:37:37Z,4070000,False,-227.0,9.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,22.69,Missed,,,,,,,,,,,,,,,,,,
415,PT05M43.00S,2023-11-21T02:36:07.2Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,78,65,2023-11-21T02:36:17Z,4080000,False,,,0,,R. Gobert REBOUND (Off:3 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,414.0,,,,,,,,,6.0,3.0,3.0
419,PT05M43.00S,2023-11-21T02:36:29.5Z,3,REGULAR,substitution,out,[],1626157,,,1610612750,78,65,2023-11-21T02:36:34Z,4110000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M43.00S,2023-11-21T02:36:29.5Z,3,REGULAR,substitution,in,[],1629675,,,1610612750,78,65,2023-11-21T02:36:34Z,4120000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M43.00S,2023-11-21T02:36:42.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,78,65,2023-11-21T02:36:42Z,4130000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
