actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
255,PT05M41.00S,2025-02-05T01:27:18.4Z,2,REGULAR,substitution,in,[],1642266,,,1610612761,44,49,2025-02-05T01:27:27Z,2520000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,,,,,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,
256,PT05M41.00S,2025-02-05T01:27:18.4Z,2,REGULAR,substitution,in,[],1628973,,,1610612761,44,49,2025-02-05T01:27:27Z,2530000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,
257,PT05M41.00S,2025-02-05T01:27:38.7Z,2,REGULAR,freethrow,1 of 1,[],1642347,,,1610612761,45,49,2025-02-05T01:27:38Z,2540000,False,,,0,,J. Shead Free Throw 1 of 1 (7 PTS),[1642347],1610612761.0,TOR,,,,,,,,,,,Shead,J. Shead,,Made,7.0,,,,,,,,,,,,,,,,
258,PT05M21.00S,2025-02-05T01:27:59.4Z,2,REGULAR,2pt,Jump Shot,[],1628404,6.389618922470433,31.127450980392158,1610612752,45,49,2025-02-05T01:28:04Z,2550000,False,94.0,8.0,1,left,MISS J. Hart 9' driving floating Shot,[1628404],1610612752.0,NYK,driving floating,,,,,,Mid-Range,8-16 Right,,,Hart,J. Hart,9.47,Missed,,,,,,,,,,,,,,,,,
259,PT05M19.00S,2025-02-05T01:28:01.4Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,45,49,2025-02-05T01:28:10Z,2560000,False,,,0,,K. Towns REBOUND (Off:6 Def:6),[1626157],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Right,,,Towns,K. Towns,,,,,,,258.0,12.0,6.0,6.0,,,,,,,,,
260,PT05M17.00S,2025-02-05T01:28:02.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,5.590000152587891,50.0,1610612752,45,51,2025-02-05T01:28:02Z,2570000,False,0.0,0.0,1,left,K. Towns tip Layup (15 PTS),[1626157],1610612752.0,NYK,tip,,,,,,Mid-Range,8-16 Left,,,Towns,K. Towns,0.0,Made,15.0,,,,,,,,,,,,,,,,
261,PT05M12.00S,2025-02-05T01:28:08.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,94.30026281208936,50.73529411764706,1610612761,47,51,2025-02-05T01:28:16Z,2580000,False,4.0,1.0,1,right,J. Shead driving reverse Layup (9 PTS),[1642347],1610612761.0,TOR,driving reverse,,,,,,Restricted Area,0-8 Center,,,Shead,J. Shead,0.39,Made,9.0,,,,,,,,,,,,,,,,
262,PT05M04.00S,2025-02-05T01:28:19.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642266,,,1610612752,47,51,2025-02-05T01:28:26Z,2590000,False,,,0,,J. Walter shooting personal FOUL (1 PF) (Brunson 2 FT),"[1642266, 1628973]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),8-16 Right,201638.0,,Walter,J. Walter,,,,,,,,,,,,,1.0,0.0,Brunson,1628973.0,,,
264,PT05M04.00S,2025-02-05T01:28:48.0Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,47,52,2025-02-05T01:28:48Z,2610000,False,,,0,,J. Brunson Free Throw 1 of 2 (10 PTS),[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,Made,10.0,,,,,,,,,,,,,,,,
265,PT05M04.00S,2025-02-05T01:28:48.9Z,2,REGULAR,substitution,out,[],1642367,,,1610612752,47,52,2025-02-05T01:28:54Z,2620000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,
266,PT05M04.00S,2025-02-05T01:28:48.9Z,2,REGULAR,substitution,out,[],1642347,,,1610612752,47,52,2025-02-05T01:28:54Z,2630000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,
267,PT05M04.00S,2025-02-05T01:28:48.9Z,2,REGULAR,substitution,in,[],1630567,,,1610612752,47,52,2025-02-05T01:28:54Z,2640000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,
268,PT05M04.00S,2025-02-05T01:28:48.9Z,2,REGULAR,substitution,in,[],1630193,,,1610612752,47,52,2025-02-05T01:28:54Z,2650000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
269,PT05M04.00S,2025-02-05T01:29:22.2Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,47,53,2025-02-05T01:29:22Z,2660000,False,,,0,,J. Brunson Free Throw 2 of 2 (11 PTS),[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,Made,11.0,,,,,,,,,,,,,,,,
270,PT04M54.00S,2025-02-05T01:29:37.5Z,2,REGULAR,foul,personal,[],1630173,,,1610612761,47,53,2025-02-05T01:29:44Z,2670000,False,,,0,,P. Achiuwa personal FOUL (3 PF),"[1630173, 1630567]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,1628481.0,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,3.0,0.0,Barnes,1630567.0,,,
272,PT04M54.00S,2025-02-05T01:29:55.7Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,47,53,2025-02-05T01:30:01Z,2690000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
273,PT04M54.00S,2025-02-05T01:29:55.7Z,2,REGULAR,substitution,in,[],1630574,,,1610612761,47,53,2025-02-05T01:30:01Z,2700000,False,,,0,,SUB in: A. Hukporti,[1630574],1610612752.0,NYK,,,,,,,,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,
274,PT04M41.00S,2025-02-05T01:30:22.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,82.60512483574244,58.333333333333336,1610612761,47,53,2025-02-05T01:30:25Z,2710000,False,42.0,111.0,1,right,MISS S. Barnes 11' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,,Barnes,S. Barnes,11.86,Missed,,,,,,,,,,,,,,,,,
275,PT04M37.00S,2025-02-05T01:30:24.8Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,47,53,2025-02-05T01:30:24Z,2720000,False,,,0,,K. Towns REBOUND (Off:6 Def:7),[1626157],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,Towns,K. Towns,,,,,,,274.0,13.0,7.0,6.0,,,,,,,,,
277,PT04M18.00S,2025-02-05T01:31:01.4Z,2,REGULAR,2pt,Jump Shot,[],1628969,20.318659658344284,69.11764705882352,1610612752,47,55,2025-02-05T01:31:44Z,2740000,False,-96.0,138.0,1,left,M. Bridges 16' step back Jump Shot (6 PTS),[1628969],1610612752.0,NYK,step back,,,,,,Mid-Range,16-24 Left Center,,,Bridges,M. Bridges,16.83,Made,6.0,,,,,,,,,,,,,,,,
278,PT04M06.00S,2025-02-05T01:31:13.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,87.20433639947439,51.225490196078425,1610612761,49,55,2025-02-05T01:31:17Z,2750000,False,6.0,68.0,1,right,I. Quickley 6' driving floating Jump Shot (4 PTS),[1630193],1610612761.0,TOR,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,Quickley,I. Quickley,6.81,Made,4.0,,,,,,,,,,,,,,,,
279,PT03M52.00S,2025-02-05T01:31:32.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630193,,,1610612752,49,55,2025-02-05T01:31:39Z,2760000,False,,,0,,I. Quickley personal FOUL (1 PF) (Brunson 2 FT),"[1630193, 1628973]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,201638.0,,Quickley,I. Quickley,,,,,,,,,,,,,1.0,0.0,Brunson,1628973.0,,,
281,PT03M52.00S,2025-02-05T01:32:09.7Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,49,55,2025-02-05T01:32:09Z,2780000,False,,,0,,MISS J. Brunson Free Throw 1 of 2,[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,Missed,,,,,,,,,,,,,,,,,
282,PT03M52.00S,2025-02-05T01:32:09.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,49,55,2025-02-05T01:32:09Z,2790000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,281.0,,,,,,,,,,,,
283,PT03M52.00S,2025-02-05T01:32:33.7Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,49,56,2025-02-05T01:32:33Z,2800000,False,,,0,,J. Brunson Free Throw 2 of 2 (12 PTS),[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,Made,12.0,,,,,,,,,,,,,,,,
284,PT03M38.00S,2025-02-05T01:32:53.9Z,2,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612761,49,56,2025-02-05T01:33:11Z,2810000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Dick 2 FT),"[1626157, 1641711]",1610612752.0,NYK,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1628481.0,,Towns,K. Towns,,,,,,,,,,,,,1.0,0.0,Dick,1641711.0,,,
286,PT03M38.00S,2025-02-05T01:33:28.6Z,2,REGULAR,freethrow,1 of 2,[],1641711,,,1610612761,50,56,2025-02-05T01:33:28Z,2830000,False,,,0,,G. Dick Free Throw 1 of 2 (7 PTS),[1641711],1610612761.0,TOR,,,,,,,,,,,Dick,G. Dick,,Made,7.0,,,,,,,,,,,,,,,,
287,PT03M38.00S,2025-02-05T01:33:44.5Z,2,REGULAR,freethrow,2 of 2,[],1641711,,,1610612761,51,56,2025-02-05T01:33:44Z,2840000,False,,,0,,G. Dick Free Throw 2 of 2 (8 PTS),[1641711],1610612761.0,TOR,,,,,,,,,,,Dick,G. Dick,,Made,8.0,,,,,,,,,,,,,,,,
288,PT03M28.00S,2025-02-05T01:33:59.2Z,2,REGULAR,3pt,Jump Shot,[],1628969,3.7614980289093296,97.05882352941177,1610612752,51,59,2025-02-05T01:34:04Z,2850000,False,-235.0,-17.0,1,left,M. Bridges 3PT  (9 PTS) (J. Hart 1 AST),"[1628969, 1628404]",1610612752.0,NYK,,,,,,,Left Corner 3,24+ Left,,,Bridges,M. Bridges,23.59,Made,9.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,
290,PT03M10.00S,2025-02-05T01:34:17.0Z,2,REGULAR,2pt,Jump Shot,[],1630567,85.62746386333771,26.47058823529412,1610612761,51,59,2025-02-05T01:34:25Z,2870000,False,-118.0,83.0,1,right,MISS S. Barnes 14' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,,,,Mid-Range,8-16 Left,,,Barnes,S. Barnes,14.37,Missed,,,,,,,,,,,,,,,,,
291,PT03M08.00S,2025-02-05T01:34:19.0Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,51,59,2025-02-05T01:34:25Z,2880000,False,,,0,,K. Towns REBOUND (Off:6 Def:8),[1626157],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Left,,,Towns,K. Towns,,,,,,,290.0,14.0,8.0,6.0,,,,,,,,,
292,PT02M50.00S,2025-02-05T01:34:38.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,12.959921156373195,56.372549019607845,1610612752,51,61,2025-02-05T01:34:43Z,2890000,False,-32.0,69.0,1,left,J. Brunson 7' fadeaway Jump Shot (14 PTS) (K. Towns 1 AST),"[1628973, 1626157]",1610612752.0,NYK,fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,,,Brunson,J. Brunson,7.63,Made,14.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,
293,PT02M49.00S,2025-02-05T01:34:44.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612761,51,61,2025-02-05T01:34:44Z,2900000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M27.00S,2025-02-05T01:36:37.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,92.85479632063075,47.794117647058826,1610612761,51,61,2025-02-05T01:36:44Z,2910000,False,-11.0,15.0,1,right,MISS G. Dick driving finger roll Layup,[1641711],1610612761.0,TOR,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Dick,G. Dick,1.84,Missed,,,,,,,,,,,,,,,,,
296,PT02M24.00S,2025-02-05T01:36:40.1Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,51,61,2025-02-05T01:36:44Z,2920000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Hart,J. Hart,,,,,,,295.0,1.0,1.0,0.0,,,,,,,,,
297,PT02M19.00S,2025-02-05T01:36:51.1Z,2,REGULAR,foul,offensive,[],1628969,,,1610612752,51,61,2025-02-05T01:37:29Z,2930000,False,,,0,,M. Bridges offensive FOUL (2 PF),"[1628969, 1630193]",1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,1627534.0,,Bridges,M. Bridges,,,,,,,,,,,,,2.0,0.0,Quickley,1630193.0,,,
299,PT02M19.00S,2025-02-05T01:36:51.1Z,2,REGULAR,turnover,offensive foul,[],1628969,,,1610612752,51,61,2025-02-05T01:36:51Z,2950000,False,,,0,,M. Bridges offensive foul TURNOVER (2 TO),[1628969],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,1627534.0,2.0,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,
300,PT02M02.00S,2025-02-05T01:37:16.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630567,89.56964520367937,96.56862745098039,1610612761,51,61,2025-02-05T01:37:22Z,2960000,False,233.0,46.0,1,right,MISS S. Barnes 3PT,[1630567],1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,,,Barnes,S. Barnes,23.72,Missed,,,,,,,,,,,,,,,,,
301,PT01M58.00S,2025-02-05T01:37:20.5Z,2,REGULAR,rebound,offensive,[],1641711,,,1610612761,51,61,2025-02-05T01:37:22Z,2970000,False,,,0,,G. Dick REBOUND (Off:2 Def:0),[1641711],1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,,,Dick,G. Dick,,,,,,,300.0,2.0,0.0,2.0,,,,,,,,,
302,PT01M57.00S,2025-02-05T01:37:22.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630193,64.73390275952694,43.38235294117647,1610612761,51,61,2025-02-05T01:37:26Z,2980000,False,-33.0,279.0,1,right,MISS I. Quickley 28' 3PT,[1630193],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,Quickley,I. Quickley,28.1,Missed,,,,,,,,,,,,,,,,,
303,PT01M53.00S,2025-02-05T01:37:25.0Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,51,61,2025-02-05T01:37:25Z,2990000,False,,,0,,K. Towns REBOUND (Off:6 Def:9),[1626157],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,Towns,K. Towns,,,,,,,302.0,15.0,9.0,6.0,,,,,,,,,
304,PT01M47.00S,2025-02-05T01:37:34.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642266,,,1610612752,51,61,2025-02-05T01:37:45Z,3000000,False,,,0,,J. Walter shooting personal FOUL (2 PF) (Towns 2 FT),"[1642266, 1626157]",1610612761.0,TOR,shooting,,,,,,Restricted Area,0-8 Center,201638.0,,Walter,J. Walter,,,,,,,,,,,,,2.0,0.0,Towns,1626157.0,,,
306,PT01M47.00S,2025-02-05T01:38:14.1Z,2,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,51,62,2025-02-05T01:38:14Z,3020000,False,,,0,,K. Towns Free Throw 1 of 2 (16 PTS),[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,Made,16.0,,,,,,,,,,,,,,,,
307,PT01M47.00S,2025-02-05T01:38:40.5Z,2,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,51,63,2025-02-05T01:38:40Z,3030000,False,,,0,,K. Towns Free Throw 2 of 2 (17 PTS),[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,Made,17.0,,,,,,,,,,,,,,,,
308,PT01M36.00S,2025-02-05T01:38:51.8Z,2,REGULAR,turnover,lost ball,[],1630193,,,1610612761,51,63,2025-02-05T01:38:58Z,3040000,False,,,0,,I. Quickley lost ball TURNOVER (1 TO),"[1630193, 1628973]",1610612761.0,TOR,,,,,,,Mid-Range,8-16 Right,,1.0,Quickley,I. Quickley,,,,,,,,,,,Brunson,1628973.0,,,,,,,
309,PT01M36.00S,2025-02-05T01:38:51.8Z,2,REGULAR,steal,,[],1628973,,,1610612752,51,63,2025-02-05T01:40:01Z,3050000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Right,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,
310,PT01M30.00S,2025-02-05T01:38:58.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630574,4.02431011826544,50.98039215686274,1610612752,51,65,2025-02-05T01:39:16Z,3060000,False,-5.0,-15.0,1,left,A. Hukporti cutting DUNK (6 PTS) (J. Brunson 2 AST),"[1630574, 1628973]",1610612752.0,NYK,cutting,,,,,,In The Paint (Non-RA),0-8 Center,,,Hukporti,A. Hukporti,1.55,Made,6.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,
312,PT01M10.00S,2025-02-05T01:39:17.0Z,2,REGULAR,3pt,Jump Shot,[],1630567,81.2910643889619,94.85294117647058,1610612761,51,65,2025-02-05T01:39:20Z,3080000,False,224.0,123.0,1,right,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,Barnes,S. Barnes,25.6,Missed,,,,,,,,,,,,,,,,,
313,PT01M08.00S,2025-02-05T01:39:19.0Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,51,65,2025-02-05T01:39:20Z,3090000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,Hart,J. Hart,,,,,,,312.0,2.0,2.0,0.0,,,,,,,,,
314,PT00M52.20S,2025-02-05T01:39:39.1Z,2,REGULAR,2pt,Jump Shot,[],1626157,5.601182654402102,73.52941176470588,1610612752,51,67,2025-02-05T01:39:45Z,3100000,False,-118.0,0.0,1,left,K. Towns 11' driving floating Jump Shot (19 PTS),[1626157],1610612752.0,NYK,driving floating,,,,,,Mid-Range,8-16 Left,,,Towns,K. Towns,11.76,Made,19.0,,,,,,,,,,,,,,,,
315,PT00M52.20S,2025-02-05T01:39:42.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627751,,,1610612752,51,67,2025-02-05T01:39:50Z,3110000,False,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Towns 1 FT),"[1627751, 1626157]",1610612761.0,TOR,shooting,,,,,,Mid-Range,8-16 Left,1628481.0,,Poeltl,J. Poeltl,,,,,,,,,,,,,1.0,0.0,Towns,1626157.0,,,
317,PT00M52.20S,2025-02-05T01:39:57.1Z,2,REGULAR,substitution,out,[],1628973,,,1610612752,51,67,2025-02-05T01:40:08Z,3130000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,
318,PT00M52.20S,2025-02-05T01:39:57.1Z,2,REGULAR,substitution,in,[],1630540,,,1610612752,51,67,2025-02-05T01:40:08Z,3140000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,,,,,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,
319,PT00M52.20S,2025-02-05T01:40:23.6Z,2,REGULAR,freethrow,1 of 1,[],1626157,,,1610612752,51,68,2025-02-05T01:40:23Z,3150000,False,,,0,,K. Towns Free Throw 1 of 1 (20 PTS),[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,Made,20.0,,,,,,,,,,,,,,,,
320,PT00M32.60S,2025-02-05T01:40:45.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,83.39356110381078,38.970588235294116,1610612761,51,68,2025-02-05T01:40:51Z,3160000,False,-55.0,104.0,1,right,MISS S. Barnes 11' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,,Barnes,S. Barnes,11.73,Missed,,,,,,,,,,,,,,,,,
321,PT00M29.20S,2025-02-05T01:40:48.8Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,51,68,2025-02-05T01:40:51Z,3170000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:0),[1627751],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,,,Poeltl,J. Poeltl,,,,,,,320.0,1.0,0.0,1.0,,,,,,,,,
322,PT00M19.90S,2025-02-05T01:40:58.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,93.38042049934296,51.9607843137255,1610612761,51,68,2025-02-05T01:41:04Z,3180000,False,10.0,10.0,1,right,MISS S. Barnes driving Layup,[1630567],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,,Barnes,S. Barnes,1.38,Missed,,,,,,,,,,,,,,,,,
323,PT00M16.70S,2025-02-05T01:41:01.4Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,51,68,2025-02-05T01:41:04Z,3190000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:0),[1627751],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Poeltl,J. Poeltl,,,,,,,322.0,2.0,0.0,2.0,,,,,,,,,
324,PT00M16.70S,2025-02-05T01:41:01.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,94.40999984741211,50.0,1610612761,51,68,2025-02-05T01:41:11Z,3200000,False,0.0,0.0,1,right,MISS J. Poeltl tip Layup - blocked,"[1627751, 1626157]",1610612761.0,TOR,tip,,,,,,Restricted Area,0-8 Center,,,Poeltl,J. Poeltl,0.0,Missed,,,,,,,,,,,,,,,Towns,1626157.0,
327,PT00M16.70S,2025-02-05T01:41:01.3Z,2,REGULAR,block,,[],1626157,,,1610612761,51,68,2025-02-05T01:41:11Z,3205000,False,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,
325,PT00M15.90S,2025-02-05T01:41:02.1Z,2,REGULAR,rebound,defensive,[],1630574,,,1610612752,51,68,2025-02-05T01:41:02Z,3210000,False,,,0,,A. Hukporti REBOUND (Off:1 Def:2),[1630574],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Left,,,Hukporti,A. Hukporti,,,,,,,324.0,3.0,2.0,1.0,,,,,,,,,
328,PT00M14.30S,2025-02-05T01:41:09.7Z,2,REGULAR,substitution,out,[],1630574,,,1610612752,51,68,2025-02-05T01:41:21Z,3230000,False,,,0,,SUB out: A. Hukporti,[1630574],1610612752.0,NYK,,,,,,,,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,
329,PT00M14.30S,2025-02-05T01:41:09.7Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,51,68,2025-02-05T01:41:21Z,3240000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,
330,PT00M02.10S,2025-02-05T01:41:40.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,20.05584756898817,38.72549019607843,1610612752,51,68,2025-02-05T01:44:29Z,3250000,False,56.0,136.0,1,left,MISS J. Brunson 14' step back Shot,[1628973],1610612752.0,NYK,step back,,,,,,In The Paint (Non-RA),8-16 Center,,,Brunson,J. Brunson,14.72,Missed,,,,,,,,,,,,,,,,,
331,PT00M00.20S,2025-02-05T01:41:42.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,51,68,2025-02-05T01:41:50Z,3260000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,330.0,,,,,,,,,,,,
333,PT00M00.10S,2025-02-05T01:42:09.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628969,9.017739816031538,54.41176470588235,1610612752,51,68,2025-02-05T01:42:20Z,3280000,False,-22.0,32.0,1,left,MISS M. Bridges alley-oop Layup,[1628969],1610612752.0,NYK,alley-oop,,,,,,Restricted Area,0-8 Center,,,Bridges,M. Bridges,3.91,Missed,,,,,,,,,,,,,,,,,
334,PT00M00.10S,2025-02-05T01:42:09.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,51,68,2025-02-05T01:42:20Z,3290000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,333.0,,,,,,,,,,,,
335,PT00M00.00S,2025-02-05T01:42:19.2Z,2,REGULAR,period,end,[],0,,,1610612752,51,68,2025-02-05T01:42:19Z,3300000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2025-02-05T01:57:02.0Z,3,REGULAR,substitution,out,['startperiod'],1627751,,,1610612752,51,68,2025-02-05T01:57:25Z,3310000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,,,,,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2025-02-05T01:57:02.0Z,3,REGULAR,substitution,out,['startperiod'],1630540,,,1610612752,51,68,2025-02-05T01:57:25Z,3320000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,,,,,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2025-02-05T01:57:02.0Z,3,REGULAR,substitution,in,['startperiod'],203482,,,1610612752,51,68,2025-02-05T01:57:25Z,3330000,False,,,0,,SUB in: K. Olynyk,[203482],1610612761.0,TOR,,,,,,,,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,
