actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
30,PT09M23.00S,2025-03-10T23:46:01.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631115,93.51182654402102,51.9607843137255,1610612761,6,7,2025-03-10T23:46:07Z,300000,False,10.0,8.0,1,right,O. Robinson cutting DUNK (2 PTS) (I. Quickley 1 AST),"[1631115, 1630193]",1610612761.0,TOR,cutting,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,,,1.3,Made,2.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,
32,PT09M11.00S,2025-03-10T23:46:12.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,7.5722733245729295,43.872549019607845,1610612764,6,7,2025-03-10T23:46:18Z,320000,False,31.0,19.0,1,left,MISS A. Sarr driving floating Shot,[1642259],1610612764.0,WAS,driving floating,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,3.59,Missed,,,,,,,,,,,,,,,,
33,PT09M08.00S,2025-03-10T23:46:15.7Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,6,7,2025-03-10T23:46:18Z,330000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,32.0,2.0,1.0,1.0,,,,,,,,
34,PT09M01.00S,2025-03-10T23:46:22.5Z,1,REGULAR,3pt,Jump Shot,[],1630193,77.4802890932983,10.049019607843137,1610612761,6,7,2025-03-10T23:46:26Z,340000,False,-200.0,159.0,1,right,MISS I. Quickley 25' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,25.55,Missed,,,,,,,,,,,,,,,,
35,PT09M00.00S,2025-03-10T23:46:23.5Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,6,7,2025-03-10T23:46:26Z,350000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,
36,PT08M49.00S,2025-03-10T23:46:35.3Z,1,REGULAR,3pt,Jump Shot,[],1642259,31.882391590013142,50.0,1610612764,6,10,2025-03-10T23:46:40Z,360000,False,0.0,247.0,1,left,A. Sarr 24' 3PT  (5 PTS) (B. Carrington 2 AST),"[1642259, 1642267]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,,,24.72,Made,5.0,B. Carrington,1642267.0,2.0,,,,,,,,,,,,
38,PT08M27.00S,2025-03-10T23:46:56.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631115,92.72339027595268,45.588235294117645,1610612761,6,10,2025-03-10T23:49:00Z,380000,False,-22.0,16.0,1,right,MISS O. Robinson floating Shot - blocked,"[1631115, 1642259]",1610612761.0,TOR,floating,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,,,2.72,Missed,,,,,,,,,,,,,Sarr,1642259.0,,
39,PT08M27.00S,2025-03-10T23:46:56.6Z,1,REGULAR,block,,[],1642259,,,1610612761,6,10,2025-03-10T23:46:58Z,390000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M24.00S,2025-03-10T23:46:59.6Z,1,REGULAR,rebound,offensive,[],1631115,,,1610612761,6,10,2025-03-10T23:47:00Z,400000,False,,,0,,O. Robinson REBOUND (Off:1 Def:0),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,38.0,1.0,0.0,1.0,,,,,,,,
41,PT08M24.00S,2025-03-10T23:47:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631197,91.01511169513797,51.71568627450981,1610612761,6,10,2025-03-10T23:47:09Z,410000,False,9.0,32.0,1,right,MISS J. Rhoden cutting finger roll Layup - blocked,"[1631197, 1642273]",1610612761.0,TOR,cutting finger roll,,,Rhoden,J. Rhoden,,,,,Restricted Area,0-8 Center,,,3.31,Missed,,,,,,,,,,,,,George,1642273.0,,
42,PT08M24.00S,2025-03-10T23:47:00.1Z,1,REGULAR,block,,[],1642273,,,1610612761,6,10,2025-03-10T23:47:02Z,420000,False,,,0,,K. George BLOCK (3 BLK),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M24.00S,2025-03-10T23:47:00.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,6,10,2025-03-10T23:47:09Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,41.0,,,,,,,,,,,
45,PT08M21.00S,2025-03-10T23:47:29.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,95.0886990801577,3.431372549019608,1610612761,9,10,2025-03-10T23:48:01Z,450000,False,-233.0,-6.0,1,right,I. Quickley 3PT  (3 PTS) (O. Robinson 1 AST),"[1630193, 1631115]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Left Corner 3,24+ Left,,,23.29,Made,3.0,O. Robinson,1631115.0,1.0,,,,,,,,,,,,
47,PT08M21.00S,2025-03-10T23:47:38.0Z,1,REGULAR,foul,personal,[],1631197,,,1610612764,9,10,2025-03-10T23:48:20Z,470000,False,,,0,,J. Rhoden loose ball personal FOUL (2 PF),"[1631197, 1629673]",1610612761.0,TOR,loose ball,,,Rhoden,J. Rhoden,,,,,Restricted Area,0-8 Center,2005.0,,,,,,,,,,,,2.0,0.0,Poole,1629673.0,,,,
49,PT08M21.00S,2025-03-10T23:48:05.4Z,1,REGULAR,substitution,out,[],1631197,,,1610612764,9,10,2025-03-10T23:48:08Z,490000,False,,,0,,SUB out: J. Rhoden,[1631197],1610612761.0,TOR,,,,Rhoden,J. Rhoden,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M21.00S,2025-03-10T23:48:05.4Z,1,REGULAR,substitution,in,[],1630639,,,1610612764,9,10,2025-03-10T23:48:08Z,500000,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M13.00S,2025-03-10T23:48:26.4Z,1,REGULAR,3pt,Jump Shot,[],1642259,31.750985545335087,50.245098039215684,1610612764,9,10,2025-03-10T23:48:30Z,510000,False,-1.0,246.0,1,left,MISS A. Sarr 24' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,,,24.6,Missed,,,,,,,,,,,,,,,,
52,PT08M09.00S,2025-03-10T23:48:30.4Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,9,10,2025-03-10T23:48:30Z,520000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,
53,PT08M01.00S,2025-03-10T23:48:39.5Z,1,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612761,9,10,2025-03-10T23:49:02Z,530000,False,,,0,,K. George shooting personal FOUL (1 PF) (Barrett 2 FT),"[1642273, 1629628]",1610612764.0,WAS,shooting,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,204058.0,,,,,,,,,,,,1.0,0.0,Barrett,1629628.0,,,,
55,PT08M01.00S,2025-03-10T23:49:04.1Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,9,10,2025-03-10T23:49:20Z,550000,False,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
56,PT08M01.00S,2025-03-10T23:49:04.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,9,10,2025-03-10T23:49:20Z,560000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,
57,PT08M01.00S,2025-03-10T23:49:04.1Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,9,10,2025-03-10T23:49:20Z,570000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
58,PT07M58.00S,2025-03-10T23:49:07.1Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,9,10,2025-03-10T23:49:20Z,580000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:2),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,
59,PT07M54.00S,2025-03-10T23:49:24.3Z,1,REGULAR,foul,personal,['2freethrow'],1631115,,,1610612764,9,10,2025-03-10T23:49:45Z,590000,False,,,0,,O. Robinson shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[1631115, 1641731]",1610612761.0,TOR,shooting,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,204058.0,,,,,,,,,,,,1.0,0.0,Coulibaly,1641731.0,,,,
61,PT07M54.00S,2025-03-10T23:49:47.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641731,,,1610612764,9,11,2025-03-10T23:49:47Z,610000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (1 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
62,PT07M54.00S,2025-03-10T23:50:06.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641731,,,1610612764,9,12,2025-03-10T23:50:06Z,620000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (2 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
63,PT07M41.00S,2025-03-10T23:50:22.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631115,91.80354796320631,48.77450980392157,1610612761,11,12,2025-03-10T23:50:27Z,630000,False,-6.0,25.0,1,right,O. Robinson turnaround Hook (4 PTS) (I. Quickley 2 AST),"[1631115, 1630193]",1610612761.0,TOR,turnaround,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,,,2.52,Made,4.0,I. Quickley,1630193.0,2.0,,,,,,,,,,,,
65,PT07M35.00S,2025-03-10T23:50:33.5Z,1,REGULAR,foul,personal,[],1630639,,,1610612764,11,12,2025-03-10T23:50:54Z,650000,False,,,0,,A. Lawson personal FOUL (1 PF),"[1630639, 1629673]",1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Mid-Range,16-24 Left,2002.0,,,,,,,,,,,,1.0,0.0,Poole,1629673.0,,,,
67,PT07M34.00S,2025-03-10T23:51:02.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630639,,,1610612764,11,12,2025-03-10T23:51:11Z,670000,False,,,0,,A. Lawson personal FOUL (2 PF) (Poole 2 FT),"[1630639, 1629673]",1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Mid-Range,8-16 Left,2005.0,,,,,,,,,,,,2.0,0.0,Poole,1629673.0,,,,
69,PT07M34.00S,2025-03-10T23:51:30.5Z,1,REGULAR,freethrow,1 of 2,[],1629673,,,1610612764,11,13,2025-03-10T23:51:30Z,690000,False,,,0,,J. Poole Free Throw 1 of 2 (1 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
70,PT07M34.00S,2025-03-10T23:51:49.0Z,1,REGULAR,freethrow,2 of 2,[],1629673,,,1610612764,11,14,2025-03-10T23:51:49Z,700000,False,,,0,,J. Poole Free Throw 2 of 2 (2 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
71,PT07M17.00S,2025-03-10T23:52:07.2Z,1,REGULAR,3pt,Jump Shot,[],1630567,73.27529566360053,16.176470588235293,1610612761,11,14,2025-03-10T23:52:13Z,710000,False,-169.0,199.0,1,right,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,26.09,Missed,,,,,,,,,,,,,,,,
72,PT07M13.00S,2025-03-10T23:52:11.2Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612761,11,14,2025-03-10T23:53:28Z,720000,False,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,71.0,2.0,1.0,1.0,,,,,,,,
75,PT07M07.00S,2025-03-10T23:52:16.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,93.64323258869908,95.58823529411765,1610612761,11,14,2025-03-10T23:53:30Z,750000,False,228.0,7.0,1,right,MISS I. Quickley 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,,,22.8,Missed,,,,,,,,,,,,,,,,
76,PT07M04.00S,2025-03-10T23:52:19.5Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612761,11,14,2025-03-10T23:55:44Z,760000,False,,,0,,R. Barrett REBOUND (Off:2 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,,,,,,75.0,3.0,1.0,2.0,,,,,,,,
77,PT06M57.00S,2025-03-10T23:52:28.5Z,1,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612761,11,14,2025-03-10T23:52:50Z,770000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (Robinson 2 FT),"[1629673, 1631115]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2005.0,,,,,,,,,,,,1.0,0.0,Robinson,1631115.0,,,,
79,PT06M57.00S,2025-03-10T23:52:45.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,11,14,2025-03-10T23:52:45Z,790000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M57.00S,2025-03-10T23:53:32.7Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,11,14,2025-03-10T23:55:21Z,800000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M57.00S,2025-03-10T23:53:32.7Z,1,REGULAR,substitution,in,[],1642419,,,1610612761,11,14,2025-03-10T23:55:21Z,810000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M57.00S,2025-03-10T23:55:47.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631115,,,1610612761,12,14,2025-03-10T23:55:47Z,820000,False,,,0,,O. Robinson Free Throw 1 of 2 (5 PTS),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
83,PT06M57.00S,2025-03-10T23:56:05.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631115,,,1610612761,13,14,2025-03-10T23:56:05Z,830000,False,,,0,,O. Robinson Free Throw 2 of 2 (6 PTS),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
84,PT06M35.00S,2025-03-10T23:56:29.2Z,1,REGULAR,3pt,Jump Shot,[],1642259,29.517082785808146,74.50980392156863,1610612764,13,14,2025-03-10T23:56:35Z,840000,False,-123.0,225.0,1,left,MISS A. Sarr 25' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,,,25.62,Missed,,,,,,,,,,,,,,,,
85,PT06M33.00S,2025-03-10T23:56:31.2Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,13,14,2025-03-10T23:56:35Z,850000,False,,,0,,I. Quickley REBOUND (Off:1 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,84.0,2.0,1.0,1.0,,,,,,,,
86,PT06M29.00S,2025-03-10T23:56:35.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,82.34231274638634,93.13725490196079,1610612761,13,14,2025-03-10T23:56:42Z,860000,False,216.0,113.0,1,right,MISS I. Quickley 24' running 3PT,[1630193],1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,24.37,Missed,,,,,,,,,,,,,,,,
87,PT06M25.00S,2025-03-10T23:56:39.9Z,1,REGULAR,rebound,offensive,[],1630639,,,1610612761,13,14,2025-03-10T23:56:42Z,870000,False,,,0,,A. Lawson REBOUND (Off:1 Def:0),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,86.0,1.0,0.0,1.0,,,,,,,,
88,PT06M24.00S,2025-03-10T23:56:39.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1630639,91.80354796320631,50.73529411764706,1610612761,15,14,2025-03-10T23:57:19Z,880000,False,4.0,25.0,1,right,A. Lawson putback Layup (2 PTS),[1630639],1610612761.0,TOR,putback,,,Lawson,A. Lawson,,,,,Restricted Area,0-8 Center,,,2.48,Made,2.0,,,,,,,,,,,,,,,
