actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
434,PT03M42.00S,2025-01-16T02:12:47.1Z,3,REGULAR,substitution,out,[],1641711,,,1610612761,82,77,2025-01-16T02:14:36Z,4270000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,
435,PT03M42.00S,2025-01-16T02:12:47.1Z,3,REGULAR,substitution,out,[],1630558,,,1610612761,82,77,2025-01-16T02:14:36Z,4280000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
436,PT03M42.00S,2025-01-16T02:12:47.1Z,3,REGULAR,substitution,in,[],1642347,,,1610612761,82,77,2025-01-16T02:14:36Z,4290000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,
437,PT03M42.00S,2025-01-16T02:12:47.1Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,82,77,2025-01-16T02:14:36Z,4300000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
438,PT03M31.00S,2025-01-16T02:14:56.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,15.982260183968464,41.911764705882355,1610612761,84,77,2025-01-16T02:15:03Z,4310000,False,40.0,98.0,1,left,J. Poeltl 10' turnaround Jump Shot (14 PTS) (R. Barrett 7 AST),"[1627751, 1629628]",1610612761.0,TOR,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,,,,Poeltl,J. Poeltl,,,10.57,Made,,,,,14.0,R. Barrett,1629628.0,7.0,,,,,,
440,PT03M13.00S,2025-01-16T02:15:13.6Z,3,REGULAR,3pt,Jump Shot,[],1630573,64.86530880420499,41.66666666666667,1610612738,84,77,2025-01-16T02:15:18Z,4330000,False,-42.0,278.0,1,right,MISS S. Hauser 28' 3PT,[1630573],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,Hauser,S. Hauser,,,28.09,Missed,,,,,,,,,,,,,,
441,PT03M11.00S,2025-01-16T02:15:15.6Z,3,REGULAR,rebound,offensive,[],1630202,,,1610612738,84,77,2025-01-16T02:15:18Z,4340000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,Pritchard,P. Pritchard,,,,,440.0,1.0,0.0,1.0,,,,,,,,,,
442,PT03M08.00S,2025-01-16T02:15:19.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201143,69.72733245729303,75.98039215686273,1610612738,84,77,2025-01-16T02:15:26Z,4350000,False,130.0,232.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,Horford,A. Horford,,,26.6,Missed,,,,,,,,,,,,,,
443,PT03M04.00S,2025-01-16T02:15:23.5Z,3,REGULAR,rebound,offensive,[],1628436,,,1610612738,84,77,2025-01-16T02:15:26Z,4360000,False,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,Kornet,L. Kornet,,,,,442.0,1.0,0.0,1.0,,,,,,,,,,
444,PT03M03.00S,2025-01-16T02:15:24.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,67.23061760840999,36.029411764705884,1610612738,84,77,2025-01-16T02:15:28Z,4370000,False,-70.0,256.0,1,right,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,Hauser,S. Hauser,,,26.49,Missed,,,,,,,,,,,,,,
445,PT03M00.00S,2025-01-16T02:15:27.2Z,3,REGULAR,rebound,offensive,[],1630202,,,1610612738,84,77,2025-01-16T02:15:27Z,4380000,False,,,0,,P. Pritchard REBOUND (Off:2 Def:0),[1630202],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,Pritchard,P. Pritchard,,,,,444.0,2.0,0.0,2.0,,,,,,,,,,
446,PT02M54.00S,2025-01-16T02:15:33.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,64.20827858081472,62.745098039215684,1610612738,84,77,2025-01-16T02:17:45Z,4390000,False,64.0,284.0,1,right,MISS P. Pritchard 29' 3PT,[1630202],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,Pritchard,P. Pritchard,,,29.1,Missed,,,,,,,,,,,,,,
447,PT02M52.00S,2025-01-16T02:15:35.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,84,77,2025-01-16T02:15:42Z,4400000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,446.0,,,,,,,,,,,,,
449,PT02M52.00S,2025-01-16T02:15:47.1Z,3,REGULAR,substitution,out,[],1629628,,,1610612738,84,77,2025-01-16T02:15:55Z,4420000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
450,PT02M52.00S,2025-01-16T02:15:47.1Z,3,REGULAR,substitution,out,[],1627751,,,1610612738,84,77,2025-01-16T02:15:55Z,4430000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,,,,,,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,
451,PT02M52.00S,2025-01-16T02:15:47.1Z,3,REGULAR,substitution,in,[],1630567,,,1610612738,84,77,2025-01-16T02:15:55Z,4440000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,
452,PT02M52.00S,2025-01-16T02:15:47.1Z,3,REGULAR,substitution,in,[],203482,,,1610612738,84,77,2025-01-16T02:15:55Z,4450000,False,,,0,,SUB in: K. Olynyk,[203482],1610612761.0,TOR,,,,,,,,,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,
453,PT02M44.00S,2025-01-16T02:16:06.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,93.24901445466492,43.627450980392155,1610612738,84,79,2025-01-16T02:16:12Z,4460000,False,-32.0,11.0,1,right,J. Tatum driving reverse Layup (14 PTS) (L. Kornet 1 AST),"[1628369, 1628436]",1610612738.0,BOS,driving reverse,,,,,,Restricted Area,0-8 Center,,,,Tatum,J. Tatum,,,3.37,Made,,,,,14.0,L. Kornet,1628436.0,1.0,,,,,,
455,PT02M26.00S,2025-01-16T02:16:23.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,8.623521681997373,37.5,1610612761,86,79,2025-01-16T02:16:33Z,4480000,False,62.0,29.0,1,left,B. Brown 6' driving floating Jump Shot (2 PTS) (S. Barnes 8 AST),"[1628971, 1630567]",1610612761.0,TOR,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Brown,B. Brown,,,6.87,Made,,,,,2.0,S. Barnes,1630567.0,8.0,,,,,,
457,PT02M06.00S,2025-01-16T02:16:45.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,69.59592641261499,13.480392156862745,1610612738,86,79,2025-01-16T02:16:49Z,4500000,False,-183.0,233.0,1,right,MISS J. Tatum 29' step back 3PT,[1628369],1610612738.0,BOS,step back,,,,,,Above the Break 3,24+ Left Center,,,,Tatum,J. Tatum,,,29.63,Missed,,,,,,,,,,,,,,
458,PT02M02.00S,2025-01-16T02:16:49.0Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,86,79,2025-01-16T02:16:49Z,4510000,False,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,,Boucher,C. Boucher,,,,,457.0,2.0,2.0,0.0,,,,,,,,,,
459,PT01M52.00S,2025-01-16T02:17:00.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612761,86,79,2025-01-16T02:17:13Z,4520000,False,,,0,,P. Pritchard personal FOUL (3 PF) (Olynyk 2 FT),"[1630202, 203482]",1610612738.0,BOS,,,,,,,Mid-Range,8-16 Right,1830.0,3.0,0.0,Pritchard,P. Pritchard,Olynyk,203482.0,,,,,,,,,,,,,,,,
461,PT01M52.00S,2025-01-16T02:17:29.3Z,3,REGULAR,freethrow,1 of 2,[],203482,,,1610612761,87,79,2025-01-16T02:17:29Z,4540000,False,,,0,,K. Olynyk Free Throw 1 of 2 (6 PTS),[203482],1610612761.0,TOR,,,,,,,,,,,,Olynyk,K. Olynyk,,,,Made,,,,,6.0,,,,,,,,,
462,PT01M52.00S,2025-01-16T02:17:45.9Z,3,REGULAR,freethrow,2 of 2,[],203482,,,1610612761,88,79,2025-01-16T02:17:45Z,4550000,False,,,0,,K. Olynyk Free Throw 2 of 2 (7 PTS),[203482],1610612761.0,TOR,,,,,,,,,,,,Olynyk,K. Olynyk,,,,Made,,,,,7.0,,,,,,,,,
463,PT01M31.00S,2025-01-16T02:18:08.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201143,91.93495400788436,55.392156862745104,1610612738,88,81,2025-01-16T02:18:21Z,4560000,False,27.0,23.0,1,right,A. Horford driving bank Hook (10 PTS),[201143],1610612738.0,BOS,driving bank,,,,,,Restricted Area,0-8 Center,,,,Horford,A. Horford,,,3.57,Made,,,,,10.0,,,,,,,,,
464,PT01M20.00S,2025-01-16T02:18:19.6Z,3,REGULAR,3pt,Jump Shot,[],1628449,21.50131406044678,8.333333333333332,1610612761,88,81,2025-01-16T02:18:34Z,4570000,False,208.0,150.0,1,left,MISS C. Boucher 25' 3PT - blocked,"[1628449, 201143]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,,Boucher,C. Boucher,,,25.65,Missed,,,,,,,,,,,,Horford,201143.0,
485,PT01M20.00S,2025-01-16T02:18:19.6Z,3,REGULAR,block,,[],201143,,,1610612761,88,81,2025-01-16T02:22:06Z,4575000,False,,,0,,A. Horford BLOCK (3 BLK),[201143],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
465,PT01M19.00S,2025-01-16T02:18:20.6Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,88,81,2025-01-16T02:18:34Z,4580000,False,,,0,,L. Kornet REBOUND (Off:1 Def:1),[1628436],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,Kornet,L. Kornet,,,,,464.0,2.0,1.0,1.0,,,,,,,,,,
467,PT00M55.80S,2025-01-16T02:19:03.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,93.51182654402102,51.470588235294116,1610612738,88,81,2025-01-16T02:19:08Z,4600000,False,7.0,8.0,1,right,MISS J. Tatum driving DUNK,[1628369],1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,,,,Tatum,J. Tatum,,,1.13,Missed,,,,,,,,,,,,,,
468,PT00M53.90S,2025-01-16T02:19:05.8Z,3,REGULAR,rebound,defensive,[],203482,,,1610612761,88,81,2025-01-16T02:19:05Z,4610000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,,Olynyk,K. Olynyk,,,,,467.0,1.0,1.0,0.0,,,,,,,,,,
469,PT00M46.30S,2025-01-16T02:19:13.3Z,3,REGULAR,turnover,bad pass,[],1642347,,,1610612761,88,81,2025-01-16T02:19:17Z,4620000,False,,,0,,J. Shead bad pass TURNOVER (3 TO),"[1642347, 1630573]",1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Shead,J. Shead,,,,,,,,,,,,,3.0,Hauser,1630573.0,,,
470,PT00M46.30S,2025-01-16T02:19:13.3Z,3,REGULAR,steal,,[],1630573,,,1610612738,88,81,2025-01-16T02:30:36Z,4630000,False,,,0,,S. Hauser STEAL (2 STL),[1630573],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
471,PT00M33.40S,2025-01-16T02:19:27.4Z,3,REGULAR,foul,personal,['2freethrow'],203482,,,1610612738,88,81,2025-01-16T02:19:36Z,4640000,False,,,0,,K. Olynyk shooting personal FOUL (2 PF) (Tatum 2 FT),"[203482, 1628369]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1830.0,2.0,0.0,Olynyk,K. Olynyk,Tatum,1628369.0,,,,,,,,,,,,,,,,
473,PT00M33.40S,2025-01-16T02:19:57.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,88,81,2025-01-16T02:19:57Z,4660000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,,,,,,,,,Tatum,J. Tatum,,,,Missed,,,,,,,,,,,,,,
474,PT00M33.40S,2025-01-16T02:19:57.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,88,81,2025-01-16T02:19:57Z,4670000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,473.0,,,,,,,,,,,,,
475,PT00M33.40S,2025-01-16T02:20:18.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,88,82,2025-01-16T02:20:18Z,4680000,False,,,0,,J. Tatum Free Throw 2 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,,,Tatum,J. Tatum,,,,Made,,,,,15.0,,,,,,,,,
476,PT00M10.70S,2025-01-16T02:20:44.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,7.5722733245729295,51.225490196078425,1610612761,88,82,2025-01-16T02:22:53Z,4690000,False,-6.0,19.0,1,left,MISS B. Brown driving Layup - blocked,"[1628971, 201143]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,,,Brown,B. Brown,,,1.97,Missed,,,,,,,,,,,,Horford,201143.0,
477,PT00M10.70S,2025-01-16T02:20:44.9Z,3,REGULAR,block,,[],201143,,,1610612761,88,82,2025-01-16T02:20:47Z,4700000,False,,,0,,A. Horford BLOCK (4 BLK),[201143],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
478,PT00M09.40S,2025-01-16T02:20:46.2Z,3,REGULAR,rebound,offensive,[],1628971,,,1610612761,88,82,2025-01-16T02:22:53Z,4710000,False,,,0,,B. Brown REBOUND (Off:2 Def:1),[1628971],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,,Brown,B. Brown,,,,,476.0,3.0,1.0,2.0,,,,,,,,,,
479,PT00M09.40S,2025-01-16T02:20:54.2Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612761,88,82,2025-01-16T02:21:03Z,4720000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,1830.0,,,,,,,,,,,,,,,,,,,,,,
480,PT00M01.60S,2025-01-16T02:21:09.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201143,93.64323258869908,96.32352941176471,1610612738,88,82,2025-01-16T02:21:26Z,4730000,False,232.0,7.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,,,,Horford,A. Horford,,,23.17,Missed,,,,,,,,,,,,,,
481,PT00M01.00S,2025-01-16T02:21:10.3Z,3,REGULAR,rebound,offensive,[],1628436,,,1610612738,88,82,2025-01-16T02:21:26Z,4740000,False,,,0,,L. Kornet REBOUND (Off:2 Def:1),[1628436],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,,,,Kornet,L. Kornet,,,,,480.0,3.0,1.0,2.0,,,,,,,,,,
482,PT00M00.30S,2025-01-16T02:21:14.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628436,94.40999984741211,50.0,1610612738,88,82,2025-01-16T02:21:31Z,4750000,False,0.0,0.0,1,right,MISS L. Kornet tip Layup,[1628436],1610612738.0,BOS,tip,,,,,,Restricted Area,0-8 Center,,,,Kornet,L. Kornet,,,0.0,Missed,,,,,,,,,,,,,,
483,PT00M00.10S,2025-01-16T02:21:14.2Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612761,88,82,2025-01-16T02:21:31Z,4760000,False,,,0,,B. Brown REBOUND (Off:2 Def:2),[1628971],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,,Brown,B. Brown,,,,,482.0,4.0,2.0,2.0,,,,,,,,,,
484,PT00M00.00S,2025-01-16T02:21:23.7Z,3,REGULAR,period,end,[],0,,,1610612761,88,82,2025-01-16T02:21:23Z,4770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2025-01-16T02:21:29.0Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612761,88,82,2025-01-16T02:23:40Z,4780000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2025-01-16T02:21:29.0Z,4,REGULAR,substitution,out,['startperiod'],1628436,,,1610612761,88,82,2025-01-16T02:23:40Z,4790000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2025-01-16T02:21:29.0Z,4,REGULAR,substitution,out,['startperiod'],201143,,,1610612761,88,82,2025-01-16T02:23:40Z,4800000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2025-01-16T02:21:29.0Z,4,REGULAR,substitution,in,['startperiod'],204001,,,1610612761,88,82,2025-01-16T02:23:40Z,4810000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612738.0,BOS,,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2025-01-16T02:21:29.0Z,4,REGULAR,substitution,in,['startperiod'],1628401,,,1610612761,88,82,2025-01-16T02:23:40Z,4820000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2025-01-16T02:21:29.0Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612761,88,82,2025-01-16T02:23:40Z,4830000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2025-01-16T02:23:52.0Z,4,REGULAR,period,start,[],0,,,1610612738,88,82,2025-01-16T02:23:52Z,4840000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT11M50.00S,2025-01-16T02:24:04.4Z,4,REGULAR,foul,personal,[],1630567,,,1610612738,88,82,2025-01-16T02:24:11Z,4850000,False,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 1630573]",1610612761.0,TOR,,,,,,,Mid-Range,16-24 Center,1628485.0,1.0,0.0,Barnes,S. Barnes,Hauser,1630573.0,,,,,,,,,,,,,,,,
495,PT11M34.00S,2025-01-16T02:24:39.4Z,4,REGULAR,2pt,Jump Shot,[],204001,85.75886990801577,17.401960784313726,1610612738,88,82,2025-01-16T02:27:08Z,4870000,False,-163.0,81.0,1,right,MISS K. Porziņģis 18' fadeaway Shot,[204001],1610612738.0,BOS,fadeaway,,,,,,Mid-Range,16-24 Left,,,,Porziņģis,K. Porziņģis,,,18.22,Missed,,,,,,,,,,,,,,
496,PT11M31.00S,2025-01-16T02:24:42.3Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,88,82,2025-01-16T02:24:42Z,4880000,False,,,0,,C. Boucher REBOUND (Off:0 Def:3),[1628449],1610612761.0,TOR,,,,,,,Mid-Range,16-24 Left,,,,Boucher,C. Boucher,,,,,495.0,3.0,3.0,0.0,,,,,,,,,,
497,PT11M16.00S,2025-01-16T02:24:58.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.1268068331143235,54.90196078431373,1610612761,90,82,2025-01-16T02:25:03Z,4890000,False,-25.0,5.0,1,left,S. Barnes driving finger roll Layup (12 PTS),[1630567],1610612761.0,TOR,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Barnes,S. Barnes,,,2.5,Made,,,,,12.0,,,,,,,,,
498,PT11M03.00S,2025-01-16T02:25:11.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,90.48948751642575,39.950980392156865,1610612738,90,82,2025-01-16T02:25:16Z,4900000,False,-50.0,37.0,1,right,MISS J. Brown 6' driving Layup,[1627759],1610612738.0,BOS,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Brown,J. Brown,,,6.23,Missed,,,,,,,,,,,,,,
499,PT11M00.00S,2025-01-16T02:25:14.4Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,90,82,2025-01-16T02:25:32Z,4910000,False,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Brown,J. Brown,,,,,498.0,5.0,3.0,2.0,,,,,,,,,,
500,PT10M59.00S,2025-01-16T02:25:14.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,94.40999984741211,50.0,1610612738,90,84,2025-01-16T02:25:14Z,4920000,False,0.0,0.0,1,right,J. Brown tip Layup (9 PTS),[1627759],1610612738.0,BOS,tip,,,,,,Mid-Range,8-16 Left,,,,Brown,J. Brown,,,0.0,Made,,,,,9.0,,,,,,,,,
501,PT10M42.00S,2025-01-16T02:25:31.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,5.995400788436268,49.26470588235294,1610612761,92,84,2025-01-16T02:25:36Z,4930000,False,4.0,4.0,1,left,B. Brown cutting Layup (4 PTS) (K. Olynyk 2 AST),"[1628971, 203482]",1610612761.0,TOR,cutting,,,,,,Restricted Area,0-8 Center,,,,Brown,B. Brown,,,0.54,Made,,,,,4.0,K. Olynyk,203482.0,2.0,,,,,,
503,PT10M29.00S,2025-01-16T02:25:44.0Z,4,REGULAR,3pt,Jump Shot,[],1628401,71.43561103810775,10.294117647058822,1610612738,92,84,2025-01-16T02:25:48Z,4950000,False,-199.0,216.0,1,right,MISS D. White 29' 3PT,[1628401],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,,White,D. White,,,29.34,Missed,,,,,,,,,,,,,,
504,PT10M26.00S,2025-01-16T02:25:47.0Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612761,92,84,2025-01-16T02:25:48Z,4960000,False,,,0,,B. Brown REBOUND (Off:2 Def:3),[1628971],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,,Brown,B. Brown,,,,,503.0,5.0,3.0,2.0,,,,,,,,,,
505,PT10M13.00S,2025-01-16T02:26:00.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,16.507884362680684,39.21568627450981,1610612761,94,84,2025-01-16T02:26:05Z,4970000,False,54.0,103.0,1,left,S. Barnes 11' Jump Shot (14 PTS) (K. Olynyk 3 AST),"[1630567, 203482]",1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Barnes,S. Barnes,,,11.6,Made,,,,,14.0,K. Olynyk,203482.0,3.0,,,,,,
507,PT10M13.00S,2025-01-16T02:26:06.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,94,84,2025-01-16T02:26:06Z,4990000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT10M13.00S,2025-01-16T02:27:40.2Z,4,REGULAR,substitution,out,[],1630573,,,1610612738,94,84,2025-01-16T02:28:28Z,5000000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
509,PT10M13.00S,2025-01-16T02:27:40.2Z,4,REGULAR,substitution,in,[],201950,,,1610612738,94,84,2025-01-16T02:28:28Z,5010000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
510,PT09M53.00S,2025-01-16T02:29:15.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.77463863337714,43.38235294117647,1610612738,94,84,2025-01-16T02:29:26Z,5020000,False,-33.0,6.0,1,right,MISS J. Brown driving finger roll Layup - blocked,"[1627759, 1630567]",1610612738.0,BOS,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Brown,J. Brown,,,3.36,Missed,,,,,,,,,,,,Barnes,1630567.0,
511,PT09M53.00S,2025-01-16T02:29:15.6Z,4,REGULAR,block,,[],1630567,,,1610612738,94,84,2025-01-16T02:29:18Z,5030000,False,,,0,,S. Barnes BLOCK (2 BLK),[1630567],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,
512,PT09M52.00S,2025-01-16T02:29:16.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,94,84,2025-01-16T02:29:26Z,5040000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,510.0,,,,,,,,,,,,,
514,PT09M50.00S,2025-01-16T02:29:40.7Z,4,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612738,94,84,2025-01-16T02:29:54Z,5060000,False,,,0,,C. Boucher shooting personal FOUL (2 PF) (Porziņģis 2 FT),"[1628449, 204001]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1628485.0,2.0,0.0,Boucher,C. Boucher,Porziņģis,204001.0,,,,,,,,,,,,,,,,
516,PT09M50.00S,2025-01-16T02:30:12.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],204001,,,1610612738,94,84,2025-01-16T02:30:12Z,5080000,False,,,0,,MISS K. Porziņģis Free Throw 1 of 2,[204001],1610612738.0,BOS,,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,Missed,,,,,,,,,,,,,,
517,PT09M50.00S,2025-01-16T02:30:12.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,94,84,2025-01-16T02:30:12Z,5090000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,516.0,,,,,,,,,,,,,
