actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT05M16.00S,2024-12-20T00:55:47.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630592,9.280551905387648,96.81372549019608,1610612751,14,13,2024-12-20T00:55:53Z,860000,False,-234.0,35.0,1,left,MISS J. Wilson running 3PT,[1630592],1610612751.0,BKN,running,,,Wilson,J. Wilson,,,,,Left Corner 3,24+ Left,,,,23.67,Missed,,,,,,,,,,,,,,,
87,PT05M16.00S,2024-12-20T00:55:47.6Z,1,REGULAR,rebound,offensive,[],1627732,,,1610612751,14,13,2024-12-20T00:55:53Z,870000,False,,,0,,B. Simmons REBOUND (Off:1 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Left Corner 3,24+ Left,,,,,,,,86.0,,,,,2.0,1.0,1.0,,,,,
88,PT05M12.00S,2024-12-20T00:55:51.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627732,7.046649145860711,50.49019607843137,1610612751,14,15,2024-12-20T00:55:56Z,880000,False,-2.0,14.0,1,left,B. Simmons driving bank Hook (4 PTS),[1627732],1610612751.0,BKN,driving bank,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,1.39,Made,,,,4.0,,,,,,,,,,,
89,PT04M53.00S,2024-12-20T00:56:11.0Z,1,REGULAR,3pt,Jump Shot,[],1642347,73.40670170827858,15.931372549019606,1610612761,14,15,2024-12-20T00:56:15Z,890000,False,-170.0,197.0,1,right,MISS J. Shead 26' 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Left Center,,,,26.08,Missed,,,,,,,,,,,,,,,
90,PT04M49.00S,2024-12-20T00:56:15.0Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,14,15,2024-12-20T00:56:15Z,900000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,89.0,,,,,1.0,1.0,0.0,,,,,
92,PT04M40.00S,2024-12-20T00:56:34.8Z,1,REGULAR,foul,personal,[],1630534,,,1610612751,14,15,2024-12-20T00:56:50Z,920000,False,,,0,,O. Agbaji personal FOUL (1 PF),"[1630534, 1629651]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Claxton,1629651.0
94,PT04M40.00S,2024-12-20T00:56:39.7Z,1,REGULAR,substitution,out,[],1642367,,,1610612751,14,15,2024-12-20T00:57:00Z,940000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M40.00S,2024-12-20T00:56:39.7Z,1,REGULAR,substitution,out,[],1642266,,,1610612751,14,15,2024-12-20T00:57:00Z,950000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M40.00S,2024-12-20T00:56:39.7Z,1,REGULAR,substitution,out,[],1627732,,,1610612751,14,15,2024-12-20T00:57:00Z,960000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M40.00S,2024-12-20T00:56:39.7Z,1,REGULAR,substitution,out,[],1627827,,,1610612751,14,15,2024-12-20T00:57:00Z,970000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M40.00S,2024-12-20T00:56:39.7Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,14,15,2024-12-20T00:57:00Z,980000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M40.00S,2024-12-20T00:56:39.7Z,1,REGULAR,substitution,in,[],203482,,,1610612751,14,15,2024-12-20T00:57:00Z,990000,False,,,0,,SUB in: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M40.00S,2024-12-20T00:56:39.7Z,1,REGULAR,substitution,in,[],1628449,,,1610612751,14,15,2024-12-20T00:57:00Z,1000000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M40.00S,2024-12-20T00:56:39.7Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,14,15,2024-12-20T00:57:00Z,1010000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M40.00S,2024-12-20T00:56:39.7Z,1,REGULAR,substitution,in,[],1641730,,,1610612751,14,15,2024-12-20T00:57:00Z,1020000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M40.00S,2024-12-20T00:56:39.7Z,1,REGULAR,substitution,in,[],1629003,,,1610612751,14,15,2024-12-20T00:57:00Z,1030000,False,,,0,,SUB in: S. Milton,[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M34.00S,2024-12-20T00:57:04.0Z,1,REGULAR,3pt,Jump Shot,[],1630592,7.30946123521682,95.58823529411765,1610612751,14,15,2024-12-20T00:57:08Z,1040000,False,-228.0,16.0,1,left,MISS J. Wilson 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Left Corner 3,24+ Left,,,,22.85,Missed,,,,,,,,,,,,,,,
105,PT04M31.00S,2024-12-20T00:57:07.0Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,14,15,2024-12-20T00:57:08Z,1050000,False,,,0,,G. Dick REBOUND (Off:1 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,,,,,,,,104.0,,,,,2.0,1.0,1.0,,,,,
106,PT04M27.00S,2024-12-20T00:57:10.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630534,93.77463863337714,45.09803921568628,1610612761,14,15,2024-12-20T00:57:17Z,1060000,False,-25.0,6.0,1,right,MISS O. Agbaji running finger roll Layup,[1630534],1610612761.0,TOR,running finger roll,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,2.52,Missed,,,,,,,,,,,,,,,
107,PT04M24.00S,2024-12-20T00:57:13.9Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,14,15,2024-12-20T00:57:17Z,1070000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,106.0,,,,,1.0,1.0,0.0,,,,,
108,PT04M08.00S,2024-12-20T00:57:29.5Z,1,REGULAR,3pt,Jump Shot,[],1629003,28.728646517739815,21.813725490196077,1610612751,14,15,2024-12-20T00:57:35Z,1080000,False,141.0,218.0,1,left,MISS S. Milton 25' step back 3PT,[1629003],1610612751.0,BKN,step back,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,,,,25.92,Missed,,,,,,,,,,,,,,,
109,PT04M06.00S,2024-12-20T00:57:31.5Z,1,REGULAR,rebound,offensive,[],1641730,,,1610612751,14,15,2024-12-20T00:57:35Z,1090000,False,,,0,,N. Clowney REBOUND (Off:1 Def:0),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,,,,,,108.0,,,,,1.0,0.0,1.0,,,,,
110,PT04M06.00S,2024-12-20T00:57:36.1Z,1,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612751,14,15,2024-12-20T00:58:05Z,1100000,False,,,0,,C. Boucher shooting personal FOUL (1 PF) (Clowney 2 FT),"[1628449, 1641730]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Clowney,1641730.0
112,PT04M06.00S,2024-12-20T00:58:06.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641730,,,1610612751,14,16,2024-12-20T00:58:06Z,1120000,False,,,0,,N. Clowney Free Throw 1 of 2 (1 PTS),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,Made,,,,1.0,,,,,,,,,,,
113,PT04M06.00S,2024-12-20T00:58:11.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,14,16,2024-12-20T00:58:11Z,1130000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M06.00S,2024-12-20T01:01:08.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641730,,,1610612751,14,17,2024-12-20T01:01:08Z,1140000,False,,,0,,N. Clowney Free Throw 2 of 2 (2 PTS),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,Made,,,,2.0,,,,,,,,,,,
115,PT03M52.00S,2024-12-20T01:01:26.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630534,94.43166885676742,48.77450980392157,1610612761,16,17,2024-12-20T01:01:30Z,1150000,False,-6.0,0.0,1,right,O. Agbaji alley-oop DUNK (5 PTS) (K. Olynyk 1 AST),"[1630534, 203482]",1610612761.0,TOR,alley-oop,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,0.61,Made,,,,5.0,K. Olynyk,203482.0,1.0,,,,,,,,
117,PT03M37.00S,2024-12-20T01:01:46.0Z,1,REGULAR,foul,offensive,[],1630549,,,1610612751,16,17,2024-12-20T01:04:47Z,1170000,False,,,0,,D. Sharpe off-the-ball offensive FOUL (1 PF),"[1630549, 1642347]",1610612751.0,BKN,off-the-ball,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Shead,1642347.0
119,PT03M37.00S,2024-12-20T01:01:46.0Z,1,REGULAR,turnover,offensive foul,[],1630549,,,1610612751,16,17,2024-12-20T01:01:46Z,1190000,False,,,0,,D. Sharpe offensive foul TURNOVER (1 TO),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,,,200833.0,,,,
120,PT03M37.00S,2024-12-20T01:02:05.3Z,1,REGULAR,substitution,out,[],1641711,,,1610612761,16,17,2024-12-20T01:02:18Z,1200000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M37.00S,2024-12-20T01:02:05.3Z,1,REGULAR,substitution,out,[],1630534,,,1610612761,16,17,2024-12-20T01:02:18Z,1210000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M37.00S,2024-12-20T01:02:05.3Z,1,REGULAR,substitution,out,[],1629661,,,1610612761,16,17,2024-12-20T01:02:18Z,1220000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M37.00S,2024-12-20T01:02:05.3Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,16,17,2024-12-20T01:02:18Z,1230000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M37.00S,2024-12-20T01:02:05.3Z,1,REGULAR,substitution,in,[],1642419,,,1610612761,16,17,2024-12-20T01:02:18Z,1240000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M37.00S,2024-12-20T01:02:05.3Z,1,REGULAR,substitution,in,[],1631213,,,1610612761,16,17,2024-12-20T01:02:18Z,1250000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M21.00S,2024-12-20T01:02:25.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628449,87.46714848883047,96.81372549019608,1610612761,16,17,2024-12-20T01:02:30Z,1260000,False,234.0,65.0,1,right,MISS C. Boucher 24' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,,,,24.3,Missed,,,,,,,,,,,,,,,
127,PT03M19.00S,2024-12-20T01:02:27.2Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,16,17,2024-12-20T01:03:09Z,1270000,False,,,0,,N. Clowney REBOUND (Off:1 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Right Corner 3,24+ Right,,,,,,,,126.0,,,,,2.0,1.0,1.0,,,,,
129,PT03M08.00S,2024-12-20T01:02:44.6Z,1,REGULAR,foul,personal,['2freethrow'],1642419,,,1610612751,16,17,2024-12-20T01:03:07Z,1290000,False,,,0,,J. Battle shooting personal FOUL (1 PF) (Sharpe 2 FT),"[1642419, 1630549]",1610612761.0,TOR,shooting,,,Battle,J. Battle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Sharpe,1630549.0
131,PT03M08.00S,2024-12-20T01:03:08.6Z,1,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,16,17,2024-12-20T01:03:08Z,1310000,False,,,0,,MISS D. Sharpe Free Throw 1 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
132,PT03M08.00S,2024-12-20T01:03:08.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,16,17,2024-12-20T01:03:08Z,1320000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,,,,,
133,PT03M08.00S,2024-12-20T01:03:23.1Z,1,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,16,18,2024-12-20T01:03:23Z,1330000,False,,,0,,D. Sharpe Free Throw 2 of 2 (1 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,Made,,,,1.0,,,,,,,,,,,
134,PT02M55.00S,2024-12-20T01:03:38.2Z,1,REGULAR,3pt,Jump Shot,[],1628449,93.51182654402102,97.30392156862744,1610612761,16,18,2024-12-20T01:03:42Z,1340000,False,237.0,8.0,1,right,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,,,,23.67,Missed,,,,,,,,,,,,,,,
135,PT02M51.00S,2024-12-20T01:03:42.0Z,1,REGULAR,rebound,offensive,[],203482,,,1610612761,16,18,2024-12-20T01:03:42Z,1350000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:0),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Right Corner 3,24+ Right,,,,,,,,134.0,,,,,1.0,0.0,1.0,,,,,
136,PT02M49.00S,2024-12-20T01:03:43.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630567,64.86530880420499,46.32352941176471,1610612761,19,18,2024-12-20T01:03:51Z,1360000,False,-18.0,278.0,1,right,S. Barnes 27' 3PT  (3 PTS) (K. Olynyk 2 AST),"[1630567, 203482]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,27.84,Made,,,,3.0,K. Olynyk,203482.0,2.0,,,,,,,,
138,PT02M33.00S,2024-12-20T01:03:59.9Z,1,REGULAR,3pt,Jump Shot,[],1630592,34.773324572930356,39.705882352941174,1610612751,19,18,2024-12-20T01:04:05Z,1380000,False,51.0,274.0,1,left,MISS J. Wilson 27' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,,,,27.92,Missed,,,,,,,,,,,,,,,
139,PT02M31.00S,2024-12-20T01:04:01.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,19,18,2024-12-20T01:04:05Z,1390000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,138.0,,,,,,,,,,,,
141,PT02M19.00S,2024-12-20T01:04:19.2Z,1,REGULAR,turnover,bad pass,[],203482,,,1610612761,19,18,2024-12-20T01:04:26Z,1410000,False,,,0,,K. Olynyk bad pass TURNOVER (1 TO),"[203482, 1630592]",1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Center,1.0,Wilson,1630592.0,,,,,,,,,,,,,,,,,
142,PT02M19.00S,2024-12-20T01:04:19.2Z,1,REGULAR,steal,,[],1630592,,,1610612751,19,18,2024-12-20T01:04:21Z,1420000,False,,,0,,J. Wilson STEAL (1 STL),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
143,PT02M12.00S,2024-12-20T01:04:27.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631213,16.770696452036795,4.6568627450980395,1610612751,19,18,2024-12-20T01:04:32Z,1430000,False,227.0,105.0,1,left,MISS T. Martin 24' step back 3PT,[1631213],1610612751.0,BKN,step back,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,,,,24.99,Missed,,,,,,,,,,,,,,,
144,PT02M09.00S,2024-12-20T01:04:30.2Z,1,REGULAR,rebound,offensive,[],1630592,,,1610612751,19,18,2024-12-20T01:04:30Z,1440000,False,,,0,,J. Wilson REBOUND (Off:1 Def:0),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,,,,,,,,143.0,,,,,1.0,0.0,1.0,,,,,
145,PT02M07.00S,2024-12-20T01:04:31.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630592,5.863994743758213,53.67647058823529,1610612751,19,18,2024-12-20T01:05:47Z,1450000,False,-18.0,3.0,1,left,MISS J. Wilson putback Layup,[1630592],1610612751.0,BKN,putback,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,1.86,Missed,,,,,,,,,,,,,,,
146,PT02M07.00S,2024-12-20T01:04:31.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,19,18,2024-12-20T01:04:37Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,145.0,,,,,,,,,,,,
148,PT02M03.00S,2024-12-20T01:04:56.4Z,1,REGULAR,foul,offensive,[],1630549,,,1610612751,19,18,2024-12-20T01:05:14Z,1480000,False,,,0,,D. Sharpe offensive FOUL (2 PF),"[1630549, 203482]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,200833.0,2.0,0.0,Olynyk,203482.0
150,PT02M03.00S,2024-12-20T01:04:56.4Z,1,REGULAR,turnover,offensive foul,[],1630549,,,1610612751,19,18,2024-12-20T01:04:56Z,1500000,False,,,0,,D. Sharpe offensive foul TURNOVER (2 TO),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Center,2.0,,,,,,,,,,,,,,,200833.0,,,,
151,PT01M48.00S,2024-12-20T01:05:29.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642419,90.75229960578186,3.431372549019608,1610612761,22,18,2024-12-20T01:05:32Z,1510000,False,-233.0,34.0,1,right,J. Battle 3PT  (3 PTS) (K. Olynyk 3 AST),"[1642419, 203482]",1610612761.0,TOR,,,,Battle,J. Battle,,,,,Left Corner 3,24+ Left,,,,23.53,Made,,,,3.0,K. Olynyk,203482.0,3.0,,,,,,,,
153,PT01M30.00S,2024-12-20T01:05:46.8Z,1,REGULAR,turnover,bad pass,[],1629003,,,1610612751,22,18,2024-12-20T01:05:51Z,1530000,False,,,0,,S. Milton bad pass TURNOVER (1 TO),"[1629003, 1642347]",1610612751.0,BKN,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,1.0,Shead,1642347.0,,,,,,,,,,,,,,,,,
154,PT01M30.00S,2024-12-20T01:05:46.8Z,1,REGULAR,steal,,[],1642347,,,1610612761,22,18,2024-12-20T01:05:48Z,1540000,False,,,0,,J. Shead STEAL (1 STL),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
155,PT01M28.00S,2024-12-20T01:05:49.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,94.82588699080158,51.225490196078425,1610612761,24,18,2024-12-20T01:05:55Z,1550000,False,6.0,-4.0,1,right,S. Barnes running DUNK (5 PTS) (J. Shead 1 AST),"[1630567, 1642347]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,0.72,Made,,,,5.0,J. Shead,1642347.0,1.0,,,,,,,,
157,PT01M08.00S,2024-12-20T01:06:11.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203482,,,1610612751,24,18,2024-12-20T01:06:28Z,1570000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Milton 2 FT),"[203482, 1629003]",1610612761.0,TOR,shooting,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Milton,1629003.0
159,PT01M08.00S,2024-12-20T01:06:40.5Z,1,REGULAR,freethrow,1 of 2,[],1629003,,,1610612751,24,19,2024-12-20T01:06:40Z,1590000,False,,,0,,S. Milton Free Throw 1 of 2 (1 PTS),[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,,,,,,,Made,,,,1.0,,,,,,,,,,,
160,PT01M08.00S,2024-12-20T01:07:01.0Z,1,REGULAR,freethrow,2 of 2,[],1629003,,,1610612751,24,20,2024-12-20T01:07:01Z,1600000,False,,,0,,S. Milton Free Throw 2 of 2 (2 PTS),[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,,,,,,,Made,,,,2.0,,,,,,,,,,,
161,PT00M54.70S,2024-12-20T01:07:18.6Z,1,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,24,20,2024-12-20T01:07:27Z,1610000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,1.0,,,,,,,,,,,,,,,1204.0,,,,
162,PT00M40.00S,2024-12-20T01:07:45.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630549,10.33180026281209,51.470588235294116,1610612751,24,22,2024-12-20T01:09:22Z,1620000,False,-7.0,45.0,1,left,D. Sharpe floating Jump Shot (3 PTS) (J. Wilson 1 AST),"[1630549, 1630592]",1610612751.0,BKN,floating,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,4.52,Made,,,,3.0,J. Wilson,1630592.0,1.0,,,,,,,,
164,PT00M27.90S,2024-12-20T01:07:59.5Z,1,REGULAR,3pt,Jump Shot,[],1642419,94.30026281208936,97.30392156862744,1610612761,24,22,2024-12-20T01:08:10Z,1640000,False,237.0,1.0,1,right,MISS J. Battle 3PT,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Right Corner 3,24+ Right,,,,23.65,Missed,,,,,,,,,,,,,,,
165,PT00M24.60S,2024-12-20T01:08:02.8Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,24,22,2024-12-20T01:08:10Z,1650000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Right Corner 3,24+ Right,,,,,,,,164.0,,,,,2.0,2.0,0.0,,,,,
167,PT00M02.10S,2024-12-20T01:08:25.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,17.427726675427067,44.11764705882353,1610612751,24,24,2024-12-20T01:08:31Z,1660000,False,29.0,111.0,1,left,S. Milton 11' driving floating Jump Shot (4 PTS),[1629003],1610612751.0,BKN,driving floating,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Center,,,,11.51,Made,,,,4.0,,,,,,,,,,,
168,PT00M00.20S,2024-12-20T01:08:35.1Z,1,REGULAR,3pt,Jump Shot,[],1628449,64.86530880420499,9.313725490196079,1610612761,24,24,2024-12-20T01:08:53Z,1670000,False,-203.0,278.0,1,right,MISS C. Boucher 34' pullup bank 3PT,[1628449],1610612761.0,TOR,pullup bank,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,,34.43,Missed,,,,,,,,,,,,,,,
169,PT00M00.10S,2024-12-20T01:08:35.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,24,24,2024-12-20T01:08:53Z,1680000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,168.0,,,,,,,,,,,,
170,PT00M00.00S,2024-12-20T01:08:39.9Z,1,REGULAR,period,end,[],0,,,1610612761,24,24,2024-12-20T01:08:39Z,1690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-12-20T01:10:17.5Z,2,REGULAR,substitution,out,['startperiod'],1642347,,,1610612761,24,24,2024-12-20T01:11:19Z,1700000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-12-20T01:10:17.5Z,2,REGULAR,substitution,out,['startperiod'],1630549,,,1610612761,24,24,2024-12-20T01:11:19Z,1710000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-12-20T01:10:17.5Z,2,REGULAR,substitution,in,['startperiod'],1630534,,,1610612761,24,24,2024-12-20T01:11:19Z,1720000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
