actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-08T00:42:17.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-08T00:42:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2024-12-08T00:42:20.2Z,1,REGULAR,jumpball,recovered,[],1630567,,,1610612761,0,0,2024-12-08T00:42:20Z,40000,False,,,0,,Jump Ball J. Poeltl vs. D. Lively II: Tip to S. Barnes,"[1630567, 1627751, 1641726]",1610612761.0,TOR,startperiod,S. Barnes,1630567.0,Barnes,S. Barnes,Poeltl,1627751.0,Lively II,1641726.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-12-08T00:42:36.2Z,1,REGULAR,3pt,Jump Shot,[],1641711,72.22404730617609,18.872549019607842,1610612761,0,0,2024-12-08T00:43:04Z,70000,False,-156.0,209.0,1,right,MISS G. Dick 26' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,26.02,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2024-12-08T00:42:38.2Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,0,0,2024-12-08T00:43:04Z,80000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M16.00S,2024-12-08T00:43:00.1Z,1,REGULAR,2pt,Jump Shot,[],1629029,8.886333771353483,29.901960784313726,1610612742,0,2,2024-12-08T00:43:06Z,90000,False,100.0,31.0,1,left,L. Dončić 10' pullup bank Jump Shot (2 PTS),[1629029],1610612742.0,DAL,pullup bank,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,10.52,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M03.00S,2024-12-08T00:43:12.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641711,81.02825229960578,48.03921568627451,1610612761,2,2,2024-12-08T00:43:17Z,100000,False,-10.0,126.0,1,right,G. Dick 12' driving floating Jump Shot (2 PTS) (S. Barnes 1 AST),"[1641711, 1630567]",1610612761.0,TOR,driving floating,,,Dick,G. Dick,,,,,In The Paint (Non-RA),8-16 Center,12.62,Made,,,,,2.0,S. Barnes,1630567.0,1.0,,,,,,,,,,
15,PT10M54.00S,2024-12-08T00:43:47.4Z,1,REGULAR,2pt,Jump Shot,[],202691,11.908672798948752,77.69607843137256,1610612742,2,4,2024-12-08T00:48:58Z,150000,False,-138.0,59.0,1,left,K. Thompson 15' pullup Jump Shot (2 PTS) (L. Dončić 1 AST),"[202691, 1629029]",1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,15.07,Made,,,,,2.0,L. Dončić,1629029.0,1.0,,,,,,,,,,
17,PT10M34.00S,2024-12-08T00:44:06.9Z,1,REGULAR,3pt,Jump Shot,[],1630567,66.83639947437582,56.372549019607845,1610612761,5,4,2024-12-08T00:44:27Z,170000,False,32.0,259.0,1,right,S. Barnes 26' 3PT pullup (3 PTS) (J. Poeltl 1 AST),"[1630567, 1627751]",1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,26.12,Made,,,,,3.0,J. Poeltl,1627751.0,1.0,,,,,,,,,,
19,PT10M15.00S,2024-12-08T00:44:26.0Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,5,4,2024-12-08T00:44:30Z,190000,False,,,0,,L. Dončić bad pass TURNOVER (1 TO),"[1629029, 1627751]",1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Poeltl,1627751.0,,,,,,,
20,PT10M15.00S,2024-12-08T00:44:26.0Z,1,REGULAR,steal,,[],1627751,,,1610612761,5,4,2024-12-08T00:44:28Z,200000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
