actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-04-04T23:42:52.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-04T23:42:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-04-04T23:42:54.6Z,1,REGULAR,jumpball,recovered,[],1642367,,,1610612761,0,0,2025-04-04T23:42:54Z,40000,False,,,0,,Jump Ball J. Poeltl vs. J. Duren: Tip to J. Mogbo,"[1642367, 1627751, 1631105]",1610612761.0,TOR,startperiod,J. Mogbo,1642367.0,Mogbo,J. Mogbo,Poeltl,1627751.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-04-04T23:43:07.0Z,1,REGULAR,turnover,out-of-bounds,[],1642419,,,1610612761,0,0,2025-04-04T23:43:13Z,70000,False,,,0,,J. Battle lost ball out-of-bounds TURNOVER (1 TO),[1642419],1610612761.0,TOR,lost ball,,,Battle,J. Battle,,,,,Mid-Range,8-16 Left,204058.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M32.00S,2025-04-04T23:43:28.4Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612765,0,0,2025-04-04T23:43:32Z,80000,False,,,0,,D. Schröder bad pass TURNOVER (1 TO),"[203471, 1627751]",1610612765.0,DET,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,,1.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,
9,PT11M32.00S,2025-04-04T23:43:28.4Z,1,REGULAR,steal,,[],1627751,,,1610612761,0,0,2025-04-04T23:43:30Z,90000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2025-04-04T23:43:33.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642367,93.51182654402102,50.0,1610612761,2,0,2025-04-04T23:43:41Z,100000,False,0.0,8.0,1,right,J. Mogbo running alley-oop DUNK (2 PTS) (I. Quickley 1 AST),"[1642367, 1630193]",1610612761.0,TOR,running alley-oop,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,,,,,0.85,Made,2.0,I. Quickley,1630193.0,1.0,,,,,,,,,,
12,PT11M06.00S,2025-04-04T23:43:53.9Z,1,REGULAR,3pt,Jump Shot,[],203471,31.488173455978973,57.59803921568627,1610612765,2,0,2025-04-04T23:43:58Z,120000,False,-38.0,243.0,1,left,MISS D. Schröder 24' 3PT,[203471],1610612765.0,DET,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,,,,,24.64,Missed,,,,,,,,,,,,,,
13,PT11M03.00S,2025-04-04T23:43:56.9Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,2,0,2025-04-04T23:43:58Z,130000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,,,,12.0,1.0,0.0,1.0,,,,,,
14,PT11M00.00S,2025-04-04T23:44:01.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641709,6.783837056504599,46.568627450980394,1610612765,2,2,2025-04-04T23:45:52Z,140000,False,17.0,11.0,1,left,A. Thompson Layup (2 PTS) (J. Duren 1 AST),"[1641709, 1631105]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,2.06,Made,2.0,J. Duren,1631105.0,1.0,,,,,,,,,,
16,PT10M52.00S,2025-04-04T23:44:08.1Z,1,REGULAR,3pt,Jump Shot,[],1630193,68.28186596583443,66.17647058823529,1610612761,5,2,2025-04-04T23:44:12Z,160000,False,81.0,246.0,1,right,I. Quickley 25' 3PT pullup (3 PTS),[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,25.87,Made,3.0,,,,,,,,,,,,,
17,PT10M34.00S,2025-04-04T23:44:26.5Z,1,REGULAR,3pt,Jump Shot,[],1627736,29.911300919842315,28.431372549019606,1610612765,5,5,2025-04-05T00:23:27Z,170000,False,108.0,229.0,1,left,M. Beasley 25' 3PT  (3 PTS) (A. Thompson 1 AST),"[1627736, 1641709]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,25.28,Made,3.0,A. Thompson,1641709.0,1.0,,,,,,,,,,
19,PT10M17.00S,2025-04-04T23:44:46.0Z,1,REGULAR,foul,personal,[],203501,,,1610612761,5,5,2025-04-04T23:44:50Z,190000,False,,,0,,T. Hardaway Jr. personal FOUL (1 PF),"[203501, 1630193]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,1662.0,,,,,,,,,,,,,,1.0,0.0,Quickley,1630193.0,,
21,PT10M02.00S,2025-04-04T23:45:20.3Z,1,REGULAR,3pt,Jump Shot,[],1642367,67.7562417871222,62.00980392156863,1610612761,5,5,2025-04-04T23:45:26Z,210000,False,60.0,251.0,1,right,MISS J. Mogbo 25' driving floating bank 3PT,[1642367],1610612761.0,TOR,driving floating bank,,,Mogbo,J. Mogbo,,,,,Above the Break 3,24+ Center,,,,,25.77,Missed,,,,,,,,,,,,,,
22,PT10M01.00S,2025-04-04T23:45:22.4Z,1,REGULAR,rebound,offensive,[],1642419,,,1610612761,5,5,2025-04-04T23:45:22Z,220000,False,,,0,,J. Battle REBOUND (Off:1 Def:0),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Above the Break 3,24+ Center,,,,,,,,,,,21.0,1.0,0.0,1.0,,,,,,
23,PT09M57.00S,2025-04-04T23:45:25.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,94.82588699080158,95.34313725490196,1610612761,5,5,2025-04-04T23:45:35Z,230000,False,227.0,-4.0,1,right,MISS I. Quickley 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,,,,,22.67,Missed,,,,,,,,,,,,,,
24,PT09M53.00S,2025-04-04T23:45:29.7Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612765,5,5,2025-04-04T23:57:54Z,240000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,
27,PT09M48.00S,2025-04-04T23:45:34.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627736,6.389618922470433,46.07843137254902,1610612765,5,5,2025-04-04T23:50:17Z,270000,False,20.0,8.0,1,left,MISS M. Beasley running Layup,[1627736],1610612765.0,DET,running,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,2.1,Missed,,,,,,,,,,,,,,
29,PT09M44.00S,2025-04-04T23:45:38.3Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,5,5,2025-04-04T23:45:45Z,290000,False,,,0,,J. Duren REBOUND (Off:2 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,27.0,2.0,0.0,2.0,,,,,,
30,PT09M43.00S,2025-04-04T23:45:39.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,6.389618922470433,50.245098039215684,1610612765,5,7,2025-04-04T23:49:12Z,300000,False,-1.0,8.0,1,left,J. Duren Layup (2 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,0.77,Made,2.0,,,,,,,,,,,,,
31,PT09M35.00S,2025-04-04T23:45:47.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,83.919185282523,52.94117647058824,1610612761,7,7,2025-04-04T23:45:57Z,310000,False,15.0,99.0,1,right,J. Poeltl 9' floating Jump Shot (2 PTS) (I. Quickley 2 AST),"[1627751, 1630193]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,9.98,Made,2.0,I. Quickley,1630193.0,2.0,,,,,,,,,,
33,PT09M23.00S,2025-04-04T23:45:59.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,7.5722733245729295,39.950980392156865,1610612765,7,9,2025-04-04T23:46:04Z,330000,False,50.0,19.0,1,left,J. Duren driving Hook (4 PTS) (A. Thompson 2 AST),"[1631105, 1641709]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.36,Made,4.0,A. Thompson,1641709.0,2.0,,,,,,,,,,
34,PT09M04.00S,2025-04-04T23:46:18.1Z,1,REGULAR,3pt,Jump Shot,[],1630193,67.7562417871222,62.5,1610612761,7,9,2025-04-04T23:46:26Z,340000,False,62.0,251.0,1,right,MISS I. Quickley 25' step back 3PT,[1630193],1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,25.83,Missed,,,,,,,,,,,,,,
35,PT09M02.00S,2025-04-04T23:46:20.1Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,7,9,2025-04-04T23:46:26Z,350000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,
36,PT08M53.00S,2025-04-04T23:46:29.7Z,1,REGULAR,3pt,Jump Shot,[],1627736,6.915243101182654,4.411764705882353,1610612765,7,9,2025-04-04T23:46:37Z,360000,False,228.0,13.0,1,left,MISS M. Beasley 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,,,,,22.82,Missed,,,,,,,,,,,,,,
37,PT08M52.00S,2025-04-04T23:46:30.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,7,9,2025-04-04T23:46:37Z,370000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,36.0,,,,,,,,,
40,PT08M36.00S,2025-04-04T23:46:59.3Z,1,REGULAR,3pt,Jump Shot,[],1642266,70.77858081471747,73.2843137254902,1610612761,7,9,2025-04-04T23:47:04Z,390000,False,116.0,222.0,1,right,MISS J. Walter 25' step back 3PT,[1642266],1610612761.0,TOR,step back,,,Walter,J. Walter,,,,,Above the Break 3,24+ Right Center,,,,,25.08,Missed,,,,,,,,,,,,,,
41,PT08M32.00S,2025-04-04T23:47:03.3Z,1,REGULAR,rebound,offensive,[],1630193,,,1610612761,7,9,2025-04-04T23:47:04Z,400000,False,,,0,,I. Quickley REBOUND (Off:1 Def:0),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,40.0,1.0,0.0,1.0,,,,,,
42,PT08M31.00S,2025-04-04T23:47:04.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,65.78515111695138,49.01960784313725,1610612761,7,9,2025-04-04T23:47:09Z,410000,False,-5.0,269.0,1,right,MISS I. Quickley 26' pullup 3PT,[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,26.91,Missed,,,,,,,,,,,,,,
43,PT08M27.00S,2025-04-04T23:47:08.4Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,7,9,2025-04-04T23:47:09Z,420000,False,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,,,,42.0,3.0,1.0,2.0,,,,,,
44,PT08M21.00S,2025-04-04T23:47:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,6.783837056504599,48.03921568627451,1610612765,7,9,2025-04-04T23:47:18Z,430000,False,10.0,11.0,1,left,MISS J. Duren driving Layup - blocked,"[1631105, 1627751]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,1.5,Missed,,,,,,,,,,,,,Poeltl,1627751.0
45,PT08M21.00S,2025-04-04T23:47:13.4Z,1,REGULAR,block,,[],1627751,,,1610612765,7,9,2025-04-04T23:47:15Z,440000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M19.00S,2025-04-04T23:47:15.4Z,1,REGULAR,rebound,defensive,[],1642367,,,1610612761,7,9,2025-04-04T23:47:18Z,450000,False,,,0,,J. Mogbo REBOUND (Off:0 Def:1),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,
47,PT08M04.00S,2025-04-04T23:47:30.3Z,1,REGULAR,3pt,Jump Shot,[],1642419,94.82588699080158,5.147058823529411,1610612761,7,9,2025-04-04T23:47:34Z,460000,False,-224.0,-4.0,1,right,MISS J. Battle 3PT,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Left Corner 3,24+ Left,,,,,22.43,Missed,,,,,,,,,,,,,,
48,PT08M02.00S,2025-04-04T23:47:32.3Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,7,9,2025-04-04T23:47:34Z,470000,False,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,,,,,,,,,47.0,4.0,2.0,2.0,,,,,,
49,PT07M55.00S,2025-04-04T23:47:39.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203471,5.863994743758213,47.05882352941176,1610612765,7,9,2025-04-04T23:54:12Z,480000,False,15.0,3.0,1,left,MISS D. Schröder running finger roll Layup,[203471],1610612765.0,DET,running finger roll,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,,,,,1.49,Missed,,,,,,,,,,,,,,
50,PT07M53.00S,2025-04-04T23:47:41.3Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,7,9,2025-04-04T23:47:43Z,490000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,
51,PT07M43.00S,2025-04-04T23:47:51.4Z,1,REGULAR,3pt,Jump Shot,[],1642419,68.67608409986859,63.48039215686274,1610612761,10,9,2025-04-04T23:47:55Z,500000,False,67.0,242.0,1,right,J. Battle 25' 3PT  (3 PTS) (I. Quickley 3 AST),"[1642419, 1630193]",1610612761.0,TOR,,,,Battle,J. Battle,,,,,Above the Break 3,24+ Center,,,,,25.11,Made,3.0,I. Quickley,1630193.0,3.0,,,,,,,,,,
53,PT07M42.00S,2025-04-04T23:47:57.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,10,9,2025-04-04T23:47:57Z,520000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M24.00S,2025-04-04T23:51:12.7Z,1,REGULAR,3pt,Jump Shot,[],203501,31.882391590013142,50.98039215686274,1610612765,10,9,2025-04-04T23:51:18Z,530000,False,-5.0,247.0,1,left,MISS T. Hardaway Jr. 24' step back 3PT,[203501],1610612765.0,DET,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,,24.72,Missed,,,,,,,,,,,,,,
