actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-10-25T23:12:21.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-10-25T23:12:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2024-10-25T23:12:26.9Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2024-10-25T23:12:26Z,40000,False,,,0,,Jump Ball A. Drummond vs. J. Pöltl: Tip to T. Maxey,"[1630178, 203083, 1627751]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Drummond,203083.0,Pöltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-10-25T23:12:37.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,20.71287779237845,91.42156862745098,1610612755,0,0,2024-10-25T23:12:43Z,70000,False,-207.0,142.0,1,left,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.12,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2024-10-25T23:12:41.5Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,0,0,2024-10-25T23:12:43Z,80000,False,,,0,,J. Pöltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Pöltl,J. Pöltl,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M37.00S,2024-10-25T23:12:44.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630567,94.03745072273325,51.225490196078425,1610612761,2,0,2024-10-25T23:12:50Z,90000,False,6.0,4.0,1,right,S. Barnes running DUNK (2 PTS),[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M20.00S,2024-10-25T23:13:00.9Z,1,REGULAR,turnover,lost ball,[],1626162,,,1610612755,2,0,2024-10-25T23:13:08Z,100000,False,,,0,,K. Oubre Jr. lost ball TURNOVER (1 TO),"[1626162, 1630534]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,Agbaji,1630534.0,,,,,,,,,,
11,PT11M20.00S,2024-10-25T23:13:00.9Z,1,REGULAR,steal,,[],1630534,,,1610612761,2,0,2024-10-25T23:13:50Z,110000,False,,,0,,O. Agbaji STEAL (1 STL),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
12,PT11M15.00S,2024-10-25T23:13:05.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641711,95.22010512483574,49.26470588235294,1610612761,2,0,2024-10-25T23:13:14Z,120000,False,-4.0,-8.0,1,right,MISS G. Dick running Layup,[1641711],1610612761.0,TOR,running,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,0.85,Missed,,,,,,,,,,,,,,,,,,
13,PT11M11.00S,2024-10-25T23:13:09.0Z,1,REGULAR,rebound,offensive,[],1630534,,,1610612761,2,0,2024-10-25T23:13:09Z,130000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:0),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,12.0,1.0,0.0,1.0,,,,,,,,,,,,,,
14,PT11M11.00S,2024-10-25T23:13:09.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630534,94.40999984741211,50.0,1610612761,4,0,2024-10-25T23:13:09Z,140000,False,0.0,0.0,1,right,O. Agbaji tip Layup (2 PTS),[1630534],1610612761.0,TOR,tip,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
15,PT10M52.00S,2024-10-25T23:13:28.0Z,1,REGULAR,3pt,Jump Shot,[],200768,14.273981603153747,4.411764705882353,1610612755,4,3,2024-10-25T23:16:39Z,150000,False,228.0,82.0,1,left,K. Lowry 24' 3PT step back (3 PTS) (T. Maxey 1 AST),"[200768, 1630178]",1610612755.0,PHI,step back,,,Lowry,K. Lowry,,,,,Right Corner 3,24+ Right,24.21,Made,,,,,3.0,,,,T. Maxey,1630178.0,1.0,,,,,,,
17,PT10M40.00S,2024-10-25T23:13:43.9Z,1,REGULAR,foul,personal,[],1626162,,,1610612761,4,3,2024-10-25T23:13:57Z,170000,False,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1630558]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,2003.0,1.0,0.0,Mitchell,1630558.0,,
19,PT10M26.00S,2024-10-25T23:14:18.1Z,1,REGULAR,3pt,Jump Shot,[],1630558,67.23061760840999,65.68627450980392,1610612761,7,3,2024-10-25T23:14:23Z,190000,False,78.0,256.0,1,right,D. Mitchell 26' 3PT  (3 PTS) (S. Barnes 1 AST),"[1630558, 1630567]",1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,26.73,Made,,,,,3.0,,,,S. Barnes,1630567.0,1.0,,,,,,,
21,PT10M04.00S,2024-10-25T23:14:39.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203083,11.777266754270697,49.26470588235294,1610612755,7,5,2024-10-25T23:14:42Z,210000,False,4.0,58.0,1,left,A. Drummond Hook (2 PTS) (K. Lowry 1 AST),"[203083, 200768]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,5.83,Made,,,,,2.0,,,,K. Lowry,200768.0,1.0,,,,,,,
