actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
36,PT09M22.00S,2024-11-02T23:46:45.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,3.892904073587385,97.05882352941177,1610612758,7,6,2024-11-02T23:46:49Z,360000,False,-235.0,-16.0,1,left,MISS D. Fox running 3PT,[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,23.58,,,,,,,,,
37,PT09M19.00S,2024-11-02T23:46:48.1Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,7,6,2024-11-02T23:46:49Z,370000,False,,,0,,G. Dick REBOUND (Off:0 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,
38,PT09M02.00S,2024-11-02T23:47:05.0Z,1,REGULAR,3pt,Jump Shot,[],1630558,69.46452036793693,70.09803921568627,1610612761,7,6,2024-11-02T23:47:10Z,380000,False,100.0,235.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1630558],1610612761.0,TOR,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.51,,,,,,,,,
39,PT08M59.00S,2024-11-02T23:47:08.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,7,6,2024-11-02T23:47:10Z,390000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,38.0,4.0,4.0,0.0,,,,,
40,PT08M46.00S,2024-11-02T23:47:20.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,18.084756898817346,40.68627450980392,1610612758,7,6,2024-11-02T23:47:25Z,400000,False,47.0,117.0,1,left,MISS D. Sabonis 12' turnaround fadeaway Shot,[1627734],1610612758.0,SAC,turnaround fadeaway,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,12.64,,,,,,,,,
41,PT08M44.00S,2024-11-02T23:47:22.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,7,6,2024-11-02T23:47:25Z,410000,False,,,0,,J. Pöltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Pöltl,J. Pöltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,
42,PT08M36.00S,2024-11-02T23:47:30.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641711,86.67871222076215,47.30392156862745,1610612761,7,6,2024-11-02T23:47:35Z,420000,False,-13.0,73.0,1,right,MISS G. Dick 7' driving floating Shot,[1641711],1610612761.0,TOR,driving floating,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,7.39,,,,,,,,,
43,PT08M34.00S,2024-11-02T23:47:32.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,7,6,2024-11-02T23:47:35Z,430000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,42.0,5.0,5.0,0.0,,,,,
44,PT08M28.00S,2024-11-02T23:47:38.8Z,1,REGULAR,3pt,Jump Shot,[],1631099,4.28712220762155,96.32352941176471,1610612758,7,9,2024-11-02T23:50:15Z,440000,False,-232.0,-12.0,1,left,K. Murray 3PT  (3 PTS) (D. Sabonis 3 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,23.19,,,,,D. Sabonis,1627734.0,3.0,,
46,PT08M27.00S,2024-11-02T23:47:45.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,7,9,2024-11-02T23:47:45Z,460000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M20.00S,2024-11-02T23:50:59.5Z,1,REGULAR,foul,personal,[],203926,,,1610612761,7,9,2024-11-02T23:51:08Z,470000,False,,,0,,D. McDermott personal FOUL (1 PF),"[203926, 1641711]",1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,203593.0,1.0,0.0,Dick,1641711.0,,,,,,,,,,,,,,,
49,PT08M14.00S,2024-11-02T23:51:22.0Z,1,REGULAR,3pt,Jump Shot,[],1641711,71.82982917214193,79.65686274509804,1610612761,10,9,2024-11-02T23:51:26Z,490000,False,148.0,212.0,1,right,G. Dick 25' 3PT  (3 PTS) (D. Mitchell 2 AST),"[1641711, 1630558]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,,,,25.9,,,,,D. Mitchell,1630558.0,2.0,,
51,PT07M58.00S,2024-11-02T23:51:40.3Z,1,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612758,10,9,2024-11-02T23:51:46Z,510000,False,,,0,,D. Fox lost ball out-of-bounds TURNOVER (1 TO),[1628368],1610612758.0,SAC,lost ball,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,203054.0,,,,,,,1.0,,,,,,,,,,,,
52,PT07M45.00S,2024-11-02T23:52:01.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630558,96.00854139290408,4.166666666666666,1610612761,10,9,2024-11-02T23:52:05Z,520000,False,-229.0,-15.0,1,right,MISS D. Mitchell 3PT,[1630558],1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,22.97,,,,,,,,,
53,PT07M42.00S,2024-11-02T23:52:04.7Z,1,REGULAR,rebound,defensive,[],203926,,,1610612758,10,9,2024-11-02T23:52:05Z,530000,False,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,,
54,PT07M36.00S,2024-11-02T23:52:10.4Z,1,REGULAR,3pt,Jump Shot,[],203926,23.603810775295663,87.74509803921569,1610612758,10,9,2024-11-02T23:52:15Z,540000,False,-189.0,169.0,1,left,MISS D. McDermott 25' step back 3PT,[203926],1610612758.0,SAC,step back,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,25.36,,,,,,,,,
55,PT07M33.00S,2024-11-02T23:52:13.4Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,10,9,2024-11-02T23:52:15Z,550000,False,,,0,,J. Pöltl REBOUND (Off:0 Def:2),[1627751],1610612761.0,TOR,,,,Pöltl,J. Pöltl,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,54.0,2.0,2.0,0.0,,,,,
56,PT07M26.00S,2024-11-02T23:52:19.4Z,1,REGULAR,turnover,lost ball,[],1629628,,,1610612761,10,9,2024-11-02T23:52:23Z,560000,False,,,0,,R. Barrett lost ball TURNOVER (1 TO),"[1629628, 1628368]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Fox,1628368.0,,,,,,,,,,
57,PT07M26.00S,2024-11-02T23:52:19.4Z,1,REGULAR,steal,,[],1628368,,,1610612758,10,9,2024-11-02T23:54:48Z,570000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M19.00S,2024-11-02T23:52:27.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631099,9.806176084099869,54.65686274509803,1610612758,10,11,2024-11-02T23:52:33Z,580000,False,-23.0,40.0,1,left,K. Murray driving floating Jump Shot (5 PTS) (D. Sabonis 4 AST),"[1631099, 1627734]",1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,5.0,,,,4.6,,,,,D. Sabonis,1627734.0,4.0,,
60,PT07M11.00S,2024-11-02T23:52:34.9Z,1,REGULAR,2pt,Jump Shot,[],1641711,92.19776609724047,24.754901960784316,1610612761,10,11,2024-11-02T23:52:40Z,600000,False,-126.0,21.0,1,right,MISS G. Dick 12' fadeaway Shot,[1641711],1610612761.0,TOR,fadeaway,,,Dick,G. Dick,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,12.79,,,,,,,,,
61,PT07M09.00S,2024-11-02T23:52:36.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,10,11,2024-11-02T23:52:40Z,610000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,60.0,6.0,6.0,0.0,,,,,
62,PT06M59.00S,2024-11-02T23:52:47.7Z,1,REGULAR,turnover,bad pass,[],201942,,,1610612758,10,11,2024-11-02T23:53:17Z,620000,False,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 1630534]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,Agbaji,1630534.0,,,,,,,,,,
63,PT06M59.00S,2024-11-02T23:52:47.7Z,1,REGULAR,steal,,[],1630534,,,1610612761,10,11,2024-11-02T23:52:51Z,630000,False,,,0,,O. Agbaji STEAL (1 STL),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
64,PT06M58.00S,2024-11-02T23:52:52.5Z,1,REGULAR,foul,personal,['1freethrow'],1628368,,,1610612761,10,11,2024-11-02T23:53:16Z,640000,False,,,0,,D. Fox transition take personal FOUL (1 PF) (Agbaji 1 FT),"[1628368, 1630534]",1610612758.0,SAC,transition take,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,203054.0,1.0,0.0,Agbaji,1630534.0,,,,,,,,,,,,,,,
66,PT06M58.00S,2024-11-02T23:53:22.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1641711,,,1610612761,11,11,2024-11-02T23:53:22Z,660000,False,,,0,,G. Dick transition take Free Throw 1 of 1 (4 PTS),[1641711],1610612761.0,TOR,transition take,,,Dick,G. Dick,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
67,PT06M46.00S,2024-11-02T23:53:50.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641711,92.32917214191852,48.03921568627451,1610612761,11,11,2024-11-02T23:53:54Z,670000,False,-10.0,20.0,1,right,MISS G. Dick cutting finger roll Layup,[1641711],1610612761.0,TOR,cutting finger roll,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,2.19,,,,,,,,,
68,PT06M44.00S,2024-11-02T23:53:52.6Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,11,11,2024-11-02T23:53:54Z,680000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,67.0,1.0,1.0,0.0,,,,,
69,PT06M35.00S,2024-11-02T23:54:01.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,16.63929040735874,45.09803921568628,1610612758,11,11,2024-11-02T23:54:06Z,690000,False,25.0,104.0,1,left,MISS K. Murray 10' driving floating Shot,[1631099],1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,10.67,,,,,,,,,
70,PT06M32.00S,2024-11-02T23:54:04.7Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612761,11,11,2024-11-02T23:54:06Z,700000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,69.0,1.0,1.0,0.0,,,,,
71,PT06M25.00S,2024-11-02T23:54:11.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.77463863337714,46.32352941176471,1610612761,13,11,2024-11-02T23:54:16Z,710000,False,-18.0,6.0,1,right,R. Barrett driving finger roll Layup (4 PTS),[1629628],1610612761.0,TOR,driving finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,1.94,,,,,,,,,
72,PT06M13.00S,2024-11-02T23:54:23.2Z,1,REGULAR,3pt,Jump Shot,[],1631099,27.414586070959263,13.480392156862745,1610612758,13,14,2024-11-02T23:54:28Z,720000,False,183.0,205.0,1,left,K. Murray 27' 3PT  (8 PTS) (D. DeRozan 1 AST),"[1631099, 201942]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,Made,8.0,,,,27.47,,,,,D. DeRozan,201942.0,1.0,,
74,PT05M51.00S,2024-11-02T23:54:45.0Z,1,REGULAR,3pt,Jump Shot,[],1630534,66.3107752956636,45.588235294117645,1610612761,13,14,2024-11-02T23:54:52Z,740000,False,-22.0,264.0,1,right,MISS O. Agbaji 26' 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,26.51,,,,,,,,,
75,PT05M48.00S,2024-11-02T23:54:48.0Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,13,14,2024-11-02T23:54:52Z,750000,False,,,0,,J. Pöltl REBOUND (Off:1 Def:2),[1627751],1610612761.0,TOR,,,,Pöltl,J. Pöltl,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,74.0,3.0,2.0,1.0,,,,,
76,PT05M46.00S,2024-11-02T23:54:50.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,94.69448094612353,49.754901960784316,1610612761,15,14,2024-11-02T23:54:56Z,760000,False,-1.0,-3.0,1,right,J. Pöltl reverse Layup (2 PTS),[1627751],1610612761.0,TOR,reverse,,,Pöltl,J. Pöltl,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,0.29,,,,,,,,,
77,PT05M28.00S,2024-11-02T23:55:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.338370565045992,47.30392156862745,1610612758,15,16,2024-11-02T23:55:13Z,770000,False,13.0,-2.0,1,left,D. Sabonis driving reverse Layup (2 PTS),[1627734],1610612758.0,SAC,driving reverse,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,1.37,,,,,,,,,
78,PT05M09.00S,2024-11-02T23:55:26.9Z,1,REGULAR,2pt,Jump Shot,[],1641711,92.19776609724047,78.92156862745098,1610612761,15,16,2024-11-02T23:55:31Z,780000,False,145.0,21.0,1,right,MISS G. Dick 14' pullup Shot,[1641711],1610612761.0,TOR,pullup,,,Dick,G. Dick,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,14.61,,,,,,,,,
79,PT05M07.00S,2024-11-02T23:55:28.9Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,15,16,2024-11-02T23:55:31Z,790000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,78.0,1.0,1.0,0.0,,,,,
80,PT04M44.00S,2024-11-02T23:55:52.0Z,1,REGULAR,turnover,lost ball,[],201942,,,1610612758,15,16,2024-11-02T23:55:57Z,800000,False,,,0,,D. DeRozan lost ball TURNOVER (2 TO),"[201942, 1630558]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,,,2.0,Mitchell,1630558.0,,,,,,,,,,
81,PT04M44.00S,2024-11-02T23:55:52.0Z,1,REGULAR,steal,,[],1630558,,,1610612761,15,16,2024-11-02T23:59:49Z,810000,False,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
82,PT04M41.00S,2024-11-02T23:55:56.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630558,93.77463863337714,50.245098039215684,1610612761,17,16,2024-11-02T23:56:04Z,820000,False,1.0,6.0,1,right,D. Mitchell running finger roll Layup (2 PTS) (O. Agbaji 1 AST),"[1630558, 1630534]",1610612761.0,TOR,running finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,0.61,,,,,O. Agbaji,1630534.0,1.0,,
84,PT04M41.00S,2024-11-02T23:56:01.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,17,16,2024-11-02T23:56:01Z,840000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
