actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-02T00:42:30.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-02T00:42:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-02T00:42:33.0Z,1,REGULAR,jumpball,recovered,[],1630193,,,1610612761,0,0,2025-01-02T00:42:33Z,40000,False,,,0,,Jump Ball J. Poeltl vs. N. Claxton: Tip to I. Quickley,"[1630193, 1627751, 1629651]",1610612761.0,TOR,startperiod,I. Quickley,1630193.0,Quickley,I. Quickley,Poeltl,1627751.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-01-02T00:42:46.2Z,1,REGULAR,3pt,Jump Shot,[],1641711,68.41327201051249,66.91176470588235,1610612761,0,0,2025-01-02T00:42:50Z,70000,False,85.0,244.0,1,right,MISS G. Dick 25' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-01-02T00:42:49.2Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,0,0,2025-01-02T00:42:50Z,80000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2025-01-02T00:43:09.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,16.90210249671485,44.6078431372549,1610612751,0,0,2025-01-02T00:43:16Z,90000,False,27.0,106.0,1,left,MISS N. Claxton 10' floating Shot,[1629651],1610612751.0,BKN,floating,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,10.98,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2025-01-02T00:43:11.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,0,0,2025-01-02T00:43:16Z,100000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M14.00S,2025-01-02T00:43:16.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630534,94.69448094612353,48.77450980392157,1610612761,2,0,2025-01-02T00:43:21Z,110000,False,-6.0,-3.0,1,right,O. Agbaji running DUNK (2 PTS) (I. Quickley 1 AST),"[1630534, 1630193]",1610612761.0,TOR,running,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,0.66,Made,,,,,2.0,I. Quickley,1630193.0,1.0,,,,,,,,,,
13,PT10M57.00S,2025-01-02T00:43:32.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627732,9.411957950065702,39.950980392156865,1610612751,2,0,2025-01-02T00:43:36Z,130000,False,50.0,36.0,1,left,MISS B. Simmons 6' driving bank Hook,[1627732],1610612751.0,BKN,driving bank,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,6.18,Missed,,,,,,,,,,,,,,,,,,
14,PT10M55.00S,2025-01-02T00:43:34.3Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,2,0,2025-01-02T00:43:36Z,140000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M50.00S,2025-01-02T00:43:39.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,76.03482260183968,87.74509803921569,1610612761,2,0,2025-01-02T00:43:56Z,150000,False,189.0,173.0,1,right,MISS I. Quickley 25' running 3PT,[1630193],1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
