actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M22.00S,2025-03-28T23:44:27.0Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,2,5,2025-03-28T23:44:28Z,180000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M02.00S,2025-03-28T23:44:47.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,82.34231274638634,38.72549019607843,1610612766,2,5,2025-03-28T23:44:55Z,200000,False,-56.0,113.0,1,right,MISS M. Bridges 12' driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,12.67,Missed,,,,,,,,,,,,,,,,,,
21,PT09M59.00S,2025-03-28T23:44:49.8Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,2,5,2025-03-28T23:44:49Z,210000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,20.0,2.0,1.0,1.0,,,,,,,,,,,,,,
22,PT09M57.00S,2025-03-28T23:44:53.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,5.075558475689881,51.470588235294116,1610612761,4,5,2025-03-28T23:45:01Z,220000,False,-7.0,-5.0,1,left,S. Barnes running Layup (2 PTS) (I. Quickley 1 AST),"[1630567, 1630193]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,2.0,I. Quickley,1630193.0,1.0,,,,,,,,
24,PT09M45.00S,2025-03-28T23:45:04.1Z,1,REGULAR,turnover,lost ball,[],1642354,,,1610612766,4,5,2025-03-28T23:45:08Z,240000,False,,,0,,K. Simpson lost ball TURNOVER (1 TO),"[1642354, 1642266]",1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,Walter,1642266.0,,,,,
25,PT09M45.00S,2025-03-28T23:45:04.1Z,1,REGULAR,steal,,[],1642266,,,1610612761,4,5,2025-03-28T23:45:06Z,250000,False,,,0,,J. Walter STEAL (1 STL),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
26,PT09M40.00S,2025-03-28T23:45:08.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642419,11.514454664914586,93.87254901960785,1610612761,4,5,2025-03-28T23:45:16Z,260000,False,-219.0,56.0,1,left,MISS J. Battle running 3PT,[1642419],1610612761.0,TOR,running,,,Battle,J. Battle,,,,,Left Corner 3,24+ Left,22.64,Missed,,,,,,,,,,,,,,,,,,
27,PT09M38.00S,2025-03-28T23:45:11.3Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,4,5,2025-03-28T23:45:11Z,270000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Left Corner 3,24+ Left,,,26.0,3.0,1.0,2.0,,,,,,,,,,,,,,
28,PT09M36.00S,2025-03-28T23:45:13.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630193,33.065045992115635,60.78431372549019,1610612761,7,5,2025-03-28T23:45:19Z,280000,False,-54.0,258.0,1,left,I. Quickley 26' 3PT  (3 PTS) (J. Poeltl 1 AST),"[1630193, 1627751]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,26.39,Made,,,,,,,3.0,J. Poeltl,1627751.0,1.0,,,,,,,,
30,PT09M11.00S,2025-03-28T23:45:38.4Z,1,REGULAR,turnover,bad pass,[],1642354,,,1610612766,7,5,2025-03-28T23:45:46Z,300000,False,,,0,,K. Simpson bad pass TURNOVER (2 TO),"[1642354, 1642419]",1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2.0,Battle,1642419.0,,,,,
31,PT09M11.00S,2025-03-28T23:45:38.4Z,1,REGULAR,steal,,[],1642419,,,1610612761,7,5,2025-03-28T23:46:54Z,310000,False,,,0,,J. Battle STEAL (1 STL),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
32,PT09M05.00S,2025-03-28T23:45:44.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630193,13.354139290407357,50.245098039215684,1610612761,7,5,2025-03-28T23:48:43Z,320000,False,-1.0,73.0,1,left,MISS I. Quickley 7' driving floating Shot,[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,,,,,,,,,,,,,,,,,,
34,PT09M00.00S,2025-03-28T23:45:49.3Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,7,5,2025-03-28T23:47:12Z,340000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,32.0,4.0,1.0,3.0,,,,,,,,,,,,,,
35,PT09M00.00S,2025-03-28T23:45:49.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642419,5.995400788436268,53.18627450980392,1610612761,7,5,2025-03-28T23:48:08Z,350000,False,-16.0,4.0,1,left,MISS J. Battle floating Shot,[1642419],1610612761.0,TOR,floating,,,Battle,J. Battle,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,,,,
36,PT08M58.00S,2025-03-28T23:45:51.5Z,1,REGULAR,rebound,offensive,[],1642419,,,1610612761,7,5,2025-03-28T23:45:51Z,360000,False,,,0,,J. Battle REBOUND (Off:1 Def:0),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Restricted Area,0-8 Center,,,35.0,1.0,0.0,1.0,,,,,,,,,,,,,,
37,PT08M52.00S,2025-03-28T23:45:57.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630193,18.478975032851512,5.147058823529411,1610612761,10,5,2025-03-28T23:46:03Z,370000,False,224.0,121.0,1,left,I. Quickley 25' 3PT step back (6 PTS),[1630193],1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,25.5,Made,,,,,,,6.0,,,,,,,,,,,
38,PT08M49.00S,2025-03-28T23:46:03.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,10,5,2025-03-28T23:46:03Z,380000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M31.00S,2025-03-28T23:49:13.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,88.51839684625493,46.32352941176471,1610612766,10,5,2025-03-28T23:49:20Z,390000,False,-18.0,55.0,1,right,MISS M. Bridges driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,5.84,Missed,,,,,,,,,,,,,,,,,,
40,PT08M30.00S,2025-03-28T23:49:14.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,10,5,2025-03-28T23:49:20Z,400000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,39.0,,,,,,,,,,,,,,,,,
42,PT08M28.00S,2025-03-28T23:49:34.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629610,93.38042049934296,97.54901960784314,1610612766,10,8,2025-03-28T23:49:39Z,420000,False,238.0,10.0,1,right,D. Jeffries 3PT  (5 PTS) (K. Simpson 1 AST),"[1629610, 1642354]",1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Right Corner 3,24+ Right,23.79,Made,,,,,,,5.0,K. Simpson,1642354.0,1.0,,,,,,,,
44,PT08M12.00S,2025-03-28T23:49:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,14.14257555847569,45.83333333333333,1610612761,10,8,2025-03-28T23:49:57Z,440000,False,21.0,80.0,1,left,MISS J. Poeltl 8' floating Shot,[1627751],1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,8.3,Missed,,,,,,,,,,,,,,,,,,
45,PT08M10.00S,2025-03-28T23:49:52.1Z,1,REGULAR,rebound,defensive,[],1642354,,,1610612766,10,8,2025-03-28T23:49:57Z,450000,False,,,0,,K. Simpson REBOUND (Off:0 Def:1),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,In The Paint (Non-RA),8-16 Center,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT08M05.00S,2025-03-28T23:49:57.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628970,90.22667542706965,40.68627450980392,1610612766,10,8,2025-03-28T23:50:03Z,460000,False,-47.0,39.0,1,right,MISS M. Bridges 6' running Layup - blocked,"[1628970, 1627751]",1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,Poeltl,1627751.0,,,,,,,,,,,,
47,PT08M05.00S,2025-03-28T23:49:57.3Z,1,REGULAR,block,,[],1627751,,,1610612766,10,8,2025-03-28T23:49:59Z,470000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M02.00S,2025-03-28T23:50:00.3Z,1,REGULAR,rebound,defensive,[],1642419,,,1610612761,10,8,2025-03-28T23:50:03Z,480000,False,,,0,,J. Battle REBOUND (Off:1 Def:1),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,In The Paint (Non-RA),0-8 Center,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,,
49,PT07M56.00S,2025-03-28T23:50:05.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,14.536793692509855,40.931372549019606,1610612761,10,8,2025-03-28T23:50:17Z,490000,False,45.0,84.0,1,left,MISS I. Quickley 9' driving floating Shot,[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,9.55,Missed,,,,,,,,,,,,,,,,,,
50,PT07M55.00S,2025-03-28T23:50:06.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,10,8,2025-03-28T23:50:17Z,500000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,49.0,,,,,,,,,,,,,,,,,
52,PT07M50.00S,2025-03-28T23:50:27.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630567,10.726018396846255,76.9607843137255,1610612761,10,8,2025-03-28T23:50:31Z,520000,False,-135.0,48.0,1,left,MISS S. Barnes 14' fadeaway Shot,[1630567],1610612761.0,TOR,fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,14.32,Missed,,,,,,,,,,,,,,,,,,
53,PT07M47.00S,2025-03-28T23:50:30.0Z,1,REGULAR,rebound,defensive,[],1629610,,,1610612766,10,8,2025-03-28T23:50:31Z,530000,False,,,0,,D. Jeffries REBOUND (Off:0 Def:1),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Mid-Range,8-16 Left,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT07M42.00S,2025-03-28T23:50:35.4Z,1,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",1631109,87.59855453350855,48.529411764705884,1610612766,10,10,2025-03-28T23:51:34Z,540000,False,-7.0,64.0,1,right,M. Williams 6' Hook (2 PTS) (M. Bridges 1 AST),"[1631109, 1628970]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.45,Made,,,,,,,2.0,M. Bridges,1628970.0,1.0,,,,,,,,
56,PT07M27.00S,2025-03-28T23:50:50.3Z,1,REGULAR,3pt,Jump Shot,[],1642266,4.812746386333772,96.07843137254902,1610612761,10,10,2025-03-28T23:50:55Z,560000,False,-230.0,-7.0,1,left,MISS J. Walter 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
57,PT07M23.00S,2025-03-28T23:50:54.3Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,10,10,2025-03-28T23:50:55Z,570000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,
58,PT07M18.00S,2025-03-28T23:50:59.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629610,93.64323258869908,49.754901960784316,1610612766,10,12,2025-03-28T23:52:34Z,580000,False,-1.0,7.0,1,right,D. Jeffries running Layup (7 PTS) (M. Bridges 2 AST),"[1629610, 1628970]",1610612766.0,CHA,running,,,Jeffries,D. Jeffries,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,,7.0,M. Bridges,1628970.0,2.0,,,,,,,,
60,PT07M04.00S,2025-03-28T23:51:13.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,5.995400788436268,49.754901960784316,1610612761,12,12,2025-03-28T23:51:18Z,600000,False,1.0,4.0,1,left,J. Poeltl turnaround Hook (4 PTS),[1627751],1610612761.0,TOR,turnaround,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.41,Made,,,,,,,4.0,,,,,,,,,,,
61,PT06M45.00S,2025-03-28T23:51:31.8Z,1,REGULAR,3pt,Jump Shot,[],1629610,74.58935611038108,13.970588235294118,1610612766,12,12,2025-03-28T23:51:35Z,610000,False,-180.0,186.0,1,right,MISS D. Jeffries 25' 3PT,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
62,PT06M43.00S,2025-03-28T23:51:33.8Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,12,12,2025-03-28T23:51:35Z,620000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,61.0,5.0,2.0,3.0,,,,,,,,,,,,,,
63,PT06M40.00S,2025-03-28T23:51:42.8Z,1,REGULAR,foul,personal,[],1642354,,,1610612761,12,12,2025-03-28T23:52:01Z,630000,False,,,0,,K. Simpson personal FOUL (1 PF),"[1642354, 1630193]",1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Quickley,1630193.0
65,PT06M40.00S,2025-03-28T23:51:49.1Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,12,12,2025-03-28T23:51:57Z,650000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M40.00S,2025-03-28T23:51:49.1Z,1,REGULAR,substitution,in,[],1642367,,,1610612761,12,12,2025-03-28T23:51:57Z,670000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M40.00S,2025-03-28T23:51:49.1Z,1,REGULAR,substitution,in,[],1641733,,,1610612761,12,12,2025-03-28T23:51:57Z,680000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M40.00S,2025-03-28T23:51:49.1Z,1,REGULAR,substitution,out,[],1642354,,,1610612761,12,12,2025-03-28T23:52:15Z,690000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M31.00S,2025-03-28T23:52:25.2Z,1,REGULAR,3pt,Jump Shot,[],1642266,4.155716162943495,97.05882352941177,1610612761,15,12,2025-03-28T23:52:29Z,700000,False,-235.0,-13.0,1,left,J. Walter 3PT  (3 PTS) (I. Quickley 2 AST),"[1642266, 1630193]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Left Corner 3,24+ Left,23.57,Made,,,,,,,3.0,I. Quickley,1630193.0,2.0,,,,,,,,
72,PT06M13.00S,2025-03-28T23:52:43.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629610,91.40932982917214,59.068627450980394,1610612766,15,12,2025-03-28T23:52:48Z,720000,False,45.0,28.0,1,right,MISS D. Jeffries driving Layup,[1629610],1610612766.0,CHA,driving,,,Jeffries,D. Jeffries,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
73,PT06M12.00S,2025-03-28T23:52:44.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,15,12,2025-03-28T23:52:48Z,730000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,72.0,6.0,3.0,3.0,,,,,,,,,,,,,,
75,PT06M01.00S,2025-03-28T23:53:03.8Z,1,REGULAR,3pt,Jump Shot,[],1630193,33.065045992115635,39.705882352941174,1610612761,18,12,2025-03-28T23:54:34Z,750000,False,51.0,258.0,1,left,I. Quickley 26' 3PT  (9 PTS) (J. Poeltl 2 AST),"[1630193, 1627751]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,26.34,Made,,,,,,,9.0,J. Poeltl,1627751.0,2.0,,,,,,,,
77,PT05M47.00S,2025-03-28T23:53:16.7Z,1,REGULAR,turnover,lost ball,[],1628970,,,1610612766,18,12,2025-03-28T23:53:21Z,770000,False,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628970, 1642367]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Mogbo,1642367.0,,,,,
78,PT05M47.00S,2025-03-28T23:53:16.7Z,1,REGULAR,steal,,[],1642367,,,1610612761,18,12,2025-03-28T23:53:18Z,780000,False,,,0,,J. Mogbo STEAL (1 STL),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
79,PT05M43.00S,2025-03-28T23:53:20.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642367,5.995400788436268,51.71568627450981,1610612761,18,12,2025-03-28T23:53:28Z,790000,False,-9.0,4.0,1,left,MISS J. Mogbo running Layup - blocked,"[1642367, 1628970]",1610612761.0,TOR,running,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,0.94,Missed,,,,,Bridges,1628970.0,,,,,,,,,,,,
80,PT05M43.00S,2025-03-28T23:53:20.7Z,1,REGULAR,block,,[],1628970,,,1610612761,18,12,2025-03-28T23:53:23Z,800000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT05M40.00S,2025-03-28T23:53:23.7Z,1,REGULAR,rebound,offensive,[],1642266,,,1610612761,18,12,2025-03-28T23:53:28Z,810000,False,,,0,,J. Walter REBOUND (Off:1 Def:0),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,79.0,1.0,0.0,1.0,,,,,,,,,,,,,,
82,PT05M38.00S,2025-03-28T23:53:25.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630193,36.74441524310118,17.15686274509804,1610612761,18,12,2025-03-28T23:53:31Z,820000,False,164.0,293.0,1,left,MISS I. Quickley 33' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,33.58,Missed,,,,,,,,,,,,,,,,,,
83,PT05M38.00S,2025-03-28T23:53:25.6Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,18,12,2025-03-28T23:53:31Z,830000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,,,
84,PT05M24.00S,2025-03-28T23:53:43.0Z,1,REGULAR,turnover,traveling,[],1631109,,,1610612766,18,12,2025-03-28T23:53:49Z,840000,False,,,0,,M. Williams traveling TURNOVER (1 TO),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,,,202056.0,,,,
85,PT05M24.00S,2025-03-28T23:53:47.7Z,1,REGULAR,substitution,out,[],1630182,,,1610612761,18,12,2025-03-28T23:53:53Z,850000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
