actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,pointsTotal,area,areaDetail,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
89,PT04M24.00S,2025-02-13T00:56:11.0Z,1,REGULAR,foul,personal,[],1629631,,,1610612761,11,29,2025-02-13T00:56:26Z,890000,False,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 1630567]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,1830.0,1.0,0.0,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,Barnes,1630567.0
91,PT04M24.00S,2025-02-13T00:56:17.2Z,1,REGULAR,substitution,out,[],1641711,,,1610612761,11,29,2025-02-13T00:56:29Z,910000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M24.00S,2025-02-13T00:56:17.2Z,1,REGULAR,substitution,out,[],1642367,,,1610612761,11,29,2025-02-13T00:56:29Z,920000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M24.00S,2025-02-13T00:56:17.2Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,11,29,2025-02-13T00:56:29Z,930000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M24.00S,2025-02-13T00:56:17.2Z,1,REGULAR,substitution,out,[],1629636,,,1610612761,11,29,2025-02-13T00:56:29Z,940000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M24.00S,2025-02-13T00:56:17.2Z,1,REGULAR,substitution,out,[],1628386,,,1610612761,11,29,2025-02-13T00:56:29Z,950000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M24.00S,2025-02-13T00:56:17.2Z,1,REGULAR,substitution,in,[],1642266,,,1610612761,11,29,2025-02-13T00:56:29Z,960000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M24.00S,2025-02-13T00:56:17.2Z,1,REGULAR,substitution,in,[],1631115,,,1610612761,11,29,2025-02-13T00:56:29Z,970000,False,,,0,,SUB in: O. Robinson,[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M24.00S,2025-02-13T00:56:17.2Z,1,REGULAR,substitution,in,[],1629628,,,1610612761,11,29,2025-02-13T00:56:29Z,980000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M24.00S,2025-02-13T00:56:17.2Z,1,REGULAR,substitution,in,[],1630596,,,1610612761,11,29,2025-02-13T00:56:29Z,990000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M24.00S,2025-02-13T00:56:17.2Z,1,REGULAR,substitution,in,[],1628378,,,1610612761,11,29,2025-02-13T00:56:29Z,1000000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M24.00S,2025-02-13T00:56:17.2Z,1,REGULAR,substitution,out,[],1629622,,,1610612761,11,29,2025-02-13T00:57:15Z,1005000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M24.00S,2025-02-13T00:56:17.2Z,1,REGULAR,substitution,in,[],1642281,,,1610612761,11,29,2025-02-13T00:57:15Z,1007500,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M17.00S,2025-02-13T00:56:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,7.046649145860711,59.068627450980394,1610612761,13,29,2025-02-13T00:56:52Z,1010000,False,-45.0,14.0,1,left,R. Barrett driving finger roll Layup (7 PTS) (O. Robinson 1 AST),"[1629628, 1631115]",1610612761.0,TOR,driving finger roll,,,Barrett,R. Barrett,,,,,,,,Made,7.0,In The Paint (Non-RA),0-8 Center,4.73,O. Robinson,1631115.0,1.0,,,,,,,,,,,
106,PT03M59.00S,2025-02-13T00:57:26.6Z,1,REGULAR,foul,offensive,[],1630596,,,1610612739,13,29,2025-02-13T00:57:32Z,1040000,False,,,0,,E. Mobley charge offensive FOUL (1 PF),"[1630596, 1642347]",1610612739.0,CLE,charge,,,Mobley,E. Mobley,,,,,1830.0,1.0,0.0,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,Shead,1642347.0
108,PT03M59.00S,2025-02-13T00:57:26.6Z,1,REGULAR,turnover,offensive foul,[],1630596,,,1610612739,13,29,2025-02-13T00:57:26Z,1060000,False,,,0,,E. Mobley offensive foul TURNOVER (1 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,1830.0,,,,,In The Paint (Non-RA),0-8 Center,,,,,1.0,,,,,,,,,,
109,PT03M50.00S,2025-02-13T00:57:45.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642347,15.719448094612352,41.66666666666667,1610612761,13,29,2025-02-13T00:57:52Z,1070000,False,42.0,95.0,1,left,MISS J. Shead 10' driving floating Shot,[1642347],1610612761.0,TOR,driving floating,,,Shead,J. Shead,,,,,,,,Missed,,In The Paint (Non-RA),8-16 Center,10.4,,,,,,,,,,,,,,
110,PT03M49.00S,2025-02-13T00:57:46.3Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,13,29,2025-02-13T01:04:29Z,1080000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,109.0,2.0,1.0,1.0,,,,
111,PT03M42.00S,2025-02-13T00:57:56.4Z,1,REGULAR,foul,personal,['2freethrow'],1630534,,,1610612739,13,29,2025-02-13T00:58:06Z,1090000,False,,,0,,O. Agbaji shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1630534, 1628378]",1610612761.0,TOR,shooting,,,Agbaji,O. Agbaji,,,,,1830.0,1.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,Mitchell,1628378.0
113,PT03M42.00S,2025-02-13T00:58:27.7Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,13,30,2025-02-13T01:04:10Z,1110000,False,,,0,,D. Mitchell Free Throw 1 of 2 (6 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
114,PT03M42.00S,2025-02-13T00:58:27.7Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,13,31,2025-02-13T01:04:10Z,1120000,False,,,0,,D. Mitchell Free Throw 2 of 2 (7 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
115,PT03M24.00S,2025-02-13T00:59:10.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642266,9.674770039421814,38.72549019607843,1610612761,13,31,2025-02-13T01:05:52Z,1130000,False,56.0,38.0,1,left,MISS J. Walter 6' driving floating Shot - blocked,"[1642266, 1630596]",1610612761.0,TOR,driving floating,,,Walter,J. Walter,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,6.82,,,,,,,,,,,Mobley,1630596.0,,
116,PT03M24.00S,2025-02-13T00:59:10.4Z,1,REGULAR,block,,[],1630596,,,1610612761,13,31,2025-02-13T00:59:13Z,1140000,False,,,0,,E. Mobley BLOCK (2 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,
117,PT03M22.00S,2025-02-13T00:59:12.4Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612739,13,31,2025-02-13T01:05:52Z,1150000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,115.0,2.0,2.0,0.0,,,,
118,PT03M10.00S,2025-02-13T00:59:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,88.51839684625493,59.55882352941176,1610612739,13,33,2025-02-13T01:06:09Z,1160000,False,48.0,55.0,1,right,D. Hunter 7' driving Layup (2 PTS) (J. Tyson 1 AST),"[1629631, 1642281]",1610612739.0,CLE,driving,,,Hunter,D. Hunter,,,,,,,,Made,2.0,In The Paint (Non-RA),0-8 Center,7.32,J. Tyson,1642281.0,1.0,,,,,,,,,,,
120,PT03M10.00S,2025-02-13T00:59:32.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,13,33,2025-02-13T00:59:32Z,1180000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M10.00S,2025-02-13T01:00:43.4Z,1,REGULAR,substitution,out,[],1630534,,,1610612761,13,33,2025-02-13T01:02:08Z,1190000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M10.00S,2025-02-13T01:00:43.4Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,13,33,2025-02-13T01:02:08Z,1200000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M55.00S,2025-02-13T01:02:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,7.703679369250986,55.88235294117647,1610612761,13,33,2025-02-13T01:02:41Z,1210000,False,-29.0,20.0,1,left,MISS S. Barnes driving Layup,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,,,,Missed,,Restricted Area,0-8 Center,3.55,,,,,,,,,,,,,,
124,PT02M52.00S,2025-02-13T01:02:38.6Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612739,13,33,2025-02-13T01:02:41Z,1220000,False,,,0,,D. Hunter REBOUND (Off:0 Def:3),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,123.0,3.0,3.0,0.0,,,,
125,PT02M47.00S,2025-02-13T01:02:43.5Z,1,REGULAR,3pt,Jump Shot,[],1628378,62.23718791064389,32.84313725490196,1610612739,13,33,2025-02-13T01:07:44Z,1230000,False,-86.0,302.0,1,right,MISS D. Mitchell 31' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Missed,,Above the Break 3,24+ Center,31.44,,,,,,,,,,,,,,
126,PT02M43.00S,2025-02-13T01:02:47.5Z,1,REGULAR,rebound,defensive,[],1642266,,,1610612761,13,33,2025-02-13T01:02:52Z,1240000,False,,,0,,J. Walter REBOUND (Off:0 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,125.0,1.0,1.0,0.0,,,,
127,PT02M32.00S,2025-02-13T01:03:01.8Z,1,REGULAR,foul,personal,[],1628378,,,1610612761,13,33,2025-02-13T01:03:09Z,1250000,False,,,0,,D. Mitchell personal FOUL (1 PF),"[1628378, 1642347]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,1627541.0,1.0,0.0,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,Shead,1642347.0
129,PT02M25.00S,2025-02-13T01:03:32.2Z,1,REGULAR,3pt,Jump Shot,[],1629628,12.040078843626807,95.34313725490196,1610612761,13,33,2025-02-13T01:03:36Z,1270000,False,-227.0,61.0,1,left,MISS R. Barrett 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Missed,,Left Corner 3,24+ Left,23.47,,,,,,,,,,,,,,
130,PT02M22.00S,2025-02-13T01:03:35.2Z,1,REGULAR,rebound,offensive,[],1631115,,,1610612761,13,33,2025-02-13T01:03:36Z,1280000,False,,,0,,O. Robinson REBOUND (Off:1 Def:0),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,129.0,1.0,0.0,1.0,,,,
131,PT02M20.00S,2025-02-13T01:03:36.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629628,9.937582128777924,50.49019607843137,1610612761,13,33,2025-02-13T01:09:22Z,1290000,False,-2.0,41.0,1,left,MISS R. Barrett floating Shot,[1629628],1610612761.0,TOR,floating,,,Barrett,R. Barrett,,,,,,,,Missed,,Restricted Area,0-8 Center,4.1,,,,,,,,,,,,,,
132,PT02M17.00S,2025-02-13T01:03:39.1Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,13,33,2025-02-13T01:03:39Z,1300000,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,131.0,1.0,1.0,0.0,,,,
133,PT02M10.00S,2025-02-13T01:03:45.7Z,1,REGULAR,3pt,Jump Shot,[],1642281,90.09526938239159,95.58823529411765,1610612739,13,36,2025-02-13T01:03:52Z,1310000,False,228.0,41.0,1,right,J. Tyson 3PT  (3 PTS) (E. Mobley 2 AST),"[1642281, 1630596]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,Made,3.0,Right Corner 3,24+ Right,23.15,E. Mobley,1630596.0,2.0,,,,,,,,,,,
135,PT01M46.00S,2025-02-13T01:04:10.2Z,1,REGULAR,3pt,Jump Shot,[],1629628,22.552562417871222,11.519607843137255,1610612761,13,36,2025-02-13T01:04:14Z,1330000,False,192.0,159.0,1,left,MISS R. Barrett 24' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Missed,,Above the Break 3,24+ Right Center,24.99,,,,,,,,,,,,,,
136,PT01M43.00S,2025-02-13T01:04:13.2Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,13,36,2025-02-13T01:04:14Z,1340000,False,,,0,,S. Merrill REBOUND (Off:0 Def:2),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,135.0,2.0,2.0,0.0,,,,
137,PT01M41.00S,2025-02-13T01:04:16.7Z,1,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612739,13,36,2025-02-13T01:04:27Z,1350000,False,,,0,,R. Barrett shooting personal FOUL (1 PF) (Hunter 2 FT),"[1629628, 1629631]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,1627541.0,1.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,Hunter,1629631.0
139,PT01M41.00S,2025-02-13T01:04:43.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629631,,,1610612739,13,37,2025-02-13T01:04:43Z,1370000,False,,,0,,D. Hunter Free Throw 1 of 2 (3 PTS),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
140,PT01M41.00S,2025-02-13T01:04:44.3Z,1,REGULAR,substitution,out,[],1642347,,,1610612739,13,37,2025-02-13T01:04:47Z,1380000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M41.00S,2025-02-13T01:04:44.3Z,1,REGULAR,substitution,in,[],1630193,,,1610612739,13,37,2025-02-13T01:04:47Z,1390000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M41.00S,2025-02-13T01:05:03.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629631,,,1610612739,13,38,2025-02-13T01:05:03Z,1400000,False,,,0,,D. Hunter Free Throw 2 of 2 (4 PTS),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
143,PT01M27.00S,2025-02-13T01:05:21.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631115,10.85742444152431,36.029411764705884,1610612761,13,38,2025-02-13T01:11:00Z,1410000,False,70.0,50.0,1,left,MISS O. Robinson 8' turnaround bank Hook,[1631115],1610612761.0,TOR,turnaround bank,,,Robinson,O. Robinson,,,,,,,,Missed,,In The Paint (Non-RA),8-16 Right,8.57,,,,,,,,,,,,,,
144,PT01M27.00S,2025-02-13T01:05:21.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,13,38,2025-02-13T01:11:00Z,1420000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,143.0,,,,,,,
146,PT01M20.00S,2025-02-13T01:05:50.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631115,5.732588699080158,50.49019607843137,1610612761,15,38,2025-02-13T01:05:59Z,1440000,False,-2.0,1.0,1,left,O. Robinson reverse Layup (2 PTS) (I. Quickley 1 AST),"[1631115, 1630193]",1610612761.0,TOR,reverse,,,Robinson,O. Robinson,,,,,,,,Made,2.0,Restricted Area,0-8 Center,0.29,I. Quickley,1630193.0,1.0,,,,,,,,,,,
148,PT01M08.00S,2025-02-13T01:06:02.4Z,1,REGULAR,3pt,Jump Shot,[],1630241,66.70499342969777,42.15686274509804,1610612739,15,41,2025-02-13T01:06:07Z,1460000,False,-39.0,260.0,1,right,S. Merrill 26' 3PT  (9 PTS) (E. Mobley 3 AST),"[1630241, 1630596]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,Made,9.0,Above the Break 3,24+ Center,26.34,E. Mobley,1630596.0,3.0,,,,,,,,,,,
150,PT00M44.30S,2025-02-13T01:06:26.3Z,1,REGULAR,3pt,Jump Shot,[],1630193,21.895532194480946,88.72549019607843,1610612761,15,41,2025-02-13T01:06:30Z,1480000,False,-194.0,153.0,1,left,MISS I. Quickley 24' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Missed,,Above the Break 3,24+ Left Center,24.69,,,,,,,,,,,,,,
151,PT00M42.70S,2025-02-13T01:06:27.9Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,15,41,2025-02-13T01:06:30Z,1490000,False,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,150.0,3.0,3.0,0.0,,,,
152,PT00M34.60S,2025-02-13T01:06:36.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,68.01905387647832,33.088235294117645,1610612739,15,41,2025-02-13T01:06:43Z,1500000,False,-85.0,248.0,1,right,MISS D. Mitchell 26' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,,,,Missed,,Above the Break 3,24+ Left Center,26.21,,,,,,,,,,,,,,
153,PT00M33.50S,2025-02-13T01:06:38.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,15,41,2025-02-13T01:06:43Z,1510000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,152.0,,,,,,,
155,PT00M17.60S,2025-02-13T01:06:59.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,15.588042049934298,52.450980392156865,1610612761,17,41,2025-02-13T01:07:06Z,1530000,False,-12.0,94.0,1,left,S. Barnes 9' turnaround fadeaway Jump Shot (4 PTS),[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,,,,Made,4.0,In The Paint (Non-RA),8-16 Center,9.48,,,,,,,,,,,,,,
156,PT00M02.00S,2025-02-13T01:07:18.6Z,1,REGULAR,3pt,Jump Shot,[],1630241,68.9388961892247,14.705882352941178,1610612739,17,41,2025-02-13T01:07:24Z,1540000,False,-176.0,239.0,1,right,MISS S. Merrill 29' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,Missed,,Above the Break 3,24+ Left Center,29.75,,,,,,,,,,,,,,
157,PT00M01.60S,2025-02-13T01:07:22.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,17,41,2025-02-13T01:07:22Z,1550000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,156.0,,,,,,,
159,PT00M01.60S,2025-02-13T01:07:44.3Z,1,REGULAR,foul,personal,[],1629631,,,1610612761,17,41,2025-02-13T01:08:12Z,1570000,False,,,0,,D. Hunter loose ball personal FOUL (2 PF),"[1629631, 1630193]",1610612739.0,CLE,loose ball,,,Hunter,D. Hunter,,,,,1830.0,2.0,0.0,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,Quickley,1630193.0
161,PT00M00.20S,2025-02-13T01:07:54.0Z,1,REGULAR,3pt,Jump Shot,[],1631115,45.54862023653088,52.94117647058824,1610612761,17,41,2025-02-13T01:08:21Z,1590000,False,-15.0,376.0,1,left,MISS O. Robinson 37' pullup 3PT,[1631115],1610612761.0,TOR,pullup,,,Robinson,O. Robinson,,,,,,,,Missed,,Above the Break 3,24+ Center,37.6,,,,,,,,,,,,,,
162,PT00M00.10S,2025-02-13T01:07:54.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,17,41,2025-02-13T01:08:21Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,161.0,,,,,,,
163,PT00M00.00S,2025-02-13T01:08:11.2Z,1,REGULAR,period,end,[],0,,,1610612761,17,41,2025-02-13T01:08:11Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-02-13T01:08:22.1Z,2,REGULAR,substitution,out,['startperiod'],1629628,,,1610612761,17,41,2025-02-13T01:10:23Z,1620000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-02-13T01:08:22.1Z,2,REGULAR,substitution,out,['startperiod'],1631115,,,1610612761,17,41,2025-02-13T01:10:23Z,1630000,False,,,0,,SUB out: O. Robinson,[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-02-13T01:08:22.1Z,2,REGULAR,substitution,out,['startperiod'],1642281,,,1610612761,17,41,2025-02-13T01:10:23Z,1640000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-02-13T01:08:22.1Z,2,REGULAR,substitution,in,['startperiod'],1642419,,,1610612761,17,41,2025-02-13T01:10:23Z,1650000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-02-13T01:08:22.1Z,2,REGULAR,substitution,in,['startperiod'],1642367,,,1610612761,17,41,2025-02-13T01:10:23Z,1660000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-02-13T01:08:22.1Z,2,REGULAR,substitution,in,['startperiod'],1641854,,,1610612761,17,41,2025-02-13T01:10:23Z,1670000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-02-13T01:10:30.3Z,2,REGULAR,period,start,[],0,,,1610612761,17,41,2025-02-13T01:10:30Z,1680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M54.00S,2025-02-13T01:10:36.2Z,2,REGULAR,3pt,Jump Shot,[],1630193,34.247700394218136,33.82352941176471,1610612761,17,41,2025-02-13T01:10:41Z,1690000,False,81.0,269.0,1,left,MISS I. Quickley 28' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Missed,,Above the Break 3,24+ Center,28.13,,,,,,,,,,,,,,
172,PT11M50.00S,2025-02-13T01:10:40.2Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,17,41,2025-02-13T01:10:41Z,1700000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,171.0,3.0,2.0,1.0,,,,
173,PT11M42.00S,2025-02-13T01:10:48.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630241,92.72339027595268,54.65686274509803,1610612739,17,43,2025-02-13T01:10:53Z,1710000,False,23.0,16.0,1,right,S. Merrill cutting finger roll Layup (11 PTS) (E. Mobley 4 AST),"[1630241, 1630596]",1610612739.0,CLE,cutting finger roll,,,Merrill,S. Merrill,,,,,,,,Made,11.0,Restricted Area,0-8 Center,2.82,E. Mobley,1630596.0,4.0,,,,,,,,,,,
175,PT11M24.00S,2025-02-13T01:11:06.7Z,2,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612761,17,43,2025-02-13T01:11:14Z,1730000,False,,,0,,E. Mobley shooting personal FOUL (2 PF) (Mogbo 2 FT),"[1630596, 1642367]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,1627541.0,2.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,Mogbo,1642367.0
177,PT11M24.00S,2025-02-13T01:11:30.6Z,2,REGULAR,freethrow,1 of 2,[],1642367,,,1610612761,18,43,2025-02-13T01:11:50Z,1750000,False,,,0,,J. Mogbo Free Throw 1 of 2 (1 PTS),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
