actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-11-01T23:42:22.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-01T23:42:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-11-01T23:42:24.3Z,1,REGULAR,jumpball,recovered,[],1626156,,,1610612747,0,0,2024-11-01T23:42:24Z,40000,False,,,0,,Jump Ball A. Davis vs. J. Pöltl: Tip to D. Russell,"[1626156, 203076, 1627751]",1610612747.0,LAL,startperiod,D. Russell,1626156.0,Russell,D. Russell,Davis,203076.0,Pöltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-11-01T23:42:38.0Z,1,REGULAR,3pt,Jump Shot,[],2544,5.075558475689881,97.05882352941177,1610612747,0,3,2024-11-01T23:42:46Z,70000,False,-235.0,-5.0,1,left,L. James 3PT  (3 PTS) (D. Russell 1 AST),"[2544, 1626156]",1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,23.53,Made,3.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2024-11-01T23:42:50.1Z,1,REGULAR,turnover,lost ball,[],1641711,,,1610612761,0,3,2024-11-01T23:42:54Z,90000,False,,,0,,G. Dick lost ball TURNOVER (1 TO),"[1641711, 1630559]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Mid-Range,16-24 Center,,,,,,,1.0,Reaves,1630559.0,,,,,,,,,,,
10,PT11M31.00S,2024-11-01T23:42:50.1Z,1,REGULAR,steal,,[],1630559,,,1610612747,0,3,2024-11-01T23:42:51Z,100000,False,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
12,PT11M17.00S,2024-11-01T23:43:16.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630559,5.995400788436268,52.450980392156865,1610612747,0,5,2024-11-01T23:43:25Z,120000,False,-12.0,4.0,1,left,A. Reaves cutting Layup (2 PTS) (L. James 1 AST),"[1630559, 2544]",1610612747.0,LAL,cutting,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.29,Made,2.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
14,PT11M05.00S,2024-11-01T23:43:28.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,92.19776609724047,48.28431372549019,1610612761,0,5,2024-11-01T23:43:33Z,140000,False,-9.0,21.0,1,right,MISS G. Dick cutting finger roll Layup,[1641711],1610612761.0,TOR,cutting finger roll,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
15,PT11M03.00S,2024-11-01T23:43:30.9Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,0,5,2024-11-01T23:43:33Z,150000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,
16,PT10M59.00S,2024-11-01T23:43:36.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203076,6.1268068331143235,52.69607843137255,1610612747,0,5,2024-11-01T23:43:46Z,160000,False,-13.0,5.0,1,left,MISS A. Davis running Layup - blocked,"[203076, 1630558]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.44,Missed,,,,,,,,,,,,Mitchell,1630558.0,,,,,
17,PT10M59.00S,2024-11-01T23:43:36.9Z,1,REGULAR,block,,[],1630558,,,1610612747,0,5,2024-11-01T23:43:39Z,170000,False,,,0,,D. Mitchell BLOCK (1 BLK),[1630558],1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
