actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-19T00:42:48.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-19T00:42:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-11-19T00:42:50.7Z,1,REGULAR,jumpball,recovered,[],1630558,,,1610612761,0,0,2024-11-19T00:42:50Z,40000,False,,,0,,Jump Ball J. Poeltl vs. E. Freeman: Tip to D. Mitchell,"[1630558, 1627751, 1642402]",1610612761.0,TOR,startperiod,D. Mitchell,1630558.0,Mitchell,D. Mitchell,Poeltl,1627751.0,Freeman,1642402.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-11-19T00:43:02.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,94.30026281208936,50.49019607843137,1610612761,2,0,2024-11-19T00:43:06Z,70000,False,2.0,1.0,1,right,J. Poeltl cutting DUNK (2 PTS) (R. Barrett 1 AST),"[1627751, 1629628]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.27,Made,2.0,R. Barrett,1629628.0,1.0,,,,,,,,,,,,,,
9,PT11M16.00S,2024-11-19T00:43:31.6Z,1,REGULAR,2pt,Jump Shot,[],1631097,28.728646517739815,52.69607843137255,1610612754,2,0,2024-11-19T00:43:35Z,90000,False,-13.0,218.0,1,left,MISS B. Mathurin 21' driving floating bank Shot,[1631097],1610612754.0,IND,driving floating bank,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Center,21.79,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2024-11-19T00:43:32.6Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,2,0,2024-11-19T00:44:08Z,100000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M09.00S,2024-11-19T00:43:38.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,94.30026281208936,96.56862745098039,1610612761,5,0,2024-11-19T00:43:43Z,110000,False,233.0,1.0,1,right,R. Barrett 3PT running (3 PTS) (D. Mitchell 1 AST),"[1629628, 1630558]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,23.28,Made,3.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,,
13,PT10M52.00S,2024-11-19T00:43:56.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,4.681340341655716,51.71568627450981,1610612754,5,2,2024-11-19T00:45:17Z,130000,False,-9.0,-8.0,1,left,B. Mathurin driving reverse Layup (2 PTS) (J. Walker 1 AST),"[1631097, 1641716]",1610612754.0,IND,driving reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.21,Made,2.0,J. Walker,1641716.0,1.0,,,,,,,,,,,,,,
15,PT10M40.00S,2024-11-19T00:44:08.2Z,1,REGULAR,turnover,bad pass,[],1630558,,,1610612761,5,2,2024-11-19T00:44:11Z,150000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1630558, 1630169]",1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Haliburton,1630169.0,,,,,,,
16,PT10M40.00S,2024-11-19T00:44:08.2Z,1,REGULAR,steal,,[],1630169,,,1610612754,5,2,2024-11-19T00:44:10Z,160000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
17,PT10M33.00S,2024-11-19T00:44:14.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630169,27.54599211563732,22.30392156862745,1610612754,5,2,2024-11-19T00:46:52Z,170000,False,138.0,206.0,1,left,MISS T. Haliburton 24' running 3PT,[1630169],1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,24.86,Missed,,,,,,,,,,,,,,,,,,
18,PT10M31.00S,2024-11-19T00:44:16.8Z,1,REGULAR,rebound,offensive,[],1631097,,,1610612754,5,2,2024-11-19T00:44:16Z,180000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:0),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,
19,PT10M29.00S,2024-11-19T00:44:18.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630169,32.013797634691194,46.568627450980394,1610612754,5,2,2024-11-19T00:44:24Z,190000,False,17.0,248.0,1,left,MISS T. Haliburton 24' bank 3PT,[1630169],1610612754.0,IND,bank,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,24.9,Missed,,,,,,,,,,,,,,,,,,
