actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M51.00S,2025-02-22T00:43:36.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629628,88.38699080157687,41.911764705882355,1610612761,2,0,2025-02-22T00:44:48Z,160000,False,-40.0,57.0,1,right,MISS R. Barrett 6' running Layup,[1629628],1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,6.96,Missed,,,,,,,,,,,,,,,,
17,PT10M48.00S,2025-02-22T00:43:39.7Z,1,REGULAR,rebound,defensive,[],203952,,,1610612748,2,0,2025-02-22T00:43:43Z,170000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M37.00S,2025-02-22T00:43:49.9Z,1,REGULAR,3pt,Jump Shot,[],1630558,26.62614980289093,18.38235294117647,1610612748,2,0,2025-02-22T00:43:53Z,180000,False,158.0,198.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,25.32,Missed,,,,,,,,,,,,,,,,
19,PT10M34.00S,2025-02-22T00:43:52.9Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,2,0,2025-02-22T00:43:53Z,190000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,
20,PT10M18.00S,2025-02-22T00:44:08.7Z,1,REGULAR,3pt,Jump Shot,[],1630567,67.23061760840999,68.13725490196079,1610612761,2,0,2025-02-22T00:44:12Z,200000,False,91.0,256.0,1,right,MISS S. Barnes 27' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,27.11,Missed,,,,,,,,,,,,,,,,
21,PT10M16.00S,2025-02-22T00:44:10.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,2,0,2025-02-22T00:44:12Z,210000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,
22,PT10M07.00S,2025-02-22T00:44:19.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,11.777266754270697,52.69607843137255,1610612748,2,2,2025-02-22T00:44:24Z,220000,False,-13.0,58.0,1,left,T. Herro driving floating Jump Shot (2 PTS) (B. Adebayo 1 AST),"[1629639, 1628389]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,5.97,Made,2.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,
23,PT09M48.00S,2025-02-22T00:44:39.3Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,2,2,2025-02-22T00:44:42Z,230000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 203952]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,Wiggins,203952.0,,,,,,
24,PT09M48.00S,2025-02-22T00:44:39.3Z,1,REGULAR,steal,,[],203952,,,1610612748,2,2,2025-02-22T00:44:41Z,240000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT09M43.00S,2025-02-22T00:44:48.1Z,1,REGULAR,foul,personal,['2freethrow'],1641711,,,1610612748,2,2,2025-02-22T00:44:56Z,250000,False,,,0,,G. Dick shooting personal FOUL (1 PF) (Herro 2 FT),"[1641711, 1629639]",1610612761.0,TOR,shooting,,,Dick,G. Dick,,,,,In The Paint (Non-RA),8-16 Center,202058.0,,,,,,,,,,,,,,1.0,0.0,Herro,1629639.0,,
27,PT09M43.00S,2025-02-22T00:45:13.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629639,,,1610612748,2,3,2025-02-22T00:49:31Z,270000,False,,,0,,T. Herro Free Throw 1 of 2 (3 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
28,PT09M43.00S,2025-02-22T00:45:13.2Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629639,,,1610612748,2,4,2025-02-22T00:49:31Z,280000,False,,,0,,T. Herro Free Throw 2 of 2 (4 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
29,PT09M21.00S,2025-02-22T00:45:52.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631115,84.83902759526939,54.166666666666664,1610612761,2,4,2025-02-22T00:49:54Z,290000,False,21.0,90.0,1,right,MISS O. Robinson 9' floating Shot,[1631115],1610612761.0,TOR,floating,,,Robinson,O. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,9.24,Missed,,,,,,,,,,,,,,,,
30,PT09M19.00S,2025-02-22T00:45:54.9Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,2,4,2025-02-22T00:45:57Z,300000,False,,,0,,K. Ware REBOUND (Off:0 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,
31,PT09M08.00S,2025-02-22T00:46:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,7.30946123521682,50.0,1610612748,2,4,2025-02-22T00:46:17Z,310000,False,0.0,16.0,1,left,MISS A. Wiggins driving finger roll Layup,[203952],1610612748.0,MIA,driving finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,1.62,Missed,,,,,,,,,,,,,,,,
32,PT09M05.00S,2025-02-22T00:46:10.3Z,1,REGULAR,rebound,offensive,[],203952,,,1610612748,2,4,2025-02-22T00:46:17Z,320000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,31.0,2.0,1.0,1.0,,,,,,,,
33,PT09M05.00S,2025-02-22T00:46:11.4Z,1,REGULAR,foul,personal,['2freethrow'],1631115,,,1610612748,2,4,2025-02-22T00:46:23Z,330000,False,,,0,,O. Robinson shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1631115, 1628389]",1610612761.0,TOR,shooting,,,Robinson,O. Robinson,,,,,In The Paint (Non-RA),8-16 Center,202901.0,,,,,,,,,,,,,,1.0,0.0,Adebayo,1628389.0,,
35,PT09M05.00S,2025-02-22T00:46:36.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628389,,,1610612748,2,5,2025-02-22T00:46:36Z,350000,False,,,0,,B. Adebayo Free Throw 1 of 2 (1 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
36,PT09M05.00S,2025-02-22T00:46:50.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628389,,,1610612748,2,6,2025-02-22T00:46:50Z,360000,False,,,0,,B. Adebayo Free Throw 2 of 2 (2 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
37,PT08M54.00S,2025-02-22T00:47:06.8Z,1,REGULAR,foul,offensive,[],1631115,,,1610612761,2,6,2025-02-22T00:47:15Z,370000,False,,,0,,O. Robinson off-the-ball offensive FOUL (2 PF),"[1631115, 1630558]",1610612761.0,TOR,off-the-ball,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Center,202058.0,,,,,,,,,,,,,,2.0,0.0,Mitchell,1630558.0,,
39,PT08M54.00S,2025-02-22T00:47:06.8Z,1,REGULAR,turnover,offensive foul,[],1631115,,,1610612761,2,6,2025-02-22T00:47:06Z,390000,False,,,0,,O. Robinson offensive foul TURNOVER (1 TO),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Center,202058.0,1.0,,,,,,,,,,,,,,,,,,
40,PT08M41.00S,2025-02-22T00:47:34.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642276,6.521024967148489,48.28431372549019,1610612748,2,6,2025-02-22T00:47:38Z,400000,False,9.0,9.0,1,left,MISS K. Ware alley-oop DUNK,[1642276],1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,1.23,Missed,,,,,,,,,,,,,,,,
41,PT08M39.00S,2025-02-22T00:47:36.8Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,2,6,2025-02-22T00:47:38Z,410000,False,,,0,,G. Dick REBOUND (Off:0 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,
42,PT08M37.00S,2025-02-22T00:47:39.3Z,1,REGULAR,turnover,bad pass,[],1641711,,,1610612761,2,6,2025-02-22T00:47:42Z,420000,False,,,0,,G. Dick bad pass TURNOVER (1 TO),"[1641711, 203952]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Mid-Range,8-16 Center,,1.0,,,,,,,,,,,Wiggins,203952.0,,,,,,
43,PT08M37.00S,2025-02-22T00:47:39.3Z,1,REGULAR,steal,,[],203952,,,1610612748,2,6,2025-02-22T00:47:41Z,430000,False,,,0,,A. Wiggins STEAL (2 STL),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M32.00S,2025-02-22T00:47:44.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203952,25.969119579500656,19.11764705882353,1610612748,2,9,2025-02-22T00:47:50Z,440000,False,154.0,192.0,1,left,A. Wiggins 24' 3PT running (3 PTS) (T. Herro 1 AST),"[203952, 1629639]",1610612748.0,MIA,running,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,24.61,Made,3.0,T. Herro,1629639.0,1.0,,,,,,,,,,,,
46,PT08M29.00S,2025-02-22T00:47:50.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,2,9,2025-02-22T00:47:50Z,460000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M06.00S,2025-02-22T00:51:12.9Z,1,REGULAR,foul,personal,[],203952,,,1610612761,2,9,2025-02-22T00:51:20Z,470000,False,,,0,,A. Wiggins personal FOUL (1 PF),"[203952, 1629628]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,,,,,,,,,,,,,1.0,0.0,Barrett,1629628.0,,
50,PT08M04.00S,2025-02-22T00:51:35.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,88.12417871222075,54.65686274509803,1610612761,2,9,2025-02-22T00:51:57Z,490000,False,23.0,59.0,1,right,MISS S. Barnes 6' driving floating bank Shot,[1630567],1610612761.0,TOR,driving floating bank,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,6.35,Missed,,,,,,,,,,,,,,,,
51,PT08M01.00S,2025-02-22T00:51:38.4Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,2,9,2025-02-22T00:51:39Z,500000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,
52,PT07M52.00S,2025-02-22T00:51:46.9Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,2,9,2025-02-22T00:51:54Z,510000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1629628]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right,,1.0,,,,,,,,,,,Barrett,1629628.0,,,,,,
53,PT07M52.00S,2025-02-22T00:51:46.9Z,1,REGULAR,steal,,[],1629628,,,1610612761,2,9,2025-02-22T00:51:49Z,520000,False,,,0,,R. Barrett STEAL (2 STL),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
54,PT07M37.00S,2025-02-22T00:52:00.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630567,90.09526938239159,41.42156862745098,1610612761,4,9,2025-02-22T00:52:06Z,530000,False,-43.0,41.0,1,right,S. Barnes driving Hook (2 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,5.91,Made,2.0,,,,,,,,,,,,,,,
55,PT07M14.00S,2025-02-22T00:52:24.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,10.988830486202366,58.333333333333336,1610612748,4,9,2025-02-22T00:52:30Z,540000,False,-42.0,51.0,1,left,MISS T. Herro 6' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,6.57,Missed,,,,,,,,,,,,,,,,
56,PT07M12.00S,2025-02-22T00:52:26.6Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,4,9,2025-02-22T00:52:30Z,550000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,55.0,3.0,2.0,1.0,,,,,,,,
57,PT07M01.00S,2025-02-22T00:52:37.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,27.283180026281208,19.362745098039216,1610612748,4,12,2025-02-22T00:52:42Z,560000,False,153.0,204.0,1,left,A. Wiggins 25' 3PT  (6 PTS) (T. Herro 2 AST),"[203952, 1629639]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,25.51,Made,6.0,T. Herro,1629639.0,2.0,,,,,,,,,,,,
59,PT06M48.00S,2025-02-22T00:52:53.2Z,1,REGULAR,turnover,traveling,[],1641711,,,1610612761,4,12,2025-02-22T00:52:57Z,580000,False,,,0,,G. Dick traveling TURNOVER (2 TO),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,202901.0,2.0,,,,,,,,,,,,,,,,,,
60,PT06M48.00S,2025-02-22T00:52:57.8Z,1,REGULAR,substitution,out,[],1630567,,,1610612748,4,12,2025-02-22T00:53:10Z,590000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M48.00S,2025-02-22T00:52:57.8Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,4,12,2025-02-22T00:53:10Z,600000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M48.00S,2025-02-22T00:52:57.8Z,1,REGULAR,substitution,out,[],203952,,,1610612748,4,12,2025-02-22T00:53:10Z,610000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M48.00S,2025-02-22T00:52:57.8Z,1,REGULAR,substitution,in,[],1630534,,,1610612748,4,12,2025-02-22T00:53:10Z,620000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M48.00S,2025-02-22T00:52:57.8Z,1,REGULAR,substitution,in,[],1629130,,,1610612748,4,12,2025-02-22T00:53:10Z,630000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M48.00S,2025-02-22T00:52:57.8Z,1,REGULAR,substitution,in,[],1631107,,,1610612748,4,12,2025-02-22T00:53:10Z,640000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M32.00S,2025-02-22T00:53:37.3Z,1,REGULAR,turnover,bad pass,[],1630558,,,1610612748,4,12,2025-02-22T00:53:41Z,650000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1630558, 1641711]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,Dick,1641711.0,,,,,,
67,PT06M32.00S,2025-02-22T00:53:37.3Z,1,REGULAR,steal,,[],1641711,,,1610612761,4,12,2025-02-22T00:53:39Z,660000,False,,,0,,G. Dick STEAL (1 STL),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M28.00S,2025-02-22T00:53:43.7Z,1,REGULAR,violation,kicked ball,[],1642276,,,1610612761,4,12,2025-02-22T00:54:06Z,670000,False,,,0,,K. Ware kicked ball VIOLATION,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,202901.0,,,,,,,,,,,,,,,,,,,
69,PT06M28.00S,2025-02-22T00:54:06.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,4,12,2025-02-22T00:54:06Z,680000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M26.00S,2025-02-22T00:57:00.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630193,93.24901445466492,45.34313725490196,1610612761,6,12,2025-02-22T00:57:05Z,690000,False,-23.0,11.0,1,right,I. Quickley cutting Layup (2 PTS) (R. Barrett 2 AST),"[1630193, 1629628]",1610612761.0,TOR,cutting,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,2.58,Made,2.0,R. Barrett,1629628.0,2.0,,,,,,,,,,,,
72,PT06M07.00S,2025-02-22T00:57:18.2Z,1,REGULAR,3pt,Jump Shot,[],1629130,31.882391590013142,64.70588235294117,1610612748,6,12,2025-02-22T00:57:24Z,710000,False,-74.0,247.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,,,25.79,Missed,,,,,,,,,,,,,,,,
73,PT06M04.00S,2025-02-22T00:57:21.2Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,6,12,2025-02-22T00:57:24Z,720000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,
74,PT05M57.00S,2025-02-22T00:57:29.1Z,1,REGULAR,3pt,Jump Shot,[],1641711,96.7969776609724,2.2058823529411766,1610612761,6,12,2025-02-22T00:57:34Z,730000,False,-239.0,-22.0,1,right,MISS G. Dick 24' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,,,24.0,Missed,,,,,,,,,,,,,,,,
75,PT05M53.00S,2025-02-22T00:57:32.4Z,1,REGULAR,rebound,offensive,[],1630534,,,1610612761,6,12,2025-02-22T00:57:32Z,740000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:0),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,,,,,,,,,74.0,1.0,0.0,1.0,,,,,,,,
76,PT05M49.00S,2025-02-22T00:57:36.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630193,81.2910643889619,18.627450980392158,1610612761,8,12,2025-02-22T00:57:41Z,750000,False,-157.0,123.0,1,right,I. Quickley 19' pullup Jump Shot (4 PTS) (O. Agbaji 1 AST),"[1630193, 1630534]",1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left Center,,,19.96,Made,4.0,O. Agbaji,1630534.0,1.0,,,,,,,,,,,,
78,PT05M27.00S,2025-02-22T00:57:58.9Z,1,REGULAR,3pt,Jump Shot,[],1642276,12.959921156373195,3.9215686274509802,1610612748,8,12,2025-02-22T00:58:04Z,770000,False,230.0,69.0,1,left,MISS K. Ware 24' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Right Corner 3,24+ Right,,,24.06,Missed,,,,,,,,,,,,,,,,
79,PT05M24.00S,2025-02-22T00:58:01.9Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612761,8,12,2025-02-22T01:00:27Z,780000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,,,,,,,,,78.0,2.0,1.0,1.0,,,,,,,,
80,PT05M13.00S,2025-02-22T00:58:12.3Z,1,REGULAR,2pt,Jump Shot,[],1630193,78.66294349540078,26.715686274509803,1610612761,8,12,2025-02-22T00:58:17Z,790000,False,-116.0,148.0,1,right,MISS I. Quickley 18' pullup Shot,[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left Center,,,18.84,Missed,,,,,,,,,,,,,,,,
81,PT05M11.00S,2025-02-22T00:58:14.3Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,8,12,2025-02-22T00:58:17Z,800000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,
