actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-22T00:42:15.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-22T00:42:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-22T00:42:17.6Z,1,REGULAR,jumpball,recovered,[],1641710,,,1610612753,0,0,2025-01-22T00:42:17Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. J. Poeltl: Tip to A. Black,"[1641710, 1628976, 1627751]",1610612753.0,ORL,startperiod,A. Black,1641710.0,Black,A. Black,Carter Jr.,1628976.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2025-01-22T00:42:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,12.828515111695138,45.09803921568628,1610612753,0,0,2025-01-22T00:43:08Z,70000,False,25.0,68.0,1,left,MISS W. Carter Jr. 7' driving floating Shot,[1628976],1610612753.0,ORL,driving floating,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2025-01-22T00:42:41.0Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,0,2025-01-22T00:42:50Z,80000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2025-01-22T00:42:48.2Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,0,0,2025-01-22T00:42:52Z,90000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 203484]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Caldwell-Pope,203484.0,,,,,,,,,,,
10,PT11M26.00S,2025-01-22T00:42:48.2Z,1,REGULAR,steal,,[],203484,,,1610612753,0,0,2025-01-22T00:42:49Z,100000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
11,PT11M23.00S,2025-01-22T00:42:51.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203484,6.389618922470433,54.90196078431373,1610612753,0,2,2025-01-22T00:42:56Z,110000,False,-25.0,8.0,1,left,K. Caldwell-Pope running Layup (2 PTS),[203484],1610612753.0,ORL,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,2.57,Made,,,,,,,,2.0,,,,,,,,,,
19,PT11M22.00S,2025-01-22T00:43:06.9Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612761,0,2,2025-01-22T00:47:07Z,115000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,1626301.0,,,,,,,,,
12,PT10M57.00S,2025-01-22T00:43:22.8Z,1,REGULAR,3pt,Jump Shot,[],1641711,79.97700394218134,92.64705882352942,1610612761,0,2,2025-01-22T00:43:29Z,120000,False,213.0,136.0,1,right,MISS G. Dick 25' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
13,PT10M55.00S,2025-01-22T00:43:24.8Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,0,2,2025-01-22T00:43:29Z,130000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M35.00S,2025-01-22T00:43:45.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641783,7.5722733245729295,36.27450980392157,1610612753,0,4,2025-01-22T00:43:50Z,140000,False,69.0,19.0,1,left,T. da Silva 7' turnaround Hook (2 PTS),[1641783],1610612753.0,ORL,turnaround,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,7.11,Made,,,,,,,,2.0,,,,,,,,,,
15,PT10M23.00S,2025-01-22T00:43:56.9Z,1,REGULAR,turnover,bad pass,[],1641711,,,1610612761,0,4,2025-01-22T00:44:06Z,150000,False,,,0,,G. Dick bad pass TURNOVER (1 TO),"[1641711, 1641710]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Black,1641710.0,,,,,,,,,,,
16,PT10M23.00S,2025-01-22T00:43:56.9Z,1,REGULAR,steal,,[],1641710,,,1610612753,0,4,2025-01-22T00:49:44Z,160000,False,,,0,,A. Black STEAL (1 STL),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M17.00S,2025-01-22T00:44:03.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631094,5.601182654402102,52.69607843137255,1610612753,0,6,2025-01-22T00:44:36Z,170000,False,-13.0,0.0,1,left,P. Banchero running Layup (2 PTS),[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,2.0,,,,,,,,,,
18,PT10M13.00S,2025-01-22T00:44:14.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,0,6,2025-01-22T00:44:14Z,180000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M01.00S,2025-01-22T00:47:26.6Z,1,REGULAR,2pt,Jump Shot,[],1630567,80.6340341655716,69.36274509803921,1610612761,0,6,2025-01-22T00:47:30Z,190000,False,97.0,130.0,1,right,MISS S. Barnes 16' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,16.17,Missed,,,,,,,,,,,,,,,,,,
21,PT09M59.00S,2025-01-22T00:47:28.6Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,0,6,2025-01-22T00:47:43Z,200000,False,,,0,,A. Black REBOUND (Off:0 Def:2),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,16-24 Right Center,,,20.0,2.0,2.0,0.0,,,,,,,,,,,,,,
22,PT09M52.00S,2025-01-22T00:47:37.3Z,1,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612753,0,6,2025-01-22T00:48:16Z,210000,False,,,0,,R. Barrett shooting personal FOUL (1 PF) (Black 2 FT),"[1629628, 1641710]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204059.0,1.0,0.0,Black,1641710.0,,,,,
