actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
18,PT10M49.00S,2025-01-04T00:44:17.3Z,1,REGULAR,rebound,offensive,[],1641783,,,1610612753,3,3,2025-01-04T00:44:20Z,180000,False,,,0,,T. da Silva REBOUND (Off:1 Def:0),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,16.0,1.0,0.0,1.0
19,PT10M47.00S,2025-01-04T00:44:19.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203484,17.95335085413929,94.11764705882352,1610612753,3,6,2025-01-04T00:44:23Z,190000,False,-221.0,116.0,1,left,K. Caldwell-Pope 24' 3PT  (3 PTS) (J. Suggs 1 AST),"[203484, 1630591]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,24.94,Made,3.0,J. Suggs,1630591.0,1.0,,,,,,,,,,,,,,
21,PT10M34.00S,2025-01-04T00:44:31.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,89.43823915900131,56.86274509803921,1610612761,3,6,2025-01-04T00:45:24Z,210000,False,34.0,47.0,1,right,MISS I. Quickley driving floating Shot - blocked,"[1630193, 1629048]",1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,5.8,Missed,,,,,,,,,,,,,Bitadze,1629048.0,,,,
22,PT10M34.00S,2025-01-04T00:44:31.9Z,1,REGULAR,block,,[],1629048,,,1610612761,3,6,2025-01-04T00:44:34Z,220000,False,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M31.00S,2025-01-04T00:44:34.9Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,3,6,2025-01-04T00:44:35Z,230000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,21.0,1.0,1.0,0.0
24,PT10M29.00S,2025-01-04T00:44:38.6Z,1,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,3,6,2025-01-04T00:44:44Z,240000,False,,,0,,J. Suggs lost ball out-of-bounds TURNOVER (1 TO),[1630591],1610612753.0,ORL,lost ball,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Right,,,,,,,2003.0,,,,,1.0,,,,,,,,
25,PT10M18.00S,2025-01-04T00:44:55.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630567,88.91261498028909,57.35294117647059,1610612761,5,6,2025-01-04T00:46:32Z,250000,False,37.0,52.0,1,right,S. Barnes 6' driving Layup (2 PTS) (I. Quickley 2 AST),"[1630567, 1630193]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.35,Made,2.0,I. Quickley,1630193.0,2.0,,,,,,,,,,,,,,
27,PT09M58.00S,2025-01-04T00:45:14.6Z,1,REGULAR,2pt,Hook,[],1629048,6.258212877792378,25.98039215686275,1610612753,5,6,2025-01-04T00:46:56Z,270000,False,120.0,6.0,1,left,MISS G. Bitadze 12' turnaround Hook,[1629048],1610612753.0,ORL,turnaround,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Right,12.03,Missed,,,,,,,,,,,,,,,,,,
28,PT09M56.00S,2025-01-04T00:45:16.6Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,5,6,2025-01-04T00:45:20Z,280000,False,,,0,,G. Dick REBOUND (Off:0 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,27.0,1.0,1.0,0.0
29,PT09M46.00S,2025-01-04T00:45:27.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,84.44480946123521,41.911764705882355,1610612761,5,6,2025-01-04T00:45:31Z,290000,False,-40.0,94.0,1,right,MISS J. Poeltl 10' turnaround Hook,[1627751],1610612761.0,TOR,turnaround,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,10.2,Missed,,,,,,,,,,,,,,,,,,
30,PT09M43.00S,2025-01-04T00:45:30.1Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,5,6,2025-01-04T00:45:31Z,300000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,29.0,1.0,1.0,0.0
31,PT09M33.00S,2025-01-04T00:45:39.9Z,1,REGULAR,3pt,Jump Shot,[],1630591,5.469776609724048,95.34313725490196,1610612753,5,9,2025-01-04T00:45:44Z,310000,False,-227.0,-1.0,1,left,J. Suggs 3PT  (3 PTS) (G. Bitadze 1 AST),"[1630591, 1629048]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,22.67,Made,3.0,G. Bitadze,1629048.0,1.0,,,,,,,,,,,,,,
33,PT09M18.00S,2025-01-04T00:45:54.5Z,1,REGULAR,2pt,Jump Shot,[],1630567,84.83902759526939,28.431372549019606,1610612761,5,9,2025-01-04T00:45:58Z,330000,False,-108.0,90.0,1,right,MISS S. Barnes 14' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,14.04,Missed,,,,,,,,,,,,,,,,,,
34,PT09M16.00S,2025-01-04T00:45:56.5Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,5,9,2025-01-04T00:45:58Z,340000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,33.0,2.0,2.0,0.0
35,PT09M07.00S,2025-01-04T00:46:06.0Z,1,REGULAR,3pt,Jump Shot,[],1630591,31.488173455978973,63.725490196078425,1610612753,5,9,2025-01-04T00:46:10Z,350000,False,-69.0,243.0,1,left,MISS J. Suggs 25' step back 3PT,[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,25.3,Missed,,,,,,,,,,,,,,,,,,
36,PT09M04.00S,2025-01-04T00:46:09.0Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,5,9,2025-01-04T00:46:10Z,360000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,35.0,1.0,1.0,0.0
204,PT08M58.00S,2025-01-04T00:46:15.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,93.42969776609723,51.69270833333333,1610612761,5,9,2025-01-04T01:16:27Z,375000,False,8.0,9.0,1,right,MISS I. Quickley driving Layup - blocked,"[1630193, 1629048]",1610612761.0,TOR,driving,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,,,,,,Bitadze,1629048.0,,,,
205,PT08M58.00S,2025-01-04T00:46:15.3Z,1,REGULAR,block,,[],1629048,,,1610612761,5,9,2025-01-04T01:16:27Z,382500,False,,,0,,G. Bitadze BLOCK (2 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
206,PT08M55.00S,2025-01-04T00:46:18.3Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,5,9,2025-01-04T01:16:36Z,386250,False,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,204.0,2.0,2.0,0.0
39,PT08M48.00S,2025-01-04T00:46:24.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203484,13.354139290407357,3.9215686274509802,1610612753,5,9,2025-01-04T01:29:01Z,390000,False,230.0,73.0,1,left,MISS K. Caldwell-Pope 24' running pullup 3PT,[203484],1610612753.0,ORL,running pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,24.17,Missed,,,,,,,,,,,,,,,,,,
40,PT08M45.00S,2025-01-04T00:46:27.6Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,5,9,2025-01-04T00:46:32Z,400000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,39.0,1.0,1.0,0.0
41,PT08M32.00S,2025-01-04T00:46:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,93.38042049934296,48.28431372549019,1610612761,5,9,2025-01-04T00:46:45Z,410000,False,-9.0,10.0,1,right,MISS G. Dick driving finger roll Layup - blocked,"[1641711, 1629048]",1610612761.0,TOR,driving finger roll,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,Bitadze,1629048.0,,,,
42,PT08M32.00S,2025-01-04T00:46:41.5Z,1,REGULAR,block,,[],1629048,,,1610612761,5,9,2025-01-04T00:46:43Z,420000,False,,,0,,G. Bitadze BLOCK (3 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M29.00S,2025-01-04T00:46:44.5Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,5,9,2025-01-04T00:46:44Z,430000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,41.0,2.0,1.0,1.0
44,PT08M27.00S,2025-01-04T00:46:45.8Z,1,REGULAR,2pt,Layup,['2ndchance'],1627751,92.46057818659659,33.82352941176471,1610612761,7,9,2025-01-04T00:50:34Z,440000,False,-81.0,18.0,1,right,J. Poeltl 8' putback Layup (5 PTS),[1627751],1610612761.0,TOR,putback,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,8.3,Made,5.0,,,,,,,,,,,,,,,,,
45,PT08M01.00S,2025-01-04T00:47:11.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,8.492115637319317,61.029411764705884,1610612753,7,9,2025-01-04T00:47:16Z,450000,False,-55.0,27.0,1,left,MISS J. Suggs 6' driving floating bank Shot,[1630591],1610612753.0,ORL,driving floating bank,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,6.15,Missed,,,,,,,,,,,,,,,,,,
46,PT07M59.00S,2025-01-04T00:47:13.9Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,7,9,2025-01-04T00:47:13Z,460000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,45.0,1.0,1.0,0.0
47,PT07M45.00S,2025-01-04T00:47:27.9Z,1,REGULAR,2pt,Jump Shot,[],1627751,92.72339027595268,77.45098039215686,1610612761,9,9,2025-01-04T00:52:20Z,470000,False,137.0,16.0,1,right,J. Poeltl 13' floating Jump Shot (7 PTS) (I. Quickley 3 AST),"[1627751, 1630193]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,13.82,Made,7.0,I. Quickley,1630193.0,3.0,,,,,,,,,,,,,,
49,PT07M32.00S,2025-01-04T00:47:40.2Z,1,REGULAR,2pt,Jump Shot,[],1641783,23.209592641261498,48.28431372549019,1610612753,9,11,2025-01-04T00:47:45Z,490000,False,9.0,166.0,1,left,T. da Silva 16' step back Jump Shot (5 PTS),[1641783],1610612753.0,ORL,step back,,,da Silva,T. da Silva,,,,,Mid-Range,16-24 Center,16.59,Made,5.0,,,,,,,,,,,,,,,,,
50,PT07M13.00S,2025-01-04T00:48:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,93.38042049934296,45.588235294117645,1610612761,11,11,2025-01-04T00:48:05Z,500000,False,-22.0,10.0,1,right,O. Agbaji driving Layup (2 PTS) (S. Barnes 1 AST),"[1630534, 1630567]",1610612761.0,TOR,driving,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,2.41,Made,2.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,,
52,PT07M01.00S,2025-01-04T00:48:12.0Z,1,REGULAR,3pt,Jump Shot,[],1629048,29.911300919842315,22.54901960784314,1610612753,11,11,2025-01-04T00:48:20Z,520000,False,137.0,229.0,1,left,MISS G. Bitadze 26' 3PT,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Right Center,26.67,Missed,,,,,,,,,,,,,,,,,,
53,PT06M59.00S,2025-01-04T00:48:14.0Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,11,11,2025-01-04T00:48:20Z,530000,False,,,0,,G. Dick REBOUND (Off:0 Def:2),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,52.0,2.0,2.0,0.0
54,PT06M52.00S,2025-01-04T00:48:20.4Z,1,REGULAR,turnover,bad pass,[],1641711,,,1610612761,11,11,2025-01-04T00:48:25Z,540000,False,,,0,,G. Dick bad pass TURNOVER (1 TO),"[1641711, 1630591]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Suggs,1630591.0,,,,,,
55,PT06M52.00S,2025-01-04T00:48:20.4Z,1,REGULAR,steal,,[],1630591,,,1610612753,11,11,2025-01-04T00:48:22Z,550000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT06M46.00S,2025-01-04T00:48:26.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631216,14.536793692509855,3.431372549019608,1610612753,11,14,2025-01-04T00:48:31Z,560000,False,233.0,84.0,1,left,C. Houstan 24' 3PT running (3 PTS) (K. Caldwell-Pope 2 AST),"[1631216, 203484]",1610612753.0,ORL,running,,,Houstan,C. Houstan,,,,,Right Corner 3,24+ Right,24.75,Made,3.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,,,,,,
58,PT06M45.00S,2025-01-04T00:48:31.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,11,14,2025-01-04T00:48:31Z,580000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M45.00S,2025-01-04T00:49:12.9Z,1,REGULAR,substitution,out,[],1630193,,,1610612761,11,14,2025-01-04T00:51:14Z,590000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M45.00S,2025-01-04T00:49:12.9Z,1,REGULAR,substitution,in,[],1642347,,,1610612761,11,14,2025-01-04T00:51:14Z,600000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M34.00S,2025-01-04T00:51:42.0Z,1,REGULAR,3pt,Jump Shot,[],1630534,93.77463863337714,95.09803921568627,1610612761,14,14,2025-01-04T00:51:48Z,610000,False,225.0,6.0,1,right,O. Agbaji 3PT  (5 PTS) (J. Shead 1 AST),"[1630534, 1642347]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,22.56,Made,5.0,J. Shead,1642347.0,1.0,,,,,,,,,,,,,,
63,PT06M04.00S,2025-01-04T00:52:11.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631216,12.171484888304862,52.69607843137255,1610612753,14,14,2025-01-04T00:52:20Z,630000,False,-13.0,62.0,1,left,MISS C. Houstan 6' driving floating Shot,[1631216],1610612753.0,ORL,driving floating,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),0-8 Center,6.34,Missed,,,,,,,,,,,,,,,,,,
64,PT06M02.00S,2025-01-04T00:52:14.1Z,1,REGULAR,rebound,offensive,[],1631216,,,1610612753,14,14,2025-01-04T00:52:14Z,640000,False,,,0,,C. Houstan REBOUND (Off:1 Def:0),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,63.0,1.0,0.0,1.0
66,PT05M54.00S,2025-01-04T00:52:34.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630591,16.376478318002626,42.15686274509804,1610612753,14,14,2025-01-04T00:52:39Z,660000,False,39.0,101.0,1,left,MISS J. Suggs 10' driving floating Shot,[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,10.87,Missed,,,,,,,,,,,,,,,,,,
67,PT05M51.00S,2025-01-04T00:52:37.8Z,1,REGULAR,rebound,offensive,[],1641783,,,1610612753,14,14,2025-01-04T00:52:39Z,670000,False,,,0,,T. da Silva REBOUND (Off:2 Def:0),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,66.0,2.0,0.0,2.0
68,PT05M40.00S,2025-01-04T00:52:48.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641783,19.530223390275953,95.09803921568627,1610612753,14,14,2025-01-04T00:53:11Z,680000,False,-225.0,131.0,1,left,MISS T. da Silva 26' step back bank 3PT,[1641783],1610612753.0,ORL,step back bank,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,26.08,Missed,,,,,,,,,,,,,,,,,,
69,PT05M38.00S,2025-01-04T00:52:50.4Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,14,14,2025-01-04T00:52:55Z,690000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,68.0,3.0,2.0,1.0
70,PT05M38.00S,2025-01-04T00:52:55.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612753,14,14,2025-01-04T00:53:03Z,700000,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,201246.0,,,,,,,,,,,,,
71,PT05M38.00S,2025-01-04T00:52:59.2Z,1,REGULAR,substitution,out,[],1630591,,,1610612761,14,14,2025-01-04T00:53:04Z,710000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M38.00S,2025-01-04T00:52:59.2Z,1,REGULAR,substitution,in,[],202709,,,1610612761,14,14,2025-01-04T00:53:04Z,720000,False,,,0,,SUB in: C. Joseph,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M27.00S,2025-01-04T00:53:21.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630567,91.14651773981603,19.852941176470587,1610612761,16,14,2025-01-04T00:55:43Z,730000,False,-151.0,31.0,1,right,S. Barnes 15' turnaround fadeaway Jump Shot (4 PTS) (J. Shead 2 AST),"[1630567, 1642347]",1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,15.38,Made,4.0,J. Shead,1642347.0,2.0,,,,,,,,,,,,,,
75,PT05M05.00S,2025-01-04T00:53:43.5Z,1,REGULAR,3pt,Jump Shot,[],1631216,19.004599211563733,93.13725490196079,1610612753,16,17,2025-01-04T00:53:47Z,750000,False,-216.0,126.0,1,left,C. Houstan 24' 3PT  (6 PTS) (C. Joseph 1 AST),"[1631216, 202709]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,24.99,Made,6.0,C. Joseph,202709.0,1.0,,,,,,,,,,,,,,
77,PT04M38.00S,2025-01-04T00:54:13.4Z,1,REGULAR,foul,personal,[],1631216,,,1610612761,16,17,2025-01-04T00:54:25Z,770000,False,,,0,,C. Houstan personal FOUL (1 PF),"[1631216, 1630567]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Mid-Range,16-24 Left Center,,,,,,,2003.0,1.0,0.0,Barnes,1630567.0,,,,,,,,,
79,PT04M38.00S,2025-01-04T00:54:23.4Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,16,17,2025-01-04T00:54:27Z,790000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M38.00S,2025-01-04T00:54:23.4Z,1,REGULAR,substitution,in,[],1642266,,,1610612761,16,17,2025-01-04T00:54:27Z,800000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M35.00S,2025-01-04T00:54:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,91.5407358738502,52.20588235294118,1610612761,16,17,2025-01-04T00:54:45Z,810000,False,11.0,27.0,1,right,MISS O. Agbaji Layup - blocked,"[1630534, 1631216]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,Houstan,1631216.0,,,,
