actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-04T00:42:40.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-04T00:42:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-12-04T00:42:42.2Z,1,REGULAR,jumpball,recovered,[],1629628,,,1610612761,0,0,2024-12-04T00:42:42Z,40000,False,,,0,,Jump Ball J. Poeltl vs. M. Turner: Tip to R. Barrett,"[1629628, 1627751, 1626167]",1610612761.0,TOR,startperiod,R. Barrett,1629628.0,Barrett,R. Barrett,Poeltl,1627751.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-12-04T00:42:56.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,11.645860709592641,42.15686274509804,1610612761,0,0,2024-12-04T00:43:12Z,70000,False,39.0,57.0,1,left,MISS J. Poeltl 6' driving floating Shot,[1627751],1610612761.0,TOR,driving floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,6.92,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2024-12-04T00:42:58.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,0,0,2024-12-04T00:43:05Z,80000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2024-12-04T00:43:11.3Z,1,REGULAR,2pt,Jump Shot,[],1629614,94.82588699080158,70.34313725490196,1610612754,0,0,2024-12-04T00:43:20Z,90000,False,102.0,-4.0,1,right,MISS A. Nembhard 10' driving floating Shot,[1629614],1610612754.0,IND,driving floating,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,10.18,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2024-12-04T00:43:13.3Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,0,2024-12-04T00:43:20Z,100000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M19.00S,2024-12-04T00:43:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642266,7.5722733245729295,52.450980392156865,1610612761,0,0,2024-12-04T00:44:40Z,110000,False,-12.0,19.0,1,left,MISS J. Walter driving Layup,[1642266],1610612761.0,TOR,driving,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
12,PT11M18.00S,2024-12-04T00:43:23.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,0,0,2024-12-04T00:43:33Z,120000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,11.0,,,,,,,,,,,,,,,,,
13,PT11M18.00S,2024-12-04T00:43:27.8Z,1,REGULAR,foul,personal,[],1627751,,,1610612754,0,0,2024-12-04T00:43:31Z,130000,False,,,0,,J. Poeltl loose ball personal FOUL (1 PF),"[1627751, 1626167]",1610612761.0,TOR,loose ball,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,1626300.0,1.0,0.0,Turner,1626167.0,,,,,,,,,
15,PT10M59.00S,2024-12-04T00:43:56.2Z,1,REGULAR,turnover,lost ball,[],1629614,,,1610612754,0,0,2024-12-04T00:44:02Z,150000,False,,,0,,A. Nembhard lost ball TURNOVER (1 TO),"[1629614, 1630567]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,Barnes,1630567.0,,,,,,
16,PT10M59.00S,2024-12-04T00:43:56.2Z,1,REGULAR,steal,,[],1630567,,,1610612761,0,0,2024-12-04T00:43:59Z,160000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
17,PT10M54.00S,2024-12-04T00:44:01.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630534,5.338370565045992,50.245098039215684,1610612761,2,0,2024-12-04T00:46:27Z,170000,False,-1.0,-2.0,1,left,O. Agbaji running DUNK (2 PTS) (S. Barnes 1 AST),"[1630534, 1630567]",1610612761.0,TOR,running,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,,,,,,,2.0,S. Barnes,1630567.0,1.0,,
19,PT10M38.00S,2024-12-04T00:44:17.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,95.0886990801577,49.754901960784316,1610612754,2,2,2024-12-04T00:47:31Z,190000,False,-1.0,-6.0,1,right,B. Mathurin driving Layup (2 PTS) (M. Turner 1 AST),"[1631097, 1626167]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,,,,,,,,,2.0,M. Turner,1626167.0,1.0,,
21,PT10M31.00S,2024-12-04T00:44:23.6Z,1,REGULAR,3pt,Jump Shot,[],1642266,5.863994743758213,4.166666666666666,1610612761,2,2,2024-12-04T00:44:28Z,210000,False,229.0,3.0,1,left,MISS J. Walter 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
22,PT10M29.00S,2024-12-04T00:44:25.6Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,2,2,2024-12-04T00:44:28Z,220000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M17.00S,2024-12-04T00:44:37.8Z,1,REGULAR,2pt,Jump Shot,[],1627783,90.3580814717477,23.284313725490197,1610612754,2,2,2024-12-04T00:48:10Z,230000,False,-134.0,38.0,1,right,MISS P. Siakam 13' turnaround fadeaway bank Shot,[1627783],1610612754.0,IND,turnaround fadeaway bank,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,13.89,Missed,,,,,,,,,,,,,,,,,,
24,PT10M15.00S,2024-12-04T00:44:39.8Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,2,2,2024-12-04T00:44:44Z,240000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT10M09.00S,2024-12-04T00:44:45.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,6.783837056504599,4.411764705882353,1610612761,5,2,2024-12-04T00:45:12Z,250000,False,228.0,11.0,1,left,R. Barrett 3PT running (3 PTS) (O. Agbaji 1 AST),"[1629628, 1630534]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,22.82,Made,,,,,,,,,,,,,3.0,O. Agbaji,1630534.0,1.0,,
27,PT09M49.00S,2024-12-04T00:45:39.0Z,1,REGULAR,jumpball,recovered,[],1629628,,,1610612754,5,2,2024-12-04T00:51:33Z,270000,False,,,0,,Jump Ball J. Walter vs. A. Nembhard: Tip to R. Barrett,"[1629628, 1642266, 1629614]",1610612761.0,TOR,heldball,R. Barrett,1629628.0,Barrett,R. Barrett,Walter,1642266.0,Nembhard,1629614.0,,,,,,,,,,,,,,,,,,,,,,
30,PT09M47.00S,2024-12-04T00:45:39.0Z,1,REGULAR,turnover,lost ball,[],1629614,,,1610612754,5,2,2024-12-04T00:45:39Z,300000,False,,,0,,A. Nembhard lost ball TURNOVER (2 TO),"[1629614, 1642266]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,2.0,Walter,1642266.0,,,,,,
31,PT09M47.00S,2024-12-04T00:45:39.0Z,1,REGULAR,steal,,[],1642266,,,1610612761,5,2,2024-12-04T00:45:39Z,310000,False,,,0,,J. Walter STEAL (1 STL),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M44.00S,2024-12-04T00:45:43.1Z,1,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612761,5,2,2024-12-04T00:46:04Z,320000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Barrett 2 FT),"[1631097, 1629628]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1193.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,
34,PT09M44.00S,2024-12-04T00:46:10.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629628,,,1610612761,6,2,2024-12-04T00:51:39Z,340000,False,,,0,,R. Barrett Free Throw 1 of 2 (4 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
35,PT09M44.00S,2024-12-04T00:46:10.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629628,,,1610612761,7,2,2024-12-04T00:51:39Z,350000,False,,,0,,R. Barrett Free Throw 2 of 2 (5 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
