actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
16,PT11M01.00S,2021-11-21T00:42:00.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,3,0,2021-11-21T00:42:00Z,160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M54.00S,2021-11-21T00:42:17.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629652,25.57490144546649,84.80392156862744,1610612760,3,0,2021-11-21T00:42:24Z,170000,-174.0,188.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M53.00S,2021-11-21T00:42:18.4Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,3,0,2021-11-21T00:42:24Z,180000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,17.0,2.0,2.0,0.0,,,,,,,,,,,
19,PT10M44.00S,2021-11-21T00:42:29.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,3,0,2021-11-21T00:42:29Z,190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M37.00S,2021-11-21T00:42:44.6Z,1,REGULAR,3pt,Jump Shot,[],203471,66.3107752956636,66.66666666666666,1610612738,3,0,2021-11-21T00:42:51Z,200000,83.0,264.0,1,right,MISS D. Schroder 27' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,27.7,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M35.00S,2021-11-21T00:42:46.6Z,1,REGULAR,rebound,defensive,[],202324,,,1610612760,3,0,2021-11-21T00:42:51Z,210000,,,0,,D. Favors REBOUND (Off:0 Def:1),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,
22,PT10M25.00S,2021-11-21T00:42:59.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,3,0,2021-11-21T00:42:59Z,220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M13.00S,2021-11-21T00:43:23.2Z,1,REGULAR,3pt,Jump Shot,[],1629647,25.837713534822605,84.31372549019608,1610612760,3,0,2021-11-21T00:43:53Z,230000,-172.0,190.0,1,left,MISS D. Bazley 25' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M12.00S,2021-11-21T00:43:24.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,3,0,2021-11-21T00:43:53Z,240000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,
25,PT10M12.00S,2021-11-21T00:43:28.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612760,3,0,2021-11-21T00:43:48Z,250000,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,200834.0,,,,,
26,PT10M00.00S,2021-11-21T00:43:50.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,88.12417871222075,2.941176470588235,1610612738,3,0,2021-11-21T00:44:01Z,260000,-235.0,59.0,1,right,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,24.26,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M59.00S,2021-11-21T00:43:51.8Z,1,REGULAR,rebound,defensive,[],202324,,,1610612760,3,0,2021-11-21T00:44:01Z,270000,,,0,,D. Favors REBOUND (Off:0 Def:2),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,
28,PT09M46.00S,2021-11-21T00:44:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,11.777266754270697,48.529411764705884,1610612760,3,0,2021-11-21T00:44:10Z,280000,7.0,58.0,1,left,MISS J. Giddey driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,5.87,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M44.00S,2021-11-21T00:44:05.8Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,3,0,2021-11-21T00:44:05Z,290000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,
30,PT09M30.00S,2021-11-21T00:44:19.4Z,1,REGULAR,2pt,Jump Shot,[],1628369,73.66951379763469,50.73529411764706,1610612738,5,0,2021-11-21T00:44:24Z,300000,4.0,195.0,1,right,J. Tatum 19' pullup Jump Shot (2 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,19.5,Made,2.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,,,
32,PT09M12.00S,2021-11-21T00:44:38.3Z,1,REGULAR,3pt,Jump Shot,[],1629652,11.383048620236531,2.696078431372549,1610612760,5,3,2021-11-21T00:44:44Z,320000,237.0,55.0,1,left,L. Dort 24' 3PT  (3 PTS) (J. Giddey 1 AST),"[1629652, 1630581]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,24.27,Made,3.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,,
34,PT08M48.00S,2021-11-21T00:45:01.8Z,1,REGULAR,3pt,Jump Shot,[],1628369,70.64717477003943,17.401960784313726,1610612738,5,3,2021-11-21T00:45:09Z,340000,-163.0,223.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.65,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M46.00S,2021-11-21T00:45:03.8Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,5,3,2021-11-21T00:45:09Z,350000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,
36,PT08M33.00S,2021-11-21T00:45:16.4Z,1,REGULAR,3pt,Jump Shot,[],202324,7.835085413929041,5.147058823529411,1610612760,5,6,2021-11-21T00:45:25Z,360000,224.0,21.0,1,left,D. Favors 3PT  (3 PTS) (L. Dort 1 AST),"[202324, 1629652]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,22.53,Made,3.0,L. Dort,1629652.0,1.0,,,,,,,,,,,,,,,
38,PT08M20.00S,2021-11-21T00:45:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,91.27792378449409,55.14705882352941,1610612738,7,6,2021-11-21T00:45:36Z,380000,26.0,29.0,1,right,A. Horford alley-oop Layup (2 PTS) (M. Smart 1 AST),"[201143, 203935]",1610612738.0,BOS,alley-oop,,,Horford,A. Horford,,,,,3.91,Made,2.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,,,
40,PT08M01.00S,2021-11-21T00:45:49.1Z,1,REGULAR,2pt,Jump Shot,[],202324,22.158344283837057,47.30392156862745,1610612760,7,8,2021-11-21T00:45:54Z,400000,13.0,156.0,1,left,D. Favors 15' Jump Shot (5 PTS) (J. Giddey 2 AST),"[202324, 1630581]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,15.64,Made,5.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,,
42,PT07M46.00S,2021-11-21T00:46:03.7Z,1,REGULAR,2pt,Jump Shot,[],1628369,76.42904073587385,71.56862745098039,1610612738,9,8,2021-11-21T00:48:20Z,420000,108.0,169.0,1,right,J. Tatum 20' pullup Jump Shot (4 PTS) (A. Horford 2 AST),"[1628369, 201143]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,20.05,Made,4.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,,
44,PT07M27.00S,2021-11-21T00:46:26.1Z,1,REGULAR,turnover,backcourt,[],1629652,,,1610612760,9,8,2021-11-21T00:46:38Z,440000,,,0,,L. Dort backcourt TURNOVER (1 TO),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,1.0,,,,,,,,,,
45,PT07M20.00S,2021-11-21T00:46:47.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203471,91.01511169513797,39.21568627450981,1610612738,11,8,2021-11-21T00:46:56Z,450000,-54.0,32.0,1,right,D. Schroder 6' driving floating Jump Shot (2 PTS) (J. Tatum 2 AST),"[203471, 1628369]",1610612738.0,BOS,driving floating,,,Schroder,D. Schroder,,,,,6.27,Made,2.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,,
47,PT06M55.00S,2021-11-21T00:47:13.1Z,1,REGULAR,2pt,Jump Shot,[],202324,22.421156373193167,31.127450980392158,1610612760,11,8,2021-11-21T00:47:20Z,470000,94.0,158.0,1,left,MISS D. Favors 18' Jump Shot,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,18.43,Missed,,,,,,,,,,,,,,,,,,,
48,PT06M53.00S,2021-11-21T00:47:15.1Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,11,8,2021-11-21T00:47:20Z,480000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,47.0,3.0,3.0,0.0,,,,,,,,,,,
49,PT06M45.00S,2021-11-21T00:47:21.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,76.42904073587385,91.42156862745098,1610612738,11,8,2021-11-21T00:49:45Z,490000,207.0,169.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,,
50,PT06M43.00S,2021-11-21T00:47:23.4Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,11,8,2021-11-21T00:47:27Z,500000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,,
51,PT06M41.00S,2021-11-21T00:47:30.6Z,1,REGULAR,foul,personal,[],1628369,,,1610612760,11,8,2021-11-21T00:47:47Z,510000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1629647]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Bazley,1629647.0,
53,PT06M41.00S,2021-11-21T00:47:41.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,11,8,2021-11-21T00:47:41Z,530000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M34.00S,2021-11-21T00:50:37.7Z,1,REGULAR,turnover,out-of-bounds,[],1628983,,,1610612760,11,8,2021-11-21T00:50:44Z,540000,,,0,,S. Gilgeous-Alexander bad pass out-of-bounds TURNOVER (1 TO),[1628983],1610612760.0,OKC,bad pass,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,1.0,,,,,200834.0,,,,,
55,PT06M27.00S,2021-11-21T00:50:47.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,92.19776609724047,45.83333333333333,1610612738,11,8,2021-11-21T00:50:54Z,550000,-21.0,21.0,1,right,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,2.94,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M26.00S,2021-11-21T00:50:48.7Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,11,8,2021-11-21T00:50:54Z,560000,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,55.0,3.0,3.0,0.0,,,,,,,,,,,
57,PT06M08.00S,2021-11-21T00:51:06.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,11.383048620236531,60.29411764705882,1610612760,11,8,2021-11-21T00:51:59Z,570000,-51.0,55.0,1,left,MISS J. Giddey 7' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,7.5,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M06.00S,2021-11-21T00:51:08.9Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,11,8,2021-11-21T00:51:11Z,580000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,
59,PT06M00.00S,2021-11-21T00:51:14.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.88764783180025,18.627450980392158,1610612738,11,8,2021-11-21T00:51:21Z,590000,-157.0,249.0,1,right,MISS J. Tatum 29' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,29.46,Missed,,,,,,,,,,,,,,,,,,,
60,PT05M58.00S,2021-11-21T00:51:16.4Z,1,REGULAR,rebound,defensive,[],202324,,,1610612760,11,8,2021-11-21T00:51:21Z,600000,,,0,,D. Favors REBOUND (Off:0 Def:3),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,59.0,3.0,3.0,0.0,,,,,,,,,,,
61,PT05M48.00S,2021-11-21T00:51:27.2Z,1,REGULAR,3pt,Jump Shot,[],1630581,30.042706964520367,24.264705882352942,1610612760,11,8,2021-11-21T00:51:34Z,610000,129.0,230.0,1,left,MISS J. Giddey 26' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
62,PT05M47.00S,2021-11-21T00:51:28.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,11,8,2021-11-21T00:51:34Z,620000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,
63,PT05M22.00S,2021-11-21T00:51:52.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,64.60249671484888,52.94117647058824,1610612738,14,8,2021-11-21T00:51:57Z,630000,15.0,280.0,1,right,J. Tatum 28' 3PT  (7 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,28.06,Made,7.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,,
66,PT05M07.00S,2021-11-21T00:52:31.9Z,1,REGULAR,foul,technical,['1freethrow'],1629684,,,1610612760,14,8,2021-11-21T00:52:40Z,660000,,,0,,G. Williams defensive-3-second technical FOUL (1 Tech),[1629684],1610612738.0,BOS,defensive-3-second,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,200834.0,0.0,1.0,,,
67,PT05M07.00S,2021-11-21T00:52:41.7Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,14,8,2021-11-21T00:52:41Z,670000,,,0,,MISS S. Gilgeous-Alexander technical Free Throw 1 of 1,[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M07.00S,2021-11-21T00:52:41.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,14,8,2021-11-21T00:52:41Z,680000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,
69,PT05M07.00S,2021-11-21T00:52:44.0Z,1,REGULAR,substitution,out,[],203935,,,1610612760,14,8,2021-11-21T00:53:01Z,690000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M07.00S,2021-11-21T00:52:44.0Z,1,REGULAR,substitution,out,[],1628369,,,1610612760,14,8,2021-11-21T00:53:01Z,700000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M07.00S,2021-11-21T00:52:44.0Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,14,8,2021-11-21T00:53:01Z,710000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M07.00S,2021-11-21T00:52:44.0Z,1,REGULAR,substitution,out,[],202324,,,1610612760,14,8,2021-11-21T00:53:01Z,720000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M07.00S,2021-11-21T00:52:44.0Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,14,8,2021-11-21T00:53:01Z,730000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M07.00S,2021-11-21T00:52:44.0Z,1,REGULAR,substitution,in,[],1629641,,,1610612760,14,8,2021-11-21T00:53:01Z,740000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M07.00S,2021-11-21T00:52:44.0Z,1,REGULAR,substitution,in,[],1626196,,,1610612760,14,8,2021-11-21T00:53:01Z,750000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M07.00S,2021-11-21T00:52:44.0Z,1,REGULAR,substitution,in,[],1629660,,,1610612760,14,8,2021-11-21T00:53:01Z,760000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M07.00S,2021-11-21T00:52:44.0Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,14,8,2021-11-21T00:53:01Z,770000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M07.00S,2021-11-21T00:52:44.0Z,1,REGULAR,substitution,in,[],1630526,,,1610612760,14,8,2021-11-21T00:53:01Z,780000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M58.00S,2021-11-21T00:53:08.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,12.040078843626807,62.254901960784316,1610612760,14,8,2021-11-21T00:53:17Z,790000,-61.0,61.0,1,left,MISS T. Jerome 8' Jump Shot,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,8.63,Missed,,,,,,,,,,,,,,,,,,,
80,PT04M57.00S,2021-11-21T00:53:09.9Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,14,8,2021-11-21T00:53:17Z,800000,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,,,
81,PT04M50.00S,2021-11-21T00:53:17.8Z,1,REGULAR,2pt,Jump Shot,[],203471,76.42904073587385,32.59803921568628,1610612738,16,8,2021-11-21T00:53:21Z,810000,-87.0,169.0,1,right,D. Schroder 19' pullup Jump Shot (4 PTS) (A. Horford 3 AST),"[203471, 201143]",1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,19.02,Made,4.0,A. Horford,201143.0,3.0,,,,,,,,,,,,,,,
82,PT04M34.00S,2021-11-21T00:53:32.8Z,1,REGULAR,3pt,Jump Shot,[],1628983,29.911300919842315,77.45098039215686,1610612760,16,11,2021-11-21T00:53:38Z,820000,-137.0,229.0,1,left,S. Gilgeous-Alexander 26' 3PT step back (3 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,26.67,Made,3.0,,,,,,,,,,,,,,,,,,
83,PT04M24.00S,2021-11-21T00:53:42.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,92.59198423127464,57.35294117647059,1610612738,16,11,2021-11-21T00:53:54Z,830000,37.0,17.0,1,right,MISS D. Schroder floating Shot,[203471],1610612738.0,BOS,floating,,,Schroder,D. Schroder,,,,,4.06,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M23.00S,2021-11-21T00:53:43.7Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,16,11,2021-11-21T00:53:54Z,840000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,
85,PT04M07.00S,2021-11-21T00:54:00.3Z,1,REGULAR,3pt,Jump Shot,[],1630526,5.601182654402102,95.58823529411765,1610612760,16,11,2021-11-21T00:54:08Z,850000,-228.0,0.0,1,left,MISS J. Robinson-Earl 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M06.00S,2021-11-21T00:54:01.3Z,1,REGULAR,rebound,offensive,[],1629026,,,1610612760,16,11,2021-11-21T00:54:08Z,860000,,,0,,K. Williams REBOUND (Off:1 Def:0),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,85.0,1.0,0.0,1.0,,,,,,,,,,,
87,PT04M05.00S,2021-11-21T00:54:04.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,7.703679369250986,44.85294117647059,1610612760,16,13,2021-11-21T00:54:17Z,870000,26.0,20.0,1,left,K. Williams putback Layup (2 PTS),[1629026],1610612760.0,OKC,putback,,,Williams,K. Williams,,,,,3.25,Made,2.0,,,,,,,,,,,,,,,,,,
88,PT03M41.00S,2021-11-21T00:54:25.9Z,1,REGULAR,3pt,Jump Shot,[],201143,65.39093298291722,40.44117647058824,1610612738,16,13,2021-11-21T00:54:33Z,880000,-48.0,273.0,1,right,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,27.7,Missed,,,,,,,,,,,,,,,,,,,
89,PT03M40.00S,2021-11-21T00:54:26.9Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,16,13,2021-11-21T00:54:33Z,890000,,,0,,D. Bazley REBOUND (Off:0 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,88.0,4.0,4.0,0.0,,,,,,,,,,,
