actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
28,PT09M37.00S,2022-01-20T00:49:17.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,2,2,2022-01-20T00:49:17Z,280000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,
29,PT09M37.00S,2022-01-20T00:49:38.7Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612738,2,2,2022-01-20T00:49:38Z,290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M37.00S,2022-01-20T00:50:41.7Z,1,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,3,2,2022-01-20T00:50:41Z,300000,,,0,,J. Tatum Free Throw 2 of 3 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
31,PT09M37.00S,2022-01-20T00:50:55.2Z,1,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,4,2,2022-01-20T00:50:55Z,310000,,,0,,J. Tatum Free Throw 3 of 3 (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
32,PT09M28.00S,2022-01-20T00:51:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,12.302890932982917,41.42156862745098,1610612766,4,4,2022-01-20T00:51:11Z,320000,43.0,63.0,1,left,L. Ball 7' driving Layup (2 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,7.63,Made,,,,,,,,,,,,,2.0,,,,,
33,PT09M13.00S,2022-01-20T00:51:21.9Z,1,REGULAR,turnover,bad pass,[],201143,,,1610612738,4,4,2022-01-20T00:51:29Z,330000,,,0,,A. Horford bad pass TURNOVER (1 TO),"[201143, 202330]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,1.0,Hayward,202330.0,,,,,,,,,,,
34,PT09M13.00S,2022-01-20T00:51:21.9Z,1,REGULAR,steal,,[],202330,,,1610612766,4,4,2022-01-20T00:51:23Z,340000,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M05.00S,2022-01-20T00:51:30.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,30.699737187910642,23.52941176470588,1610612766,4,4,2022-01-20T00:51:39Z,350000,132.0,236.0,1,left,MISS M. Bridges 27' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,
36,PT09M04.00S,2022-01-20T00:51:31.6Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,4,4,2022-01-20T00:51:39Z,360000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,35.0,3.0,3.0,0.0,,,,,,,,,,,,,,
37,PT09M00.00S,2022-01-20T00:51:35.6Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612738,4,4,2022-01-20T00:51:42Z,370000,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 202330]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,1.0,Hayward,202330.0,,,,,,,,,,,
38,PT09M00.00S,2022-01-20T00:51:35.6Z,1,REGULAR,steal,,[],202330,,,1610612766,4,4,2022-01-20T00:51:38Z,380000,,,0,,G. Hayward STEAL (2 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M55.00S,2022-01-20T00:51:40.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626179,23.47240473061761,87.74509803921569,1610612766,4,4,2022-01-20T00:52:25Z,390000,-189.0,168.0,1,left,MISS T. Rozier 25' running pullup 3PT,[1626179],1610612766.0,CHA,running pullup,,,Rozier,T. Rozier,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,
40,PT08M52.00S,2022-01-20T00:51:43.2Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,4,4,2022-01-20T00:51:54Z,400000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M39.00S,2022-01-20T00:51:56.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,84.57621550591328,38.970588235294116,1610612738,4,4,2022-01-20T00:52:07Z,410000,-55.0,92.0,1,right,MISS J. Brown 10' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,10.77,Missed,,,,,,,,,,,,,,,,,,
42,PT08M36.00S,2022-01-20T00:51:59.9Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,4,4,2022-01-20T00:52:07Z,420000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT08M27.00S,2022-01-20T00:52:07.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,6.258212877792378,50.245098039215684,1610612766,4,6,2022-01-20T00:52:13Z,430000,-1.0,6.0,1,left,M. Plumlee cutting DUNK (4 PTS) (L. Ball 1 AST),"[203486, 1630163]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,0.64,Made,,,,,,,,,,,,,4.0,L. Ball,1630163.0,1.0,,
45,PT08M02.00S,2022-01-20T00:52:33.3Z,1,REGULAR,2pt,Jump Shot,[],203471,76.03482260183968,62.99019607843137,1610612738,6,6,2022-01-20T00:52:38Z,450000,65.0,173.0,1,right,D. Schroder 18' pullup Jump Shot (2 PTS),[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,18.46,Made,,,,,,,,,,,,,2.0,,,,,
46,PT07M43.00S,2022-01-20T00:52:52.0Z,1,REGULAR,3pt,Jump Shot,[],1628970,3.892904073587385,96.81372549019608,1610612766,6,6,2022-01-20T00:52:58Z,460000,-234.0,-16.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,23.46,Missed,,,,,,,,,,,,,,,,,,
47,PT07M40.00S,2022-01-20T00:52:55.0Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,6,6,2022-01-20T00:52:58Z,470000,,,0,,M. Plumlee REBOUND (Off:1 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,,
48,PT07M36.00S,2022-01-20T00:53:00.8Z,1,REGULAR,foul,personal,['2freethrow'],203471,,,1610612766,6,6,2022-01-20T00:53:09Z,480000,,,0,,D. Schroder shooting personal FOUL (1 PF) (Ball 2 FT),"[203471, 1630163]",1610612738.0,BOS,shooting,,,Schroder,D. Schroder,,,,,,,,,,,,,,204059.0,1.0,0.0,Ball,1630163.0,,,,,,
50,PT07M36.00S,2022-01-20T00:53:28.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630163,,,1610612766,6,7,2022-01-20T00:53:28Z,500000,,,0,,L. Ball Free Throw 1 of 2 (3 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
51,PT07M36.00S,2022-01-20T00:53:49.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630163,,,1610612766,6,8,2022-01-20T00:53:49Z,510000,,,0,,L. Ball Free Throw 2 of 2 (4 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
52,PT07M33.00S,2022-01-20T00:53:57.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,6,8,2022-01-20T00:53:57Z,520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M22.00S,2022-01-20T00:54:13.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,91.93495400788436,49.26470588235294,1610612738,8,8,2022-01-20T00:54:19Z,530000,-4.0,23.0,1,right,J. Tatum driving DUNK (4 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.36,Made,,,,,,,,,,,,,4.0,A. Horford,201143.0,1.0,,
55,PT07M18.00S,2022-01-20T00:54:19.6Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,8,8,2022-01-20T00:54:31Z,550000,,,0,,L. Ball bad pass out-of-bounds TURNOVER (2 TO),[1630163],1610612766.0,CHA,bad pass,,,Ball,L. Ball,,,,,,,,,,,2.0,,,200832.0,,,,,,,,,,
56,PT07M06.00S,2022-01-20T00:54:36.6Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,8,8,2022-01-20T00:54:43Z,560000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,,,,,,,1.0,,,204059.0,,,,,,,,,,
57,PT06M52.00S,2022-01-20T00:54:58.6Z,1,REGULAR,foul,personal,[],1629684,,,1610612766,8,8,2022-01-20T00:55:18Z,570000,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 202330]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,200832.0,1.0,0.0,Hayward,202330.0,,,,,,
59,PT06M52.00S,2022-01-20T00:55:16.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,8,8,2022-01-20T00:55:16Z,590000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M39.00S,2022-01-20T00:58:45.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626179,7.178055190538765,30.392156862745097,1610612766,8,8,2022-01-20T00:59:43Z,600000,98.0,15.0,1,left,MISS T. Rozier 9' turnaround fadeaway Shot,[1626179],1610612766.0,CHA,turnaround fadeaway,,,Rozier,T. Rozier,,,,,9.91,Missed,,,,,,,,,,,,,,,,,,
61,PT06M38.00S,2022-01-20T00:58:46.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,8,8,2022-01-20T00:59:43Z,610000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,
62,PT06M38.00S,2022-01-20T00:58:50.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612766,8,8,2022-01-20T00:59:02Z,620000,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M25.00S,2022-01-20T00:59:11.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,92.59198423127464,44.6078431372549,1610612738,8,8,2022-01-20T00:59:20Z,630000,-27.0,17.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.2,Missed,,,,,,,,,,,,,,,,,,
64,PT06M23.00S,2022-01-20T00:59:13.9Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,8,8,2022-01-20T00:59:13Z,640000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,63.0,4.0,3.0,1.0,,,,,,,,,,,,,,
65,PT06M23.00S,2022-01-20T00:59:15.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201143,93.9060446780552,62.5,1610612738,10,8,2022-01-20T00:59:35Z,650000,62.0,5.0,1,right,A. Horford 6' putback Layup (2 PTS),[201143],1610612738.0,BOS,putback,,,Horford,A. Horford,,,,,6.27,Made,,,,,,,,,,,,,2.0,,,,,
66,PT06M23.00S,2022-01-20T00:59:20.8Z,1,REGULAR,foul,personal,['1freethrow'],202330,,,1610612738,10,8,2022-01-20T00:59:25Z,660000,,,0,,G. Hayward shooting personal FOUL (2 PF) (Horford 1 FT),"[202330, 201143]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,,200832.0,2.0,0.0,Horford,201143.0,,,,,,
68,PT06M23.00S,2022-01-20T00:59:41.1Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",201143,,,1610612738,11,8,2022-01-20T00:59:41Z,680000,,,0,,A. Horford Free Throw 1 of 1 (3 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
69,PT06M14.00S,2022-01-20T00:59:51.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,5.206964520367937,52.94117647058824,1610612766,11,10,2022-01-20T00:59:55Z,690000,-15.0,-4.0,1,left,L. Ball driving finger roll Layup (6 PTS),[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,1.51,Made,,,,,,,,,,,,,6.0,,,,,
70,PT06M03.00S,2022-01-20T01:00:02.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,88.64980289093299,51.225490196078425,1610612738,11,10,2022-01-20T01:00:52Z,700000,6.0,54.0,1,right,MISS D. Schroder driving floating Shot,[203471],1610612738.0,BOS,driving floating,,,Schroder,D. Schroder,,,,,5.45,Missed,,,,,,,,,,,,,,,,,,
71,PT06M01.00S,2022-01-20T01:00:04.9Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,11,10,2022-01-20T01:00:10Z,710000,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,70.0,3.0,2.0,1.0,,,,,,,,,,,,,,
72,PT05M53.00S,2022-01-20T01:00:12.8Z,1,REGULAR,2pt,Jump Shot,[],1626179,9.280551905387648,33.088235294117645,1610612766,11,12,2022-01-20T01:00:19Z,720000,85.0,35.0,1,left,T. Rozier 9' driving floating bank Jump Shot (2 PTS),[1626179],1610612766.0,CHA,driving floating bank,,,Rozier,T. Rozier,,,,,9.14,Made,,,,,,,,,,,,,2.0,,,,,
73,PT05M40.00S,2022-01-20T01:00:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,91.27792378449409,46.32352941176471,1610612738,11,12,2022-01-20T01:01:14Z,730000,-18.0,29.0,1,right,MISS G. Williams Layup - blocked,"[1629684, 1630163]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,3.48,Missed,,,,,,,,,,,,,,,,,Ball,1630163.0
82,PT05M40.00S,2022-01-20T01:00:26.2Z,1,REGULAR,block,,[],1630163,,,1610612738,11,12,2022-01-20T01:01:14Z,735000,,,0,,L. Ball BLOCK (1 BLK),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M38.00S,2022-01-20T01:00:28.2Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,11,12,2022-01-20T01:01:14Z,740000,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,73.0,1.0,0.0,1.0,,,,,,,,,,,,,,
75,PT05M37.00S,2022-01-20T01:00:29.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203471,93.11760840998686,3.1862745098039214,1610612738,14,12,2022-01-20T01:00:42Z,750000,-234.0,12.0,1,right,D. Schroder 3PT  (5 PTS) (G. Williams 1 AST),"[203471, 1629684]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,23.44,Made,,,,,,,,,,,,,5.0,G. Williams,1629684.0,1.0,,
77,PT05M27.00S,2022-01-20T01:00:41.3Z,1,REGULAR,turnover,traveling,[],1630163,,,1610612766,14,12,2022-01-20T01:00:46Z,770000,,,0,,L. Ball traveling TURNOVER (3 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,3.0,,,204059.0,,,,,,,,,,
78,PT05M27.00S,2022-01-20T01:00:45.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,14,12,2022-01-20T01:00:56Z,780000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M27.00S,2022-01-20T01:00:45.6Z,1,REGULAR,substitution,out,[],202330,,,1610612738,14,12,2022-01-20T01:00:56Z,790000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M27.00S,2022-01-20T01:00:45.6Z,1,REGULAR,substitution,in,[],1626196,,,1610612738,14,12,2022-01-20T01:00:56Z,800000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M27.00S,2022-01-20T01:00:45.6Z,1,REGULAR,substitution,in,[],1626162,,,1610612738,14,12,2022-01-20T01:00:56Z,810000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M10.00S,2022-01-20T01:01:20.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,95.6143232588699,94.6078431372549,1610612738,17,12,2022-01-20T01:01:24Z,820000,223.0,-11.0,1,right,G. Williams 3PT  (3 PTS) (D. Schroder 2 AST),"[1629684, 203471]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.33,Made,,,,,,,,,,,,,3.0,D. Schroder,203471.0,2.0,,
85,PT04M57.00S,2022-01-20T01:01:32.8Z,1,REGULAR,foul,offensive,[],1630163,,,1610612766,17,12,2022-01-20T01:01:54Z,840000,,,0,,L. Ball offensive FOUL (1 PF),"[1630163, 1629684]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,204059.0,1.0,0.0,Williams,1629684.0,,,,,,
87,PT04M57.00S,2022-01-20T01:01:32.8Z,1,REGULAR,turnover,offensive foul,[],1630163,,,1610612766,17,12,2022-01-20T01:01:32Z,860000,,,0,,L. Ball offensive foul TURNOVER (4 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,4.0,,,204059.0,,,,,,,,,,
88,PT04M57.00S,2022-01-20T01:01:53.4Z,1,REGULAR,substitution,out,[],201143,,,1610612738,17,12,2022-01-20T01:02:00Z,870000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M57.00S,2022-01-20T01:01:53.4Z,1,REGULAR,substitution,out,[],1630163,,,1610612738,17,12,2022-01-20T01:02:00Z,880000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M57.00S,2022-01-20T01:01:53.4Z,1,REGULAR,substitution,in,[],202683,,,1610612738,17,12,2022-01-20T01:02:00Z,890000,,,0,,SUB in: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,
