actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-12T00:40:40.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-12T00:40:40Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-12T00:40:42.1Z,1,REGULAR,jumpball,recovered,[],203935,,,1610612738,0,0,2022-03-12T00:40:42Z,40000,,,0,,Jump Ball R. Williams III vs. M. Bagley III: Tip to M. Smart,"[203935, 1629057, 1628963]",1610612738.0,BOS,startperiod,M. Smart,203935.0,Smart,M. Smart,Williams III,1629057.0,Bagley III,1628963.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2022-03-12T00:41:03.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,91.01511169513797,50.245098039215684,1610612738,0,0,2022-03-12T00:41:09Z,70000,1.0,32.0,1,right,MISS A. Horford cutting Layup,[201143],1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,3.2,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2022-03-12T00:41:05.7Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,0,0,2022-03-12T00:41:09Z,80000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M31.00S,2022-03-12T00:41:08.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203924,8.886333771353483,2.696078431372549,1610612765,0,3,2022-03-12T00:41:14Z,90000,237.0,31.0,1,left,J. Grant 3PT  (3 PTS) (C. Joseph 1 AST),"[203924, 202709]",1610612765.0,DET,,,,Grant,J. Grant,,,,,23.85,Made,,,,,3.0,C. Joseph,202709.0,1.0,,,,,,,,,,,
11,PT11M15.00S,2022-03-12T00:41:24.1Z,1,REGULAR,2pt,Jump Shot,[],203935,70.59789750328515,54.231770833333336,1610612738,0,3,2022-03-12T00:41:39Z,110000,21.0,224.0,1,right,MISS M. Smart 22' Jump Shot,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,22.49,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M13.00S,2022-03-12T00:41:26.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,0,3,2022-03-12T00:41:39Z,120000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,
13,PT11M13.00S,2022-03-12T00:41:32.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,0,3,2022-03-12T00:41:32Z,130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PT11M06.00S,2022-03-12T00:41:49.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,78.66294349540078,67.40196078431373,1610612738,0,3,2022-03-12T00:42:00Z,140000,87.0,148.0,1,right,MISS J. Brown 17' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,17.18,Missed,,,,,,,,,,,,,,,,,,,
15,PT11M04.00S,2022-03-12T00:41:51.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,0,3,2022-03-12T00:42:00Z,150000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,
