actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
519,PT07M52.00S,2021-11-11T02:31:15.3Z,4,REGULAR,foul,personal,[],1627783,,,1610612738,86,75,2021-11-11T02:31:23Z,5180000,,,0,,P. Siakam personal FOUL (3 PF),"[1627783, 203935]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,201638.0,3.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
521,PT07M52.00S,2021-11-11T02:31:20.1Z,4,REGULAR,substitution,out,[],1630625,,,1610612738,86,75,2021-11-11T02:31:28Z,5200000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT07M52.00S,2021-11-11T02:31:20.1Z,4,REGULAR,substitution,in,[],1627832,,,1610612738,86,75,2021-11-11T02:31:28Z,5210000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT07M42.00S,2021-11-11T02:31:47.9Z,4,REGULAR,3pt,Jump Shot,[],1628369,26.363337713534822,14.460784313725492,1610612738,86,75,2021-11-11T02:31:53Z,5220000,178.0,195.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,26.4,Missed,,,,,,,,,,,,,,
524,PT07M38.00S,2021-11-11T02:31:51.9Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,86,75,2021-11-11T02:31:53Z,5230000,,,0,,P. Achiuwa REBOUND (Off:2 Def:7),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,523.0,9.0,7.0,2.0,,,,,,
525,PT07M34.00S,2021-11-11T02:31:55.5Z,4,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612761,86,75,2021-11-11T02:32:03Z,5240000,,,0,,J. Richardson shooting personal FOUL (4 PF) (Mykhailiuk 2 FT),"[1626196, 1629004]",1610612738.0,BOS,shooting,,,Richardson,J. Richardson,,,,,201638.0,4.0,0.0,Mykhailiuk,1629004.0,,,,,,,,,,,,,,,,
527,PT07M34.00S,2021-11-11T02:32:24.0Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629004,,,1610612761,86,76,2021-11-11T02:32:24Z,5260000,,,0,,S. Mykhailiuk Free Throw 1 of 2 (9 PTS),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
528,PT07M34.00S,2021-11-11T02:32:40.3Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629004,,,1610612761,86,77,2021-11-11T02:32:40Z,5270000,,,0,,S. Mykhailiuk Free Throw 2 of 2 (10 PTS),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
529,PT07M15.00S,2021-11-11T02:33:03.6Z,4,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612738,86,77,2021-11-11T02:33:16Z,5280000,,,0,,P. Siakam shooting personal FOUL (4 PF) (Tatum 2 FT),"[1627783, 1628369]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,202056.0,4.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
531,PT07M15.00S,2021-11-11T02:33:54.2Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,87,77,2021-11-11T02:33:54Z,5300000,,,0,,J. Tatum Free Throw 1 of 2 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,20.0,,,,,,,,,,,,,
532,PT07M15.00S,2021-11-11T02:33:56.7Z,4,REGULAR,substitution,out,[],1627783,,,1610612738,87,77,2021-11-11T02:34:01Z,5310000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT07M15.00S,2021-11-11T02:33:56.7Z,4,REGULAR,substitution,in,[],1628384,,,1610612738,87,77,2021-11-11T02:34:01Z,5320000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT07M15.00S,2021-11-11T02:34:15.8Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,87,77,2021-11-11T02:34:15Z,5330000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Missed,,,,,,,,,,,,,,
535,PT07M12.00S,2021-11-11T02:34:16.7Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,87,77,2021-11-11T02:34:16Z,5340000,,,0,,O. Anunoby REBOUND (Off:1 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,534.0,5.0,4.0,1.0,,,,,,
536,PT06M59.00S,2021-11-11T02:34:29.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,93.38042049934296,53.431372549019606,1610612761,87,79,2021-11-11T02:34:35Z,5350000,17.0,10.0,1,right,O. Anunoby driving finger roll Layup (14 PTS) (F. VanVleet 5 AST),"[1628384, 1627832]",1610612761.0,TOR,driving finger roll,,,Anunoby,O. Anunoby,,,,,,,,,,1.97,Made,14.0,F. VanVleet,1627832.0,5.0,,,,,,,,,,
538,PT06M44.00S,2021-11-11T02:34:47.3Z,4,REGULAR,foul,personal,[],1629018,,,1610612738,87,79,2021-11-11T02:34:56Z,5370000,,,0,,G. Trent Jr. personal FOUL (2 PF),"[1629018, 1628369]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,2003.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
540,PT06M44.00S,2021-11-11T02:34:54.8Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,87,79,2021-11-11T02:35:00Z,5390000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT06M44.00S,2021-11-11T02:34:54.8Z,4,REGULAR,substitution,in,[],203471,,,1610612738,87,79,2021-11-11T02:35:00Z,5400000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT06M35.00S,2021-11-11T02:35:19.8Z,4,REGULAR,2pt,Jump Shot,[],1628369,9.937582128777924,20.588235294117645,1610612738,87,79,2021-11-11T02:35:26Z,5410000,147.0,41.0,1,left,MISS J. Tatum 15' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,,,,15.27,Missed,,,,,,,,,,,,,,
543,PT06M32.00S,2021-11-11T02:35:22.9Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,87,79,2021-11-11T02:35:22Z,5420000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,542.0,3.0,2.0,1.0,,,,,,
544,PT06M30.00S,2021-11-11T02:35:25.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630173,,,1610612738,87,79,2021-11-11T02:35:40Z,5430000,,,0,,P. Achiuwa shooting personal FOUL (4 PF) (Richardson 2 FT),"[1630173, 1626196]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,201638.0,4.0,0.0,Richardson,1626196.0,,,,,,,,,,,,,,,,
546,PT06M30.00S,2021-11-11T02:35:52.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1626196,,,1610612738,88,79,2021-11-11T02:35:52Z,5450000,,,0,,J. Richardson Free Throw 1 of 2 (14 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
547,PT06M30.00S,2021-11-11T02:36:11.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1626196,,,1610612738,89,79,2021-11-11T02:36:11Z,5460000,,,0,,J. Richardson Free Throw 2 of 2 (15 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
548,PT06M17.00S,2021-11-11T02:37:23.0Z,4,REGULAR,jumpball,recovered,[],1629057,,,1610612761,89,79,2021-11-11T02:37:23Z,5470000,,,0,,Jump Ball M. Smart vs. O. Anunoby: Tip to R. Williams III,"[1629057, 203935, 1628384]",1610612738.0,BOS,heldball,R. Williams III,1629057.0,Williams III,R. Williams III,Smart,203935.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,,,,,,
551,PT06M17.00S,2021-11-11T02:37:23.0Z,4,REGULAR,turnover,lost ball,[],1628384,,,1610612761,89,79,2021-11-11T02:37:23Z,5500000,,,0,,O. Anunoby lost ball TURNOVER (2 TO),"[1628384, 203935]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,2.0,,,Smart,203935.0,
552,PT06M17.00S,2021-11-11T02:37:23.0Z,4,REGULAR,steal,,[],203935,,,1610612738,89,79,2021-11-11T02:37:23Z,5510000,,,0,,M. Smart STEAL (3 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M04.00S,2021-11-11T02:37:35.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,7.046649145860711,51.71568627450981,1610612738,91,79,2021-11-11T02:37:40Z,5520000,-9.0,14.0,1,left,R. Williams III cutting DUNK (16 PTS) (J. Tatum 6 AST),"[1629057, 1628369]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,,,,,,1.62,Made,16.0,J. Tatum,1628369.0,6.0,,,,,,,,,,
555,PT06M03.00S,2021-11-11T02:37:41.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,91,79,2021-11-11T02:37:41Z,5540000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT06M03.00S,2021-11-11T02:39:38.7Z,4,REGULAR,substitution,out,[],1629004,,,1610612761,91,79,2021-11-11T02:40:14Z,5550000,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT06M03.00S,2021-11-11T02:39:38.7Z,4,REGULAR,substitution,in,[],1630567,,,1610612761,91,79,2021-11-11T02:40:14Z,5560000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT05M59.00S,2021-11-11T02:40:41.2Z,4,REGULAR,turnover,lost ball,[],1628384,,,1610612761,91,79,2021-11-11T02:40:46Z,5570000,,,0,,O. Anunoby lost ball TURNOVER (3 TO),"[1628384, 1626196]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,3.0,,,Richardson,1626196.0,
559,PT05M59.00S,2021-11-11T02:40:41.2Z,4,REGULAR,steal,,[],1626196,,,1610612738,91,79,2021-11-11T02:40:43Z,5580000,,,0,,J. Richardson STEAL (3 STL),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT05M54.00S,2021-11-11T02:40:46.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,7.703679369250986,46.81372549019608,1610612738,93,79,2021-11-11T02:40:50Z,5590000,16.0,20.0,1,left,J. Tatum driving finger roll Layup (22 PTS) (M. Smart 6 AST),"[1628369, 203935]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,,,,,2.55,Made,22.0,M. Smart,203935.0,6.0,,,,,,,,,,
562,PT05M38.00S,2021-11-11T02:41:02.1Z,4,REGULAR,turnover,lost ball,[],1630567,,,1610612761,93,79,2021-11-11T02:42:40Z,5610000,,,0,,S. Barnes lost ball TURNOVER (2 TO),"[1630567, 1628369]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,2.0,,,Tatum,1628369.0,
563,PT05M38.00S,2021-11-11T02:41:02.1Z,4,REGULAR,steal,,[],1628369,,,1610612738,93,79,2021-11-11T02:41:03Z,5620000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT05M35.00S,2021-11-11T02:41:05.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203471,6.783837056504599,52.450980392156865,1610612738,95,79,2021-11-11T02:41:13Z,5630000,-12.0,11.0,1,left,D. Schroder running Layup (14 PTS) (J. Tatum 7 AST),"[203471, 1628369]",1610612738.0,BOS,running,,,Schroder,D. Schroder,,,,,,,,,,1.67,Made,14.0,J. Tatum,1628369.0,7.0,,,,,,,,,,
566,PT05M25.00S,2021-11-11T02:41:18.8Z,4,REGULAR,foul,personal,[],1626196,,,1610612761,95,79,2021-11-11T02:41:30Z,5650000,,,0,,J. Richardson personal FOUL (5 PF),"[1626196, 1630567]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,201638.0,5.0,0.0,Barnes,1630567.0,,,,,,,,,,,,,,,,
568,PT05M21.00S,2021-11-11T02:41:46.2Z,4,REGULAR,3pt,Jump Shot,[],1628384,67.88764783180025,29.166666666666668,1610612761,95,79,2021-11-11T02:41:55Z,5670000,-104.0,249.0,1,right,MISS O. Anunoby 27' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,27.03,Missed,,,,,,,,,,,,,,
569,PT05M18.00S,2021-11-11T02:41:49.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,95,79,2021-11-11T02:41:55Z,5680000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,568.0,,,,,,,,,
570,PT05M18.00S,2021-11-11T02:41:53.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,95,79,2021-11-11T02:41:53Z,5690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT05M04.00S,2021-11-11T02:42:18.8Z,4,REGULAR,turnover,out-of-bounds,[],203471,,,1610612738,95,79,2021-11-11T02:45:54Z,5700000,,,0,,D. Schroder bad pass out-of-bounds TURNOVER (8 TO),[203471],1610612738.0,BOS,bad pass,,,Schroder,D. Schroder,,,,,201638.0,,,,,,,,,,,,,,,8.0,,,,,
572,PT04M48.00S,2021-11-11T02:42:39.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,69.59592641261499,23.52941176470588,1610612761,95,82,2021-11-11T02:42:45Z,5710000,-132.0,233.0,1,right,F. VanVleet 26' 3PT  (16 PTS) (O. Anunoby 3 AST),"[1627832, 1628384]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,26.83,Made,16.0,O. Anunoby,1628384.0,3.0,,,,,,,,,,
574,PT04M29.00S,2021-11-11T02:42:58.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,17.16491458607096,36.27450980392157,1610612738,97,82,2021-11-11T02:43:04Z,5730000,69.0,109.0,1,left,D. Schroder 12' turnaround Jump Shot (16 PTS),[203471],1610612738.0,BOS,turnaround,,,Schroder,D. Schroder,,,,,,,,,,12.87,Made,16.0,,,,,,,,,,,,,
575,PT04M13.00S,2021-11-11T02:43:15.4Z,4,REGULAR,turnover,lost ball,[],1630567,,,1610612761,97,82,2021-11-11T02:43:20Z,5740000,,,0,,S. Barnes lost ball TURNOVER (3 TO),"[1630567, 1629057]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,3.0,,,Williams III,1629057.0,
576,PT04M13.00S,2021-11-11T02:43:15.4Z,4,REGULAR,steal,,[],1629057,,,1610612738,97,82,2021-11-11T02:43:17Z,5750000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT03M57.00S,2021-11-11T02:43:33.2Z,4,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,97,82,2021-11-11T02:43:40Z,5760000,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (2 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,202056.0,,,,,,,,,,,,,,,2.0,,,,,
578,PT03M57.00S,2021-11-11T02:43:36.8Z,4,REGULAR,substitution,out,[],1630173,,,1610612761,97,82,2021-11-11T02:43:44Z,5770000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT03M57.00S,2021-11-11T02:43:36.8Z,4,REGULAR,substitution,in,[],1627783,,,1610612761,97,82,2021-11-11T02:43:44Z,5780000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT03M38.00S,2021-11-11T02:44:02.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630567,92.19776609724047,49.50980392156863,1610612761,97,84,2021-11-11T02:46:14Z,5790000,-2.0,21.0,1,right,S. Barnes cutting DUNK (19 PTS) (O. Anunoby 4 AST),"[1630567, 1628384]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,,,,,,2.09,Made,19.0,O. Anunoby,1628384.0,4.0,,,,,,,,,,
582,PT03M27.00S,2021-11-11T02:44:13.4Z,4,REGULAR,3pt,Jump Shot,[],203935,25.706307490144546,17.15686274509804,1610612738,100,84,2021-11-11T02:47:29Z,5810000,164.0,189.0,1,left,M. Smart 25' 3PT  (13 PTS) (J. Richardson 1 AST),"[203935, 1626196]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,25.04,Made,13.0,J. Richardson,1626196.0,1.0,,,,,,,,,,
584,PT03M08.00S,2021-11-11T02:44:33.7Z,4,REGULAR,3pt,Jump Shot,[],1629018,65.25952693823915,42.15686274509804,1610612761,100,84,2021-11-11T02:44:38Z,5830000,-39.0,274.0,1,right,MISS G. Trent Jr. 27' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,27.69,Missed,,,,,,,,,,,,,,
585,PT03M05.00S,2021-11-11T02:44:36.7Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,100,84,2021-11-11T02:44:38Z,5840000,,,0,,J. Tatum REBOUND (Off:2 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,584.0,11.0,9.0,2.0,,,,,,
586,PT02M50.00S,2021-11-11T02:44:51.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,19.004599211563733,40.44117647058824,1610612738,100,84,2021-11-11T02:44:56Z,5850000,48.0,126.0,1,left,MISS J. Tatum 13' driving Layup - blocked,"[1628369, 1627832]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,13.49,Missed,,,,,,,,,,VanVleet,1627832.0,,,
587,PT02M50.00S,2021-11-11T02:44:51.1Z,4,REGULAR,block,,[],1627832,,,1610612738,100,84,2021-11-11T02:44:53Z,5860000,,,0,,F. VanVleet BLOCK (1 BLK),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT02M47.00S,2021-11-11T02:44:54.1Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,100,84,2021-11-11T02:44:56Z,5870000,,,0,,F. VanVleet REBOUND (Off:0 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,586.0,3.0,3.0,0.0,,,,,,
589,PT02M46.00S,2021-11-11T02:44:55.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629018,90.09526938239159,44.11764705882353,1610612761,100,86,2021-11-11T02:45:03Z,5880000,-29.0,41.0,1,right,G. Trent Jr. cutting Layup (14 PTS) (F. VanVleet 6 AST),"[1629018, 1627832]",1610612761.0,TOR,cutting,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,5.01,Made,14.0,F. VanVleet,1627832.0,6.0,,,,,,,,,,
591,PT02M19.00S,2021-11-11T02:45:21.1Z,4,REGULAR,2pt,Jump Shot,[],203471,16.376478318002626,73.77450980392157,1610612738,102,86,2021-11-11T02:45:26Z,5900000,-119.0,101.0,1,left,D. Schroder 15' pullup Jump Shot (18 PTS),[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,,,,,,15.63,Made,18.0,,,,,,,,,,,,,
592,PT02M07.00S,2021-11-11T02:45:36.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612761,102,86,2021-11-11T02:45:46Z,5910000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Barnes 2 FT),"[1629057, 1630567]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,202056.0,1.0,1.0,Barnes,1630567.0,,,,,,,,,,,,,,,,
594,PT02M07.00S,2021-11-11T02:46:01.0Z,4,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,102,87,2021-11-11T02:46:01Z,5930000,,,0,,S. Barnes Free Throw 1 of 2 (20 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,20.0,,,,,,,,,,,,,
595,PT02M07.00S,2021-11-11T02:46:18.1Z,4,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,102,88,2021-11-11T02:46:18Z,5940000,,,0,,S. Barnes Free Throw 2 of 2 (21 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,21.0,,,,,,,,,,,,,
596,PT01M50.00S,2021-11-11T02:46:39.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,13.091327201051248,57.59803921568627,1610612738,102,88,2021-11-11T02:46:48Z,5950000,-38.0,71.0,1,left,MISS D. Schroder 8' driving floating Shot,[203471],1610612738.0,BOS,driving floating,,,Schroder,D. Schroder,,,,,,,,,,8.02,Missed,,,,,,,,,,,,,,
597,PT01M48.00S,2021-11-11T02:46:41.0Z,4,REGULAR,rebound,defensive,[],1629018,,,1610612761,102,88,2021-11-11T02:47:08Z,5960000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:4),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,596.0,4.0,4.0,0.0,,,,,,
598,PT01M42.00S,2021-11-11T02:46:46.1Z,4,REGULAR,3pt,Jump Shot,[],1627832,64.99671484888306,36.51960784313725,1610612761,102,88,2021-11-11T02:46:54Z,5970000,-67.0,277.0,1,right,MISS F. VanVleet 28' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,28.46,Missed,,,,,,,,,,,,,,
599,PT01M40.00S,2021-11-11T02:46:48.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,102,88,2021-11-11T02:46:54Z,5980000,,,0,,J. Tatum REBOUND (Off:2 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,598.0,12.0,10.0,2.0,,,,,,
600,PT01M30.00S,2021-11-11T02:47:02.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629018,,,1610612738,102,88,2021-11-11T02:47:28Z,5990000,,,0,,G. Trent Jr. personal FOUL (3 PF) (Schroder 2 FT),"[1629018, 203471]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,202056.0,3.0,0.0,Schroder,203471.0,,,,,,,,,,,,,,,,
602,PT01M30.00S,2021-11-11T02:47:34.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,102,88,2021-11-11T02:47:34Z,6010000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT01M30.00S,2021-11-11T02:48:49.2Z,4,REGULAR,substitution,out,[],1628384,,,1610612738,102,88,2021-11-11T02:49:18Z,6020000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT01M30.00S,2021-11-11T02:48:49.2Z,4,REGULAR,substitution,out,[],1630567,,,1610612738,102,88,2021-11-11T02:49:18Z,6030000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT01M30.00S,2021-11-11T02:48:49.2Z,4,REGULAR,substitution,out,[],1627832,,,1610612738,102,88,2021-11-11T02:49:18Z,6040000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT01M30.00S,2021-11-11T02:48:49.2Z,4,REGULAR,substitution,out,[],1629018,,,1610612738,102,88,2021-11-11T02:49:18Z,6050000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT01M30.00S,2021-11-11T02:48:49.2Z,4,REGULAR,substitution,out,[],1627783,,,1610612738,102,88,2021-11-11T02:49:18Z,6060000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT01M30.00S,2021-11-11T02:48:49.2Z,4,REGULAR,substitution,in,[],1630551,,,1610612738,102,88,2021-11-11T02:49:18Z,6070000,,,0,,SUB in: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT01M30.00S,2021-11-11T02:48:49.2Z,4,REGULAR,substitution,in,[],1630201,,,1610612738,102,88,2021-11-11T02:49:18Z,6080000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT01M30.00S,2021-11-11T02:48:49.2Z,4,REGULAR,substitution,in,[],1629004,,,1610612738,102,88,2021-11-11T02:49:18Z,6090000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT01M30.00S,2021-11-11T02:48:49.2Z,4,REGULAR,substitution,in,[],1630625,,,1610612738,102,88,2021-11-11T02:49:18Z,6100000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
