actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
453,PT02M35.00S,2022-03-04T02:21:40.7Z,3,REGULAR,substitution,in,[],1628369,,,1610612763,77,63,2022-03-04T02:22:01Z,4430000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
454,PT02M20.00S,2022-03-04T02:22:32.5Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612763,77,63,2022-03-04T02:22:40Z,4440000,,,0,,D. Theis shooting personal FOUL (1 PF) (Morant 2 FT),"[1628464, 1629630]",1610612738.0,BOS,shooting,,,,,,,,Theis,D. Theis,,,,,,,,,2003.0,1.0,0.0,Morant,1629630.0,,,,,,
456,PT02M20.00S,2022-03-04T02:22:55.8Z,3,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,77,64,2022-03-04T02:22:55Z,4460000,,,0,,J. Morant Free Throw 1 of 2 (16 PTS),[1629630],1610612763.0,MEM,,,,,,,,Made,Morant,J. Morant,,,,,16.0,,,,,,,,,,,,,,
457,PT02M20.00S,2022-03-04T02:23:13.2Z,3,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,77,65,2022-03-04T02:23:13Z,4470000,,,0,,J. Morant Free Throw 2 of 2 (17 PTS),[1629630],1610612763.0,MEM,,,,,,,,Made,Morant,J. Morant,,,,,17.0,,,,,,,,,,,,,,
458,PT02M08.00S,2022-03-04T02:23:31.0Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,77,65,2022-03-04T02:23:34Z,4480000,,,0,,J. Tatum lost ball TURNOVER (5 TO),"[1628369, 203937]",1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,5.0,Anderson,203937.0,
459,PT02M08.00S,2022-03-04T02:23:31.0Z,3,REGULAR,steal,,[],203937,,,1610612763,77,65,2022-03-04T02:23:32Z,4490000,,,0,,K. Anderson STEAL (5 STL),[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,
460,PT02M03.00S,2022-03-04T02:23:35.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629634,7.178055190538765,55.63725490196079,1610612763,77,65,2022-03-04T02:23:50Z,4500000,-28.0,15.0,1,left,MISS B. Clarke alley-oop Layup,[1629634],1610612763.0,MEM,alley-oop,,,,,,3.19,Missed,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
461,PT02M02.00S,2022-03-04T02:23:36.7Z,3,REGULAR,rebound,offensive,[],203937,,,1610612763,77,65,2022-03-04T02:23:50Z,4510000,,,0,,K. Anderson REBOUND (Off:1 Def:2),[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,460.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
462,PT02M01.00S,2022-03-04T02:23:38.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203937,7.30946123521682,46.81372549019608,1610612763,77,65,2022-03-04T02:24:41Z,4520000,16.0,16.0,1,left,MISS K. Anderson putback Layup,[203937],1610612763.0,MEM,putback,,,,,,2.27,Missed,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,
463,PT02M00.00S,2022-03-04T02:23:39.9Z,3,REGULAR,rebound,offensive,[],1629630,,,1610612763,77,65,2022-03-04T02:24:20Z,4530000,,,0,,J. Morant REBOUND (Off:1 Def:1),[1629630],1610612763.0,MEM,,,,,,,,,Morant,J. Morant,462.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
464,PT01M59.00S,2022-03-04T02:23:41.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629630,5.590000152587891,50.0,1610612763,77,67,2022-03-04T02:24:28Z,4540000,0.0,0.0,1,left,J. Morant tip Layup (19 PTS),[1629630],1610612763.0,MEM,tip,,,,,,0.0,Made,Morant,J. Morant,,,,,19.0,,,,,,,,,,,,,,
465,PT01M44.00S,2022-03-04T02:23:56.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629001,,,1610612738,77,67,2022-03-04T02:24:06Z,4550000,,,0,,D. Melton shooting personal FOUL (2 PF) (Theis 2 FT),"[1629001, 1628464]",1610612763.0,MEM,shooting,,,,,,,,Melton,D. Melton,,,,,,,,,2003.0,2.0,0.0,Theis,1628464.0,,,,,,
467,PT01M44.00S,2022-03-04T02:24:22.7Z,3,REGULAR,freethrow,1 of 2,[],1628464,,,1610612738,78,67,2022-03-04T02:24:44Z,4570000,,,0,,D. Theis Free Throw 1 of 2 (6 PTS),[1628464],1610612738.0,BOS,,,,,,,,Made,Theis,D. Theis,,,,,6.0,,,,,,,,,,,,,,
468,PT01M44.00S,2022-03-04T02:24:22.7Z,3,REGULAR,freethrow,2 of 2,[],1628464,,,1610612738,78,67,2022-03-04T02:24:44Z,4580000,,,0,,MISS D. Theis Free Throw 2 of 2,[1628464],1610612738.0,BOS,,,,,,,,Missed,Theis,D. Theis,,,,,,,,,,,,,,,,,,,
469,PT01M44.00S,2022-03-04T02:24:22.7Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,78,67,2022-03-04T02:26:01Z,4590000,,,0,,K. Anderson REBOUND (Off:1 Def:3),[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,468.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
470,PT01M29.00S,2022-03-04T02:24:53.0Z,3,REGULAR,2pt,Jump Shot,[],1629630,15.588042049934298,66.91176470588235,1610612763,78,67,2022-03-04T02:25:01Z,4600000,-85.0,94.0,1,left,MISS J. Morant 12' turnaround Shot - blocked,"[1629630, 1628369]",1610612763.0,MEM,turnaround,,,,,,12.65,Missed,Morant,J. Morant,,,,,,,,,,,,,,Tatum,1628369.0,,,,
471,PT01M29.00S,2022-03-04T02:24:53.0Z,3,REGULAR,block,,[],1628369,,,1610612763,78,67,2022-03-04T02:30:11Z,4610000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
472,PT01M29.00S,2022-03-04T02:24:53.0Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,78,67,2022-03-04T02:30:11Z,4620000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,,,,,,Williams,G. Williams,470.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
473,PT01M23.00S,2022-03-04T02:24:59.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,92.06636005256242,51.71568627450981,1610612738,80,67,2022-03-04T02:25:07Z,4630000,9.0,22.0,1,right,J. Tatum running Layup (16 PTS) (M. Smart 9 AST),"[1628369, 203935]",1610612738.0,BOS,running,,,,,,2.37,Made,Tatum,J. Tatum,,,,,16.0,M. Smart,203935.0,9.0,,,,,,,,,,,
475,PT01M13.00S,2022-03-04T02:25:08.3Z,3,REGULAR,3pt,Jump Shot,[],1629001,31.61957950065703,34.31372549019608,1610612763,80,67,2022-03-04T02:25:13Z,4650000,78.0,245.0,1,left,MISS D. Melton 25' 3PT,[1629001],1610612763.0,MEM,,,,,,,25.7,Missed,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
476,PT01M10.00S,2022-03-04T02:25:11.3Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,80,67,2022-03-04T02:25:13Z,4660000,,,0,,D. Theis REBOUND (Off:2 Def:4),[1628464],1610612738.0,BOS,,,,,,,,,Theis,D. Theis,475.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
477,PT00M59.90S,2022-03-04T02:25:21.6Z,3,REGULAR,3pt,Jump Shot,[],1628401,87.20433639947439,2.941176470588235,1610612738,83,67,2022-03-04T02:25:38Z,4670000,-235.0,68.0,1,right,D. White 24' 3PT  (9 PTS) (D. Theis 2 AST),"[1628401, 1628464]",1610612738.0,BOS,,,,,,,24.49,Made,White,D. White,,,,,9.0,D. Theis,1628464.0,2.0,,,,,,,,,,,
479,PT00M44.40S,2022-03-04T02:25:43.9Z,3,REGULAR,3pt,Jump Shot,[],1629630,33.722076215505915,55.63725490196079,1610612763,83,70,2022-03-04T02:26:13Z,4690000,-28.0,264.0,1,left,J. Morant 26' 3PT  (22 PTS) (K. Anderson 4 AST),"[1629630, 203937]",1610612763.0,MEM,,,,,,,26.6,Made,Morant,J. Morant,,,,,22.0,K. Anderson,203937.0,4.0,,,,,,,,,,,
481,PT00M32.90S,2022-03-04T02:26:04.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,83,70,2022-03-04T02:26:04Z,4710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT00M29.00S,2022-03-04T02:26:21.8Z,3,REGULAR,2pt,Jump Shot,[],203935,81.553876478318,66.91176470588235,1610612738,83,70,2022-03-04T02:26:29Z,4720000,85.0,121.0,1,right,MISS M. Smart 14' floating Shot,[203935],1610612738.0,BOS,floating,,,,,,14.76,Missed,Smart,M. Smart,,,,,,,,,,,,,,,,,,,
483,PT00M26.40S,2022-03-04T02:26:24.4Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,83,70,2022-03-04T02:26:29Z,4730000,,,0,,K. Anderson REBOUND (Off:1 Def:4),[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,482.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
484,PT00M26.00S,2022-03-04T02:26:27.1Z,3,REGULAR,foul,personal,[],1629684,,,1610612763,83,70,2022-03-04T02:27:08Z,4740000,,,0,,G. Williams take personal FOUL (2 PF),"[1629684, 1629001]",1610612738.0,BOS,take,,,,,,,,Williams,G. Williams,,,,,,,,,2003.0,2.0,0.0,Melton,1629001.0,,,,,,
486,PT00M26.00S,2022-03-04T02:26:58.2Z,3,REGULAR,stoppage,equipment issue,[],0,,,1610612763,83,70,2022-03-04T02:26:58Z,4760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT00M06.40S,2022-03-04T02:27:29.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612763,83,70,2022-03-04T02:27:47Z,4790000,,,0,,D. Theis shooting personal FOUL (2 PF) (Morant 2 FT),"[1628464, 1629630]",1610612738.0,BOS,shooting,,,,,,,,Theis,D. Theis,,,,,,,,,101283.0,2.0,0.0,Morant,1629630.0,,,,,,
491,PT00M06.40S,2022-03-04T02:27:57.2Z,3,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,83,71,2022-03-04T02:27:57Z,4810000,,,0,,J. Morant Free Throw 1 of 2 (23 PTS),[1629630],1610612763.0,MEM,,,,,,,,Made,Morant,J. Morant,,,,,23.0,,,,,,,,,,,,,,
492,PT00M06.40S,2022-03-04T02:28:12.2Z,3,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,83,72,2022-03-04T02:28:12Z,4820000,,,0,,J. Morant Free Throw 2 of 2 (24 PTS),[1629630],1610612763.0,MEM,,,,,,,,Made,Morant,J. Morant,,,,,24.0,,,,,,,,,,,,,,
493,PT00M00.00S,2022-03-04T02:28:22.3Z,3,REGULAR,3pt,Jump Shot,[],1628464,87.59855453350855,4.411764705882353,1610612738,83,72,2022-03-04T02:28:49Z,4830000,-228.0,64.0,1,right,MISS D. Theis 3PT - blocked,"[1628464, 1629723]",1610612738.0,BOS,,,,,,,23.67,Missed,Theis,D. Theis,,,,,,,,,,,,,,Konchar,1629723.0,,,,
494,PT00M00.00S,2022-03-04T02:28:22.3Z,3,REGULAR,block,,[],1629723,,,1610612738,83,72,2022-03-04T02:28:30Z,4840000,,,0,,J. Konchar BLOCK (1 BLK),[1629723],1610612763.0,MEM,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,
495,PT00M00.00S,2022-03-04T02:28:22.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,83,72,2022-03-04T02:28:49Z,4850000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,493.0,,,,,,,,,,,,,,,,,,
496,PT00M00.00S,2022-03-04T02:28:36.6Z,3,REGULAR,period,end,[],0,,,1610612738,83,72,2022-03-04T02:28:36Z,4860000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2022-03-04T02:31:29.6Z,4,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,83,72,2022-03-04T02:31:51Z,4870000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2022-03-04T02:31:29.6Z,4,REGULAR,substitution,out,['startperiod'],1628464,,,1610612738,83,72,2022-03-04T02:31:51Z,4880000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,,,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2022-03-04T02:31:29.6Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,83,72,2022-03-04T02:31:51Z,4890000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,,,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2022-03-04T02:31:29.6Z,4,REGULAR,substitution,out,['startperiod'],1629001,,,1610612738,83,72,2022-03-04T02:31:51Z,4900000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2022-03-04T02:31:29.6Z,4,REGULAR,substitution,out,['startperiod'],203937,,,1610612738,83,72,2022-03-04T02:31:51Z,4910000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2022-03-04T02:31:29.6Z,4,REGULAR,substitution,out,['startperiod'],1629630,,,1610612738,83,72,2022-03-04T02:31:51Z,4920000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2022-03-04T02:31:29.6Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612738,83,72,2022-03-04T02:31:51Z,4930000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-03-04T02:31:29.6Z,4,REGULAR,substitution,in,['startperiod'],201143,,,1610612738,83,72,2022-03-04T02:31:51Z,4940000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-03-04T02:31:29.6Z,4,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,83,72,2022-03-04T02:31:51Z,4950000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2022-03-04T02:31:29.6Z,4,REGULAR,substitution,in,['startperiod'],1628991,,,1610612738,83,72,2022-03-04T02:31:51Z,4960000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2022-03-04T02:31:29.6Z,4,REGULAR,substitution,in,['startperiod'],1626145,,,1610612738,83,72,2022-03-04T02:31:51Z,4970000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2022-03-04T02:31:29.6Z,4,REGULAR,substitution,in,['startperiod'],1630217,,,1610612738,83,72,2022-03-04T02:31:51Z,4980000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-03-04T02:32:00.4Z,4,REGULAR,period,start,[],0,,,1610612763,83,72,2022-03-04T02:32:00Z,4990000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT11M44.00S,2022-03-04T02:32:16.0Z,4,REGULAR,3pt,Jump Shot,[],1630217,20.97568988173456,91.91176470588235,1610612763,83,75,2022-03-04T02:32:21Z,5000000,-210.0,145.0,1,left,D. Bane 25' 3PT  (8 PTS) (T. Jones 2 AST),"[1630217, 1626145]",1610612763.0,MEM,,,,,,,25.47,Made,Bane,D. Bane,,,,,8.0,T. Jones,1626145.0,2.0,,,,,,,,,,,
512,PT11M19.00S,2022-03-04T02:32:39.7Z,4,REGULAR,3pt,Jump Shot,[],1628401,67.7562417871222,66.42156862745098,1610612738,86,75,2022-03-04T02:32:47Z,5020000,82.0,251.0,1,right,D. White 26' 3PT  (12 PTS) (A. Horford 3 AST),"[1628401, 201143]",1610612738.0,BOS,,,,,,,26.37,Made,White,D. White,,,,,12.0,A. Horford,201143.0,3.0,,,,,,,,,,,
513,PT11M02.00S,2022-03-04T02:32:57.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,7.178055190538765,48.77450980392157,1610612763,86,77,2022-03-04T02:34:37Z,5030000,6.0,15.0,1,left,B. Clarke driving Layup (9 PTS) (T. Jones 3 AST),"[1629634, 1626145]",1610612763.0,MEM,driving,,,,,,1.62,Made,Clarke,B. Clarke,,,,,9.0,T. Jones,1626145.0,3.0,,,,,,,,,,,
516,PT10M44.00S,2022-03-04T02:33:14.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201143,91.14651773981603,49.26470588235294,1610612738,86,77,2022-03-04T02:33:21Z,5050000,-4.0,31.0,1,right,MISS A. Horford Layup,[201143],1610612738.0,BOS,,,,,,,3.09,Missed,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
517,PT10M43.00S,2022-03-04T02:33:15.7Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,86,77,2022-03-04T02:34:47Z,5060000,,,0,,A. Horford REBOUND (Off:4 Def:7),[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,516.0,11.0,7.0,4.0,,,,,,,,,,,,,,,
522,PT10M42.00S,2022-03-04T02:33:16.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201143,91.93495400788436,49.50980392156863,1610612738,86,77,2022-03-04T02:35:01Z,5065000,-2.0,23.0,1,right,MISS A. Horford tip Layup,[201143],1610612738.0,BOS,tip,,,,,,2.34,Missed,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
523,PT10M42.00S,2022-03-04T02:33:16.9Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,86,77,2022-03-04T02:35:01Z,5067500,,,0,,A. Horford REBOUND (Off:5 Def:7),[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,522.0,12.0,7.0,5.0,,,,,,,,,,,,,,,
518,PT10M41.00S,2022-03-04T02:33:19.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201143,94.40999984741211,50.0,1610612738,86,77,2022-03-04T02:35:40Z,5070000,0.0,0.0,1,right,MISS A. Horford tip Layup,[201143],1610612738.0,BOS,tip,,,,,,0.0,Missed,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
519,PT10M40.00S,2022-03-04T02:33:20.1Z,4,REGULAR,rebound,defensive,[],1630217,,,1610612763,86,77,2022-03-04T02:35:40Z,5080000,,,0,,D. Bane REBOUND (Off:0 Def:5),[1630217],1610612763.0,MEM,,,,,,,,,Bane,D. Bane,518.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
520,PT10M30.00S,2022-03-04T02:33:28.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,15.325229960578188,41.66666666666667,1610612763,86,79,2022-03-04T02:33:46Z,5090000,42.0,92.0,1,left,J. Jackson Jr. 10' driving bank Hook (17 PTS),[1628991],1610612763.0,MEM,driving bank,,,,,,10.06,Made,Jackson Jr.,J. Jackson Jr.,,,,,17.0,,,,,,,,,,,,,,
521,PT10M27.00S,2022-03-04T02:33:36.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,86,79,2022-03-04T02:33:36Z,5100000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT10M12.00S,2022-03-04T02:37:18.8Z,4,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612738,86,79,2022-03-04T02:37:26Z,5110000,,,0,,B. Clarke shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629634, 1628369]",1610612763.0,MEM,shooting,,,,,,,,Clarke,B. Clarke,,,,,,,,,2003.0,1.0,1.0,Tatum,1628369.0,,,,,,
526,PT10M12.00S,2022-03-04T02:37:50.6Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,87,79,2022-03-04T02:37:50Z,5130000,,,0,,J. Tatum Free Throw 1 of 2 (17 PTS),[1628369],1610612738.0,BOS,,,,,,,,Made,Tatum,J. Tatum,,,,,17.0,,,,,,,,,,,,,,
527,PT10M12.00S,2022-03-04T02:38:04.9Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,88,79,2022-03-04T02:38:04Z,5140000,,,0,,J. Tatum Free Throw 2 of 2 (18 PTS),[1628369],1610612738.0,BOS,,,,,,,,Made,Tatum,J. Tatum,,,,,18.0,,,,,,,,,,,,,,
528,PT09M54.00S,2022-03-04T02:38:23.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,8.623521681997373,47.549019607843135,1610612763,88,81,2022-03-04T02:38:29Z,5150000,12.0,29.0,1,left,J. Jackson Jr. cutting DUNK (19 PTS) (B. Clarke 1 AST),"[1628991, 1629634]",1610612763.0,MEM,cutting,,,,,,3.11,Made,Jackson Jr.,J. Jackson Jr.,,,,,19.0,B. Clarke,1629634.0,1.0,,,,,,,,,,,
530,PT09M37.00S,2022-03-04T02:38:39.9Z,4,REGULAR,3pt,Jump Shot,[],201143,73.9323258869908,81.61764705882352,1610612738,91,81,2022-03-04T02:38:44Z,5170000,158.0,193.0,1,right,A. Horford 24' 3PT  (16 PTS) (P. Pritchard 1 AST),"[201143, 1630202]",1610612738.0,BOS,,,,,,,24.91,Made,Horford,A. Horford,,,,,16.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,
532,PT09M16.00S,2022-03-04T02:39:02.1Z,4,REGULAR,3pt,Jump Shot,[],1628991,32.933639947437584,71.32352941176471,1610612763,91,81,2022-03-04T02:39:10Z,5190000,-107.0,257.0,1,left,MISS J. Jackson Jr. 27' 3PT,[1628991],1610612763.0,MEM,,,,,,,27.83,Missed,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
533,PT09M13.00S,2022-03-04T02:39:05.1Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,91,81,2022-03-04T02:39:10Z,5200000,,,0,,A. Horford REBOUND (Off:5 Def:8),[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,532.0,13.0,8.0,5.0,,,,,,,,,,,,,,,
534,PT09M02.00S,2022-03-04T02:39:19.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,87.33574244415243,62.745098039215684,1610612738,91,81,2022-03-04T02:39:35Z,5210000,64.0,67.0,1,right,MISS J. Tatum 9' driving Layup - blocked,"[1628369, 1629723]",1610612738.0,BOS,driving,,,,,,9.21,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,Konchar,1629723.0,,,,
535,PT09M02.00S,2022-03-04T02:39:19.0Z,4,REGULAR,block,,[],1629723,,,1610612738,91,81,2022-03-04T02:39:24Z,5220000,,,0,,J. Konchar BLOCK (2 BLK),[1629723],1610612763.0,MEM,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,
536,PT09M00.00S,2022-03-04T02:39:21.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,91,81,2022-03-04T02:39:35Z,5230000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,534.0,,,,,,,,,,,,,,,,,,
537,PT09M00.00S,2022-03-04T02:39:27.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,91,81,2022-03-04T02:39:27Z,5240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT09M00.00S,2022-03-04T02:39:27.9Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,91,81,2022-03-04T02:39:30Z,5250000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,,
539,PT09M00.00S,2022-03-04T02:39:27.9Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,91,81,2022-03-04T02:39:30Z,5260000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,
540,PT08M55.00S,2022-03-04T02:39:44.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,71.82982917214193,79.41176470588235,1610612738,91,81,2022-03-04T02:39:49Z,5270000,147.0,212.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,,,,25.83,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
541,PT08M52.00S,2022-03-04T02:39:47.6Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,91,81,2022-03-04T02:39:49Z,5280000,,,0,,A. Horford REBOUND (Off:6 Def:8),[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,540.0,14.0,8.0,6.0,,,,,,,,,,,,,,,
542,PT08M45.00S,2022-03-04T02:39:54.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628369,85.49605781865965,43.38235294117647,1610612738,93,81,2022-03-04T02:39:59Z,5290000,-33.0,84.0,1,right,J. Tatum 9' driving floating Jump Shot (20 PTS) (R. Williams III 2 AST),"[1628369, 1629057]",1610612738.0,BOS,driving floating,,,,,,9.01,Made,Tatum,J. Tatum,,,,,20.0,R. Williams III,1629057.0,2.0,,,,,,,,,,,
544,PT08M44.00S,2022-03-04T02:40:03.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,93,81,2022-03-04T02:40:03Z,5310000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M44.00S,2022-03-04T02:42:58.3Z,4,REGULAR,substitution,out,[],1629723,,,1610612763,93,81,2022-03-04T02:43:14Z,5320000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,
