actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
181,PT09M46.00S,2022-01-02T23:41:19.2Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,34,23,2022-01-02T23:41:27Z,1800000,,,0,,A. Horford REBOUND (Off:2 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,180.0,3.0,1.0,2.0,,,,,,,,,,,
182,PT09M44.00S,2022-01-02T23:41:23.8Z,2,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,34,23,2022-01-02T23:41:32Z,1810000,,,0,,P. Pritchard step out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,step,,,Pritchard,P. Pritchard,,,,,1629178.0,1.0,,,,,,,,,,,,,,,,,,,
183,PT09M29.00S,2022-01-02T23:41:51.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628976,90.88370565045992,53.18627450980392,1610612753,34,23,2022-01-02T23:41:57Z,1820000,16.0,33.0,1,right,MISS W. Carter Jr. driving Layup,[1628976],1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,,,3.68,Missed,,,,,,,,,,,,,,,,,
184,PT09M27.00S,2022-01-02T23:41:53.3Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,34,23,2022-01-02T23:41:57Z,1830000,,,0,,A. Horford REBOUND (Off:2 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,183.0,4.0,2.0,2.0,,,,,,,,,,,
185,PT09M22.00S,2022-01-02T23:42:04.0Z,2,REGULAR,foul,offensive,[],1627759,,,1610612738,34,23,2022-01-02T23:42:12Z,1840000,,,0,,J. Brown offensive FOUL (1 PF),"[1627759, 204025]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,204059.0,,,,,,,,,,,,,,1.0,0.0,Frazier,204025.0,,,
187,PT09M22.00S,2022-01-02T23:42:04.0Z,2,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,34,23,2022-01-02T23:42:04Z,1860000,,,0,,J. Brown offensive foul TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,204059.0,2.0,,,,,,,,,,,,,,,,,,,
188,PT09M22.00S,2022-01-02T23:42:10.0Z,2,REGULAR,substitution,out,[],1630181,,,1610612753,34,23,2022-01-02T23:42:15Z,1870000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M22.00S,2022-01-02T23:42:10.0Z,2,REGULAR,substitution,in,[],203914,,,1610612753,34,23,2022-01-02T23:42:15Z,1880000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M09.00S,2022-01-02T23:42:35.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203082,85.3646517739816,38.970588235294116,1610612753,34,23,2022-01-02T23:42:39Z,1890000,-55.0,85.0,1,right,MISS T. Ross 10' driving floating Shot,[203082],1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,,,10.14,Missed,,,,,,,,,,,,,,,,,
191,PT09M08.00S,2022-01-02T23:42:36.7Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,34,23,2022-01-02T23:42:39Z,1900000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,190.0,1.0,1.0,0.0,,,,,,,,,,,
192,PT09M01.00S,2022-01-02T23:42:43.5Z,2,REGULAR,3pt,Jump Shot,[],1630573,3.3672798948751645,95.58823529411765,1610612738,34,23,2022-01-02T23:42:48Z,1910000,-228.0,-21.0,1,left,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,22.88,Missed,,,,,,,,,,,,,,,,,
193,PT08M58.00S,2022-01-02T23:42:46.5Z,2,REGULAR,rebound,defensive,[],204025,,,1610612753,34,23,2022-01-02T23:42:48Z,1920000,,,0,,T. Frazier REBOUND (Off:0 Def:1),[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,192.0,1.0,1.0,0.0,,,,,,,,,,,
194,PT08M53.00S,2022-01-02T23:42:51.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],204025,68.01905387647832,31.372549019607842,1610612753,34,23,2022-01-02T23:42:59Z,1930000,-93.0,248.0,1,right,MISS T. Frazier 26' pullup 3PT,[204025],1610612753.0,ORL,pullup,,,Frazier,T. Frazier,,,,,,,26.5,Missed,,,,,,,,,,,,,,,,,
195,PT08M51.00S,2022-01-02T23:42:53.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,34,23,2022-01-02T23:42:59Z,1940000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,194.0,6.0,6.0,0.0,,,,,,,,,,,
196,PT08M44.00S,2022-01-02T23:43:00.5Z,2,REGULAR,3pt,Jump Shot,[],1627759,31.09395532194481,35.78431372549019,1610612738,37,23,2022-01-02T23:43:06Z,1950000,71.0,240.0,1,left,J. Brown 25' 3PT pullup (13 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,25.01,Made,,,,,,,13.0,,,,,,,,,,
197,PT08M42.00S,2022-01-02T23:43:06.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,37,23,2022-01-02T23:43:06Z,1960000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M31.00S,2022-01-02T23:46:07.7Z,2,REGULAR,2pt,Jump Shot,[],203082,86.67871222076215,33.82352941176471,1610612753,37,25,2022-01-02T23:47:24Z,1970000,-81.0,73.0,1,right,T. Ross 10' turnaround bank Jump Shot (8 PTS),[203082],1610612753.0,ORL,turnaround bank,,,Ross,T. Ross,,,,,,,10.88,Made,,,,,,,8.0,,,,,,,,,,
199,PT08M12.00S,2022-01-02T23:46:26.3Z,2,REGULAR,3pt,Jump Shot,[],1630202,29.25427069645204,26.96078431372549,1610612738,37,25,2022-01-02T23:46:32Z,1980000,115.0,222.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,25.06,Missed,,,,,,,,,,,,,,,,,
200,PT08M10.00S,2022-01-02T23:46:29.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,37,25,2022-01-02T23:46:29Z,1990000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,199.0,,,,,,,,,,,,,,
201,PT08M10.00S,2022-01-02T23:46:32.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,37,25,2022-01-02T23:46:37Z,2000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M58.00S,2022-01-02T23:46:42.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,91.01511169513797,42.8921568627451,1610612753,37,27,2022-01-02T23:46:46Z,2010000,-36.0,32.0,1,right,F. Wagner driving finger roll Layup (6 PTS),[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,,,4.78,Made,,,,,,,6.0,,,,,,,,,,
203,PT07M45.00S,2022-01-02T23:46:56.1Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,37,27,2022-01-02T23:46:59Z,2020000,,,0,,J. Brown lost ball TURNOVER (3 TO),"[1627759, 203914]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,3.0,,,,,,,,,,,,,,,,,Harris,203914.0,
204,PT07M45.00S,2022-01-02T23:46:56.1Z,2,REGULAR,steal,,[],203914,,,1610612753,37,27,2022-01-02T23:46:57Z,2030000,,,0,,G. Harris STEAL (1 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M40.00S,2022-01-02T23:47:01.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203914,92.85479632063075,57.84313725490197,1610612753,37,27,2022-01-02T23:47:19Z,2040000,39.0,15.0,1,right,MISS G. Harris running finger roll Layup,[203914],1610612753.0,ORL,running finger roll,,,Harris,G. Harris,,,,,,,4.19,Missed,,,,,,,,,,,,,,,,,
206,PT07M39.00S,2022-01-02T23:47:02.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,37,27,2022-01-02T23:47:19Z,2050000,,,0,,J. Brown REBOUND (Off:0 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,205.0,7.0,7.0,0.0,,,,,,,,,,,
207,PT07M37.00S,2022-01-02T23:47:08.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,37,27,2022-01-02T23:47:08Z,2060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M37.00S,2022-01-02T23:47:10.0Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,37,27,2022-01-02T23:47:14Z,2070000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M37.00S,2022-01-02T23:47:10.0Z,2,REGULAR,substitution,in,[],203471,,,1610612738,37,27,2022-01-02T23:47:14Z,2080000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M19.00S,2022-01-02T23:47:37.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,6.783837056504599,53.18627450980392,1610612738,39,27,2022-01-02T23:47:41Z,2090000,-16.0,11.0,1,left,J. Richardson driving finger roll Layup (2 PTS),[1626196],1610612738.0,BOS,driving finger roll,,,Richardson,J. Richardson,,,,,,,1.95,Made,,,,,,,2.0,,,,,,,,,,
211,PT06M58.00S,2022-01-02T23:47:57.9Z,2,REGULAR,2pt,Jump Shot,[],203082,76.95466491458606,36.029411764705884,1610612753,39,27,2022-01-02T23:48:02Z,2100000,-70.0,164.0,1,right,MISS T. Ross 17' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,,,17.84,Missed,,,,,,,,,,,,,,,,,
212,PT06M57.00S,2022-01-02T23:47:58.9Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,39,27,2022-01-02T23:48:02Z,2110000,,,0,,A. Horford REBOUND (Off:2 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,211.0,5.0,3.0,2.0,,,,,,,,,,,
213,PT06M37.00S,2022-01-02T23:48:20.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,15.456636005256241,57.107843137254896,1610612738,39,27,2022-01-02T23:48:29Z,2120000,-36.0,93.0,1,left,MISS J. Brown 9' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,9.94,Missed,,,,,,,,,,,,,,,,,
214,PT06M35.00S,2022-01-02T23:48:22.5Z,2,REGULAR,rebound,offensive,[],1626196,,,1610612738,39,27,2022-01-02T23:48:42Z,2130000,,,0,,J. Richardson REBOUND (Off:1 Def:0),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,213.0,1.0,0.0,1.0,,,,,,,,,,,
215,PT06M33.00S,2022-01-02T23:48:24.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1626196,4.944152431011826,86.27450980392157,1610612738,39,27,2022-01-02T23:49:04Z,2140000,-181.0,-6.0,1,left,MISS J. Richardson 18' turnaround fadeaway Shot,[1626196],1610612738.0,BOS,turnaround fadeaway,,,Richardson,J. Richardson,,,,,,,18.15,Missed,,,,,,,,,,,,,,,,,
216,PT06M32.00S,2022-01-02T23:48:25.9Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,39,27,2022-01-02T23:49:04Z,2150000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,215.0,4.0,3.0,1.0,,,,,,,,,,,
217,PT06M20.00S,2022-01-02T23:48:39.0Z,2,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612753,39,27,2022-01-02T23:49:01Z,2160000,,,0,,J. Richardson shooting personal FOUL (1 PF) (Harris 2 FT),"[1626196, 203914]",1610612738.0,BOS,shooting,,,Richardson,J. Richardson,,,,,1628159.0,,,,,,,,,,,,,,1.0,0.0,Harris,203914.0,,,
219,PT06M20.00S,2022-01-02T23:49:04.6Z,2,REGULAR,freethrow,1 of 2,[],203914,,,1610612753,39,28,2022-01-02T23:49:31Z,2180000,,,0,,G. Harris Free Throw 1 of 2 (4 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,
220,PT06M20.00S,2022-01-02T23:49:05.1Z,2,REGULAR,substitution,out,[],1630573,,,1610612753,39,28,2022-01-02T23:49:13Z,2190000,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M20.00S,2022-01-02T23:49:05.1Z,2,REGULAR,substitution,out,[],201143,,,1610612753,39,28,2022-01-02T23:49:13Z,2200000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M20.00S,2022-01-02T23:49:05.1Z,2,REGULAR,substitution,in,[],203953,,,1610612753,39,28,2022-01-02T23:49:13Z,2210000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M20.00S,2022-01-02T23:49:05.1Z,2,REGULAR,substitution,in,[],1629684,,,1610612753,39,28,2022-01-02T23:49:13Z,2220000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M20.00S,2022-01-02T23:49:04.6Z,2,REGULAR,freethrow,2 of 2,[],203914,,,1610612753,39,28,2022-01-02T23:49:31Z,2230000,,,0,,MISS G. Harris Free Throw 2 of 2,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,Missed,,,,,,,,,,,,,,,,,
225,PT06M20.00S,2022-01-02T23:49:04.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,39,28,2022-01-02T23:49:39Z,2240000,,,0,,J. Brown REBOUND (Off:0 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,224.0,8.0,8.0,0.0,,,,,,,,,,,
226,PT06M02.00S,2022-01-02T23:49:46.2Z,2,REGULAR,3pt,Jump Shot,[],203953,15.062417871222076,94.6078431372549,1610612738,39,28,2022-01-02T23:49:53Z,2250000,-223.0,89.0,1,left,MISS J. Parker 24' 3PT,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,24.01,Missed,,,,,,,,,,,,,,,,,
227,PT05M59.00S,2022-01-02T23:49:49.2Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,39,28,2022-01-02T23:49:53Z,2260000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,226.0,2.0,1.0,1.0,,,,,,,,,,,
228,PT05M54.00S,2022-01-02T23:49:53.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627759,12.565703022339028,38.72549019607843,1610612738,41,28,2022-01-02T23:49:58Z,2270000,56.0,66.0,1,left,J. Brown 8' driving floating Jump Shot (15 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,8.65,Made,,,,,,,15.0,,,,,,,,,,
229,PT05M33.00S,2022-01-02T23:50:13.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203914,92.32917214191852,43.627450980392155,1610612753,41,30,2022-01-02T23:50:18Z,2280000,-32.0,20.0,1,right,G. Harris cutting Layup (6 PTS) (F. Wagner 1 AST),"[203914, 1630532]",1610612753.0,ORL,cutting,,,Harris,G. Harris,,,,,,,3.74,Made,,,,,,,6.0,F. Wagner,1630532.0,1.0,,,,,,,
231,PT05M18.00S,2022-01-02T23:50:29.3Z,2,REGULAR,turnover,bad pass,[],203471,,,1610612738,41,30,2022-01-02T23:51:13Z,2300000,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 203914]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,1.0,,,,,,,,,,,,,,,,,Harris,203914.0,
232,PT05M18.00S,2022-01-02T23:50:29.3Z,2,REGULAR,steal,,[],203914,,,1610612753,41,30,2022-01-02T23:51:05Z,2310000,,,0,,G. Harris STEAL (2 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M17.00S,2022-01-02T23:50:44.4Z,2,REGULAR,foul,personal,[],203471,,,1610612753,41,30,2022-01-02T23:51:53Z,2320000,,,0,,D. Schroder take personal FOUL (2 PF),"[203471, 1630532]",1610612738.0,BOS,take,,,Schroder,D. Schroder,,,,,1629178.0,,,,,,,,,,,,,,2.0,0.0,Wagner,1630532.0,,,
235,PT05M17.00S,2022-01-02T23:50:49.7Z,2,REGULAR,substitution,out,[],1626196,,,1610612753,41,30,2022-01-02T23:50:52Z,2340000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M17.00S,2022-01-02T23:50:49.7Z,2,REGULAR,substitution,in,[],203935,,,1610612753,41,30,2022-01-02T23:50:52Z,2350000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M58.00S,2022-01-02T23:51:22.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],204025,75.50919842312747,50.73529411764706,1610612753,41,30,2022-01-02T23:51:39Z,2360000,4.0,178.0,1,right,MISS T. Frazier 17' driving floating Shot,[204025],1610612753.0,ORL,driving floating,,,Frazier,T. Frazier,,,,,,,17.77,Missed,,,,,,,,,,,,,,,,,
238,PT04M57.00S,2022-01-02T23:51:23.6Z,2,REGULAR,rebound,offensive,[],204025,,,1610612753,41,30,2022-01-02T23:51:39Z,2370000,,,0,,T. Frazier REBOUND (Off:1 Def:1),[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,237.0,2.0,1.0,1.0,,,,,,,,,,,
239,PT04M56.00S,2022-01-02T23:51:26.8Z,2,REGULAR,foul,personal,['2freethrow'],203953,,,1610612753,41,30,2022-01-02T23:51:35Z,2380000,,,0,,J. Parker shooting personal FOUL (1 PF) (Frazier 2 FT),"[203953, 204025]",1610612738.0,BOS,shooting,,,Parker,J. Parker,,,,,1628159.0,,,,,,,,,,,,,,1.0,0.0,Frazier,204025.0,,,
241,PT04M56.00S,2022-01-02T23:51:58.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",204025,,,1610612753,41,31,2022-01-02T23:51:58Z,2400000,,,0,,T. Frazier Free Throw 1 of 2 (1 PTS),[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,
242,PT04M56.00S,2022-01-02T23:51:59.0Z,2,REGULAR,substitution,out,[],1630532,,,1610612753,41,31,2022-01-02T23:52:08Z,2410000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M56.00S,2022-01-02T23:51:59.0Z,2,REGULAR,substitution,in,[],1629649,,,1610612753,41,31,2022-01-02T23:52:08Z,2420000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M56.00S,2022-01-02T23:52:25.1Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",204025,,,1610612753,41,32,2022-01-02T23:52:25Z,2430000,,,0,,T. Frazier Free Throw 2 of 2 (2 PTS),[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,
245,PT04M37.00S,2022-01-02T23:52:49.9Z,2,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612738,41,32,2022-01-02T23:52:57Z,2440000,,,0,,G. Williams lost ball out-of-bounds TURNOVER (2 TO),[1629684],1610612738.0,BOS,lost ball,,,Williams,G. Williams,,,,,1628159.0,2.0,,,,,,,,,,,,,,,,,,,
246,PT04M18.00S,2022-01-02T23:53:10.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628976,87.20433639947439,51.225490196078425,1610612753,41,32,2022-01-02T23:53:17Z,2450000,6.0,68.0,1,right,MISS W. Carter Jr. 6' turnaround Hook,[1628976],1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,,,6.81,Missed,,,,,,,,,,,,,,,,,
247,PT04M15.00S,2022-01-02T23:53:13.8Z,2,REGULAR,rebound,offensive,[],204025,,,1610612753,41,32,2022-01-02T23:53:17Z,2460000,,,0,,T. Frazier REBOUND (Off:2 Def:1),[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,246.0,3.0,1.0,2.0,,,,,,,,,,,
248,PT04M14.00S,2022-01-02T23:53:15.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203914,94.1688567674113,2.2058823529411766,1610612753,41,32,2022-01-02T23:53:38Z,2470000,-239.0,2.0,1,right,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,23.9,Missed,,,,,,,,,,,,,,,,,
249,PT04M13.00S,2022-01-02T23:53:16.2Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,41,32,2022-01-02T23:53:38Z,2480000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,248.0,3.0,2.0,1.0,,,,,,,,,,,
250,PT04M06.00S,2022-01-02T23:53:23.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,10.200394218134035,62.745098039215684,1610612738,41,32,2022-01-02T23:53:52Z,2490000,-64.0,43.0,1,left,MISS D. Schroder 7' driving Layup - blocked,"[203471, 1629649]",1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,,,7.71,Missed,Brazdeikis,1629649.0,,,,,,,,,,,,,,,
251,PT04M06.00S,2022-01-02T23:53:23.3Z,2,REGULAR,block,,[],1629649,,,1610612738,41,32,2022-01-02T23:53:26Z,2500000,,,0,,I. Brazdeikis BLOCK (1 BLK),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M06.00S,2022-01-02T23:53:23.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,41,32,2022-01-02T23:53:52Z,2510000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,
253,PT04M06.00S,2022-01-02T23:53:28.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,41,32,2022-01-02T23:53:28Z,2520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M01.00S,2022-01-02T23:53:49.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,11.383048620236531,68.38235294117648,1610612738,43,32,2022-01-02T23:53:55Z,2530000,-92.0,55.0,1,left,J. Brown 10' pullup Jump Shot (17 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,10.68,Made,,,,,,,17.0,,,,,,,,,,
255,PT03M53.00S,2022-01-02T23:53:57.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629649,92.32917214191852,47.05882352941176,1610612753,43,32,2022-01-02T23:54:06Z,2540000,-15.0,20.0,1,right,MISS I. Brazdeikis driving Layup,[1629649],1610612753.0,ORL,driving,,,Brazdeikis,I. Brazdeikis,,,,,,,2.45,Missed,,,,,,,,,,,,,,,,,
256,PT03M52.00S,2022-01-02T23:53:59.0Z,2,REGULAR,rebound,offensive,[],1629649,,,1610612753,43,32,2022-01-02T23:53:59Z,2550000,,,0,,I. Brazdeikis REBOUND (Off:1 Def:0),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,255.0,1.0,0.0,1.0,,,,,,,,,,,
257,PT03M51.00S,2022-01-02T23:53:59.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629649,91.40932982917214,46.568627450980394,1610612753,43,32,2022-01-02T23:54:10Z,2560000,-17.0,28.0,1,right,MISS I. Brazdeikis putback Layup,[1629649],1610612753.0,ORL,putback,,,Brazdeikis,I. Brazdeikis,,,,,,,3.31,Missed,,,,,,,,,,,,,,,,,
258,PT03M49.00S,2022-01-02T23:54:01.5Z,2,REGULAR,rebound,defensive,[],203471,,,1610612738,43,32,2022-01-02T23:54:10Z,2570000,,,0,,D. Schroder REBOUND (Off:0 Def:3),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,257.0,3.0,3.0,0.0,,,,,,,,,,,
259,PT03M35.00S,2022-01-02T23:54:15.5Z,2,REGULAR,turnover,bad pass,[],203471,,,1610612738,43,32,2022-01-02T23:54:19Z,2580000,,,0,,D. Schroder bad pass TURNOVER (2 TO),"[203471, 203082]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,2.0,,,,,,,,,,,,,,,,,Ross,203082.0,
260,PT03M35.00S,2022-01-02T23:54:15.5Z,2,REGULAR,steal,,[],203082,,,1610612753,43,32,2022-01-02T23:54:17Z,2590000,,,0,,T. Ross STEAL (1 STL),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M26.00S,2022-01-02T23:54:25.2Z,2,REGULAR,2pt,Hook,['fromturnover'],1628976,91.93495400788436,25.0,1610612753,43,32,2022-01-02T23:54:30Z,2600000,-125.0,23.0,1,right,MISS W. Carter Jr. 12' turnaround Hook,[1628976],1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,,,12.72,Missed,,,,,,,,,,,,,,,,,
262,PT03M23.00S,2022-01-02T23:54:28.2Z,2,REGULAR,rebound,defensive,[],203953,,,1610612738,43,32,2022-01-02T23:54:30Z,2610000,,,0,,J. Parker REBOUND (Off:0 Def:3),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,261.0,3.0,3.0,0.0,,,,,,,,,,,
