actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2021-11-23T00:40:42.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-23T00:40:42Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-11-23T00:40:44.5Z,1,REGULAR,jumpball,recovered,[],1628464,,,1610612745,0,0,2021-11-23T00:40:44Z,40000,,,0,,Jump Ball C. Wood vs. R. Williams III: Tip to D. Theis,"[1628464, 1626174, 1629057]",1610612745.0,HOU,startperiod,D. Theis,1628464.0,Theis,D. Theis,Wood,1626174.0,Williams III,1629057.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2021-11-23T00:41:00.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628464,11.251642575558476,64.70588235294117,1610612745,0,0,2021-11-23T00:41:11Z,70000,-74.0,53.0,1,left,MISS D. Theis 9' driving Hook,[1628464],1610612745.0,HOU,driving,,,Theis,D. Theis,,,,,9.08,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2021-11-23T00:41:02.9Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,0,2021-11-23T00:41:11Z,80000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M26.00S,2021-11-23T00:41:14.8Z,1,REGULAR,3pt,Jump Shot,[],201143,94.1688567674113,95.83333333333334,1610612738,0,0,2021-11-23T00:41:20Z,90000,229.0,2.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2021-11-23T00:41:18.8Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,0,0,2021-11-23T00:41:20Z,100000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M22.00S,2021-11-23T00:41:20.7Z,1,REGULAR,foul,personal,[],1627759,,,1610612745,0,0,2021-11-23T00:41:51Z,110000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1630256]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,1193.0,1.0,0.0,Tate,1630256.0,,,,,,,,,,
13,PT11M16.00S,2021-11-23T00:41:42.6Z,1,REGULAR,3pt,Jump Shot,[],1630224,31.750985545335087,66.17647058823529,1610612745,0,0,2021-11-23T00:41:54Z,130000,-81.0,246.0,1,left,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
14,PT11M12.00S,2021-11-23T00:41:46.0Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,0,2021-11-23T00:41:45Z,140000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
15,PT11M07.00S,2021-11-23T00:41:51.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,92.9862023653088,51.9607843137255,1610612738,0,0,2021-11-23T00:42:03Z,150000,10.0,13.0,1,right,MISS J. Brown driving reverse Layup,[1627759],1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,1.66,Missed,,,,,,,,,,,,,,,,,,,
16,PT11M05.00S,2021-11-23T00:41:53.6Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,0,0,2021-11-23T00:42:03Z,160000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
17,PT11M00.00S,2021-11-23T00:41:59.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630256,8.360709592641262,47.30392156862745,1610612745,0,2,2021-11-23T00:42:09Z,170000,13.0,26.0,1,left,J. Tate cutting Layup (2 PTS) (C. Wood 1 AST),"[1630256, 1626174]",1610612745.0,HOU,cutting,,,Tate,J. Tate,,,,,2.94,Made,,,,,,,,,,2.0,C. Wood,1626174.0,1.0,,,,,,
19,PT10M35.00S,2021-11-23T00:42:23.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201143,86.94152431011827,45.34313725490196,1610612738,0,2,2021-11-23T00:42:31Z,190000,-23.0,70.0,1,right,MISS A. Horford 7' driving Hook,[201143],1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,7.4,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M32.00S,2021-11-23T00:42:26.9Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,0,2,2021-11-23T00:42:31Z,200000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
21,PT10M29.00S,2021-11-23T00:42:33.0Z,1,REGULAR,foul,personal,[],1628369,,,1610612745,0,2,2021-11-23T00:42:43Z,210000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1628464]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,202901.0,1.0,0.0,Theis,1628464.0,,,,,,,,,,
23,PT10M19.00S,2021-11-23T00:43:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,8.229303547963205,57.84313725490197,1610612745,0,2,2021-11-23T00:43:22Z,230000,-39.0,25.0,1,left,MISS D. Theis driving Layup - blocked,"[1628464, 1627759]",1610612745.0,HOU,driving,,,Theis,D. Theis,,,,,4.64,Missed,,,,,,,,,,,,,,Brown,1627759.0,,,,
24,PT10M19.00S,2021-11-23T00:43:00.9Z,1,REGULAR,block,,[],1627759,,,1610612745,0,2,2021-11-23T00:44:13Z,240000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT10M16.00S,2021-11-23T00:43:03.9Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,0,2,2021-11-23T00:43:13Z,250000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
26,PT10M10.00S,2021-11-23T00:43:08.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,93.64323258869908,96.07843137254902,1610612738,0,2,2021-11-23T00:43:19Z,260000,230.0,7.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
