actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
251,PT06M21.00S,2021-10-23T00:21:56.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201143,90.09526938239159,58.82352941176471,1610612738,28,35,2021-10-23T00:22:03Z,2480000,44.0,41.0,1,right,MISS A. Horford Hook,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,5.99,Missed,,,,,,,,,,,,,,,,
252,PT06M18.00S,2021-10-23T00:21:59.6Z,2,REGULAR,rebound,offensive,[],1629641,,,1610612738,28,35,2021-10-23T00:22:03Z,2490000,,,0,,R. Langford REBOUND (Off:1 Def:0),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,251.0,1.0,0.0,1.0,,,,,,,,,,,,
253,PT06M17.00S,2021-10-23T00:22:01.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629641,89.04402102496715,52.94117647058824,1610612738,28,35,2021-10-23T01:01:51Z,2500000,15.0,50.0,1,right,MISS R. Langford putback Layup,[1629641],1610612738.0,BOS,putback,,,Langford,R. Langford,,,,,,,,5.26,Missed,,,,,,,,,,,,,,,,
254,PT06M15.00S,2021-10-23T00:22:03.2Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,28,35,2021-10-23T00:22:03Z,2510000,,,0,,O. Anunoby REBOUND (Off:3 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,253.0,4.0,1.0,3.0,,,,,,,,,,,,
255,PT06M12.00S,2021-10-23T00:22:06.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,6.258212877792378,47.794117647058826,1610612761,28,37,2021-10-23T00:22:31Z,2520000,11.0,6.0,1,left,F. VanVleet running finger roll Layup (4 PTS) (O. Anunoby 2 AST),"[1627832, 1628384]",1610612761.0,TOR,running finger roll,,,VanVleet,F. VanVleet,,,,,,,,1.27,Made,,,,,,,,4.0,O. Anunoby,1628384.0,2.0,,,,,
256,PT05M53.00S,2021-10-23T00:22:24.7Z,2,REGULAR,3pt,Jump Shot,[],1629641,92.9862023653088,2.941176470588235,1610612738,31,37,2021-10-23T00:22:34Z,2530000,-235.0,13.0,1,right,R. Langford 3PT  (3 PTS) (M. Smart 3 AST),"[1629641, 203935]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,23.57,Made,,,,,,,,3.0,M. Smart,203935.0,3.0,,,,,
259,PT05M32.00S,2021-10-23T00:22:46.4Z,2,REGULAR,2pt,Jump Shot,[],1628384,26.363337713534822,51.225490196078425,1610612761,31,37,2021-10-23T00:22:56Z,2550000,-6.0,195.0,1,left,MISS O. Anunoby 19' step back Shot,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,,,,19.54,Missed,,,,,,,,,,,,,,,,
260,PT05M28.00S,2021-10-23T00:22:50.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,31,37,2021-10-23T00:22:56Z,2560000,,,0,,A. Horford REBOUND (Off:0 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,259.0,6.0,6.0,0.0,,,,,,,,,,,,
261,PT05M16.00S,2021-10-23T00:23:01.9Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,31,37,2021-10-23T00:23:07Z,2570000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1627832]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,2.0,VanVleet,1627832.0,,,,,,,,,,,,,,,,,,
262,PT05M16.00S,2021-10-23T00:23:01.9Z,2,REGULAR,steal,,[],1627832,,,1610612761,31,37,2021-10-23T00:23:03Z,2580000,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M12.00S,2021-10-23T00:23:06.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,7.178055190538765,44.85294117647059,1610612761,31,39,2021-10-23T00:23:12Z,2590000,26.0,15.0,1,left,O. Anunoby running Layup (8 PTS) (F. VanVleet 5 AST),"[1628384, 1627832]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,,,,2.98,Made,,,,,,,,8.0,F. VanVleet,1627832.0,5.0,,,,,
265,PT04M53.00S,2021-10-23T00:23:24.9Z,2,REGULAR,3pt,Jump Shot,[],1630202,92.32917214191852,2.941176470588235,1610612738,31,39,2021-10-23T00:23:29Z,2610000,-235.0,20.0,1,right,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,23.61,Missed,,,,,,,,,,,,,,,,
266,PT04M51.00S,2021-10-23T00:23:26.9Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,31,39,2021-10-23T00:23:29Z,2620000,,,0,,F. VanVleet REBOUND (Off:1 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,265.0,2.0,1.0,1.0,,,,,,,,,,,,
267,PT04M42.00S,2021-10-23T00:23:36.3Z,2,REGULAR,3pt,Jump Shot,[],1627832,26.363337713534822,17.15686274509804,1610612761,31,39,2021-10-23T00:23:42Z,2630000,164.0,195.0,1,left,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,25.52,Missed,,,,,,,,,,,,,,,,
268,PT04M39.00S,2021-10-23T00:23:39.3Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,31,39,2021-10-23T00:23:42Z,2640000,,,0,,S. Barnes REBOUND (Off:4 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,267.0,6.0,2.0,4.0,,,,,,,,,,,,
269,PT04M38.00S,2021-10-23T00:23:40.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630567,5.995400788436268,49.754901960784316,1610612761,31,41,2021-10-23T00:23:48Z,2650000,1.0,4.0,1,left,S. Barnes DUNK (11 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,0.41,Made,,,,,,,,11.0,,,,,,,,
270,PT04M22.00S,2021-10-23T00:23:58.2Z,2,REGULAR,turnover,lost ball,[],1629641,,,1610612738,31,41,2021-10-23T00:24:16Z,2660000,,,0,,R. Langford lost ball TURNOVER (1 TO),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,1.0,,,,,,,,,,,,,,,,,,,,
271,PT04M22.00S,2021-10-23T00:24:07.0Z,2,REGULAR,foul,personal,[],1629641,,,1610612761,31,41,2021-10-23T00:24:12Z,2670000,,,0,,R. Langford loose ball personal FOUL (2 PF),"[1629641, 1628384]",1610612738.0,BOS,loose ball,,,Langford,R. Langford,,,,,,,,,,,,,,200832.0,,,,,,,2.0,0.0,Anunoby,1628384.0,
274,PT04M22.00S,2021-10-23T00:24:16.3Z,2,REGULAR,substitution,out,[],1630202,,,1610612761,31,41,2021-10-23T00:24:29Z,2690000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M22.00S,2021-10-23T00:24:16.3Z,2,REGULAR,substitution,out,[],203935,,,1610612761,31,41,2021-10-23T00:24:29Z,2700000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M22.00S,2021-10-23T00:24:16.3Z,2,REGULAR,substitution,out,[],201143,,,1610612761,31,41,2021-10-23T00:24:29Z,2710000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M22.00S,2021-10-23T00:24:16.3Z,2,REGULAR,substitution,in,[],1627759,,,1610612761,31,41,2021-10-23T00:24:29Z,2720000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M22.00S,2021-10-23T00:24:16.3Z,2,REGULAR,substitution,in,[],1629057,,,1610612761,31,41,2021-10-23T00:24:29Z,2730000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M22.00S,2021-10-23T00:24:16.3Z,2,REGULAR,substitution,in,[],203471,,,1610612761,31,41,2021-10-23T00:24:29Z,2740000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M09.00S,2021-10-23T00:24:43.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629018,14.799605781865965,40.19607843137255,1610612761,31,41,2021-10-23T00:24:56Z,2750000,49.0,87.0,1,left,MISS G. Trent Jr. 9' Hook,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,9.95,Missed,,,,,,,,,,,,,,,,
281,PT04M05.00S,2021-10-23T00:24:47.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,31,41,2021-10-23T00:24:56Z,2760000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,280.0,2.0,2.0,0.0,,,,,,,,,,,,
282,PT04M05.00S,2021-10-23T00:24:54.5Z,2,REGULAR,foul,personal,[],1630567,,,1610612738,31,41,2021-10-23T01:02:42Z,2770000,,,0,,S. Barnes take personal FOUL (1 PF),"[1630567, 1627759]",1610612761.0,TOR,take,,,Barnes,S. Barnes,,,,,,,,,,,,,,1204.0,,,,,,,1.0,0.0,Brown,1627759.0,
284,PT04M05.00S,2021-10-23T00:25:03.2Z,2,REGULAR,substitution,out,[],1630567,,,1610612738,31,41,2021-10-23T00:25:06Z,2790000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M05.00S,2021-10-23T00:25:03.2Z,2,REGULAR,substitution,in,[],1628449,,,1610612738,31,41,2021-10-23T00:25:06Z,2800000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M58.00S,2021-10-23T00:25:30.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,90.48948751642575,48.28431372549019,1610612738,33,41,2021-10-23T00:25:36Z,2810000,-9.0,37.0,1,right,R. Williams III cutting DUNK (2 PTS) (D. Schroder 2 AST),"[1629057, 203471]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,,,,3.79,Made,,,,,,,,2.0,D. Schroder,203471.0,2.0,,,,,
288,PT03M37.00S,2021-10-23T00:25:51.0Z,2,REGULAR,3pt,Jump Shot,[],1628449,17.95335085413929,5.392156862745098,1610612761,33,41,2021-10-23T00:26:05Z,2830000,223.0,116.0,1,left,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,25.15,Missed,,,,,,,,,,,,,,,,
289,PT03M36.00S,2021-10-23T00:25:52.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,33,41,2021-10-23T00:26:05Z,2840000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,288.0,,,,,,,,,,,,,,,
291,PT03M36.00S,2021-10-23T00:26:05.2Z,2,REGULAR,foul,personal,[],1628384,,,1610612738,33,41,2021-10-23T00:28:46Z,2860000,,,0,,O. Anunoby loose ball personal FOUL (1 PF),"[1628384, 1629641]",1610612761.0,TOR,loose ball,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,1204.0,,,,,,,1.0,0.0,Langford,1629641.0,
293,PT03M26.00S,2021-10-23T00:26:34.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,91.27792378449409,50.245098039215684,1610612738,35,41,2021-10-23T00:26:39Z,2880000,1.0,29.0,1,right,R. Williams III alley-oop DUNK (4 PTS) (D. Schroder 3 AST),"[1629057, 203471]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,2.95,Made,,,,,,,,4.0,D. Schroder,203471.0,3.0,,,,,
295,PT03M18.00S,2021-10-23T00:26:48.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,35,41,2021-10-23T00:26:48Z,2900000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M18.00S,2021-10-23T00:28:47.8Z,2,REGULAR,substitution,out,[],1629641,,,1610612761,35,41,2021-10-23T00:29:28Z,2910000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M18.00S,2021-10-23T00:28:47.8Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,35,41,2021-10-23T00:29:28Z,2920000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M18.00S,2021-10-23T00:28:47.8Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,35,41,2021-10-23T00:29:28Z,2930000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M18.00S,2021-10-23T00:28:47.8Z,2,REGULAR,substitution,in,[],203935,,,1610612761,35,41,2021-10-23T00:29:28Z,2940000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M18.00S,2021-10-23T00:28:47.8Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,35,41,2021-10-23T00:29:28Z,2950000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M18.00S,2021-10-23T00:28:47.8Z,2,REGULAR,substitution,in,[],203920,,,1610612761,35,41,2021-10-23T00:29:28Z,2960000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M03.00S,2021-10-23T00:29:52.0Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612761,35,41,2021-10-23T00:30:02Z,2970000,,,0,,J. Brown shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1627759, 1628384]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,1204.0,,,,,,,1.0,0.0,Anunoby,1628384.0,
304,PT03M03.00S,2021-10-23T00:30:14.2Z,2,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,35,42,2021-10-23T00:30:14Z,2990000,,,0,,O. Anunoby Free Throw 1 of 2 (9 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,Made,,,,,,,,9.0,,,,,,,,
305,PT03M03.00S,2021-10-23T00:30:34.1Z,2,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,35,43,2021-10-23T00:30:34Z,3000000,,,0,,O. Anunoby Free Throw 2 of 2 (10 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,Made,,,,,,,,10.0,,,,,,,,
306,PT02M54.00S,2021-10-23T00:30:46.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,90.62089356110381,47.05882352941176,1610612738,37,43,2021-10-23T01:03:12Z,3010000,-15.0,36.0,1,right,R. Williams III alley-oop Layup (6 PTS) (M. Smart 4 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,3.86,Made,,,,,,,,6.0,M. Smart,203935.0,4.0,,,,,
308,PT02M54.00S,2021-10-23T00:30:57.5Z,2,REGULAR,foul,personal,['1freethrow'],203920,,,1610612738,37,43,2021-10-23T00:31:11Z,3030000,,,0,,K. Birch shooting personal FOUL (1 PF) (Williams III 1 FT),"[203920, 1629057]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,,,,,,,,,,200832.0,,,,,,,1.0,0.0,Williams III,1629057.0,
310,PT02M54.00S,2021-10-23T00:31:20.1Z,2,REGULAR,freethrow,1 of 1,[],1629057,,,1610612738,38,43,2021-10-23T00:31:20Z,3050000,,,0,,R. Williams III Free Throw 1 of 1 (7 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,Made,,,,,,,,7.0,,,,,,,,
311,PT02M46.00S,2021-10-23T00:31:32.7Z,2,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,38,43,2021-10-23T00:32:15Z,3060000,,,0,,F. VanVleet lost ball out-of-bounds TURNOVER (1 TO),[1627832],1610612761.0,TOR,lost ball,,,VanVleet,F. VanVleet,,,,,1.0,,,,,,,,,,,,,,,,,,,,
312,PT02M37.00S,2021-10-23T00:31:59.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627832,,,1610612738,38,43,2021-10-23T00:32:09Z,3070000,,,0,,F. VanVleet shooting personal FOUL (2 PF) (Schroder 2 FT),"[1627832, 203471]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,101283.0,,,,,,,2.0,0.0,Schroder,203471.0,
314,PT02M37.00S,2021-10-23T00:32:23.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203471,,,1610612738,39,43,2021-10-23T00:32:23Z,3090000,,,0,,D. Schroder Free Throw 1 of 2 (1 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,Made,,,,,,,,1.0,,,,,,,,
315,PT02M37.00S,2021-10-23T00:32:42.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203471,,,1610612738,40,43,2021-10-23T00:32:42Z,3100000,,,0,,D. Schroder Free Throw 2 of 2 (2 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,Made,,,,,,,,2.0,,,,,,,,
316,PT02M24.00S,2021-10-23T00:32:57.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,18.396846254927727,34.260110294117645,1610612761,40,45,2021-10-23T00:33:05Z,3110000,79.0,120.0,1,left,S. Barnes 14' turnaround Jump Shot (13 PTS) (F. VanVleet 6 AST),"[1630567, 1627832]",1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,,,,14.38,Made,,,,,,,,13.0,F. VanVleet,1627832.0,6.0,,,,,
318,PT02M08.00S,2021-10-23T00:33:13.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,91.80354796320631,54.41176470588235,1610612738,40,45,2021-10-23T00:33:19Z,3130000,22.0,25.0,1,right,MISS R. Williams III cutting DUNK,[1629057],1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,,,,3.3,Missed,,,,,,,,,,,,,,,,
319,PT02M05.00S,2021-10-23T00:33:16.4Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,40,45,2021-10-23T00:33:19Z,3140000,,,0,,S. Barnes REBOUND (Off:4 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,318.0,7.0,3.0,4.0,,,,,,,,,,,,
320,PT02M00.00S,2021-10-23T00:33:21.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628384,7.30946123521682,48.03921568627451,1610612761,40,47,2021-10-23T00:33:27Z,3150000,10.0,16.0,1,left,O. Anunoby DUNK (12 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,1.89,Made,,,,,,,,12.0,,,,,,,,
322,PT01M33.00S,2021-10-23T00:33:48.5Z,2,REGULAR,2pt,Jump Shot,[],1628369,82.91721419185282,10.071997549019608,1610612738,42,47,2021-10-23T00:34:00Z,3170000,-200.0,108.0,1,right,J. Tatum 22' Jump Shot (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,22.7,Made,,,,,,,,12.0,,,,,,,,
323,PT01M26.00S,2021-10-23T00:34:00.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612761,42,47,2021-10-23T00:42:33Z,3180000,,,0,,D. Schroder shooting personal FOUL (2 PF) (Barnes 2 FT),"[203471, 1630567]",1610612738.0,BOS,shooting,,,Schroder,D. Schroder,,,,,,,,,,,,,,1204.0,,,,,,,2.0,0.0,Barnes,1630567.0,
325,PT01M26.00S,2021-10-23T00:34:26.5Z,2,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,42,48,2021-10-23T00:34:26Z,3200000,,,0,,S. Barnes Free Throw 1 of 2 (14 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,Made,,,,,,,,14.0,,,,,,,,
326,PT01M26.00S,2021-10-23T00:34:28.3Z,2,REGULAR,substitution,out,[],203935,,,1610612761,42,48,2021-10-23T00:34:34Z,3210000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M26.00S,2021-10-23T00:34:28.3Z,2,REGULAR,substitution,out,[],203920,,,1610612761,42,48,2021-10-23T00:34:34Z,3220000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M26.00S,2021-10-23T00:34:28.3Z,2,REGULAR,substitution,in,[],1626196,,,1610612761,42,48,2021-10-23T00:34:34Z,3230000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M26.00S,2021-10-23T00:34:28.3Z,2,REGULAR,substitution,in,[],1630173,,,1610612761,42,48,2021-10-23T00:34:34Z,3240000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT01M26.00S,2021-10-23T00:35:06.7Z,2,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,42,49,2021-10-23T00:35:06Z,3250000,,,0,,S. Barnes Free Throw 2 of 2 (15 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,Made,,,,,,,,15.0,,,,,,,,
331,PT01M10.00S,2021-10-23T00:35:24.1Z,2,REGULAR,2pt,Jump Shot,[],1628369,86.02168199737189,30.392156862745097,1610612738,44,49,2021-10-23T00:35:31Z,3260000,-98.0,79.0,1,right,J. Tatum 12' fadeaway Jump Shot (14 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,12.58,Made,,,,,,,,14.0,,,,,,,,
332,PT00M57.40S,2021-10-23T00:35:37.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,10.463206307490145,46.568627450980394,1610612761,44,51,2021-10-23T00:35:46Z,3270000,17.0,46.0,1,left,G. Trent Jr. driving finger roll Layup (5 PTS) (F. VanVleet 7 AST),"[1629018, 1627832]",1610612761.0,TOR,driving finger roll,,,Trent Jr.,G. Trent Jr.,,,,,,,,4.9,Made,,,,,,,,5.0,F. VanVleet,1627832.0,7.0,,,,,
334,PT00M39.90S,2021-10-23T00:36:01.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612738,44,51,2021-10-23T00:36:09Z,3290000,,,0,,O. Anunoby shooting personal FOUL (2 PF) (Brown 2 FT),"[1628384, 1627759]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,200832.0,,,,,,,2.0,0.0,Brown,1627759.0,
336,PT00M39.90S,2021-10-23T00:36:23.8Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,44,51,2021-10-23T00:36:23Z,3310000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Missed,,,,,,,,,,,,,,,,
337,PT00M39.90S,2021-10-23T00:36:23.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,44,51,2021-10-23T00:36:23Z,3320000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,336.0,,,,,,,,,,,,,,,
338,PT00M39.90S,2021-10-23T00:36:38.8Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,45,51,2021-10-23T00:36:38Z,3330000,,,0,,J. Brown Free Throw 2 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,,,,,,,,3.0,,,,,,,,
339,PT00M25.80S,2021-10-23T00:36:54.3Z,2,REGULAR,3pt,Jump Shot,[],1628384,14.011169513797633,2.696078431372549,1610612761,45,51,2021-10-23T00:37:01Z,3340000,237.0,79.0,1,left,MISS O. Anunoby 24' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,24.94,Missed,,,,,,,,,,,,,,,,
340,PT00M21.80S,2021-10-23T00:36:58.3Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,45,51,2021-10-23T00:36:58Z,3350000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,339.0,3.0,2.0,1.0,,,,,,,,,,,,
341,PT00M01.60S,2021-10-23T00:37:18.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,87.99277266754271,54.41176470588235,1610612738,47,51,2021-10-23T00:37:25Z,3360000,22.0,60.0,1,right,J. Tatum 6' driving floating Jump Shot (16 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,,6.43,Made,,,,,,,,16.0,,,,,,,,
342,PT00M00.00S,2021-10-23T00:37:30.3Z,2,REGULAR,period,end,[],0,,,1610612761,47,51,2021-10-23T00:37:30Z,3370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2021-10-23T00:52:28.3Z,3,REGULAR,substitution,out,['startperiod'],203471,,,1610612761,47,51,2021-10-23T00:52:53Z,3380000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-10-23T00:52:28.3Z,3,REGULAR,substitution,out,['startperiod'],1626196,,,1610612761,47,51,2021-10-23T00:52:53Z,3390000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
