actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,value,blockPlayerName,blockPersonId
17,PT10M57.00S,2021-11-20T00:47:24.5Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,3,4,2021-11-20T00:47:37Z,170000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,
19,PT10M41.00S,2021-11-20T00:47:39.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201143,80.89684625492772,40.68627450980392,1610612738,5,4,2021-11-20T00:47:46Z,180000,-47.0,127.0,1,right,A. Horford 13' driving Hook (2 PTS) (D. Schroder 1 AST),"[201143, 203471]",1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,,,,,,Made,2.0,,,,13.54,D. Schroder,203471.0,1.0,,,,,,,
21,PT10M29.00S,2021-11-20T00:47:51.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,6.1268068331143235,51.470588235294116,1610612747,5,6,2021-11-20T00:47:56Z,200000,-7.0,5.0,1,left,A. Davis driving Layup (6 PTS),[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,,,,,,Made,6.0,,,,0.9,,,,,,,,,,
22,PT10M16.00S,2021-11-20T00:48:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.5407358738502,48.28431372549019,1610612738,5,6,2021-11-20T00:48:11Z,210000,-9.0,27.0,1,right,MISS J. Tatum driving reverse Layup,[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,2.83,,,,,,,,,,
23,PT10M14.00S,2021-11-20T00:48:06.3Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,5,6,2021-11-20T00:48:11Z,220000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,
24,PT10M10.00S,2021-11-20T00:48:10.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202340,4.812746386333772,95.58823529411765,1610612747,5,9,2021-11-20T00:48:15Z,230000,-228.0,-7.0,1,left,A. Bradley 3PT  (3 PTS) (R. Westbrook 2 AST),"[202340, 201566]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,Made,3.0,,,,22.8,R. Westbrook,201566.0,2.0,,,,,,,
26,PT09M45.00S,2021-11-20T00:48:35.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,66.17936925098554,45.83333333333333,1610612738,5,9,2021-11-20T00:48:42Z,250000,-21.0,265.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,26.62,,,,,,,,,,
27,PT09M43.00S,2021-11-20T00:48:37.2Z,1,REGULAR,rebound,offensive,[],203471,,,1610612738,5,9,2021-11-20T00:48:42Z,260000,,,0,,D. Schroder REBOUND (Off:1 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,26.0,2.0,1.0,1.0,,,
28,PT09M41.00S,2021-11-20T00:48:39.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203471,66.96780551905388,27.205882352941174,1610612738,5,9,2021-11-20T00:48:44Z,270000,-114.0,258.0,1,right,MISS D. Schroder 28' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,Missed,,,,,28.21,,,,,,,,,,
29,PT09M39.00S,2021-11-20T00:48:41.7Z,1,REGULAR,rebound,defensive,[],202340,,,1610612747,5,9,2021-11-20T00:48:44Z,280000,,,0,,A. Bradley REBOUND (Off:0 Def:1),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,
30,PT09M29.00S,2021-11-20T00:48:53.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,7.046649145860711,48.28431372549019,1610612747,5,11,2021-11-20T00:49:08Z,290000,9.0,14.0,1,left,L. James cutting DUNK (2 PTS) (T. Horton-Tucker 1 AST),"[2544, 1629659]",1610612747.0,LAL,cutting,,,James,L. James,,,,,,,,,,Made,2.0,,,,1.62,T. Horton-Tucker,1629659.0,1.0,,,,,,,
32,PT09M28.00S,2021-11-20T00:49:00.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,5,11,2021-11-20T00:49:00Z,310000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M13.00S,2021-11-20T00:52:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,91.01511169513797,46.32352941176471,1610612738,7,11,2021-11-20T00:52:35Z,320000,-18.0,32.0,1,right,M. Smart cutting finger roll Layup (2 PTS) (A. Horford 1 AST),"[203935, 201143]",1610612738.0,BOS,cutting finger roll,,,Smart,M. Smart,,,,,,,,,,Made,2.0,,,,3.69,A. Horford,201143.0,1.0,,,,,,,
35,PT08M56.00S,2021-11-20T00:52:47.6Z,1,REGULAR,turnover,lost ball,[],203076,,,1610612747,7,11,2021-11-20T00:52:51Z,340000,,,0,,A. Davis lost ball TURNOVER (1 TO),"[203076, 203935]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,1.0,Smart,203935.0,,,,,,,,,,,
36,PT08M56.00S,2021-11-20T00:52:47.6Z,1,REGULAR,steal,,[],203935,,,1610612738,7,11,2021-11-20T00:52:49Z,350000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M51.00S,2021-11-20T00:52:52.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628369,72.61826544021025,19.362745098039216,1610612738,7,11,2021-11-20T00:53:08Z,360000,-153.0,205.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,25.58,,,,,,,,,,
38,PT08M46.00S,2021-11-20T00:52:57.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,7,11,2021-11-20T00:55:28Z,370000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,
40,PT08M42.00S,2021-11-20T00:53:08.8Z,1,REGULAR,foul,personal,['2freethrow'],203471,,,1610612747,7,11,2021-11-20T00:53:14Z,390000,,,0,,D. Schroder shooting personal FOUL (1 PF) (Westbrook 2 FT),"[203471, 201566]",1610612738.0,BOS,shooting,,,Schroder,D. Schroder,,,,,1626300.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,,,,,,,,
42,PT08M42.00S,2021-11-20T00:53:32.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201566,,,1610612747,7,12,2021-11-20T00:55:31Z,410000,,,0,,R. Westbrook Free Throw 1 of 2 (1 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
43,PT08M42.00S,2021-11-20T00:53:49.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201566,,,1610612747,7,12,2021-11-20T00:55:31Z,420000,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,Missed,,,,,,,,,,,,,,,
44,PT08M40.00S,2021-11-20T00:53:49.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,7,12,2021-11-20T00:53:49Z,430000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,
47,PT08M21.00S,2021-11-20T00:54:09.5Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612738,7,12,2021-11-20T00:54:20Z,440000,,,0,,D. Schroder bad pass TURNOVER (2 TO),"[203471, 2544]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,2.0,James,2544.0,,,,,,,,,,,
48,PT08M21.00S,2021-11-20T00:54:09.5Z,1,REGULAR,steal,,[],2544,,,1610612747,7,12,2021-11-20T00:54:11Z,450000,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M17.00S,2021-11-20T00:54:14.8Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612747,7,12,2021-11-20T00:54:26Z,460000,,,0,,G. Williams shooting personal FOUL (1 PF) (Davis 2 FT),"[1629684, 203076]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,204059.0,1.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,,
51,PT08M17.00S,2021-11-20T00:54:40.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203076,,,1610612747,7,12,2021-11-20T00:54:40Z,480000,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,Missed,,,,,,,,,,,,,,,
52,PT08M17.00S,2021-11-20T00:54:40.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,7,12,2021-11-20T00:54:40Z,490000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,
53,PT08M17.00S,2021-11-20T00:54:54.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203076,,,1610612747,7,13,2021-11-20T00:54:54Z,500000,,,0,,A. Davis Free Throw 2 of 2 (7 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
54,PT08M14.00S,2021-11-20T00:55:04.9Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612738,7,13,2021-11-20T00:55:05Z,510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M55.00S,2021-11-20T00:55:36.3Z,1,REGULAR,3pt,Jump Shot,[],1629684,91.40932982917214,3.431372549019608,1610612738,7,13,2021-11-20T00:55:48Z,520000,-233.0,28.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,Missed,,,,,23.45,,,,,,,,,,
56,PT07M54.00S,2021-11-20T00:55:37.3Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,7,13,2021-11-20T00:55:48Z,530000,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,55.0,1.0,1.0,0.0,,,
57,PT07M47.00S,2021-11-20T00:55:49.0Z,1,REGULAR,foul,personal,[],201143,,,1610612747,7,13,2021-11-20T00:55:54Z,540000,,,0,,A. Horford personal FOUL (1 PF),"[201143, 203076]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,1626300.0,1.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,,
59,PT07M32.00S,2021-11-20T00:56:29.9Z,1,REGULAR,2pt,Jump Shot,[],203076,22.158344283837057,67.15686274509804,1610612747,7,13,2021-11-20T00:56:38Z,560000,-86.0,156.0,1,left,MISS A. Davis 17' turnaround Shot,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,,,,,,Missed,,,,,17.79,,,,,,,,,,
60,PT07M30.00S,2021-11-20T00:56:31.9Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,7,13,2021-11-20T00:56:38Z,570000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,59.0,1.0,1.0,0.0,,,
61,PT07M22.00S,2021-11-20T00:56:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,92.19776609724047,48.03921568627451,1610612738,9,13,2021-11-20T00:56:44Z,580000,-10.0,21.0,1,right,D. Schroder driving Layup (2 PTS),[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,,,,,,Made,2.0,,,,2.3,,,,,,,,,,
62,PT07M15.00S,2021-11-20T00:56:53.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,9,13,2021-11-20T00:56:53Z,590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M13.00S,2021-11-20T00:57:02.5Z,1,REGULAR,3pt,Jump Shot,[],2544,36.95589684625492,72.08180147058823,1610612747,9,16,2021-11-20T00:57:21Z,600000,-110.0,295.0,1,left,L. James 31' 3PT  (5 PTS) (R. Westbrook 3 AST),"[2544, 201566]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Made,5.0,,,,31.49,R. Westbrook,201566.0,3.0,,,,,,,
64,PT06M59.00S,2021-11-20T00:57:17.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,74.85216819973719,88.72549019607843,1610612738,9,16,2021-11-20T00:57:26Z,610000,194.0,184.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,26.7,,,,,,,,,,
65,PT06M58.00S,2021-11-20T00:57:18.0Z,1,REGULAR,rebound,defensive,[],202340,,,1610612747,9,16,2021-11-20T00:57:26Z,620000,,,0,,A. Bradley REBOUND (Off:0 Def:2),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,64.0,2.0,2.0,0.0,,,
66,PT06M51.00S,2021-11-20T00:57:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203076,7.703679369250986,48.28431372549019,1610612747,9,18,2021-11-20T00:57:32Z,630000,9.0,20.0,1,left,A. Davis reverse Layup (9 PTS) (R. Westbrook 4 AST),"[203076, 201566]",1610612747.0,LAL,reverse,,,Davis,A. Davis,,,,,,,,,,Made,9.0,,,,2.17,R. Westbrook,201566.0,4.0,,,,,,,
68,PT06M51.00S,2021-11-20T00:57:30.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,9,18,2021-11-20T00:57:30Z,650000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M31.00S,2021-11-20T01:01:16.8Z,1,REGULAR,foul,personal,[],201566,,,1610612738,9,18,2021-11-20T01:01:24Z,660000,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 201143]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,2882.0,1.0,0.0,Horford,201143.0,,,,,,,,,,,,,,,,
139,PT06M24.00S,2021-11-20T01:01:47.6Z,1,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,9,18,2021-11-20T01:10:14Z,695000,,,0,,A. Horford step out-of-bounds TURNOVER (1 TO),[201143],1610612738.0,BOS,step,,,Horford,A. Horford,,,,,2882.0,,,,,,,1.0,,,,,,,,,,,,,
351,PT06M24.00S,2021-11-20T01:01:51.3Z,1,REGULAR,instantreplay,request,[],0,,,1610612747,9,18,2021-11-20T02:09:46Z,697500,,,0,,,[],,,overturned,,,,,,,,,204059.0,,,,,,,,,,,,,,,,,,Out of Bounds - Overturn Call,,
74,PT06M13.00S,2021-11-20T01:01:55.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612747,9,18,2021-11-20T01:02:03Z,700000,,,0,,J. Tatum personal FOUL (2 PF) (Horton-Tucker 2 FT),"[1628369, 1629659]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,204059.0,2.0,0.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,,,
76,PT06M13.00S,2021-11-20T01:02:21.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629659,,,1610612747,9,19,2021-11-20T01:10:14Z,720000,,,0,,T. Horton-Tucker Free Throw 1 of 2 (1 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
77,PT06M13.00S,2021-11-20T01:02:22.7Z,1,REGULAR,substitution,out,[],203935,,,1610612747,9,19,2021-11-20T01:02:30Z,730000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M13.00S,2021-11-20T01:02:22.7Z,1,REGULAR,substitution,out,[],1628369,,,1610612747,9,19,2021-11-20T01:02:30Z,740000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M13.00S,2021-11-20T01:02:22.7Z,1,REGULAR,substitution,in,[],1629641,,,1610612747,9,19,2021-11-20T01:02:30Z,750000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M13.00S,2021-11-20T01:02:22.7Z,1,REGULAR,substitution,in,[],1626196,,,1610612747,9,19,2021-11-20T01:02:30Z,760000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M13.00S,2021-11-20T01:02:45.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629659,,,1610612747,9,20,2021-11-20T01:10:14Z,770000,,,0,,T. Horton-Tucker Free Throw 2 of 2 (2 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
82,PT06M02.00S,2021-11-20T01:02:57.4Z,1,REGULAR,3pt,Jump Shot,[],203471,65.78515111695138,62.99019607843137,1610612738,12,20,2021-11-20T01:03:03Z,780000,65.0,269.0,1,right,D. Schroder 27' 3PT  (5 PTS) (A. Horford 2 AST),"[203471, 201143]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,Made,5.0,,,,27.68,A. Horford,201143.0,2.0,,,,,,,
84,PT05M47.00S,2021-11-20T01:03:11.4Z,1,REGULAR,2pt,Jump Shot,[],2544,8.623521681997373,77.45098039215686,1610612747,12,22,2021-11-20T01:03:17Z,800000,-137.0,29.0,1,left,L. James 14' turnaround fadeaway Jump Shot (7 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,,,,,,Made,7.0,,,,14.02,,,,,,,,,,
85,PT05M34.00S,2021-11-20T01:03:28.2Z,1,REGULAR,foul,offensive,['inpenalty'],203471,,,1610612738,12,22,2021-11-20T01:04:25Z,810000,,,0,,D. Schroder charge offensive FOUL (2 PF),"[203471, 2544]",1610612738.0,BOS,charge,,,Schroder,D. Schroder,,,,,204059.0,2.0,0.0,James,2544.0,,,,,,,,,,,,,,,,
87,PT05M34.00S,2021-11-20T01:03:28.2Z,1,REGULAR,turnover,offensive foul,[],203471,,,1610612738,12,22,2021-11-20T01:03:28Z,830000,,,0,,D. Schroder offensive foul TURNOVER (3 TO),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,204059.0,,,,,,,3.0,,,,,,,,,,,,,
88,PT05M34.00S,2021-11-20T01:03:37.6Z,1,REGULAR,substitution,out,[],203471,,,1610612747,12,22,2021-11-20T01:03:43Z,840000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M34.00S,2021-11-20T01:03:37.6Z,1,REGULAR,substitution,in,[],1630202,,,1610612747,12,22,2021-11-20T01:03:43Z,850000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M21.00S,2021-11-20T01:04:03.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203076,7.046649145860711,50.73529411764706,1610612747,12,24,2021-11-20T01:04:12Z,860000,-4.0,14.0,1,left,A. Davis driving DUNK (11 PTS),[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,,,,,,Made,11.0,,,,1.42,,,,,,,,,,
92,PT05M04.00S,2021-11-20T01:04:29.7Z,1,REGULAR,foul,personal,[],2544,,,1610612738,12,24,2021-11-20T01:04:54Z,880000,,,0,,L. James personal FOUL (1 PF),"[2544, 1629684]",1610612747.0,LAL,,,,James,L. James,,,,,204059.0,1.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,,
94,PT05M04.00S,2021-11-20T01:04:40.5Z,1,REGULAR,substitution,out,[],201143,,,1610612738,12,24,2021-11-20T01:04:54Z,900000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M04.00S,2021-11-20T01:04:40.5Z,1,REGULAR,substitution,out,[],1629659,,,1610612738,12,24,2021-11-20T01:04:54Z,910000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M04.00S,2021-11-20T01:04:40.5Z,1,REGULAR,substitution,out,[],2544,,,1610612738,12,24,2021-11-20T01:04:54Z,920000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M04.00S,2021-11-20T01:04:40.5Z,1,REGULAR,substitution,in,[],202683,,,1610612738,12,24,2021-11-20T01:04:54Z,930000,,,0,,SUB in: E. Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M04.00S,2021-11-20T01:04:40.5Z,1,REGULAR,substitution,in,[],2546,,,1610612738,12,24,2021-11-20T01:04:54Z,940000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M04.00S,2021-11-20T01:04:40.5Z,1,REGULAR,substitution,in,[],1628370,,,1610612738,12,24,2021-11-20T01:04:54Z,950000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
