actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
183,PT11M49.00S,2022-03-06T18:44:58.8Z,2,REGULAR,2pt,Jump Shot,[],202681,18.478975032851512,32.84313725490196,1610612751,29,34,2022-03-06T18:45:06Z,1790000,86.0,121.0,1,left,MISS K. Irving 14' turnaround fadeaway Shot,[202681],1610612751.0,BKN,turnaround fadeaway,,,Irving,K. Irving,,,,,14.85,Missed,,,,,,,,,,,,,,,,,,,
184,PT11M47.00S,2022-03-06T18:45:00.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,29,34,2022-03-06T18:45:06Z,1800000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,183.0,1.0,1.0,0.0,,,
185,PT11M30.00S,2022-03-06T18:45:18.8Z,2,REGULAR,foul,personal,['2freethrow'],201609,,,1610612738,29,34,2022-03-06T18:45:26Z,1810000,,,0,,G. Dragic shooting personal FOUL (2 PF) (White 2 FT),"[201609, 1628401]",1610612751.0,BKN,shooting,,,Dragic,G. Dragic,,,,,,,,,,,201246.0,,2.0,0.0,White,1628401.0,,,,,,,,,
187,PT11M30.00S,2022-03-06T18:45:42.0Z,2,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,30,34,2022-03-06T18:45:42Z,1830000,,,0,,D. White Free Throw 1 of 2 (1 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
188,PT11M30.00S,2022-03-06T18:45:57.5Z,2,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,31,34,2022-03-06T18:45:57Z,1840000,,,0,,D. White Free Throw 2 of 2 (2 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
189,PT11M19.00S,2022-03-06T18:46:10.4Z,2,REGULAR,2pt,Jump Shot,[],202681,21.369908015768726,52.94117647058824,1610612751,31,34,2022-03-06T18:46:14Z,1850000,-15.0,148.0,1,left,MISS K. Irving 14' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,14.91,Missed,,,,,,,,,,,,,,,,,,,
190,PT11M17.00S,2022-03-06T18:46:12.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,31,34,2022-03-06T18:46:14Z,1860000,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,189.0,2.0,2.0,0.0,,,
191,PT11M06.00S,2022-03-06T18:46:23.5Z,2,REGULAR,3pt,Jump Shot,[],1628369,67.49342969776609,38.48039215686275,1610612738,34,34,2022-03-06T18:46:27Z,1870000,-58.0,253.0,1,right,J. Tatum 25' 3PT  (12 PTS) (D. Theis 1 AST),"[1628369, 1628464]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.96,Made,12.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,,,,
193,PT10M45.00S,2022-03-06T18:46:44.2Z,2,REGULAR,turnover,bad pass,[],201949,,,1610612751,34,34,2022-03-06T18:46:47Z,1890000,,,0,,J. Johnson bad pass TURNOVER (1 TO),"[201949, 1630202]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,1.0,,,,,Pritchard,1630202.0,,,,,,,
194,PT10M45.00S,2022-03-06T18:46:44.2Z,2,REGULAR,steal,,[],1630202,,,1610612738,34,34,2022-03-06T18:46:46Z,1900000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M40.00S,2022-03-06T18:46:49.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628369,67.62483574244416,73.52941176470588,1610612738,37,34,2022-03-06T18:47:05Z,1910000,118.0,252.0,1,right,J. Tatum 27' 3PT running pullup (15 PTS),[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,27.79,Made,15.0,,,,,,,,,,,,,,,,,,
196,PT10M31.00S,2022-03-06T18:47:06.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,37,34,2022-03-06T18:47:06Z,1920000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M25.00S,2022-03-06T18:50:31.4Z,2,REGULAR,3pt,Jump Shot,[],201988,31.09395532194481,64.4607843137255,1610612751,37,37,2022-03-06T18:50:36Z,1930000,-72.0,240.0,1,left,P. Mills 25' 3PT turnaround (3 PTS) (K. Irving 2 AST),"[201988, 202681]",1610612751.0,BKN,turnaround,,,Mills,P. Mills,,,,,25.05,Made,3.0,K. Irving,202681.0,2.0,,,,,,,,,,,,,,,
199,PT10M08.00S,2022-03-06T18:50:49.4Z,2,REGULAR,foul,personal,['2freethrow'],201949,,,1610612738,37,37,2022-03-06T18:50:57Z,1950000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Theis 2 FT),"[201949, 1628464]",1610612751.0,BKN,shooting,,,Johnson,J. Johnson,,,,,,,,,,,2534.0,,1.0,0.0,Theis,1628464.0,,,,,,,,,
201,PT10M08.00S,2022-03-06T18:51:10.9Z,2,REGULAR,freethrow,1 of 2,[],1628464,,,1610612738,38,37,2022-03-06T18:51:10Z,1970000,,,0,,D. Theis Free Throw 1 of 2 (1 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
202,PT10M08.00S,2022-03-06T18:51:10.9Z,2,REGULAR,freethrow,2 of 2,[],1628464,,,1610612738,38,37,2022-03-06T18:51:29Z,1980000,,,0,,MISS D. Theis Free Throw 2 of 2,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
203,PT10M08.00S,2022-03-06T18:51:10.9Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,38,37,2022-03-06T18:51:29Z,1990000,,,0,,A. Drummond REBOUND (Off:2 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,202.0,3.0,1.0,2.0,,,
204,PT09M51.00S,2022-03-06T18:51:38.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201988,8.754927726675426,45.09803921568628,1610612751,38,37,2022-03-06T18:51:42Z,2000000,25.0,30.0,1,left,MISS P. Mills driving Layup,[201988],1610612751.0,BKN,driving,,,Mills,P. Mills,,,,,3.86,Missed,,,,,,,,,,,,,,,,,,,
205,PT09M50.00S,2022-03-06T18:51:39.2Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,38,37,2022-03-06T18:51:42Z,2010000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,204.0,1.0,1.0,0.0,,,
206,PT09M45.00S,2022-03-06T18:51:48.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,38,37,2022-03-06T18:51:48Z,2020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M44.00S,2022-03-06T18:52:01.8Z,2,REGULAR,foul,personal,[],202681,,,1610612738,38,37,2022-03-06T18:52:06Z,2030000,,,0,,K. Irving personal FOUL (1 PF),"[202681, 1628464]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,2534.0,,1.0,0.0,Theis,1628464.0,,,,,,,,,
209,PT09M34.00S,2022-03-06T18:52:22.1Z,2,REGULAR,turnover,lost ball,[],1628464,,,1610612738,38,37,2022-03-06T18:52:25Z,2050000,,,0,,D. Theis lost ball TURNOVER (1 TO),"[1628464, 202681]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,1.0,,,,,Irving,202681.0,,,,,,,
210,PT09M34.00S,2022-03-06T18:52:22.1Z,2,REGULAR,steal,,[],202681,,,1610612751,38,37,2022-03-06T18:53:58Z,2060000,,,0,,K. Irving STEAL (3 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M25.00S,2022-03-06T18:52:30.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201949,7.178055190538765,55.63725490196079,1610612751,38,39,2022-03-06T18:52:36Z,2070000,-28.0,15.0,1,left,J. Johnson driving Layup (2 PTS) (G. Dragic 1 AST),"[201949, 201609]",1610612751.0,BKN,driving,,,Johnson,J. Johnson,,,,,3.19,Made,2.0,G. Dragic,201609.0,1.0,,,,,,,,,,,,,,,
213,PT09M08.00S,2022-03-06T18:52:47.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,67.23061760840999,34.31372549019608,1610612738,38,39,2022-03-06T18:52:51Z,2090000,-78.0,256.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,,
214,PT09M06.00S,2022-03-06T18:52:49.7Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,38,39,2022-03-06T18:52:51Z,2100000,,,0,,J. Johnson REBOUND (Off:0 Def:3),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,213.0,3.0,3.0,0.0,,,
215,PT09M00.00S,2022-03-06T18:52:55.7Z,2,REGULAR,2pt,Layup,['fastbreak'],201609,9.674770039421814,70.34313725490196,1610612751,38,39,2022-03-06T18:53:05Z,2110000,-102.0,38.0,1,left,MISS G. Dragic 10' running Layup,[201609],1610612751.0,BKN,running,,,Dragic,G. Dragic,,,,,10.87,Missed,,,,,,,,,,,,,,,,,,,
216,PT08M56.00S,2022-03-06T18:52:59.7Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,38,39,2022-03-06T18:53:05Z,2120000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,215.0,2.0,2.0,0.0,,,
217,PT08M53.00S,2022-03-06T18:53:05.5Z,2,REGULAR,foul,personal,['2freethrow'],202681,,,1610612738,38,39,2022-03-06T18:53:11Z,2130000,,,0,,K. Irving shooting personal FOUL (2 PF) (White 2 FT),"[202681, 1628401]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,,,,,,,201246.0,,2.0,0.0,White,1628401.0,,,,,,,,,
219,PT08M53.00S,2022-03-06T18:53:37.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628401,,,1610612738,39,39,2022-03-06T18:53:37Z,2150000,,,0,,D. White Free Throw 1 of 2 (3 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
220,PT08M53.00S,2022-03-06T18:53:37.7Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,39,39,2022-03-06T18:53:45Z,2160000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M53.00S,2022-03-06T18:53:37.7Z,2,REGULAR,substitution,out,[],201988,,,1610612738,39,39,2022-03-06T18:53:45Z,2170000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M53.00S,2022-03-06T18:53:37.7Z,2,REGULAR,substitution,out,[],201949,,,1610612738,39,39,2022-03-06T18:53:45Z,2180000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M53.00S,2022-03-06T18:53:37.7Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,39,39,2022-03-06T18:53:45Z,2190000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M53.00S,2022-03-06T18:53:37.7Z,2,REGULAR,substitution,in,[],1629651,,,1610612738,39,39,2022-03-06T18:53:45Z,2200000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M53.00S,2022-03-06T18:53:37.7Z,2,REGULAR,substitution,in,[],201142,,,1610612738,39,39,2022-03-06T18:53:45Z,2210000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M53.00S,2022-03-06T18:53:58.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628401,,,1610612738,40,39,2022-03-06T18:53:58Z,2220000,,,0,,D. White Free Throw 2 of 2 (4 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
227,PT08M39.00S,2022-03-06T18:54:14.4Z,2,REGULAR,turnover,lost ball,[],201142,,,1610612751,40,39,2022-03-06T19:07:26Z,2230000,,,0,,K. Durant lost ball TURNOVER (3 TO),"[201142, 1627759]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,3.0,,,,,Brown,1627759.0,,,,,,,
228,PT08M39.00S,2022-03-06T18:54:14.4Z,2,REGULAR,steal,,[],1627759,,,1610612738,40,39,2022-03-06T18:54:16Z,2240000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M34.00S,2022-03-06T18:54:18.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,92.85479632063075,52.450980392156865,1610612738,42,39,2022-03-06T18:54:24Z,2250000,12.0,15.0,1,right,J. Brown running Layup (6 PTS) (P. Pritchard 1 AST),"[1627759, 1630202]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,1.92,Made,6.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,,
231,PT08M18.00S,2022-03-06T18:54:35.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203083,8.360709592641262,50.73529411764706,1610612751,42,41,2022-03-06T18:54:38Z,2270000,-4.0,26.0,1,left,A. Drummond driving Hook (2 PTS) (N. Claxton 1 AST),"[203083, 1629651]",1610612751.0,BKN,driving,,,Drummond,A. Drummond,,,,,2.64,Made,2.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,,,,,
232,PT08M06.00S,2022-03-06T18:54:45.9Z,2,REGULAR,3pt,Jump Shot,[],1627759,68.9388961892247,23.774509803921568,1610612738,42,41,2022-03-06T18:55:01Z,2280000,-131.0,239.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,,
233,PT08M05.00S,2022-03-06T18:54:46.9Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,42,41,2022-03-06T18:55:01Z,2290000,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,232.0,4.0,2.0,2.0,,,
234,PT07M53.00S,2022-03-06T18:55:00.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203083,8.229303547963205,49.50980392156863,1610612751,42,43,2022-03-06T18:55:03Z,2300000,2.0,25.0,1,left,A. Drummond driving Hook (4 PTS) (K. Durant 1 AST),"[203083, 201142]",1610612751.0,BKN,driving,,,Drummond,A. Drummond,,,,,2.5,Made,4.0,K. Durant,201142.0,1.0,,,,,,,,,,,,,,,
236,PT07M41.00S,2022-03-06T18:55:14.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203083,,,1610612738,42,43,2022-03-06T18:55:23Z,2320000,,,0,,A. Drummond shooting personal FOUL (2 PF) (Theis 2 FT),"[203083, 1628464]",1610612751.0,BKN,shooting,,,Drummond,A. Drummond,,,,,,,,,,,2534.0,,2.0,0.0,Theis,1628464.0,,,,,,,,,
238,PT07M41.00S,2022-03-06T18:55:40.9Z,2,REGULAR,freethrow,1 of 2,[],1628464,,,1610612738,42,43,2022-03-06T18:56:07Z,2340000,,,0,,MISS D. Theis Free Throw 1 of 2,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
239,PT07M41.00S,2022-03-06T18:55:40.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,42,43,2022-03-06T18:56:07Z,2350000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,238.0,,,,,,
240,PT07M41.00S,2022-03-06T18:55:41.9Z,2,REGULAR,substitution,out,[],201609,,,1610612738,42,43,2022-03-06T18:55:49Z,2360000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M41.00S,2022-03-06T18:55:41.9Z,2,REGULAR,substitution,out,[],202681,,,1610612738,42,43,2022-03-06T18:55:49Z,2370000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M41.00S,2022-03-06T18:55:41.9Z,2,REGULAR,substitution,in,[],203552,,,1610612738,42,43,2022-03-06T18:55:49Z,2380000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M41.00S,2022-03-06T18:55:41.9Z,2,REGULAR,substitution,in,[],1630560,,,1610612738,42,43,2022-03-06T18:55:49Z,2390000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M41.00S,2022-03-06T18:55:40.9Z,2,REGULAR,freethrow,2 of 2,[],1628464,,,1610612738,42,43,2022-03-06T18:56:07Z,2400000,,,0,,MISS D. Theis Free Throw 2 of 2,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
245,PT07M41.00S,2022-03-06T18:55:40.9Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,42,43,2022-03-06T18:56:07Z,2410000,,,0,,A. Drummond REBOUND (Off:2 Def:3),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,244.0,5.0,3.0,2.0,,,
246,PT07M33.00S,2022-03-06T18:56:09.9Z,2,REGULAR,3pt,Jump Shot,[],201142,28.597240473061763,77.45098039215686,1610612751,42,46,2022-03-06T19:19:42Z,2420000,-137.0,216.0,1,left,K. Durant 25' 3PT pullup (15 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,25.62,Made,15.0,,,,,,,,,,,,,,,,,,
247,PT07M12.00S,2022-03-06T18:56:31.0Z,2,REGULAR,3pt,Jump Shot,[],201143,67.09921156373193,38.72549019607843,1610612738,45,46,2022-03-06T18:56:36Z,2430000,-56.0,257.0,1,right,A. Horford 26' 3PT step back (6 PTS) (J. Brown 2 AST),"[201143, 1627759]",1610612738.0,BOS,step back,,,Horford,A. Horford,,,,,26.29,Made,6.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,,
249,PT06M57.00S,2022-03-06T18:56:46.1Z,2,REGULAR,2pt,Jump Shot,[],1630560,26.363337713534822,61.51960784313726,1610612751,45,46,2022-03-06T18:56:50Z,2450000,-58.0,195.0,1,left,MISS C. Thomas 20' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,20.36,Missed,,,,,,,,,,,,,,,,,,,
250,PT06M55.00S,2022-03-06T18:56:48.1Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,45,46,2022-03-06T18:56:50Z,2460000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,249.0,1.0,1.0,0.0,,,
251,PT06M48.00S,2022-03-06T18:56:55.7Z,2,REGULAR,3pt,Jump Shot,[],201143,89.04402102496715,5.147058823529411,1610612738,45,46,2022-03-06T18:57:04Z,2470000,-224.0,50.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,22.99,Missed,,,,,,,,,,,,,,,,,,,
252,PT06M46.00S,2022-03-06T18:56:57.7Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,45,46,2022-03-06T18:57:04Z,2480000,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,251.0,1.0,1.0,0.0,,,
253,PT06M30.00S,2022-03-06T18:57:18.7Z,2,REGULAR,foul,personal,[],201143,,,1610612751,45,46,2022-03-06T18:58:29Z,2490000,,,0,,A. Horford personal FOUL (3 PF),"[201143, 201142]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,2534.0,,3.0,0.0,Durant,201142.0,,,,,,,,,
255,PT06M30.00S,2022-03-06T18:57:33.8Z,2,REGULAR,substitution,out,[],1628401,,,1610612751,45,46,2022-03-06T18:57:47Z,2510000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M30.00S,2022-03-06T18:57:33.8Z,2,REGULAR,substitution,out,[],1628464,,,1610612751,45,46,2022-03-06T18:57:47Z,2520000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M30.00S,2022-03-06T18:57:33.8Z,2,REGULAR,substitution,out,[],201143,,,1610612751,45,46,2022-03-06T18:57:47Z,2530000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M30.00S,2022-03-06T18:57:33.8Z,2,REGULAR,substitution,in,[],1628369,,,1610612751,45,46,2022-03-06T18:57:47Z,2540000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M30.00S,2022-03-06T18:57:33.8Z,2,REGULAR,substitution,in,[],1629057,,,1610612751,45,46,2022-03-06T18:57:47Z,2550000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M30.00S,2022-03-06T18:57:33.8Z,2,REGULAR,substitution,in,[],1629684,,,1610612751,45,46,2022-03-06T18:57:47Z,2560000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT06M30.00S,2022-03-06T18:57:33.8Z,2,REGULAR,substitution,out,[],203083,,,1610612751,45,46,2022-03-06T19:04:23Z,2565000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT06M30.00S,2022-03-06T18:57:33.8Z,2,REGULAR,substitution,in,[],1628971,,,1610612751,45,46,2022-03-06T19:04:23Z,2567500,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M25.00S,2022-03-06T18:57:53.9Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612751,45,46,2022-03-06T18:58:00Z,2570000,,,0,,G. Williams shooting personal FOUL (2 PF) (Durant 2 FT),"[1629684, 201142]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,202007.0,,2.0,0.0,Durant,201142.0,,,,,,,,,
312,PT06M25.00S,2022-03-06T18:58:09.2Z,2,REGULAR,substitution,out,[],1630202,,,1610612751,45,46,2022-03-06T19:06:14Z,2585000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT06M25.00S,2022-03-06T18:58:09.2Z,2,REGULAR,substitution,in,[],203935,,,1610612751,45,46,2022-03-06T19:06:14Z,2587500,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M25.00S,2022-03-06T18:58:24.6Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,45,47,2022-03-06T18:58:24Z,2590000,,,0,,K. Durant Free Throw 1 of 2 (16 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
266,PT06M25.00S,2022-03-06T18:58:47.4Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,45,48,2022-03-06T18:58:47Z,2620000,,,0,,K. Durant Free Throw 2 of 2 (17 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
267,PT06M06.00S,2022-03-06T18:59:09.7Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,45,48,2022-03-06T18:59:15Z,2630000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (3 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,2534.0,3.0,,,,,,,,,,,,,
268,PT05M50.00S,2022-03-06T18:59:30.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629651,10.726018396846255,46.568627450980394,1610612751,45,48,2022-03-06T18:59:37Z,2640000,17.0,48.0,1,left,MISS N. Claxton Layup - blocked,"[1629651, 1629057]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,5.13,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
269,PT05M50.00S,2022-03-06T18:59:30.6Z,2,REGULAR,block,,[],1629057,,,1610612751,45,48,2022-03-06T18:59:33Z,2650000,,,0,,R. Williams III BLOCK (5 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M47.00S,2022-03-06T18:59:33.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,45,48,2022-03-06T18:59:37Z,2660000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,268.0,2.0,1.0,1.0,,,
271,PT05M36.00S,2022-03-06T18:59:44.3Z,2,REGULAR,2pt,Layup,[],1628369,89.17542706964521,70.09803921568627,1610612738,45,48,2022-03-06T18:59:53Z,2670000,100.0,49.0,1,right,MISS J. Tatum 11' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,11.19,Missed,,,,,,,,,,,,,,,,,,,
