actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-03-30T23:45:46.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-30T23:45:46Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-30T23:45:48.2Z,1,REGULAR,jumpball,recovered,[],1629684,,,1610612738,0,0,2022-03-30T23:45:48Z,40000,,,0,,Jump Ball A. Horford vs. B. Adebayo: Tip to G. Williams,"[1629684, 201143, 1628389]",1610612738.0,BOS,startperiod,G. Williams,1629684.0,Williams,G. Williams,Horford,201143.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2022-03-30T23:46:01.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,70.90998685939553,18.137254901960784,1610612738,0,0,2022-03-30T23:46:07Z,70000,-159.0,221.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.23,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2022-03-30T23:46:04.1Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,0,0,2022-03-30T23:46:07Z,80000,,,0,,A. Horford REBOUND (Off:1 Def:0),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
9,PT11M36.00S,2022-03-30T23:46:09.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,68.80749014454665,74.50980392156863,1610612738,0,0,2022-03-30T23:46:18Z,90000,123.0,241.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M33.00S,2022-03-30T23:46:12.0Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,0,0,2022-03-30T23:46:18Z,100000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M17.00S,2022-03-30T23:46:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.389618922470433,46.32352941176471,1610612748,0,2,2022-03-30T23:46:43Z,110000,18.0,8.0,1,left,B. Adebayo cutting Layup (2 PTS) (K. Lowry 1 AST),"[1628389, 200768]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,1.99,Made,,,,,2.0,K. Lowry,200768.0,1.0,,,,,,,,,,,
13,PT11M05.00S,2022-03-30T23:46:39.8Z,1,REGULAR,3pt,Jump Shot,[],1627759,72.88107752956637,84.06862745098039,1610612738,3,2,2022-03-30T23:46:46Z,130000,170.0,202.0,1,right,J. Brown 26' 3PT  (3 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.45,Made,,,,,3.0,A. Horford,201143.0,1.0,,,,,,,,,,,
15,PT10M56.00S,2022-03-30T23:46:50.3Z,1,REGULAR,3pt,Jump Shot,[],1629622,10.200394218134035,95.34313725490196,1610612748,3,5,2022-03-30T23:46:57Z,150000,-227.0,43.0,1,left,M. Strus 3PT  (3 PTS) (B. Adebayo 1 AST),"[1629622, 1628389]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,23.08,Made,,,,,3.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,
17,PT10M52.00S,2022-03-30T23:46:58.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,3,5,2022-03-30T23:46:58Z,170000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PT10M26.00S,2022-03-30T23:50:46.3Z,1,REGULAR,3pt,Jump Shot,[],203935,73.98160315374507,21.83670343137255,1610612738,3,5,2022-03-30T23:51:33Z,180000,-141.0,192.0,1,right,MISS M. Smart step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,23.82,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M24.00S,2022-03-30T23:50:48.3Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,3,5,2022-03-30T23:51:02Z,190000,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
20,PT10M20.00S,2022-03-30T23:50:51.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],200768,28.33442838370565,23.03921568627451,1610612748,3,8,2022-03-30T23:51:42Z,200000,135.0,214.0,1,left,K. Lowry 25' 3PT step back (3 PTS) (P. Tucker 1 AST),"[200768, 200782]",1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,25.27,Made,,,,,3.0,P. Tucker,200782.0,1.0,,,,,,,,,,,
22,PT10M10.00S,2022-03-30T23:51:08.1Z,1,REGULAR,foul,offensive,[],1627759,,,1610612738,3,8,2022-03-30T23:52:51Z,220000,,,0,,J. Brown charge offensive FOUL (1 PF),"[1627759, 1629622]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,,,,,,,,,,,2530.0,1.0,0.0,Strus,1629622.0,,,,,,
24,PT10M10.00S,2022-03-30T23:51:08.1Z,1,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,3,8,2022-03-30T23:51:23Z,240000,,,0,,J. Brown offensive foul TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,2530.0,,,,,1.0,,,,,
25,PT09M55.00S,2022-03-30T23:51:36.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,3,8,2022-03-30T23:51:36Z,250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M50.00S,2022-03-30T23:51:59.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],200768,12.828515111695138,67.40196078431373,1610612748,3,8,2022-03-30T23:52:19Z,260000,-87.0,68.0,1,left,MISS K. Lowry 11' pullup Shot,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,11.05,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M48.00S,2022-03-30T23:52:01.3Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,3,8,2022-03-30T23:52:19Z,270000,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,26.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
28,PT09M33.00S,2022-03-30T23:52:16.8Z,1,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612738,3,8,2022-03-30T23:52:25Z,280000,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Brown 2 FT),"[1628389, 1627759]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,2530.0,1.0,0.0,Brown,1627759.0,,,,,,
30,PT09M33.00S,2022-03-30T23:52:43.9Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,4,8,2022-03-30T23:52:44Z,300000,,,0,,J. Brown Free Throw 1 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
