actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-01-17T17:41:26.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-17T17:41:26Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-01-17T17:41:28.3Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612740,0,0,2022-01-17T17:41:28Z,40000,,,0,,Jump Ball J. Valanciunas vs. A. Horford: Tip to J. Hart,"[1628404, 202685, 201143]",1610612740.0,NOP,startperiod,J. Hart,1628404.0,Hart,J. Hart,Valanciunas,202685.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2022-01-17T17:41:47.7Z,1,REGULAR,foul,personal,['2freethrow'],201143,,,1610612740,0,0,2022-01-17T17:42:36Z,70000,,,0,,A. Horford shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[201143, 202685]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,1626301.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,
9,PT11M38.00S,2022-01-17T17:42:14.7Z,1,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,0,1,2022-01-17T17:42:42Z,90000,,,0,,J. Valanciunas Free Throw 1 of 2 (1 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M38.00S,2022-01-17T17:42:14.7Z,1,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,0,2,2022-01-17T17:42:42Z,100000,,,0,,J. Valanciunas Free Throw 2 of 2 (2 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M23.00S,2022-01-17T17:42:49.5Z,1,REGULAR,3pt,Jump Shot,[],203471,5.995400788436268,96.56862745098039,1610612738,0,2,2022-01-17T17:42:55Z,110000,-233.0,4.0,1,left,MISS D. Schroder 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,Missed,,23.28,,,,,,,,,,,,
12,PT11M20.00S,2022-01-17T17:42:52.5Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,2,2022-01-17T17:42:55Z,120000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
13,PT11M12.00S,2022-01-17T17:43:00.7Z,1,REGULAR,3pt,Jump Shot,[],202685,73.53810775295663,84.06862745098039,1610612740,0,2,2022-01-17T17:43:08Z,130000,170.0,196.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,Missed,,25.98,,,,,,,,,,,,
14,PT11M10.00S,2022-01-17T17:43:02.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,2,2022-01-17T17:43:08Z,140000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,
15,PT11M06.00S,2022-01-17T17:43:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.1268068331143235,44.36274509803921,1610612738,0,2,2022-01-17T17:43:29Z,150000,28.0,5.0,1,left,MISS D. Schroder driving Layup,[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,,,,,,Missed,,2.87,,,,,,,,,,,,
16,PT11M04.00S,2022-01-17T17:43:11.1Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,0,2,2022-01-17T17:43:29Z,160000,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,
17,PT10M41.00S,2022-01-17T17:43:32.2Z,1,REGULAR,2pt,Jump Shot,[],202685,92.9862023653088,32.84313725490196,1610612740,0,2,2022-01-17T17:43:41Z,170000,-86.0,13.0,1,right,MISS J. Valanciunas 8' turnaround fadeaway Shot,[202685],1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,,,,,,Missed,,8.68,,,,,,,,,,,,
18,PT10M38.00S,2022-01-17T17:43:35.2Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,2,2022-01-17T17:43:41Z,180000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,
19,PT10M30.00S,2022-01-17T17:43:43.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,16.63929040735874,3.431372549019608,1610612738,0,2,2022-01-17T17:43:51Z,190000,233.0,104.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,Missed,,25.49,,,,,,,,,,,,
20,PT10M27.00S,2022-01-17T17:43:46.7Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,0,2,2022-01-17T17:43:51Z,200000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,
21,PT10M20.00S,2022-01-17T17:43:53.6Z,1,REGULAR,2pt,Jump Shot,[],1627742,86.33377135348226,65.95435049019608,1610612740,0,4,2022-01-17T17:44:24Z,210000,80.0,76.0,1,right,B. Ingram 11' fadeaway Jump Shot (2 PTS),[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,,,,,,Made,2.0,11.02,,,,,,,,,,,,
22,PT10M05.00S,2022-01-17T17:44:08.3Z,1,REGULAR,2pt,Jump Shot,[],1627759,22.026938239159,31.127450980392158,1610612738,2,4,2022-01-17T17:44:17Z,220000,94.0,155.0,1,left,J. Brown 18' pullup Jump Shot (2 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,Made,2.0,18.11,,,,,,,,,,,,
23,PT09M53.00S,2022-01-17T17:44:23.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,2,4,2022-01-17T17:44:24Z,230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
