actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
91,PT04M51.00S,2021-12-19T00:25:31.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,64.33968462549278,32.35294117647059,1610612738,21,12,2021-12-19T00:27:09Z,910000,-88.0,283.0,1,right,MISS J. Brown 29' running 3PT,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,29.61,Missed,,,,,,,,,,,,,,,,,,
92,PT04M47.00S,2021-12-19T00:25:35.8Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,21,12,2021-12-19T00:25:45Z,920000,,,0,,E. Fournier REBOUND (Off:0 Def:2),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,91.0,2.0,2.0,0.0,,,,,,,
93,PT04M37.00S,2021-12-19T00:25:45.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,12.565703022339028,45.09803921568628,1610612752,21,14,2021-12-19T00:26:03Z,930000,25.0,66.0,1,left,E. Fournier 7' driving floating Jump Shot (5 PTS),[203095],1610612752.0,NYK,driving floating,,,Fournier,E. Fournier,,,,,7.0,Made,5.0,,,,,,,,,,,,,,,,,
94,PT04M16.00S,2021-12-19T00:26:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,91.80354796320631,43.872549019607845,1610612738,23,14,2021-12-19T00:26:10Z,940000,-31.0,25.0,1,right,J. Richardson driving finger roll Layup (2 PTS),[1626196],1610612738.0,BOS,driving finger roll,,,Richardson,J. Richardson,,,,,3.92,Made,2.0,,,,,,,,,,,,,,,,,
95,PT03M55.00S,2021-12-19T00:26:27.6Z,1,REGULAR,turnover,bad pass,[],203095,,,1610612752,23,14,2021-12-19T00:26:34Z,950000,,,0,,E. Fournier bad pass TURNOVER (1 TO),"[203095, 1626196]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,1.0,Richardson,1626196.0,,
96,PT03M55.00S,2021-12-19T00:26:27.6Z,1,REGULAR,steal,,[],1626196,,,1610612738,23,14,2021-12-19T00:26:29Z,960000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M51.00S,2021-12-19T00:26:32.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626196,90.88370565045992,49.50980392156863,1610612738,25,14,2021-12-19T00:29:14Z,970000,-2.0,33.0,1,right,J. Richardson running finger roll Layup (4 PTS),[1626196],1610612738.0,BOS,running finger roll,,,Richardson,J. Richardson,,,,,3.33,Made,4.0,,,,,,,,,,,,,,,,,
98,PT03M43.00S,2021-12-19T00:26:44.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,25,14,2021-12-19T00:26:44Z,980000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M43.00S,2021-12-19T00:28:58.0Z,1,REGULAR,substitution,out,[],1627759,,,1610612752,25,14,2021-12-19T00:29:25Z,990000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M43.00S,2021-12-19T00:28:58.0Z,1,REGULAR,substitution,out,[],203935,,,1610612752,25,14,2021-12-19T00:29:25Z,1000000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M43.00S,2021-12-19T00:28:58.0Z,1,REGULAR,substitution,out,[],1629057,,,1610612752,25,14,2021-12-19T00:29:25Z,1010000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M43.00S,2021-12-19T00:28:58.0Z,1,REGULAR,substitution,in,[],1628369,,,1610612752,25,14,2021-12-19T00:29:25Z,1020000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M43.00S,2021-12-19T00:28:58.0Z,1,REGULAR,substitution,in,[],1630202,,,1610612752,25,14,2021-12-19T00:29:25Z,1030000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M43.00S,2021-12-19T00:28:58.0Z,1,REGULAR,substitution,in,[],1630174,,,1610612752,25,14,2021-12-19T00:29:25Z,1040000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M32.00S,2021-12-19T00:29:46.9Z,1,REGULAR,2pt,Jump Shot,[],203944,10.11826544021025,26.221660539215684,1610612752,25,14,2021-12-19T00:29:57Z,1050000,119.0,43.0,1,left,MISS J. Randle 12' turnaround fadeaway Shot,[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,12.63,Missed,,,,,,,,,,,,,,,,,,
106,PT03M29.00S,2021-12-19T00:29:49.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,25,14,2021-12-19T00:29:57Z,1060000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,105.0,2.0,2.0,0.0,,,,,,,
107,PT03M18.00S,2021-12-19T00:30:01.4Z,1,REGULAR,3pt,Jump Shot,[],1630174,92.19776609724047,1.9607843137254901,1610612738,25,14,2021-12-19T00:30:09Z,1070000,-240.0,21.0,1,right,MISS A. Nesmith 24' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,24.11,Missed,,,,,,,,,,,,,,,,,,
108,PT03M12.00S,2021-12-19T00:30:07.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,25,14,2021-12-19T00:30:09Z,1080000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,107.0,3.0,3.0,0.0,,,,,,,
109,PT03M08.00S,2021-12-19T00:30:18.8Z,1,REGULAR,foul,personal,[],1628369,,,1610612752,25,14,2021-12-19T00:30:39Z,1090000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 203944]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,2530.0,1.0,0.0,,,,,Randle,203944.0,,,,,
111,PT03M08.00S,2021-12-19T00:30:35.1Z,1,REGULAR,substitution,out,[],203095,,,1610612752,25,14,2021-12-19T00:30:41Z,1110000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M08.00S,2021-12-19T00:30:35.1Z,1,REGULAR,substitution,in,[],202689,,,1610612752,25,14,2021-12-19T00:30:41Z,1120000,,,0,,SUB in: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M03.00S,2021-12-19T00:30:46.7Z,1,REGULAR,2pt,Jump Shot,[],202689,21.50131406044678,30.392156862745097,1610612752,25,16,2021-12-19T00:30:55Z,1130000,98.0,150.0,1,left,K. Walker 17' pullup Jump Shot (7 PTS),[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,17.88,Made,7.0,,,,,,,,,,,,,,,,,
114,PT02M46.00S,2021-12-19T00:31:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.85282522996057,65.21905637254902,1610612738,27,16,2021-12-19T00:31:10Z,1140000,76.0,24.0,1,right,J. Tatum 7' driving finger roll Layup (10 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,7.98,Made,10.0,,,,,,,,,,,,,,,,,
115,PT02M30.00S,2021-12-19T00:31:18.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627782,7.752956636005257,61.49662990196079,1610612752,27,16,2021-12-19T00:31:27Z,1150000,-57.0,20.0,1,left,MISS W. Selden 6' driving Layup - blocked,"[1627782, 1630202]",1610612752.0,NYK,driving,,,Selden,W. Selden,,,,,6.1,Missed,,,,,,,,,,,,,,,,,Pritchard,1630202.0
116,PT02M30.00S,2021-12-19T00:31:18.6Z,1,REGULAR,block,,[],1630202,,,1610612752,27,16,2021-12-19T00:31:20Z,1160000,,,0,,P. Pritchard BLOCK (1 BLK),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M28.00S,2021-12-19T00:31:20.6Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,27,16,2021-12-19T00:31:27Z,1170000,,,0,,E. Freedom REBOUND (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,
118,PT02M19.00S,2021-12-19T00:31:30.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.23061760840999,69.36274509803921,1610612738,27,16,2021-12-19T00:32:19Z,1180000,97.0,256.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.32,Missed,,,,,,,,,,,,,,,,,,
119,PT02M15.00S,2021-12-19T00:31:34.0Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,27,16,2021-12-19T00:31:38Z,1190000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,
120,PT02M06.00S,2021-12-19T00:31:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,20.105124835742444,50.64338235294118,1610612752,27,16,2021-12-19T00:31:53Z,1200000,-3.0,136.0,1,left,MISS A. Burks 13' turnaround fadeaway Shot,[202692],1610612752.0,NYK,turnaround fadeaway,,,Burks,A. Burks,,,,,13.65,Missed,,,,,,,,,,,,,,,,,,
121,PT02M03.00S,2021-12-19T00:31:46.0Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,27,16,2021-12-19T00:31:53Z,1210000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,
122,PT01M57.00S,2021-12-19T00:31:57.2Z,1,REGULAR,foul,personal,[],1629011,,,1610612738,27,16,2021-12-19T00:32:05Z,1220000,,,0,,M. Robinson personal FOUL (1 PF),"[1629011, 202683]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,201245.0,1.0,0.0,,,,,Freedom,202683.0,,,,,
124,PT01M57.00S,2021-12-19T00:32:13.0Z,1,REGULAR,substitution,out,[],203944,,,1610612738,27,16,2021-12-19T00:32:20Z,1240000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M57.00S,2021-12-19T00:32:13.0Z,1,REGULAR,substitution,in,[],201959,,,1610612738,27,16,2021-12-19T00:32:20Z,1250000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M43.00S,2021-12-19T00:32:37.9Z,1,REGULAR,2pt,Jump Shot,[],1626196,80.6340341655716,30.14705882352941,1610612738,29,16,2021-12-19T00:32:51Z,1260000,-99.0,130.0,1,right,J. Richardson 16' pullup Jump Shot (6 PTS),[1626196],1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,16.32,Made,6.0,,,,,,,,,,,,,,,,,
127,PT01M25.00S,2021-12-19T00:32:55.5Z,1,REGULAR,3pt,Jump Shot,[],202689,28.86005256241787,17.892156862745097,1610612752,29,16,2021-12-19T00:35:11Z,1270000,161.0,219.0,1,left,MISS K. Walker 27' pullup 3PT,[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,
128,PT01M23.00S,2021-12-19T00:32:57.5Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612738,29,16,2021-12-19T00:33:01Z,1280000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,127.0,2.0,2.0,0.0,,,,,,,
129,PT01M15.00S,2021-12-19T00:33:05.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,69.33311432325887,20.34313725490196,1610612738,29,16,2021-12-19T00:33:11Z,1290000,-148.0,236.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.86,Missed,,,,,,,,,,,,,,,,,,
130,PT01M12.00S,2021-12-19T00:33:08.0Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,29,16,2021-12-19T00:33:11Z,1300000,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,129.0,2.0,2.0,0.0,,,,,,,
131,PT01M09.00S,2021-12-19T00:33:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202689,6.783837056504599,52.69607843137255,1610612752,29,16,2021-12-19T00:33:23Z,1310000,-13.0,11.0,1,left,MISS K. Walker running finger roll Layup,[202689],1610612752.0,NYK,running finger roll,,,Walker,K. Walker,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,
132,PT01M06.00S,2021-12-19T00:33:15.1Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612738,29,16,2021-12-19T00:33:23Z,1320000,,,0,,A. Nesmith REBOUND (Off:0 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,131.0,3.0,3.0,0.0,,,,,,,
133,PT01M03.00S,2021-12-19T00:33:19.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,73.27529566360053,86.27450980392157,1610612738,29,16,2021-12-19T00:33:28Z,1330000,181.0,199.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,
134,PT01M01.00S,2021-12-19T00:33:21.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,29,16,2021-12-19T00:33:28Z,1340000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,133.0,,,,,,,,,,
135,PT00M58.40S,2021-12-19T00:33:26.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,29,16,2021-12-19T00:33:26Z,1350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M52.60S,2021-12-19T00:33:45.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612752,29,16,2021-12-19T00:33:57Z,1360000,,,0,,P. Pritchard personal FOUL (1 PF) (Burks 2 FT),"[1630202, 202692]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,1627962.0,1.0,0.0,,,,,Burks,202692.0,,,,,
138,PT00M52.60S,2021-12-19T00:34:04.1Z,1,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,29,17,2021-12-19T00:34:04Z,1380000,,,0,,A. Burks Free Throw 1 of 2 (5 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
139,PT00M52.60S,2021-12-19T00:34:20.1Z,1,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,29,18,2021-12-19T00:34:20Z,1390000,,,0,,A. Burks Free Throw 2 of 2 (6 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
140,PT00M33.80S,2021-12-19T00:34:40.7Z,1,REGULAR,3pt,Jump Shot,[],1626196,66.5735873850197,20.098039215686274,1610612738,32,18,2021-12-19T00:34:46Z,1400000,-150.0,262.0,1,right,J. Richardson 30' 3PT  (9 PTS) (P. Pritchard 1 AST),"[1626196, 1630202]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,30.14,Made,9.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,
142,PT00M20.70S,2021-12-19T00:34:59.8Z,1,REGULAR,turnover,out-of-bounds,[],202689,,,1610612752,32,18,2021-12-19T00:35:11Z,1420000,,,0,,K. Walker lost ball out-of-bounds TURNOVER (1 TO),[202689],1610612752.0,NYK,lost ball,,,Walker,K. Walker,,,,,,,,,,,201245.0,,,,,,,,,1.0,,,,
143,PT00M00.90S,2021-12-19T00:35:26.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,87.59855453350855,94.36274509803921,1610612738,32,18,2021-12-19T00:35:34Z,1430000,222.0,64.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.09,Missed,,,,,,,,,,,,,,,,,,
144,PT00M00.90S,2021-12-19T00:35:26.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,32,18,2021-12-19T00:35:34Z,1440000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,143.0,,,,,,,,,,
145,PT00M00.00S,2021-12-19T00:35:31.6Z,1,REGULAR,period,end,[],0,,,1610612738,32,18,2021-12-19T00:35:31Z,1450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-12-19T00:37:18.7Z,2,REGULAR,substitution,out,['startperiod'],1627782,,,1610612738,32,18,2021-12-19T00:38:00Z,1460000,,,0,,SUB out: W. Selden,[1627782],1610612752.0,NYK,,,,Selden,W. Selden,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-12-19T00:37:18.7Z,2,REGULAR,substitution,in,['startperiod'],203095,,,1610612738,32,18,2021-12-19T00:38:00Z,1470000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-12-19T00:38:07.1Z,2,REGULAR,period,start,[],0,,,1610612752,32,18,2021-12-19T00:38:07Z,1480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M39.00S,2021-12-19T00:38:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203095,7.046649145860711,53.67647058823529,1610612752,32,20,2021-12-19T00:38:46Z,1490000,-18.0,14.0,1,left,E. Fournier driving reverse Layup (7 PTS) (A. Burks 1 AST),"[203095, 202692]",1610612752.0,NYK,driving reverse,,,Fournier,E. Fournier,,,,,2.29,Made,7.0,A. Burks,202692.0,1.0,,,,,,,,,,,,,,
151,PT11M20.00S,2021-12-19T00:38:46.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,86.02168199737189,45.34313725490196,1610612738,34,20,2021-12-19T00:38:52Z,1510000,-23.0,79.0,1,right,P. Pritchard 8' driving floating Jump Shot (2 PTS),[1630202],1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,8.23,Made,2.0,,,,,,,,,,,,,,,,,
152,PT11M00.00S,2021-12-19T00:39:05.7Z,2,REGULAR,3pt,Jump Shot,[],203095,33.196452036793694,39.705882352941174,1610612752,34,23,2021-12-19T00:39:14Z,1520000,51.0,260.0,1,left,E. Fournier 26' 3PT pullup (10 PTS),[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,26.46,Made,10.0,,,,,,,,,,,,,,,,,
153,PT10M38.00S,2021-12-19T00:39:27.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,86.67871222076215,36.27450980392157,1610612738,36,23,2021-12-19T00:39:35Z,1530000,-69.0,73.0,1,right,P. Pritchard 10' step back bank Jump Shot (4 PTS) (J. Richardson 1 AST),"[1630202, 1626196]",1610612738.0,BOS,step back bank,,,Pritchard,P. Pritchard,,,,,10.0,Made,4.0,J. Richardson,1626196.0,1.0,,,,,,,,,,,,,,
154,PT10M26.00S,2021-12-19T00:39:40.1Z,2,REGULAR,2pt,Jump Shot,[],202689,20.630749014454665,69.140625,1610612752,36,23,2021-12-19T00:39:46Z,1540000,-96.0,141.0,1,left,MISS K. Walker 17' pullup Shot,[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,17.07,Missed,,,,,,,,,,,,,,,,,,
155,PT10M23.00S,2021-12-19T00:39:43.1Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,36,23,2021-12-19T00:39:46Z,1550000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,154.0,2.0,2.0,0.0,,,,,,,
156,PT10M13.00S,2021-12-19T00:39:55.6Z,2,REGULAR,foul,personal,[],201959,,,1610612738,36,23,2021-12-19T00:40:12Z,1560000,,,0,,T. Gibson personal FOUL (1 PF),"[201959, 1628369]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,1627962.0,1.0,0.0,,,,,Tatum,1628369.0,,,,,
158,PT10M06.00S,2021-12-19T00:40:31.5Z,2,REGULAR,3pt,Jump Shot,[],1630202,70.38436268068331,19.852941176470587,1610612738,36,23,2021-12-19T00:40:42Z,1580000,-151.0,226.0,1,right,MISS P. Pritchard 27' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,27.16,Missed,,,,,,,,,,,,,,,,,,
159,PT10M03.00S,2021-12-19T00:40:34.5Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,36,23,2021-12-19T00:40:42Z,1590000,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,158.0,2.0,1.0,1.0,,,,,,,
160,PT09M51.00S,2021-12-19T00:40:46.3Z,2,REGULAR,2pt,Jump Shot,[],203095,22.28975032851511,67.64705882352942,1610612752,36,23,2021-12-19T00:40:53Z,1600000,-88.0,157.0,1,left,MISS E. Fournier 18' pullup Shot,[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,18.01,Missed,,,,,,,,,,,,,,,,,,
161,PT09M49.00S,2021-12-19T00:40:48.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,36,23,2021-12-19T00:40:53Z,1610000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,160.0,3.0,3.0,0.0,,,,,,,
162,PT09M44.00S,2021-12-19T00:40:53.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,65.65374507227332,66.17647058823529,1610612738,36,23,2021-12-19T01:09:28Z,1620000,81.0,270.0,1,right,MISS J. Tatum 28' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,28.22,Missed,,,,,,,,,,,,,,,,,,
163,PT09M39.00S,2021-12-19T00:40:58.3Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,36,23,2021-12-19T00:41:01Z,1630000,,,0,,E. Freedom REBOUND (Off:1 Def:1),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,162.0,2.0,1.0,1.0,,,,,,,
164,PT09M39.00S,2021-12-19T00:40:57.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",202683,94.40999984741211,50.0,1610612738,36,23,2021-12-19T00:41:08Z,1640000,0.0,0.0,1,right,MISS E. Freedom tip Layup,[202683],1610612738.0,BOS,tip,,,Freedom,E. Freedom,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
165,PT09M38.00S,2021-12-19T00:40:58.9Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,36,23,2021-12-19T00:45:14Z,1650000,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,164.0,3.0,2.0,1.0,,,,,,,
166,PT09M30.00S,2021-12-19T00:41:06.2Z,2,REGULAR,2pt,Jump Shot,[],202689,21.895532194480946,57.35294117647059,1610612752,36,23,2021-12-19T01:09:21Z,1660000,-37.0,153.0,1,left,MISS K. Walker 15' step back Shot,[202689],1610612752.0,NYK,step back,,,Walker,K. Walker,,,,,15.77,Missed,,,,,,,,,,,,,,,,,,
167,PT09M28.00S,2021-12-19T00:41:08.2Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,36,23,2021-12-19T00:41:17Z,1670000,,,0,,E. Freedom REBOUND (Off:1 Def:2),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,166.0,3.0,2.0,1.0,,,,,,,
168,PT09M19.00S,2021-12-19T00:41:18.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.01511169513797,53.67647058823529,1610612738,36,23,2021-12-19T00:46:53Z,1680000,18.0,32.0,1,right,MISS J. Tatum reverse Layup - blocked,"[1628369, 201959]",1610612738.0,BOS,reverse,,,Tatum,J. Tatum,,,,,3.69,Missed,,,,,,,,,,,,,,,,,Gibson,201959.0
169,PT09M19.00S,2021-12-19T00:41:18.2Z,2,REGULAR,block,,[],201959,,,1610612738,36,23,2021-12-19T00:41:20Z,1690000,,,0,,T. Gibson BLOCK (1 BLK),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M14.00S,2021-12-19T00:41:23.2Z,2,REGULAR,rebound,defensive,[],202689,,,1610612752,36,23,2021-12-19T00:43:57Z,1700000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,168.0,1.0,1.0,0.0,,,,,,,
173,PT09M10.00S,2021-12-19T00:41:26.3Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203095,5.995400788436268,54.41176470588235,1610612752,36,23,2021-12-19T00:52:25Z,1730000,-22.0,4.0,1,left,MISS E. Fournier running pullup Shot,[203095],1610612752.0,NYK,running pullup,,,Fournier,E. Fournier,,,,,2.24,Missed,,,,,,,,,,,,,,,,,,
174,PT09M07.00S,2021-12-19T00:41:29.3Z,2,REGULAR,rebound,offensive,[],202689,,,1610612752,36,23,2021-12-19T00:52:25Z,1740000,,,0,,K. Walker REBOUND (Off:1 Def:1),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,173.0,2.0,1.0,1.0,,,,,,,
