actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
19,PT10M26.00S,2021-11-25T00:47:06.7Z,1,REGULAR,3pt,Jump Shot,[],201143,68.80749014454665,30.14705882352941,1610612738,3,3,2021-11-25T00:47:11Z,190000,-99.0,241.0,1,right,A. Horford 26' 3PT  (3 PTS) (M. Smart 1 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.04,Made,,,,,,,,3.0,M. Smart,203935.0,1.0,,,,,,,,
21,PT10M05.00S,2021-11-25T00:47:28.3Z,1,REGULAR,2pt,Jump Shot,[],201142,20.97568988173456,26.47058823529412,1610612751,3,5,2021-11-25T00:47:42Z,210000,118.0,145.0,1,left,K. Durant 18' pullup Jump Shot (2 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,18.65,Made,,,,,,,,2.0,,,,,,,,,,,
22,PT09M52.00S,2021-11-25T00:47:41.6Z,1,REGULAR,3pt,Jump Shot,[],203935,76.69185282522996,89.4607843137255,1610612738,3,5,2021-11-25T00:47:46Z,220000,197.0,167.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M50.00S,2021-11-25T00:47:43.6Z,1,REGULAR,rebound,defensive,[],1627761,,,1610612751,3,5,2021-11-25T00:47:46Z,230000,,,0,,D. Bembry REBOUND (Off:0 Def:3),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,22.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
24,PT09M44.00S,2021-11-25T00:47:49.8Z,1,REGULAR,3pt,Jump Shot,[],201988,20.581471747700395,8.333333333333332,1610612751,3,8,2021-11-25T00:47:55Z,240000,208.0,141.0,1,left,P. Mills 25' 3PT  (6 PTS) (K. Durant 1 AST),"[201988, 201142]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.15,Made,,,,,,,,6.0,K. Durant,201142.0,1.0,,,,,,,,
26,PT09M27.00S,2021-11-25T00:48:06.1Z,1,REGULAR,3pt,Jump Shot,[],1629684,86.02168199737189,5.88235294117647,1610612738,3,8,2021-11-25T00:48:15Z,260000,-221.0,79.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.43,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M25.00S,2021-11-25T00:48:08.1Z,1,REGULAR,rebound,defensive,[],1627761,,,1610612751,3,8,2021-11-25T00:48:15Z,270000,,,0,,D. Bembry REBOUND (Off:0 Def:4),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,26.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
28,PT09M21.00S,2021-11-25T00:48:14.3Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612751,3,8,2021-11-25T00:48:21Z,280000,,,0,,G. Williams shooting personal FOUL (1 PF) (Bembry 2 FT),"[1629684, 1627761]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Bembry,1627761.0,,,
30,PT09M21.00S,2021-11-25T00:48:43.3Z,1,REGULAR,freethrow,1 of 2,[],1627761,,,1610612751,3,8,2021-11-25T00:48:43Z,300000,,,0,,MISS D. Bembry Free Throw 1 of 2,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M21.00S,2021-11-25T00:48:43.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,3,8,2021-11-25T00:48:43Z,310000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,
32,PT09M21.00S,2021-11-25T00:48:54.8Z,1,REGULAR,freethrow,2 of 2,[],1627761,,,1610612751,3,9,2021-11-25T00:48:54Z,320000,,,0,,D. Bembry Free Throw 2 of 2 (1 PTS),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,Made,,,,,,,,1.0,,,,,,,,,,,
33,PT09M04.00S,2021-11-25T00:49:13.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203935,88.96189224704337,39.87821691176471,1610612738,5,9,2021-11-25T00:49:33Z,330000,-51.0,51.0,1,right,M. Smart 7' driving Hook (2 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,7.21,Made,,,,,,,,2.0,,,,,,,,,,,
34,PT08M39.00S,2021-11-25T00:49:38.0Z,1,REGULAR,3pt,Jump Shot,[],201988,23.47240473061761,15.196078431372548,1610612751,5,12,2021-11-25T00:49:43Z,340000,174.0,168.0,1,left,P. Mills 24' 3PT  (9 PTS) (J. Harden 1 AST),"[201988, 201935]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,24.19,Made,,,,,,,,9.0,J. Harden,201935.0,1.0,,,,,,,,
36,PT08M37.00S,2021-11-25T00:49:43.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,5,12,2021-11-25T00:49:43Z,360000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M28.00S,2021-11-25T00:53:13.0Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,5,12,2021-11-25T00:53:17Z,370000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 201142]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,1.0,Durant,201142.0,,,,,,,,,,,,
38,PT08M28.00S,2021-11-25T00:53:13.0Z,1,REGULAR,steal,,[],201142,,,1610612751,5,12,2021-11-25T00:53:14Z,380000,,,0,,K. Durant STEAL (1 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M25.00S,2021-11-25T00:53:19.1Z,1,REGULAR,foul,personal,[],1627759,,,1610612751,5,12,2021-11-25T00:53:28Z,390000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1627761]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Bembry,1627761.0,,,
41,PT08M20.00S,2021-11-25T00:53:36.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,15.325229960578188,64.2156862745098,1610612751,5,14,2021-11-25T00:53:44Z,410000,-71.0,92.0,1,left,K. Durant 11' turnaround fadeaway Jump Shot (4 PTS) (J. Harden 2 AST),"[201142, 201935]",1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,11.6,Made,,,,,,,,4.0,J. Harden,201935.0,2.0,,,,,,,,
43,PT08M09.00S,2021-11-25T00:53:47.4Z,1,REGULAR,3pt,Jump Shot,[],1629684,88.91261498028909,4.166666666666666,1610612738,5,14,2021-11-25T00:53:53Z,430000,-229.0,52.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.5,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M05.00S,2021-11-25T00:53:51.4Z,1,REGULAR,rebound,defensive,[],1627761,,,1610612751,5,14,2021-11-25T00:53:53Z,440000,,,0,,D. Bembry REBOUND (Off:0 Def:5),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,43.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
45,PT07M55.00S,2021-11-25T00:54:01.1Z,1,REGULAR,2pt,Jump Shot,[],200746,13.61695137976347,20.588235294117645,1610612751,5,14,2021-11-25T00:54:10Z,450000,147.0,75.0,1,left,MISS L. Aldridge 16' Jump Shot,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,16.53,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M52.00S,2021-11-25T00:54:04.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,5,14,2021-11-25T00:54:10Z,460000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,
47,PT07M52.00S,2021-11-25T00:54:08.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,5,14,2021-11-25T00:54:08Z,470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M34.00S,2021-11-25T00:54:32.3Z,1,REGULAR,foul,personal,['2freethrow'],201935,,,1610612738,5,14,2021-11-25T00:54:40Z,480000,,,0,,J. Harden shooting personal FOUL (1 PF) (Tatum 2 FT),"[201935, 1628369]",1610612751.0,BKN,shooting,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Tatum,1628369.0,,,
50,PT07M34.00S,2021-11-25T00:54:58.2Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,6,14,2021-11-25T00:54:58Z,500000,,,0,,J. Tatum Free Throw 1 of 2 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,1.0,,,,,,,,,,,
51,PT07M34.00S,2021-11-25T00:55:11.4Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,7,14,2021-11-25T00:55:11Z,510000,,,0,,J. Tatum Free Throw 2 of 2 (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,2.0,,,,,,,,,,,
52,PT07M17.00S,2021-11-25T00:55:30.2Z,1,REGULAR,2pt,Jump Shot,[],201142,21.50131406044678,68.87254901960785,1610612751,7,16,2021-11-25T00:55:35Z,520000,-94.0,150.0,1,left,K. Durant 17' pullup Jump Shot (6 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,17.69,Made,,,,,,,,6.0,,,,,,,,,,,
53,PT07M10.00S,2021-11-25T00:55:38.7Z,1,REGULAR,foul,personal,[],201935,,,1610612738,7,16,2021-11-25T00:55:47Z,530000,,,0,,J. Harden personal FOUL (2 PF),"[201935, 1628369]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,1628172.0,2.0,0.0,Tatum,1628369.0,,,
55,PT07M10.00S,2021-11-25T00:55:47.5Z,1,REGULAR,substitution,out,[],201988,,,1610612738,7,16,2021-11-25T00:55:51Z,550000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M10.00S,2021-11-25T00:55:47.5Z,1,REGULAR,substitution,in,[],1630560,,,1610612738,7,16,2021-11-25T00:55:51Z,560000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT07M01.00S,2021-11-25T00:56:12.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,7,16,2021-11-25T01:01:00Z,585000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M56.00S,2021-11-25T00:56:59.8Z,1,REGULAR,3pt,Jump Shot,[],1628369,66.70499342969777,34.068627450980394,1610612738,7,16,2021-11-25T01:00:57Z,600000,-80.0,260.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.24,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M52.00S,2021-11-25T00:57:03.8Z,1,REGULAR,rebound,defensive,[],200746,,,1610612751,7,16,2021-11-25T00:57:05Z,610000,,,0,,L. Aldridge REBOUND (Off:0 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
62,PT06M42.00S,2021-11-25T00:57:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,7.966491458607096,47.05882352941176,1610612751,7,18,2021-11-25T00:57:20Z,620000,15.0,22.0,1,left,D. Bembry cutting Layup (3 PTS) (J. Harden 3 AST),"[1627761, 201935]",1610612751.0,BKN,cutting,,,Bembry,D. Bembry,,,,,2.68,Made,,,,,,,,3.0,J. Harden,201935.0,3.0,,,,,,,,
64,PT06M32.00S,2021-11-25T00:57:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,90.09526938239159,50.0,1610612738,9,18,2021-11-25T00:57:28Z,640000,0.0,41.0,1,right,M. Smart driving finger roll Layup (4 PTS),[203935],1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,4.06,Made,,,,,,,,4.0,,,,,,,,,,,
65,PT06M22.00S,2021-11-25T00:57:38.0Z,1,REGULAR,foul,personal,[],1628369,,,1610612751,9,18,2021-11-25T00:57:48Z,650000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 201142]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Durant,201142.0,,,
67,PT06M22.00S,2021-11-25T00:57:45.4Z,1,REGULAR,substitution,out,[],1627759,,,1610612751,9,18,2021-11-25T00:57:50Z,670000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M22.00S,2021-11-25T00:57:45.4Z,1,REGULAR,substitution,in,[],203471,,,1610612751,9,18,2021-11-25T00:57:50Z,680000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M09.00S,2021-11-25T00:58:12.5Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612751,9,18,2021-11-25T00:58:16Z,690000,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 203935]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,1.0,Smart,203935.0,,,,,,,,,,,,
70,PT06M09.00S,2021-11-25T00:58:12.5Z,1,REGULAR,steal,,[],203935,,,1610612738,9,18,2021-11-25T00:58:13Z,700000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M07.00S,2021-11-25T00:58:14.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,92.59198423127464,48.529411764705884,1610612738,11,18,2021-11-25T00:58:23Z,710000,-7.0,17.0,1,right,J. Tatum running DUNK (4 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.86,Made,,,,,,,,4.0,M. Smart,203935.0,2.0,,,,,,,,
73,PT05M56.00S,2021-11-25T00:58:25.0Z,1,REGULAR,3pt,Jump Shot,[],201935,30.962549277266753,25.98039215686275,1610612751,11,18,2021-11-25T01:00:29Z,730000,120.0,239.0,1,left,MISS J. Harden 26' pullup 3PT,[201935],1610612751.0,BKN,pullup,,,Harden,J. Harden,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M54.00S,2021-11-25T00:58:27.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,11,18,2021-11-25T00:58:29Z,740000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
75,PT05M47.00S,2021-11-25T00:58:34.2Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,11,18,2021-11-25T00:58:38Z,750000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 1627761]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,2.0,Bembry,1627761.0,,,,,,,,,,,,
76,PT05M47.00S,2021-11-25T00:58:34.2Z,1,REGULAR,steal,,[],1627761,,,1610612751,11,18,2021-11-25T00:58:35Z,760000,,,0,,D. Bembry STEAL (1 STL),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M43.00S,2021-11-25T00:58:39.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630560,10.85742444152431,47.05882352941176,1610612751,11,20,2021-11-25T01:02:27Z,770000,15.0,50.0,1,left,C. Thomas running pullup Jump Shot (2 PTS),[1630560],1610612751.0,BKN,running pullup,,,Thomas,C. Thomas,,,,,5.17,Made,,,,,,,,2.0,,,,,,,,,,,
78,PT05M24.00S,2021-11-25T00:58:57.3Z,1,REGULAR,2pt,Jump Shot,[],203935,87.07293035479631,70.58823529411765,1610612738,11,20,2021-11-25T00:59:03Z,780000,103.0,69.0,1,right,MISS M. Smart 12' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,12.39,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M21.00S,2021-11-25T00:59:00.3Z,1,REGULAR,rebound,defensive,[],200746,,,1610612751,11,20,2021-11-25T00:59:03Z,790000,,,0,,L. Aldridge REBOUND (Off:0 Def:2),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
80,PT05M16.00S,2021-11-25T00:59:05.1Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630560,10.33180026281209,26.47058823529412,1610612751,11,20,2021-11-25T00:59:15Z,800000,118.0,45.0,1,left,MISS C. Thomas 12' turnaround Shot - blocked,"[1630560, 1628369]",1610612751.0,BKN,turnaround,,,Thomas,C. Thomas,,,,,12.58,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0,
81,PT05M16.00S,2021-11-25T00:59:05.1Z,1,REGULAR,block,,[],1628369,,,1610612751,11,20,2021-11-25T00:59:07Z,810000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M16.00S,2021-11-25T00:59:05.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,11,20,2021-11-25T00:59:15Z,820000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,
83,PT05M16.00S,2021-11-25T00:59:08.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,11,20,2021-11-25T00:59:08Z,830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M16.00S,2021-11-25T00:59:13.7Z,1,REGULAR,substitution,out,[],1628369,,,1610612751,11,20,2021-11-25T00:59:17Z,840000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M16.00S,2021-11-25T00:59:13.7Z,1,REGULAR,substitution,in,[],1629641,,,1610612751,11,20,2021-11-25T00:59:17Z,850000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M13.00S,2021-11-25T00:59:31.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],200746,22.815374507227332,45.83333333333333,1610612751,11,20,2021-11-25T00:59:38Z,860000,21.0,162.0,1,left,MISS L. Aldridge 16' Jump Shot,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,16.33,Missed,,,,,,,,,,,,,,,,,,,
87,PT05M10.00S,2021-11-25T00:59:34.7Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,11,20,2021-11-25T00:59:38Z,870000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
88,PT05M04.00S,2021-11-25T00:59:40.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203471,93.5611038107753,59.091605392156865,1610612738,13,20,2021-11-25T00:59:53Z,880000,45.0,8.0,1,right,D. Schroder driving finger roll Layup (2 PTS),[203471],1610612738.0,BOS,driving finger roll,,,Schroder,D. Schroder,,,,,4.62,Made,,,,,,,,2.0,,,,,,,,,,,
89,PT04M47.00S,2021-11-25T00:59:58.1Z,1,REGULAR,2pt,Jump Shot,[],201935,25.969119579500656,37.00980392156863,1610612751,13,20,2021-11-25T01:04:25Z,890000,65.0,192.0,1,left,MISS J. Harden 20' pullup Shot,[201935],1610612751.0,BKN,pullup,,,Harden,J. Harden,,,,,20.23,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M45.00S,2021-11-25T01:00:00.1Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,13,20,2021-11-25T01:00:02Z,900000,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,89.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
91,PT04M29.00S,2021-11-25T01:00:15.4Z,1,REGULAR,3pt,Jump Shot,[],1629684,92.85479632063075,95.58823529411765,1610612738,16,20,2021-11-25T01:00:21Z,910000,228.0,15.0,1,right,G. Williams 3PT  (3 PTS) (R. Langford 1 AST),"[1629684, 1629641]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.84,Made,,,,,,,,3.0,R. Langford,1629641.0,1.0,,,,,,,,
93,PT04M12.00S,2021-11-25T01:00:35.8Z,1,REGULAR,foul,personal,['2freethrow'],201143,,,1610612751,16,20,2021-11-25T01:00:40Z,930000,,,0,,A. Horford shooting personal FOUL (1 PF) (Durant 2 FT),"[201143, 201142]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Durant,201142.0,,,
