actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M17.00S,2021-12-14T00:42:21.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,19.398817345597898,91.42156862745098,1610612738,5,4,2021-12-14T00:42:27Z,170000,-207.0,130.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.44,Missed,,,,,,,,,,,,,,,,,,
18,PT10M15.00S,2021-12-14T00:42:23.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,5,4,2021-12-14T00:42:27Z,180000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,17.0,2.0,2.0,0.0,,,,,,,,,,
19,PT10M02.00S,2021-12-14T00:42:36.7Z,1,REGULAR,3pt,Jump Shot,[],1626171,91.80354796320631,96.07843137254902,1610612749,5,4,2021-12-14T00:42:41Z,190000,230.0,25.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,
20,PT09M59.00S,2021-12-14T00:42:39.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,5,4,2021-12-14T00:42:41Z,200000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
21,PT09M56.00S,2021-12-14T00:42:44.1Z,1,REGULAR,foul,personal,[],203114,,,1610612738,5,4,2021-12-14T00:42:56Z,210000,,,0,,K. Middleton personal FOUL (1 PF),"[203114, 1627759]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,202037.0,1.0,0.0,Brown,1627759.0,,,,,
23,PT09M43.00S,2021-12-14T00:43:12.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,6.783837056504599,48.28431372549019,1610612738,7,4,2021-12-14T00:43:21Z,230000,9.0,11.0,1,left,R. Williams III alley-oop DUNK (4 PTS) (M. Smart 2 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.42,Made,4.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,
25,PT09M25.00S,2021-12-14T00:43:30.0Z,1,REGULAR,2pt,Jump Shot,[],203507,77.08607095926413,43.872549019607845,1610612749,7,4,2021-12-14T00:44:11Z,250000,-31.0,163.0,1,right,MISS G. Antetokounmpo 16' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,16.57,Missed,,,,,,,,,,,,,,,,,,
26,PT09M22.00S,2021-12-14T00:43:33.0Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,7,4,2021-12-14T00:43:37Z,260000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,
27,PT09M15.00S,2021-12-14T00:43:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.09789750328515,41.17647058823529,1610612738,9,4,2021-12-14T00:43:45Z,270000,44.0,24.0,1,left,J. Tatum driving finger roll Layup (2 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,5.0,Made,2.0,,,,,,,,,,,,,,,,,
28,PT08M54.00S,2021-12-14T00:44:01.4Z,1,REGULAR,3pt,Jump Shot,[],1628960,94.61235216819975,4.434742647058823,1610612749,9,7,2021-12-14T00:44:09Z,280000,-228.0,-2.0,1,right,G. Allen 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,22.78,Made,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
30,PT08M33.00S,2021-12-14T00:44:22.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,31.882391590013142,63.23529411764706,1610612738,9,7,2021-12-14T00:44:30Z,300000,-66.0,247.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,
31,PT08M31.00S,2021-12-14T00:44:24.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,9,7,2021-12-14T00:44:30Z,310000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,30.0,3.0,3.0,0.0,,,,,,,,,,
32,PT08M27.00S,2021-12-14T00:44:29.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203507,65.65374507227332,47.30392156862745,1610612749,9,7,2021-12-14T00:44:42Z,320000,-13.0,270.0,1,right,MISS G. Antetokounmpo 27' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,
33,PT08M24.00S,2021-12-14T00:44:32.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,9,7,2021-12-14T00:44:37Z,330000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,
34,PT08M13.00S,2021-12-14T00:44:42.5Z,1,REGULAR,3pt,Jump Shot,[],201143,7.703679369250986,96.32352941176471,1610612738,9,7,2021-12-14T00:44:51Z,340000,-232.0,20.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,
35,PT08M10.00S,2021-12-14T00:44:45.5Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,9,7,2021-12-14T00:44:51Z,350000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,
36,PT07M54.00S,2021-12-14T00:45:00.9Z,1,REGULAR,foul,offensive,[],1626171,,,1610612749,9,7,2021-12-14T00:45:23Z,360000,,,0,,B. Portis offensive FOUL (1 PF),"[1626171, 1627759]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,202037.0,1.0,0.0,Brown,1627759.0,,,,,
38,PT07M54.00S,2021-12-14T00:45:00.9Z,1,REGULAR,turnover,offensive foul,[],1626171,,,1610612749,9,7,2021-12-14T00:45:23Z,380000,,,0,,B. Portis offensive foul TURNOVER (1 TO),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,202037.0,,,,,1.0,,,,
39,PT07M41.00S,2021-12-14T00:45:34.9Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,9,7,2021-12-14T00:45:43Z,390000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 203507]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1.0,Antetokounmpo,203507.0,,
40,PT07M41.00S,2021-12-14T00:45:34.9Z,1,REGULAR,steal,,[],203507,,,1610612749,9,7,2021-12-14T00:45:37Z,400000,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
41,PT07M36.00S,2021-12-14T00:45:40.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201950,91.93495400788436,1.9607843137254901,1610612749,9,10,2021-12-14T00:45:47Z,410000,-240.0,23.0,1,right,J. Holiday 24' 3PT  (5 PTS) (G. Antetokounmpo 2 AST),"[201950, 203507]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,24.13,Made,5.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,,
44,PT07M26.00S,2021-12-14T00:46:01.6Z,1,REGULAR,violation,kicked ball,[],1628960,,,1610612738,9,10,2021-12-14T00:47:02Z,440000,,,0,,G. Allen kicked ball VIOLATION,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,200832.0,,,,,,,,,
45,PT07M16.00S,2021-12-14T00:46:16.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,20.18725361366623,91.42156862745098,1610612738,12,10,2021-12-14T00:46:20Z,450000,-207.0,137.0,1,left,J. Tatum 24' 3PT  (5 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.85,Made,5.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,
47,PT07M09.00S,2021-12-14T00:46:29.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,12,10,2021-12-14T00:46:29Z,470000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M09.00S,2021-12-14T00:48:59.4Z,1,REGULAR,substitution,out,[],201950,,,1610612749,12,10,2021-12-14T00:49:06Z,480000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M09.00S,2021-12-14T00:48:59.4Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,12,10,2021-12-14T00:49:06Z,490000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M54.00S,2021-12-14T00:49:36.4Z,1,REGULAR,3pt,Jump Shot,[],1628960,72.48685939553219,18.38235294117647,1610612749,12,10,2021-12-14T00:49:43Z,500000,-158.0,206.0,1,right,MISS G. Allen 25' pullup 3PT,[1628960],1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,
51,PT06M51.00S,2021-12-14T00:49:39.4Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,12,10,2021-12-14T00:49:43Z,510000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,50.0,3.0,3.0,0.0,,,,,,,,,,
52,PT06M42.00S,2021-12-14T00:49:47.9Z,1,REGULAR,2pt,Layup,[],1627759,7.835085413929041,33.57843137254902,1610612738,14,10,2021-12-14T00:49:54Z,520000,82.0,21.0,1,left,J. Brown 8' driving Layup (5 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,8.48,Made,5.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
54,PT06M31.00S,2021-12-14T00:49:59.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,84.83902759526939,46.568627450980394,1610612749,14,12,2021-12-14T00:50:07Z,540000,-17.0,90.0,1,right,B. Portis 9' driving Hook (2 PTS) (K. Middleton 1 AST),"[1626171, 203114]",1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,9.16,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,
55,PT06M21.00S,2021-12-14T00:50:11.6Z,1,REGULAR,foul,personal,[],1626192,,,1610612738,14,12,2021-12-14T00:50:39Z,550000,,,0,,P. Connaughton personal FOUL (1 PF),"[1626192, 1628369]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,200832.0,1.0,0.0,Tatum,1628369.0,,,,,
57,PT06M21.00S,2021-12-14T00:50:23.1Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,14,12,2021-12-14T00:50:29Z,570000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M21.00S,2021-12-14T00:50:23.1Z,1,REGULAR,substitution,out,[],1626171,,,1610612738,14,12,2021-12-14T00:50:29Z,580000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M21.00S,2021-12-14T00:50:23.1Z,1,REGULAR,substitution,in,[],203471,,,1610612738,14,12,2021-12-14T00:50:29Z,590000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M21.00S,2021-12-14T00:50:23.1Z,1,REGULAR,substitution,in,[],203918,,,1610612738,14,12,2021-12-14T00:50:29Z,600000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M11.00S,2021-12-14T00:50:55.9Z,1,REGULAR,2pt,Jump Shot,[],1628369,9.674770039421814,21.568627450980394,1610612738,14,12,2021-12-14T00:51:07Z,610000,142.0,38.0,1,left,MISS J. Tatum 14' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,14.73,Missed,,,,,,,,,,,,,,,,,,
62,PT06M08.00S,2021-12-14T00:50:58.9Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,14,12,2021-12-14T00:51:07Z,620000,,,0,,A. Horford REBOUND (Off:1 Def:0),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,61.0,1.0,0.0,1.0,,,,,,,,,,
64,PT06M08.00S,2021-12-14T00:51:08.9Z,1,REGULAR,foul,personal,[],1626192,,,1610612738,14,12,2021-12-14T00:51:35Z,640000,,,0,,P. Connaughton personal FOUL (2 PF),"[1626192, 201143]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,202037.0,2.0,0.0,Horford,201143.0,,,,,
66,PT06M08.00S,2021-12-14T00:51:23.6Z,1,REGULAR,substitution,out,[],203507,,,1610612738,14,12,2021-12-14T00:51:27Z,660000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M08.00S,2021-12-14T00:51:23.6Z,1,REGULAR,substitution,in,[],202326,,,1610612738,14,12,2021-12-14T00:51:27Z,670000,,,0,,SUB in: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M57.00S,2021-12-14T00:51:48.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201143,28.86005256241787,21.568627450980394,1610612738,17,12,2021-12-14T00:51:53Z,680000,142.0,219.0,1,left,A. Horford 26' 3PT  (3 PTS) (M. Smart 3 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.09,Made,3.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
70,PT05M43.00S,2021-12-14T00:52:02.0Z,1,REGULAR,3pt,Jump Shot,[],203114,66.5735873850197,41.17647058823529,1610612749,17,12,2021-12-14T00:52:10Z,700000,-44.0,262.0,1,right,MISS K. Middleton 26' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,
71,PT05M39.00S,2021-12-14T00:52:06.0Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,17,12,2021-12-14T00:52:10Z,710000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,
72,PT05M35.00S,2021-12-14T00:52:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.521024967148489,52.20588235294118,1610612738,17,12,2021-12-14T00:52:46Z,720000,-11.0,9.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 202326]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.41,Missed,,,,,,,,,,,,,,,,,Cousins,202326.0
73,PT05M35.00S,2021-12-14T00:52:14.1Z,1,REGULAR,block,,[],202326,,,1610612738,17,12,2021-12-14T00:52:17Z,730000,,,0,,D. Cousins BLOCK (1 BLK),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M33.00S,2021-12-14T00:52:16.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,17,12,2021-12-14T00:52:46Z,740000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,
75,PT05M33.00S,2021-12-14T00:52:23.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,17,12,2021-12-14T00:52:23Z,750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M33.00S,2021-12-14T00:52:24.1Z,1,REGULAR,substitution,out,[],201143,,,1610612738,17,12,2021-12-14T00:52:30Z,760000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M33.00S,2021-12-14T00:52:24.1Z,1,REGULAR,substitution,out,[],1628960,,,1610612738,17,12,2021-12-14T00:52:30Z,770000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M33.00S,2021-12-14T00:52:24.1Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,17,12,2021-12-14T00:52:30Z,780000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M33.00S,2021-12-14T00:52:24.1Z,1,REGULAR,substitution,in,[],201950,,,1610612738,17,12,2021-12-14T00:52:30Z,790000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M18.00S,2021-12-14T00:52:51.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203935,16.113666228646515,46.568627450980394,1610612738,17,12,2021-12-14T00:52:58Z,800000,17.0,99.0,1,left,MISS M. Smart 10' turnaround fadeaway Shot,[203935],1610612738.0,BOS,turnaround fadeaway,,,Smart,M. Smart,,,,,10.05,Missed,,,,,,,,,,,,,,,,,,
81,PT05M16.00S,2021-12-14T00:52:53.6Z,1,REGULAR,rebound,defensive,[],202326,,,1610612749,17,12,2021-12-14T00:52:58Z,810000,,,0,,D. Cousins REBOUND (Off:0 Def:1),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,
82,PT05M05.00S,2021-12-14T00:53:04.2Z,1,REGULAR,3pt,Jump Shot,[],202326,66.3107752956636,58.57843137254902,1610612749,17,15,2021-12-14T00:53:09Z,820000,43.0,264.0,1,right,D. Cousins 26' 3PT  (3 PTS) (J. Holiday 1 AST),"[202326, 201950]",1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,26.77,Made,3.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,
84,PT04M45.00S,2021-12-14T00:53:23.8Z,1,REGULAR,3pt,Jump Shot,[],203935,29.38567674113009,74.26470588235294,1610612738,17,15,2021-12-14T00:53:32Z,840000,-121.0,224.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,
85,PT04M42.00S,2021-12-14T00:53:26.8Z,1,REGULAR,rebound,defensive,[],203918,,,1610612749,17,15,2021-12-14T00:53:32Z,850000,,,0,,R. Hood REBOUND (Off:0 Def:1),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,,,
86,PT04M34.00S,2021-12-14T00:53:35.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203918,84.31340341655716,37.00980392156863,1610612749,17,17,2021-12-14T00:53:41Z,860000,-65.0,95.0,1,right,R. Hood 11' driving Hook (2 PTS),[203918],1610612749.0,MIL,driving,,,Hood,R. Hood,,,,,11.51,Made,2.0,,,,,,,,,,,,,,,,,
87,PT04M16.00S,2021-12-14T00:53:53.1Z,1,REGULAR,3pt,Jump Shot,[],203471,32.40801576872536,30.14705882352941,1610612738,17,17,2021-12-14T00:56:31Z,870000,99.0,252.0,1,left,MISS D. Schroder 27' pullup 3PT,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,27.1,Missed,,,,,,,,,,,,,,,,,,
88,PT04M13.00S,2021-12-14T00:53:56.1Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,17,17,2021-12-14T00:54:05Z,880000,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,87.0,2.0,2.0,0.0,,,,,,,,,,
89,PT04M05.00S,2021-12-14T00:54:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,91.5407358738502,39.21568627450981,1610612749,17,19,2021-12-14T00:54:16Z,890000,-54.0,27.0,1,right,P. Connaughton 6' driving reverse Layup (2 PTS) (K. Middleton 2 AST),"[1626192, 203114]",1610612749.0,MIL,driving reverse,,,Connaughton,P. Connaughton,,,,,6.03,Made,2.0,K. Middleton,203114.0,2.0,,,,,,,,,,,,,,
91,PT04M05.00S,2021-12-14T00:54:09.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,17,19,2021-12-14T00:54:09Z,910000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M05.00S,2021-12-14T00:56:42.7Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,17,19,2021-12-14T00:57:00Z,920000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M05.00S,2021-12-14T00:56:42.7Z,1,REGULAR,substitution,out,[],203114,,,1610612738,17,19,2021-12-14T00:57:00Z,930000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
