actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
187,PT08M00.00S,2022-01-09T01:15:49.0Z,2,REGULAR,substitution,out,[],1628369,,,1610612752,30,33,2022-01-09T01:16:42Z,1870000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M00.00S,2022-01-09T01:15:49.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612752,30,33,2022-01-09T01:16:42Z,1880000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M00.00S,2022-01-09T01:15:49.0Z,2,REGULAR,substitution,out,[],202683,,,1610612752,30,33,2022-01-09T01:16:42Z,1890000,,,0,,SUB out: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M00.00S,2022-01-09T01:15:49.0Z,2,REGULAR,substitution,in,[],1629057,,,1610612752,30,33,2022-01-09T01:16:42Z,1900000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M00.00S,2022-01-09T01:15:49.0Z,2,REGULAR,substitution,in,[],1630174,,,1610612752,30,33,2022-01-09T01:16:42Z,1910000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M00.00S,2022-01-09T01:15:49.0Z,2,REGULAR,substitution,in,[],1627759,,,1610612752,30,33,2022-01-09T01:16:42Z,1920000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M47.00S,2022-01-09T01:17:04.4Z,2,REGULAR,3pt,Jump Shot,[],1630167,15.456636005256241,4.901960784313726,1610612752,30,33,2022-01-09T01:17:15Z,1930000,225.0,93.0,1,left,MISS O. Toppin 24' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,24.38,Missed,,,,,,,,,,,,,,,,,,,
194,PT07M45.00S,2022-01-09T01:17:06.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,30,33,2022-01-09T01:17:15Z,1940000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,193.0,5.0,4.0,1.0,,,,,,,,,,,
195,PT07M38.00S,2022-01-09T01:17:13.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,93.11760840998686,51.9607843137255,1610612738,32,33,2022-01-09T02:32:03Z,1950000,10.0,12.0,1,right,R. Williams III DUNK (2 PTS) (J. Brown 3 AST),"[1629057, 1627759]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1.56,Made,2.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,,,
197,PT07M31.00S,2022-01-09T01:17:21.9Z,2,REGULAR,2pt,Jump Shot,[],1629628,23.340998685939553,49.01960784313725,1610612752,32,33,2022-01-09T01:20:37Z,1970000,5.0,167.0,1,left,MISS R. Barrett 16' pullup Shot,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,16.7,Missed,,,,,,,,,,,,,,,,,,,
198,PT07M29.00S,2022-01-09T01:17:23.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,32,33,2022-01-09T01:18:55Z,1980000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,197.0,,,,,,,,,,,,,,
200,PT07M29.00S,2022-01-09T01:17:36.7Z,2,REGULAR,foul,personal,[],203471,,,1610612752,32,33,2022-01-09T01:18:55Z,2000000,,,0,,D. Schroder loose ball personal FOUL (1 PF),"[203471, 201959]",1610612738.0,BOS,loose ball,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,1628168.0,1.0,0.0,Gibson,201959.0,,,
203,PT07M29.00S,2022-01-09T01:17:48.5Z,2,REGULAR,substitution,out,[],1630167,,,1610612752,32,33,2022-01-09T01:17:59Z,2030000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M29.00S,2022-01-09T01:17:48.5Z,2,REGULAR,substitution,out,[],202692,,,1610612752,32,33,2022-01-09T01:17:59Z,2040000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M29.00S,2022-01-09T01:17:48.5Z,2,REGULAR,substitution,out,[],201959,,,1610612752,32,33,2022-01-09T01:17:59Z,2050000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M29.00S,2022-01-09T01:17:48.5Z,2,REGULAR,substitution,in,[],1630193,,,1610612752,32,33,2022-01-09T01:17:59Z,2060000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M29.00S,2022-01-09T01:17:48.5Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,32,33,2022-01-09T01:17:59Z,2070000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M29.00S,2022-01-09T01:17:48.5Z,2,REGULAR,substitution,in,[],203944,,,1610612752,32,33,2022-01-09T01:17:59Z,2080000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M25.00S,2022-01-09T01:18:17.1Z,2,REGULAR,foul,personal,['2freethrow'],203471,,,1610612752,32,33,2022-01-09T01:18:30Z,2090000,,,0,,D. Schroder shooting personal FOUL (2 PF) (Quickley 2 FT),"[203471, 1630193]",1610612738.0,BOS,shooting,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,1628168.0,2.0,0.0,Quickley,1630193.0,,,
211,PT07M25.00S,2022-01-09T01:18:45.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630193,,,1610612752,32,33,2022-01-09T01:18:57Z,2110000,,,0,,MISS I. Quickley Free Throw 1 of 2,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Missed,,,,,,,,,,,,,,,,,,,
212,PT07M25.00S,2022-01-09T01:18:45.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,32,33,2022-01-09T01:18:45Z,2120000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,211.0,,,,,,,,,,,,,,
213,PT07M25.00S,2022-01-09T01:19:02.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630193,,,1610612752,32,34,2022-01-09T01:19:02Z,2130000,,,0,,I. Quickley Free Throw 2 of 2 (12 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
214,PT07M09.00S,2022-01-09T01:19:22.6Z,2,REGULAR,2pt,Jump Shot,[],203471,76.08409986859395,51.064644607843135,1610612738,32,34,2022-01-09T01:19:34Z,2140000,5.0,172.0,1,right,MISS D. Schroder 17' fadeaway Shot - blocked,"[203471, 1629656]",1610612738.0,BOS,fadeaway,,,Schroder,D. Schroder,,,,,17.24,Missed,,,,,,,,,Grimes,1629656.0,,,,,,,,,
215,PT07M09.00S,2022-01-09T01:19:22.6Z,2,REGULAR,block,,[],1629656,,,1610612738,32,34,2022-01-09T01:19:25Z,2150000,,,0,,Q. Grimes BLOCK (1 BLK),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M06.00S,2022-01-09T01:19:25.6Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,32,34,2022-01-09T01:19:34Z,2160000,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,214.0,4.0,3.0,1.0,,,,,,,,,,,
217,PT06M54.00S,2022-01-09T01:19:37.9Z,2,REGULAR,turnover,bad pass,[],203944,,,1610612752,32,34,2022-01-09T01:19:43Z,2170000,,,0,,J. Randle bad pass TURNOVER (3 TO),"[203944, 1627759]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,3.0,,,,,,Brown,1627759.0,
218,PT06M54.00S,2022-01-09T01:19:37.9Z,2,REGULAR,steal,,[],1627759,,,1610612738,32,34,2022-01-09T01:19:39Z,2180000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M53.00S,2022-01-09T01:19:41.0Z,2,REGULAR,foul,personal,[],1630193,,,1610612738,32,34,2022-01-09T01:19:51Z,2190000,,,0,,I. Quickley take personal FOUL (2 PF),"[1630193, 1627759]",1610612752.0,NYK,take,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,1628168.0,2.0,0.0,Brown,1627759.0,,,
221,PT06M39.00S,2022-01-09T01:20:12.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626196,93.51182654402102,62.99019607843137,1610612738,34,34,2022-01-09T01:20:17Z,2210000,65.0,8.0,1,right,J. Richardson 6' driving Layup (9 PTS) (J. Brown 4 AST),"[1626196, 1627759]",1610612738.0,BOS,driving,,,Richardson,J. Richardson,,,,,6.56,Made,9.0,J. Brown,1627759.0,4.0,,,,,,,,,,,,,,,
222,PT06M26.00S,2022-01-09T01:20:28.6Z,2,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,34,34,2022-01-09T01:20:34Z,2220000,,,0,,J. Randle bad pass out-of-bounds TURNOVER (4 TO),[203944],1610612752.0,NYK,bad pass,,,Randle,J. Randle,,,,,,,,,,,,,,,,,4.0,1626302.0,,,,,,,
224,PT06M12.00S,2022-01-09T01:20:48.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626196,75.24638633377135,42.8921568627451,1610612738,34,34,2022-01-09T01:22:29Z,2230000,-36.0,180.0,1,right,MISS J. Richardson 18' pullup Shot,[1626196],1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,18.37,Missed,,,,,,,,,,,,,,,,,,,
225,PT06M08.00S,2022-01-09T01:20:52.0Z,2,REGULAR,rebound,offensive,[],1630174,,,1610612738,34,34,2022-01-09T01:21:13Z,2240000,,,0,,A. Nesmith REBOUND (Off:1 Def:0),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,224.0,1.0,0.0,1.0,,,,,,,,,,,
226,PT06M06.00S,2022-01-09T01:20:53.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630174,94.40999984741211,50.0,1610612738,34,34,2022-01-09T01:20:53Z,2250000,0.0,0.0,1,right,MISS A. Nesmith tip Layup,[1630174],1610612738.0,BOS,tip,,,Nesmith,A. Nesmith,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
227,PT06M05.00S,2022-01-09T01:20:54.4Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,34,34,2022-01-09T01:20:54Z,2260000,,,0,,Q. Grimes REBOUND (Off:0 Def:3),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,226.0,3.0,3.0,0.0,,,,,,,,,,,
228,PT05M47.00S,2022-01-09T01:21:12.6Z,2,REGULAR,3pt,Jump Shot,[],203944,32.14520367936925,50.0,1610612752,34,37,2022-01-09T01:21:29Z,2270000,0.0,250.0,1,left,J. Randle 24' 3PT  (5 PTS) (R. Barrett 2 AST),"[203944, 1629628]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,24.97,Made,5.0,R. Barrett,1629628.0,2.0,,,,,,,,,,,,,,,
292,PT05M47.00S,2022-01-09T01:21:19.4Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,34,37,2022-01-09T01:34:14Z,2285000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,2003.0,,,,,,,
230,PT05M33.00S,2022-01-09T01:21:26.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,93.51182654402102,51.225490196078425,1610612738,36,37,2022-01-09T01:21:47Z,2290000,6.0,8.0,1,right,R. Williams III alley-oop DUNK (4 PTS) (J. Brown 5 AST),"[1629057, 1627759]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.05,Made,4.0,J. Brown,1627759.0,5.0,,,,,,,,,,,,,,,
232,PT05M16.00S,2022-01-09T01:21:55.8Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612752,36,37,2022-01-09T01:23:17Z,2310000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Robinson 2 FT),"[1629057, 1629011]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,1628168.0,1.0,0.0,Robinson,1629011.0,,,
234,PT05M16.00S,2022-01-09T01:22:23.9Z,2,REGULAR,freethrow,1 of 2,[],1629011,,,1610612752,36,37,2022-01-09T01:22:23Z,2330000,,,0,,MISS M. Robinson Free Throw 1 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
235,PT05M16.00S,2022-01-09T01:22:23.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,36,37,2022-01-09T01:22:23Z,2340000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,234.0,,,,,,,,,,,,,,
236,PT05M16.00S,2022-01-09T01:22:31.8Z,2,REGULAR,substitution,out,[],203471,,,1610612752,36,37,2022-01-09T01:22:35Z,2350000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M16.00S,2022-01-09T01:22:31.8Z,2,REGULAR,substitution,in,[],203935,,,1610612752,36,37,2022-01-09T01:22:35Z,2360000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M16.00S,2022-01-09T01:22:44.2Z,2,REGULAR,freethrow,2 of 2,[],1629011,,,1610612752,36,37,2022-01-09T01:22:44Z,2370000,,,0,,MISS M. Robinson Free Throw 2 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
239,PT05M14.00S,2022-01-09T01:22:45.6Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,36,37,2022-01-09T01:22:45Z,2380000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,238.0,3.0,2.0,1.0,,,,,,,,,,,
240,PT05M04.00S,2022-01-09T01:22:55.4Z,2,REGULAR,3pt,Jump Shot,[],1630174,91.01511169513797,95.34313725490196,1610612738,36,37,2022-01-09T01:23:05Z,2390000,227.0,32.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,22.89,Missed,,,,,,,,,,,,,,,,,,,
241,PT05M01.00S,2022-01-09T01:22:58.4Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,36,37,2022-01-09T01:23:05Z,2400000,,,0,,J. Randle REBOUND (Off:1 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,240.0,5.0,4.0,1.0,,,,,,,,,,,
242,PT04M47.00S,2022-01-09T01:23:12.1Z,2,REGULAR,3pt,Jump Shot,[],1629656,21.107095926412615,91.17647058823529,1610612752,36,37,2022-01-09T01:23:19Z,2410000,-206.0,146.0,1,left,MISS Q. Grimes 25' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
243,PT04M43.00S,2022-01-09T01:23:16.1Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,36,37,2022-01-09T01:23:16Z,2420000,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,242.0,4.0,3.0,1.0,,,,,,,,,,,
244,PT04M32.00S,2022-01-09T01:23:26.7Z,2,REGULAR,2pt,Jump Shot,[],1627759,76.7904073587385,34.803921568627445,1610612738,36,37,2022-01-09T01:25:28Z,2430000,-76.0,166.0,1,right,MISS J. Brown 18' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,18.23,Missed,,,,,,,,,,,,,,,,,,,
245,PT04M30.00S,2022-01-09T01:23:28.7Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,36,37,2022-01-09T01:25:28Z,2440000,,,0,,Q. Grimes REBOUND (Off:0 Def:4),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,244.0,4.0,4.0,0.0,,,,,,,,,,,
246,PT04M20.00S,2022-01-09T01:23:38.9Z,2,REGULAR,3pt,Jump Shot,[],1630193,35.43035479632063,28.431372549019606,1610612752,36,37,2022-01-09T01:26:00Z,2450000,108.0,281.0,1,left,MISS I. Quickley 30' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,30.05,Missed,,,,,,,,,,,,,,,,,,,
247,PT04M17.00S,2022-01-09T01:23:41.9Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612738,36,37,2022-01-09T01:26:09Z,2460000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,246.0,1.0,1.0,0.0,,,,,,,,,,,
248,PT04M05.00S,2022-01-09T01:23:53.4Z,2,REGULAR,2pt,Jump Shot,[],203935,79.36925098554534,33.52481617647059,1610612738,36,37,2022-01-09T01:26:20Z,2470000,-82.0,141.0,1,right,MISS M. Smart 16' turnaround Shot,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,16.37,Missed,,,,,,,,,,,,,,,,,,,
249,PT04M03.00S,2022-01-09T01:23:55.4Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,36,37,2022-01-09T01:24:34Z,2480000,,,0,,J. Randle REBOUND (Off:1 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,248.0,6.0,5.0,1.0,,,,,,,,,,,
250,PT03M59.00S,2022-01-09T01:24:03.4Z,2,REGULAR,foul,offensive,[],203944,,,1610612752,36,37,2022-01-09T01:27:57Z,2490000,,,0,,J. Randle charge offensive FOUL (2 PF),"[203944, 203935]",1610612752.0,NYK,charge,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Smart,203935.0,,,
254,PT03M59.00S,2022-01-09T01:24:03.4Z,2,REGULAR,turnover,offensive foul,[],203944,,,1610612752,36,37,2022-01-09T01:24:03Z,2505000,,,0,,J. Randle offensive foul TURNOVER (5 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,5.0,1626302.0,,,,,,,
252,PT03M59.00S,2022-01-09T01:24:40.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,36,37,2022-01-09T01:24:03Z,2510000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M59.00S,2022-01-09T01:24:49.8Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612738,36,37,2022-01-09T01:24:03Z,2520000,,,0,,,[],1610612738.0,BOS,overturned,,,,,,,,,,,,,,,,,,,,,,2003.0,,,,,,,Corrected to Offensive Foul on J. Randle
255,PT03M59.00S,2022-01-09T01:27:09.0Z,2,REGULAR,substitution,out,[],1626196,,,1610612738,36,37,2022-01-09T01:27:21Z,2530000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT03M59.00S,2022-01-09T01:27:09.0Z,2,REGULAR,substitution,out,[],1630174,,,1610612738,36,37,2022-01-09T01:27:21Z,2540000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M59.00S,2022-01-09T01:27:09.0Z,2,REGULAR,substitution,out,[],1629656,,,1610612738,36,37,2022-01-09T01:27:21Z,2550000,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M59.00S,2022-01-09T01:27:09.0Z,2,REGULAR,substitution,in,[],201143,,,1610612738,36,37,2022-01-09T01:27:21Z,2560000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M59.00S,2022-01-09T01:27:09.0Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,36,37,2022-01-09T01:27:21Z,2570000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M59.00S,2022-01-09T01:27:09.0Z,2,REGULAR,substitution,in,[],202692,,,1610612738,36,37,2022-01-09T01:27:21Z,2580000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M45.00S,2022-01-09T01:27:57.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,75.77201051248358,62.99019607843137,1610612738,38,37,2022-01-09T01:28:33Z,2590000,65.0,175.0,1,right,J. Brown 18' pullup Jump Shot (7 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,18.69,Made,7.0,,,,,,,,,,,,,,,,,,
262,PT03M31.00S,2022-01-09T01:28:10.6Z,2,REGULAR,3pt,Jump Shot,[],203944,32.013797634691194,42.64705882352941,1610612752,38,37,2022-01-09T01:28:36Z,2600000,37.0,248.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
263,PT03M28.00S,2022-01-09T01:28:14.5Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,38,37,2022-01-09T01:28:14Z,2610000,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,262.0,3.0,1.0,2.0,,,,,,,,,,,
264,PT03M27.00S,2022-01-09T01:28:16.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612752,38,37,2022-01-09T01:28:29Z,2620000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Robinson 2 FT),"[1629057, 1629011]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Robinson,1629011.0,,,
266,PT03M27.00S,2022-01-09T01:28:41.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629011,,,1610612752,38,37,2022-01-09T01:28:41Z,2640000,,,0,,MISS M. Robinson Free Throw 1 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
267,PT03M27.00S,2022-01-09T01:28:41.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,38,37,2022-01-09T01:28:41Z,2650000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,266.0,,,,,,,,,,,,,,
268,PT03M27.00S,2022-01-09T01:29:00.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629011,,,1610612752,38,38,2022-01-09T01:29:00Z,2660000,,,0,,M. Robinson Free Throw 2 of 2 (3 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
269,PT03M09.00S,2022-01-09T01:29:20.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,89.96386333771353,43.627450980392155,1610612738,40,38,2022-01-09T01:29:26Z,2670000,-32.0,42.0,1,right,M. Smart driving Layup (4 PTS) (J. Brown 6 AST),"[203935, 1627759]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,5.26,Made,4.0,J. Brown,1627759.0,6.0,,,,,,,,,,,,,,,
271,PT02M47.00S,2022-01-09T01:29:41.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,16.63929040735874,64.2156862745098,1610612752,40,38,2022-01-09T01:29:47Z,2690000,-71.0,104.0,1,left,MISS R. Barrett 12' driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,12.59,Missed,,,,,,,,,,,,,,,,,,,
272,PT02M45.00S,2022-01-09T01:29:43.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,40,38,2022-01-09T01:29:47Z,2700000,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,271.0,6.0,5.0,1.0,,,,,,,,,,,
273,PT02M33.00S,2022-01-09T01:29:56.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,91.67214191852825,52.20588235294118,1610612738,42,38,2022-01-09T01:30:03Z,2710000,11.0,26.0,1,right,J. Brown cutting finger roll Layup (9 PTS) (A. Horford 4 AST),"[1627759, 201143]",1610612738.0,BOS,cutting finger roll,,,Brown,J. Brown,,,,,2.8,Made,9.0,A. Horford,201143.0,4.0,,,,,,,,,,,,,,,
275,PT02M27.00S,2022-01-09T01:30:08.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,42,38,2022-01-09T01:30:08Z,2730000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M11.00S,2022-01-09T01:31:55.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202692,8.229303547963205,47.30392156862745,1610612752,42,38,2022-01-09T01:32:01Z,2740000,13.0,25.0,1,left,MISS A. Burks driving finger roll Layup,[202692],1610612752.0,NYK,driving finger roll,,,Burks,A. Burks,,,,,2.83,Missed,,,,,,,,,,,,,,,,,,,
277,PT02M08.00S,2022-01-09T01:31:58.1Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,42,38,2022-01-09T01:32:34Z,2750000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,276.0,1.0,1.0,0.0,,,,,,,,,,,
