actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
24,PT10M24.00S,2021-11-13T00:48:01.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201143,5.590000152587891,50.0,1610612738,4,2,2021-11-13T00:48:49Z,240000,0.0,0.0,1,left,A. Horford tip Layup (2 PTS),[201143],1610612738.0,BOS,tip,,,Horford,A. Horford,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
25,PT10M02.00S,2021-11-13T00:48:07.5Z,1,REGULAR,3pt,Jump Shot,[],1628960,69.33311432325887,21.07843137254902,1610612749,4,5,2021-11-13T00:48:23Z,250000,-145.0,236.0,1,right,G. Allen 27' 3PT  (3 PTS) (J. Holiday 1 AST),"[1628960, 201950]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,27.66,Made,3.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,
26,PT09M56.00S,2021-11-13T00:48:16.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201143,7.703679369250986,50.49019607843137,1610612738,4,5,2021-11-13T00:53:47Z,260000,-2.0,20.0,1,left,MISS A. Horford driving Hook,[201143],1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,2.01,Missed,,,,,,,,,,,,,,,,,,
27,PT09M54.00S,2021-11-13T00:48:18.4Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,4,5,2021-11-13T00:48:40Z,270000,,,0,,A. Horford REBOUND (Off:2 Def:0),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,26.0,2.0,0.0,2.0,,,,,,,,,,
28,PT09M51.00S,2021-11-13T00:48:18.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203471,21.895532194480946,88.97058823529412,1610612738,7,5,2021-11-13T00:48:57Z,280000,-195.0,153.0,1,left,D. Schroder 24' 3PT  (3 PTS) (A. Horford 2 AST),"[203471, 201143]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,24.8,Made,3.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,
30,PT09M39.00S,2021-11-13T00:48:30.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,86.67871222076215,53.92156862745098,1610612749,7,7,2021-11-13T00:52:24Z,300000,20.0,73.0,1,right,B. Portis 7' turnaround fadeaway Jump Shot (4 PTS),[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,7.53,Made,4.0,,,,,,,,,,,,,,,,,
31,PT09M29.00S,2021-11-13T00:48:43.0Z,1,REGULAR,3pt,Jump Shot,[],201143,6.258212877792378,95.58823529411765,1610612738,7,7,2021-11-13T00:48:52Z,310000,-228.0,6.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,
32,PT09M27.00S,2021-11-13T00:48:45.0Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,7,7,2021-11-13T00:48:52Z,320000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,31.0,2.0,1.0,1.0,,,,,,,,,,
33,PT09M25.00S,2021-11-13T00:48:47.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203471,32.670827858081466,44.11764705882353,1610612738,7,7,2021-11-13T00:49:01Z,330000,29.0,255.0,1,left,MISS D. Schroder 25' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,
34,PT09M23.00S,2021-11-13T00:48:49.3Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,7,7,2021-11-13T00:49:01Z,340000,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,33.0,3.0,1.0,2.0,,,,,,,,,,
35,PT09M12.00S,2021-11-13T00:48:58.3Z,1,REGULAR,turnover,lost ball,[],201143,,,1610612738,7,7,2021-11-13T00:49:13Z,350000,,,0,,A. Horford lost ball TURNOVER (1 TO),"[201143, 1626192]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,1.0,Connaughton,1626192.0,,
36,PT09M12.00S,2021-11-13T00:48:58.3Z,1,REGULAR,steal,,[],1626192,,,1610612749,7,7,2021-11-13T00:55:14Z,360000,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M02.00S,2021-11-13T00:49:08.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201950,66.04796320630749,49.26470588235294,1610612749,7,7,2021-11-13T00:49:16Z,370000,-4.0,267.0,1,right,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,
38,PT08M58.00S,2021-11-13T00:49:11.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,7,7,2021-11-13T00:49:11Z,380000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,
39,PT08M51.00S,2021-11-13T00:49:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.492115637319317,40.68627450980392,1610612738,9,7,2021-11-13T00:49:23Z,390000,47.0,27.0,1,left,J. Tatum driving finger roll Layup (2 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,5.4,Made,2.0,,,,,,,,,,,,,,,,,
40,PT08M40.00S,2021-11-13T00:49:30.0Z,1,REGULAR,3pt,Jump Shot,[],1628960,89.96386333771353,2.941176470588235,1610612749,9,7,2021-11-13T00:49:38Z,400000,-235.0,42.0,1,right,MISS G. Allen 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,23.9,Missed,,,,,,,,,,,,,,,,,,
41,PT08M38.00S,2021-11-13T00:49:32.0Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,9,7,2021-11-13T00:49:38Z,410000,,,0,,A. Horford REBOUND (Off:2 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,40.0,3.0,1.0,2.0,,,,,,,,,,
42,PT08M29.00S,2021-11-13T00:49:41.7Z,1,REGULAR,2pt,Jump Shot,[],1628369,10.463206307490145,17.401960784313726,1610612738,11,7,2021-11-13T00:50:07Z,420000,163.0,46.0,1,left,J. Tatum 16' step back Jump Shot (4 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,16.93,Made,4.0,,,,,,,,,,,,,,,,,
43,PT08M11.00S,2021-11-13T00:50:00.4Z,1,REGULAR,foul,personal,['2freethrow'],203935,,,1610612749,11,7,2021-11-13T00:50:14Z,430000,,,0,,M. Smart shooting personal FOUL (1 PF) (Holiday 2 FT),"[203935, 201950]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,2004.0,1.0,0.0,Holiday,201950.0,,,,,
45,PT08M11.00S,2021-11-13T00:50:21.6Z,1,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,11,8,2021-11-13T00:50:21Z,450000,,,0,,J. Holiday Free Throw 1 of 2 (1 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
46,PT08M11.00S,2021-11-13T00:50:24.8Z,1,REGULAR,substitution,out,[],1626192,,,1610612749,11,8,2021-11-13T00:50:30Z,460000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M11.00S,2021-11-13T00:50:24.8Z,1,REGULAR,substitution,in,[],1628400,,,1610612749,11,8,2021-11-13T00:50:30Z,470000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M11.00S,2021-11-13T00:50:44.5Z,1,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,11,9,2021-11-13T00:50:44Z,480000,,,0,,J. Holiday Free Throw 2 of 2 (2 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
49,PT08M00.00S,2021-11-13T00:50:59.5Z,1,REGULAR,2pt,Jump Shot,[],203471,20.45006570302234,35.294117647058826,1610612738,11,9,2021-11-13T00:51:10Z,490000,74.0,140.0,1,left,MISS D. Schroder 15' pullup Shot,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,15.79,Missed,,,,,,,,,,,,,,,,,,
50,PT07M57.00S,2021-11-13T00:51:02.3Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,11,9,2021-11-13T00:51:02Z,500000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,
52,PT07M53.00S,2021-11-13T00:51:06.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,65.25952693823915,24.509803921568626,1610612749,11,9,2021-11-13T00:51:14Z,510000,-127.0,274.0,1,right,MISS G. Allen 30' pullup 3PT,[1628960],1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,30.23,Missed,,,,,,,,,,,,,,,,,,
53,PT07M49.00S,2021-11-13T00:51:10.5Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,11,9,2021-11-13T00:51:14Z,520000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,
54,PT07M37.00S,2021-11-13T00:51:23.2Z,1,REGULAR,3pt,Jump Shot,[],203935,7.835085413929041,1.9607843137254901,1610612738,11,9,2021-11-13T00:51:28Z,530000,240.0,21.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.11,Missed,,,,,,,,,,,,,,,,,,
55,PT07M34.00S,2021-11-13T00:51:25.4Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,11,9,2021-11-13T00:51:25Z,540000,,,0,,R. Williams III REBOUND (Off:3 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,54.0,4.0,1.0,3.0,,,,,,,,,,
56,PT07M32.00S,2021-11-13T00:51:29.3Z,1,REGULAR,turnover,backcourt,[],1629057,,,1610612738,11,9,2021-11-13T00:51:43Z,550000,,,0,,R. Williams III backcourt TURNOVER (1 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,203592.0,,,,,1.0,,,,
57,PT07M23.00S,2021-11-13T00:51:58.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626171,76.5604467805519,62.00980392156863,1610612749,11,11,2021-11-13T00:52:07Z,560000,60.0,168.0,1,right,B. Portis 17' pullup Jump Shot (6 PTS) (J. Holiday 2 AST),"[1626171, 201950]",1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,17.82,Made,6.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,,
59,PT07M07.00S,2021-11-13T00:52:14.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,26.62614980289093,12.745098039215685,1610612738,11,11,2021-11-13T00:52:19Z,580000,186.0,198.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.17,Missed,,,,,,,,,,,,,,,,,,
60,PT07M05.00S,2021-11-13T00:52:16.0Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,11,11,2021-11-13T00:52:19Z,590000,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,59.0,2.0,1.0,1.0,,,,,,,,,,
61,PT06M57.00S,2021-11-13T00:52:25.3Z,1,REGULAR,3pt,Jump Shot,[],201950,67.36202365308804,47.30392156862745,1610612749,11,11,2021-11-13T00:52:33Z,600000,-13.0,254.0,1,right,MISS J. Holiday 25' step back 3PT,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,
62,PT06M53.00S,2021-11-13T00:52:29.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,11,11,2021-11-13T00:52:33Z,610000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,
63,PT06M36.00S,2021-11-13T00:52:46.1Z,1,REGULAR,turnover,lost ball,[],201143,,,1610612738,11,11,2021-11-13T00:52:50Z,620000,,,0,,A. Horford lost ball TURNOVER (2 TO),"[201143, 201588]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,2.0,Hill,201588.0,,
64,PT06M36.00S,2021-11-13T00:52:46.1Z,1,REGULAR,steal,,[],201588,,,1610612749,11,11,2021-11-13T00:59:54Z,630000,,,0,,G. Hill STEAL (1 STL),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M31.00S,2021-11-13T00:52:51.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626171,86.28449408672799,55.63725490196079,1610612749,11,13,2021-11-13T00:53:01Z,640000,28.0,76.0,1,right,B. Portis 8' running finger roll Layup (8 PTS),[1626171],1610612749.0,MIL,running finger roll,,,Portis,B. Portis,,,,,8.14,Made,8.0,,,,,,,,,,,,,,,,,
66,PT06M31.00S,2021-11-13T00:52:56.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,11,13,2021-11-13T00:52:56Z,650000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M31.00S,2021-11-13T00:55:38.0Z,1,REGULAR,substitution,out,[],201143,,,1610612738,11,13,2021-11-13T00:56:00Z,660000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M31.00S,2021-11-13T00:55:38.0Z,1,REGULAR,substitution,out,[],201588,,,1610612738,11,13,2021-11-13T00:56:00Z,670000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M31.00S,2021-11-13T00:55:38.0Z,1,REGULAR,substitution,out,[],1628960,,,1610612738,11,13,2021-11-13T00:56:00Z,680000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M31.00S,2021-11-13T00:55:38.0Z,1,REGULAR,substitution,in,[],1626196,,,1610612738,11,13,2021-11-13T00:56:00Z,690000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M31.00S,2021-11-13T00:55:38.0Z,1,REGULAR,substitution,in,[],1629670,,,1610612738,11,13,2021-11-13T00:56:00Z,700000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M31.00S,2021-11-13T00:55:38.0Z,1,REGULAR,substitution,in,[],1626192,,,1610612738,11,13,2021-11-13T00:56:00Z,710000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M17.00S,2021-11-13T00:56:29.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,24.917871222076215,85.29411764705883,1610612738,14,13,2021-11-13T00:56:34Z,720000,-176.0,182.0,1,left,J. Tatum 25' 3PT pullup (7 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.33,Made,7.0,,,,,,,,,,,,,,,,,
74,PT06M04.00S,2021-11-13T00:56:42.2Z,1,REGULAR,3pt,Jump Shot,[],1626171,64.86530880420499,62.254901960784316,1610612749,14,13,2021-11-13T00:56:48Z,730000,61.0,278.0,1,right,MISS B. Portis 28' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,28.45,Missed,,,,,,,,,,,,,,,,,,
75,PT06M00.00S,2021-11-13T00:56:46.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,14,13,2021-11-13T00:56:48Z,740000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,74.0,3.0,3.0,0.0,,,,,,,,,,
76,PT05M49.00S,2021-11-13T00:56:57.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,7.835085413929041,43.627450980392155,1610612738,16,13,2021-11-13T00:57:06Z,750000,32.0,21.0,1,left,D. Schroder driving finger roll Layup (5 PTS) (R. Williams III 1 AST),"[203471, 1629057]",1610612738.0,BOS,driving finger roll,,,Schroder,D. Schroder,,,,,3.82,Made,5.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,,,
78,PT05M32.00S,2021-11-13T00:57:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.19776609724047,44.85294117647059,1610612749,16,13,2021-11-13T01:02:00Z,770000,-26.0,21.0,1,right,MISS J. Holiday driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,3.31,Missed,,,,,,,,,,,,,,,,,,
79,PT05M30.00S,2021-11-13T00:57:16.2Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,16,13,2021-11-13T00:57:27Z,780000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,,,
80,PT05M21.00S,2021-11-13T00:57:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,9.411957950065702,52.450980392156865,1610612738,16,13,2021-11-13T00:57:33Z,790000,-12.0,36.0,1,left,MISS M. Smart driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,3.8,Missed,,,,,,,,,,,,,,,,,,
81,PT05M18.00S,2021-11-13T00:57:28.7Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,16,13,2021-11-13T00:57:33Z,800000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,
82,PT05M16.00S,2021-11-13T00:57:30.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629670,91.93495400788436,52.20588235294118,1610612749,16,15,2021-11-13T00:57:51Z,810000,11.0,23.0,1,right,J. Nwora running Layup (2 PTS) (J. Holiday 3 AST),"[1629670, 201950]",1610612749.0,MIL,running,,,Nwora,J. Nwora,,,,,2.58,Made,2.0,J. Holiday,201950.0,3.0,,,,,,,,,,,,,,
83,PT04M53.00S,2021-11-13T00:57:53.8Z,1,REGULAR,2pt,Jump Shot,[],1628369,6.521024967148489,13.23529411764706,1610612738,16,15,2021-11-13T00:58:03Z,820000,184.0,9.0,1,left,MISS J. Tatum 18' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,18.4,Missed,,,,,,,,,,,,,,,,,,
84,PT04M49.00S,2021-11-13T00:57:57.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,16,15,2021-11-13T00:58:03Z,830000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,
85,PT04M37.00S,2021-11-13T00:58:10.1Z,1,REGULAR,2pt,Jump Shot,[],1626171,81.42247043363994,71.07843137254902,1610612749,16,17,2021-11-13T00:58:15Z,840000,105.0,122.0,1,right,B. Portis 16' turnaround Jump Shot (10 PTS) (J. Nwora 1 AST),"[1626171, 1629670]",1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,16.13,Made,10.0,J. Nwora,1629670.0,1.0,,,,,,,,,,,,,,
88,PT04M24.00S,2021-11-13T00:58:21.9Z,1,REGULAR,3pt,Jump Shot,[],203471,30.305519053876477,62.5,1610612738,19,17,2021-11-13T00:58:27Z,860000,-62.0,232.0,1,left,D. Schroder 24' 3PT  (8 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,24.07,Made,8.0,,,,,,,,,,,,,,,,,
89,PT04M11.00S,2021-11-13T00:58:34.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,91.5407358738502,52.69607843137255,1610612749,19,17,2021-11-13T00:58:41Z,870000,13.0,27.0,1,right,MISS J. Holiday driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,3.02,Missed,,,,,,,,,,,,,,,,,,
