actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,value,stealPlayerName,stealPersonId
92,PT04M01.00S,2021-12-21T01:01:31.4Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,13,19,2021-12-21T01:01:39Z,910000,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,90.0,4.0,4.0,0.0,,,,,,
93,PT03M59.00S,2021-12-21T01:01:34.4Z,1,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612755,13,19,2021-12-21T01:01:50Z,920000,,,0,,R. Langford shooting personal FOUL (1 PF) (Harris 2 FT),"[1629641, 202699]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,1627529.0,1.0,0.0,Harris,202699.0,,,,,,,,,,
95,PT03M59.00S,2021-12-21T01:02:00.0Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,13,19,2021-12-21T01:02:00Z,940000,,,0,,MISS T. Harris Free Throw 1 of 2,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Missed,,,,,,,,,,,,,,,,,,,
96,PT03M59.00S,2021-12-21T01:02:00.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,13,19,2021-12-21T01:02:00Z,950000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,
97,PT03M59.00S,2021-12-21T01:02:01.1Z,1,REGULAR,substitution,out,[],203471,,,1610612755,13,19,2021-12-21T01:02:10Z,960000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M59.00S,2021-12-21T01:02:01.1Z,1,REGULAR,substitution,out,[],201980,,,1610612755,13,19,2021-12-21T01:02:10Z,970000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M59.00S,2021-12-21T01:02:01.1Z,1,REGULAR,substitution,in,[],1630202,,,1610612755,13,19,2021-12-21T01:02:10Z,980000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M59.00S,2021-12-21T01:02:01.1Z,1,REGULAR,substitution,in,[],1630198,,,1610612755,13,19,2021-12-21T01:02:10Z,990000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M59.00S,2021-12-21T01:02:19.7Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,13,20,2021-12-21T01:02:19Z,1000000,,,0,,T. Harris Free Throw 2 of 2 (6 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
102,PT03M47.00S,2021-12-21T01:02:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.64323258869908,58.82352941176471,1610612738,13,20,2021-12-21T01:02:41Z,1010000,44.0,7.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,4.47,Missed,,,,,,,,,,,,,,,,,,,
103,PT03M46.00S,2021-12-21T01:02:34.8Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,13,20,2021-12-21T01:02:41Z,1020000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,102.0,2.0,1.0,1.0,,,,,,
104,PT03M45.00S,2021-12-21T01:02:36.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,92.32917214191852,51.225490196078425,1610612738,15,20,2021-12-21T01:04:08Z,1030000,6.0,20.0,1,right,J. Brown tip Layup (4 PTS),[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,2.05,Made,4.0,,,,,,,,,,,,,,,,,,
105,PT03M29.00S,2021-12-21T01:02:51.6Z,1,REGULAR,2pt,Jump Shot,[],203954,7.095926412614981,75.51317401960785,1610612755,15,20,2021-12-21T01:05:03Z,1040000,-128.0,14.0,1,left,MISS J. Embiid 12' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,12.84,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M28.00S,2021-12-21T01:02:52.6Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,15,20,2021-12-21T01:03:00Z,1050000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,105.0,2.0,2.0,0.0,,,,,,
107,PT03M19.00S,2021-12-21T01:03:02.4Z,1,REGULAR,3pt,Jump Shot,[],1629641,77.34888304862024,7.107843137254902,1610612738,15,20,2021-12-21T01:03:07Z,1060000,-214.0,160.0,1,right,MISS R. Langford 26' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,,
108,PT03M17.00S,2021-12-21T01:03:04.4Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612755,15,20,2021-12-21T01:03:07Z,1070000,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,
109,PT03M03.00S,2021-12-21T01:03:19.2Z,1,REGULAR,3pt,Jump Shot,[],203954,32.670827858081466,51.9607843137255,1610612755,15,20,2021-12-21T01:03:28Z,1080000,-10.0,255.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,,
110,PT03M00.00S,2021-12-21T01:03:22.2Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,15,20,2021-12-21T01:03:28Z,1090000,,,0,,E. Freedom REBOUND (Off:2 Def:2),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,109.0,4.0,2.0,2.0,,,,,,
111,PT02M53.00S,2021-12-21T01:03:28.9Z,1,REGULAR,2pt,Jump Shot,[],1630202,78.79434954007884,65.19607843137256,1610612738,17,20,2021-12-21T01:03:36Z,1100000,76.0,147.0,1,right,P. Pritchard 16' pullup Jump Shot (2 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,16.53,Made,2.0,,,,,,,,,,,,,,,,,,
112,PT02M51.00S,2021-12-21T01:03:33.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,17,20,2021-12-21T01:03:33Z,1110000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M51.00S,2021-12-21T01:05:55.3Z,1,REGULAR,substitution,out,[],1627759,,,1610612755,17,20,2021-12-21T01:06:44Z,1120000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M51.00S,2021-12-21T01:05:55.3Z,1,REGULAR,substitution,out,[],202683,,,1610612755,17,20,2021-12-21T01:06:44Z,1130000,,,0,,SUB out: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M51.00S,2021-12-21T01:05:55.3Z,1,REGULAR,substitution,out,[],203954,,,1610612755,17,20,2021-12-21T01:06:44Z,1140000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M51.00S,2021-12-21T01:05:55.3Z,1,REGULAR,substitution,out,[],1629680,,,1610612755,17,20,2021-12-21T01:06:44Z,1150000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M51.00S,2021-12-21T01:05:55.3Z,1,REGULAR,substitution,in,[],1628369,,,1610612755,17,20,2021-12-21T01:06:44Z,1160000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M51.00S,2021-12-21T01:05:55.3Z,1,REGULAR,substitution,in,[],1628981,,,1610612755,17,20,2021-12-21T01:06:44Z,1170000,,,0,,SUB in: B. Fernando,[1628981],1610612738.0,BOS,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M51.00S,2021-12-21T01:05:55.3Z,1,REGULAR,substitution,in,[],1630565,,,1610612755,17,20,2021-12-21T01:06:44Z,1180000,,,0,,SUB in: A. Henry,[1630565],1610612755.0,PHI,,,,Henry,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M51.00S,2021-12-21T01:05:55.3Z,1,REGULAR,substitution,in,[],1629646,,,1610612755,17,20,2021-12-21T01:06:44Z,1190000,,,0,,SUB in: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M34.00S,2021-12-21T01:06:59.5Z,1,REGULAR,3pt,Jump Shot,[],203552,30.436925098554536,26.96078431372549,1610612755,17,23,2021-12-21T01:07:34Z,1200000,115.0,234.0,1,left,S. Curry 26' 3PT  (8 PTS) (C. Bassey 1 AST),"[203552, 1629646]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,26.05,Made,8.0,C. Bassey,1629646.0,1.0,,,,,,,,,,,,,,,
123,PT02M15.00S,2021-12-21T01:07:21.3Z,1,REGULAR,foul,personal,[],1629646,,,1610612738,17,23,2021-12-21T01:07:27Z,1220000,,,0,,C. Bassey personal FOUL (1 PF),"[1629646, 1628981]",1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,201245.0,1.0,0.0,Fernando,1628981.0,,,,,,,,,,
125,PT02M08.00S,2021-12-21T01:07:42.0Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,17,23,2021-12-21T01:07:48Z,1240000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 202699]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,2.0,,,,Harris,202699.0
126,PT02M08.00S,2021-12-21T01:07:42.0Z,1,REGULAR,steal,,[],202699,,,1610612755,17,23,2021-12-21T01:07:43Z,1250000,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M56.00S,2021-12-21T01:07:54.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202699,30.962549277266753,27.450980392156865,1610612755,17,26,2021-12-21T01:07:58Z,1260000,113.0,239.0,1,left,T. Harris 26' 3PT  (9 PTS) (S. Curry 2 AST),"[202699, 203552]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,26.38,Made,9.0,S. Curry,203552.0,2.0,,,,,,,,,,,,,,,
129,PT01M36.00S,2021-12-21T01:08:13.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,87.59855453350855,41.42156862745098,1610612738,17,26,2021-12-21T01:08:20Z,1280000,-43.0,64.0,1,right,MISS R. Langford 7' driving finger roll Layup,[1629641],1610612738.0,BOS,driving finger roll,,,Langford,R. Langford,,,,,7.71,Missed,,,,,,,,,,,,,,,,,,,
130,PT01M34.00S,2021-12-21T01:08:15.9Z,1,REGULAR,rebound,defensive,[],1630565,,,1610612755,17,26,2021-12-21T01:08:20Z,1290000,,,0,,A. Henry REBOUND (Off:0 Def:1),[1630565],1610612755.0,PHI,,,,Henry,A. Henry,,,,,,,,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,
131,PT01M28.00S,2021-12-21T01:08:24.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,17,26,2021-12-21T01:08:24Z,1300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M21.00S,2021-12-21T01:08:42.0Z,1,REGULAR,3pt,Jump Shot,[],1630198,7.440867279894875,2.450980392156863,1610612755,17,26,2021-12-21T01:08:48Z,1310000,238.0,17.0,1,left,MISS I. Joe 3PT,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,23.83,Missed,,,,,,,,,,,,,,,,,,,
133,PT01M19.00S,2021-12-21T01:08:44.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,17,26,2021-12-21T01:08:48Z,1320000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,132.0,4.0,4.0,0.0,,,,,,
134,PT01M11.00S,2021-12-21T01:08:51.9Z,1,REGULAR,3pt,Jump Shot,[],203935,86.59658344283837,96.34650735294117,1610612738,20,26,2021-12-21T01:09:22Z,1330000,232.0,73.0,1,right,M. Smart 24' 3PT  (5 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.31,Made,5.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,,
136,PT00M56.20S,2021-12-21T01:09:10.1Z,1,REGULAR,foul,personal,[],1630202,,,1610612755,20,26,2021-12-21T01:09:18Z,1350000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 203552]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,2882.0,1.0,0.0,Curry,203552.0,,,,,,,,,,
138,PT00M48.30S,2021-12-21T01:09:29.3Z,1,REGULAR,turnover,out-of-bounds,[],1629646,,,1610612755,20,26,2021-12-21T01:12:07Z,1370000,,,0,,C. Bassey lost ball out-of-bounds TURNOVER (1 TO),[1629646],1610612755.0,PHI,lost ball,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,1.0,,,,,
139,PT00M29.40S,2021-12-21T01:09:56.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,84.44480946123521,4.6568627450980395,1610612738,20,26,2021-12-21T01:10:21Z,1380000,-227.0,94.0,1,right,MISS J. Tatum 24' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,,
140,PT00M26.30S,2021-12-21T01:09:59.9Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612755,20,26,2021-12-21T01:10:14Z,1390000,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,
141,PT00M05.00S,2021-12-21T01:10:21.3Z,1,REGULAR,2pt,Jump Shot,[],203552,20.71287779237845,76.47058823529412,1610612755,20,28,2021-12-21T01:10:27Z,1400000,-132.0,142.0,1,left,S. Curry 19' step back Jump Shot (10 PTS),[203552],1610612755.0,PHI,step back,,,Curry,S. Curry,,,,,19.43,Made,10.0,,,,,,,,,,,,,,,,,,
142,PT00M00.00S,2021-12-21T01:10:31.9Z,1,REGULAR,turnover,lost ball,[],203935,,,1610612738,20,28,2021-12-21T01:10:50Z,1410000,,,0,,M. Smart lost ball TURNOVER (2 TO),"[203935, 203552]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,2.0,,,,Curry,203552.0
143,PT00M00.00S,2021-12-21T01:10:31.9Z,1,REGULAR,steal,,[],203552,,,1610612755,20,28,2021-12-21T01:10:50Z,1420000,,,0,,S. Curry STEAL (1 STL),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M00.00S,2021-12-21T01:10:38.1Z,1,REGULAR,period,end,[],0,,,1610612755,20,28,2021-12-21T01:10:38Z,1430000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-12-21T01:12:49.4Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612755,20,28,2021-12-21T01:13:10Z,1440000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-12-21T01:12:49.4Z,2,REGULAR,substitution,out,['startperiod'],203552,,,1610612755,20,28,2021-12-21T01:13:10Z,1450000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-12-21T01:12:49.4Z,2,REGULAR,substitution,in,['startperiod'],1630174,,,1610612755,20,28,2021-12-21T01:13:10Z,1460000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-12-21T01:12:49.4Z,2,REGULAR,substitution,in,['startperiod'],1629619,,,1610612755,20,28,2021-12-21T01:13:10Z,1470000,,,0,,SUB in: M. Powell,[1629619],1610612755.0,PHI,,,,Powell,M. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2021-12-21T01:13:21.9Z,2,REGULAR,period,start,[],0,,,1610612738,20,28,2021-12-21T01:13:22Z,1480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M47.00S,2021-12-21T01:13:34.3Z,2,REGULAR,3pt,Jump Shot,[],1630174,92.46057818659659,95.34313725490196,1610612738,20,28,2021-12-21T01:13:39Z,1490000,227.0,18.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,22.74,Missed,,,,,,,,,,,,,,,,,,,
151,PT11M45.00S,2021-12-21T01:13:36.3Z,2,REGULAR,rebound,offensive,[],1628981,,,1610612738,20,28,2021-12-21T01:13:39Z,1500000,,,0,,B. Fernando REBOUND (Off:1 Def:0),[1628981],1610612738.0,BOS,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,150.0,1.0,0.0,1.0,,,,,,
152,PT11M45.00S,2021-12-21T01:13:38.4Z,2,REGULAR,foul,personal,[],1629646,,,1610612738,20,28,2021-12-21T01:13:58Z,1510000,,,0,,C. Bassey personal FOUL (2 PF),"[1629646, 1628981]",1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,2882.0,2.0,0.0,Fernando,1628981.0,,,,,,,,,,
154,PT11M38.00S,2021-12-21T01:14:04.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630202,87.20433639947439,54.41176470588235,1610612738,22,28,2021-12-21T01:20:26Z,1530000,22.0,68.0,1,right,P. Pritchard 7' floating Jump Shot (4 PTS),[1630202],1610612738.0,BOS,floating,,,Pritchard,P. Pritchard,,,,,7.13,Made,4.0,,,,,,,,,,,,,,,,,,
155,PT11M19.00S,2021-12-21T01:14:22.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,13.61695137976347,37.5,1610612755,22,28,2021-12-21T01:14:53Z,1540000,62.0,75.0,1,left,MISS T. Harris 9' driving floating Shot,[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,9.8,Missed,,,,,,,,,,,,,,,,,,,
156,PT11M17.00S,2021-12-21T01:14:24.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,22,28,2021-12-21T01:14:36Z,1550000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,,
157,PT11M17.00S,2021-12-21T01:14:32.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,22,28,2021-12-21T01:14:32Z,1560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M06.00S,2021-12-21T01:14:55.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630565,17.821944809461236,39.950980392156865,1610612755,22,28,2021-12-21T01:15:06Z,1570000,50.0,115.0,1,left,MISS A. Henry 12' driving floating Shot - blocked,"[1630565, 1629641]",1610612755.0,PHI,driving floating,,,Henry,A. Henry,,,,,12.55,Missed,,,,,,,,,,,,,,,Langford,1629641.0,,,
159,PT11M06.00S,2021-12-21T01:14:55.9Z,2,REGULAR,block,,[],1629641,,,1610612755,22,28,2021-12-21T01:14:58Z,1580000,,,0,,R. Langford BLOCK (1 BLK),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M03.00S,2021-12-21T01:14:58.9Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,22,28,2021-12-21T01:15:06Z,1590000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,158.0,1.0,1.0,0.0,,,,,,
161,PT10M56.00S,2021-12-21T01:15:09.2Z,2,REGULAR,foul,personal,['2freethrow'],1630565,,,1610612738,22,28,2021-12-21T01:15:16Z,1600000,,,0,,A. Henry shooting personal FOUL (1 PF) (Tatum 2 FT),"[1630565, 1628369]",1610612755.0,PHI,shooting,,,Henry,A. Henry,,,,,,,,,,,201245.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
163,PT10M56.00S,2021-12-21T01:15:31.9Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,23,28,2021-12-21T01:15:31Z,1620000,,,0,,J. Tatum Free Throw 1 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
164,PT10M56.00S,2021-12-21T01:15:46.1Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,24,28,2021-12-21T01:15:46Z,1630000,,,0,,J. Tatum Free Throw 2 of 2 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
165,PT10M49.00S,2021-12-21T01:15:59.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,24,28,2021-12-21T01:15:59Z,1640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M39.00S,2021-12-21T01:16:17.5Z,2,REGULAR,3pt,Jump Shot,[],1629619,25.04927726675427,84.31372549019608,1610612755,24,28,2021-12-21T01:16:25Z,1650000,-172.0,183.0,1,left,MISS M. Powell 25' 3PT,[1629619],1610612755.0,PHI,,,,Powell,M. Powell,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,,
167,PT10M36.00S,2021-12-21T01:16:20.5Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,24,28,2021-12-21T01:16:25Z,1660000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,166.0,1.0,1.0,0.0,,,,,,
168,PT10M21.00S,2021-12-21T01:16:37.8Z,2,REGULAR,foul,personal,[],1629646,,,1610612738,24,28,2021-12-21T01:17:00Z,1670000,,,0,,C. Bassey personal FOUL (3 PF),"[1629646, 1628981]",1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,1627529.0,3.0,0.0,Fernando,1628981.0,,,,,,,,,,
170,PT10M21.00S,2021-12-21T01:16:52.3Z,2,REGULAR,substitution,out,[],1630565,,,1610612738,24,28,2021-12-21T01:16:56Z,1690000,,,0,,SUB out: A. Henry,[1630565],1610612755.0,PHI,,,,Henry,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M21.00S,2021-12-21T01:16:52.3Z,2,REGULAR,substitution,in,[],1629680,,,1610612738,24,28,2021-12-21T01:16:56Z,1700000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M13.00S,2021-12-21T01:17:10.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,82.9993429697766,57.107843137254896,1610612738,26,28,2021-12-21T01:17:15Z,1710000,36.0,107.0,1,right,A. Nesmith 11' driving floating Jump Shot (2 PTS) (P. Pritchard 1 AST),"[1630174, 1630202]",1610612738.0,BOS,driving floating,,,Nesmith,A. Nesmith,,,,,11.3,Made,2.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,,
174,PT09M50.00S,2021-12-21T01:17:32.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,6.783837056504599,39.46078431372549,1610612755,26,28,2021-12-21T01:17:51Z,1730000,53.0,11.0,1,left,MISS T. Harris driving floating Shot - blocked,"[202699, 1628981]",1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,5.39,Missed,,,,,,,,,,,,,,,Fernando,1628981.0,,,
175,PT09M50.00S,2021-12-21T01:17:32.5Z,2,REGULAR,block,,[],1628981,,,1610612755,26,28,2021-12-21T01:17:34Z,1740000,,,0,,B. Fernando BLOCK (1 BLK),[1628981],1610612738.0,BOS,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M47.00S,2021-12-21T01:17:35.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,26,28,2021-12-21T01:17:51Z,1750000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,174.0,5.0,5.0,0.0,,,,,,
177,PT09M45.00S,2021-12-21T01:17:37.6Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,26,28,2021-12-21T01:18:15Z,1760000,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 1630198]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,3.0,,,,Joe,1630198.0
178,PT09M45.00S,2021-12-21T01:17:37.6Z,2,REGULAR,steal,,[],1630198,,,1610612755,26,28,2021-12-21T01:17:39Z,1770000,,,0,,I. Joe STEAL (1 STL),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M43.00S,2021-12-21T01:17:42.5Z,2,REGULAR,foul,personal,['2freethrow'],1628981,,,1610612755,26,28,2021-12-21T01:18:23Z,1780000,,,0,,B. Fernando shooting personal FOUL (1 PF) (Harris 2 FT),"[1628981, 202699]",1610612738.0,BOS,shooting,,,Fernando,B. Fernando,,,,,,,,,,,1627529.0,1.0,0.0,Harris,202699.0,,,,,,,,,,
181,PT09M43.00S,2021-12-21T01:18:09.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,26,28,2021-12-21T01:18:09Z,1800000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
