actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
15,PT11M09.00S,2022-02-03T00:41:22.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629057,94.40999984741211,50.0,1610612738,2,0,2022-02-03T00:42:04Z,150000,0.0,0.0,1,right,R. Williams III tip DUNK (2 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,,,,,,,,2.0,,,,,,,,,,
16,PT10M46.00S,2022-02-03T00:41:41.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,10.5946123521682,39.705882352941174,1610612766,2,0,2022-02-03T00:41:50Z,160000,51.0,47.0,1,left,MISS T. Rozier 6' driving finger roll Layup,[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,6.98,Missed,,,,,,,,,,,,,,,,,,
17,PT10M46.00S,2022-02-03T00:41:41.9Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,2,0,2022-02-03T00:41:50Z,170000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,16.0,2.0,1.0,1.0,,,,,,,,,,,,,,
18,PT10M40.00S,2022-02-03T00:41:48.5Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1627759,76.69185282522996,54.166666666666664,1610612738,4,0,2022-02-03T00:41:53Z,180000,21.0,167.0,1,right,J. Brown 16' pullup Jump Shot (2 PTS) (M. Smart 1 AST),"[1627759, 203935]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.79,Made,,,,,,,,2.0,M. Smart,203935.0,1.0,,,,,,,
20,PT10M13.00S,2022-02-03T00:42:15.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,6.964520367936925,3.944546568627451,1610612766,4,3,2022-02-03T00:42:27Z,200000,230.0,13.0,1,left,L. Ball 3PT  (3 PTS) (M. Plumlee 1 AST),"[1630163, 203486]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,23.07,Made,,,,,,,,3.0,M. Plumlee,203486.0,1.0,,,,,,,
22,PT10M03.00S,2022-02-03T00:42:29.4Z,1,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,4,3,2022-02-03T00:42:35Z,220000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (1 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,,,,,,,1.0,,,,,,,2715.0,,,,,,
23,PT09M50.00S,2022-02-03T00:42:49.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,6.915243101182654,56.86274509803921,1610612766,4,5,2022-02-03T00:42:53Z,230000,-34.0,13.0,1,left,M. Bridges driving reverse Layup (2 PTS),[1628970],1610612766.0,CHA,driving reverse,,,Bridges,M. Bridges,,,,,3.65,Made,,,,,,,,2.0,,,,,,,,,,
24,PT09M33.00S,2022-02-03T00:43:05.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,91.14651773981603,41.66666666666667,1610612738,4,5,2022-02-03T00:43:14Z,240000,-42.0,31.0,1,right,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,5.18,Missed,,,,,,,,,,,,,,,,,,
25,PT09M31.00S,2022-02-03T00:43:07.5Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,4,5,2022-02-03T00:43:14Z,250000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M28.00S,2022-02-03T00:43:11.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630163,7.966491458607096,44.6078431372549,1610612766,4,5,2022-02-03T00:43:18Z,260000,27.0,22.0,1,left,MISS L. Ball running finger roll Layup,[1630163],1610612766.0,CHA,running finger roll,,,Ball,L. Ball,,,,,3.51,Missed,,,,,,,,,,,,,,,,,,
27,PT09M26.00S,2022-02-03T00:43:13.3Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,4,5,2022-02-03T00:43:18Z,270000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M22.00S,2022-02-03T00:43:17.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203935,72.7496714848883,81.61764705882352,1610612738,4,5,2022-02-03T00:43:22Z,280000,158.0,204.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,
29,PT09M19.00S,2022-02-03T00:43:20.9Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,4,5,2022-02-03T00:43:22Z,290000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M14.00S,2022-02-03T00:43:24.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626179,7.966491458607096,43.872549019607845,1610612766,4,7,2022-02-03T00:43:30Z,300000,31.0,22.0,1,left,T. Rozier cutting Layup (2 PTS) (L. Ball 1 AST),"[1626179, 1630163]",1610612766.0,CHA,cutting,,,Rozier,T. Rozier,,,,,3.79,Made,,,,,,,,2.0,L. Ball,1630163.0,1.0,,,,,,,
32,PT08M54.00S,2022-02-03T00:43:45.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201143,84.57621550591328,39.705882352941174,1610612738,4,7,2022-02-03T00:43:52Z,320000,-51.0,92.0,1,right,MISS A. Horford 10' driving Hook,[201143],1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,10.59,Missed,,,,,,,,,,,,,,,,,,
33,PT08M52.00S,2022-02-03T00:43:47.0Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,4,7,2022-02-03T00:43:52Z,330000,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,32.0,3.0,2.0,1.0,,,,,,,,,,,,,,
34,PT08M41.00S,2022-02-03T00:43:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,8.09789750328515,45.588235294117645,1610612766,4,9,2022-02-03T00:44:02Z,340000,22.0,24.0,1,left,M. Plumlee Layup (2 PTS) (T. Rozier 1 AST),"[203486, 1626179]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,3.23,Made,,,,,,,,2.0,T. Rozier,1626179.0,1.0,,,,,,,
36,PT08M28.00S,2022-02-03T00:44:11.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.59198423127464,49.26470588235294,1610612738,6,9,2022-02-03T00:44:15Z,360000,-4.0,17.0,1,right,R. Williams III cutting DUNK (4 PTS) (M. Smart 2 AST),"[1629057, 203935]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,1.75,Made,,,,,,,,4.0,M. Smart,203935.0,2.0,,,,,,,
38,PT08M04.00S,2022-02-03T00:44:35.5Z,1,REGULAR,turnover,bad pass,[],1628970,,,1610612766,6,9,2022-02-03T00:44:42Z,380000,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628970, 203935]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,1.0,Smart,203935.0,,,,,,,,,,,
39,PT08M04.00S,2022-02-03T00:44:35.5Z,1,REGULAR,steal,,[],203935,,,1610612738,6,9,2022-02-03T00:47:41Z,390000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
40,PT07M59.00S,2022-02-03T00:44:40.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,91.5407358738502,51.470588235294116,1610612738,8,9,2022-02-03T00:44:47Z,400000,7.0,27.0,1,right,J. Tatum running Layup (2 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,2.8,Made,,,,,,,,2.0,M. Smart,203935.0,3.0,,,,,,,
42,PT07M48.00S,2022-02-03T00:44:51.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,6.652431011826544,46.32352941176471,1610612766,8,11,2022-02-03T00:44:56Z,420000,18.0,10.0,1,left,L. Ball driving reverse Layup (5 PTS),[1630163],1610612766.0,CHA,driving reverse,,,Ball,L. Ball,,,,,2.09,Made,,,,,,,,5.0,,,,,,,,,,
43,PT07M38.00S,2022-02-03T00:45:01.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,88.64980289093299,3.431372549019608,1610612738,11,11,2022-02-03T00:45:05Z,430000,-233.0,54.0,1,right,J. Tatum 3PT  (5 PTS) (R. Williams III 1 AST),"[1628369, 1629057]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.9,Made,,,,,,,,5.0,R. Williams III,1629057.0,1.0,,,,,,,
45,PT07M21.00S,2022-02-03T00:45:18.5Z,1,REGULAR,turnover,bad pass,[],203486,,,1610612766,11,11,2022-02-03T00:45:21Z,450000,,,0,,M. Plumlee bad pass TURNOVER (2 TO),"[203486, 1629057]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,2.0,Williams III,1629057.0,,,,,,,,,,,
46,PT07M21.00S,2022-02-03T00:45:18.5Z,1,REGULAR,steal,,[],1629057,,,1610612738,11,11,2022-02-03T00:45:20Z,460000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M14.00S,2022-02-03T00:45:24.9Z,1,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612738,11,11,2022-02-03T00:45:34Z,470000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Brown 2 FT),"[1628970, 1627759]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Brown,1627759.0,,
49,PT07M14.00S,2022-02-03T00:45:51.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,12,11,2022-02-03T00:45:51Z,490000,,,0,,J. Brown Free Throw 1 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
50,PT07M14.00S,2022-02-03T00:45:51.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,12,11,2022-02-03T00:46:12Z,500000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
51,PT07M14.00S,2022-02-03T00:45:51.5Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,12,11,2022-02-03T00:46:12Z,510000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,,
52,PT06M56.00S,2022-02-03T00:46:26.9Z,1,REGULAR,3pt,Jump Shot,[],1629023,8.229303547963205,3.431372549019608,1610612766,12,11,2022-02-03T00:46:33Z,520000,233.0,25.0,1,left,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
53,PT06M54.00S,2022-02-03T00:46:28.9Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,12,11,2022-02-03T00:46:33Z,530000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,52.0,3.0,2.0,1.0,,,,,,,,,,,,,,
54,PT06M45.00S,2022-02-03T00:46:37.1Z,1,REGULAR,3pt,Jump Shot,[],1627759,69.46452036793693,27.450980392156865,1610612738,12,11,2022-02-03T00:46:43Z,540000,-113.0,235.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,
55,PT06M41.00S,2022-02-03T00:46:41.4Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,12,11,2022-02-03T00:46:41Z,550000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,54.0,4.0,2.0,2.0,,,,,,,,,,,,,,
56,PT06M40.00S,2022-02-03T00:46:42.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,76.82325886990802,42.64705882352941,1610612738,14,11,2022-02-03T00:46:47Z,560000,-37.0,165.0,1,right,J. Tatum 16' fadeaway Jump Shot (7 PTS) (R. Williams III 2 AST),"[1628369, 1629057]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,16.94,Made,,,,,,,,7.0,R. Williams III,1629057.0,2.0,,,,,,,
58,PT06M39.00S,2022-02-03T00:46:49.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,14,11,2022-02-03T00:46:49Z,580000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M26.00S,2022-02-03T00:50:02.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,18.478975032851512,41.17647058823529,1610612766,14,11,2022-02-03T00:50:09Z,590000,44.0,121.0,1,left,MISS T. Rozier 12' driving floating Shot,[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,12.9,Missed,,,,,,,,,,,,,,,,,,
60,PT06M24.00S,2022-02-03T00:50:04.4Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,14,11,2022-02-03T00:50:09Z,600000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
61,PT06M09.00S,2022-02-03T00:50:19.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,69.72733245729303,73.0392156862745,1610612738,14,11,2022-02-03T00:50:24Z,610000,115.0,232.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,
62,PT06M07.00S,2022-02-03T00:50:21.4Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,14,11,2022-02-03T00:50:24Z,620000,,,0,,M. Plumlee REBOUND (Off:1 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,61.0,4.0,3.0,1.0,,,,,,,,,,,,,,
63,PT05M50.00S,2022-02-03T00:50:38.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,7.5722733245729295,45.83333333333333,1610612766,14,11,2022-02-03T00:51:23Z,630000,21.0,19.0,1,left,MISS M. Plumlee driving Layup,[203486],1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,2.8,Missed,,,,,,,,,,,,,,,,,,
65,PT05M48.00S,2022-02-03T00:50:40.0Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,14,11,2022-02-03T00:51:23Z,650000,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,63.0,5.0,3.0,2.0,,,,,,,,,,,,,,
66,PT05M48.00S,2022-02-03T00:50:44.1Z,1,REGULAR,foul,personal,[],1628369,,,1610612766,14,11,2022-02-03T00:50:50Z,660000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 203486]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Plumlee,203486.0,,
68,PT05M48.00S,2022-02-03T00:50:53.5Z,1,REGULAR,substitution,out,[],1628369,,,1610612766,14,11,2022-02-03T00:51:03Z,680000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M48.00S,2022-02-03T00:50:53.5Z,1,REGULAR,substitution,in,[],1626196,,,1610612766,14,11,2022-02-03T00:51:03Z,690000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M42.00S,2022-02-03T00:51:13.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,33.85348226018397,53.92156862745098,1610612766,14,11,2022-02-03T00:51:25Z,700000,-20.0,266.0,1,left,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,
71,PT05M40.00S,2022-02-03T00:51:15.2Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,14,11,2022-02-03T00:51:25Z,710000,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,,,
72,PT05M27.00S,2022-02-03T00:51:28.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.59198423127464,42.64705882352941,1610612738,16,11,2022-02-03T00:51:51Z,720000,-37.0,17.0,1,right,R. Williams III DUNK (6 PTS) (M. Smart 4 AST),"[1629057, 203935]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,4.06,Made,,,,,,,,6.0,M. Smart,203935.0,4.0,,,,,,,
74,PT05M20.00S,2022-02-03T00:51:35.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,7.178055190538765,46.07843137254902,1610612766,16,13,2022-02-03T00:51:40Z,740000,20.0,15.0,1,left,T. Rozier driving finger roll Layup (4 PTS),[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,2.47,Made,,,,,,,,4.0,,,,,,,,,,
75,PT05M11.00S,2022-02-03T00:51:49.9Z,1,REGULAR,foul,offensive,[],201143,,,1610612738,16,13,2022-02-03T00:52:00Z,750000,,,0,,A. Horford offensive FOUL (1 PF),"[201143, 1628970]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Bridges,1628970.0,,
77,PT05M11.00S,2022-02-03T00:51:49.9Z,1,REGULAR,turnover,offensive foul,[],201143,,,1610612738,16,13,2022-02-03T00:51:49Z,770000,,,0,,A. Horford offensive foul TURNOVER (1 TO),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,1.0,,,,,,,2715.0,,,,,,
78,PT05M11.00S,2022-02-03T00:51:59.0Z,1,REGULAR,substitution,out,[],201143,,,1610612766,16,13,2022-02-03T00:52:05Z,780000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M11.00S,2022-02-03T00:51:59.0Z,1,REGULAR,substitution,out,[],203486,,,1610612766,16,13,2022-02-03T00:52:05Z,790000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M11.00S,2022-02-03T00:51:59.0Z,1,REGULAR,substitution,in,[],1629684,,,1610612766,16,13,2022-02-03T00:52:05Z,800000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M11.00S,2022-02-03T00:51:59.0Z,1,REGULAR,substitution,in,[],1626162,,,1610612766,16,13,2022-02-03T00:52:05Z,810000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M00.00S,2022-02-03T00:52:20.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,6.652431011826544,46.568627450980394,1610612766,16,15,2022-02-03T00:52:52Z,820000,17.0,10.0,1,left,M. Bridges driving Layup (4 PTS) (P. Washington 1 AST),"[1628970, 1629023]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,1.99,Made,,,,,,,,4.0,P. Washington,1629023.0,1.0,,,,,,,
84,PT05M00.00S,2022-02-03T00:52:22.5Z,1,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612766,16,15,2022-02-03T00:52:31Z,840000,,,0,,G. Williams shooting personal FOUL (1 PF) (Bridges 1 FT),"[1629684, 1628970]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Bridges,1628970.0,,
86,PT05M00.00S,2022-02-03T00:52:44.0Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1628970,,,1610612766,16,15,2022-02-03T00:52:44Z,860000,,,0,,MISS M. Bridges Free Throw 1 of 1,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Missed,,,,,,,,,,,,,,,,,,
87,PT04M58.00S,2022-02-03T00:52:45.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,16,15,2022-02-03T00:52:45Z,870000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
88,PT04M43.00S,2022-02-03T00:52:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.59198423127464,52.20588235294118,1610612738,18,15,2022-02-03T00:53:05Z,880000,11.0,17.0,1,right,J. Brown driving Layup (5 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.03,Made,,,,,,,,5.0,,,,,,,,,,
89,PT04M26.00S,2022-02-03T00:53:16.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,7.966491458607096,56.86274509803921,1610612766,18,17,2022-02-03T00:53:21Z,890000,-34.0,22.0,1,left,L. Ball driving Layup (7 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,4.1,Made,,,,,,,,7.0,,,,,,,,,,
90,PT04M17.00S,2022-02-03T00:53:29.1Z,1,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,18,17,2022-02-03T00:53:34Z,900000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,1.0,,,,,,,2715.0,,,,,,
