actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-16T01:40:37.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-16T01:40:37Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-01-16T01:40:41.0Z,1,REGULAR,jumpball,recovered,[],203471,,,1610612738,0,0,2022-01-16T01:40:41Z,40000,,,0,,Jump Ball R. Williams III vs. N. Vucevic: Tip to D. Schroder,"[203471, 1629057, 202696]",1610612738.0,BOS,startperiod,D. Schroder,203471.0,Schroder,D. Schroder,Williams III,1629057.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M34.00S,2022-01-16T01:41:02.5Z,1,REGULAR,2pt,Jump Shot,[],1629057,5.338370565045992,70.83333333333334,1610612738,0,0,2022-01-16T01:41:09Z,70000,-104.0,-2.0,1,left,MISS R. Williams III 10' Jump Shot,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,10.42,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M31.00S,2022-01-16T01:41:05.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2022-01-16T01:41:18Z,80000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M10.00S,2022-01-16T01:41:26.7Z,1,REGULAR,2pt,Jump Shot,[],1629632,79.05716162943496,76.9607843137255,1610612741,0,0,2022-01-16T01:42:06Z,90000,135.0,144.0,1,right,MISS C. White 19' pullup Shot,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,19.75,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M08.00S,2022-01-16T01:41:28.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,0,2022-01-16T01:41:46Z,100000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT10M52.00S,2022-01-16T01:41:45.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,27.808804204993432,11.76470588235294,1610612738,0,0,2022-01-16T01:41:49Z,110000,191.0,209.0,1,left,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,28.32,Missed,,,,,,,,,,,,,,,,,,,
12,PT10M49.00S,2022-01-16T01:41:48.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2022-01-16T01:41:49Z,120000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
13,PT10M40.00S,2022-01-16T01:41:56.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,87.72996057818659,51.9607843137255,1610612741,0,2,2022-01-16T01:42:02Z,130000,10.0,63.0,1,right,N. Vucevic 6' Hook (2 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,6.36,Made,,,,,2.0,C. White,1629632.0,1.0,,,,,,,,,,,
15,PT10M19.00S,2022-01-16T01:42:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629057,14.799605781865965,51.71568627450981,1610612738,2,2,2022-01-16T01:42:27Z,150000,-9.0,87.0,1,left,R. Williams III 8' driving floating Jump Shot (2 PTS) (J. Brown 1 AST),"[1629057, 1627759]",1610612738.0,BOS,driving floating,,,Williams III,R. Williams III,,,,,8.7,Made,,,,,2.0,J. Brown,1627759.0,1.0,,,,,,,,,,,
17,PT10M04.00S,2022-01-16T01:42:32.1Z,1,REGULAR,3pt,Jump Shot,[],202696,67.88764783180025,26.96078431372549,1610612741,2,5,2022-01-16T01:42:37Z,170000,-115.0,249.0,1,right,N. Vucevic 27' 3PT  (5 PTS) (C. White 2 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,27.47,Made,,,,,5.0,C. White,1629632.0,2.0,,,,,,,,,,,
19,PT09M47.00S,2022-01-16T01:42:49.4Z,1,REGULAR,3pt,Jump Shot,[],1627759,25.837713534822605,12.254901960784313,1610612738,2,5,2022-01-16T01:43:31Z,190000,189.0,190.0,1,left,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,,
20,PT09M45.00S,2022-01-16T01:42:51.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,5,2022-01-16T01:42:55Z,200000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,19.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
21,PT09M31.00S,2022-01-16T01:43:06.5Z,1,REGULAR,2pt,Jump Shot,[],201942,79.97700394218134,67.15686274509804,1610612741,2,5,2022-01-16T01:43:12Z,210000,86.0,136.0,1,right,MISS D. DeRozan 16' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,16.05,Missed,,,,,,,,,,,,,,,,,,,
22,PT09M27.00S,2022-01-16T01:43:10.5Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,2,5,2022-01-16T01:43:12Z,220000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
23,PT09M19.00S,2022-01-16T01:43:17.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,18.2161629434954,49.26470588235294,1610612738,2,5,2022-01-16T01:43:23Z,230000,4.0,119.0,1,left,MISS D. Schroder 11' driving floating Shot,[203471],1610612738.0,BOS,driving floating,,,Schroder,D. Schroder,,,,,11.88,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M15.00S,2022-01-16T01:43:21.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,5,2022-01-16T01:43:23Z,240000,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,23.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
25,PT09M12.00S,2022-01-16T01:43:24.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628035,93.38042049934296,49.754901960784316,1610612741,2,7,2022-01-16T01:44:31Z,250000,-1.0,10.0,1,right,A. McKinnie running DUNK (2 PTS) (D. DeRozan 1 AST),"[1628035, 201942]",1610612741.0,CHI,running,,,McKinnie,A. McKinnie,,,,,0.98,Made,,,,,2.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,
27,PT08M55.00S,2022-01-16T01:43:42.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,7.30946123521682,49.754901960784316,1610612738,4,7,2022-01-16T01:43:48Z,270000,1.0,16.0,1,left,R. Williams III alley-oop DUNK (4 PTS) (J. Tatum 1 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.62,Made,,,,,4.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,
29,PT08M40.00S,2022-01-16T01:43:58.7Z,1,REGULAR,foul,personal,[],1627759,,,1610612741,4,7,2022-01-16T01:44:08Z,290000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 202696]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,202037.0,1.0,0.0,Vucevic,202696.0,,,,,,
31,PT08M35.00S,2022-01-16T01:44:24.8Z,1,REGULAR,2pt,Jump Shot,[],202696,79.05716162943496,34.55882352941176,1610612741,4,7,2022-01-16T01:45:12Z,310000,-77.0,144.0,1,right,MISS N. Vucevic 16' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,16.37,Missed,,,,,,,,,,,,,,,,,,,
32,PT08M33.00S,2022-01-16T01:44:26.8Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,4,7,2022-01-16T01:44:31Z,320000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
33,PT08M16.00S,2022-01-16T01:44:43.6Z,1,REGULAR,2pt,Jump Shot,[],1628369,8.623521681997373,25.49019607843137,1610612738,4,7,2022-01-16T01:44:51Z,330000,123.0,29.0,1,left,MISS J. Tatum 12' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,12.58,Missed,,,,,,,,,,,,,,,,,,,
34,PT08M11.00S,2022-01-16T01:44:48.6Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,4,7,2022-01-16T01:44:51Z,340000,,,0,,A. Horford REBOUND (Off:1 Def:0),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
35,PT08M11.00S,2022-01-16T01:44:49.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201143,5.590000152587891,50.0,1610612738,4,7,2022-01-16T01:44:49Z,350000,0.0,0.0,1,left,MISS A. Horford tip Layup,[201143],1610612738.0,BOS,tip,,,Horford,A. Horford,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M10.00S,2022-01-16T01:44:49.6Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,4,7,2022-01-16T01:44:49Z,360000,,,0,,A. Horford REBOUND (Off:2 Def:0),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,35.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
37,PT08M08.00S,2022-01-16T01:44:51.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,25.57490144546649,14.460784313725492,1610612738,4,7,2022-01-16T01:44:56Z,370000,178.0,188.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M06.00S,2022-01-16T01:44:53.7Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,4,7,2022-01-16T01:44:56Z,380000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
39,PT07M49.00S,2022-01-16T01:45:11.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,92.9862023653088,53.92156862745098,1610612741,4,9,2022-01-16T01:45:16Z,390000,20.0,13.0,1,right,N. Vucevic turnaround Hook (7 PTS),[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,2.37,Made,,,,,7.0,,,,,,,,,,,,,,
40,PT07M38.00S,2022-01-16T01:45:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,5.863994743758213,47.549019607843135,1610612738,6,9,2022-01-16T01:45:26Z,400000,12.0,3.0,1,left,D. Schroder driving Layup (2 PTS),[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,1.26,Made,,,,,2.0,,,,,,,,,,,,,,
41,PT07M22.00S,2022-01-16T01:45:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,92.85479632063075,53.431372549019606,1610612741,6,11,2022-01-16T01:45:47Z,410000,17.0,15.0,1,right,C. White driving finger roll Layup (2 PTS) (N. Vucevic 1 AST),"[1629632, 202696]",1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,2.26,Made,,,,,2.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,
42,PT07M15.00S,2022-01-16T01:45:50.9Z,1,REGULAR,foul,offensive,[],1629057,,,1610612738,6,11,2022-01-16T01:46:13Z,420000,,,0,,R. Williams III offensive FOUL (1 PF),"[1629057, 1629632]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,2002.0,1.0,0.0,White,1629632.0,,,,,,
44,PT07M15.00S,2022-01-16T01:45:50.9Z,1,REGULAR,turnover,offensive foul,[],1629057,,,1610612738,6,11,2022-01-16T01:45:50Z,440000,,,0,,R. Williams III offensive foul TURNOVER (1 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,2002.0,,,,,1.0,,,,,
46,PT07M01.00S,2022-01-16T01:46:14.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628035,93.64323258869908,3.431372549019608,1610612741,6,11,2022-01-16T01:46:19Z,450000,-233.0,7.0,1,right,MISS A. McKinnie 3PT,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
47,PT06M59.00S,2022-01-16T01:46:16.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,6,11,2022-01-16T01:46:19Z,460000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
48,PT06M49.00S,2022-01-16T01:46:26.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,15.193823915900131,62.99019607843137,1610612738,8,11,2022-01-16T01:46:33Z,470000,-65.0,90.0,1,left,D. Schroder 11' pullup Jump Shot (4 PTS) (A. Horford 1 AST),"[203471, 201143]",1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,11.13,Made,,,,,4.0,A. Horford,201143.0,1.0,,,,,,,,,,,
50,PT06M27.00S,2022-01-16T01:46:48.8Z,1,REGULAR,turnover,lost ball,[],201942,,,1610612741,8,11,2022-01-16T01:46:53Z,490000,,,0,,D. DeRozan lost ball TURNOVER (1 TO),"[201942, 1627759]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,,
51,PT06M27.00S,2022-01-16T01:46:48.8Z,1,REGULAR,steal,,[],1627759,,,1610612738,8,11,2022-01-16T01:46:50Z,500000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M23.00S,2022-01-16T01:46:52.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,5.863994743758213,50.49019607843137,1610612738,10,11,2022-01-16T01:46:59Z,510000,-2.0,3.0,1,left,J. Brown running Layup (2 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,0.36,Made,,,,,2.0,,,,,,,,,,,,,,
53,PT06M10.00S,2022-01-16T01:47:04.7Z,1,REGULAR,3pt,Jump Shot,[],1629632,71.56701708278581,21.07843137254902,1610612741,10,11,2022-01-16T01:47:09Z,520000,-145.0,215.0,1,right,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,,
54,PT06M09.00S,2022-01-16T01:47:05.7Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,10,11,2022-01-16T01:47:09Z,530000,,,0,,A. Horford REBOUND (Off:2 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,53.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
55,PT06M00.00S,2022-01-16T01:47:19.9Z,1,REGULAR,foul,personal,[],1629632,,,1610612738,10,11,2022-01-16T01:47:26Z,540000,,,0,,C. White personal FOUL (1 PF),"[1629632, 203471]",1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,2002.0,1.0,0.0,Schroder,203471.0,,,,,,
57,PT06M00.00S,2022-01-16T01:47:28.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,10,11,2022-01-16T01:47:28Z,560000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT05M55.00S,2022-01-16T01:50:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,11.514454664914586,41.17647058823529,1610612738,10,11,2022-01-16T01:50:52Z,570000,44.0,56.0,1,left,MISS J. Tatum 7' driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,7.1,Missed,,,,,,,,,,,,,,,,,,,
59,PT05M49.00S,2022-01-16T01:50:26.8Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,10,11,2022-01-16T01:50:29Z,580000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,58.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
60,PT05M45.00S,2022-01-16T01:50:30.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203471,16.376478318002626,62.5,1610612738,12,11,2022-01-16T01:51:33Z,590000,-62.0,101.0,1,left,D. Schroder 11' pullup Jump Shot (6 PTS),[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,11.91,Made,,,,,6.0,,,,,,,,,,,,,,
62,PT05M22.00S,2022-01-16T01:50:53.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628035,93.11760840998686,53.92156862745098,1610612741,12,11,2022-01-16T01:51:00Z,610000,20.0,12.0,1,right,MISS A. McKinnie driving DUNK - blocked,"[1628035, 201143]",1610612741.0,CHI,driving,,,McKinnie,A. McKinnie,,,,,2.31,Missed,,,,,,,,,,,,,,,,,Horford,201143.0,
63,PT05M22.00S,2022-01-16T01:50:53.4Z,1,REGULAR,block,,[],201143,,,1610612741,12,11,2022-01-16T01:50:55Z,620000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M19.00S,2022-01-16T01:50:56.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,12,11,2022-01-16T01:51:00Z,630000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
