actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
194,PT08M23.00S,2022-03-24T00:16:31.8Z,2,REGULAR,substitution,out,[],201143,,,1610612762,50,27,2022-03-24T00:17:06Z,1900000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M23.00S,2022-03-24T00:16:31.8Z,2,REGULAR,substitution,out,[],1630235,,,1610612762,50,27,2022-03-24T00:17:06Z,1910000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M23.00S,2022-03-24T00:16:31.8Z,2,REGULAR,substitution,out,[],201144,,,1610612762,50,27,2022-03-24T00:17:06Z,1920000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M23.00S,2022-03-24T00:16:31.8Z,2,REGULAR,substitution,out,[],203497,,,1610612762,50,27,2022-03-24T00:17:06Z,1930000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M23.00S,2022-03-24T00:16:31.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612762,50,27,2022-03-24T00:17:06Z,1940000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M23.00S,2022-03-24T00:16:31.8Z,2,REGULAR,substitution,in,[],1629057,,,1610612762,50,27,2022-03-24T00:17:06Z,1950000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M23.00S,2022-03-24T00:16:31.8Z,2,REGULAR,substitution,in,[],202355,,,1610612762,50,27,2022-03-24T00:17:06Z,1960000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M23.00S,2022-03-24T00:16:31.8Z,2,REGULAR,substitution,in,[],1628378,,,1610612762,50,27,2022-03-24T00:17:06Z,1970000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M23.00S,2022-03-24T00:16:31.8Z,2,REGULAR,substitution,in,[],1626220,,,1610612762,50,27,2022-03-24T00:17:06Z,1980000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M11.00S,2022-03-24T00:17:28.4Z,2,REGULAR,2pt,Jump Shot,[],200752,73.53810775295663,50.73529411764706,1610612762,50,27,2022-03-24T00:17:46Z,1990000,4.0,196.0,1,right,MISS R. Gay 19' pullup Shot,[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,19.62,Missed,,,,,,,,,,,,,,,,,,,
204,PT08M09.00S,2022-03-24T00:17:30.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,50,27,2022-03-24T00:17:46Z,2000000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,203.0,,,,,,,,,,,
206,PT08M09.00S,2022-03-24T00:17:39.5Z,2,REGULAR,foul,personal,[],202355,,,1610612738,50,27,2022-03-24T00:18:04Z,2020000,,,0,,H. Whiteside loose ball personal FOUL (1 PF),"[202355, 1628464]",1610612762.0,UTA,loose ball,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,1363.0,1.0,0.0,Theis,1628464.0,,,
208,PT08M09.00S,2022-03-24T00:17:53.1Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,50,27,2022-03-24T00:19:17Z,2040000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,,,2534.0,,,,,Common Foul Upheld,,
209,PT07M56.00S,2022-03-24T00:19:42.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,6.389618922470433,54.41176470588235,1610612738,52,27,2022-03-24T00:19:48Z,2050000,-22.0,8.0,1,left,R. Williams III alley-oop DUNK (6 PTS) (D. White 2 AST),"[1629057, 1628401]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,2.34,Made,6.0,D. White,1628401.0,2.0,,,,,,,,,,,,,,,
211,PT07M45.00S,2022-03-24T00:19:53.5Z,2,REGULAR,3pt,Jump Shot,[],1628378,69.07030223390277,21.07843137254902,1610612762,52,27,2022-03-24T00:20:48Z,2070000,-145.0,238.0,1,right,MISS D. Mitchell 27' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,27.87,Missed,,,,,,,,,,,,,,,,,,,
212,PT07M44.00S,2022-03-24T00:19:54.5Z,2,REGULAR,rebound,offensive,[],202355,,,1610612762,52,27,2022-03-24T00:20:42Z,2080000,,,0,,H. Whiteside REBOUND (Off:1 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,211.0,2.0,1.0,1.0,,,,,,,,
213,PT07M43.00S,2022-03-24T00:19:58.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202355,91.27792378449409,52.94117647058824,1610612762,52,27,2022-03-24T00:20:37Z,2090000,15.0,29.0,1,right,MISS H. Whiteside putback DUNK - blocked,"[202355, 1629057]",1610612762.0,UTA,putback,,,Whiteside,H. Whiteside,,,,,3.3,Missed,,,,,,,,,,,,,,,,,,Williams III,1629057.0
214,PT07M43.00S,2022-03-24T00:19:58.0Z,2,REGULAR,block,,[],1629057,,,1610612762,52,27,2022-03-24T00:20:00Z,2100000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M42.00S,2022-03-24T00:19:59.0Z,2,REGULAR,rebound,offensive,[],202355,,,1610612762,52,27,2022-03-24T00:20:37Z,2110000,,,0,,H. Whiteside REBOUND (Off:2 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,213.0,3.0,1.0,2.0,,,,,,,,
216,PT07M41.00S,2022-03-24T00:20:01.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202355,90.62089356110381,47.549019607843135,1610612762,52,29,2022-03-24T00:20:54Z,2120000,-12.0,36.0,1,right,H. Whiteside putback DUNK (2 PTS),[202355],1610612762.0,UTA,putback,,,Whiteside,H. Whiteside,,,,,3.78,Made,2.0,,,,,,,,,,,,,,,,,,
217,PT07M25.00S,2022-03-24T00:20:15.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,13.485545335085414,38.72549019607843,1610612738,52,29,2022-03-24T00:22:50Z,2130000,56.0,74.0,1,left,MISS D. White 9' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,9.33,Missed,,,,,,,,,,,,,,,,,,,
218,PT07M23.00S,2022-03-24T00:20:17.5Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,52,29,2022-03-24T00:22:50Z,2140000,,,0,,H. Whiteside REBOUND (Off:2 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,217.0,4.0,2.0,2.0,,,,,,,,
219,PT07M16.00S,2022-03-24T00:20:25.3Z,2,REGULAR,foul,personal,[],1628401,,,1610612762,52,29,2022-03-24T00:20:34Z,2150000,,,0,,D. White personal FOUL (1 PF),"[1628401, 203903]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Clarkson,203903.0,,,
221,PT07M10.00S,2022-03-24T00:20:50.4Z,2,REGULAR,3pt,Jump Shot,[],203903,68.67608409986859,74.01960784313727,1610612762,52,29,2022-03-24T00:21:43Z,2170000,120.0,242.0,1,right,MISS J. Clarkson 27' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,,
222,PT07M08.00S,2022-03-24T00:20:52.4Z,2,REGULAR,rebound,offensive,[],1626220,,,1610612762,52,29,2022-03-24T00:21:12Z,2180000,,,0,,R. O'Neale REBOUND (Off:1 Def:0),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,221.0,1.0,0.0,1.0,,,,,,,,
223,PT07M04.00S,2022-03-24T00:21:04.3Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612762,52,29,2022-03-24T00:21:04Z,2190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M02.00S,2022-03-24T00:21:34.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],200752,70.25295663600527,81.86274509803921,1610612762,52,29,2022-03-24T00:21:45Z,2200000,159.0,227.0,1,right,MISS R. Gay 27' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,27.74,Missed,,,,,,,,,,,,,,,,,,,
225,PT07M00.00S,2022-03-24T00:21:36.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,52,29,2022-03-24T00:21:45Z,2210000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,224.0,2.0,2.0,0.0,,,,,,,,
226,PT06M50.00S,2022-03-24T00:21:45.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,12.434296977660972,47.30392156862745,1610612738,52,29,2022-03-24T00:21:54Z,2220000,13.0,64.0,1,left,MISS J. Brown 6' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,6.58,Missed,,,,,,,,,,,,,,,,,,,
227,PT06M48.00S,2022-03-24T00:21:47.1Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,52,29,2022-03-24T00:21:54Z,2230000,,,0,,R. Williams III REBOUND (Off:2 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,226.0,8.0,6.0,2.0,,,,,,,,
228,PT06M46.00S,2022-03-24T00:21:48.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628464,25.04927726675427,84.55882352941177,1610612738,55,29,2022-03-24T00:21:59Z,2240000,-173.0,183.0,1,left,D. Theis 25' 3PT  (5 PTS) (R. Williams III 2 AST),"[1628464, 1629057]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,25.17,Made,5.0,R. Williams III,1629057.0,2.0,,,,,,,,,,,,,,,
230,PT06M34.00S,2022-03-24T00:22:00.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200752,83.70565045992116,50.95741421568628,1610612762,55,29,2022-03-24T00:23:31Z,2260000,5.0,101.0,1,right,MISS R. Gay 10' floating Shot,[200752],1610612762.0,UTA,floating,,,Gay,R. Gay,,,,,10.08,Missed,,,,,,,,,,,,,,,,,,,
231,PT06M32.00S,2022-03-24T00:22:02.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,55,29,2022-03-24T00:22:13Z,2270000,,,0,,R. Williams III REBOUND (Off:2 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,230.0,9.0,7.0,2.0,,,,,,,,
232,PT06M22.00S,2022-03-24T00:22:13.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,6.783837056504599,47.05882352941176,1610612738,57,29,2022-03-24T00:22:31Z,2280000,15.0,11.0,1,left,D. Theis cutting DUNK (7 PTS) (J. Brown 2 AST),"[1628464, 1627759]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,1.85,Made,7.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,,
234,PT06M13.00S,2022-03-24T00:22:26.8Z,2,REGULAR,foul,personal,[],1627759,,,1610612762,57,29,2022-03-24T00:22:34Z,2300000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1628378]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Mitchell,1628378.0,,,
236,PT06M13.00S,2022-03-24T00:22:39.5Z,2,REGULAR,substitution,out,[],200752,,,1610612762,57,29,2022-03-24T00:22:41Z,2320000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M13.00S,2022-03-24T00:22:39.5Z,2,REGULAR,substitution,in,[],1629672,,,1610612762,57,29,2022-03-24T00:22:41Z,2330000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M06.00S,2022-03-24T00:22:56.7Z,2,REGULAR,turnover,bad pass,[],1628378,,,1610612762,57,29,2022-03-24T00:23:00Z,2340000,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1628378, 1629057]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,2.0,Williams III,1629057.0,,,,,,,,,,,,
239,PT06M06.00S,2022-03-24T00:22:56.7Z,2,REGULAR,steal,,[],1629057,,,1610612738,57,29,2022-03-24T00:22:58Z,2350000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M58.00S,2022-03-24T00:23:04.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,19.530223390275953,53.67647058823529,1610612738,57,29,2022-03-24T00:23:14Z,2360000,-18.0,131.0,1,left,MISS J. Brown 13' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,13.24,Missed,,,,,,,,,,,,,,,,,,,
241,PT05M56.00S,2022-03-24T00:23:06.3Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,57,29,2022-03-24T00:23:14Z,2370000,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,240.0,1.0,0.0,1.0,,,,,,,,
242,PT05M54.00S,2022-03-24T00:23:08.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630202,5.863994743758213,38.970588235294116,1610612738,59,29,2022-03-24T00:23:22Z,2380000,55.0,3.0,1,left,P. Pritchard bank Hook (8 PTS),[1630202],1610612738.0,BOS,bank,,,Pritchard,P. Pritchard,,,,,5.52,Made,8.0,,,,,,,,,,,,,,,,,,
243,PT05M41.00S,2022-03-24T00:23:21.2Z,2,REGULAR,3pt,Jump Shot,[],1628378,68.01905387647832,19.852941176470587,1610612762,59,32,2022-03-24T00:23:27Z,2390000,-151.0,248.0,1,right,D. Mitchell 29' 3PT  (11 PTS) (E. Paschall 1 AST),"[1628378, 1629672]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,29.03,Made,11.0,E. Paschall,1629672.0,1.0,,,,,,,,,,,,,,,
245,PT05M16.00S,2022-03-24T00:23:47.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,15.719448094612352,35.78431372549019,1610612738,59,32,2022-03-24T00:24:07Z,2410000,71.0,95.0,1,left,MISS D. White 11' fadeaway Shot,[1628401],1610612738.0,BOS,fadeaway,,,White,D. White,,,,,11.89,Missed,,,,,,,,,,,,,,,,,,,
246,PT05M14.00S,2022-03-24T00:23:49.8Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612762,59,32,2022-03-24T00:24:07Z,2420000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,245.0,1.0,1.0,0.0,,,,,,,,
247,PT05M03.00S,2022-03-24T00:24:01.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203903,90.88370565045992,56.86274509803921,1610612762,59,32,2022-03-24T00:24:21Z,2430000,34.0,33.0,1,right,MISS J. Clarkson driving DUNK - blocked,"[203903, 1628464]",1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,4.77,Missed,,,,,,,,,,,,,,,,,,Theis,1628464.0
248,PT05M03.00S,2022-03-24T00:24:01.0Z,2,REGULAR,block,,[],1628464,,,1610612762,59,32,2022-03-24T00:24:04Z,2440000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M01.00S,2022-03-24T00:24:03.0Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,59,32,2022-03-24T00:24:21Z,2450000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,247.0,2.0,1.0,1.0,,,,,,,,
250,PT04M55.00S,2022-03-24T00:24:09.8Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,59,32,2022-03-24T00:25:45Z,2460000,,,0,,J. Brown bad pass out-of-bounds TURNOVER (1 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,,,,,,,1.0,,,,,,,2534.0,,,,,,,
251,PT04M55.00S,2022-03-24T00:24:14.2Z,2,REGULAR,substitution,out,[],1628464,,,1610612762,59,32,2022-03-24T00:24:24Z,2470000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M55.00S,2022-03-24T00:24:14.2Z,2,REGULAR,substitution,in,[],1628369,,,1610612762,59,32,2022-03-24T00:24:24Z,2480000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M34.00S,2022-03-24T00:24:58.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628378,75.64060446780552,66.42156862745098,1610612762,59,34,2022-03-24T00:25:03Z,2490000,82.0,176.0,1,right,D. Mitchell 19' step back Jump Shot (13 PTS),[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,19.47,Made,13.0,,,,,,,,,,,,,,,,,,
254,PT04M21.00S,2022-03-24T00:25:15.3Z,2,REGULAR,foul,personal,['2freethrow'],202355,,,1610612738,59,34,2022-03-24T00:25:31Z,2500000,,,0,,H. Whiteside shooting personal FOUL (2 PF) (Brown 2 FT),"[202355, 1627759]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Brown,1627759.0,,,
256,PT04M21.00S,2022-03-24T00:25:41.7Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,59,34,2022-03-24T00:25:41Z,2520000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
257,PT04M21.00S,2022-03-24T00:25:41.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,59,34,2022-03-24T00:25:41Z,2530000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,
258,PT04M21.00S,2022-03-24T00:25:43.4Z,2,REGULAR,substitution,out,[],1629672,,,1610612738,59,34,2022-03-24T00:25:51Z,2540000,,,0,,SUB out: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M21.00S,2022-03-24T00:25:43.4Z,2,REGULAR,substitution,out,[],202355,,,1610612738,59,34,2022-03-24T00:25:51Z,2550000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M21.00S,2022-03-24T00:25:43.4Z,2,REGULAR,substitution,in,[],203497,,,1610612738,59,34,2022-03-24T00:25:51Z,2560000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M21.00S,2022-03-24T00:25:43.4Z,2,REGULAR,substitution,in,[],201144,,,1610612738,59,34,2022-03-24T00:25:51Z,2570000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M21.00S,2022-03-24T00:26:05.8Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,60,34,2022-03-24T00:26:05Z,2580000,,,0,,J. Brown Free Throw 2 of 2 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
263,PT04M14.00S,2022-03-24T00:26:18.3Z,2,REGULAR,3pt,Jump Shot,[],1628378,68.15045992115637,72.05882352941177,1610612762,60,34,2022-03-24T00:26:27Z,2590000,110.0,247.0,1,right,MISS D. Mitchell 27' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,27.04,Missed,,,,,,,,,,,,,,,,,,,
264,PT04M12.00S,2022-03-24T00:26:20.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,60,34,2022-03-24T00:26:27Z,2600000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,263.0,1.0,1.0,0.0,,,,,,,,
265,PT04M03.00S,2022-03-24T00:26:30.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,6.1268068331143235,51.9607843137255,1610612738,62,34,2022-03-24T00:26:48Z,2610000,-10.0,5.0,1,left,J. Tatum driving reverse DUNK (16 PTS),[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,1.1,Made,16.0,,,,,,,,,,,,,,,,,,
266,PT03M47.00S,2022-03-24T00:26:46.2Z,2,REGULAR,3pt,Jump Shot,[],203903,70.64717477003943,76.9607843137255,1610612762,62,34,2022-03-24T00:27:57Z,2620000,135.0,223.0,1,right,MISS J. Clarkson 26' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
267,PT03M44.00S,2022-03-24T00:26:49.2Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,62,34,2022-03-24T00:27:11Z,2630000,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,266.0,3.0,2.0,1.0,,,,,,,,
268,PT03M34.00S,2022-03-24T00:26:58.9Z,2,REGULAR,3pt,Jump Shot,[],1627759,26.231931668856767,81.86274509803921,1610612738,62,34,2022-03-24T00:28:24Z,2640000,-159.0,194.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
269,PT03M32.00S,2022-03-24T00:27:00.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,62,34,2022-03-24T00:27:20Z,2650000,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,268.0,3.0,2.0,1.0,,,,,,,,
270,PT03M19.00S,2022-03-24T00:27:12.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,88.38699080157687,54.90196078431373,1610612762,62,36,2022-03-24T00:29:00Z,2660000,25.0,57.0,1,right,D. Mitchell 6' driving floating Jump Shot (15 PTS),[1628378],1610612762.0,UTA,driving floating,,,Mitchell,D. Mitchell,,,,,6.18,Made,15.0,,,,,,,,,,,,,,,,,,
271,PT03M06.00S,2022-03-24T00:27:28.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,31.09395532194481,27.696078431372552,1610612738,62,36,2022-03-24T00:29:22Z,2670000,112.0,240.0,1,left,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
272,PT03M04.00S,2022-03-24T00:27:30.1Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612762,62,36,2022-03-24T00:27:35Z,2680000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,271.0,2.0,2.0,0.0,,,,,,,,
273,PT02M58.00S,2022-03-24T00:27:34.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626220,73.14388961892247,15.196078431372548,1610612762,62,39,2022-03-24T00:27:44Z,2690000,-174.0,200.0,1,right,R. O'Neale 26' 3PT running pullup (6 PTS) (D. Mitchell 1 AST),"[1626220, 1628378]",1610612762.0,UTA,running pullup,,,O'Neale,R. O'Neale,,,,,26.5,Made,6.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,,,
275,PT02M56.00S,2022-03-24T00:27:42.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,62,39,2022-03-24T00:27:42Z,2710000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M56.00S,2022-03-24T00:30:13.6Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,62,39,2022-03-24T00:30:28Z,2720000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M56.00S,2022-03-24T00:30:13.6Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,62,39,2022-03-24T00:30:28Z,2730000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M56.00S,2022-03-24T00:30:13.6Z,2,REGULAR,substitution,out,[],203903,,,1610612738,62,39,2022-03-24T00:30:28Z,2740000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M56.00S,2022-03-24T00:30:13.6Z,2,REGULAR,substitution,in,[],203935,,,1610612738,62,39,2022-03-24T00:30:28Z,2750000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M56.00S,2022-03-24T00:30:13.6Z,2,REGULAR,substitution,in,[],201143,,,1610612738,62,39,2022-03-24T00:30:28Z,2760000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
