actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
274,PT02M09.00S,2022-02-01T01:32:50.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629216,,,1610612738,45,40,2022-02-01T01:32:59Z,2680000,,,0,,G. Vincent personal FOUL (2 PF) (Tatum 2 FT),"[1629216, 1628369]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,201245.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
276,PT02M09.00S,2022-02-01T01:33:17.8Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,45,40,2022-02-01T01:33:17Z,2700000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,,,,,,,,,,
277,PT02M09.00S,2022-02-01T01:33:17.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,45,40,2022-02-01T01:33:17Z,2710000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,276.0,,,,,,,,,,,,,
278,PT02M09.00S,2022-02-01T01:33:30.6Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,46,40,2022-02-01T01:33:30Z,2720000,,,0,,J. Tatum Free Throw 2 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,,,,,,,,,,,9.0,,,
279,PT01M56.00S,2022-02-01T01:33:45.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,6.783837056504599,50.73529411764706,1610612748,46,42,2022-02-01T01:33:56Z,2730000,-4.0,11.0,1,left,B. Adebayo driving DUNK (5 PTS),[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,,,,,,Made,,,,,1.19,,,,,,5.0,,,
280,PT01M56.00S,2022-02-01T01:33:51.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629057,,,1610612748,46,42,2022-02-01T01:34:01Z,2740000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Adebayo 1 FT),"[1629057, 1628389]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,1626302.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
282,PT01M56.00S,2022-02-01T01:34:02.9Z,2,REGULAR,substitution,out,[],1626196,,,1610612748,46,42,2022-02-01T01:34:54Z,2760000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
283,PT01M56.00S,2022-02-01T01:34:02.9Z,2,REGULAR,substitution,in,[],201143,,,1610612748,46,42,2022-02-01T01:34:54Z,2770000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
284,PT01M56.00S,2022-02-01T01:34:25.6Z,2,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,46,43,2022-02-01T01:34:25Z,2780000,,,0,,B. Adebayo Free Throw 1 of 1 (6 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,Made,,,,,,,,,,,6.0,,,
285,PT01M32.00S,2022-02-01T01:34:51.6Z,2,REGULAR,3pt,Jump Shot,[],1627759,72.09264126149803,16.176470588235293,1610612738,46,43,2022-02-01T01:34:58Z,2790000,-169.0,210.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,26.95,,,,,,,,,
286,PT01M29.00S,2022-02-01T01:34:54.6Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,46,43,2022-02-01T01:34:58Z,2800000,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,285.0,3.0,2.0,1.0,,,,,,,,,,
287,PT01M23.00S,2022-02-01T01:35:00.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203935,74.32654402102497,84.55882352941177,1610612738,49,43,2022-02-01T01:35:05Z,2810000,173.0,189.0,1,right,M. Smart 25' 3PT  (13 PTS) (J. Tatum 3 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,,,,,25.59,,,,,,13.0,J. Tatum,1628369.0,3.0
289,PT01M12.00S,2022-02-01T01:35:12.4Z,2,REGULAR,3pt,Jump Shot,[],1629657,32.933639947437584,50.49019607843137,1610612748,49,43,2022-02-01T01:35:17Z,2830000,-2.0,257.0,1,left,MISS K. Guy 25' 3PT,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,Missed,,,,,25.71,,,,,,,,,
290,PT01M09.00S,2022-02-01T01:35:15.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,49,43,2022-02-01T01:35:17Z,2840000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,289.0,4.0,3.0,1.0,,,,,,,,,,
291,PT00M59.20S,2022-02-01T01:35:24.9Z,2,REGULAR,3pt,Jump Shot,[],1628369,66.70499342969777,58.08823529411765,1610612738,52,43,2022-02-01T01:35:28Z,2850000,40.0,260.0,1,right,J. Tatum 26' 3PT  (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,,,,,26.36,,,,,,12.0,,,
292,PT00M49.60S,2022-02-01T01:35:40.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,6.783837056504599,50.0,1610612748,52,45,2022-02-01T01:35:46Z,2860000,0.0,11.0,1,left,B. Adebayo cutting DUNK (8 PTS) (M. Strus 2 AST),"[1628389, 1629622]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,,,,,,Made,,,,,1.13,,,,,,8.0,M. Strus,1629622.0,2.0
294,PT00M38.30S,2022-02-01T01:35:56.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.9862023653088,47.05882352941176,1610612738,54,45,2022-02-01T01:36:02Z,2880000,-15.0,13.0,1,right,J. Tatum driving reverse Layup (14 PTS),[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,,,,,,Made,,,,,1.99,,,,,,14.0,,,
295,PT00M33.60S,2022-02-01T01:36:02.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629216,32.53942181340342,49.754901960784316,1610612748,54,45,2022-02-01T01:36:13Z,2890000,1.0,253.0,1,left,MISS G. Vincent 25' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,Missed,,,,,25.34,,,,,,,,,
296,PT00M30.00S,2022-02-01T01:36:06.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,54,45,2022-02-01T01:36:24Z,2900000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,295.0,3.0,2.0,1.0,,,,,,,,,,
297,PT00M11.30S,2022-02-01T01:36:25.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,91.93495400788436,47.794117647058826,1610612738,54,45,2022-02-01T01:36:43Z,2910000,-11.0,23.0,1,right,MISS R. Williams III alley-oop DUNK,[1629057],1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,,,Missed,,,,,2.58,,,,,,,,,
298,PT00M11.10S,2022-02-01T01:36:25.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,54,45,2022-02-01T01:36:43Z,2920000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,297.0,,,,,,,,,,,,,
299,PT00M11.10S,2022-02-01T01:36:36.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,54,45,2022-02-01T01:36:36Z,2930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT00M11.10S,2022-02-01T01:36:37.3Z,2,REGULAR,substitution,out,[],1629216,,,1610612738,54,45,2022-02-01T01:36:46Z,2940000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M11.10S,2022-02-01T01:36:37.3Z,2,REGULAR,substitution,out,[],1628389,,,1610612738,54,45,2022-02-01T01:36:46Z,2950000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M11.10S,2022-02-01T01:36:37.3Z,2,REGULAR,substitution,in,[],1629639,,,1610612738,54,45,2022-02-01T01:36:46Z,2960000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M11.10S,2022-02-01T01:36:37.3Z,2,REGULAR,substitution,in,[],203473,,,1610612738,54,45,2022-02-01T01:36:46Z,2970000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M01.30S,2022-02-01T01:36:58.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,94.1688567674113,94.85294117647058,1610612738,54,45,2022-02-01T01:37:22Z,2980000,224.0,2.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,22.43,,,,,,,,,
305,PT00M01.30S,2022-02-01T01:36:58.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,54,45,2022-02-01T01:37:22Z,2990000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,304.0,,,,,,,,,,,,,
306,PT00M00.00S,2022-02-01T01:37:04.9Z,2,REGULAR,period,end,[],0,,,1610612738,54,45,2022-02-01T01:37:22Z,3000000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2022-02-01T01:51:44.7Z,3,REGULAR,substitution,out,['startperiod'],1629657,,,1610612738,54,45,2022-02-01T01:52:24Z,3010000,,,0,,SUB out: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2022-02-01T01:51:44.7Z,3,REGULAR,substitution,out,['startperiod'],1629639,,,1610612738,54,45,2022-02-01T01:52:24Z,3020000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2022-02-01T01:51:44.7Z,3,REGULAR,substitution,out,['startperiod'],203473,,,1610612738,54,45,2022-02-01T01:52:24Z,3030000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2022-02-01T01:51:44.7Z,3,REGULAR,substitution,in,['startperiod'],1629216,,,1610612738,54,45,2022-02-01T01:52:24Z,3040000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2022-02-01T01:51:44.7Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612738,54,45,2022-02-01T01:52:24Z,3050000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2022-02-01T01:51:44.7Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612738,54,45,2022-02-01T01:52:24Z,3060000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2022-02-01T01:52:29.6Z,3,REGULAR,period,start,[],0,,,1610612748,54,45,2022-02-01T01:52:29Z,3070000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT11M50.00S,2022-02-01T01:52:38.9Z,3,REGULAR,3pt,Jump Shot,[],1629130,73.01248357424441,82.1078431372549,1610612748,54,45,2022-02-01T01:52:45Z,3080000,161.0,201.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,Missed,,,,,25.74,,,,,,,,,
315,PT11M48.00S,2022-02-01T01:52:40.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,54,45,2022-02-01T01:52:45Z,3090000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,314.0,7.0,6.0,1.0,,,,,,,,,,
316,PT11M25.00S,2022-02-01T01:53:03.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,30.699737187910642,66.66666666666666,1610612738,57,45,2022-02-01T01:53:08Z,3100000,-83.0,236.0,1,left,J. Tatum 25' 3PT  (17 PTS) (M. Smart 6 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,,,,,25.04,,,,,,17.0,M. Smart,203935.0,6.0
318,PT11M12.00S,2022-02-01T01:53:16.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,93.11760840998686,49.754901960784316,1610612748,57,47,2022-02-01T01:53:21Z,3120000,-1.0,12.0,1,right,B. Adebayo cutting DUNK (10 PTS) (G. Vincent 3 AST),"[1628389, 1629216]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,,,,,,Made,,,,,1.23,,,,,,10.0,G. Vincent,1629216.0,3.0
320,PT11M03.00S,2022-02-01T01:53:27.6Z,3,REGULAR,foul,personal,[],1629216,,,1610612738,57,47,2022-02-01T01:53:38Z,3140000,,,0,,G. Vincent personal FOUL (3 PF),"[1629216, 1628369]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,2882.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
322,PT10M53.00S,2022-02-01T01:53:49.9Z,3,REGULAR,3pt,Jump Shot,[],1627759,12.828515111695138,4.166666666666666,1610612738,60,47,2022-02-01T01:53:53Z,3160000,229.0,68.0,1,left,J. Brown 3PT  (16 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,23.91,,,,,,16.0,J. Tatum,1628369.0,4.0
324,PT10M38.00S,2022-02-01T01:54:10.6Z,3,REGULAR,foul,offensive,[],1628389,,,1610612748,60,47,2022-02-01T01:54:24Z,3180000,,,0,,B. Adebayo offensive FOUL (3 PF),"[1628389, 1628369]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,201245.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
326,PT10M38.00S,2022-02-01T01:54:10.6Z,3,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,60,47,2022-02-01T01:54:10Z,3200000,,,0,,B. Adebayo offensive foul TURNOVER (2 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,201245.0,,,,,,,,,,,,,2.0,,,,,,
327,PT10M22.00S,2022-02-01T01:54:45.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,5.863994743758213,50.98039215686274,1610612738,62,47,2022-02-01T01:55:07Z,3210000,-5.0,3.0,1,left,R. Williams III DUNK (4 PTS) (J. Tatum 5 AST),"[1629057, 1628369]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,Made,,,,,0.55,,,,,,4.0,J. Tatum,1628369.0,5.0
329,PT10M13.00S,2022-02-01T01:54:54.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,92.19776609724047,41.17647058823529,1610612748,62,49,2022-02-01T01:54:59Z,3230000,-44.0,21.0,1,right,B. Adebayo driving finger roll Layup (12 PTS) (G. Vincent 4 AST),"[1628389, 1629216]",1610612748.0,MIA,driving finger roll,,,Adebayo,B. Adebayo,,,,,,,,,,Made,,,,,4.88,,,,,,12.0,G. Vincent,1629216.0,4.0
331,PT09M54.00S,2022-02-01T01:55:12.3Z,3,REGULAR,3pt,Jump Shot,[],201143,9.806176084099869,3.1862745098039214,1610612738,62,49,2022-02-01T01:55:23Z,3250000,234.0,40.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Missed,,,,,23.74,,,,,,,,,
332,PT09M52.00S,2022-02-01T01:55:14.3Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,62,49,2022-02-01T01:55:23Z,3260000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,331.0,6.0,4.0,2.0,,,,,,,,,,
333,PT09M51.00S,2022-02-01T01:55:16.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203935,30.56833114323259,24.754901960784316,1610612738,65,49,2022-02-01T01:55:32Z,3270000,126.0,235.0,1,left,M. Smart 26' 3PT  (16 PTS) (R. Williams III 1 AST),"[203935, 1629057]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,,,,,26.66,,,,,,16.0,R. Williams III,1629057.0,1.0
335,PT09M41.00S,2022-02-01T01:55:26.6Z,3,REGULAR,3pt,Jump Shot,[],1628997,79.31997371879106,5.88235294117647,1610612748,65,52,2022-02-01T01:55:39Z,3290000,-221.0,142.0,1,right,C. Martin 26' 3PT  (12 PTS) (G. Vincent 5 AST),"[1628997, 1629216]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,Made,,,,,26.23,,,,,,12.0,G. Vincent,1629216.0,5.0
337,PT09M22.00S,2022-02-01T01:55:45.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.1268068331143235,41.911764705882355,1610612738,67,52,2022-02-01T01:55:51Z,3310000,40.0,5.0,1,left,J. Brown driving Layup (18 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,Made,,,,,4.07,,,,,,18.0,,,
339,PT09M11.00S,2022-02-01T01:55:55.3Z,3,REGULAR,3pt,Jump Shot,[],1629216,78.26872536136662,89.70588235294117,1610612748,67,52,2022-02-01T01:56:00Z,3330000,199.0,152.0,1,right,MISS G. Vincent 24' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,Missed,,,,,24.99,,,,,,,,,
340,PT09M09.00S,2022-02-01T01:55:57.3Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,67,52,2022-02-01T01:56:00Z,3340000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,339.0,4.0,3.0,1.0,,,,,,,,,,
341,PT08M59.00S,2022-02-01T01:56:08.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,6.389618922470433,55.88235294117647,1610612738,67,52,2022-02-01T01:57:49Z,3350000,-29.0,8.0,1,left,MISS R. Williams III Layup,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,Missed,,,,,3.04,,,,,,,,,
342,PT08M57.00S,2022-02-01T01:56:10.0Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,67,52,2022-02-01T01:56:16Z,3360000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,341.0,2.0,2.0,0.0,,,,,,,,,,
343,PT08M51.00S,2022-02-01T01:56:16.1Z,3,REGULAR,turnover,bad pass,[],1629216,,,1610612748,67,52,2022-02-01T01:56:20Z,3370000,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 203935]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0,,,,
344,PT08M51.00S,2022-02-01T01:56:16.1Z,3,REGULAR,steal,,[],203935,,,1610612738,67,52,2022-02-01T01:56:17Z,3380000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
345,PT08M38.00S,2022-02-01T01:56:31.3Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612738,67,52,2022-02-01T01:56:37Z,3390000,,,0,,B. Adebayo shooting personal FOUL (4 PF) (Horford 2 FT),"[1628389, 201143]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,201245.0,4.0,0.0,Horford,201143.0,,,,,,,,,,,,,,,
347,PT08M38.00S,2022-02-01T01:56:59.3Z,3,REGULAR,foul,technical,['1freethrow'],1628389,,,1610612738,67,52,2022-02-01T01:57:10Z,3410000,,,0,,B. Adebayo technical FOUL (1 Tech),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,201245.0,4.0,1.0,,,,,,,,,,,,,,,,,
348,PT08M38.00S,2022-02-01T01:57:19.9Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,68,52,2022-02-01T01:57:19Z,3420000,,,0,,J. Tatum technical Free Throw 1 of 1 (18 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,,,Made,,,,,,,,,,,18.0,,,
349,PT08M38.00S,2022-02-01T01:57:52.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201143,,,1610612738,68,52,2022-02-01T01:57:52Z,3430000,,,0,,MISS A. Horford Free Throw 1 of 2,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Missed,,,,,,,,,,,,,,
350,PT08M38.00S,2022-02-01T01:57:52.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,68,52,2022-02-01T01:57:52Z,3440000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,349.0,,,,,,,,,,,,,
351,PT08M38.00S,2022-02-01T01:57:53.3Z,3,REGULAR,substitution,out,[],1628389,,,1610612738,68,52,2022-02-01T01:57:57Z,3450000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
352,PT08M38.00S,2022-02-01T01:57:53.3Z,3,REGULAR,substitution,in,[],203473,,,1610612738,68,52,2022-02-01T01:57:57Z,3460000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
353,PT08M38.00S,2022-02-01T01:58:08.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201143,,,1610612738,69,52,2022-02-01T01:58:08Z,3470000,,,0,,A. Horford Free Throw 2 of 2 (7 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Made,,,,,,,,,,,7.0,,,
354,PT08M18.00S,2022-02-01T01:58:29.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,88.12417871222075,41.17647058823529,1610612748,69,52,2022-02-01T01:58:37Z,3480000,-44.0,59.0,1,right,MISS C. Martin 7' turnaround fadeaway Shot,[1628997],1610612748.0,MIA,turnaround fadeaway,,,Martin,C. Martin,,,,,,,,,,Missed,,,,,7.37,,,,,,,,,
355,PT08M15.00S,2022-02-01T01:58:32.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,69,52,2022-02-01T01:58:37Z,3490000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,354.0,8.0,7.0,1.0,,,,,,,,,,
356,PT08M10.00S,2022-02-01T01:58:36.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,22.28975032851511,88.48039215686273,1610612738,69,52,2022-02-01T01:58:46Z,3500000,-192.0,157.0,1,left,MISS J. Brown 24' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,24.83,,,,,,,,,
357,PT08M08.00S,2022-02-01T01:58:38.5Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,69,52,2022-02-01T01:58:46Z,3510000,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,356.0,3.0,3.0,0.0,,,,,,,,,,
358,PT08M00.00S,2022-02-01T01:58:47.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,88.78120893561103,49.754901960784316,1610612748,69,54,2022-02-01T01:58:51Z,3520000,-1.0,53.0,1,right,G. Vincent driving Layup (4 PTS),[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,,,,,,Made,,,,,5.3,,,,,,4.0,,,
359,PT07M47.00S,2022-02-01T01:59:00.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,5.995400788436268,56.372549019607845,1610612738,71,54,2022-02-01T01:59:11Z,3530000,-32.0,4.0,1,left,R. Williams III alley-oop Layup (6 PTS) (M. Smart 7 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,,,Made,,,,,3.21,,,,,,6.0,M. Smart,203935.0,7.0
361,PT07M35.00S,2022-02-01T01:59:11.7Z,3,REGULAR,3pt,Jump Shot,[],1629622,73.14388961892247,15.686274509803921,1610612748,71,57,2022-02-01T01:59:29Z,3550000,-172.0,200.0,1,right,M. Strus 26' 3PT  (15 PTS) (G. Vincent 6 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Made,,,,,26.35,,,,,,15.0,G. Vincent,1629216.0,6.0
363,PT07M12.00S,2022-02-01T01:59:45.3Z,3,REGULAR,turnover,3-second-violation,[],1629057,,,1610612738,71,57,2022-02-01T02:00:00Z,3570000,,,0,,R. Williams III 3-second-violation TURNOVER (1 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,2882.0,,,,,,,,,,,,,1.0,,,,,,
364,PT07M04.00S,2022-02-01T02:00:03.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,72.35545335085413,15.686274509803921,1610612748,71,57,2022-02-01T02:00:09Z,3580000,-172.0,207.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Missed,,,,,26.92,,,,,,,,,
365,PT07M01.00S,2022-02-01T02:00:06.6Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,71,57,2022-02-01T02:00:09Z,3590000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,364.0,5.0,4.0,1.0,,,,,,,,,,
