actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
364,PT09M28.00S,2022-02-12T01:59:06.7Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,56,63,2022-02-12T01:59:09Z,3570000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,363.0,2.0,2.0,0.0,,,,
365,PT09M25.00S,2022-02-12T01:59:10.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,56,63,2022-02-12T01:59:10Z,3580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT09M14.00S,2022-02-12T01:59:35.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.1268068331143235,48.77450980392157,1610612738,58,63,2022-02-12T02:01:09Z,3590000,6.0,5.0,1,left,J. Tatum driving finger roll Layup (13 PTS) (M. Smart 6 AST),"[1628369, 203935]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,,0.8,Made,13.0,M. Smart,203935.0,6.0,,,,,,,,,,,,
368,PT09M04.00S,2022-02-12T01:59:44.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,94.03745072273325,54.41176470588235,1610612743,58,63,2022-02-12T01:59:51Z,3610000,22.0,4.0,1,right,MISS A. Gordon driving Layup - blocked,"[203932, 201143]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,,,2.24,Missed,,,,,,,,,,,,,,,Horford,201143.0
369,PT09M04.00S,2022-02-12T01:59:44.7Z,3,REGULAR,block,,[],201143,,,1610612743,58,63,2022-02-12T01:59:46Z,3620000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
370,PT09M02.00S,2022-02-12T01:59:46.7Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,58,63,2022-02-12T01:59:51Z,3630000,,,0,,R. Williams III REBOUND (Off:1 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,368.0,8.0,7.0,1.0,,,,
371,PT08M52.00S,2022-02-12T01:59:56.6Z,3,REGULAR,3pt,Jump Shot,[],1627759,28.07161629434954,19.362745098039216,1610612738,58,63,2022-02-12T02:00:05Z,3640000,153.0,211.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,26.11,Missed,,,,,,,,,,,,,,,,
372,PT08M48.00S,2022-02-12T02:00:00.6Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,58,63,2022-02-12T02:00:05Z,3650000,,,0,,R. Williams III REBOUND (Off:2 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,371.0,9.0,7.0,2.0,,,,
373,PT08M44.00S,2022-02-12T02:00:05.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,28.07161629434954,76.22549019607843,1610612738,58,63,2022-02-12T02:00:10Z,3660000,-131.0,211.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,24.88,Missed,,,,,,,,,,,,,,,,
374,PT08M41.00S,2022-02-12T02:00:08.0Z,3,REGULAR,rebound,defensive,[],1630538,,,1610612743,58,63,2022-02-12T02:00:17Z,3670000,,,0,,B. Hyland REBOUND (Off:0 Def:2),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,373.0,2.0,2.0,0.0,,,,
375,PT08M26.00S,2022-02-12T02:00:23.8Z,3,REGULAR,3pt,Jump Shot,[],203115,67.23061760840999,48.529411764705884,1610612743,58,63,2022-02-12T02:00:35Z,3680000,-7.0,256.0,1,right,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,25.56,Missed,,,,,,,,,,,,,,,,
376,PT08M24.00S,2022-02-12T02:00:25.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,58,63,2022-02-12T02:00:35Z,3690000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,
377,PT08M24.00S,2022-02-12T02:00:29.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,58,63,2022-02-12T02:00:29Z,3700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT08M02.00S,2022-02-12T02:00:55.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,16.113666228646515,59.31372549019608,1610612738,58,63,2022-02-12T02:04:57Z,3710000,-47.0,99.0,1,left,MISS M. Smart 10' fadeaway Shot,[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,,,10.94,Missed,,,,,,,,,,,,,,,,
379,PT07M59.00S,2022-02-12T02:00:57.7Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,58,63,2022-02-12T02:00:57Z,3720000,,,0,,R. Williams III REBOUND (Off:3 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,378.0,10.0,7.0,3.0,,,,
380,PT07M58.00S,2022-02-12T02:00:58.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,5.995400788436268,51.9607843137255,1610612738,58,63,2022-02-12T02:01:12Z,3730000,-10.0,4.0,1,left,MISS R. Williams III putback Layup - blocked,"[1629057, 203999]",1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,,,1.05,Missed,,,,,,,,,,,,,,,Jokic,203999.0
381,PT07M58.00S,2022-02-12T02:00:58.5Z,3,REGULAR,block,,[],203999,,,1610612738,58,63,2022-02-12T02:01:01Z,3740000,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
382,PT07M57.00S,2022-02-12T02:00:59.5Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,58,63,2022-02-12T02:01:12Z,3750000,,,0,,R. Williams III REBOUND (Off:4 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,380.0,11.0,7.0,4.0,,,,
383,PT07M57.00S,2022-02-12T02:01:03.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,5.995400788436268,49.26470588235294,1610612738,60,63,2022-02-12T02:01:14Z,3760000,4.0,4.0,1,left,R. Williams III putback Layup (9 PTS),[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,,,0.54,Made,9.0,,,,,,,,,,,,,,,
384,PT07M57.00S,2022-02-12T02:01:08.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,60,63,2022-02-12T02:01:08Z,3770000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M39.00S,2022-02-12T02:04:12.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,86.81011826544021,49.26470588235294,1610612743,60,65,2022-02-12T02:04:17Z,3780000,-4.0,71.0,1,right,N. Jokic 7' driving Hook (10 PTS) (A. Gordon 2 AST),"[203999, 203932]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,,,7.16,Made,10.0,A. Gordon,203932.0,2.0,,,,,,,,,,,,
386,PT07M20.00S,2022-02-12T02:04:30.9Z,3,REGULAR,3pt,Jump Shot,[],203935,11.12023653088042,5.637254901960785,1610612738,60,65,2022-02-12T02:04:38Z,3790000,222.0,52.0,1,left,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,22.78,Missed,,,,,,,,,,,,,,,,
387,PT07M17.00S,2022-02-12T02:04:33.9Z,3,REGULAR,rebound,defensive,[],201145,,,1610612743,60,65,2022-02-12T02:04:38Z,3800000,,,0,,J. Green REBOUND (Off:1 Def:3),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,386.0,4.0,3.0,1.0,,,,
388,PT07M06.00S,2022-02-12T02:04:44.7Z,3,REGULAR,3pt,Jump Shot,[],203999,65.25952693823915,48.77450980392157,1610612743,60,65,2022-02-12T02:04:48Z,3810000,-6.0,274.0,1,right,MISS N. Jokic 27' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,27.42,Missed,,,,,,,,,,,,,,,,
389,PT07M04.00S,2022-02-12T02:04:46.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,60,65,2022-02-12T02:04:48Z,3820000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,388.0,2.0,2.0,0.0,,,,
390,PT06M57.00S,2022-02-12T02:04:54.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,22.28975032851511,86.51960784313727,1610612738,63,65,2022-02-12T02:05:01Z,3830000,-183.0,157.0,1,left,J. Tatum 24' 3PT  (16 PTS) (M. Smart 7 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,24.08,Made,16.0,M. Smart,203935.0,7.0,,,,,,,,,,,,
392,PT06M38.00S,2022-02-12T02:05:13.8Z,3,REGULAR,3pt,Jump Shot,[],201145,94.03745072273325,4.411764705882353,1610612743,63,65,2022-02-12T02:05:23Z,3850000,-228.0,4.0,1,right,MISS J. Green 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,22.79,Missed,,,,,,,,,,,,,,,,
393,PT06M36.00S,2022-02-12T02:05:15.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,63,65,2022-02-12T02:05:40Z,3860000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,392.0,,,,,,,
394,PT06M36.00S,2022-02-12T02:05:20.4Z,3,REGULAR,foul,personal,[],203935,,,1610612743,63,65,2022-02-12T02:05:38Z,3870000,,,0,,M. Smart loose ball personal FOUL (2 PF),"[203935, 203999]",1610612738.0,BOS,loose ball,,,Smart,M. Smart,,,,,2534.0,,,,,,,,2.0,0.0,Jokic,203999.0,,,,,,,,
396,PT06M33.00S,2022-02-12T02:05:41.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203999,87.86136662286465,3.431372549019608,1610612743,63,65,2022-02-12T02:05:46Z,3890000,-233.0,62.0,1,right,MISS N. Jokic 24' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,24.08,Missed,,,,,,,,,,,,,,,,
397,PT06M31.00S,2022-02-12T02:05:43.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,63,65,2022-02-12T02:05:46Z,3900000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,396.0,3.0,3.0,0.0,,,,
398,PT06M23.00S,2022-02-12T02:05:51.1Z,3,REGULAR,3pt,Jump Shot,[],201143,11.777266754270697,3.6764705882352944,1610612738,63,65,2022-02-12T02:05:55Z,3910000,232.0,58.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,23.88,Missed,,,,,,,,,,,,,,,,
399,PT06M21.00S,2022-02-12T02:05:53.3Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,63,65,2022-02-12T02:05:53Z,3920000,,,0,,R. Williams III REBOUND (Off:5 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,398.0,12.0,7.0,5.0,,,,
400,PT06M19.00S,2022-02-12T02:05:54.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,30.436925098554536,67.40196078431373,1610612738,63,65,2022-02-12T02:05:59Z,3930000,-87.0,234.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,24.93,Missed,,,,,,,,,,,,,,,,
401,PT06M17.00S,2022-02-12T02:05:56.8Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,63,65,2022-02-12T02:05:59Z,3940000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,400.0,3.0,2.0,1.0,,,,
402,PT06M15.00S,2022-02-12T02:05:58.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,7.30946123521682,51.470588235294116,1610612738,65,65,2022-02-12T02:06:01Z,3950000,-7.0,16.0,1,left,M. Smart putback Layup (9 PTS),[203935],1610612738.0,BOS,putback,,,Smart,M. Smart,,,,,,,1.78,Made,9.0,,,,,,,,,,,,,,,
403,PT06M04.00S,2022-02-12T02:06:10.1Z,3,REGULAR,3pt,Jump Shot,[],203932,81.68528252299606,5.392156862745098,1610612743,65,65,2022-02-12T02:06:16Z,3960000,-223.0,120.0,1,right,MISS A. Gordon 25' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,25.31,Missed,,,,,,,,,,,,,,,,
404,PT06M01.00S,2022-02-12T02:06:13.1Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,65,65,2022-02-12T02:06:16Z,3970000,,,0,,A. Horford REBOUND (Off:3 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,403.0,9.0,6.0,3.0,,,,
405,PT05M45.00S,2022-02-12T02:06:29.1Z,3,REGULAR,2pt,Jump Shot,[],1629057,17.16491458607096,16.911764705882355,1610612738,65,65,2022-02-12T02:06:37Z,3980000,165.0,109.0,1,left,MISS R. Williams III 19' Jump Shot,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,19.8,Missed,,,,,,,,,,,,,,,,
406,PT05M42.00S,2022-02-12T02:06:32.1Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,65,65,2022-02-12T02:06:37Z,3990000,,,0,,A. Gordon REBOUND (Off:1 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,405.0,4.0,3.0,1.0,,,,
407,PT05M37.00S,2022-02-12T02:06:37.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201145,74.85216819973719,12.745098039215685,1610612743,65,65,2022-02-12T02:06:48Z,4000000,-186.0,184.0,1,right,MISS J. Green 26' running 3PT,[201145],1610612743.0,DEN,running,,,Green,J. Green,,,,,,,26.18,Missed,,,,,,,,,,,,,,,,
408,PT05M34.00S,2022-02-12T02:06:40.4Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,65,65,2022-02-12T02:06:48Z,4010000,,,0,,A. Horford REBOUND (Off:3 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,407.0,10.0,7.0,3.0,,,,
409,PT05M27.00S,2022-02-12T02:06:46.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,5.863994743758213,50.49019607843137,1610612738,67,65,2022-02-12T02:08:05Z,4020000,-2.0,3.0,1,left,J. Brown driving DUNK (10 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,0.36,Made,10.0,,,,,,,,,,,,,,,
410,PT05M19.00S,2022-02-12T02:07:07.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612743,67,65,2022-02-12T02:07:07Z,4030000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M19.00S,2022-02-12T02:08:21.3Z,3,REGULAR,substitution,out,[],1627759,,,1610612743,67,65,2022-02-12T02:08:39Z,4040000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M19.00S,2022-02-12T02:08:21.3Z,3,REGULAR,substitution,out,[],201143,,,1610612743,67,65,2022-02-12T02:08:39Z,4050000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M19.00S,2022-02-12T02:08:21.3Z,3,REGULAR,substitution,out,[],201145,,,1610612743,67,65,2022-02-12T02:08:39Z,4060000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M19.00S,2022-02-12T02:08:21.3Z,3,REGULAR,substitution,out,[],1630538,,,1610612743,67,65,2022-02-12T02:08:39Z,4070000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M19.00S,2022-02-12T02:08:21.3Z,3,REGULAR,substitution,in,[],1628401,,,1610612743,67,65,2022-02-12T02:08:39Z,4080000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M19.00S,2022-02-12T02:08:21.3Z,3,REGULAR,substitution,in,[],1629684,,,1610612743,67,65,2022-02-12T02:08:39Z,4090000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M19.00S,2022-02-12T02:08:21.3Z,3,REGULAR,substitution,in,[],1630267,,,1610612743,67,65,2022-02-12T02:08:39Z,4100000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M19.00S,2022-02-12T02:08:21.3Z,3,REGULAR,substitution,in,[],1630192,,,1610612743,67,65,2022-02-12T02:08:39Z,4110000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M14.00S,2022-02-12T02:08:55.0Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,67,65,2022-02-12T02:08:59Z,4120000,,,0,,N. Jokic bad pass TURNOVER (9 TO),"[203999, 203935]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,9.0,,,,,,,,,,,,,,,Smart,203935.0,,
421,PT05M14.00S,2022-02-12T02:08:55.0Z,3,REGULAR,steal,,[],203935,,,1610612738,67,65,2022-02-12T02:08:57Z,4130000,,,0,,M. Smart STEAL (5 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M09.00S,2022-02-12T02:08:59.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,6.258212877792378,52.69607843137255,1610612738,69,65,2022-02-12T02:09:06Z,4140000,-13.0,6.0,1,left,M. Smart running Layup (11 PTS),[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,,,1.49,Made,11.0,,,,,,,,,,,,,,,
424,PT04M59.00S,2022-02-12T02:09:09.6Z,3,REGULAR,2pt,Jump Shot,[],203115,75.64060446780552,50.98039215686274,1610612743,69,67,2022-02-12T02:09:35Z,4160000,5.0,176.0,1,right,W. Barton 17' pullup Jump Shot (12 PTS),[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,,,17.66,Made,12.0,,,,,,,,,,,,,,,
425,PT04M45.00S,2022-02-12T02:09:27.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,69,67,2022-02-12T02:09:27Z,4170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M32.00S,2022-02-12T02:09:54.2Z,3,REGULAR,3pt,Jump Shot,[],1628401,7.5722733245729295,97.54901960784314,1610612738,72,67,2022-02-12T02:10:03Z,4180000,-238.0,19.0,1,left,D. White 3PT  (11 PTS) (J. Tatum 5 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,,,23.84,Made,11.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,
428,PT04M22.00S,2022-02-12T02:10:05.9Z,3,REGULAR,foul,personal,[],1628401,,,1610612743,72,67,2022-02-12T02:10:27Z,4200000,,,0,,D. White personal FOUL (2 PF),"[1628401, 203115]",1610612738.0,BOS,,,,White,D. White,,,,,2534.0,,,,,,,,2.0,0.0,Barton,203115.0,,,,,,,,
430,PT04M15.00S,2022-02-12T02:10:36.0Z,3,REGULAR,3pt,Jump Shot,[],203999,66.96780551905388,49.26470588235294,1610612743,72,70,2022-02-12T02:10:43Z,4220000,-4.0,258.0,1,right,N. Jokic 25' 3PT  (13 PTS) (Z. Nnaji 2 AST),"[203999, 1630192]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,25.8,Made,13.0,Z. Nnaji,1630192.0,2.0,,,,,,,,,,,,
432,PT04M01.00S,2022-02-12T02:10:49.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,11.12023653088042,94.85294117647058,1610612738,72,70,2022-02-12T02:11:00Z,4240000,-224.0,52.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,23.02,Missed,,,,,,,,,,,,,,,,
433,PT03M59.00S,2022-02-12T02:10:51.6Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,72,70,2022-02-12T02:11:00Z,4250000,,,0,,N. Jokic REBOUND (Off:4 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,432.0,12.0,8.0,4.0,,,,
434,PT03M55.00S,2022-02-12T02:10:56.1Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203932,93.24901445466492,49.26470588235294,1610612743,72,72,2022-02-12T02:11:11Z,4260000,-4.0,11.0,1,right,A. Gordon running DUNK (13 PTS) (N. Jokic 10 AST),"[203932, 203999]",1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,,,1.16,Made,13.0,N. Jokic,203999.0,10.0,,,,,,,,,,,,
436,PT03M30.00S,2022-02-12T02:11:21.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,6.915243101182654,53.431372549019606,1610612738,72,72,2022-02-12T02:11:29Z,4280000,-17.0,13.0,1,left,MISS M. Smart driving Layup - blocked,"[203935, 203999]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,2.13,Missed,,,,,,,,,,,,,,,Jokic,203999.0
437,PT03M30.00S,2022-02-12T02:11:21.0Z,3,REGULAR,block,,[],203999,,,1610612738,72,72,2022-02-12T02:11:23Z,4290000,,,0,,N. Jokic BLOCK (2 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M27.00S,2022-02-12T02:11:24.0Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,72,72,2022-02-12T02:11:29Z,4300000,,,0,,M. Smart REBOUND (Off:2 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,436.0,4.0,2.0,2.0,,,,
439,PT03M26.00S,2022-02-12T02:11:25.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203935,15.637319316688567,64.88970588235294,1610612738,74,72,2022-02-12T02:11:42Z,4310000,-74.0,94.0,1,left,M. Smart 12' pullup Jump Shot (13 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,12.03,Made,13.0,,,,,,,,,,,,,,,
440,PT03M17.00S,2022-02-12T02:11:34.9Z,3,REGULAR,3pt,Jump Shot,[],203999,75.64060446780552,14.460784313725492,1610612743,74,72,2022-02-12T02:12:08Z,4320000,-178.0,176.0,1,right,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,25.05,Missed,,,,,,,,,,,,,,,,
441,PT03M14.00S,2022-02-12T02:11:37.9Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,74,72,2022-02-12T02:12:08Z,4330000,,,0,,M. Smart REBOUND (Off:2 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,440.0,5.0,3.0,2.0,,,,
442,PT03M00.00S,2022-02-12T02:11:50.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.09395532194481,24.509803921568626,1610612738,74,72,2022-02-12T02:11:59Z,4340000,127.0,240.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,27.16,Missed,,,,,,,,,,,,,,,,
443,PT02M57.00S,2022-02-12T02:11:53.9Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,74,72,2022-02-12T02:11:59Z,4350000,,,0,,R. Williams III REBOUND (Off:6 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,442.0,13.0,7.0,6.0,,,,
444,PT02M56.00S,2022-02-12T02:11:54.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629057,6.258212877792378,49.50980392156863,1610612738,76,72,2022-02-12T02:12:48Z,4360000,2.0,6.0,1,left,R. Williams III putback DUNK (11 PTS),[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,,,0.68,Made,11.0,,,,,,,,,,,,,,,
445,PT02M37.00S,2022-02-12T02:12:14.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.72339027595268,44.36274509803921,1610612743,76,74,2022-02-12T02:12:18Z,4370000,-28.0,16.0,1,right,N. Jokic driving Layup (15 PTS) (W. Barton 2 AST),"[203999, 203115]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,,,3.24,Made,15.0,W. Barton,203115.0,2.0,,,,,,,,,,,,
447,PT02M11.00S,2022-02-12T02:12:39.3Z,3,REGULAR,2pt,Jump Shot,[],1628369,22.421156373193167,48.28431372549019,1610612738,76,74,2022-02-12T02:12:45Z,4390000,9.0,158.0,1,left,MISS J. Tatum 15' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,15.85,Missed,,,,,,,,,,,,,,,,
448,PT02M09.00S,2022-02-12T02:12:41.3Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,76,74,2022-02-12T02:12:45Z,4400000,,,0,,N. Jokic REBOUND (Off:4 Def:9),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,447.0,13.0,9.0,4.0,,,,
449,PT02M05.00S,2022-02-12T02:12:48.5Z,3,REGULAR,foul,personal,[],1629057,,,1610612743,76,74,2022-02-12T02:12:55Z,4410000,,,0,,R. Williams III personal FOUL (2 PF),"[1629057, 203999]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1626300.0,,,,,,,,2.0,0.0,Jokic,203999.0,,,,,,,,
