actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-02T00:40:24.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-02T00:40:24Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-12-02T00:40:26.9Z,1,REGULAR,jumpball,recovered,[],203935,,,1610612738,0,0,2021-12-02T00:40:26Z,40000,,,0,,Jump Ball R. Williams III vs. J. Embiid: Tip to M. Smart,"[203935, 1629057, 203954]",1610612738.0,BOS,startperiod,M. Smart,203935.0,Smart,M. Smart,Williams III,1629057.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2021-12-02T00:40:36.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,91.01511169513797,42.40196078431372,1610612738,2,0,2021-12-02T00:40:42Z,70000,-38.0,32.0,1,right,R. Williams III alley-oop Layup (2 PTS) (M. Smart 1 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,4.97,Made,2.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,,,
9,PT11M27.00S,2021-12-02T00:40:55.9Z,1,REGULAR,3pt,Jump Shot,[],1630178,29.25427069645204,25.0,1610612755,2,0,2021-12-02T00:41:02Z,90000,125.0,222.0,1,left,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M25.00S,2021-12-02T00:40:57.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,2,0,2021-12-02T00:41:02Z,100000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M07.00S,2021-12-02T00:41:16.5Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,2,0,2021-12-02T00:41:25Z,110000,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 203954]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1.0,Embiid,203954.0,,,,,,,,
12,PT11M07.00S,2021-12-02T00:41:16.5Z,1,REGULAR,steal,,[],203954,,,1610612755,2,0,2021-12-02T00:41:18Z,120000,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
13,PT11M04.00S,2021-12-02T00:41:21.6Z,1,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612755,2,0,2021-12-02T00:41:32Z,130000,,,0,,J. Brown shooting personal FOUL (1 PF) (Embiid 2 FT),"[1627759, 203954]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Embiid,203954.0,,,
15,PT11M04.00S,2021-12-02T00:41:49.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203954,,,1610612755,2,0,2021-12-02T00:41:49Z,150000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
16,PT11M04.00S,2021-12-02T00:41:49.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,2,0,2021-12-02T00:41:49Z,160000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,
17,PT11M04.00S,2021-12-02T00:42:06.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203954,,,1610612755,2,1,2021-12-02T00:42:06Z,170000,,,0,,J. Embiid Free Throw 2 of 2 (1 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
18,PT10M47.00S,2021-12-02T00:42:26.0Z,1,REGULAR,3pt,Jump Shot,[],201143,66.04796320630749,45.83333333333333,1610612738,5,1,2021-12-02T00:42:30Z,180000,-21.0,267.0,1,right,A. Horford 26' 3PT  (3 PTS) (M. Smart 2 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.74,Made,3.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,,
20,PT10M32.00S,2021-12-02T00:42:40.3Z,1,REGULAR,3pt,Jump Shot,[],202699,30.305519053876477,25.735294117647058,1610612755,5,1,2021-12-02T00:44:11Z,200000,121.0,232.0,1,left,MISS T. Harris 26' pullup 3PT,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M30.00S,2021-12-02T00:42:42.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,5,1,2021-12-02T00:42:44Z,210000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,20.0,2.0,2.0,0.0,,,,,,,,,,,
22,PT10M24.00S,2021-12-02T00:42:49.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201143,84.97043363994744,46.32352941176471,1610612738,7,1,2021-12-02T00:42:55Z,220000,-18.0,89.0,1,right,A. Horford 9' driving Hook (5 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,9.07,Made,5.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,,
