actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-03-02T00:47:49.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-02T00:47:49Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-03-02T00:47:51.2Z,1,REGULAR,jumpball,recovered,[],1627759,,,1610612738,0,0,2022-03-02T00:47:51Z,40000,,,0,,Jump Ball R. Williams III vs. C. Capela: Tip to J. Brown,"[1627759, 1629057, 203991]",1610612738.0,BOS,startperiod,J. Brown,1627759.0,Brown,J. Brown,Williams III,1629057.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2022-03-02T00:48:03.6Z,1,REGULAR,2pt,Jump Shot,[],1627759,72.88107752956637,36.27450980392157,1610612738,2,0,2022-03-02T00:48:21Z,70000,-69.0,202.0,1,right,J. Brown 21' pullup Jump Shot (2 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,21.37,Made,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,,
9,PT11M20.00S,2022-03-02T00:48:29.3Z,1,REGULAR,2pt,Layup,[],1629027,10.726018396846255,70.58823529411765,1610612737,2,0,2022-03-02T00:48:40Z,90000,-103.0,48.0,1,left,MISS T. Young 11' driving Layup - blocked,"[1629027, 1629057]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,11.37,Missed,,,,,Williams III,1629057.0,,,,,,,,,,,,,
10,PT11M20.00S,2022-03-02T00:48:29.3Z,1,REGULAR,block,,[],1629057,,,1610612737,2,0,2022-03-02T00:48:31Z,100000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
11,PT11M17.00S,2022-03-02T00:48:32.3Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,2,0,2022-03-02T00:48:40Z,110000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,
12,PT11M09.00S,2022-03-02T00:48:39.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,91.14651773981603,47.794117647058826,1610612738,4,0,2022-03-02T00:48:44Z,120000,-11.0,31.0,1,right,R. Williams III alley-oop DUNK (2 PTS) (J. Brown 1 AST),"[1629057, 1627759]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,3.26,Made,2.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,,
14,PT10M42.00S,2022-03-02T00:49:06.2Z,1,REGULAR,3pt,Jump Shot,[],201568,35.29894875164258,69.11764705882352,1610612737,4,0,2022-03-02T00:49:14Z,140000,-96.0,279.0,1,left,MISS D. Gallinari 29' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,29.52,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M40.00S,2022-03-02T00:49:08.2Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,4,0,2022-03-02T00:49:14Z,150000,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,14.0,1.0,0.0,1.0,,,,,,,,,
16,PT10M38.00S,2022-03-02T00:49:11.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203991,10.463206307490145,46.568627450980394,1610612737,4,0,2022-03-02T00:49:18Z,160000,17.0,46.0,1,left,MISS C. Capela turnaround Hook,[203991],1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,4.9,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M38.00S,2022-03-02T00:49:11.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,4,0,2022-03-02T00:49:18Z,170000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,
18,PT10M38.00S,2022-03-02T00:49:15.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,4,0,2022-03-02T00:49:15Z,180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M28.00S,2022-03-02T00:49:30.0Z,1,REGULAR,foul,offensive,[],1627759,,,1610612738,4,0,2022-03-02T00:49:43Z,190000,,,0,,J. Brown offensive FOUL (1 PF),"[1627759, 1628989]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Huerter,1628989.0,,,,
21,PT10M28.00S,2022-03-02T00:49:30.0Z,1,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,4,0,2022-03-02T00:49:30Z,210000,,,0,,J. Brown offensive foul TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,2715.0,,,,,1.0,,,
22,PT10M14.00S,2022-03-02T00:49:56.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,24.392247043363994,85.04901960784314,1610612737,4,0,2022-03-02T00:50:02Z,220000,-175.0,177.0,1,left,MISS K. Huerter 24' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M11.00S,2022-03-02T00:49:59.0Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,4,0,2022-03-02T00:50:02Z,230000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,
24,PT09M57.00S,2022-03-02T00:50:16.3Z,1,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,4,0,2022-03-02T00:50:22Z,240000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,,,,,,,200832.0,,,,,1.0,,,
