actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
86,PT04M45.00S,2022-03-27T22:23:01.5Z,1,REGULAR,foul,personal,['1freethrow'],1629020,,,1610612738,20,15,2022-03-27T22:23:26Z,860000,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (Williams III 1 FT),"[1629020, 1629057]",1610612750.0,MIN,shooting,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,1627964.0,,1.0,0.0,Williams III,1629057.0,,,
88,PT04M45.00S,2022-03-27T22:23:12.8Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,20,15,2022-03-27T22:23:24Z,880000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M45.00S,2022-03-27T22:23:12.8Z,1,REGULAR,substitution,out,[],1626156,,,1610612738,20,15,2022-03-27T22:23:24Z,890000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M45.00S,2022-03-27T22:23:12.8Z,1,REGULAR,substitution,in,[],1628401,,,1610612738,20,15,2022-03-27T22:23:24Z,900000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M45.00S,2022-03-27T22:23:12.8Z,1,REGULAR,substitution,in,[],1629162,,,1610612738,20,15,2022-03-27T22:23:24Z,910000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M45.00S,2022-03-27T22:23:40.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629057,,,1610612738,21,15,2022-03-27T22:24:33Z,920000,,,0,,R. Williams III Free Throw 1 of 1 (5 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
93,PT04M33.00S,2022-03-27T22:23:57.3Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612750,21,15,2022-03-27T22:24:41Z,930000,,,0,,G. Williams shooting personal FOUL (1 PF) (Towns 2 FT),"[1629684, 1626157]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,1627964.0,,1.0,0.0,Towns,1626157.0,,,
96,PT04M33.00S,2022-03-27T22:24:43.3Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,21,16,2022-03-27T22:25:16Z,960000,,,0,,K. Towns Free Throw 1 of 2 (8 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
97,PT04M33.00S,2022-03-27T22:24:43.8Z,1,REGULAR,substitution,out,[],1629020,,,1610612750,21,16,2022-03-27T22:25:05Z,970000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M33.00S,2022-03-27T22:24:43.8Z,1,REGULAR,substitution,in,[],1627752,,,1610612750,21,16,2022-03-27T22:25:05Z,980000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M33.00S,2022-03-27T22:24:43.3Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,21,16,2022-03-27T22:25:16Z,990000,,,0,,MISS K. Towns Free Throw 2 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Missed,,,,,,,,,,,,,,,,,,,
100,PT04M33.00S,2022-03-27T22:24:43.3Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,21,16,2022-03-27T22:25:16Z,1000000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,99.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
101,PT04M12.00S,2022-03-27T22:25:14.9Z,1,REGULAR,2pt,Jump Shot,[],1627759,76.03482260183968,65.44117647058823,1610612738,21,16,2022-03-27T22:27:01Z,1010000,77.0,173.0,1,right,MISS J. Brown 18' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,18.93,Missed,,,,,,,,,,,,,,,,,,,
102,PT04M08.00S,2022-03-27T22:25:18.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,21,16,2022-03-27T22:25:26Z,1020000,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,101.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
103,PT04M02.00S,2022-03-27T22:25:24.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,5.206964520367937,47.30392156862745,1610612750,21,18,2022-03-27T22:25:31Z,1030000,13.0,-4.0,1,left,K. Towns driving Layup (10 PTS) (J. McLaughlin 1 AST),"[1626157, 1629162]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,1.4,Made,,,,,10.0,J. McLaughlin,1629162.0,1.0,,,,,,,,,,,
105,PT03M47.00S,2022-03-27T22:25:39.0Z,1,REGULAR,turnover,bad pass,[],1628401,,,1610612738,21,18,2022-03-27T22:25:43Z,1050000,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1629162]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,1.0,,,,,McLaughlin,1629162.0,
106,PT03M47.00S,2022-03-27T22:25:39.0Z,1,REGULAR,steal,,[],1629162,,,1610612750,21,18,2022-03-27T22:25:40Z,1060000,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M45.00S,2022-03-27T22:25:42.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629162,6.1268068331143235,47.549019607843135,1610612750,21,20,2022-03-27T22:25:47Z,1070000,12.0,5.0,1,left,J. McLaughlin running Layup (2 PTS),[1629162],1610612750.0,MIN,running,,,McLaughlin,J. McLaughlin,,,,,1.33,Made,,,,,2.0,,,,,,,,,,,,,,
108,PT03M45.00S,2022-03-27T22:25:46.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,21,20,2022-03-27T22:25:46Z,1080000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M45.00S,2022-03-27T22:28:03.5Z,1,REGULAR,substitution,out,[],201976,,,1610612738,21,20,2022-03-27T22:28:34Z,1090000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M45.00S,2022-03-27T22:28:03.5Z,1,REGULAR,substitution,in,[],1629669,,,1610612738,21,20,2022-03-27T22:28:34Z,1100000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M33.00S,2022-03-27T22:29:01.0Z,1,REGULAR,3pt,Jump Shot,[],203935,90.09526938239159,95.83333333333334,1610612738,24,20,2022-03-27T22:29:06Z,1110000,229.0,41.0,1,right,M. Smart 3PT  (7 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.28,Made,,,,,7.0,J. Brown,1627759.0,1.0,,,,,,,,,,,
113,PT03M15.00S,2022-03-27T22:29:22.7Z,1,REGULAR,foul,personal,[],1629057,,,1610612750,24,20,2022-03-27T22:29:55Z,1130000,,,0,,R. Williams III personal FOUL (1 PF),"[1629057, 1627752]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,202049.0,,1.0,0.0,Prince,1627752.0,,,
115,PT03M15.00S,2022-03-27T22:29:31.6Z,1,REGULAR,substitution,out,[],1629057,,,1610612750,24,20,2022-03-27T22:29:34Z,1150000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M15.00S,2022-03-27T22:29:31.6Z,1,REGULAR,substitution,in,[],1628464,,,1610612750,24,20,2022-03-27T22:29:34Z,1160000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M09.00S,2022-03-27T22:29:50.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,8.229303547963205,56.372549019607845,1610612750,24,20,2022-03-27T22:29:59Z,1170000,-32.0,25.0,1,left,MISS A. Edwards driving Layup - blocked,"[1630162, 1629684]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,4.05,Missed,,,,,,,,,Williams,1629684.0,,,,,,,,,
118,PT03M09.00S,2022-03-27T22:29:50.4Z,1,REGULAR,block,,[],1629684,,,1610612750,24,20,2022-03-27T22:29:53Z,1180000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M07.00S,2022-03-27T22:29:52.4Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,24,20,2022-03-27T22:29:59Z,1190000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
120,PT03M05.00S,2022-03-27T22:29:57.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,86.94152431011827,50.245098039215684,1610612738,24,20,2022-03-27T22:30:12Z,1200000,1.0,70.0,1,right,MISS J. Brown 7' running Layup - blocked,"[1627759, 1629162]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,7.02,Missed,,,,,,,,,McLaughlin,1629162.0,,,,,,,,,
121,PT03M05.00S,2022-03-27T22:29:57.0Z,1,REGULAR,block,,[],1629162,,,1610612738,24,20,2022-03-27T22:29:59Z,1210000,,,0,,J. McLaughlin BLOCK (1 BLK),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M03.00S,2022-03-27T22:29:59.0Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,24,20,2022-03-27T22:30:12Z,1220000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,120.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
123,PT02M43.00S,2022-03-27T22:30:16.9Z,1,REGULAR,3pt,Jump Shot,[],1627752,5.732588699080158,3.6764705882352944,1610612750,24,20,2022-03-27T22:30:26Z,1230000,232.0,1.0,1,left,MISS T. Prince 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
124,PT02M40.00S,2022-03-27T22:30:19.9Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,24,20,2022-03-27T22:30:26Z,1240000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
125,PT02M33.00S,2022-03-27T22:30:26.2Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,24,20,2022-03-27T22:30:40Z,1250000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1626157]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,2.0,,,,,Towns,1626157.0,
126,PT02M33.00S,2022-03-27T22:30:26.2Z,1,REGULAR,steal,,[],1626157,,,1610612750,24,20,2022-03-27T22:30:28Z,1260000,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M31.00S,2022-03-27T22:30:29.4Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,24,20,2022-03-27T22:30:44Z,1270000,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 203935]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,1.0,,,,,Smart,203935.0,
128,PT02M31.00S,2022-03-27T22:30:29.4Z,1,REGULAR,steal,,[],203935,,,1610612738,24,20,2022-03-27T22:30:31Z,1280000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M27.00S,2022-03-27T22:30:32.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,93.38042049934296,49.26470588235294,1610612738,26,20,2022-03-27T22:32:43Z,1290000,-4.0,10.0,1,right,J. Brown running DUNK (9 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,1.04,Made,,,,,9.0,M. Smart,203935.0,4.0,,,,,,,,,,,
131,PT02M23.00S,2022-03-27T22:30:39.9Z,1,REGULAR,foul,personal,[],203935,,,1610612750,26,20,2022-03-27T22:30:45Z,1310000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 1629162]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1627964.0,,2.0,0.0,McLaughlin,1629162.0,,,
133,PT02M23.00S,2022-03-27T22:30:53.4Z,1,REGULAR,substitution,out,[],203935,,,1610612750,26,20,2022-03-27T22:31:05Z,1330000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M23.00S,2022-03-27T22:30:53.4Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,26,20,2022-03-27T22:31:05Z,1340000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M23.00S,2022-03-27T22:30:53.4Z,1,REGULAR,substitution,in,[],1630202,,,1610612750,26,20,2022-03-27T22:31:05Z,1350000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M23.00S,2022-03-27T22:30:53.4Z,1,REGULAR,substitution,in,[],1626156,,,1610612750,26,20,2022-03-27T22:31:05Z,1360000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M14.00S,2022-03-27T22:31:15.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,7.703679369250986,47.549019607843135,1610612750,26,22,2022-03-27T22:31:19Z,1370000,12.0,20.0,1,left,K. Towns driving DUNK (12 PTS) (D. Russell 3 AST),"[1626157, 1626156]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,2.34,Made,,,,,12.0,D. Russell,1626156.0,3.0,,,,,,,,,,,
139,PT02M11.00S,2022-03-27T22:31:23.2Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612738,26,22,2022-03-27T22:31:41Z,1390000,,,0,,TEAM delay-of-game VIOLATION,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,204058.0,,,,,,,,
140,PT01M54.00S,2022-03-27T22:31:49.5Z,1,REGULAR,2pt,Jump Shot,[],1628464,88.12417871222075,75.49019607843137,1610612738,28,22,2022-03-27T22:31:54Z,1400000,127.0,59.0,1,right,D. Theis 14' Jump Shot (2 PTS) (D. White 1 AST),"[1628464, 1628401]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,14.05,Made,,,,,2.0,D. White,1628401.0,1.0,,,,,,,,,,,
142,PT01M44.00S,2022-03-27T22:32:00.5Z,1,REGULAR,2pt,Jump Shot,[],1629669,5.338370565045992,71.32352941176471,1610612750,28,24,2022-03-27T22:32:10Z,1420000,-107.0,-2.0,1,left,J. Nowell 10' fadeaway Jump Shot (2 PTS),[1629669],1610612750.0,MIN,fadeaway,,,Nowell,J. Nowell,,,,,10.66,Made,,,,,2.0,,,,,,,,,,,,,,
143,PT01M44.00S,2022-03-27T22:32:05.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628464,,,1610612750,28,24,2022-03-27T22:32:20Z,1430000,,,0,,D. Theis shooting personal FOUL (1 PF) (Nowell 1 FT),"[1628464, 1629669]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,204058.0,,1.0,0.0,Nowell,1629669.0,,,
145,PT01M44.00S,2022-03-27T22:32:14.9Z,1,REGULAR,substitution,out,[],1627759,,,1610612750,28,24,2022-03-27T22:32:19Z,1450000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M44.00S,2022-03-27T22:32:14.9Z,1,REGULAR,substitution,in,[],1628369,,,1610612750,28,24,2022-03-27T22:32:19Z,1460000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M44.00S,2022-03-27T22:32:38.0Z,1,REGULAR,freethrow,1 of 1,[],1629669,,,1610612750,28,25,2022-03-27T22:32:38Z,1470000,,,0,,J. Nowell Free Throw 1 of 1 (3 PTS),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
148,PT01M34.00S,2022-03-27T22:32:56.2Z,1,REGULAR,3pt,Jump Shot,[],1630202,88.25558475689881,95.83333333333334,1610612738,31,25,2022-03-27T22:33:02Z,1480000,229.0,58.0,1,right,P. Pritchard 3PT  (3 PTS) (J. Tatum 1 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.64,Made,,,,,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,
150,PT01M13.00S,2022-03-27T22:33:17.3Z,1,REGULAR,3pt,Jump Shot,[],1627752,28.991458607095925,23.52941176470588,1610612750,31,28,2022-03-27T22:33:22Z,1500000,132.0,220.0,1,left,T. Prince 25' 3PT  (3 PTS) (K. Towns 2 AST),"[1627752, 1626157]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,25.68,Made,,,,,3.0,K. Towns,1626157.0,2.0,,,,,,,,,,,
152,PT00M59.40S,2022-03-27T22:33:31.1Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,31,28,2022-03-27T22:33:36Z,1520000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 1626156]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,2.0,,,,,Russell,1626156.0,
153,PT00M59.40S,2022-03-27T22:33:31.1Z,1,REGULAR,steal,,[],1626156,,,1610612750,31,28,2022-03-27T22:33:32Z,1530000,,,0,,D. Russell STEAL (2 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M55.20S,2022-03-27T22:33:35.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627752,23.209592641261498,9.558823529411764,1610612750,31,28,2022-03-27T22:33:42Z,1540000,202.0,166.0,1,left,MISS T. Prince 26' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
155,PT00M52.30S,2022-03-27T22:33:38.7Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,31,28,2022-03-27T22:33:42Z,1550000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
156,PT00M40.10S,2022-03-27T22:33:51.4Z,1,REGULAR,3pt,Jump Shot,[],1630202,69.46452036793693,15.196078431372548,1610612738,34,28,2022-03-27T22:33:56Z,1560000,-174.0,235.0,1,right,P. Pritchard 29' 3PT  (6 PTS) (J. Tatum 2 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,29.2,Made,,,,,6.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,
158,PT00M32.10S,2022-03-27T22:34:04.6Z,1,REGULAR,turnover,bad pass,[],1626156,,,1610612750,34,28,2022-03-27T22:34:13Z,1580000,,,0,,D. Russell bad pass TURNOVER (2 TO),"[1626156, 1628464]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,2.0,,,,,Theis,1628464.0,
159,PT00M32.10S,2022-03-27T22:34:04.6Z,1,REGULAR,steal,,[],1628464,,,1610612738,34,28,2022-03-27T22:34:07Z,1590000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M12.20S,2022-03-27T22:34:24.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,73.40670170827858,12.990196078431374,1610612738,34,28,2022-03-27T22:35:04Z,1600000,-185.0,197.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.06,Missed,,,,,,,,,,,,,,,,,,,
161,PT00M09.10S,2022-03-27T22:34:27.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,34,28,2022-03-27T22:34:35Z,1610000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,
162,PT00M09.10S,2022-03-27T22:34:30.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,34,28,2022-03-27T22:34:30Z,1620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M04.70S,2022-03-27T22:34:49.8Z,1,REGULAR,foul,personal,[],1626157,,,1610612738,34,28,2022-03-27T22:35:15Z,1630000,,,0,,K. Towns personal FOUL (1 PF),"[1626157, 1628369]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,1627964.0,,1.0,0.0,Tatum,1628369.0,,,
165,PT00M04.70S,2022-03-27T22:35:15.6Z,1,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612738,34,28,2022-03-27T22:35:23Z,1650000,,,0,,D. White bad pass out-of-bounds TURNOVER (2 TO),[1628401],1610612738.0,BOS,bad pass,,,White,D. White,,,,,,,,,,,,,,,,,202049.0,2.0,,,,,,,
166,PT00M01.00S,2022-03-27T22:35:31.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629669,18.084756898817346,60.049019607843135,1610612750,34,30,2022-03-27T22:35:44Z,1660000,-50.0,117.0,1,left,J. Nowell 12' fadeaway Jump Shot (5 PTS),[1629669],1610612750.0,MIN,fadeaway,,,Nowell,J. Nowell,,,,,12.78,Made,,,,,5.0,,,,,,,,,,,,,,
167,PT00M00.00S,2022-03-27T22:35:39.7Z,1,REGULAR,instantreplay,request,[],0,,,1610612738,34,30,2022-03-27T22:36:05Z,1670000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,202049.0,,,,,,,,End Period - Good Basket
168,PT00M00.00S,2022-03-27T22:35:49.1Z,1,REGULAR,period,end,[],0,,,1610612738,34,30,2022-03-27T22:35:49Z,1680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-03-27T22:37:40.0Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,34,30,2022-03-27T22:38:24Z,1690000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-03-27T22:37:40.0Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612738,34,30,2022-03-27T22:38:24Z,1700000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-03-27T22:37:40.0Z,2,REGULAR,substitution,in,['startperiod'],1630174,,,1610612738,34,30,2022-03-27T22:38:24Z,1710000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-03-27T22:37:40.0Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612738,34,30,2022-03-27T22:38:24Z,1720000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-03-27T22:38:33.1Z,2,REGULAR,period,start,[],0,,,1610612738,34,30,2022-03-27T22:38:33Z,1730000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M40.00S,2022-03-27T22:38:52.6Z,2,REGULAR,3pt,Jump Shot,[],1628401,94.30026281208936,3.431372549019608,1610612738,37,30,2022-03-27T22:38:58Z,1740000,-233.0,1.0,1,right,D. White 3PT  (3 PTS) (J. Tatum 3 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,23.28,Made,,,,,3.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,
176,PT11M28.00S,2022-03-27T22:39:03.6Z,2,REGULAR,turnover,bad pass,[],1629162,,,1610612750,37,30,2022-03-27T22:39:11Z,1760000,,,0,,J. McLaughlin bad pass TURNOVER (1 TO),"[1629162, 1628401]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,1.0,,,,,White,1628401.0,
177,PT11M28.00S,2022-03-27T22:39:03.6Z,2,REGULAR,steal,,[],1628401,,,1610612738,37,30,2022-03-27T22:39:06Z,1770000,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M24.00S,2022-03-27T22:39:09.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628401,92.32917214191852,52.20588235294118,1610612738,39,30,2022-03-27T22:40:01Z,1780000,11.0,20.0,1,right,D. White running Layup (5 PTS) (P. Pritchard 1 AST),"[1628401, 1630202]",1610612738.0,BOS,running,,,White,D. White,,,,,2.25,Made,,,,,5.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,
