actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
89,PT03M40.00S,2022-03-13T20:00:54.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,7.5722733245729295,65.19607843137256,1610612742,18,14,2022-03-13T20:04:04Z,890000,-76.0,19.0,1,left,MISS L. Doncic 7' fadeaway bank Shot,[1629029],1610612742.0,DAL,fadeaway bank,,,Doncic,L. Doncic,,,,,7.83,Missed,,,,,,,,,,,,,,,,,,,
90,PT03M39.00S,2022-03-13T20:00:55.2Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,18,14,2022-03-13T20:02:09Z,900000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,
91,PT03M23.00S,2022-03-13T20:01:09.9Z,1,REGULAR,3pt,Jump Shot,[],1629684,72.48685939553219,16.42156862745098,1610612738,18,14,2022-03-13T20:02:23Z,910000,-168.0,206.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.58,Missed,,,,,,,,,,,,,,,,,,,
92,PT03M20.00S,2022-03-13T20:01:12.9Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,18,14,2022-03-13T20:02:23Z,920000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,
93,PT03M01.00S,2022-03-13T20:01:35.6Z,1,REGULAR,turnover,out-of-bounds,[],1627827,,,1610612742,18,14,2022-03-13T20:03:24Z,930000,,,0,,D. Finney-Smith lost ball out-of-bounds TURNOVER (1 TO),[1627827],1610612742.0,DAL,lost ball,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,1.0,,,,,,,,,,,,,
94,PT03M00.00S,2022-03-13T20:01:40.6Z,1,REGULAR,substitution,out,[],203915,,,1610612738,18,14,2022-03-13T20:01:44Z,940000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M00.00S,2022-03-13T20:01:40.6Z,1,REGULAR,substitution,in,[],1630182,,,1610612738,18,14,2022-03-13T20:01:44Z,950000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT02M49.00S,2022-03-13T20:01:58.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,89.96386333771353,94.36274509803921,1610612738,18,14,2022-03-13T20:03:43Z,960000,222.0,42.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.57,Missed,,,,,,,,,,,,,,,,,,,
97,PT02M46.00S,2022-03-13T20:02:01.7Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,18,14,2022-03-13T20:03:43Z,970000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,
98,PT02M36.00S,2022-03-13T20:02:11.3Z,1,REGULAR,3pt,Jump Shot,[],203504,10.726018396846255,2.696078431372549,1610612742,18,14,2022-03-13T20:03:56Z,980000,237.0,48.0,1,left,MISS T. Burke 24' 3PT,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,24.14,Missed,,,,,,,,,,,,,,,,,,,
99,PT02M33.00S,2022-03-13T20:02:14.3Z,1,REGULAR,rebound,offensive,[],1630182,,,1610612742,18,14,2022-03-13T20:03:56Z,990000,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,98.0,1.0,0.0,1.0,,,,,,,
100,PT02M31.00S,2022-03-13T20:02:16.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,30.56833114323259,69.85294117647058,1610612742,18,14,2022-03-13T20:04:06Z,1000000,-99.0,235.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
101,PT02M28.00S,2022-03-13T20:02:19.1Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,18,14,2022-03-13T20:04:06Z,1010000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,100.0,3.0,3.0,0.0,,,,,,,
102,PT02M18.00S,2022-03-13T20:02:27.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,85.15111695137976,50.90762867647059,1610612738,20,14,2022-03-13T20:04:19Z,1020000,5.0,87.0,1,right,D. White 8' turnaround Jump Shot (3 PTS),[1628401],1610612738.0,BOS,turnaround,,,White,D. White,,,,,8.72,Made,3.0,,,,,,,,,,,,,,,,,,
103,PT02M17.00S,2022-03-13T20:02:35.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,20,14,2022-03-13T20:02:35Z,1030000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M17.00S,2022-03-13T20:05:30.7Z,1,REGULAR,substitution,out,[],1627759,,,1610612742,20,14,2022-03-13T20:06:10Z,1040000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M17.00S,2022-03-13T20:05:30.7Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,20,14,2022-03-13T20:06:10Z,1050000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M17.00S,2022-03-13T20:05:30.7Z,1,REGULAR,substitution,in,[],1628369,,,1610612742,20,14,2022-03-13T20:06:10Z,1060000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M17.00S,2022-03-13T20:05:30.7Z,1,REGULAR,substitution,in,[],202722,,,1610612742,20,14,2022-03-13T20:06:10Z,1070000,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT01M57.00S,2022-03-13T20:06:38.8Z,1,REGULAR,3pt,Jump Shot,[],1630182,25.969119579500656,11.029411764705882,1610612742,20,14,2022-03-13T20:06:45Z,1080000,195.0,192.0,1,left,MISS J. Green 27' 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,,
109,PT01M55.00S,2022-03-13T20:06:40.8Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,20,14,2022-03-13T20:06:45Z,1090000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,108.0,4.0,4.0,0.0,,,,,,,
110,PT01M48.00S,2022-03-13T20:06:47.0Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,20,14,2022-03-13T20:07:08Z,1100000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1629029]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,1.0,,,,,,,Doncic,1629029.0,,,,,
111,PT01M48.00S,2022-03-13T20:06:47.0Z,1,REGULAR,steal,,[],1629029,,,1610612742,20,14,2022-03-13T20:06:48Z,1110000,,,0,,L. Doncic STEAL (2 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M46.00S,2022-03-13T20:06:50.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630182,6.258212877792378,48.77450980392157,1610612742,20,16,2022-03-13T20:07:04Z,1120000,6.0,6.0,1,left,J. Green running Layup (2 PTS) (L. Doncic 3 AST),"[1630182, 1629029]",1610612742.0,DAL,running,,,Green,J. Green,,,,,0.88,Made,2.0,L. Doncic,1629029.0,3.0,,,,,,,,,,,,,,,
114,PT01M21.00S,2022-03-13T20:07:14.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,88.25558475689881,35.294117647058826,1610612738,20,16,2022-03-13T20:07:54Z,1140000,-74.0,58.0,1,right,MISS M. Smart 9' turnaround bank Shot,[203935],1610612738.0,BOS,turnaround bank,,,Smart,M. Smart,,,,,9.36,Missed,,,,,,,,,,,,,,,,,,,
115,PT01M19.00S,2022-03-13T20:07:16.5Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,20,16,2022-03-13T20:07:23Z,1150000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,114.0,2.0,2.0,0.0,,,,,,,
116,PT01M13.00S,2022-03-13T20:07:20.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202722,26.231931668856767,82.84313725490196,1610612742,20,16,2022-03-13T20:08:34Z,1160000,-164.0,194.0,1,left,MISS D. Bertans 25' running 3PT,[202722],1610612742.0,DAL,running,,,Bertans,D. Bertans,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,,
117,PT01M11.00S,2022-03-13T20:07:22.9Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,20,16,2022-03-13T20:07:32Z,1170000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,116.0,2.0,2.0,0.0,,,,,,,
118,PT01M07.00S,2022-03-13T20:07:30.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,68.54467805519053,20.34313725490196,1610612738,20,16,2022-03-13T20:09:04Z,1180000,-148.0,243.0,1,right,MISS D. White 28' step back 3PT,[1628401],1610612738.0,BOS,step back,,,White,D. White,,,,,28.48,Missed,,,,,,,,,,,,,,,,,,,
119,PT01M05.00S,2022-03-13T20:07:32.4Z,1,REGULAR,rebound,defensive,[],202722,,,1610612742,20,16,2022-03-13T20:07:41Z,1190000,,,0,,D. Bertans REBOUND (Off:0 Def:1),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,
120,PT00M48.90S,2022-03-13T20:07:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.652431011826544,46.568627450980394,1610612742,20,18,2022-03-13T20:07:53Z,1200000,17.0,10.0,1,left,L. Doncic driving Layup (7 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,1.99,Made,7.0,,,,,,,,,,,,,,,,,,
121,PT00M39.10S,2022-03-13T20:08:07.1Z,1,REGULAR,foul,personal,[],1630182,,,1610612738,20,18,2022-03-13T20:08:23Z,1210000,,,0,,J. Green personal FOUL (1 PF),"[1630182, 1628369]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,1626300.0,,,,,,,,,,1.0,0.0,Tatum,1628369.0,
123,PT00M39.10S,2022-03-13T20:08:18.5Z,1,REGULAR,substitution,out,[],1629029,,,1610612738,20,18,2022-03-13T20:08:21Z,1230000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT00M39.10S,2022-03-13T20:08:18.5Z,1,REGULAR,substitution,in,[],203915,,,1610612738,20,18,2022-03-13T20:08:21Z,1240000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT00M33.60S,2022-03-13T20:08:27.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,89.50804862023654,56.885723039215684,1610612738,20,18,2022-03-13T20:10:04Z,1250000,34.0,46.0,1,right,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,5.75,Missed,,,,,,,,,,,,,,,,,,,
126,PT00M31.50S,2022-03-13T20:08:29.7Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,20,18,2022-03-13T20:08:37Z,1260000,,,0,,M. Kleber REBOUND (Off:0 Def:3),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,125.0,3.0,3.0,0.0,,,,,,,
127,PT00M09.70S,2022-03-13T20:08:51.3Z,1,REGULAR,2pt,Jump Shot,[],203915,23.340998685939553,72.05882352941177,1610612742,20,18,2022-03-13T20:08:59Z,1270000,-110.0,167.0,1,left,MISS S. Dinwiddie 20' step back Shot,[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,20.01,Missed,,,,,,,,,,,,,,,,,,,
128,PT00M07.10S,2022-03-13T20:08:53.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,20,18,2022-03-13T20:08:59Z,1280000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,127.0,2.0,2.0,0.0,,,,,,,
129,PT00M02.60S,2022-03-13T20:08:58.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,70.51576872536137,86.27450980392157,1610612738,20,18,2022-03-13T20:10:45Z,1290000,181.0,225.0,1,right,MISS J. Tatum 28' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,28.88,Missed,,,,,,,,,,,,,,,,,,,
130,PT00M00.10S,2022-03-13T20:09:01.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,20,18,2022-03-13T20:09:30Z,1300000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,129.0,,,,,,,,,,
131,PT00M00.00S,2022-03-13T20:09:02.5Z,1,REGULAR,period,end,[],0,,,1610612738,20,18,2022-03-13T20:09:02Z,1310000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT12M00.00S,2022-03-13T20:11:40.0Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,20,18,2022-03-13T20:12:28Z,1320000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2022-03-13T20:11:40.0Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,20,18,2022-03-13T20:12:28Z,1330000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2022-03-13T20:11:40.0Z,2,REGULAR,substitution,out,['startperiod'],203504,,,1610612738,20,18,2022-03-13T20:12:28Z,1340000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2022-03-13T20:11:40.0Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612738,20,18,2022-03-13T20:12:28Z,1350000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2022-03-13T20:11:40.0Z,2,REGULAR,substitution,in,['startperiod'],201143,,,1610612738,20,18,2022-03-13T20:12:28Z,1360000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2022-03-13T20:11:40.0Z,2,REGULAR,substitution,in,['startperiod'],1628973,,,1610612738,20,18,2022-03-13T20:12:28Z,1370000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2022-03-13T20:12:37.4Z,2,REGULAR,period,start,[],0,,,1610612742,20,18,2022-03-13T20:12:37Z,1380000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT11M50.00S,2022-03-13T20:12:48.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,6.389618922470433,57.84313725490197,1610612742,20,18,2022-03-13T20:13:02Z,1390000,-39.0,8.0,1,left,MISS S. Dinwiddie driving Layup - blocked,"[203915, 201143]",1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,3.99,Missed,,,,,,,Horford,201143.0,,,,,,,,,,,
140,PT11M50.00S,2022-03-13T20:12:48.6Z,2,REGULAR,block,,[],201143,,,1610612742,20,18,2022-03-13T20:12:51Z,1400000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT11M47.00S,2022-03-13T20:12:51.6Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,20,18,2022-03-13T20:13:02Z,1410000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,139.0,2.0,2.0,0.0,,,,,,,
142,PT11M42.00S,2022-03-13T20:12:54.6Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,20,18,2022-03-13T20:13:53Z,1420000,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 202722]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,1.0,,,,,,,Bertans,202722.0,,,,,
143,PT11M42.00S,2022-03-13T20:12:54.6Z,2,REGULAR,steal,,[],202722,,,1610612742,20,18,2022-03-13T20:12:57Z,1430000,,,0,,D. Bertans STEAL (1 STL),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT11M33.00S,2022-03-13T20:13:05.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203915,8.360709592641262,57.35294117647059,1610612742,20,18,2022-03-13T20:14:14Z,1440000,-37.0,26.0,1,left,MISS S. Dinwiddie turnaround Shot - blocked,"[203915, 201143]",1610612742.0,DAL,turnaround,,,Dinwiddie,S. Dinwiddie,,,,,4.51,Missed,,,,,,,Horford,201143.0,,,,,,,,,,,
145,PT11M33.00S,2022-03-13T20:13:05.4Z,2,REGULAR,block,,[],201143,,,1610612742,20,18,2022-03-13T20:13:08Z,1450000,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT11M30.00S,2022-03-13T20:13:08.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,20,18,2022-03-13T20:14:14Z,1460000,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,144.0,3.0,2.0,1.0,,,,,,,
147,PT11M19.00S,2022-03-13T20:13:19.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,86.81011826544021,37.99019607843137,1610612738,20,18,2022-03-13T20:14:40Z,1470000,-60.0,71.0,1,right,MISS D. White 9' driving Layup - blocked,"[1628401, 1628467]",1610612738.0,BOS,driving,,,White,D. White,,,,,9.33,Missed,,,,,,,Kleber,1628467.0,,,,,,,,,,,
148,PT11M19.00S,2022-03-13T20:13:19.6Z,2,REGULAR,block,,[],1628467,,,1610612738,20,18,2022-03-13T20:13:22Z,1480000,,,0,,M. Kleber BLOCK (2 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M17.00S,2022-03-13T20:13:21.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,20,18,2022-03-13T20:14:40Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,147.0,,,,,,,,,,
150,PT11M17.00S,2022-03-13T20:13:24.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,20,18,2022-03-13T20:13:24Z,1500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M17.00S,2022-03-13T20:13:35.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,89.70105124835742,3.9215686274509802,1610612738,20,18,2022-03-13T20:14:58Z,1510000,-230.0,44.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.46,Missed,,,,,,,,,,,,,,,,,,,
152,PT11M14.00S,2022-03-13T20:13:38.8Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,20,18,2022-03-13T20:14:58Z,1520000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,
153,PT10M54.00S,2022-03-13T20:13:59.2Z,2,REGULAR,turnover,lost ball,[],1628973,,,1610612742,20,18,2022-03-13T20:15:21Z,1530000,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 201143]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,1.0,,,,,,,Horford,201143.0,,,,,
154,PT10M54.00S,2022-03-13T20:13:59.2Z,2,REGULAR,steal,,[],201143,,,1610612738,20,18,2022-03-13T20:22:11Z,1540000,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT10M47.00S,2022-03-13T20:14:09.8Z,2,REGULAR,foul,offensive,[],1630202,,,1610612738,20,18,2022-03-13T20:18:49Z,1550000,,,0,,P. Pritchard offensive FOUL (1 PF),"[1630202, 1630182]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,1626300.0,,,,,,,,,,1.0,0.0,Green,1630182.0,
157,PT10M47.00S,2022-03-13T20:14:09.8Z,2,REGULAR,turnover,offensive foul,[],1630202,,,1610612738,20,18,2022-03-13T20:14:09Z,1570000,,,0,,P. Pritchard offensive foul TURNOVER (1 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,1626300.0,1.0,,,,,,,,,,,,,
158,PT10M39.00S,2022-03-13T20:14:28.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,7.703679369250986,44.36274509803921,1610612742,20,18,2022-03-13T20:20:46Z,1580000,28.0,20.0,1,left,MISS S. Dinwiddie driving Layup,[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,3.45,Missed,,,,,,,,,,,,,,,,,,,
159,PT10M37.00S,2022-03-13T20:14:30.0Z,2,REGULAR,rebound,offensive,[],1628467,,,1610612742,20,18,2022-03-13T20:16:25Z,1590000,,,0,,M. Kleber REBOUND (Off:1 Def:3),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,158.0,4.0,3.0,1.0,,,,,,,
160,PT10M24.00S,2022-03-13T20:14:43.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203915,6.783837056504599,55.88235294117647,1610612742,20,18,2022-03-13T20:20:53Z,1600000,-29.0,11.0,1,left,MISS S. Dinwiddie driving reverse Layup,[203915],1610612742.0,DAL,driving reverse,,,Dinwiddie,S. Dinwiddie,,,,,3.15,Missed,,,,,,,,,,,,,,,,,,,
161,PT10M21.00S,2022-03-13T20:14:46.1Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,20,18,2022-03-13T20:16:39Z,1610000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,160.0,3.0,3.0,0.0,,,,,,,
162,PT10M05.00S,2022-03-13T20:15:01.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,88.91261498028909,49.754901960784316,1610612738,20,18,2022-03-13T20:22:19Z,1620000,-1.0,52.0,1,right,MISS G. Williams driving Layup,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,5.17,Missed,,,,,,,,,,,,,,,,,,,
163,PT10M03.00S,2022-03-13T20:15:03.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,20,18,2022-03-13T20:16:53Z,1630000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,162.0,,,,,,,,,,
164,PT10M00.00S,2022-03-13T20:15:10.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,20,18,2022-03-13T20:15:10Z,1640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT09M49.00S,2022-03-13T20:15:20.6Z,2,REGULAR,3pt,Jump Shot,[],202722,33.98488830486202,24.264705882352942,1610612742,20,21,2022-03-13T20:17:09Z,1650000,129.0,267.0,1,left,D. Bertans 29' 3PT  (3 PTS) (J. Brunson 1 AST),"[202722, 1628973]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,29.64,Made,3.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,,
167,PT09M30.00S,2022-03-13T20:15:41.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,89.96386333771353,57.59803921568627,1610612738,20,21,2022-03-13T20:17:34Z,1670000,38.0,42.0,1,right,MISS D. White driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,5.65,Missed,,,,,,,,,,,,,,,,,,,
168,PT09M27.00S,2022-03-13T20:15:44.6Z,2,REGULAR,rebound,defensive,[],202722,,,1610612742,20,21,2022-03-13T20:17:34Z,1680000,,,0,,D. Bertans REBOUND (Off:0 Def:2),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,167.0,2.0,2.0,0.0,,,,,,,
169,PT09M20.00S,2022-03-13T20:15:50.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630182,6.389618922470433,53.92156862745098,1610612742,20,21,2022-03-13T20:17:42Z,1690000,-20.0,8.0,1,left,MISS J. Green running Layup,[1630182],1610612742.0,DAL,running,,,Green,J. Green,,,,,2.1,Missed,,,,,,,,,,,,,,,,,,,
170,PT09M18.00S,2022-03-13T20:15:52.6Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,20,21,2022-03-13T20:17:42Z,1700000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,169.0,1.0,1.0,0.0,,,,,,,
