actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
185,PT08M56.00S,2022-01-22T01:15:54.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,81.68528252299606,50.98039215686274,1610612738,30,40,2022-01-22T01:16:03Z,1840000,5.0,120.0,1,right,R. Langford 11' turnaround fadeaway Jump Shot (2 PTS) (J. Brown 2 AST),"[1629641, 1627759]",1610612738.0,BOS,turnaround fadeaway,,,Langford,R. Langford,,,,,11.98,Made,,,,,,,,,,2.0,,J. Brown,1627759.0,2.0,,,,,
187,PT08M45.00S,2022-01-22T01:16:05.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,6.1268068331143235,54.166666666666664,1610612757,30,40,2022-01-22T01:16:14Z,1860000,-21.0,5.0,1,left,MISS C. McCollum driving reverse Layup,[203468],1610612757.0,POR,driving reverse,,,McCollum,C. McCollum,,,,,2.14,Missed,,,,,,,,,,,,,,,,,,,
188,PT08M44.00S,2022-01-22T01:16:06.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,30,40,2022-01-22T01:16:14Z,1870000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
189,PT08M36.00S,2022-01-22T01:16:14.5Z,2,REGULAR,3pt,Jump Shot,[],1629641,90.62089356110381,3.6764705882352944,1610612738,30,40,2022-01-22T01:16:24Z,1880000,-232.0,36.0,1,right,MISS R. Langford 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,23.43,Missed,,,,,,,,,,,,,,,,,,,
190,PT08M32.00S,2022-01-22T01:16:18.5Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,30,40,2022-01-22T01:16:24Z,1890000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
191,PT08M26.00S,2022-01-22T01:16:24.5Z,2,REGULAR,3pt,Jump Shot,[],1629014,30.042706964520367,10.784313725490197,1610612757,30,43,2022-01-22T01:16:36Z,1900000,196.0,230.0,1,left,A. Simons 30' 3PT  (8 PTS) (C. McCollum 1 AST),"[1629014, 203468]",1610612757.0,POR,,,,Simons,A. Simons,,,,,30.22,Made,,,,,,,,,,8.0,,C. McCollum,203468.0,1.0,,,,,
193,PT08M06.00S,2022-01-22T01:16:44.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,91.98423127463863,43.93765318627451,1610612738,30,43,2022-01-22T01:20:08Z,1920000,-30.0,23.0,1,right,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,3.79,Missed,,,,,,,,,,,,,,,,,,,
194,PT08M03.00S,2022-01-22T01:16:47.6Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,30,43,2022-01-22T01:16:56Z,1930000,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,193.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
195,PT07M54.00S,2022-01-22T01:16:56.1Z,2,REGULAR,3pt,Jump Shot,[],1629014,26.231931668856767,16.42156862745098,1610612757,30,43,2022-01-22T01:20:28Z,1940000,168.0,194.0,1,left,MISS A. Simons 25' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
196,PT07M52.00S,2022-01-22T01:16:58.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,30,43,2022-01-22T01:17:04Z,1950000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,195.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
197,PT07M49.00S,2022-01-22T01:17:04.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,92.59198423127464,49.01960784313725,1610612738,32,43,2022-01-22T01:17:10Z,1960000,-5.0,17.0,1,right,J. Tatum running Layup (7 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.78,Made,,,,,,,,,,7.0,,,,,,,,,
198,PT07M49.00S,2022-01-22T01:17:09.6Z,2,REGULAR,foul,personal,['1freethrow'],1629642,,,1610612738,32,43,2022-01-22T01:17:42Z,1970000,,,0,,N. Little shooting personal FOUL (1 PF) (Tatum 1 FT),"[1629642, 1628369]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,,,,,,,202035.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
200,PT07M49.00S,2022-01-22T01:17:16.8Z,2,REGULAR,substitution,out,[],203468,,,1610612738,32,43,2022-01-22T01:17:28Z,1990000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M49.00S,2022-01-22T01:17:16.8Z,2,REGULAR,substitution,out,[],1629604,,,1610612738,32,43,2022-01-22T01:17:28Z,2000000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M49.00S,2022-01-22T01:17:16.8Z,2,REGULAR,substitution,in,[],203463,,,1610612738,32,43,2022-01-22T01:17:28Z,2010000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M49.00S,2022-01-22T01:17:16.8Z,2,REGULAR,substitution,in,[],203496,,,1610612738,32,43,2022-01-22T01:17:28Z,2020000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M49.00S,2022-01-22T01:17:45.6Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1628369,,,1610612738,33,43,2022-01-22T01:17:45Z,2030000,,,0,,J. Tatum Free Throw 1 of 1 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
205,PT07M38.00S,2022-01-22T01:17:58.8Z,2,REGULAR,3pt,Jump Shot,[],1629642,29.77989487516426,71.32352941176471,1610612757,33,43,2022-01-22T01:18:03Z,2040000,-107.0,227.0,1,left,MISS N. Little 25' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
206,PT07M35.00S,2022-01-22T01:18:01.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,33,43,2022-01-22T01:18:03Z,2050000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,205.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
207,PT07M29.00S,2022-01-22T01:18:07.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,72.7496714848883,16.911764705882355,1610612738,33,43,2022-01-22T01:18:20Z,2060000,-165.0,204.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,,
208,PT07M26.00S,2022-01-22T01:18:11.2Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,33,43,2022-01-22T01:18:11Z,2070000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,207.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
209,PT07M24.00S,2022-01-22T01:18:12.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628369,93.24901445466492,48.77450980392157,1610612738,35,43,2022-01-22T01:18:23Z,2080000,-6.0,11.0,1,right,J. Tatum driving DUNK (10 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.26,Made,,,,,,,,,,10.0,,,,,,,,,
210,PT07M10.00S,2022-01-22T01:18:26.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,7.966491458607096,61.51960784313726,1610612757,35,43,2022-01-22T01:18:34Z,2090000,-58.0,22.0,1,left,MISS J. Nurkic 6' driving Layup - blocked,"[203994, 1629641]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,6.18,Missed,,,,,,,,,,,,,,,,,Langford,1629641.0,
211,PT07M10.00S,2022-01-22T01:18:26.6Z,2,REGULAR,block,,[],1629641,,,1610612757,35,43,2022-01-22T01:18:28Z,2100000,,,0,,R. Langford BLOCK (1 BLK),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M07.00S,2022-01-22T01:18:29.6Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,35,43,2022-01-22T01:18:34Z,2110000,,,0,,G. Williams REBOUND (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,210.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
213,PT07M06.00S,2022-01-22T01:18:32.6Z,2,REGULAR,foul,personal,['2freethrow'],203463,,,1610612738,35,43,2022-01-22T01:18:49Z,2120000,,,0,,B. McLemore shooting personal FOUL (1 PF) (Williams 2 FT),"[203463, 1629684]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,,,,,,,1627962.0,1.0,0.0,Williams,1629684.0,,,,,,,,,,
215,PT07M06.00S,2022-01-22T01:19:01.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629684,,,1610612738,36,43,2022-01-22T01:19:01Z,2140000,,,0,,G. Williams Free Throw 1 of 2 (4 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
216,PT07M06.00S,2022-01-22T01:19:17.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629684,,,1610612738,37,43,2022-01-22T01:19:17Z,2150000,,,0,,G. Williams Free Throw 2 of 2 (5 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
217,PT06M51.00S,2022-01-22T01:19:33.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,7.5722733245729295,39.21568627450981,1610612757,37,45,2022-01-22T01:19:39Z,2160000,54.0,19.0,1,left,A. Simons driving floating Jump Shot (10 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,5.71,Made,,,,,,,,,,10.0,,,,,,,,,
218,PT06M36.00S,2022-01-22T01:19:50.7Z,2,REGULAR,foul,personal,[],203496,,,1610612738,37,45,2022-01-22T01:20:06Z,2170000,,,0,,R. Covington personal FOUL (2 PF),"[203496, 1628369]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,1662.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,
220,PT06M29.00S,2022-01-22T01:20:24.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,88.64980289093299,62.99019607843137,1610612738,39,45,2022-01-22T01:20:29Z,2190000,65.0,54.0,1,right,R. Langford 8' driving floating bank Jump Shot (4 PTS) (J. Tatum 3 AST),"[1629641, 1628369]",1610612738.0,BOS,driving floating bank,,,Langford,R. Langford,,,,,8.46,Made,,,,,,,,,,4.0,,J. Tatum,1628369.0,3.0,,,,,
222,PT06M14.00S,2022-01-22T01:20:38.5Z,2,REGULAR,3pt,Jump Shot,[],203463,12.697109067017081,2.696078431372549,1610612757,39,45,2022-01-22T01:20:45Z,2210000,237.0,67.0,1,left,MISS B. McLemore 24' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,24.58,Missed,,,,,,,,,,,,,,,,,,,
223,PT06M12.00S,2022-01-22T01:20:40.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,39,45,2022-01-22T01:20:45Z,2220000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,222.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
224,PT06M07.00S,2022-01-22T01:20:45.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,70.12155059132719,76.9607843137255,1610612738,39,45,2022-01-22T01:20:54Z,2230000,135.0,228.0,1,right,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.52,Missed,,,,,,,,,,,,,,,,,,,
225,PT06M05.00S,2022-01-22T01:20:47.4Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,39,45,2022-01-22T01:20:54Z,2240000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,224.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
226,PT05M47.00S,2022-01-22T01:21:06.0Z,2,REGULAR,2pt,Jump Shot,[],1629642,16.63929040735874,73.52941176470588,1610612757,39,45,2022-01-22T01:23:27Z,2250000,-118.0,104.0,1,left,MISS N. Little 15' step back Shot,[1629642],1610612757.0,POR,step back,,,Little,N. Little,,,,,15.69,Missed,,,,,,,,,,,,,,,,,,,
227,PT05M40.00S,2022-01-22T01:21:13.0Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,39,45,2022-01-22T01:21:27Z,2260000,,,0,,J. Nurkic REBOUND (Off:2 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,226.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
228,PT05M40.00S,2022-01-22T01:21:11.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203994,5.590000152587891,50.0,1610612757,39,45,2022-01-22T01:21:39Z,2270000,0.0,0.0,1,left,MISS J. Nurkic tip Layup,[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
229,PT05M39.00S,2022-01-22T01:21:12.5Z,2,REGULAR,rebound,defensive,[],1629641,,,1610612738,39,45,2022-01-22T01:21:39Z,2280000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,228.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
230,PT05M35.00S,2022-01-22T01:21:17.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,90.62089356110381,96.07843137254902,1610612738,42,45,2022-01-22T01:23:53Z,2290000,230.0,36.0,1,right,G. Williams 3PT pullup (8 PTS) (J. Brown 3 AST),"[1629684, 1627759]",1610612738.0,BOS,pullup,,,Williams,G. Williams,,,,,23.31,Made,,,,,,,,,,8.0,,J. Brown,1627759.0,3.0,,,,,
232,PT05M33.00S,2022-01-22T01:21:22.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,42,45,2022-01-22T01:21:22Z,2310000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M33.00S,2022-01-22T01:23:41.6Z,2,REGULAR,substitution,out,[],1629642,,,1610612757,42,45,2022-01-22T01:24:11Z,2320000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M33.00S,2022-01-22T01:23:41.6Z,2,REGULAR,substitution,out,[],203994,,,1610612757,42,45,2022-01-22T01:24:11Z,2330000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M33.00S,2022-01-22T01:23:41.6Z,2,REGULAR,substitution,in,[],203468,,,1610612757,42,45,2022-01-22T01:24:11Z,2340000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M33.00S,2022-01-22T01:23:41.6Z,2,REGULAR,substitution,in,[],1630570,,,1610612757,42,45,2022-01-22T01:24:11Z,2350000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M18.00S,2022-01-22T01:24:36.1Z,2,REGULAR,foul,personal,[],1629057,,,1610612757,42,45,2022-01-22T01:24:47Z,2360000,,,0,,R. Williams III personal FOUL (2 PF),"[1629057, 203468]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,1627962.0,2.0,0.0,McCollum,203468.0,,,,,,,,,,
239,PT05M06.00S,2022-01-22T01:25:08.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612757,42,45,2022-01-22T01:25:14Z,2380000,,,0,,J. Tatum shooting personal FOUL (2 PF) (Covington 2 FT),"[1628369, 203496]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,1627962.0,2.0,0.0,Covington,203496.0,,,,,,,,,,
241,PT05M06.00S,2022-01-22T01:25:36.4Z,2,REGULAR,freethrow,1 of 2,[],203496,,,1610612757,42,45,2022-01-22T01:25:57Z,2400000,,,0,,MISS R. Covington Free Throw 1 of 2,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,Missed,,,,,,,,,,,,,,,,,,,
242,PT05M06.00S,2022-01-22T01:25:36.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,42,45,2022-01-22T01:25:57Z,2410000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,,,
243,PT05M06.00S,2022-01-22T01:25:36.4Z,2,REGULAR,freethrow,2 of 2,[],203496,,,1610612757,42,45,2022-01-22T01:25:57Z,2420000,,,0,,MISS R. Covington Free Throw 2 of 2,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,Missed,,,,,,,,,,,,,,,,,,,
244,PT05M06.00S,2022-01-22T01:25:36.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,42,45,2022-01-22T01:25:57Z,2430000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,243.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
245,PT04M50.00S,2022-01-22T01:26:08.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,89.17542706964521,41.911764705882355,1610612738,42,45,2022-01-22T01:26:15Z,2440000,-40.0,49.0,1,right,MISS J. Brown 6' driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,6.37,Missed,,,,,,,,,,,,,,,,,,,
246,PT04M47.00S,2022-01-22T01:26:11.1Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,42,45,2022-01-22T01:27:05Z,2450000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,245.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
247,PT04M41.00S,2022-01-22T01:26:17.4Z,2,REGULAR,3pt,Jump Shot,[],203468,32.14520367936925,49.01960784313725,1610612757,42,45,2022-01-22T01:26:25Z,2460000,5.0,250.0,1,left,MISS C. McCollum 24' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,,
248,PT04M39.00S,2022-01-22T01:26:19.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,42,45,2022-01-22T01:26:25Z,2470000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,247.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
249,PT04M35.00S,2022-01-22T01:26:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.40932982917214,61.274509803921575,1610612738,42,45,2022-01-22T01:26:44Z,2480000,56.0,28.0,1,right,MISS J. Tatum 6' driving Layup - blocked,"[1628369, 203468]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,6.31,Missed,,,,,,,,,,,,,,,,,McCollum,203468.0,
250,PT04M35.00S,2022-01-22T01:26:28.2Z,2,REGULAR,block,,[],203468,,,1610612738,42,45,2022-01-22T01:26:30Z,2490000,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M33.00S,2022-01-22T01:26:30.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,42,45,2022-01-22T01:26:44Z,2500000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,249.0,,,,,,,,,,,,,,,,,,
252,PT04M33.00S,2022-01-22T01:26:32.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,42,45,2022-01-22T01:26:32Z,2510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M29.00S,2022-01-22T01:26:45.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,79.45137976346912,54.41176470588235,1610612738,44,45,2022-01-22T01:26:50Z,2520000,22.0,141.0,1,right,J. Brown 14' pullup Jump Shot (9 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,14.24,Made,,,,,,,,,,9.0,,,,,,,,,
254,PT04M06.00S,2022-01-22T01:27:07.5Z,2,REGULAR,3pt,Jump Shot,[],1629014,30.17411300919842,32.84313725490196,1610612757,44,45,2022-01-22T01:27:14Z,2530000,86.0,231.0,1,left,MISS A. Simons 24' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,,
255,PT04M03.00S,2022-01-22T01:27:10.5Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,44,45,2022-01-22T01:27:14Z,2540000,,,0,,G. Williams REBOUND (Off:1 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,254.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
256,PT03M56.00S,2022-01-22T01:27:17.6Z,2,REGULAR,3pt,Jump Shot,[],1629684,93.77463863337714,95.83333333333334,1610612738,47,45,2022-01-22T01:27:22Z,2550000,229.0,6.0,1,right,G. Williams 3PT  (11 PTS) (J. Brown 4 AST),"[1629684, 1627759]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.93,Made,,,,,,,,,,11.0,,J. Brown,1627759.0,4.0,,,,,
258,PT03M28.00S,2022-01-22T01:27:45.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,6.389618922470433,41.17647058823529,1610612757,47,45,2022-01-22T01:27:55Z,2570000,44.0,8.0,1,left,MISS C. McCollum driving reverse Layup - blocked,"[203468, 1629057]",1610612757.0,POR,driving reverse,,,McCollum,C. McCollum,,,,,4.48,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
259,PT03M28.00S,2022-01-22T01:27:45.3Z,2,REGULAR,block,,[],1629057,,,1610612757,47,45,2022-01-22T01:27:47Z,2580000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M26.00S,2022-01-22T01:27:47.3Z,2,REGULAR,rebound,offensive,[],1630570,,,1610612757,47,45,2022-01-22T01:27:55Z,2590000,,,0,,T. Watford REBOUND (Off:1 Def:0),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,258.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
261,PT03M25.00S,2022-01-22T01:27:49.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630570,6.521024967148489,46.07843137254902,1610612757,47,47,2022-01-22T01:28:09Z,2600000,20.0,9.0,1,left,T. Watford Jump Shot (2 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,2.15,Made,,,,,,,,,,2.0,,,,,,,,,
262,PT03M07.00S,2022-01-22T01:28:07.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,93.38042049934296,48.77450980392157,1610612738,49,47,2022-01-22T01:28:15Z,2610000,-6.0,10.0,1,right,R. Williams III alley-oop DUNK (2 PTS) (J. Tatum 4 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.15,Made,,,,,,,,,,2.0,,J. Tatum,1628369.0,4.0,,,,,
264,PT02M49.00S,2022-01-22T01:28:24.4Z,2,REGULAR,3pt,Jump Shot,[],1629014,32.013797634691194,52.94117647058824,1610612757,49,47,2022-01-22T01:29:24Z,2630000,-15.0,248.0,1,left,MISS A. Simons 24' step back 3PT,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,,
265,PT02M46.00S,2022-01-22T01:28:27.4Z,2,REGULAR,rebound,defensive,[],1629641,,,1610612738,49,47,2022-01-22T01:28:30Z,2640000,,,0,,R. Langford REBOUND (Off:0 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,264.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
266,PT02M38.00S,2022-01-22T01:28:40.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.06636005256242,52.94117647058824,1610612738,49,47,2022-01-22T01:29:59Z,2650000,15.0,22.0,1,right,MISS J. Brown driving reverse Layup,[1627759],1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,2.65,Missed,,,,,,,,,,,,,,,,,,,
267,PT02M36.00S,2022-01-22T01:28:42.1Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,49,47,2022-01-22T01:29:59Z,2660000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,266.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
268,PT02M35.00S,2022-01-22T01:28:43.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,49,47,2022-01-22T01:30:03Z,2670000,0.0,0.0,1,right,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
269,PT02M34.00S,2022-01-22T01:28:44.1Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,49,47,2022-01-22T01:30:03Z,2680000,,,0,,R. Williams III REBOUND (Off:3 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,268.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
