actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
81,PT06M13.00S,2021-10-27T23:51:07.4Z,1,REGULAR,substitution,out,[],203915,,,1610612764,12,6,2021-10-27T23:51:35Z,820000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M13.00S,2021-10-27T23:51:07.4Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,12,6,2021-10-27T23:51:35Z,830000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M13.00S,2021-10-27T23:51:07.4Z,1,REGULAR,substitution,in,[],1629684,,,1610612764,12,6,2021-10-27T23:51:35Z,840000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M13.00S,2021-10-27T23:51:07.4Z,1,REGULAR,substitution,in,[],203471,,,1610612764,12,6,2021-10-27T23:51:35Z,850000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M13.00S,2021-10-27T23:51:07.4Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,12,6,2021-10-27T23:51:35Z,860000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M13.00S,2021-10-27T23:51:07.4Z,1,REGULAR,substitution,in,[],1628988,,,1610612764,12,6,2021-10-27T23:51:35Z,870000,,,0,,SUB in: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M13.00S,2021-10-27T23:51:07.4Z,1,REGULAR,substitution,in,[],1626149,,,1610612764,12,6,2021-10-27T23:51:35Z,880000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M56.00S,2021-10-27T23:52:10.8Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612764,12,6,2021-10-27T23:52:18Z,890000,,,0,,G. Williams shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1629684, 1628398]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,1148.0,1.0,0.0,Kuzma,1628398.0,,,,,
90,PT05M56.00S,2021-10-27T23:52:36.4Z,1,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,12,6,2021-10-27T23:52:36Z,910000,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Missed,,,,,,,,,,,,,,,,,,
91,PT05M56.00S,2021-10-27T23:52:36.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,12,6,2021-10-27T23:52:36Z,920000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,
92,PT05M56.00S,2021-10-27T23:52:48.3Z,1,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,12,7,2021-10-27T23:52:48Z,930000,,,0,,K. Kuzma Free Throw 2 of 2 (3 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
93,PT05M39.00S,2021-10-27T23:53:09.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,81.42247043363994,49.26470588235294,1610612738,12,7,2021-10-27T23:53:15Z,940000,-4.0,122.0,1,right,MISS M. Smart 12' turnaround Shot,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,12.22,Missed,,,,,,,,,,,,,,,,,,
94,PT05M36.00S,2021-10-27T23:53:12.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,12,7,2021-10-27T23:53:15Z,950000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,93.0,2.0,2.0,0.0,,,,,,,,,,
95,PT05M17.00S,2021-10-27T23:53:32.5Z,1,REGULAR,3pt,Jump Shot,[],1628398,29.517082785808146,19.11764705882353,1610612764,12,10,2021-10-27T23:53:38Z,960000,154.0,225.0,1,left,K. Kuzma 27' 3PT  (6 PTS) (D. Avdija 1 AST),"[1628398, 1630166]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,27.29,Made,6.0,D. Avdija,1630166.0,1.0,,,,,,,,,,,,,,
97,PT04M59.00S,2021-10-27T23:53:50.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201143,92.32917214191852,47.794117647058826,1610612738,14,10,2021-10-27T23:53:59Z,980000,-11.0,20.0,1,right,A. Horford cutting DUNK (2 PTS) (D. Schroder 1 AST),"[201143, 203471]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,2.25,Made,2.0,D. Schroder,203471.0,1.0,,,,,,,,,,,,,,
99,PT04M45.00S,2021-10-27T23:54:03.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,11.383048620236531,38.970588235294116,1610612764,14,10,2021-10-27T23:54:08Z,1000000,55.0,55.0,1,left,MISS K. Kuzma 7' Hook,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,7.75,Missed,,,,,,,,,,,,,,,,,,
100,PT04M44.00S,2021-10-27T23:54:04.9Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,14,10,2021-10-27T23:54:08Z,1010000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,99.0,3.0,3.0,0.0,,,,,,,,,,
101,PT04M38.00S,2021-10-27T23:54:16.0Z,1,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,14,10,2021-10-27T23:54:27Z,1020000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (2 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,,,,,1201.0,,,,,,,2.0,,
102,PT04M38.00S,2021-10-27T23:54:29.6Z,1,REGULAR,substitution,out,[],203935,,,1610612764,14,10,2021-10-27T23:54:36Z,1030000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M38.00S,2021-10-27T23:54:29.6Z,1,REGULAR,substitution,in,[],1626196,,,1610612764,14,10,2021-10-27T23:54:36Z,1040000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M38.00S,2021-10-27T23:54:29.6Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,14,10,2021-10-27T23:55:00Z,1045000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M38.00S,2021-10-27T23:54:29.6Z,1,REGULAR,substitution,in,[],202722,,,1610612764,14,10,2021-10-27T23:55:00Z,1047500,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M24.00S,2021-10-27T23:54:43.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203078,11.12023653088042,38.970588235294116,1610612764,14,10,2021-10-27T23:54:49Z,1050000,55.0,52.0,1,left,MISS B. Beal 7' Jump Shot,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,7.58,Missed,,,,,,,,,,,,,,,,,,
105,PT04M21.00S,2021-10-27T23:54:46.0Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,14,10,2021-10-27T23:54:46Z,1060000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,104.0,4.0,4.0,0.0,,,,,,,,,,
108,PT04M18.00S,2021-10-27T23:54:51.8Z,1,REGULAR,foul,personal,[],1630166,,,1610612738,14,10,2021-10-27T23:55:17Z,1070000,,,0,,D. Avdija personal FOUL (1 PF),"[1630166, 203471]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,1201.0,1.0,0.0,Schroder,203471.0,,,,,
110,PT04M08.00S,2021-10-27T23:55:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,91.40932982917214,49.01960784313725,1610612738,16,10,2021-10-27T23:55:26Z,1090000,-5.0,28.0,1,right,A. Horford cutting Layup (4 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,2.87,Made,4.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
112,PT03M51.00S,2021-10-27T23:55:36.4Z,1,REGULAR,2pt,Jump Shot,[],202722,25.706307490144546,44.11764705882353,1610612764,16,12,2021-10-27T23:55:45Z,1110000,29.0,189.0,1,left,D. Bertans 19' pullup Jump Shot (2 PTS) (A. Holiday 1 AST),"[202722, 1628988]",1610612764.0,WAS,pullup,,,Bertans,D. Bertans,,,,,19.14,Made,2.0,A. Holiday,1628988.0,1.0,,,,,,,,,,,,,,
114,PT03M38.00S,2021-10-27T23:55:49.3Z,1,REGULAR,3pt,Jump Shot,[],201143,68.9388961892247,76.47058823529412,1610612738,16,12,2021-10-27T23:55:53Z,1130000,132.0,239.0,1,right,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,27.37,Missed,,,,,,,,,,,,,,,,,,
115,PT03M37.00S,2021-10-27T23:55:50.3Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,16,12,2021-10-27T23:55:53Z,1140000,,,0,,B. Beal REBOUND (Off:1 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,114.0,3.0,2.0,1.0,,,,,,,,,,
116,PT03M34.00S,2021-10-27T23:55:54.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626149,6.258212877792378,50.73529411764706,1610612764,16,14,2021-10-27T23:56:08Z,1150000,-4.0,6.0,1,left,M. Harrell running alley-oop DUNK (2 PTS) (B. Beal 1 AST),"[1626149, 203078]",1610612764.0,WAS,running alley-oop,,,Harrell,M. Harrell,,,,,0.73,Made,2.0,B. Beal,203078.0,1.0,,,,,,,,,,,,,,
118,PT03M14.00S,2021-10-27T23:56:14.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,83.26215505913272,48.77450980392157,1610612738,16,14,2021-10-27T23:56:20Z,1170000,-6.0,105.0,1,right,MISS J. Brown 10' floating Shot,[1627759],1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,10.5,Missed,,,,,,,,,,,,,,,,,,
119,PT03M12.00S,2021-10-27T23:56:16.7Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,16,14,2021-10-27T23:56:20Z,1180000,,,0,,M. Harrell REBOUND (Off:0 Def:1),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,
120,PT03M06.00S,2021-10-27T23:56:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,7.30946123521682,45.09803921568628,1610612764,16,16,2021-10-28T00:13:11Z,1190000,25.0,16.0,1,left,B. Beal driving Layup (6 PTS),[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,2.94,Made,6.0,,,,,,,,,,,,,,,,,
121,PT03M06.00S,2021-10-27T23:56:28.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,16,16,2021-10-27T23:56:28Z,1200000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M06.00S,2021-10-27T23:58:47.3Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,16,16,2021-10-27T23:59:06Z,1210000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M06.00S,2021-10-27T23:58:47.3Z,1,REGULAR,substitution,out,[],201143,,,1610612738,16,16,2021-10-27T23:59:06Z,1220000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M06.00S,2021-10-27T23:58:47.3Z,1,REGULAR,substitution,out,[],203078,,,1610612738,16,16,2021-10-27T23:59:06Z,1230000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M06.00S,2021-10-27T23:58:47.3Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,16,16,2021-10-27T23:59:06Z,1240000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M06.00S,2021-10-27T23:58:47.3Z,1,REGULAR,substitution,in,[],1629057,,,1610612738,16,16,2021-10-27T23:59:06Z,1250000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M06.00S,2021-10-27T23:58:47.3Z,1,REGULAR,substitution,in,[],1630557,,,1610612738,16,16,2021-10-27T23:59:06Z,1260000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M46.00S,2021-10-27T23:59:36.5Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612738,16,16,2021-10-27T23:59:42Z,1270000,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 1630557]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,1.0,Kispert,1630557.0
129,PT02M46.00S,2021-10-27T23:59:36.5Z,1,REGULAR,steal,,[],1630557,,,1610612764,16,16,2021-10-27T23:59:40Z,1280000,,,0,,C. Kispert STEAL (1 STL),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M44.00S,2021-10-27T23:59:45.4Z,1,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612764,16,16,2021-10-27T23:59:57Z,1290000,,,0,,J. Richardson shooting personal FOUL (1 PF) (Kispert 2 FT),"[1626196, 1630557]",1610612738.0,BOS,shooting,,,Richardson,J. Richardson,,,,,,,,,,,,,,,1148.0,1.0,0.0,Kispert,1630557.0,,,,,
132,PT02M44.00S,2021-10-28T00:00:04.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630557,,,1610612764,16,17,2021-10-28T00:00:04Z,1310000,,,0,,C. Kispert Free Throw 1 of 2 (1 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
133,PT02M44.00S,2021-10-28T00:00:16.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630557,,,1610612764,16,18,2021-10-28T00:00:16Z,1320000,,,0,,C. Kispert Free Throw 2 of 2 (2 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
134,PT02M30.00S,2021-10-28T00:00:32.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.19776609724047,55.63725490196079,1610612738,18,18,2021-10-28T00:00:39Z,1330000,28.0,21.0,1,right,J. Tatum driving Layup (4 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.5,Made,4.0,,,,,,,,,,,,,,,,,
135,PT02M17.00S,2021-10-28T00:00:44.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,19.398817345597898,90.19607843137256,1610612764,18,21,2021-10-28T00:00:49Z,1340000,-201.0,130.0,1,left,D. Avdija 3PT  (3 PTS) (A. Holiday 2 AST),"[1630166, 1628988]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,23.93,Made,3.0,A. Holiday,1628988.0,2.0,,,,,,,,,,,,,,
137,PT02M11.00S,2021-10-28T00:00:54.8Z,1,REGULAR,foul,personal,[],1628988,,,1610612738,18,21,2021-10-28T00:01:01Z,1360000,,,0,,A. Holiday personal FOUL (1 PF),"[1628988, 203471]",1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,1201.0,1.0,0.0,Schroder,203471.0,,,,,
139,PT02M11.00S,2021-10-28T00:01:05.5Z,1,REGULAR,substitution,out,[],1628988,,,1610612738,18,21,2021-10-28T00:01:14Z,1380000,,,0,,SUB out: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M11.00S,2021-10-28T00:01:05.5Z,1,REGULAR,substitution,out,[],1630166,,,1610612738,18,21,2021-10-28T00:01:14Z,1390000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M11.00S,2021-10-28T00:01:05.5Z,1,REGULAR,substitution,in,[],203915,,,1610612738,18,21,2021-10-28T00:01:14Z,1400000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M11.00S,2021-10-28T00:01:05.5Z,1,REGULAR,substitution,in,[],203484,,,1610612738,18,21,2021-10-28T00:01:14Z,1410000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M58.00S,2021-10-28T00:01:34.7Z,1,REGULAR,foul,personal,['2freethrow'],203484,,,1610612738,18,21,2021-10-28T00:01:44Z,1420000,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Tatum 2 FT),"[203484, 1628369]",1610612764.0,WAS,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,1201.0,1.0,0.0,Tatum,1628369.0,,,,,
145,PT01M58.00S,2021-10-28T00:02:01.6Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,19,21,2021-10-28T00:02:25Z,1440000,,,0,,J. Tatum Free Throw 1 of 2 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
146,PT01M58.00S,2021-10-28T00:02:01.6Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,19,21,2021-10-28T00:02:25Z,1450000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
147,PT01M55.00S,2021-10-28T00:02:04.6Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,19,21,2021-10-28T00:02:25Z,1460000,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,
148,PT01M34.00S,2021-10-28T00:02:43.4Z,1,REGULAR,3pt,Jump Shot,[],203915,32.53942181340342,43.627450980392155,1610612764,19,21,2021-10-28T00:03:03Z,1470000,32.0,253.0,1,left,MISS S. Dinwiddie 25' 3PT,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,
149,PT01M33.00S,2021-10-28T00:02:44.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,19,21,2021-10-28T00:03:03Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,
151,PT01M33.00S,2021-10-28T00:03:04.3Z,1,REGULAR,foul,personal,[],1629684,,,1610612764,19,21,2021-10-28T00:11:02Z,1500000,,,0,,G. Williams loose ball personal FOUL (2 PF),"[1629684, 1626149]",1610612738.0,BOS,loose ball,,,Williams,G. Williams,,,,,,,,,,,,,,,1201.0,2.0,0.0,Harrell,1626149.0,,,,,
153,PT01M22.00S,2021-10-28T00:03:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,8.623521681997373,37.254901960784316,1610612764,19,23,2021-10-28T00:42:51Z,1520000,64.0,29.0,1,left,M. Harrell 6' driving Layup (4 PTS),[1626149],1610612764.0,WAS,driving,,,Harrell,M. Harrell,,,,,6.98,Made,4.0,,,,,,,,,,,,,,,,,
154,PT00M59.30S,2021-10-28T00:03:41.8Z,1,REGULAR,2pt,Jump Shot,[],203471,78.53153745072274,62.00980392156863,1610612738,19,23,2021-10-28T00:03:45Z,1530000,60.0,149.0,1,right,MISS D. Schroder 16' Jump Shot,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,16.09,Missed,,,,,,,,,,,,,,,,,,
155,PT00M57.30S,2021-10-28T00:03:44.2Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,19,23,2021-10-28T00:03:44Z,1540000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,,
156,PT00M42.50S,2021-10-28T00:03:59.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626149,8.09789750328515,55.392156862745104,1610612764,19,23,2021-10-28T00:04:07Z,1550000,-27.0,24.0,1,left,MISS M. Harrell turnaround Hook - blocked,"[1626149, 1629057]",1610612764.0,WAS,turnaround,,,Harrell,M. Harrell,,,,,3.59,Missed,,,,,,,,,,,,,,Williams III,1629057.0,,,
157,PT00M42.50S,2021-10-28T00:03:59.0Z,1,REGULAR,block,,[],1629057,,,1610612764,19,23,2021-10-28T00:04:02Z,1560000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M38.60S,2021-10-28T00:04:02.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,19,23,2021-10-28T00:04:07Z,1570000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,156.0,2.0,2.0,0.0,,,,,,,,,,
159,PT00M33.90S,2021-10-28T00:04:07.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,67.62483574244416,21.07843137254902,1610612738,19,23,2021-10-28T00:04:13Z,1580000,-145.0,252.0,1,right,MISS J. Tatum 29' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,29.04,Missed,,,,,,,,,,,,,,,,,,
160,PT00M30.70S,2021-10-28T00:04:10.9Z,1,REGULAR,rebound,defensive,[],203915,,,1610612764,19,23,2021-10-28T00:04:13Z,1590000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,
161,PT00M17.60S,2021-10-28T00:04:25.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612764,19,23,2021-10-28T00:04:38Z,1600000,,,0,,J. Tatum shooting personal FOUL (1 PF) (Harrell 2 FT),"[1628369, 1626149]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1148.0,1.0,0.0,Harrell,1626149.0,,,,,
163,PT00M17.60S,2021-10-28T00:05:14.3Z,1,REGULAR,freethrow,1 of 2,[],1626149,,,1610612764,19,23,2021-10-28T00:05:14Z,1620000,,,0,,MISS M. Harrell Free Throw 1 of 2,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,Missed,,,,,,,,,,,,,,,,,,
164,PT00M17.60S,2021-10-28T00:05:14.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,19,23,2021-10-28T00:05:14Z,1630000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,
165,PT00M17.60S,2021-10-28T00:05:15.2Z,1,REGULAR,substitution,out,[],1630557,,,1610612764,19,23,2021-10-28T00:05:25Z,1640000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M17.60S,2021-10-28T00:05:15.2Z,1,REGULAR,substitution,out,[],202722,,,1610612764,19,23,2021-10-28T00:05:25Z,1650000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M17.60S,2021-10-28T00:05:15.2Z,1,REGULAR,substitution,in,[],1628988,,,1610612764,19,23,2021-10-28T00:05:25Z,1660000,,,0,,SUB in: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M17.60S,2021-10-28T00:05:15.2Z,1,REGULAR,substitution,in,[],1628398,,,1610612764,19,23,2021-10-28T00:05:25Z,1670000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M17.60S,2021-10-28T00:05:37.8Z,1,REGULAR,freethrow,2 of 2,[],1626149,,,1610612764,19,24,2021-10-28T00:05:37Z,1680000,,,0,,M. Harrell Free Throw 2 of 2 (5 PTS),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
170,PT00M00.00S,2021-10-28T00:05:59.8Z,1,REGULAR,2pt,Jump Shot,[],203471,92.9862023653088,18.627450980392158,1610612738,19,24,2021-10-28T00:06:10Z,1690000,-157.0,13.0,1,right,MISS D. Schroder 15' floating Shot,[203471],1610612738.0,BOS,floating,,,Schroder,D. Schroder,,,,,15.75,Missed,,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2021-10-28T00:05:59.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,19,24,2021-10-28T00:06:10Z,1700000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,170.0,,,,,,,,,,,,,
172,PT00M00.00S,2021-10-28T00:06:12.9Z,1,REGULAR,period,end,[],0,,,1610612738,19,24,2021-10-28T00:06:12Z,1710000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
