actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-04-01T23:40:36.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-01T23:40:36Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-04-01T23:40:38.2Z,1,REGULAR,jumpball,recovered,[],203935,,,1610612738,0,0,2022-04-01T23:40:38Z,40000,,,0,,Jump Ball A. Horford vs. G. Bitadze: Tip to M. Smart,"[203935, 201143, 1629048]",1610612738.0,BOS,startperiod,M. Smart,203935.0,Smart,M. Smart,Horford,201143.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-04-01T23:40:50.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203935,89.43823915900131,37.745098039215684,1610612738,2,0,2022-04-01T23:40:56Z,70000,-61.0,47.0,1,right,M. Smart 7' turnaround Hook (2 PTS) (J. Tatum 1 AST),"[203935, 1628369]",1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,7.71,Made,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,,
9,PT11M36.00S,2022-04-01T23:41:02.7Z,1,REGULAR,foul,personal,[],203935,,,1610612754,2,0,2022-04-01T23:41:09Z,90000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1630169]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,1662.0,1.0,0.0,Haliburton,1630169.0,,,,,,,,,,
11,PT11M29.00S,2022-04-01T23:41:21.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630678,7.703679369250986,61.51960784313726,1610612754,2,0,2022-04-01T23:41:33Z,110000,-58.0,20.0,1,left,MISS T. Taylor 6' driving floating Shot,[1630678],1610612754.0,IND,driving floating,,,Taylor,T. Taylor,,,,,6.09,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M26.00S,2022-04-01T23:41:24.6Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,2,0,2022-04-01T23:41:33Z,120000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,
13,PT11M14.00S,2022-04-01T23:41:35.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,91.77069645203679,58.088235294117645,1610612738,2,0,2022-04-01T23:42:09Z,130000,40.0,25.0,1,right,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,4.75,Missed,,,,,,,,,,,,,,,,,,,
14,PT11M12.00S,2022-04-01T23:41:37.7Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,2,0,2022-04-01T23:42:23Z,140000,,,0,,J. Tatum REBOUND (Off:1 Def:0),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,13.0,1.0,0.0,1.0,,,,,,
15,PT11M12.00S,2022-04-01T23:41:39.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628369,94.40999984741211,50.0,1610612738,2,0,2022-04-01T23:42:44Z,150000,0.0,0.0,1,right,MISS J. Tatum tip Layup,[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
16,PT11M10.00S,2022-04-01T23:41:41.5Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612754,2,0,2022-04-01T23:42:29Z,160000,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,
