actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
93,PT05M21.00S,2021-12-18T01:01:25.9Z,1,REGULAR,freethrow,2 of 2,[],1629641,,,1610612738,10,20,2021-12-18T01:01:25Z,920000,,,0,,R. Langford Free Throw 2 of 2 (2 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
94,PT05M05.00S,2021-12-18T01:01:46.2Z,1,REGULAR,3pt,Jump Shot,[],1627780,34.37910643889619,44.36274509803921,1610612744,10,23,2021-12-18T01:01:53Z,930000,28.0,271.0,1,left,G. Payton II 27' 3PT  (3 PTS) (S. Curry 1 AST),"[1627780, 201939]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,27.22,Made,,,,,3.0,,,S. Curry,201939.0,1.0,,,,,,,,,
96,PT04M39.00S,2021-12-18T01:02:11.6Z,1,REGULAR,3pt,Jump Shot,[],1627759,71.82982917214193,81.86274509803921,1610612738,13,23,2021-12-18T01:02:19Z,950000,159.0,212.0,1,right,J. Brown 26' 3PT  (6 PTS) (M. Smart 1 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.54,Made,,,,,6.0,,,M. Smart,203935.0,1.0,,,,,,,,,
98,PT04M28.00S,2021-12-18T01:02:23.4Z,1,REGULAR,turnover,lost ball,[],201939,,,1610612744,13,23,2021-12-18T01:02:27Z,970000,,,0,,S. Curry lost ball TURNOVER (1 TO),"[201939, 1626196]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,1.0,,,,Richardson,1626196.0,,,,,,,
99,PT04M28.00S,2021-12-18T01:02:23.4Z,1,REGULAR,steal,,[],1626196,,,1610612738,13,23,2021-12-18T01:02:25Z,980000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M25.00S,2021-12-18T01:02:27.4Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612738,13,23,2021-12-18T01:02:38Z,990000,,,0,,D. Green shooting personal FOUL (1 PF) (Richardson 2 FT),"[203110, 1626196]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,,204059.0,,,,,,,1.0,0.0,Richardson,1626196.0,,,
102,PT04M25.00S,2021-12-18T01:03:05.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626196,,,1610612738,14,23,2021-12-18T01:03:50Z,1010000,,,0,,J. Richardson Free Throw 1 of 2 (1 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
103,PT04M25.00S,2021-12-18T01:03:06.8Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,14,23,2021-12-18T01:03:19Z,1020000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M25.00S,2021-12-18T01:03:06.8Z,1,REGULAR,substitution,out,[],1629641,,,1610612738,14,23,2021-12-18T01:03:19Z,1030000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M25.00S,2021-12-18T01:03:06.8Z,1,REGULAR,substitution,out,[],1626172,,,1610612738,14,23,2021-12-18T01:03:19Z,1040000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M25.00S,2021-12-18T01:03:06.8Z,1,REGULAR,substitution,out,[],203952,,,1610612738,14,23,2021-12-18T01:03:19Z,1050000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M25.00S,2021-12-18T01:03:06.8Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,14,23,2021-12-18T01:03:19Z,1060000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M25.00S,2021-12-18T01:03:06.8Z,1,REGULAR,substitution,in,[],1630174,,,1610612738,14,23,2021-12-18T01:03:19Z,1070000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M25.00S,2021-12-18T01:03:06.8Z,1,REGULAR,substitution,in,[],203490,,,1610612738,14,23,2021-12-18T01:03:19Z,1080000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M25.00S,2021-12-18T01:03:06.8Z,1,REGULAR,substitution,in,[],2738,,,1610612738,14,23,2021-12-18T01:03:19Z,1090000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M25.00S,2021-12-18T01:03:05.6Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626196,,,1610612738,14,23,2021-12-18T01:03:50Z,1100000,,,0,,MISS J. Richardson Free Throw 2 of 2,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
112,PT04M25.00S,2021-12-18T01:03:05.6Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,14,23,2021-12-18T01:03:50Z,1110000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
113,PT04M05.00S,2021-12-18T01:03:57.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612744,14,23,2021-12-18T01:04:11Z,1120000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Curry 2 FT),"[1630174, 201939]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,204059.0,,,,,,,1.0,0.0,Curry,201939.0,,,
115,PT04M05.00S,2021-12-18T01:04:23.7Z,1,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,14,24,2021-12-18T01:04:23Z,1140000,,,0,,S. Curry Free Throw 1 of 2 (10 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
116,PT04M05.00S,2021-12-18T01:04:40.1Z,1,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,14,25,2021-12-18T01:04:40Z,1150000,,,0,,S. Curry Free Throw 2 of 2 (11 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
117,PT03M47.00S,2021-12-18T01:05:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,91.01511169513797,47.05882352941176,1610612738,16,25,2021-12-18T01:05:07Z,1160000,-15.0,32.0,1,right,M. Smart driving Layup (7 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.52,Made,,,,,7.0,,,,,,,,,,,,,,
118,PT03M26.00S,2021-12-18T01:05:23.2Z,1,REGULAR,3pt,Jump Shot,[],203110,31.225361366622867,69.85294117647058,1610612744,16,25,2021-12-18T01:05:32Z,1170000,-99.0,241.0,1,left,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
119,PT03M24.00S,2021-12-18T01:05:25.2Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,16,25,2021-12-18T01:05:32Z,1180000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
120,PT03M18.00S,2021-12-18T01:05:32.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626196,72.22404730617609,20.098039215686274,1610612738,19,25,2021-12-18T01:05:40Z,1190000,-150.0,209.0,1,right,J. Richardson 25' 3PT  (4 PTS) (M. Smart 2 AST),"[1626196, 203935]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,25.66,Made,,,,,4.0,,,M. Smart,203935.0,2.0,,,,,,,,,
122,PT03M10.00S,2021-12-18T01:05:44.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,19,25,2021-12-18T01:05:44Z,1210000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M10.00S,2021-12-18T01:08:29.8Z,1,REGULAR,substitution,out,[],203935,,,1610612744,19,25,2021-12-18T01:08:56Z,1220000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M10.00S,2021-12-18T01:08:29.8Z,1,REGULAR,substitution,out,[],203110,,,1610612744,19,25,2021-12-18T01:08:56Z,1230000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M10.00S,2021-12-18T01:08:29.8Z,1,REGULAR,substitution,in,[],1630202,,,1610612744,19,25,2021-12-18T01:08:56Z,1240000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M10.00S,2021-12-18T01:08:29.8Z,1,REGULAR,substitution,in,[],202357,,,1610612744,19,25,2021-12-18T01:08:56Z,1250000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M09.00S,2021-12-18T01:09:10.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,7.5722733245729295,48.28431372549019,1610612744,19,27,2021-12-18T01:09:16Z,1260000,9.0,19.0,1,left,G. Payton II alley-oop DUNK (5 PTS) (A. Iguodala 1 AST),"[1627780, 2738]",1610612744.0,GSW,alley-oop,,,Payton II,G. Payton II,,,,,2.06,Made,,,,,5.0,,,A. Iguodala,2738.0,1.0,,,,,,,,,
129,PT02M51.00S,2021-12-18T01:09:33.1Z,1,REGULAR,foul,personal,[],1627780,,,1610612738,19,27,2021-12-18T01:09:42Z,1280000,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 1628369]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,1148.0,,,,,,,1.0,0.0,Tatum,1628369.0,,,
131,PT02M37.00S,2021-12-18T01:10:09.6Z,1,REGULAR,3pt,Jump Shot,[],1630202,71.96123521681997,81.37254901960785,1610612738,19,27,2021-12-18T01:10:16Z,1300000,157.0,211.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,,
132,PT02M35.00S,2021-12-18T01:10:11.6Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,19,27,2021-12-18T01:10:16Z,1310000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,131.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
133,PT02M22.00S,2021-12-18T01:10:25.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202357,8.886333771353483,36.76470588235294,1610612744,19,27,2021-12-18T01:11:17Z,1320000,66.0,31.0,1,left,MISS N. Bjelica 7' Layup,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,7.31,Missed,,,,,,,,,,,,,,,,,,,
134,PT02M20.00S,2021-12-18T01:10:27.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,19,27,2021-12-18T01:10:41Z,1330000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,,
135,PT02M20.00S,2021-12-18T01:10:34.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,19,27,2021-12-18T01:10:34Z,1340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M15.00S,2021-12-18T01:10:49.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201939,7.835085413929041,48.529411764705884,1610612744,19,29,2021-12-18T01:10:54Z,1350000,7.0,21.0,1,left,S. Curry cutting Layup (13 PTS) (A. Iguodala 2 AST),"[201939, 2738]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,2.24,Made,,,,,13.0,,,A. Iguodala,2738.0,2.0,,,,,,,,,
138,PT02M08.00S,2021-12-18T01:10:59.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627780,,,1610612738,19,29,2021-12-18T01:11:07Z,1370000,,,0,,G. Payton II personal FOUL (2 PF) (Tatum 2 FT),"[1627780, 1628369]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,204059.0,,,,,,,2.0,0.0,Tatum,1628369.0,,,
140,PT02M08.00S,2021-12-18T01:11:23.2Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,20,29,2021-12-18T01:11:23Z,1390000,,,0,,J. Tatum Free Throw 1 of 2 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
141,PT02M08.00S,2021-12-18T01:11:42.4Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,21,29,2021-12-18T01:11:42Z,1400000,,,0,,J. Tatum Free Throw 2 of 2 (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
142,PT01M50.00S,2021-12-18T01:12:00.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203490,9.411957950065702,35.78431372549019,1610612744,21,31,2021-12-18T01:12:05Z,1410000,71.0,36.0,1,left,O. Porter Jr. 7' driving floating Jump Shot (2 PTS) (N. Bjelica 1 AST),"[203490, 202357]",1610612744.0,GSW,driving floating,,,Porter Jr.,O. Porter Jr.,,,,,7.97,Made,,,,,2.0,,,N. Bjelica,202357.0,1.0,,,,,,,,,
144,PT01M35.00S,2021-12-18T01:12:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.90407358738501,62.52297794117647,1610612738,23,31,2021-12-18T01:12:22Z,1430000,63.0,14.0,1,right,J. Tatum 6' driving Layup (4 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,6.42,Made,,,,,4.0,,,,,,,,,,,,,,
145,PT01M28.00S,2021-12-18T01:12:23.2Z,1,REGULAR,3pt,Jump Shot,[],201939,35.8245729303548,77.45098039215686,1610612744,23,31,2021-12-18T01:12:29Z,1440000,-137.0,284.0,1,left,MISS S. Curry 31' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,31.57,Missed,,,,,,,,,,,,,,,,,,,
146,PT01M26.00S,2021-12-18T01:12:25.2Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612738,23,31,2021-12-18T01:12:29Z,1450000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
147,PT01M10.00S,2021-12-18T01:12:41.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,90.09526938239159,55.88235294117647,1610612738,23,31,2021-12-18T01:12:45Z,1460000,29.0,41.0,1,right,MISS J. Richardson driving Layup,[1626196],1610612738.0,BOS,driving,,,Richardson,J. Richardson,,,,,5.01,Missed,,,,,,,,,,,,,,,,,,,
148,PT01M09.00S,2021-12-18T01:12:42.2Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,23,31,2021-12-18T01:12:45Z,1470000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
149,PT01M04.00S,2021-12-18T01:12:54.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626196,,,1610612744,23,31,2021-12-18T01:13:20Z,1480000,,,0,,J. Richardson personal FOUL (1 PF) (Payton II 2 FT),"[1626196, 1627780]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,204059.0,,,,,,,1.0,0.0,Payton II,1627780.0,,,
151,PT01M04.00S,2021-12-18T01:13:20.3Z,1,REGULAR,freethrow,1 of 2,[],1627780,,,1610612744,23,31,2021-12-18T01:13:41Z,1500000,,,0,,MISS G. Payton II Free Throw 1 of 2,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Missed,,,,,,,,,,,,,,,,,,,
152,PT01M04.00S,2021-12-18T01:13:20.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,23,31,2021-12-18T01:13:41Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,
153,PT01M04.00S,2021-12-18T01:13:20.3Z,1,REGULAR,freethrow,2 of 2,[],1627780,,,1610612744,23,31,2021-12-18T01:13:41Z,1520000,,,0,,MISS G. Payton II Free Throw 2 of 2,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Missed,,,,,,,,,,,,,,,,,,,
154,PT01M04.00S,2021-12-18T01:13:20.3Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,23,31,2021-12-18T01:13:41Z,1530000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,153.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
155,PT00M47.70S,2021-12-18T01:13:52.6Z,1,REGULAR,3pt,Jump Shot,[],1630174,92.32917214191852,96.32352941176471,1610612738,26,31,2021-12-18T01:13:56Z,1540000,232.0,20.0,1,right,A. Nesmith 3PT  (3 PTS) (J. Tatum 3 AST),"[1630174, 1628369]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.24,Made,,,,,3.0,,,J. Tatum,1628369.0,3.0,,,,,,,,,
157,PT00M29.70S,2021-12-18T01:14:14.2Z,1,REGULAR,3pt,Jump Shot,[],2738,23.47240473061761,12.990196078431374,1610612744,26,31,2021-12-18T01:14:45Z,1560000,185.0,168.0,1,left,MISS A. Iguodala 25' pullup 3PT,[2738],1610612744.0,GSW,pullup,,,Iguodala,A. Iguodala,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,,
158,PT00M27.50S,2021-12-18T01:14:16.4Z,1,REGULAR,rebound,offensive,[],2738,,,1610612744,26,31,2021-12-18T01:14:19Z,1570000,,,0,,A. Iguodala REBOUND (Off:1 Def:0),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,157.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
159,PT00M19.60S,2021-12-18T01:14:24.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,26.49474375821288,81.61764705882352,1610612744,26,34,2021-12-18T01:15:04Z,1580000,-158.0,197.0,1,left,S. Curry 25' 3PT step back (16 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,25.23,Made,,,,,16.0,,,,,,,,,,,,,,
160,PT00M02.70S,2021-12-18T01:14:44.8Z,1,REGULAR,3pt,Jump Shot,[],1630174,88.25558475689881,95.58823529411765,1610612738,26,34,2021-12-18T01:14:56Z,1590000,228.0,58.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.51,Missed,,,,,,,,,,,,,,,,,,,
161,PT00M01.70S,2021-12-18T01:14:45.8Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,26,34,2021-12-18T01:14:56Z,1600000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,160.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
162,PT00M01.00S,2021-12-18T01:14:48.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629057,89.9022667542707,60.47794117647059,1610612738,26,34,2021-12-18T01:15:11Z,1610000,52.0,42.0,1,right,MISS R. Williams III 6' Jump Shot,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,6.74,Missed,,,,,,,,,,,,,,,,,,,
163,PT00M01.00S,2021-12-18T01:14:48.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,26,34,2021-12-18T01:15:11Z,1620000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2021-12-18T01:14:51.5Z,1,REGULAR,period,end,[],0,,,1610612738,26,34,2021-12-18T01:14:51Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-12-18T01:17:49.3Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,26,34,2021-12-18T01:18:28Z,1640000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-12-18T01:17:49.3Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612738,26,34,2021-12-18T01:18:28Z,1650000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-12-18T01:17:49.3Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612738,26,34,2021-12-18T01:18:28Z,1660000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-12-18T01:17:49.3Z,2,REGULAR,substitution,out,['startperiod'],203490,,,1610612738,26,34,2021-12-18T01:18:28Z,1670000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-12-18T01:17:49.3Z,2,REGULAR,substitution,in,['startperiod'],202683,,,1610612738,26,34,2021-12-18T01:18:28Z,1680000,,,0,,SUB in: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-12-18T01:17:49.3Z,2,REGULAR,substitution,in,['startperiod'],1627814,,,1610612738,26,34,2021-12-18T01:18:28Z,1690000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-12-18T01:17:49.3Z,2,REGULAR,substitution,in,['startperiod'],1629185,,,1610612738,26,34,2021-12-18T01:18:28Z,1700000,,,0,,SUB in: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-12-18T01:17:49.3Z,2,REGULAR,substitution,in,['startperiod'],203952,,,1610612738,26,34,2021-12-18T01:18:28Z,1710000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-12-18T01:18:28.3Z,2,REGULAR,period,start,[],0,,,1610612738,26,34,2021-12-18T01:18:29Z,1720000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M41.00S,2021-12-18T01:18:46.4Z,2,REGULAR,3pt,Jump Shot,[],1626196,66.04796320630749,28.186274509803923,1610612738,29,34,2021-12-18T01:18:50Z,1730000,-109.0,267.0,1,right,J. Richardson 28' 3PT  (7 PTS) (P. Pritchard 1 AST),"[1626196, 1630202]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,28.81,Made,,,,,7.0,,,P. Pritchard,1630202.0,1.0,,,,,,,,,
176,PT11M20.00S,2021-12-18T01:19:06.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203952,12.171484888304862,48.28431372549019,1610612744,29,36,2021-12-18T01:19:11Z,1750000,9.0,62.0,1,left,A. Wiggins 6' driving Hook (8 PTS),[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,6.25,Made,,,,,8.0,,,,,,,,,,,,,,
177,PT11M03.00S,2021-12-18T01:19:25.6Z,2,REGULAR,foul,personal,['2freethrow'],2738,,,1610612738,29,36,2021-12-18T01:19:40Z,1760000,,,0,,A. Iguodala shooting personal FOUL (1 PF) (Tatum 2 FT),"[2738, 1628369]",1610612744.0,GSW,shooting,,,Iguodala,A. Iguodala,,,,,,,,,,,,1148.0,,,,,,,1.0,0.0,Tatum,1628369.0,,,
179,PT11M03.00S,2021-12-18T01:19:54.1Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,30,36,2021-12-18T01:19:54Z,1780000,,,0,,J. Tatum Free Throw 1 of 2 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
180,PT11M03.00S,2021-12-18T01:20:09.3Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,31,36,2021-12-18T01:20:09Z,1790000,,,0,,J. Tatum Free Throw 2 of 2 (6 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
181,PT10M45.00S,2021-12-18T01:20:29.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203952,11.645860709592641,53.67647058823529,1610612744,31,38,2021-12-18T01:20:33Z,1800000,-18.0,57.0,1,left,A. Wiggins turnaround Hook (10 PTS),[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,5.99,Made,,,,,10.0,,,,,,,,,,,,,,
182,PT10M29.00S,2021-12-18T01:20:45.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202683,91.93495400788436,46.32352941176471,1610612738,33,38,2021-12-18T01:20:50Z,1810000,-18.0,23.0,1,right,E. Freedom driving reverse Layup (2 PTS) (J. Tatum 4 AST),"[202683, 1628369]",1610612738.0,BOS,driving reverse,,,Freedom,E. Freedom,,,,,2.97,Made,,,,,2.0,,,J. Tatum,1628369.0,4.0,,,,,,,,,
