actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-04-10T02:41:01.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-10T02:41:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-04-10T02:41:04.9Z,1,REGULAR,jumpball,recovered,[],1642263,,,1610612745,0,0,2025-04-10T02:41:04Z,40000,False,,,0,,Jump Ball J. Landale vs. I. Zubac: Tip to R. Sheppard,"[1642263, 1629111, 1627826]",1610612745.0,HOU,startperiod,R. Sheppard,1642263.0,Sheppard,R. Sheppard,Landale,1629111.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-04-10T02:41:14.7Z,1,REGULAR,3pt,Jump Shot,[],1642263,21.50131406044678,4.901960784313726,1610612745,0,3,2025-04-10T02:41:19Z,70000,False,225.0,150.0,1,left,R. Sheppard 27' 3PT  (3 PTS) (J. Green 1 AST),"[1642263, 1630224]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,27.06,Made,3.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
9,PT11M26.00S,2025-04-10T02:41:34.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,91.67214191852825,43.872549019607845,1610612746,2,3,2025-04-10T02:41:39Z,90000,False,-31.0,26.0,1,right,I. Zubac turnaround bank Hook (2 PTS),[1627826],1610612746.0,LAC,turnaround bank,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,4.0,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2025-04-10T02:41:45.3Z,1,REGULAR,3pt,Jump Shot,[],1631106,24.917871222076215,83.08823529411765,1610612745,2,6,2025-04-10T02:41:49Z,100000,False,-165.0,182.0,1,left,T. Eason 24' 3PT  (3 PTS) (J. Green 2 AST),"[1631106, 1630224]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,24.57,Made,3.0,J. Green,1630224.0,2.0,,,,,,,,,,,,,,
12,PT10M58.00S,2025-04-10T02:42:01.3Z,1,REGULAR,2pt,Jump Shot,[],1627739,80.1084099868594,28.921568627450984,1610612746,2,6,2025-04-10T02:42:07Z,120000,False,-105.0,134.0,1,right,MISS K. Dunn 17' pullup Shot,[1627739],1610612746.0,LAC,pullup,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Left Center,17.09,Missed,,,,,,,,,,,,,,,,,,
13,PT10M54.00S,2025-04-10T02:42:05.3Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612745,2,6,2025-04-10T02:42:07Z,130000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Left Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M49.00S,2025-04-10T02:42:11.2Z,1,REGULAR,3pt,Jump Shot,[],1629111,30.831143232588698,32.1078431372549,1610612745,2,6,2025-04-10T02:42:18Z,140000,False,89.0,237.0,1,left,MISS J. Landale 25' 3PT,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
15,PT10M46.00S,2025-04-10T02:42:14.2Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,2,6,2025-04-10T02:42:18Z,150000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M44.00S,2025-04-10T02:42:20.7Z,1,REGULAR,turnover,out-of-bounds,[],202695,,,1610612746,2,6,2025-04-10T02:42:26Z,160000,False,,,0,,K. Leonard bad pass out-of-bounds TURNOVER (1 TO),[202695],1610612746.0,LAC,bad pass,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2530.0,1.0,,,,,,,,
