actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-16T03:40:40.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-16T03:40:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-16T03:40:43.0Z,1,REGULAR,jumpball,recovered,[],1627884,,,1610612746,0,0,2025-01-16T03:40:43Z,40000,False,,,0,,Jump Ball I. Zubac vs. N. Claxton: Tip to D. Jones Jr.,"[1627884, 1627826, 1629651]",1610612746.0,LAC,startperiod,D. Jones Jr.,1627884.0,Jones Jr.,D. Jones Jr.,Zubac,1627826.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-01-16T03:40:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,92.32917214191852,55.63725490196079,1610612746,0,0,2025-01-16T03:41:36Z,70000,False,28.0,20.0,1,right,MISS N. Powell driving Layup,[1626181],1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-01-16T03:40:58.0Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,0,0,2025-01-16T03:41:36Z,80000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M41.00S,2025-01-16T03:40:59.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,88.91261498028909,50.0,1610612746,0,0,2025-01-16T03:42:00Z,90000,False,0.0,52.0,1,right,MISS I. Zubac putback Layup,[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,,,,,,,,,
10,PT11M41.00S,2025-01-16T03:40:59.2Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,0,0,2025-01-16T03:41:04Z,100000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M33.00S,2025-01-16T03:41:08.7Z,1,REGULAR,turnover,out-of-bounds,[],1630553,,,1610612751,0,0,2025-01-16T03:41:14Z,110000,False,,,0,,K. Johnson lost ball out-of-bounds TURNOVER (1 TO),[1630553],1610612751.0,BKN,lost ball,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,1627529.0,1.0,,,,,,,,,,,,
12,PT11M20.00S,2025-01-16T03:41:30.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1626181,88.91261498028909,55.88235294117647,1610612746,2,0,2025-01-16T03:41:44Z,120000,False,29.0,52.0,1,right,N. Powell driving Layup (2 PTS) (I. Zubac 1 AST),"[1626181, 1627826]",1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,5.95,Made,,,,,,,2.0,I. Zubac,1627826.0,1.0,,,,,,,,
14,PT11M20.00S,2025-01-16T03:41:39.8Z,1,REGULAR,violation,defensive goaltending,[],1629651,,,1610612746,2,0,2025-01-16T03:41:44Z,140000,False,,,0,,N. Claxton defensive goaltending VIOLATION,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,1626301.0,,,,,,,,,,,,,
15,PT11M00.00S,2025-01-16T03:42:04.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,7.835085413929041,49.26470588235294,1610612751,2,2,2025-01-16T03:42:09Z,150000,False,4.0,21.0,1,left,N. Claxton alley-oop DUNK (2 PTS) (T. Martin 1 AST),"[1629651, 1631213]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,2.0,T. Martin,1631213.0,1.0,,,,,,,,
