actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
86,PT04M42.00S,2024-11-03T02:55:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,5.601182654402102,45.83333333333333,1610612760,16,13,2024-11-03T02:55:15Z,860000,False,21.0,0.0,1,left,L. Dort Layup (3 PTS) (J. Williams 1 AST),"[1629652, 1631114]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.08,Made,,3.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,,
88,PT04M42.00S,2024-11-03T02:55:12.7Z,1,REGULAR,foul,personal,['1freethrow'],1630539,,,1610612760,16,13,2024-11-03T02:55:22Z,880000,False,,,0,,K. Jones shooting personal FOUL (1 PF) (Dort 1 FT),"[1630539, 1629652]",1610612746.0,LAC,shooting,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2530.0,1.0,0.0,Dort,1629652.0,,
90,PT04M42.00S,2024-11-03T02:55:23.9Z,1,REGULAR,substitution,out,[],1630598,,,1610612760,16,13,2024-11-03T02:55:27Z,900000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M42.00S,2024-11-03T02:55:23.9Z,1,REGULAR,substitution,in,[],1631172,,,1610612760,16,13,2024-11-03T02:55:27Z,910000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M42.00S,2024-11-03T02:55:52.1Z,1,REGULAR,freethrow,1 of 1,[],1629652,,,1610612760,16,14,2024-11-03T02:55:52Z,920000,False,,,0,,L. Dort Free Throw 1 of 1 (4 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
93,PT04M16.00S,2024-11-03T02:56:21.9Z,1,REGULAR,2pt,Jump Shot,[],1629611,89.30683311432325,89.4607843137255,1610612746,16,14,2024-11-03T02:56:28Z,930000,False,197.0,48.0,1,right,MISS T. Mann 20' Jump Shot,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right,20.31,Missed,,,,,,,,,,,,,,,,,,
94,PT04M11.00S,2024-11-03T02:56:26.0Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,16,14,2024-11-03T02:56:26Z,940000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right,,,93.0,,,,,1.0,1.0,0.0,,,,,,,,,,
95,PT04M10.00S,2024-11-03T02:56:27.8Z,1,REGULAR,turnover,bad pass,[],1631114,,,1610612760,16,14,2024-11-03T02:56:32Z,950000,False,,,0,,J. Williams bad pass TURNOVER (2 TO),"[1631114, 201935]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2.0,Harden,201935.0,,,,,,,
96,PT04M10.00S,2024-11-03T02:56:27.8Z,1,REGULAR,steal,,[],201935,,,1610612746,16,14,2024-11-03T02:56:29Z,960000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
97,PT04M06.00S,2024-11-03T02:56:31.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627884,82.34231274638634,3.9215686274509802,1610612746,16,14,2024-11-03T02:57:33Z,970000,False,-230.0,113.0,1,right,MISS D. Jones Jr. 25' running 3PT,[1627884],1610612746.0,LAC,running,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
98,PT04M01.00S,2024-11-03T02:56:36.9Z,1,REGULAR,rebound,offensive,[],1630539,,,1610612746,16,14,2024-11-03T02:57:33Z,980000,False,,,0,,K. Jones REBOUND (Off:1 Def:0),[1630539],1610612746.0,LAC,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Left Center,,,97.0,,,,,1.0,0.0,1.0,,,,,,,,,,
99,PT03M59.00S,2024-11-03T02:56:38.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201935,69.59592641261499,77.69607843137256,1610612746,19,14,2024-11-03T02:56:43Z,990000,False,138.0,233.0,1,right,J. Harden 27' 3PT  (3 PTS) (K. Jones 1 AST),"[201935, 1630539]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.13,Made,,3.0,K. Jones,1630539.0,1.0,,,,,,,,,,,,,
101,PT03M46.00S,2024-11-03T02:56:51.4Z,1,REGULAR,3pt,Jump Shot,[],1631114,25.837713534822605,86.76470588235294,1610612760,19,14,2024-11-03T02:56:58Z,1010000,False,-184.0,190.0,1,left,MISS J. Williams 26' step back 3PT,[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,,,,,,,,,,,,,,,,,
102,PT03M40.00S,2024-11-03T02:56:57.4Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,19,14,2024-11-03T02:56:58Z,1020000,False,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,101.0,,,,,2.0,2.0,0.0,,,,,,,,,,
103,PT03M35.00S,2024-11-03T02:57:02.1Z,1,REGULAR,3pt,Jump Shot,[],201935,70.77858081471747,80.3921568627451,1610612746,19,14,2024-11-03T02:57:08Z,1030000,False,152.0,222.0,1,right,MISS J. Harden 26' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.92,Missed,,,,,,,,,,,,,,,,,,
104,PT03M33.00S,2024-11-03T02:57:04.1Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612760,19,14,2024-11-03T02:57:08Z,1040000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,103.0,,,,,1.0,1.0,0.0,,,,,,,,,,
105,PT03M21.00S,2024-11-03T02:57:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,7.703679369250986,44.36274509803921,1610612760,19,14,2024-11-03T02:57:19Z,1050000,False,28.0,20.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,3.45,Missed,,,,,,,,,,,,,,,,,,
106,PT03M20.00S,2024-11-03T02:57:16.7Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,19,14,2024-11-03T02:57:45Z,1060000,False,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,105.0,,,,,5.0,5.0,0.0,,,,,,,,,,
107,PT03M20.00S,2024-11-03T02:57:20.5Z,1,REGULAR,foul,personal,[],1627936,,,1610612746,19,14,2024-11-03T02:57:23Z,1070000,False,,,0,,A. Caruso personal FOUL (2 PF),"[1627936, 201935]",1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1629171.0,2.0,0.0,Harden,201935.0,,
109,PT03M20.00S,2024-11-03T02:57:38.1Z,1,REGULAR,substitution,out,[],1627884,,,1610612746,19,14,2024-11-03T02:57:47Z,1090000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M20.00S,2024-11-03T02:57:38.1Z,1,REGULAR,substitution,in,[],1629645,,,1610612746,19,14,2024-11-03T02:57:47Z,1100000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M20.00S,2024-11-03T02:58:08.8Z,1,REGULAR,substitution,out,[],1629611,,,1610612746,19,14,2024-11-03T02:58:22Z,1110000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M20.00S,2024-11-03T02:58:08.8Z,1,REGULAR,substitution,out,[],1626181,,,1610612746,19,14,2024-11-03T02:58:22Z,1130000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M20.00S,2024-11-03T02:58:08.8Z,1,REGULAR,substitution,in,[],201587,,,1610612746,19,14,2024-11-03T02:58:22Z,1150000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M20.00S,2024-11-03T02:58:08.8Z,1,REGULAR,substitution,in,[],1627739,,,1610612746,19,14,2024-11-03T02:58:22Z,1160000,False,,,0,,SUB in: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M01.00S,2024-11-03T02:58:33.6Z,1,REGULAR,2pt,Jump Shot,[],1629645,74.32654402102497,43.627450980392155,1610612746,19,14,2024-11-03T03:46:28Z,1170000,False,-32.0,189.0,1,right,MISS K. Porter Jr. 19' pullup Shot,[1629645],1610612746.0,LAC,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,19.15,Missed,,,,,,,,,,,,,,,,,,
118,PT02M59.00S,2024-11-03T02:58:35.6Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,19,14,2024-11-03T02:58:35Z,1180000,False,,,0,,C. Wallace REBOUND (Off:0 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,16-24 Center,,,117.0,,,,,2.0,2.0,0.0,,,,,,,,,,
119,PT02M40.00S,2024-11-03T02:58:54.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,8.754927726675426,48.28431372549019,1610612760,19,14,2024-11-03T02:58:59Z,1190000,False,9.0,30.0,1,left,MISS L. Dort cutting Layup - blocked,"[1629652, 201935]",1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,Harden,201935.0
120,PT02M40.00S,2024-11-03T02:58:54.1Z,1,REGULAR,block,,[],201935,,,1610612760,19,14,2024-11-03T02:58:56Z,1200000,False,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
121,PT02M37.00S,2024-11-03T02:58:57.1Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612746,19,14,2024-11-03T02:58:59Z,1210000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,119.0,,,,,1.0,1.0,0.0,,,,,,,,,,
122,PT02M35.00S,2024-11-03T02:58:59.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201935,77.7431011826544,9.068627450980392,1610612746,22,14,2024-11-03T02:59:07Z,1220000,False,-205.0,157.0,1,right,J. Harden 25' 3PT running (6 PTS) (K. Porter Jr. 1 AST),"[201935, 1629645]",1610612746.0,LAC,running,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,25.78,Made,,6.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,,,
124,PT02M18.00S,2024-11-03T02:59:16.2Z,1,REGULAR,3pt,Jump Shot,[],1627936,9.411957950065702,2.2058823529411766,1610612760,22,17,2024-11-03T02:59:21Z,1240000,False,239.0,36.0,1,left,A. Caruso 24' 3PT  (3 PTS) (J. Williams 2 AST),"[1627936, 1631114]",1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,24.17,Made,,3.0,J. Williams,1631114.0,2.0,,,,,,,,,,,,,
126,PT01M59.00S,2024-11-03T02:59:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,90.62089356110381,46.32352941176471,1610612746,22,17,2024-11-03T02:59:38Z,1260000,False,-18.0,36.0,1,right,MISS K. Porter Jr. driving Layup,[1629645],1610612746.0,LAC,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,,,,,,
127,PT01M56.00S,2024-11-03T02:59:38.7Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,22,17,2024-11-03T02:59:38Z,1270000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,126.0,,,,,2.0,2.0,0.0,,,,,,,,,,
128,PT01M53.00S,2024-11-03T02:59:40.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,26.10052562417871,10.784313725490197,1610612760,22,17,2024-11-03T02:59:47Z,1280000,False,196.0,193.0,1,left,MISS L. Dort 27' running 3PT,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,27.5,Missed,,,,,,,,,,,,,,,,,,
129,PT01M50.00S,2024-11-03T02:59:43.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,22,17,2024-11-03T02:59:47Z,1290000,False,,,0,,J. Harden REBOUND (Off:0 Def:6),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,128.0,,,,,6.0,6.0,0.0,,,,,,,,,,
130,PT01M37.00S,2024-11-03T02:59:57.1Z,1,REGULAR,3pt,Jump Shot,[],1627739,69.72733245729303,75.0,1610612746,22,17,2024-11-03T03:00:01Z,1300000,False,125.0,232.0,1,right,MISS K. Dunn 26' 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,26.36,Missed,,,,,,,,,,,,,,,,,,
131,PT01M34.00S,2024-11-03T03:00:00.1Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,22,17,2024-11-03T03:00:01Z,1310000,False,,,0,,L. Dort REBOUND (Off:0 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,130.0,,,,,3.0,3.0,0.0,,,,,,,,,,
132,PT01M25.00S,2024-11-03T03:00:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,7.835085413929041,42.40196078431372,1610612760,22,17,2024-11-03T03:00:17Z,1320000,False,38.0,21.0,1,left,MISS J. Williams driving finger roll Layup - blocked,"[1631114, 1630539]",1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,4.35,Missed,,,,,,,,,,,,,,,,,Jones,1630539.0
133,PT01M25.00S,2024-11-03T03:00:09.2Z,1,REGULAR,block,,[],1630539,,,1610612760,22,17,2024-11-03T03:00:11Z,1330000,False,,,0,,K. Jones BLOCK (1 BLK),[1630539],1610612746.0,LAC,,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT01M22.00S,2024-11-03T03:00:12.2Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612746,22,17,2024-11-03T03:00:13Z,1340000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:2),[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,132.0,,,,,2.0,2.0,0.0,,,,,,,,,,
135,PT01M19.00S,2024-11-03T03:00:15.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627739,90.22667542706965,3.9215686274509802,1610612746,25,17,2024-11-03T03:00:23Z,1350000,False,-230.0,39.0,1,right,K. Dunn 3PT running (3 PTS) (J. Harden 3 AST),"[1627739, 201935]",1610612746.0,LAC,running,,,Dunn,K. Dunn,,,,,Left Corner 3,24+ Left,23.37,Made,,3.0,J. Harden,201935.0,3.0,,,,,,,,,,,,,
137,PT01M01.00S,2024-11-03T03:00:33.0Z,1,REGULAR,2pt,Jump Shot,[],1641717,12.565703022339028,70.58823529411765,1610612760,25,19,2024-11-03T03:00:37Z,1370000,False,-103.0,66.0,1,left,C. Wallace 12' pullup Jump Shot (4 PTS),[1641717],1610612760.0,OKC,pullup,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Left,12.2,Made,,4.0,,,,,,,,,,,,,,,,
138,PT00M42.90S,2024-11-03T03:00:57.6Z,1,REGULAR,3pt,Jump Shot,[],201587,89.70105124835742,3.9215686274509802,1610612746,28,19,2024-11-03T03:01:02Z,1380000,False,-230.0,44.0,1,right,N. Batum 3PT  (3 PTS) (K. Dunn 1 AST),"[201587, 1627739]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Left Corner 3,24+ Left,23.46,Made,,3.0,K. Dunn,1627739.0,1.0,,,,,,,,,,,,,
140,PT00M32.90S,2024-11-03T03:01:11.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,12.828515111695138,55.63725490196079,1610612760,28,19,2024-11-03T03:01:15Z,1400000,False,-28.0,68.0,1,left,MISS J. Williams 7' driving floating Shot,[1631114],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.37,Missed,,,,,,,,,,,,,,,,,,
141,PT00M30.60S,2024-11-03T03:01:14.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,28,19,2024-11-03T03:01:15Z,1410000,False,,,0,,J. Harden REBOUND (Off:0 Def:7),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,140.0,,,,,7.0,7.0,0.0,,,,,,,,,,
142,PT00M23.20S,2024-11-03T03:01:21.6Z,1,REGULAR,turnover,bad pass,[],1630539,,,1610612746,28,19,2024-11-03T03:01:25Z,1420000,False,,,0,,K. Jones bad pass TURNOVER (1 TO),"[1630539, 1631172]",1610612746.0,LAC,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Dieng,1631172.0,,,,,,,
143,PT00M23.20S,2024-11-03T03:01:21.6Z,1,REGULAR,steal,,[],1631172,,,1610612760,28,19,2024-11-03T03:02:15Z,1430000,False,,,0,,O. Dieng STEAL (1 STL),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
144,PT00M03.20S,2024-11-03T03:01:42.8Z,1,REGULAR,turnover,lost ball,[],1631114,,,1610612760,28,19,2024-11-03T03:03:51Z,1440000,False,,,0,,J. Williams lost ball TURNOVER (3 TO),"[1631114, 201935]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,,,,3.0,Harden,201935.0,,,,,,,
145,PT00M03.20S,2024-11-03T03:01:42.8Z,1,REGULAR,steal,,[],201935,,,1610612746,28,19,2024-11-03T03:01:44Z,1450000,False,,,0,,J. Harden STEAL (2 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
146,PT00M00.10S,2024-11-03T03:01:47.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201935,65.25952693823915,51.225490196078425,1610612746,28,19,2024-11-03T03:04:45Z,1460000,False,6.0,274.0,1,right,MISS J. Harden 27' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,27.42,Missed,,,,,,,,,,,,,,,,,,
147,PT00M00.10S,2024-11-03T03:01:47.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,28,19,2024-11-03T03:03:19Z,1470000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Center,,,146.0,,,,,,,,,,,,,,,,,
148,PT00M00.00S,2024-11-03T03:01:53.1Z,1,REGULAR,period,end,[],0,,,1610612746,28,19,2024-11-03T03:01:53Z,1480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-11-03T03:04:13.7Z,2,REGULAR,substitution,out,['startperiod'],201935,,,1610612746,28,19,2024-11-03T03:04:34Z,1490000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-11-03T03:04:13.7Z,2,REGULAR,substitution,out,['startperiod'],1630539,,,1610612746,28,19,2024-11-03T03:04:34Z,1500000,False,,,0,,SUB out: K. Jones,[1630539],1610612746.0,LAC,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-11-03T03:04:13.7Z,2,REGULAR,substitution,out,['startperiod'],1629652,,,1610612746,28,19,2024-11-03T03:04:34Z,1510000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-11-03T03:04:13.7Z,2,REGULAR,substitution,out,['startperiod'],1631114,,,1610612746,28,19,2024-11-03T03:04:34Z,1520000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-11-03T03:04:13.7Z,2,REGULAR,substitution,out,['startperiod'],1627936,,,1610612746,28,19,2024-11-03T03:04:34Z,1530000,False,,,0,,SUB out: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-11-03T03:04:13.7Z,2,REGULAR,substitution,out,['startperiod'],1631172,,,1610612746,28,19,2024-11-03T03:04:34Z,1540000,False,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-11-03T03:04:13.7Z,2,REGULAR,substitution,in,['startperiod'],1629599,,,1610612746,28,19,2024-11-03T03:04:34Z,1550000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-11-03T03:04:13.7Z,2,REGULAR,substitution,in,['startperiod'],1627826,,,1610612746,28,19,2024-11-03T03:04:34Z,1560000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-11-03T03:04:13.7Z,2,REGULAR,substitution,in,['startperiod'],1631096,,,1610612746,28,19,2024-11-03T03:04:34Z,1570000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-11-03T03:04:13.7Z,2,REGULAR,substitution,in,['startperiod'],1628983,,,1610612746,28,19,2024-11-03T03:04:34Z,1580000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-11-03T03:04:13.7Z,2,REGULAR,substitution,in,['startperiod'],1642349,,,1610612746,28,19,2024-11-03T03:04:34Z,1590000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-11-03T03:04:13.7Z,2,REGULAR,substitution,in,['startperiod'],1630198,,,1610612746,28,19,2024-11-03T03:04:34Z,1600000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-11-03T03:04:45.7Z,2,REGULAR,period,start,[],0,,,1610612746,28,19,2024-11-03T03:04:45Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M42.00S,2024-11-03T03:05:03.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,86.28449408672799,55.14705882352941,1610612746,30,19,2024-11-03T03:05:08Z,1620000,False,26.0,76.0,1,right,K. Dunn 8' turnaround Jump Shot (5 PTS) (K. Porter Jr. 2 AST),"[1627739, 1629645]",1610612746.0,LAC,turnaround,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,8.06,Made,,5.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,,,,
164,PT11M30.00S,2024-11-03T03:05:18.6Z,2,REGULAR,foul,personal,[],1627739,,,1610612760,30,19,2024-11-03T03:05:24Z,1640000,False,,,0,,K. Dunn personal FOUL (1 PF),"[1627739, 1641717]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,2530.0,1.0,0.0,Wallace,1641717.0,,
166,PT11M18.00S,2024-11-03T03:05:48.0Z,2,REGULAR,3pt,Jump Shot,[],1628983,27.94021024967148,82.1078431372549,1610612760,30,22,2024-11-03T03:05:53Z,1660000,False,-161.0,210.0,1,left,S. Gilgeous-Alexander 26' 3PT step back (5 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,26.44,Made,,5.0,,,,,,,,,,,,,,,,
167,PT10M55.00S,2024-11-03T03:06:10.5Z,2,REGULAR,2pt,Jump Shot,[],1629645,86.5473061760841,85.5392156862745,1610612746,32,22,2024-11-03T03:06:27Z,1670000,False,178.0,74.0,1,right,K. Porter Jr. 19' fadeaway bank Jump Shot (2 PTS),[1629645],1610612746.0,LAC,fadeaway bank,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right,19.25,Made,,2.0,,,,,,,,,,,,,,,,
168,PT10M45.00S,2024-11-03T03:06:20.0Z,2,REGULAR,turnover,bad pass,[],1628983,,,1610612760,32,22,2024-11-03T03:06:30Z,1680000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (2 TO),"[1628983, 1627826]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2.0,Zubac,1627826.0,,,,,,,
