actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-05T03:30:19.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-05T03:30:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-11-05T03:30:21.6Z,1,REGULAR,jumpball,recovered,[],1641705,,,1610612759,0,0,2024-11-05T03:30:21Z,40000,False,,,0,,Jump Ball H. Barnes vs. I. Zubac: Tip to V. Wembanyama,"[1641705, 203084, 1627826]",1610612759.0,SAS,startperiod,V. Wembanyama,1641705.0,Wembanyama,V. Wembanyama,Barnes,203084.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-11-05T03:30:38.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,8.09789750328515,48.28431372549019,1610612759,0,2,2024-11-05T03:31:41Z,70000,False,9.0,24.0,1,left,J. Sochan cutting DUNK (2 PTS) (V. Wembanyama 1 AST),"[1631110, 1641705]",1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,2.51,Made,2.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2024-11-05T03:31:01.1Z,1,REGULAR,3pt,Jump Shot,[],1629611,86.15308804204993,96.81372549019608,1610612746,3,2,2024-11-05T03:31:07Z,90000,False,234.0,78.0,1,right,T. Mann 24' 3PT  (3 PTS) (N. Powell 1 AST),"[1629611, 1626181]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,24.67,Made,3.0,N. Powell,1626181.0,1.0,,,,,,,,,,,,,,
11,PT10M57.00S,2024-11-05T03:31:20.9Z,1,REGULAR,3pt,Jump Shot,[],1630577,16.376478318002626,96.07843137254902,1610612759,3,5,2024-11-05T03:31:24Z,110000,False,-230.0,101.0,1,left,J. Champagnie 25' 3PT  (3 PTS) (J. Sochan 1 AST),"[1630577, 1631110]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.17,Made,3.0,J. Sochan,1631110.0,1.0,,,,,,,,,,,,,,
13,PT10M38.00S,2024-11-05T03:31:42.3Z,1,REGULAR,foul,personal,['2freethrow'],1641705,,,1610612746,3,5,2024-11-05T03:31:48Z,130000,False,,,0,,V. Wembanyama shooting personal FOUL (1 PF) (Zubac 2 FT),"[1641705, 1627826]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,1148.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,
15,PT10M38.00S,2024-11-05T03:32:12.0Z,1,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,4,5,2024-11-05T03:32:12Z,150000,False,,,0,,I. Zubac Free Throw 1 of 2 (1 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
16,PT10M38.00S,2024-11-05T03:32:28.0Z,1,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,5,5,2024-11-05T03:32:28Z,160000,False,,,0,,I. Zubac Free Throw 2 of 2 (2 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M17.00S,2024-11-05T03:32:52.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,11.383048620236531,64.70588235294117,1610612759,5,5,2024-11-05T03:32:57Z,170000,False,-74.0,55.0,1,left,MISS V. Wembanyama 9' fadeaway Shot,[1641705],1610612759.0,SAS,fadeaway,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Left,9.15,Missed,,,,,,,,,,,,,,,,,,
18,PT10M15.00S,2024-11-05T03:32:54.0Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,5,5,2024-11-05T03:32:57Z,180000,False,,,0,,J. Sochan REBOUND (Off:1 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,17.0,1.0,0.0,1.0,,,,,
