actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-02-13T03:40:29.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-13T03:40:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-02-13T03:40:32.6Z,1,REGULAR,jumpball,recovered,[],1628991,,,1610612763,0,0,2025-02-13T03:40:32Z,40000,False,,,0,,Jump Ball Z. Edey vs. I. Zubac: Tip to J. Jackson Jr.,"[1628991, 1641744, 1627826]",1610612763.0,MEM,startperiod,J. Jackson Jr.,1628991.0,Jackson Jr.,J. Jackson Jr.,Edey,1641744.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-02-13T03:40:53.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641744,92.11563731931669,56.79764093137255,1610612763,0,0,2025-02-13T03:41:17Z,70000,False,34.0,22.0,1,right,MISS Z. Edey cutting Layup - blocked,"[1641744, 201935]",1610612763.0,MEM,cutting,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,4.03,Missed,Harden,201935.0,,,,,,,,,,,,,,,,
8,PT11M37.00S,2025-02-13T03:40:53.6Z,1,REGULAR,block,,[],201935,,,1610612763,0,0,2025-02-13T03:40:55Z,80000,False,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M36.00S,2025-02-13T03:40:54.6Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,0,0,2025-02-13T03:41:17Z,90000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M22.00S,2025-02-13T03:41:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,13.534822601839679,52.49310661764706,1610612746,0,0,2025-02-13T03:41:38Z,100000,False,-12.0,75.0,1,left,MISS K. Dunn 7' driving Layup - blocked,"[1627739, 1628991]",1610612746.0,LAC,driving,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,7.57,Missed,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,
11,PT11M22.00S,2025-02-13T03:41:08.4Z,1,REGULAR,block,,[],1628991,,,1610612746,0,0,2025-02-13T03:41:10Z,110000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
12,PT11M20.00S,2025-02-13T03:41:10.4Z,1,REGULAR,rebound,offensive,[],202695,,,1610612746,0,0,2025-02-13T03:41:38Z,120000,False,,,0,,K. Leonard REBOUND (Off:1 Def:0),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,
13,PT11M13.00S,2025-02-13T03:41:16.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201935,19.579500657030223,51.060814950980394,1610612746,2,0,2025-02-13T03:41:55Z,130000,False,-5.0,132.0,1,left,J. Harden 13' driving floating Jump Shot (2 PTS) (K. Dunn 1 AST),"[201935, 1627739]",1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,13.16,Made,,,,,,,2.0,K. Dunn,1627739.0,1.0,,,,,,,,
15,PT11M03.00S,2025-02-13T03:41:28.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,85.54533508541392,59.815410539215684,1610612763,2,0,2025-02-13T03:42:12Z,150000,False,49.0,83.0,1,right,MISS J. Jackson Jr. 9' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.68,Missed,,,,,,,,,,,,,,,,,,
