actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
340,PT10M25.00S,2024-11-10T04:59:59.1Z,3,REGULAR,freethrow,2 of 2,[],1627884,,,1610612746,56,50,2024-11-10T04:59:59Z,3320000,False,,,0,,D. Jones Jr. Free Throw 2 of 2 (2 PTS),[1627884],1610612746.0,LAC,,,,,,,,,,Made,Jones Jr.,D. Jones Jr.,,,,,,,,,,2.0,,,,,,,,
341,PT10M07.00S,2024-11-10T05:00:22.0Z,3,REGULAR,turnover,bad pass,[],1629628,,,1610612761,56,50,2024-11-10T05:00:36Z,3330000,False,,,0,,R. Barrett bad pass TURNOVER (3 TO),"[1629628, 201935]",1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,3.0,Harden,201935.0
342,PT10M07.00S,2024-11-10T05:00:22.0Z,3,REGULAR,steal,,[],201935,,,1610612746,56,50,2024-11-10T05:00:24Z,3340000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,
343,PT10M02.00S,2024-11-10T05:00:26.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626181,93.9060446780552,46.81372549019608,1610612746,58,50,2024-11-10T05:00:40Z,3350000,False,-16.0,5.0,1,right,N. Powell running Layup (11 PTS) (J. Harden 5 AST),"[1626181, 201935]",1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,1.66,Made,Powell,N. Powell,,,,,,,,,,11.0,,,J. Harden,201935.0,5.0,,,
344,PT10M01.00S,2024-11-10T05:00:35.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,58,50,2024-11-10T05:00:35Z,3360000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT09M42.00S,2024-11-10T05:03:58.5Z,3,REGULAR,2pt,Jump Shot,[],1630193,12.434296977660972,30.88235294117647,1610612761,58,52,2024-11-10T05:04:41Z,3370000,False,96.0,64.0,1,left,I. Quickley 11' driving floating bank Jump Shot (7 PTS) (J. Pöltl 3 AST),"[1630193, 1627751]",1610612761.0,TOR,driving floating bank,,,,,,Mid-Range,8-16 Right,11.53,Made,Quickley,I. Quickley,,,,,,,,,,7.0,,,J. Pöltl,1627751.0,3.0,,,
348,PT09M12.00S,2024-11-10T05:04:09.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,86.15308804204993,52.94117647058824,1610612746,60,52,2024-11-10T05:04:18Z,3390000,False,15.0,78.0,1,right,I. Zubac 7' Hook (14 PTS) (J. Harden 6 AST),"[1627826, 201935]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,7.91,Made,Zubac,I. Zubac,,,,,,,,,,14.0,,,J. Harden,201935.0,6.0,,,
350,PT08M55.00S,2024-11-10T05:04:27.4Z,3,REGULAR,turnover,lost ball,[],1627751,,,1610612761,60,52,2024-11-10T05:05:16Z,3410000,False,,,0,,J. Pöltl lost ball TURNOVER (3 TO),"[1627751, 1627826]",1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,3.0,Zubac,1627826.0
351,PT08M55.00S,2024-11-10T05:04:27.4Z,3,REGULAR,steal,,[],1627826,,,1610612746,60,52,2024-11-10T05:04:29Z,3420000,False,,,0,,I. Zubac STEAL (2 STL),[1627826],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
352,PT08M46.00S,2024-11-10T05:04:37.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626181,90.88370565045992,41.911764705882355,1610612746,60,52,2024-11-10T05:05:50Z,3430000,False,-40.0,33.0,1,right,MISS N. Powell driving floating bank Shot,[1626181],1610612746.0,LAC,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,5.23,Missed,Powell,N. Powell,,,,,,,,,,,,,,,,,,
353,PT08M44.00S,2024-11-10T05:04:39.4Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,60,52,2024-11-10T05:05:50Z,3440000,False,,,0,,J. Pöltl REBOUND (Off:1 Def:7),[1627751],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,Pöltl,J. Pöltl,352.0,8.0,7.0,1.0,,,,,,,,,,,,,,
354,PT08M39.00S,2024-11-10T05:04:44.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,8.886333771353483,39.46078431372549,1610612761,60,54,2024-11-10T05:04:50Z,3450000,False,53.0,31.0,1,left,R. Barrett 6' running Layup (8 PTS),[1629628],1610612761.0,TOR,running,,,,,,In The Paint (Non-RA),0-8 Center,6.11,Made,Barrett,R. Barrett,,,,,,,,,,8.0,,,,,,,,
355,PT08M39.00S,2024-11-10T05:04:47.6Z,3,REGULAR,foul,personal,['1freethrow'],1629611,,,1610612761,60,54,2024-11-10T05:04:53Z,3460000,False,,,0,,T. Mann shooting personal FOUL (2 PF) (Barrett 1 FT),"[1629611, 1629628]",1610612746.0,LAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Mann,T. Mann,,,,,1204.0,2.0,0.0,Barrett,1629628.0,,,,,,,,,
357,PT08M39.00S,2024-11-10T05:05:11.0Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1629628,,,1610612761,60,54,2024-11-10T05:05:14Z,3480000,False,,,0,,MISS R. Barrett Free Throw 1 of 1,[1629628],1610612761.0,TOR,,,,,,,,,,Missed,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
358,PT08M36.00S,2024-11-10T05:05:14.0Z,3,REGULAR,rebound,defensive,[],201935,,,1610612746,60,54,2024-11-10T05:05:14Z,3490000,False,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612746.0,LAC,,,,,,,,,,,Harden,J. Harden,357.0,5.0,5.0,0.0,,,,,,,,,,,,,,
359,PT08M31.00S,2024-11-10T05:05:20.4Z,3,REGULAR,foul,personal,[],1629628,,,1610612746,60,54,2024-11-10T05:05:32Z,3500000,False,,,0,,R. Barrett personal FOUL (2 PF),"[1629628, 1627884]",1610612761.0,TOR,,,,,,,Mid-Range,16-24 Left,,,Barrett,R. Barrett,,,,,202007.0,2.0,0.0,Jones Jr.,1627884.0,,,,,,,,,
361,PT08M15.00S,2024-11-10T05:05:52.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612746,60,54,2024-11-10T05:05:59Z,3520000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Center,,,,,,,,,202007.0,,,,,,,,,,,,,
362,PT08M05.00S,2024-11-10T05:06:17.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630534,9.937582128777924,96.32352941176471,1610612761,60,54,2024-11-10T05:07:00Z,3530000,False,-232.0,41.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,23.52,Missed,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
363,PT08M03.00S,2024-11-10T05:06:19.9Z,3,REGULAR,rebound,offensive,[],1630193,,,1610612761,60,54,2024-11-10T05:07:00Z,3540000,False,,,0,,I. Quickley REBOUND (Off:1 Def:2),[1630193],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,Quickley,I. Quickley,362.0,3.0,2.0,1.0,,,,,,,,,,,,,,
364,PT08M00.00S,2024-11-10T05:06:23.4Z,3,REGULAR,turnover,bad pass,[],1630193,,,1610612761,60,54,2024-11-10T05:07:17Z,3550000,False,,,0,,I. Quickley bad pass TURNOVER (1 TO),"[1630193, 1626181]",1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,1.0,Powell,1626181.0
365,PT08M00.00S,2024-11-10T05:06:23.4Z,3,REGULAR,steal,,[],1626181,,,1610612746,60,54,2024-11-10T05:06:25Z,3560000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,,,,Right Corner 3,24+ Right,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,
366,PT07M53.00S,2024-11-10T05:06:28.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627884,93.11760840998686,46.32352941176471,1610612746,62,54,2024-11-10T05:06:32Z,3570000,False,-18.0,12.0,1,right,D. Jones Jr. running Layup (4 PTS) (N. Powell 3 AST),"[1627884, 1626181]",1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,2.21,Made,Jones Jr.,D. Jones Jr.,,,,,,,,,,4.0,,,N. Powell,1626181.0,3.0,,,
368,PT07M40.00S,2024-11-10T05:06:42.0Z,3,REGULAR,3pt,Jump Shot,[],1641711,27.020367936925098,20.34313725490196,1610612761,62,54,2024-11-10T05:07:55Z,3590000,False,148.0,201.0,1,left,MISS G. Dick 25' pullup 3PT,[1641711],1610612761.0,TOR,pullup,,,,,,Above the Break 3,24+ Right Center,25.02,Missed,Dick,G. Dick,,,,,,,,,,,,,,,,,,
369,PT07M38.00S,2024-11-10T05:06:44.0Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612746,62,54,2024-11-10T05:07:55Z,3600000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,Powell,N. Powell,368.0,2.0,2.0,0.0,,,,,,,,,,,,,,
370,PT07M31.00S,2024-11-10T05:06:49.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626181,92.85479632063075,46.32352941176471,1610612746,64,54,2024-11-10T05:06:54Z,3610000,False,-18.0,15.0,1,right,N. Powell running Layup (13 PTS),[1626181],1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,2.36,Made,Powell,N. Powell,,,,,,,,,,13.0,,,,,,,,
371,PT07M18.00S,2024-11-10T05:07:05.7Z,3,REGULAR,foul,personal,[],1627826,,,1610612761,64,54,2024-11-10T05:07:12Z,3620000,False,,,0,,I. Zubac personal FOUL (2 PF),"[1627826, 1627751]",1610612746.0,LAC,,,,,,,Mid-Range,8-16 Right,,,Zubac,I. Zubac,,,,,202007.0,2.0,0.0,Pöltl,1627751.0,,,,,,,,,
373,PT07M18.00S,2024-11-10T05:07:12.2Z,3,REGULAR,substitution,out,[],1630193,,,1610612761,64,54,2024-11-10T05:07:24Z,3640000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
374,PT07M18.00S,2024-11-10T05:07:12.2Z,3,REGULAR,substitution,in,[],1630558,,,1610612761,64,54,2024-11-10T05:07:24Z,3650000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
375,PT07M11.00S,2024-11-10T05:07:38.0Z,3,REGULAR,3pt,Jump Shot,[],1629628,11.908672798948752,2.696078431372549,1610612761,64,54,2024-11-10T05:08:25Z,3660000,False,237.0,59.0,1,left,MISS R. Barrett 24' 3PT,[1629628],1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,24.38,Missed,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
376,PT07M09.00S,2024-11-10T05:07:40.0Z,3,REGULAR,rebound,defensive,[],201935,,,1610612746,64,54,2024-11-10T05:08:25Z,3670000,False,,,0,,J. Harden REBOUND (Off:0 Def:6),[201935],1610612746.0,LAC,,,,,,,Right Corner 3,24+ Right,,,Harden,J. Harden,375.0,6.0,6.0,0.0,,,,,,,,,,,,,,
377,PT06M58.00S,2024-11-10T05:07:52.0Z,3,REGULAR,foul,offensive,[],201935,,,1610612746,64,54,2024-11-10T05:07:59Z,3680000,False,,,0,,J. Harden offensive FOUL (1 PF),"[201935, 1629628]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Harden,J. Harden,,,,,2534.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,
379,PT06M58.00S,2024-11-10T05:07:52.0Z,3,REGULAR,turnover,offensive foul,[],201935,,,1610612746,64,54,2024-11-10T05:07:52Z,3700000,False,,,0,,J. Harden offensive foul TURNOVER (3 TO),[201935],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Harden,J. Harden,,,,,2534.0,,,,,,,,,,,3.0,,
380,PT06M48.00S,2024-11-10T05:08:17.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641711,28.33442838370565,72.30392156862744,1610612761,64,57,2024-11-10T05:08:21Z,3710000,False,-112.0,214.0,1,left,G. Dick 24' 3PT  (15 PTS) (D. Mitchell 3 AST),"[1641711, 1630558]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,24.11,Made,Dick,G. Dick,,,,,,,,,,15.0,,,D. Mitchell,1630558.0,3.0,,,
382,PT06M34.00S,2024-11-10T05:08:33.3Z,3,REGULAR,foul,personal,[],1630558,,,1610612746,64,57,2024-11-10T05:08:40Z,3730000,False,,,0,,D. Mitchell personal FOUL (1 PF),"[1630558, 201935]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,Mitchell,D. Mitchell,,,,,2534.0,1.0,0.0,Harden,201935.0,,,,,,,,,
384,PT06M21.00S,2024-11-10T05:09:10.8Z,3,REGULAR,3pt,Jump Shot,[],1627884,77.61169513797634,9.558823529411764,1610612746,64,57,2024-11-10T05:09:29Z,3750000,False,-202.0,158.0,1,right,MISS D. Jones Jr. 25' step back 3PT,[1627884],1610612746.0,LAC,step back,,,,,,Above the Break 3,24+ Left Center,25.66,Missed,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
385,PT06M18.00S,2024-11-10T05:09:13.8Z,3,REGULAR,rebound,offensive,[],1629611,,,1610612746,64,57,2024-11-10T05:09:29Z,3760000,False,,,0,,T. Mann REBOUND (Off:2 Def:2),[1629611],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Mann,T. Mann,384.0,4.0,2.0,2.0,,,,,,,,,,,,,,
386,PT06M12.00S,2024-11-10T05:09:19.6Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612746,64,57,2024-11-10T05:09:48Z,3770000,False,,,0,,J. Harden bad pass TURNOVER (4 TO),"[201935, 1629628]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,Harden,J. Harden,,,,,,,,,,,,,,,,4.0,Barrett,1629628.0
387,PT06M12.00S,2024-11-10T05:09:19.6Z,3,REGULAR,steal,,[],1629628,,,1610612761,64,57,2024-11-10T05:09:21Z,3780000,False,,,0,,R. Barrett STEAL (2 STL),[1629628],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
388,PT06M08.00S,2024-11-10T05:09:23.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630534,5.338370565045992,44.36274509803921,1610612761,64,59,2024-11-10T05:09:52Z,3790000,False,28.0,-2.0,1,left,O. Agbaji running Layup (14 PTS) (R. Barrett 2 AST),"[1630534, 1629628]",1610612761.0,TOR,running,,,,,,Restricted Area,0-8 Center,2.83,Made,Agbaji,O. Agbaji,,,,,,,,,,14.0,,,R. Barrett,1629628.0,2.0,,,
390,PT05M53.00S,2024-11-10T05:09:40.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,85.3646517739816,47.05882352941176,1610612746,64,59,2024-11-10T05:10:27Z,3810000,False,-15.0,85.0,1,right,MISS J. Harden 8' driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.64,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
391,PT05M50.00S,2024-11-10T05:09:43.5Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,64,59,2024-11-10T05:10:27Z,3820000,False,,,0,,J. Pöltl REBOUND (Off:1 Def:8),[1627751],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),8-16 Center,,,Pöltl,J. Pöltl,390.0,9.0,8.0,1.0,,,,,,,,,,,,,,
392,PT05M44.00S,2024-11-10T05:09:47.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,6.5703022339027655,55.36917892156863,1610612761,64,59,2024-11-10T05:11:02Z,3830000,False,-27.0,9.0,1,left,MISS R. Barrett running Layup,[1629628],1610612761.0,TOR,running,,,,,,Restricted Area,0-8 Center,2.84,Missed,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
393,PT05M42.00S,2024-11-10T05:09:49.8Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,64,59,2024-11-10T05:11:02Z,3840000,False,,,0,,T. Mann REBOUND (Off:2 Def:3),[1629611],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Mann,T. Mann,392.0,5.0,3.0,2.0,,,,,,,,,,,,,,
394,PT05M38.00S,2024-11-10T05:09:54.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201935,72.22404730617609,80.14705882352942,1610612746,64,59,2024-11-10T05:11:17Z,3850000,False,151.0,209.0,1,right,MISS J. Harden 25' running 3PT,[201935],1610612746.0,LAC,running,,,,,,Above the Break 3,24+ Right Center,25.73,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
395,PT05M35.00S,2024-11-10T05:09:57.3Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,64,59,2024-11-10T05:11:17Z,3860000,False,,,0,,R. Barrett REBOUND (Off:0 Def:5),[1629628],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,Barrett,R. Barrett,394.0,5.0,5.0,0.0,,,,,,,,,,,,,,
397,PT05M30.00S,2024-11-10T05:10:08.1Z,3,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612761,64,59,2024-11-10T05:10:22Z,3880000,False,,,0,,N. Powell shooting personal FOUL (2 PF) (Mitchell 2 FT),"[1626181, 1630558]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,,,Powell,N. Powell,,,,,202007.0,2.0,0.0,Mitchell,1630558.0,,,,,,,,,
399,PT05M30.00S,2024-11-10T05:10:42.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630558,,,1610612761,64,60,2024-11-10T05:11:29Z,3900000,False,,,0,,D. Mitchell Free Throw 1 of 2 (7 PTS),[1630558],1610612761.0,TOR,,,,,,,,,,Made,Mitchell,D. Mitchell,,,,,,,,,,7.0,,,,,,,,
400,PT05M30.00S,2024-11-10T05:10:42.9Z,3,REGULAR,substitution,out,[],1627826,,,1610612761,64,60,2024-11-10T05:10:57Z,3910000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
401,PT05M30.00S,2024-11-10T05:10:42.9Z,3,REGULAR,substitution,out,[],1627751,,,1610612761,64,60,2024-11-10T05:10:57Z,3920000,False,,,0,,SUB out: J. Pöltl,[1627751],1610612761.0,TOR,,,,,,,,,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,
402,PT05M30.00S,2024-11-10T05:10:42.9Z,3,REGULAR,substitution,out,[],1630534,,,1610612761,64,60,2024-11-10T05:10:57Z,3930000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
403,PT05M30.00S,2024-11-10T05:10:42.9Z,3,REGULAR,substitution,in,[],201587,,,1610612761,64,60,2024-11-10T05:10:57Z,3940000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,
404,PT05M30.00S,2024-11-10T05:10:42.9Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,64,60,2024-11-10T05:10:57Z,3950000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,
405,PT05M30.00S,2024-11-10T05:10:42.9Z,3,REGULAR,substitution,in,[],1642367,,,1610612761,64,60,2024-11-10T05:10:57Z,3960000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,
406,PT05M30.00S,2024-11-10T05:11:07.4Z,3,REGULAR,substitution,out,[],1629628,,,1610612761,64,60,2024-11-10T05:11:15Z,3970000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
407,PT05M30.00S,2024-11-10T05:11:07.4Z,3,REGULAR,substitution,in,[],1630534,,,1610612761,64,60,2024-11-10T05:11:15Z,3980000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
408,PT05M30.00S,2024-11-10T05:10:42.3Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630558,,,1610612761,64,60,2024-11-10T05:11:29Z,3990000,False,,,0,,MISS D. Mitchell Free Throw 2 of 2,[1630558],1610612761.0,TOR,,,,,,,,,,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
409,PT05M27.00S,2024-11-10T05:10:45.3Z,3,REGULAR,rebound,defensive,[],201935,,,1610612746,64,60,2024-11-10T05:11:29Z,4000000,False,,,0,,J. Harden REBOUND (Off:0 Def:7),[201935],1610612746.0,LAC,,,,,,,,,,,Harden,J. Harden,408.0,7.0,7.0,0.0,,,,,,,,,,,,,,
411,PT05M13.00S,2024-11-10T05:11:56.5Z,3,REGULAR,3pt,Jump Shot,[],201587,89.17542706964521,95.83333333333334,1610612746,64,60,2024-11-10T05:12:41Z,4020000,False,229.0,49.0,1,right,MISS N. Batum step back 3PT,[201587],1610612746.0,LAC,step back,,,,,,Right Corner 3,24+ Right,23.44,Missed,Batum,N. Batum,,,,,,,,,,,,,,,,,,
412,PT05M11.00S,2024-11-10T05:11:58.5Z,3,REGULAR,rebound,defensive,[],1630534,,,1610612761,64,60,2024-11-10T05:12:41Z,4030000,False,,,0,,O. Agbaji REBOUND (Off:2 Def:5),[1630534],1610612761.0,TOR,,,,,,,Right Corner 3,24+ Right,,,Agbaji,O. Agbaji,411.0,7.0,5.0,2.0,,,,,,,,,,,,,,
413,PT04M49.00S,2024-11-10T05:12:21.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630534,10.068988173455978,36.76470588235294,1610612761,64,60,2024-11-10T05:13:30Z,4040000,False,66.0,42.0,1,left,MISS O. Agbaji 7' driving floating bank Shot,[1630534],1610612761.0,TOR,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,7.85,Missed,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
414,PT04M46.00S,2024-11-10T05:12:24.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,64,60,2024-11-10T05:13:30Z,4050000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,413.0,,,,,,,,,,,,,,,,,
416,PT04M38.00S,2024-11-10T05:12:57.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641711,5.601182654402102,54.90196078431373,1610612761,64,60,2024-11-10T05:13:55Z,4070000,False,-25.0,0.0,1,left,MISS G. Dick driving Layup - blocked,"[1641711, 201587]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,2.45,Missed,Dick,G. Dick,,,,,,,,,,,Batum,201587.0,,,,,,
417,PT04M38.00S,2024-11-10T05:12:57.3Z,3,REGULAR,block,,[],201587,,,1610612761,64,60,2024-11-10T05:12:59Z,4080000,False,,,0,,N. Batum BLOCK (2 BLK),[201587],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,
418,PT04M36.00S,2024-11-10T05:12:59.3Z,3,REGULAR,rebound,defensive,[],201935,,,1610612746,64,60,2024-11-10T05:13:55Z,4090000,False,,,0,,J. Harden REBOUND (Off:0 Def:8),[201935],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Harden,J. Harden,416.0,8.0,8.0,0.0,,,,,,,,,,,,,,
419,PT04M22.00S,2024-11-10T05:13:14.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,89.17542706964521,57.84313725490197,1610612746,64,60,2024-11-10T05:14:25Z,4100000,False,39.0,49.0,1,right,MISS N. Powell 6' floating Shot,[1626181],1610612746.0,LAC,floating,,,,,,In The Paint (Non-RA),0-8 Center,6.3,Missed,Powell,N. Powell,,,,,,,,,,,,,,,,,,
420,PT04M18.00S,2024-11-10T05:13:18.2Z,3,REGULAR,rebound,offensive,[],1627884,,,1610612746,64,60,2024-11-10T05:14:25Z,4110000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Jones Jr.,D. Jones Jr.,419.0,1.0,0.0,1.0,,,,,,,,,,,,,,
422,PT04M07.00S,2024-11-10T05:13:58.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201935,87.46714848883047,50.73529411764706,1610612746,66,60,2024-11-10T05:14:43Z,4130000,False,4.0,65.0,1,right,J. Harden 6' driving floating Jump Shot (12 PTS),[201935],1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.54,Made,Harden,J. Harden,,,,,,,,,,12.0,,,,,,,,
423,PT04M01.00S,2024-11-10T05:14:17.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612761,66,60,2024-11-10T05:14:17Z,4140000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M01.00S,2024-11-10T05:15:22.4Z,3,REGULAR,substitution,out,[],1626181,,,1610612761,66,60,2024-11-10T05:16:03Z,4150000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,
425,PT04M01.00S,2024-11-10T05:15:22.4Z,3,REGULAR,substitution,out,[],1630534,,,1610612761,66,60,2024-11-10T05:16:03Z,4160000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
426,PT04M01.00S,2024-11-10T05:15:22.4Z,3,REGULAR,substitution,in,[],1629599,,,1610612761,66,60,2024-11-10T05:16:03Z,4170000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,,,,,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,
