actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-11-23T03:40:18.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-23T03:40:18Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-11-23T03:40:22.7Z,1,REGULAR,jumpball,recovered,[],1628989,,,1610612758,0,0,2024-11-23T03:40:22Z,40000,False,,,0,,Jump Ball D. Sabonis vs. I. Zubac: Tip to K. Huerter,"[1628989, 1627734, 1627826]",1610612758.0,SAC,startperiod,K. Huerter,1628989.0,Huerter,K. Huerter,Sabonis,1627734.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2024-11-23T03:40:42.1Z,1,REGULAR,3pt,Jump Shot,[],1628368,8.623521681997373,3.1862745098039214,1610612758,0,0,2024-11-23T03:40:46Z,70000,False,234.0,29.0,1,left,MISS D. Fox 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,23.58,Missed,,,,,,,,,,,,,,,,,,
8,PT11M31.00S,2024-11-23T03:40:47.1Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,0,0,2024-11-23T03:40:46Z,80000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M25.00S,2024-11-23T03:40:47.3Z,1,REGULAR,3pt,Jump Shot,[],1627884,85.49605781865965,4.411764705882353,1610612746,0,0,2024-11-23T03:44:31Z,85000,False,-228.0,84.0,1,right,MISS D. Jones Jr. 24' 3PT,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,24.28,Missed,,,,,,,,,,,,,,,,,,
14,PT11M25.00S,2024-11-23T03:40:47.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,0,0,2024-11-23T03:44:31Z,87500,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Left Corner 3,24+ Left,,,13.0,,,,,,,,,,,,,,,,,
11,PT11M25.00S,2024-11-23T03:41:20.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,0,0,2024-11-23T03:44:38Z,110000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PT11M05.00S,2024-11-23T03:44:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,8.09789750328515,50.73529411764706,1610612758,0,2,2024-11-23T03:44:52Z,130000,False,-4.0,24.0,1,left,D. Sabonis cutting Layup (2 PTS) (D. Fox 1 AST),"[1627734, 1628368]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.39,Made,,,,,2.0,D. Fox,1628368.0,1.0,,,,,,,,,,
17,PT10M43.00S,2024-11-23T03:45:08.3Z,1,REGULAR,3pt,Jump Shot,[],1627739,91.40932982917214,3.1862745098039214,1610612746,0,2,2024-11-23T03:45:13Z,150000,False,-234.0,28.0,1,right,MISS K. Dunn 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Left Corner 3,24+ Left,23.58,Missed,,,,,,,,,,,,,,,,,,
18,PT10M41.00S,2024-11-23T03:45:10.4Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,0,2,2024-11-23T03:45:10Z,160000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
