actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
81,PT05M38.00S,2025-03-16T23:22:17.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631109,85.23324572930355,50.49019607843137,1610612766,13,11,2025-03-16T23:22:23Z,810000,False,2.0,86.0,1,right,MISS M. Williams 8' floating Shot,[1631109],1610612766.0,CHA,floating,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,8.63,Missed,,,,,,,,,,,,,,,,,,
82,PT05M35.00S,2025-03-16T23:22:20.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,13,11,2025-03-16T23:22:23Z,820000,False,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,81.0,4.0,4.0,0.0,,,,,,,,,,,,,,
83,PT05M26.00S,2025-03-16T23:22:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,13.61695137976347,38.970588235294116,1610612746,13,11,2025-03-16T23:22:33Z,830000,False,55.0,75.0,1,left,MISS I. Zubac 9' floating Shot,[1627826],1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Right,9.35,Missed,,,,,,,,,,,,,,,,,,
84,PT05M24.00S,2025-03-16T23:22:31.4Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,13,11,2025-03-16T23:22:33Z,840000,False,,,0,,M. Williams REBOUND (Off:2 Def:4),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,83.0,6.0,4.0,2.0,,,,,,,,,,,,,,
85,PT05M11.00S,2025-03-16T23:22:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,92.9862023653088,52.69607843137255,1610612766,13,11,2025-03-16T23:22:50Z,850000,False,13.0,13.0,1,right,MISS L. Ball driving reverse Layup,[1630163],1610612766.0,CHA,driving reverse,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,1.9,Missed,,,,,,,,,,,,,,,,,,
86,PT05M10.00S,2025-03-16T23:22:45.8Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,13,11,2025-03-16T23:22:45Z,860000,False,,,0,,M. Williams REBOUND (Off:3 Def:4),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,85.0,7.0,4.0,3.0,,,,,,,,,,,,,,
87,PT05M03.00S,2025-03-16T23:22:52.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641733,93.11760840998686,19.852941176470587,1610612766,13,13,2025-03-16T23:23:05Z,870000,False,-151.0,12.0,1,right,N. Smith Jr. 15' pullup Jump Shot (2 PTS) (M. Williams 2 AST),"[1641733, 1631109]",1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,Mid-Range,8-16 Left,15.12,Made,,,,,2.0,,,,M. Williams,1631109.0,2.0,,,,,,,
89,PT04M45.00S,2025-03-16T23:23:10.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,14.799605781865965,50.49019607843137,1610612746,15,13,2025-03-16T23:23:16Z,890000,False,-2.0,87.0,1,left,I. Zubac 8' turnaround Hook (4 PTS) (K. Leonard 1 AST),"[1627826, 202695]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,8.66,Made,,,,,4.0,,,,K. Leonard,202695.0,1.0,,,,,,,
91,PT04M28.00S,2025-03-16T23:23:27.6Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,15,13,2025-03-16T23:23:33Z,910000,False,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 202695]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,Leonard,202695.0,,,,,,,,,,
92,PT04M28.00S,2025-03-16T23:23:27.6Z,1,REGULAR,steal,,[],202695,,,1610612746,15,13,2025-03-16T23:23:29Z,920000,False,,,0,,K. Leonard STEAL (2 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
93,PT04M24.00S,2025-03-16T23:23:31.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627884,6.258212877792378,53.18627450980392,1610612746,17,13,2025-03-16T23:23:42Z,930000,False,-16.0,6.0,1,left,D. Jones Jr. running alley-oop DUNK (4 PTS) (J. Harden 2 AST),"[1627884, 201935]",1610612746.0,LAC,running alley-oop,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,4.0,,,,J. Harden,201935.0,2.0,,,,,,,
95,PT04M23.00S,2025-03-16T23:23:39.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,17,13,2025-03-16T23:23:39Z,950000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M23.00S,2025-03-16T23:26:11.8Z,1,REGULAR,substitution,out,[],1631109,,,1610612766,17,13,2025-03-16T23:26:29Z,960000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M23.00S,2025-03-16T23:26:11.8Z,1,REGULAR,substitution,out,[],1630182,,,1610612766,17,13,2025-03-16T23:26:29Z,970000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M23.00S,2025-03-16T23:26:11.8Z,1,REGULAR,substitution,in,[],203994,,,1610612766,17,13,2025-03-16T23:26:29Z,980000,False,,,0,,SUB in: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M23.00S,2025-03-16T23:26:11.8Z,1,REGULAR,substitution,in,[],203552,,,1610612766,17,13,2025-03-16T23:26:29Z,990000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M11.00S,2025-03-16T23:26:52.3Z,1,REGULAR,3pt,Jump Shot,[],1630163,74.58935611038108,8.823529411764707,1610612766,17,13,2025-03-16T23:26:57Z,1000000,False,-206.0,186.0,1,right,MISS L. Ball 27' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,27.77,Missed,,,,,,,,,,,,,,,,,,
101,PT04M08.00S,2025-03-16T23:26:55.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,17,13,2025-03-16T23:26:57Z,1010000,False,,,0,,I. Zubac REBOUND (Off:0 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,100.0,5.0,5.0,0.0,,,,,,,,,,,,,,
102,PT03M51.00S,2025-03-16T23:27:12.3Z,1,REGULAR,3pt,Jump Shot,[],201935,8.623521681997373,95.58823529411765,1610612746,20,13,2025-03-16T23:27:34Z,1020000,False,-228.0,29.0,1,left,J. Harden 3PT pullup (10 PTS),[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Left Corner 3,24+ Left,22.97,Made,,,,,10.0,,,,,,,,,,,,,
103,PT03M38.00S,2025-03-16T23:27:25.1Z,1,REGULAR,3pt,Jump Shot,[],1641733,63.15703022339028,46.07843137254902,1610612766,20,16,2025-03-16T23:27:29Z,1030000,False,-20.0,294.0,1,right,N. Smith Jr. 29' 3PT  (5 PTS) (D. Jeffries 2 AST),"[1641733, 1629610]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Center,29.45,Made,,,,,5.0,,,,D. Jeffries,1629610.0,2.0,,,,,,,
106,PT03M27.00S,2025-03-16T23:27:40.1Z,1,REGULAR,turnover,palming,[],203992,,,1610612746,20,16,2025-03-16T23:27:48Z,1050000,False,,,0,,B. Bogdanović palming TURNOVER (1 TO),[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,,,,1193.0,,,,
107,PT03M27.00S,2025-03-16T23:27:46.2Z,1,REGULAR,substitution,out,[],202695,,,1610612766,20,16,2025-03-16T23:28:04Z,1060000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M27.00S,2025-03-16T23:27:46.2Z,1,REGULAR,substitution,out,[],1627826,,,1610612766,20,16,2025-03-16T23:28:04Z,1070000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M27.00S,2025-03-16T23:27:46.2Z,1,REGULAR,substitution,out,[],1627884,,,1610612766,20,16,2025-03-16T23:28:04Z,1080000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M27.00S,2025-03-16T23:27:46.2Z,1,REGULAR,substitution,in,[],1629599,,,1610612766,20,16,2025-03-16T23:28:04Z,1090000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M27.00S,2025-03-16T23:27:46.2Z,1,REGULAR,substitution,in,[],1627732,,,1610612766,20,16,2025-03-16T23:28:04Z,1100000,False,,,0,,SUB in: B. Simmons,[1627732],1610612746.0,LAC,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M27.00S,2025-03-16T23:27:46.2Z,1,REGULAR,substitution,in,[],201587,,,1610612766,20,16,2025-03-16T23:28:04Z,1110000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M16.00S,2025-03-16T23:28:14.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,81.553876478318,94.11764705882352,1610612766,20,16,2025-03-16T23:28:50Z,1120000,False,221.0,121.0,1,right,MISS L. Ball 25' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,,,,,,,,,,,,,,,,,
114,PT03M11.00S,2025-03-16T23:28:19.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,20,16,2025-03-16T23:28:25Z,1130000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,113.0,2.0,2.0,0.0,,,,,,,,,,,,,,
115,PT03M08.00S,2025-03-16T23:28:22.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203992,6.915243101182654,50.73529411764706,1610612746,22,16,2025-03-16T23:28:31Z,1140000,False,-4.0,13.0,1,left,B. Bogdanović running finger roll Layup (2 PTS) (B. Simmons 1 AST),"[203992, 1627732]",1610612746.0,LAC,running finger roll,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,2.0,,,,B. Simmons,1627732.0,1.0,,,,,,,
117,PT02M43.00S,2025-03-16T23:28:47.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641733,84.70762155059133,50.73529411764706,1610612766,22,16,2025-03-16T23:28:51Z,1160000,False,4.0,91.0,1,right,MISS N. Smith Jr. 9' driving Hook,[1641733],1610612766.0,CHA,driving,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.13,Missed,,,,,,,,,,,,,,,,,,
118,PT02M41.00S,2025-03-16T23:28:49.3Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,22,16,2025-03-16T23:28:51Z,1170000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Center,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT02M35.00S,2025-03-16T23:28:55.5Z,1,REGULAR,2pt,Jump Shot,[],1629599,21.369908015768726,62.00980392156863,1610612746,24,16,2025-03-16T23:29:00Z,1180000,False,-60.0,148.0,1,left,A. Coffey 16' pullup Jump Shot (2 PTS) (B. Simmons 2 AST),"[1629599, 1627732]",1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,Mid-Range,8-16 Center,16.01,Made,,,,,2.0,,,,B. Simmons,1627732.0,2.0,,,,,,,
121,PT02M17.00S,2025-03-16T23:29:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,92.85479632063075,54.65686274509803,1610612766,24,16,2025-03-16T23:29:17Z,1200000,False,23.0,15.0,1,right,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
122,PT02M15.00S,2025-03-16T23:29:16.5Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,24,16,2025-03-16T23:29:17Z,1210000,False,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT02M10.00S,2025-03-16T23:29:21.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629599,5.995400788436268,95.09803921568627,1610612746,24,16,2025-03-16T23:29:29Z,1220000,False,-225.0,4.0,1,left,MISS A. Coffey running 3PT,[1629599],1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
124,PT02M06.00S,2025-03-16T23:29:25.4Z,1,REGULAR,rebound,defensive,[],203552,,,1610612766,24,16,2025-03-16T23:29:29Z,1230000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,
125,PT01M53.00S,2025-03-16T23:29:37.7Z,1,REGULAR,2pt,Jump Shot,[],203552,80.50262812089356,72.79411764705883,1610612766,24,16,2025-03-16T23:29:42Z,1240000,False,114.0,131.0,1,right,MISS S. Curry 17' pullup Shot,[203552],1610612766.0,CHA,pullup,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right Center,17.35,Missed,,,,,,,,,,,,,,,,,,
126,PT01M50.00S,2025-03-16T23:29:40.7Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,24,16,2025-03-16T23:29:42Z,1250000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,,,125.0,3.0,3.0,0.0,,,,,,,,,,,,,,
127,PT01M43.00S,2025-03-16T23:29:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,6.1268068331143235,55.14705882352941,1610612746,26,16,2025-03-16T23:29:53Z,1260000,False,-26.0,5.0,1,left,J. Harden driving Layup (12 PTS),[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,12.0,,,,,,,,,,,,,
128,PT01M43.00S,2025-03-16T23:29:56.7Z,1,REGULAR,foul,personal,['1freethrow'],203994,,,1610612746,26,16,2025-03-16T23:30:02Z,1270000,False,,,0,,J. Nurkić shooting personal FOUL (1 PF) (Harden 1 FT),"[203994, 201935]",1610612766.0,CHA,shooting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Harden,201935.0
130,PT01M43.00S,2025-03-16T23:30:03.8Z,1,REGULAR,substitution,out,[],1630163,,,1610612746,26,16,2025-03-16T23:30:50Z,1290000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M43.00S,2025-03-16T23:30:03.8Z,1,REGULAR,substitution,out,[],1629610,,,1610612746,26,16,2025-03-16T23:30:50Z,1300000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M43.00S,2025-03-16T23:30:03.8Z,1,REGULAR,substitution,in,[],1628970,,,1610612746,26,16,2025-03-16T23:30:50Z,1310000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M43.00S,2025-03-16T23:30:03.8Z,1,REGULAR,substitution,in,[],1630585,,,1610612746,26,16,2025-03-16T23:30:50Z,1320000,False,,,0,,SUB in: M. Garrett,[1630585],1610612766.0,CHA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M43.00S,2025-03-16T23:30:24.1Z,1,REGULAR,freethrow,1 of 1,[],201935,,,1610612746,27,16,2025-03-16T23:30:24Z,1330000,False,,,0,,J. Harden Free Throw 1 of 1 (13 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
135,PT01M27.00S,2025-03-16T23:30:41.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.24901445466492,44.85294117647059,1610612766,27,18,2025-03-16T23:30:46Z,1340000,False,-26.0,11.0,1,right,M. Bridges driving Layup (2 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,2.0,,,,,,,,,,,,,
136,PT01M20.00S,2025-03-16T23:30:48.5Z,1,REGULAR,3pt,Jump Shot,[],1629599,15.982260183968464,4.901960784313726,1610612746,27,18,2025-03-16T23:30:52Z,1350000,False,225.0,98.0,1,left,MISS A. Coffey 24' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,24.58,Missed,,,,,,,,,,,,,,,,,,
137,PT01M17.00S,2025-03-16T23:30:50.7Z,1,REGULAR,rebound,offensive,[],201587,,,1610612746,27,18,2025-03-16T23:30:50Z,1360000,False,,,0,,N. Batum REBOUND (Off:1 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,,,136.0,2.0,1.0,1.0,,,,,,,,,,,,,,
138,PT01M07.00S,2025-03-16T23:31:03.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630585,,,1610612746,27,18,2025-03-16T23:31:09Z,1370000,False,,,0,,M. Garrett shooting personal FOUL (1 PF) (Harden 2 FT),"[1630585, 201935]",1610612766.0,CHA,shooting,,,Garrett,M. Garrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Harden,201935.0
140,PT01M07.00S,2025-03-16T23:31:31.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201935,,,1610612746,28,18,2025-03-16T23:31:31Z,1390000,False,,,0,,J. Harden Free Throw 1 of 2 (14 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
141,PT01M07.00S,2025-03-16T23:31:47.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201935,,,1610612746,29,18,2025-03-16T23:31:47Z,1400000,False,,,0,,J. Harden Free Throw 2 of 2 (15 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
142,PT00M57.70S,2025-03-16T23:32:04.0Z,1,REGULAR,foul,personal,[],203992,,,1610612766,29,18,2025-03-16T23:32:09Z,1410000,False,,,0,,B. Bogdanović personal FOUL (1 PF),"[203992, 203552]",1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Curry,203552.0
144,PT00M45.20S,2025-03-16T23:32:30.6Z,1,REGULAR,3pt,Jump Shot,[],1630585,64.33968462549278,51.9607843137255,1610612766,29,21,2025-03-16T23:32:38Z,1430000,False,10.0,283.0,1,right,M. Garrett 28' 3PT bank (3 PTS) (M. Bridges 1 AST),"[1630585, 1628970]",1610612766.0,CHA,bank,,,Garrett,M. Garrett,,,,,Above the Break 3,24+ Center,28.29,Made,,,,,3.0,,,,M. Bridges,1628970.0,1.0,,,,,,,
146,PT00M32.40S,2025-03-16T23:32:48.7Z,1,REGULAR,3pt,Jump Shot,[],203992,7.046649145860711,95.34313725490196,1610612746,32,21,2025-03-16T23:32:54Z,1450000,False,-227.0,14.0,1,left,B. Bogdanović 3PT  (5 PTS) (N. Batum 1 AST),"[203992, 201587]",1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Left Corner 3,24+ Left,22.71,Made,,,,,5.0,,,,N. Batum,201587.0,1.0,,,,,,,
148,PT00M11.60S,2025-03-16T23:33:12.0Z,1,REGULAR,3pt,Jump Shot,[],1628970,68.80749014454665,27.941176470588236,1610612766,32,21,2025-03-16T23:33:18Z,1470000,False,-110.0,241.0,1,right,MISS M. Bridges 26' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,26.48,Missed,,,,,,,,,,,,,,,,,,
149,PT00M09.60S,2025-03-16T23:33:14.1Z,1,REGULAR,rebound,defensive,[],203992,,,1610612746,32,21,2025-03-16T23:33:14Z,1480000,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:2),[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left Center,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,,,
150,PT00M02.90S,2025-03-16T23:33:23.0Z,1,REGULAR,3pt,Jump Shot,[],201935,34.11629434954008,46.32352941176471,1610612746,32,21,2025-03-16T23:34:52Z,1490000,False,18.0,268.0,1,left,MISS J. Harden 26' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,,
151,PT00M00.50S,2025-03-16T23:33:25.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612766,32,21,2025-03-16T23:35:06Z,1500000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:1),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,,
152,PT00M00.00S,2025-03-16T23:33:26.5Z,1,REGULAR,period,end,[],0,,,1610612766,32,21,2025-03-16T23:33:26Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-03-16T23:35:37.5Z,2,REGULAR,substitution,out,['startperiod'],201935,,,1610612766,32,21,2025-03-16T23:36:13Z,1520000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-03-16T23:35:37.5Z,2,REGULAR,substitution,out,['startperiod'],201587,,,1610612766,32,21,2025-03-16T23:36:13Z,1530000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-03-16T23:35:37.5Z,2,REGULAR,substitution,out,['startperiod'],1641733,,,1610612766,32,21,2025-03-16T23:36:13Z,1540000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-03-16T23:35:37.5Z,2,REGULAR,substitution,in,['startperiod'],202695,,,1610612766,32,21,2025-03-16T23:36:13Z,1550000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-03-16T23:35:37.5Z,2,REGULAR,substitution,in,['startperiod'],1626181,,,1610612766,32,21,2025-03-16T23:36:13Z,1560000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-03-16T23:35:37.5Z,2,REGULAR,substitution,in,['startperiod'],1631111,,,1610612766,32,21,2025-03-16T23:36:13Z,1570000,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612766.0,CHA,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-03-16T23:36:13.2Z,2,REGULAR,period,start,[],0,,,1610612766,32,21,2025-03-16T23:36:13Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M43.00S,2025-03-16T23:36:28.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,89.56964520367937,39.950980392156865,1610612766,32,21,2025-03-16T23:36:35Z,1590000,False,-50.0,46.0,1,right,MISS J. Nurkić 6' turnaround Hook - blocked,"[203994, 1627732]",1610612766.0,CHA,turnaround,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,6.78,Missed,,,,,,,,,,,,Simmons,1627732.0,,,,,
161,PT11M43.00S,2025-03-16T23:36:28.6Z,2,REGULAR,block,,[],1627732,,,1610612766,32,21,2025-03-16T23:36:31Z,1600000,False,,,0,,B. Simmons BLOCK (1 BLK),[1627732],1610612746.0,LAC,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
162,PT11M39.00S,2025-03-16T23:36:32.6Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612746,32,21,2025-03-16T23:36:35Z,1610000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,160.0,1.0,1.0,0.0,,,,,,,,,,,,,,
163,PT11M29.00S,2025-03-16T23:36:43.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,6.652431011826544,45.83333333333333,1610612746,32,21,2025-03-16T23:36:46Z,1620000,False,21.0,10.0,1,left,MISS N. Powell driving Layup,[1626181],1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,,
