actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-18T02:10:27.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-18T02:10:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2024-11-18T02:10:33.5Z,1,REGULAR,jumpball,recovered,[],1641718,,,1610612762,0,0,2024-11-18T02:10:33Z,40000,False,,,0,,Jump Ball K. Filipowski vs. I. Zubac: Tip to K. George,"[1641718, 1642271, 1627826]",1610612762.0,UTA,startperiod,K. George,1641718.0,George,K. George,Filipowski,1642271.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-11-18T02:10:44.3Z,1,REGULAR,turnover,bad pass,[],1629012,,,1610612762,0,0,2024-11-18T02:12:35Z,70000,False,,,0,,C. Sexton bad pass TURNOVER (1 TO),"[1629012, 1626181]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,16-24 Left Center,1.0,Powell,1626181.0,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2024-11-18T02:10:44.3Z,1,REGULAR,steal,,[],1626181,,,1610612746,0,0,2024-11-18T02:10:47Z,80000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
9,PT11M29.00S,2024-11-18T02:10:57.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627826,11.383048620236531,50.49019607843137,1610612746,2,0,2024-11-18T02:12:39Z,90000,False,-2.0,55.0,1,left,I. Zubac driving Hook (2 PTS) (J. Harden 1 AST),"[1627826, 201935]",1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,5.46,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,
11,PT11M10.00S,2024-11-18T02:11:16.6Z,1,REGULAR,3pt,Jump Shot,[],1642271,71.17279894875165,75.0,1610612762,2,0,2024-11-18T02:11:20Z,110000,False,125.0,218.0,1,right,MISS K. Filipowski 25' 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,,25.17,Missed,,,,,,,,,,,,,,,
12,PT11M08.00S,2024-11-18T02:11:18.6Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,2,0,2024-11-18T02:11:20Z,120000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,
13,PT11M03.00S,2024-11-18T02:11:24.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1627884,6.783837056504599,49.754901960784316,1610612746,4,0,2024-11-18T02:13:53Z,130000,False,1.0,11.0,1,left,D. Jones Jr. running alley-oop DUNK (2 PTS) (J. Harden 2 AST),"[1627884, 201935]",1610612746.0,LAC,running alley-oop,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,1.14,Made,2.0,J. Harden,201935.0,2.0,,,,,,,,,,,
15,PT10M43.00S,2024-11-18T02:11:43.8Z,1,REGULAR,turnover,lost ball,[],1628381,,,1610612762,4,0,2024-11-18T02:11:47Z,150000,False,,,0,,J. Collins lost ball TURNOVER (1 TO),"[1628381, 201935]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Right,1.0,Harden,201935.0,,,,,,,,,,,,,,,,,
16,PT10M43.00S,2024-11-18T02:11:43.8Z,1,REGULAR,steal,,[],201935,,,1610612746,4,0,2024-11-18T02:11:45Z,160000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
