actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
179,PT09M26.00S,2024-11-07T03:48:29.2Z,2,REGULAR,substitution,out,[],200768,,,1610612746,28,31,2024-11-07T03:48:43Z,1730000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M26.00S,2024-11-07T03:48:29.2Z,2,REGULAR,substitution,in,[],1626181,,,1610612746,28,31,2024-11-07T03:48:43Z,1740000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M26.00S,2024-11-07T03:48:29.2Z,2,REGULAR,substitution,in,[],1630178,,,1610612746,28,31,2024-11-07T03:48:43Z,1750000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M13.00S,2024-11-07T03:49:08.0Z,2,REGULAR,substitution,out,[],201569,,,1610612746,28,31,2024-11-07T03:49:10Z,1770000,False,,,0,,SUB out: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M13.00S,2024-11-07T03:49:08.0Z,2,REGULAR,substitution,in,[],1626162,,,1610612746,28,31,2024-11-07T03:49:10Z,1780000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M10.00S,2024-11-07T03:49:21.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201587,86.5473061760841,98.0392156862745,1610612746,31,31,2024-11-07T03:49:25Z,1790000,False,240.0,74.0,1,right,N. Batum 25' 3PT  (5 PTS) (K. Dunn 1 AST),"[201587, 1627739]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,,,,,,,25.13,Made,5.0,K. Dunn,1627739.0,1.0,,,,,,,,
187,PT08M43.00S,2024-11-07T03:49:47.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,19.004599211563733,37.254901960784316,1610612755,31,33,2024-11-07T03:49:54Z,1810000,False,64.0,126.0,1,left,T. Maxey 14' step back Jump Shot (10 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,14.13,Made,10.0,,,,,,,,,,,
188,PT08M27.00S,2024-11-07T03:50:03.8Z,2,REGULAR,3pt,Jump Shot,[],1626181,64.20827858081472,56.61764705882353,1610612746,34,33,2024-11-07T03:50:08Z,1820000,False,33.0,284.0,1,right,N. Powell 28' 3PT  (10 PTS) (K. Dunn 2 AST),"[1626181, 1627739]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,,,,,,,28.58,Made,10.0,K. Dunn,1627739.0,2.0,,,,,,,,
190,PT08M10.00S,2024-11-07T03:50:25.4Z,2,REGULAR,foul,personal,[],201587,,,1610612755,34,33,2024-11-07T03:50:33Z,1840000,False,,,0,,N. Batum personal FOUL (1 PF),"[201587, 202331]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,16-24 Right Center,202901.0,,1.0,0.0,George,202331.0,,,,,,,,,,,,,,
192,PT08M10.00S,2024-11-07T03:50:30.5Z,2,REGULAR,substitution,out,[],202331,,,1610612755,34,33,2024-11-07T03:50:38Z,1860000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M10.00S,2024-11-07T03:50:30.5Z,2,REGULAR,substitution,in,[],1628997,,,1610612755,34,33,2024-11-07T03:50:38Z,1870000,False,,,0,,SUB in: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M00.00S,2024-11-07T03:50:58.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,7.30946123521682,48.529411764705884,1610612755,34,35,2024-11-07T03:51:02Z,1880000,False,7.0,16.0,1,left,A. Drummond cutting DUNK (2 PTS) (K. Oubre Jr. 1 AST),"[203083, 1626162]",1610612755.0,PHI,cutting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,1.78,Made,2.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,
196,PT07M38.00S,2024-11-07T03:51:22.5Z,2,REGULAR,turnover,lost ball,[],1627826,,,1610612746,34,35,2024-11-07T03:51:54Z,1900000,False,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 1630231]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,,,,,,,,,,Martin,1630231.0
197,PT07M38.00S,2024-11-07T03:51:22.5Z,2,REGULAR,steal,,[],1630231,,,1610612755,34,35,2024-11-07T03:51:24Z,1910000,False,,,0,,K. Martin STEAL (1 STL),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
198,PT07M34.00S,2024-11-07T03:51:25.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630231,5.206964520367937,49.50980392156863,1610612755,34,37,2024-11-07T03:51:34Z,1920000,False,2.0,-4.0,1,left,K. Martin running DUNK (4 PTS),[1630231],1610612755.0,PHI,running,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,,,,,,0.44,Made,4.0,,,,,,,,,,,
199,PT07M34.00S,2024-11-07T03:51:30.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,34,37,2024-11-07T03:51:30Z,1930000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M16.00S,2024-11-07T03:55:06.4Z,2,REGULAR,3pt,Jump Shot,[],1626181,71.43561103810775,19.852941176470587,1610612746,37,37,2024-11-07T03:55:11Z,1940000,False,-151.0,216.0,1,right,N. Powell 26' 3PT pullup (13 PTS),[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,26.34,Made,13.0,,,,,,,,,,,
201,PT07M04.00S,2024-11-07T03:55:18.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,7.835085413929041,47.30392156862745,1610612755,37,39,2024-11-07T03:55:23Z,1950000,False,13.0,21.0,1,left,A. Drummond driving Layup (4 PTS) (C. Martin 1 AST),"[203083, 1628997]",1610612755.0,PHI,driving,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,2.5,Made,4.0,C. Martin,1628997.0,1.0,,,,,,,,
203,PT06M49.00S,2024-11-07T03:55:33.2Z,2,REGULAR,3pt,Jump Shot,[],1627739,63.15703022339028,42.15686274509804,1610612746,37,39,2024-11-07T03:55:38Z,1970000,False,-39.0,294.0,1,right,MISS K. Dunn 29' 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,29.64,Missed,,,,,,,,,,,,
204,PT06M45.00S,2024-11-07T03:55:37.2Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,37,39,2024-11-07T03:55:38Z,1980000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,203.0,3.0,2.0,1.0,,,,
205,PT06M26.00S,2024-11-07T03:55:56.3Z,2,REGULAR,turnover,bad pass,[],1630178,,,1610612755,37,39,2024-11-07T03:56:02Z,1990000,False,,,0,,T. Maxey bad pass TURNOVER (2 TO),"[1630178, 1627739]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,2.0,,,,,,,,,,,,,,,,,Dunn,1627739.0
206,PT06M26.00S,2024-11-07T03:55:56.3Z,2,REGULAR,steal,,[],1627739,,,1610612746,37,39,2024-11-07T03:55:58Z,2000000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
207,PT06M23.00S,2024-11-07T03:56:01.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629599,92.9862023653088,48.529411764705884,1610612746,39,39,2024-11-07T03:58:32Z,2010000,False,-7.0,13.0,1,right,A. Coffey running Layup (4 PTS) (K. Dunn 3 AST),"[1629599, 1627739]",1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,1.53,Made,4.0,K. Dunn,1627739.0,3.0,,,,,,,,
209,PT06M23.00S,2024-11-07T03:56:06.1Z,2,REGULAR,foul,personal,['1freethrow'],1630231,,,1610612746,39,39,2024-11-07T03:56:12Z,2030000,False,,,0,,K. Martin shooting personal FOUL (1 PF) (Coffey 1 FT),"[1630231, 1629599]",1610612755.0,PHI,shooting,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,202901.0,,1.0,0.0,Coffey,1629599.0,,,,,,,,,,,,,,
211,PT06M23.00S,2024-11-07T03:56:13.2Z,2,REGULAR,substitution,out,[],1627739,,,1610612746,39,39,2024-11-07T03:56:58Z,2050000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M23.00S,2024-11-07T03:56:13.2Z,2,REGULAR,substitution,in,[],201935,,,1610612746,39,39,2024-11-07T03:56:58Z,2060000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M23.00S,2024-11-07T03:56:38.1Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629599,,,1610612746,40,39,2024-11-07T03:56:38Z,2070000,False,,,0,,A. Coffey Free Throw 1 of 1 (5 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,
214,PT06M05.00S,2024-11-07T03:56:56.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,14.011169513797633,49.754901960784316,1610612755,40,39,2024-11-07T03:57:00Z,2080000,False,1.0,79.0,1,left,MISS K. Oubre Jr. 7' pullup Shot,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.92,Missed,,,,,,,,,,,,
215,PT06M03.00S,2024-11-07T03:56:58.0Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,40,39,2024-11-07T03:57:00Z,2090000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,214.0,2.0,2.0,0.0,,,,
216,PT05M57.00S,2024-11-07T03:57:06.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,86.5473061760841,50.0,1610612746,40,39,2024-11-07T04:01:05Z,2100000,False,0.0,74.0,1,right,MISS J. Harden 7' pullup Shot,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.4,Missed,,,,,,,,,,,,
217,PT05M56.00S,2024-11-07T03:57:07.6Z,2,REGULAR,rebound,offensive,[],1629599,,,1610612746,40,39,2024-11-07T04:01:05Z,2110000,False,,,0,,A. Coffey REBOUND (Off:1 Def:0),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,216.0,1.0,0.0,1.0,,,,
218,PT05M55.00S,2024-11-07T03:57:09.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629599,94.40999984741211,50.0,1610612746,40,39,2024-11-07T04:01:13Z,2120000,False,0.0,0.0,1,right,MISS A. Coffey tip Layup,[1629599],1610612746.0,LAC,tip,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Missed,,,,,,,,,,,,
219,PT05M53.00S,2024-11-07T03:57:11.9Z,2,REGULAR,rebound,offensive,[],1629599,,,1610612746,40,39,2024-11-07T04:01:13Z,2130000,False,,,0,,A. Coffey REBOUND (Off:2 Def:0),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,218.0,2.0,0.0,2.0,,,,
220,PT05M52.00S,2024-11-07T03:57:11.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629599,94.40999984741211,50.0,1610612746,40,39,2024-11-07T04:01:46Z,2140000,False,0.0,0.0,1,right,MISS A. Coffey putback Layup,[1629599],1610612746.0,LAC,putback,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Missed,,,,,,,,,,,,
221,PT05M50.00S,2024-11-07T03:57:13.6Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612755,40,39,2024-11-07T04:01:46Z,2150000,False,,,0,,K. Martin REBOUND (Off:0 Def:1),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,220.0,1.0,1.0,0.0,,,,
224,PT05M30.00S,2024-11-07T03:57:31.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,7.966491458607096,59.55882352941176,1610612755,40,41,2024-11-07T04:03:17Z,2180000,False,-48.0,22.0,1,left,K. Oubre Jr. driving bank Jump Shot (5 PTS),[1626162],1610612755.0,PHI,driving bank,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.28,Made,5.0,,,,,,,,,,,
225,PT05M11.00S,2024-11-07T03:57:49.6Z,2,REGULAR,3pt,Jump Shot,[],1629599,70.38436268068331,76.47058823529412,1610612746,40,41,2024-11-07T03:57:53Z,2190000,False,132.0,226.0,1,right,MISS A. Coffey 26' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,,,,,,,26.18,Missed,,,,,,,,,,,,
226,PT05M09.00S,2024-11-07T03:57:51.6Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,40,41,2024-11-07T03:57:53Z,2200000,False,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,225.0,4.0,3.0,1.0,,,,
227,PT04M57.00S,2024-11-07T03:58:06.5Z,2,REGULAR,2pt,Jump Shot,[],1630178,2.9730617608409986,14.460784313725492,1610612755,40,41,2024-11-07T04:05:08Z,2210000,False,178.0,-25.0,1,left,MISS T. Maxey 17' fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right,,,,,,,17.94,Missed,,,,,,,,,,,,
228,PT04M55.00S,2024-11-07T03:58:08.5Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,40,41,2024-11-07T04:05:08Z,2220000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,227.0,3.0,3.0,0.0,,,,
229,PT04M44.00S,2024-11-07T03:58:18.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,89.70105124835742,50.98039215686274,1610612746,40,41,2024-11-07T04:06:07Z,2230000,False,5.0,44.0,1,right,MISS J. Harden driving Layup - blocked,"[201935, 203083]",1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.46,Missed,,,,,,,,,Drummond,203083.0,,
230,PT04M44.00S,2024-11-07T03:58:18.7Z,2,REGULAR,block,,[],203083,,,1610612746,40,41,2024-11-07T03:58:21Z,2240000,False,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
231,PT04M42.00S,2024-11-07T03:58:20.7Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,40,41,2024-11-07T04:06:07Z,2250000,False,,,0,,I. Zubac REBOUND (Off:1 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,229.0,4.0,3.0,1.0,,,,
232,PT04M41.00S,2024-11-07T03:58:22.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627826,92.72339027595268,48.28431372549019,1610612746,42,41,2024-11-07T04:06:47Z,2260000,False,-9.0,16.0,1,right,I. Zubac DUNK (10 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,1.81,Made,10.0,,,,,,,,,,,
233,PT04M18.00S,2024-11-07T03:58:43.4Z,2,REGULAR,3pt,Jump Shot,[],1626162,33.196452036793694,53.18627450980392,1610612755,42,41,2024-11-07T04:29:29Z,2270000,False,-16.0,260.0,1,left,MISS K. Oubre Jr. 26' step back 3PT,[1626162],1610612755.0,PHI,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,26.0,Missed,,,,,,,,,,,,
234,PT04M15.00S,2024-11-07T03:58:46.4Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,42,41,2024-11-07T04:29:29Z,2280000,False,,,0,,A. Drummond REBOUND (Off:2 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,233.0,5.0,3.0,2.0,,,,
235,PT04M12.00S,2024-11-07T03:58:49.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203083,9.85545335085414,97.32689950980392,1610612755,42,44,2024-11-07T04:01:17Z,2290000,False,-237.0,40.0,1,left,A. Drummond 24' 3PT  (7 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,,,,,,,24.0,Made,7.0,,,,,,,,,,,
239,PT04M02.00S,2024-11-07T03:59:23.6Z,2,REGULAR,foul,personal,[],1626162,,,1610612746,42,44,2024-11-07T03:59:30Z,2310000,False,,,0,,K. Oubre Jr. personal FOUL (3 PF),"[1626162, 201935]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,202058.0,,3.0,0.0,Harden,201935.0,,,,,,,,,,,,,,
241,PT04M02.00S,2024-11-07T03:59:29.1Z,2,REGULAR,substitution,out,[],1629599,,,1610612746,42,44,2024-11-07T03:59:41Z,2330000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M02.00S,2024-11-07T03:59:29.1Z,2,REGULAR,substitution,out,[],201587,,,1610612746,42,44,2024-11-07T03:59:41Z,2350000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M02.00S,2024-11-07T03:59:29.1Z,2,REGULAR,substitution,out,[],1626162,,,1610612746,42,44,2024-11-07T03:59:41Z,2360000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M02.00S,2024-11-07T03:59:29.1Z,2,REGULAR,substitution,in,[],1629611,,,1610612746,42,44,2024-11-07T03:59:41Z,2370000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M02.00S,2024-11-07T03:59:29.1Z,2,REGULAR,substitution,in,[],1627884,,,1610612746,42,44,2024-11-07T03:59:41Z,2390000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M02.00S,2024-11-07T03:59:29.1Z,2,REGULAR,substitution,in,[],201569,,,1610612746,42,44,2024-11-07T03:59:41Z,2400000,False,,,0,,SUB in: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT03M57.00S,2024-11-07T03:59:53.0Z,2,REGULAR,foul,personal,[],203083,,,1610612746,42,44,2024-11-07T04:00:15Z,2410000,False,,,0,,A. Drummond personal FOUL (1 PF),"[203083, 1626181]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Left Center,202901.0,,1.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,
251,PT03M51.00S,2024-11-07T04:00:18.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,87.86136662286465,47.05882352941176,1610612746,42,44,2024-11-07T04:08:42Z,2430000,False,-15.0,62.0,1,right,MISS J. Harden 6' driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.33,Missed,,,,,,,,,,,,
252,PT03M49.00S,2024-11-07T04:00:20.6Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,42,44,2024-11-07T04:00:22Z,2440000,False,,,0,,I. Zubac REBOUND (Off:2 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,251.0,5.0,3.0,2.0,,,,
253,PT03M48.00S,2024-11-07T04:00:21.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,92.19776609724047,48.77450980392157,1610612746,42,44,2024-11-07T04:09:08Z,2450000,False,-6.0,21.0,1,right,MISS I. Zubac putback Layup,[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,2.17,Missed,,,,,,,,,,,,
254,PT03M48.00S,2024-11-07T04:00:21.2Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,42,44,2024-11-07T04:00:24Z,2460000,False,,,0,,A. Drummond REBOUND (Off:2 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,253.0,6.0,4.0,2.0,,,,
255,PT03M30.00S,2024-11-07T04:00:41.8Z,2,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,42,44,2024-11-07T04:00:45Z,2470000,False,,,0,,T. Maxey bad pass out-of-bounds TURNOVER (3 TO),[1630178],1610612755.0,PHI,bad pass,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,203593.0,3.0,,,,,,,,,,,,,,,,,,
257,PT03M17.00S,2024-11-07T04:01:44.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626181,89.56964520367937,53.431372549019606,1610612746,44,44,2024-11-07T04:09:58Z,2490000,False,17.0,46.0,1,right,N. Powell driving floating Jump Shot (15 PTS) (I. Zubac 3 AST),"[1626181, 1627826]",1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.86,Made,15.0,I. Zubac,1627826.0,3.0,,,,,,,,
259,PT03M07.00S,2024-11-07T04:01:54.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,8.229303547963205,36.27450980392157,1610612755,44,44,2024-11-07T04:10:23Z,2510000,False,69.0,25.0,1,left,MISS C. Martin 7' driving floating bank Shot,[1628997],1610612755.0,PHI,driving floating bank,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.3,Missed,,,,,,,,,,,,
260,PT03M04.00S,2024-11-07T04:01:57.6Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,44,44,2024-11-07T04:10:23Z,2520000,False,,,0,,A. Drummond REBOUND (Off:3 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,259.0,7.0,4.0,3.0,,,,
261,PT03M04.00S,2024-11-07T04:01:57.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.590000152587891,50.0,1610612755,44,44,2024-11-07T04:01:57Z,2530000,False,0.0,0.0,1,left,MISS A. Drummond tip Layup,[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,,,,0.0,Missed,,,,,,,,,,,,
262,PT03M04.00S,2024-11-07T04:01:58.2Z,2,REGULAR,rebound,defensive,[],201935,,,1610612746,44,44,2024-11-07T04:01:58Z,2540000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,261.0,1.0,1.0,0.0,,,,
263,PT02M48.00S,2024-11-07T04:02:14.0Z,2,REGULAR,3pt,Jump Shot,[],1627884,86.41590013140605,97.05882352941177,1610612746,47,44,2024-11-07T04:02:18Z,2550000,False,235.0,75.0,1,right,D. Jones Jr. 24' 3PT  (5 PTS) (N. Powell 1 AST),"[1627884, 1626181]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,,,,,24.7,Made,5.0,N. Powell,1626181.0,1.0,,,,,,,,
265,PT02M41.00S,2024-11-07T04:02:25.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,47,44,2024-11-07T04:02:25Z,2570000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M41.00S,2024-11-07T04:04:00.1Z,2,REGULAR,substitution,out,[],1630231,,,1610612755,47,44,2024-11-07T04:05:48Z,2580000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M41.00S,2024-11-07T04:04:00.1Z,2,REGULAR,substitution,in,[],202331,,,1610612755,47,44,2024-11-07T04:05:48Z,2590000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
