actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
27,PT09M23.00S,2025-01-20T02:13:07.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,7,6,2025-01-20T02:13:09Z,270000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Left Corner 3,24+ Left,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,
28,PT09M07.00S,2025-01-20T02:13:22.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,90.27595269382391,38.50337009803921,1610612746,7,6,2025-01-20T02:13:28Z,280000,False,-57.0,39.0,1,right,MISS I. Zubac 6' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,6.94,Missed,,,,,,,,,,,,,,,
29,PT09M06.00S,2025-01-20T02:13:23.8Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,7,6,2025-01-20T02:18:31Z,290000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,
53,PT09M06.00S,2025-01-20T02:13:24.4Z,1,REGULAR,turnover,lost ball,[],2544,,,1610612747,7,6,2025-01-20T02:18:39Z,295000,False,,,0,,L. James lost ball TURNOVER (2 TO),"[2544, 1627884]",1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,2.0,Jones Jr.,1627884.0,,,,,,,,,,,,,,,,,
54,PT09M06.00S,2025-01-20T02:13:24.4Z,1,REGULAR,steal,,[],1627884,,,1610612746,7,6,2025-01-20T02:18:24Z,297500,False,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M05.00S,2025-01-20T02:13:26.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627884,91.93495400788436,49.50980392156863,1610612746,9,6,2025-01-20T02:18:47Z,300000,False,-2.0,23.0,1,right,D. Jones Jr. Layup (2 PTS),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,2.34,Made,,,,,2.0,,,,,,,,,,
31,PT08M51.00S,2025-01-20T02:13:39.9Z,1,REGULAR,3pt,Jump Shot,[],2544,18.791064388961892,9.091605392156863,1610612747,9,9,2025-01-20T02:13:45Z,310000,False,205.0,124.0,1,left,L. James 3PT  (3 PTS) (A. Davis 1 AST),"[2544, 203076]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,23.92,Made,,,,,3.0,A. Davis,203076.0,1.0,,,,,,,
33,PT08M35.00S,2025-01-20T02:13:55.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,85.75886990801577,51.71568627450981,1610612746,11,9,2025-01-20T02:14:04Z,330000,False,9.0,81.0,1,right,I. Zubac 8' floating Jump Shot (2 PTS) (K. Leonard 3 AST),"[1627826, 202695]",1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,8.19,Made,,,,,2.0,K. Leonard,202695.0,3.0,,,,,,,
35,PT08M22.00S,2025-01-20T02:14:09.2Z,1,REGULAR,3pt,Jump Shot,[],2544,31.8967641261498,39.49525122549019,1610612747,11,12,2025-01-20T02:15:50Z,350000,False,53.0,247.0,1,left,L. James 25' 3PT pullup (6 PTS),[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,25.28,Made,,,,,6.0,,,,,,,,,,
36,PT08M07.00S,2025-01-20T02:14:25.8Z,1,REGULAR,3pt,Jump Shot,[],201935,69.95523981603154,75.02297794117648,1610612746,14,12,2025-01-20T02:14:31Z,360000,False,125.0,230.0,1,right,J. Harden 26' 3PT pullup (3 PTS),[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,26.17,Made,,,,,3.0,,,,,,,,,,
37,PT08M07.00S,2025-01-20T02:14:30.2Z,1,REGULAR,foul,personal,['1freethrow'],1631108,,,1610612746,14,12,2025-01-20T02:14:40Z,370000,False,,,0,,M. Christie shooting personal FOUL (1 PF) (Harden 1 FT),"[1631108, 201935]",1610612747.0,LAL,shooting,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Harden,201935.0
39,PT08M07.00S,2025-01-20T02:15:05.0Z,1,REGULAR,freethrow,1 of 1,[],201935,,,1610612746,15,12,2025-01-20T02:15:05Z,390000,False,,,0,,J. Harden Free Throw 1 of 1 (4 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
40,PT07M50.00S,2025-01-20T02:15:23.8Z,1,REGULAR,turnover,bad pass,[],203076,,,1610612747,15,12,2025-01-20T02:15:27Z,400000,False,,,0,,A. Davis bad pass TURNOVER (1 TO),"[203076, 1626181]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right,1.0,Powell,1626181.0,,,,,,,,,,,,,,,,,
41,PT07M50.00S,2025-01-20T02:15:23.8Z,1,REGULAR,steal,,[],1626181,,,1610612746,15,12,2025-01-20T02:15:26Z,410000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
42,PT07M43.00S,2025-01-20T02:15:30.6Z,1,REGULAR,turnover,bad pass,[],1626181,,,1610612746,15,12,2025-01-20T02:15:35Z,420000,False,,,0,,N. Powell bad pass TURNOVER (1 TO),"[1626181, 203076]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left Center,1.0,Davis,203076.0,,,,,,,,,,,,,,,,,
43,PT07M43.00S,2025-01-20T02:15:30.6Z,1,REGULAR,steal,,[],203076,,,1610612747,15,12,2025-01-20T02:15:32Z,430000,False,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
44,PT07M39.00S,2025-01-20T02:15:34.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",2544,29.25427069645204,18.137254901960784,1610612747,15,12,2025-01-20T02:15:41Z,440000,False,159.0,222.0,1,left,MISS L. James 27' running pullup 3PT,[2544],1610612747.0,LAL,running pullup,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,27.36,Missed,,,,,,,,,,,,,,,
45,PT07M35.00S,2025-01-20T02:15:38.9Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,15,12,2025-01-20T02:15:41Z,450000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,
46,PT07M23.00S,2025-01-20T02:15:50.4Z,1,REGULAR,3pt,Jump Shot,[],1627884,88.51839684625493,2.696078431372549,1610612746,15,12,2025-01-20T02:15:55Z,460000,False,-237.0,55.0,1,right,MISS D. Jones Jr. 24' 3PT,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,,,,24.29,Missed,,,,,,,,,,,,,,,
47,PT07M20.00S,2025-01-20T02:15:53.4Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,15,12,2025-01-20T02:15:55Z,470000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Left Corner 3,24+ Left,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,
48,PT07M11.00S,2025-01-20T02:16:02.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,15.637319316688567,43.29810049019608,1610612747,15,12,2025-01-20T02:16:08Z,480000,False,34.0,94.0,1,left,MISS A. Davis 10' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,10.03,Missed,,,,,,,,,,,,,,,
49,PT07M08.00S,2025-01-20T02:16:05.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,15,12,2025-01-20T02:16:08Z,490000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,
50,PT06M49.00S,2025-01-20T02:16:23.8Z,1,REGULAR,3pt,Jump Shot,[],202695,71.82982917214193,18.137254901960784,1610612746,18,12,2025-01-20T02:16:28Z,500000,False,-159.0,212.0,1,right,K. Leonard 26' 3PT  (3 PTS) (J. Harden 1 AST),"[202695, 201935]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,26.54,Made,,,,,3.0,J. Harden,201935.0,1.0,,,,,,,
52,PT06M40.00S,2025-01-20T02:16:38.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,18,12,2025-01-20T02:16:38Z,520000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M40.00S,2025-01-20T02:19:40.6Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,18,12,2025-01-20T02:19:55Z,530000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,
56,PT06M30.00S,2025-01-20T02:20:02.4Z,1,REGULAR,3pt,Jump Shot,[],2544,31.35676741130092,71.56862745098039,1610612747,18,12,2025-01-20T02:20:06Z,540000,False,-108.0,242.0,1,left,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,26.52,Missed,,,,,,,,,,,,,,,
57,PT06M27.00S,2025-01-20T02:20:05.4Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,18,12,2025-01-20T02:20:06Z,550000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,
58,PT06M13.00S,2025-01-20T02:20:18.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627884,92.46057818659659,51.470588235294116,1610612746,18,12,2025-01-20T02:21:03Z,560000,False,7.0,18.0,1,right,MISS D. Jones Jr. driving floating Shot,[1627884],1610612746.0,LAC,driving floating,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,1.98,Missed,,,,,,,,,,,,,,,
59,PT06M12.00S,2025-01-20T02:20:19.7Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,18,12,2025-01-20T02:20:22Z,570000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,
60,PT06M09.00S,2025-01-20T02:20:23.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,5.601182654402102,48.03921568627451,1610612747,18,14,2025-01-20T02:20:29Z,580000,False,10.0,0.0,1,left,L. James running Layup (8 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,0.98,Made,,,,,8.0,,,,,,,,,,
61,PT05M53.00S,2025-01-20T02:20:43.4Z,1,REGULAR,foul,personal,['2freethrow'],203076,,,1610612746,18,14,2025-01-20T02:20:50Z,590000,False,,,0,,A. Davis shooting personal FOUL (1 PF) (Zubac 2 FT),"[203076, 1627826]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Zubac,1627826.0
63,PT05M53.00S,2025-01-20T02:21:11.5Z,1,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,19,14,2025-01-20T02:21:11Z,610000,False,,,0,,I. Zubac Free Throw 1 of 2 (3 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
64,PT05M53.00S,2025-01-20T02:21:12.2Z,1,REGULAR,substitution,out,[],2544,,,1610612746,19,14,2025-01-20T02:21:15Z,620000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M53.00S,2025-01-20T02:21:12.2Z,1,REGULAR,substitution,in,[],1627827,,,1610612746,19,14,2025-01-20T02:21:15Z,630000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M53.00S,2025-01-20T02:21:28.5Z,1,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,20,14,2025-01-20T02:21:28Z,640000,False,,,0,,I. Zubac Free Throw 2 of 2 (4 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
67,PT05M38.00S,2025-01-20T02:21:47.1Z,1,REGULAR,turnover,out-of-bounds,[],1630559,,,1610612747,20,14,2025-01-20T02:21:55Z,650000,False,,,0,,A. Reaves bad pass out-of-bounds TURNOVER (1 TO),[1630559],1610612747.0,LAL,bad pass,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,,,,,,,,,,
68,PT05M23.00S,2025-01-20T02:22:08.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627884,92.24704336399473,96.1014093137255,1610612746,20,14,2025-01-20T02:22:14Z,660000,False,231.0,20.0,1,right,MISS D. Jones Jr. 3PT,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,,23.14,Missed,,,,,,,,,,,,,,,
69,PT05M20.00S,2025-01-20T02:22:11.5Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,20,14,2025-01-20T02:22:14Z,670000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Right Corner 3,24+ Right,,,,,,68.0,2.0,2.0,0.0,,,,,,,,,,,
70,PT05M09.00S,2025-01-20T02:22:23.0Z,1,REGULAR,3pt,Jump Shot,[],1631108,16.16294349540079,4.924938725490196,1610612747,20,17,2025-01-20T02:22:30Z,680000,False,225.0,99.0,1,left,M. Christie 24' 3PT  (3 PTS) (A. Davis 2 AST),"[1631108, 203076]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,,,,24.63,Made,,,,,3.0,A. Davis,203076.0,2.0,,,,,,,
72,PT04M52.00S,2025-01-20T02:22:39.2Z,1,REGULAR,2pt,Jump Shot,[],202695,83.96846254927726,30.426623774509803,1610612746,22,17,2025-01-20T02:22:46Z,700000,False,-98.0,98.0,1,right,K. Leonard 13' fadeaway Jump Shot (5 PTS),[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,,,,13.87,Made,,,,,5.0,,,,,,,,,,
73,PT04M38.00S,2025-01-20T02:22:54.0Z,1,REGULAR,3pt,Jump Shot,[],1630559,30.379434954007884,71.34650735294117,1610612747,22,17,2025-01-20T02:22:58Z,710000,False,-107.0,233.0,1,left,MISS A. Reaves 25' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,25.64,Missed,,,,,,,,,,,,,,,
74,PT04M36.00S,2025-01-20T02:22:56.0Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,22,17,2025-01-20T02:22:58Z,720000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,73.0,3.0,3.0,0.0,,,,,,,,,,,
75,PT04M29.00S,2025-01-20T02:23:03.3Z,1,REGULAR,3pt,Jump Shot,[],1626181,65.86727989487517,48.552389705882355,1610612746,22,17,2025-01-20T02:23:11Z,730000,False,-7.0,268.0,1,right,MISS N. Powell 26' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,,,,26.84,Missed,,,,,,,,,,,,,,,
76,PT04M25.00S,2025-01-20T02:23:07.3Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,22,17,2025-01-20T02:23:11Z,740000,False,,,0,,I. Zubac REBOUND (Off:1 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,,75.0,4.0,3.0,1.0,,,,,,,,,,,
77,PT04M24.00S,2025-01-20T02:23:07.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627826,92.46057818659659,48.03921568627451,1610612746,24,17,2025-01-20T02:23:14Z,750000,False,-10.0,18.0,1,right,I. Zubac turnaround Hook (6 PTS),[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,2.08,Made,,,,,6.0,,,,,,,,,,
78,PT04M11.00S,2025-01-20T02:23:20.8Z,1,REGULAR,2pt,Jump Shot,[],203076,11.432325886990801,74.77787990196079,1610612747,24,19,2025-01-20T02:23:27Z,760000,False,-124.0,55.0,1,left,A. Davis 13' pullup Jump Shot (4 PTS),[203076],1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,13.56,Made,,,,,4.0,,,,,,,,,,
79,PT04M10.00S,2025-01-20T02:23:26.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,24,19,2025-01-20T02:23:26Z,770000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M10.00S,2025-01-20T02:25:46.2Z,1,REGULAR,substitution,out,[],202695,,,1610612746,24,19,2025-01-20T02:26:07Z,780000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
