actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT11M05.00S,2025-01-24T03:41:16.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627884,89.30683311432325,43.38235294117647,1610612746,4,0,2025-01-24T03:41:20Z,150000,False,-33.0,48.0,1,right,D. Jones Jr. cutting Layup (2 PTS) (J. Harden 1 AST),"[1627884, 201935]",1610612746.0,LAC,cutting,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,5.83,Made,2.0,,,,,,,J. Harden,201935.0,1.0,,,,,
17,PT10M43.00S,2025-01-24T03:41:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,7.178055190538765,50.0,1610612764,4,2,2025-01-24T03:41:45Z,170000,False,0.0,15.0,1,left,A. Sarr driving floating Jump Shot (2 PTS) (B. Carrington 1 AST),"[1642259, 1642267]",1610612764.0,WAS,driving floating,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,1.5,Made,2.0,,,,,,,B. Carrington,1642267.0,1.0,,,,,
19,PT10M28.00S,2025-01-24T03:41:56.2Z,1,REGULAR,foul,personal,[],1629673,,,1610612746,4,2,2025-01-24T03:42:12Z,190000,False,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 1626181]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Powell,1626181.0
21,PT10M22.00S,2025-01-24T03:42:16.9Z,1,REGULAR,3pt,Jump Shot,[],1626181,63.41984231274639,35.53921568627451,1610612746,4,2,2025-01-24T03:42:22Z,210000,False,-72.0,291.0,1,right,MISS N. Powell 30' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,,,,30.02,Missed,,,,,,,,,,,,,,,
22,PT10M18.00S,2025-01-24T03:42:20.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,4,2,2025-01-24T03:42:22Z,220000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,
23,PT10M02.00S,2025-01-24T03:42:37.0Z,1,REGULAR,turnover,lost ball,[],1642259,,,1610612764,4,2,2025-01-24T03:42:40Z,230000,False,,,0,,A. Sarr lost ball TURNOVER (1 TO),"[1642259, 1626181]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,16-24 Center,1.0,Powell,1626181.0,,,,,,,,,,,,,,,,,
24,PT10M02.00S,2025-01-24T03:42:37.0Z,1,REGULAR,steal,,[],1626181,,,1610612746,4,2,2025-01-24T03:42:39Z,240000,False,,,0,,N. Powell STEAL (2 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M45.00S,2025-01-24T03:43:07.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202695,90.22667542706965,41.42156862745098,1610612746,4,2,2025-01-24T03:43:29Z,260000,False,-43.0,39.0,1,right,MISS K. Leonard floating Shot,[202695],1610612746.0,LAC,floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,5.82,Missed,,,,,,,,,,,,,,,
27,PT09M44.00S,2025-01-24T03:43:08.6Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,4,2,2025-01-24T03:43:29Z,270000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,26.0,1.0,0.0,1.0,,,,,,,,
28,PT09M44.00S,2025-01-24T03:43:10.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627826,94.40999984741211,50.0,1610612746,4,2,2025-01-24T03:43:30Z,280000,False,0.0,0.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
29,PT09M44.00S,2025-01-24T03:43:10.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,4,2,2025-01-24T03:43:30Z,290000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,28.0,,,,,,,,,,,
30,PT09M44.00S,2025-01-24T03:43:15.6Z,1,REGULAR,foul,personal,[],1627884,,,1610612764,4,2,2025-01-24T03:43:19Z,300000,False,,,0,,D. Jones Jr. loose ball personal FOUL (1 PF),"[1627884, 1642267]",1610612746.0,LAC,loose ball,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Carrington,1642267.0
32,PT09M29.00S,2025-01-24T03:43:41.1Z,1,REGULAR,3pt,Jump Shot,[],1629673,36.87582128777924,39.950980392156865,1610612764,4,2,2025-01-24T03:43:46Z,320000,False,50.0,294.0,1,left,MISS J. Poole 29' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,29.84,Missed,,,,,,,,,,,,,,,
33,PT09M24.00S,2025-01-24T03:43:46.1Z,1,REGULAR,rebound,offensive,[],1642259,,,1610612764,4,2,2025-01-24T03:43:46Z,330000,False,,,0,,A. Sarr REBOUND (Off:1 Def:0),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,,,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,
34,PT09M24.00S,2025-01-24T03:43:46.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629673,8.492115637319317,53.92156862745098,1610612764,4,4,2025-01-24T03:43:50Z,340000,False,-20.0,27.0,1,left,J. Poole cutting Layup (2 PTS) (A. Sarr 1 AST),"[1629673, 1642259]",1610612764.0,WAS,cutting,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,3.36,Made,2.0,,,,,,,A. Sarr,1642259.0,1.0,,,,,
36,PT09M11.00S,2025-01-24T03:43:59.0Z,1,REGULAR,3pt,Jump Shot,[],1627884,68.67608409986859,73.2843137254902,1610612746,7,4,2025-01-24T03:44:03Z,360000,False,116.0,242.0,1,right,D. Jones Jr. 26' 3PT  (5 PTS) (J. Harden 2 AST),"[1627884, 201935]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,,26.84,Made,5.0,,,,,,,J. Harden,201935.0,2.0,,,,,
38,PT08M55.00S,2025-01-24T03:44:15.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642259,12.040078843626807,46.32352941176471,1610612764,7,4,2025-01-24T03:44:19Z,380000,False,18.0,61.0,1,left,MISS A. Sarr 6' turnaround Hook,[1642259],1610612764.0,WAS,turnaround,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,6.34,Missed,,,,,,,,,,,,,,,
39,PT08M53.00S,2025-01-24T03:44:17.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,7,4,2025-01-24T03:44:19Z,390000,False,,,0,,J. Harden REBOUND (Off:1 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,38.0,2.0,1.0,1.0,,,,,,,,
40,PT08M51.00S,2025-01-24T03:44:21.8Z,1,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612746,7,4,2025-01-24T03:44:29Z,400000,False,,,0,,J. Poole shooting personal FOUL (2 PF) (Jones Jr. 2 FT),"[1629673, 1627884]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Jones Jr.,1627884.0
42,PT08M51.00S,2025-01-24T03:44:50.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627884,,,1610612746,8,4,2025-01-24T03:44:50Z,420000,False,,,0,,D. Jones Jr. Free Throw 1 of 2 (6 PTS),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
43,PT08M51.00S,2025-01-24T03:45:14.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627884,,,1610612746,9,4,2025-01-24T03:45:14Z,430000,False,,,0,,D. Jones Jr. Free Throw 2 of 2 (7 PTS),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
44,PT08M28.00S,2025-01-24T03:45:38.2Z,1,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,9,4,2025-01-24T03:45:43Z,440000,False,,,0,,K. Kuzma bad pass out-of-bounds TURNOVER (1 TO),[1628398],1610612764.0,WAS,bad pass,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Right,1.0,,,,,,,,,,,,,,,202049.0,,,,
45,PT08M20.00S,2025-01-24T03:45:48.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201935,69.33311432325887,75.24509803921569,1610612746,12,4,2025-01-24T03:45:53Z,450000,False,126.0,236.0,1,right,J. Harden 26' 3PT pullup (3 PTS),[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,26.74,Made,3.0,,,,,,,,,,,,,,
46,PT08M02.00S,2025-01-24T03:46:05.5Z,1,REGULAR,2pt,Jump Shot,[],1642267,22.815374507227332,37.99019607843137,1610612764,12,4,2025-01-24T03:46:10Z,460000,False,60.0,162.0,1,left,MISS B. Carrington 17' pullup Shot,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right Center,,,,17.28,Missed,,,,,,,,,,,,,,,
47,PT08M00.00S,2025-01-24T03:46:07.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,12,4,2025-01-24T03:46:10Z,470000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Right Center,,,,,,,,,46.0,2.0,1.0,1.0,,,,,,,,
48,PT07M55.00S,2025-01-24T03:46:13.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202695,72.61826544021025,13.480392156862745,1610612746,12,4,2025-01-24T03:46:20Z,480000,False,-183.0,205.0,1,right,MISS K. Leonard 27' step back 3PT,[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,27.45,Missed,,,,,,,,,,,,,,,
49,PT07M52.00S,2025-01-24T03:46:16.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,12,4,2025-01-24T03:46:20Z,490000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,
50,PT07M45.00S,2025-01-24T03:46:23.9Z,1,REGULAR,3pt,Jump Shot,[],1629673,32.53942181340342,27.205882352941174,1610612764,12,7,2025-01-24T03:46:28Z,500000,False,114.0,253.0,1,left,J. Poole 27' 3PT  (5 PTS) (B. Carrington 2 AST),"[1629673, 1642267]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,27.79,Made,5.0,,,,,,,B. Carrington,1642267.0,2.0,,,,,
52,PT07M35.00S,2025-01-24T03:46:36.5Z,1,REGULAR,foul,personal,[],1628398,,,1610612746,12,7,2025-01-24T03:46:42Z,520000,False,,,0,,K. Kuzma personal FOUL (1 PF),"[1628398, 202695]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Leonard,202695.0
54,PT07M29.00S,2025-01-24T03:46:58.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,83.52496714848883,57.107843137254896,1610612746,14,7,2025-01-24T03:47:03Z,540000,False,36.0,102.0,1,right,N. Powell 10' pullup Jump Shot (4 PTS) (I. Zubac 1 AST),"[1626181, 1627826]",1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,10.84,Made,4.0,,,,,,,I. Zubac,1627826.0,1.0,,,,,
56,PT07M17.00S,2025-01-24T03:47:11.2Z,1,REGULAR,3pt,Jump Shot,[],1629673,29.122864651773984,12.745098039215685,1610612764,14,7,2025-01-24T03:47:15Z,560000,False,186.0,221.0,1,left,MISS J. Poole 28' pullup 3PT,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,28.93,Missed,,,,,,,,,,,,,,,
57,PT07M15.00S,2025-01-24T03:47:13.2Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,14,7,2025-01-24T03:47:15Z,570000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,
58,PT07M07.00S,2025-01-24T03:47:21.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,94.56307490144546,47.794117647058826,1610612746,16,7,2025-01-24T03:47:26Z,580000,False,-11.0,-1.0,1,right,I. Zubac DUNK (2 PTS) (J. Harden 3 AST),"[1627826, 201935]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,1.11,Made,2.0,,,,,,,J. Harden,201935.0,3.0,,,,,
60,PT07M07.00S,2025-01-24T03:47:26.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,16,7,2025-01-24T03:47:26Z,600000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M52.00S,2025-01-24T03:50:34.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,9.149145860709593,42.8921568627451,1610612764,16,7,2025-01-24T03:51:12Z,610000,False,36.0,34.0,1,left,MISS B. Coulibaly driving Layup,[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,4.88,Missed,,,,,,,,,,,,,,,
62,PT06M50.00S,2025-01-24T03:50:36.3Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,16,7,2025-01-24T03:50:38Z,620000,False,,,0,,J. Harden REBOUND (Off:1 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,61.0,3.0,2.0,1.0,,,,,,,,
63,PT06M42.00S,2025-01-24T03:50:44.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,87.46714848883047,47.05882352941176,1610612746,16,7,2025-01-24T03:50:48Z,630000,False,-15.0,65.0,1,right,MISS J. Harden 6' driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,6.69,Missed,,,,,,,,,,,,,,,
64,PT06M39.00S,2025-01-24T03:50:47.4Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,16,7,2025-01-24T03:54:32Z,640000,False,,,0,,A. Sarr REBOUND (Off:1 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,63.0,2.0,1.0,1.0,,,,,,,,
65,PT06M36.00S,2025-01-24T03:50:50.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642267,5.863994743758213,95.83333333333334,1610612764,16,7,2025-01-24T03:51:00Z,650000,False,-229.0,3.0,1,left,MISS B. Carrington running 3PT,[1642267],1610612764.0,WAS,running,,,Carrington,B. Carrington,,,,,Left Corner 3,24+ Left,,,,22.92,Missed,,,,,,,,,,,,,,,
66,PT06M32.00S,2025-01-24T03:50:54.1Z,1,REGULAR,rebound,offensive,[],1642267,,,1610612764,16,7,2025-01-24T03:51:00Z,660000,False,,,0,,B. Carrington REBOUND (Off:1 Def:0),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Left Corner 3,24+ Left,,,,,,,,,65.0,1.0,0.0,1.0,,,,,,,,
67,PT06M22.00S,2025-01-24T03:51:04.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642259,8.09789750328515,96.07843137254902,1610612764,16,7,2025-01-24T03:51:09Z,670000,False,-230.0,24.0,1,left,MISS A. Sarr 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Left Corner 3,24+ Left,,,,23.16,Missed,,,,,,,,,,,,,,,
68,PT06M18.00S,2025-01-24T03:51:08.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,16,7,2025-01-24T03:51:09Z,680000,False,,,0,,J. Harden REBOUND (Off:1 Def:3),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Left Corner 3,24+ Left,,,,,,,,,67.0,4.0,3.0,1.0,,,,,,,,
69,PT06M07.00S,2025-01-24T03:51:18.4Z,1,REGULAR,3pt,Jump Shot,[],1627884,82.86793692509855,95.83333333333334,1610612746,19,7,2025-01-24T03:51:24Z,690000,False,229.0,109.0,1,right,D. Jones Jr. 25' 3PT  (10 PTS) (N. Powell 1 AST),"[1627884, 1626181]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,,25.36,Made,10.0,,,,,,,N. Powell,1626181.0,1.0,,,,,
71,PT05M52.00S,2025-01-24T03:51:34.0Z,1,REGULAR,3pt,Jump Shot,[],1641731,14.536793692509855,96.32352941176471,1610612764,19,7,2025-01-24T03:51:39Z,710000,False,-232.0,84.0,1,left,MISS B. Coulibaly 24' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Left Corner 3,24+ Left,,,,24.64,Missed,,,,,,,,,,,,,,,
72,PT05M49.00S,2025-01-24T03:51:37.0Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,19,7,2025-01-24T03:51:39Z,720000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,
73,PT05M38.00S,2025-01-24T03:51:47.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,85.75886990801577,50.73529411764706,1610612746,19,7,2025-01-24T03:54:04Z,730000,False,4.0,81.0,1,right,MISS I. Zubac 8' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,8.15,Missed,,,,,,,,,,,,,,,
74,PT05M36.00S,2025-01-24T03:51:49.8Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,19,7,2025-01-24T03:51:52Z,740000,False,,,0,,A. Sarr REBOUND (Off:1 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,73.0,3.0,2.0,1.0,,,,,,,,
75,PT05M30.00S,2025-01-24T03:51:56.3Z,1,REGULAR,3pt,Jump Shot,[],1642267,27.94021024967148,78.18627450980392,1610612764,19,10,2025-01-24T03:52:05Z,750000,False,-141.0,210.0,1,left,B. Carrington 25' 3PT  (3 PTS) (J. Poole 1 AST),"[1642267, 1629673]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,,25.3,Made,3.0,,,,,,,J. Poole,1629673.0,1.0,,,,,
77,PT05M04.00S,2025-01-24T03:52:22.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,89.96386333771353,57.35294117647059,1610612746,19,10,2025-01-24T03:52:30Z,770000,False,37.0,42.0,1,right,MISS K. Leonard pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,5.57,Missed,,,,,,,,,,,,,,,
78,PT04M57.00S,2025-01-24T03:52:28.4Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,19,10,2025-01-24T03:52:28Z,780000,False,,,0,,I. Zubac REBOUND (Off:2 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,77.0,3.0,1.0,2.0,,,,,,,,
79,PT04M57.00S,2025-01-24T03:52:28.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,21,10,2025-01-24T03:52:32Z,790000,False,0.0,0.0,1,right,I. Zubac tip Layup (4 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,0.0,Made,4.0,,,,,,,,,,,,,,
80,PT04M47.00S,2025-01-24T03:52:38.4Z,1,REGULAR,3pt,Jump Shot,[],1642267,35.29894875164258,34.068627450980394,1610612764,21,10,2025-01-24T03:52:43Z,800000,False,80.0,279.0,1,left,MISS B. Carrington 29' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,29.04,Missed,,,,,,,,,,,,,,,
81,PT04M44.00S,2025-01-24T03:52:41.4Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,21,10,2025-01-24T03:52:43Z,810000,False,,,0,,J. Harden REBOUND (Off:1 Def:4),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,,,80.0,5.0,4.0,1.0,,,,,,,,
82,PT04M34.00S,2025-01-24T03:52:51.8Z,1,REGULAR,3pt,Jump Shot,[],1626181,68.9388961892247,18.137254901960784,1610612746,21,10,2025-01-24T03:52:56Z,820000,False,-159.0,239.0,1,right,MISS N. Powell 28' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,28.76,Missed,,,,,,,,,,,,,,,
