actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-10-24T02:17:17.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-10-24T02:17:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-10-24T02:17:20.9Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612746,0,0,2024-10-24T02:17:20Z,40000,False,,,0,,Jump Ball I. Zubac vs. J. Nurkić: Tip to J. Harden,"[201935, 1627826, 203994]",1610612746.0,LAC,startperiod,J. Harden,201935.0,Harden,J. Harden,Zubac,1627826.0,Nurkić,203994.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-10-24T02:17:32.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,16.507884362680684,42.40196078431372,1610612746,2,0,2024-10-24T02:17:38Z,70000,False,38.0,103.0,1,left,N. Powell 10' pullup Jump Shot (2 PTS) (I. Zubac 1 AST),"[1626181, 1627826]",1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,10.95,Made,2.0,I. Zubac,1627826.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2024-10-24T02:17:56.3Z,1,REGULAR,foul,personal,[],201935,,,1610612756,2,0,2024-10-24T02:18:02Z,90000,False,,,0,,J. Harden personal FOUL (1 PF),"[201935, 201142]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,202053.0,1.0,0.0,Durant,201142.0,,,,,,,,,
11,PT11M16.00S,2024-10-24T02:18:16.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,92.72339027595268,50.73529411764706,1610612756,2,2,2024-10-24T02:18:20Z,110000,False,4.0,16.0,1,right,B. Beal driving Layup (2 PTS),[203078],1610612756.0,PHX,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,1.63,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M56.00S,2024-10-24T02:18:38.8Z,1,REGULAR,foul,personal,['2freethrow'],203994,,,1610612746,2,2,2024-10-24T02:18:49Z,120000,False,,,0,,J. Nurkić shooting personal FOUL (1 PF) (Zubac 2 FT),"[203994, 1627826]",1610612756.0,PHX,shooting,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202053.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,
14,PT10M56.00S,2024-10-24T02:19:09.1Z,1,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,3,2,2024-10-24T02:19:26Z,140000,False,,,0,,I. Zubac Free Throw 1 of 2 (1 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
15,PT10M56.00S,2024-10-24T02:19:09.1Z,1,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,3,2,2024-10-24T02:19:26Z,150000,False,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT10M53.00S,2024-10-24T02:19:12.1Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612746,3,2,2024-10-24T02:19:26Z,160000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,15.0,1.0,0.0,1.0,,,,,
17,PT10M50.00S,2024-10-24T02:19:27.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201935,25.18068331143233,16.176470588235293,1610612746,3,2,2024-10-24T02:19:54Z,170000,False,169.0,184.0,1,left,MISS J. Harden 25' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.0,Missed,,,,,,,,,,,,,,,,,,
