actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT10M30.00S,2025-04-03T02:43:58.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,10.430354796320628,48.529411764705884,1610612740,0,0,2025-04-03T02:46:22Z,130000,False,7.0,46.0,1,left,MISS Y. Missi driving reverse Layup,[1642274],1610612740.0,NOP,driving reverse,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,4.61,Missed,,,,,,,,,,,,,,,,,,
16,PT10M28.00S,2025-04-03T02:44:00.9Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,0,0,2025-04-03T02:45:10Z,140000,False,,,0,,K. Dunn REBOUND (Off:0 Def:2),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT10M26.00S,2025-04-03T02:44:02.1Z,1,REGULAR,turnover,lost ball,[],1627739,,,1610612746,0,0,2025-04-03T02:46:57Z,150000,False,,,0,,K. Dunn lost ball TURNOVER (1 TO),"[1627739, 203482]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Mid-Range,8-16 Left,,,,,,,1.0,Olynyk,203482.0,,,,,,,,,,,
18,PT10M26.00S,2025-04-03T02:44:02.1Z,1,REGULAR,steal,,[],203482,,,1610612740,0,0,2025-04-03T02:48:39Z,160000,False,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
19,PT10M26.00S,2025-04-03T02:44:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203482,7.408015768725363,50.245098039215684,1610612740,0,0,2025-04-03T02:48:41Z,170000,False,-1.0,17.0,1,left,MISS K. Olynyk Layup,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,,
25,PT10M22.00S,2025-04-03T02:44:09.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,0,0,2025-04-03T02:47:02Z,180000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,19.0,,,,,,,,,,,,,,,,,
22,PT10M22.00S,2025-04-03T02:44:33.6Z,1,REGULAR,jumpball,recovered,[],203482,,,1610612740,0,0,2025-04-03T02:47:28Z,190000,False,,,0,,Jump Ball Y. Missi vs. I. Zubac: Tip to K. Olynyk,"[203482, 1642274, 1627826]",1610612740.0,NOP,lodgedball,K. Olynyk,203482.0,Olynyk,K. Olynyk,Missi,1642274.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
26,PT10M17.00S,2025-04-03T02:44:39.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203482,8.196452036793687,51.71568627450981,1610612740,0,2,2025-04-03T02:45:46Z,220000,False,-9.0,25.0,1,left,K. Olynyk driving Layup (2 PTS),[203482],1610612740.0,NOP,driving,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,,2.0,,,,,,,,,,
27,PT09M59.00S,2025-04-03T02:44:56.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,89.53679369250986,50.98039215686275,1610612746,0,2,2025-04-03T02:48:44Z,230000,False,5.0,46.0,1,right,MISS N. Powell driving floating Shot,[1626181],1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,4.62,Missed,,,,,,,,,,,,,,,,,,
28,PT09M59.00S,2025-04-03T02:44:56.7Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,0,2,2025-04-03T02:45:50Z,240000,False,,,0,,Y. Missi REBOUND (Off:0 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT09M43.00S,2025-04-03T02:45:12.3Z,1,REGULAR,3pt,Jump Shot,[],1630631,34.21484888304862,38.48039215686274,1610612740,0,2,2025-04-03T02:45:55Z,250000,False,58.0,269.0,1,left,MISS J. Alvarado 27' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,27.52,Missed,,,,,,,,,,,,,,,,,,
30,PT09M39.00S,2025-04-03T02:45:16.3Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,0,2,2025-04-03T02:45:55Z,260000,False,,,0,,K. Dunn REBOUND (Off:0 Def:3),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,29.0,3.0,3.0,0.0,,,,,,,,,,,,,,
31,PT09M31.00S,2025-04-03T02:45:24.9Z,1,REGULAR,turnover,lost ball,[],1627826,,,1610612746,0,2,2025-04-03T02:45:33Z,270000,False,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 1628971]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Brown,1628971.0,,,,,,,,,,,
32,PT09M31.00S,2025-04-03T02:45:24.9Z,1,REGULAR,steal,,[],1628971,,,1610612740,0,2,2025-04-03T02:45:26Z,280000,False,,,0,,B. Brown STEAL (1 STL),[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M24.00S,2025-04-03T02:45:32.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628971,5.699737187910642,48.28431372549019,1610612740,0,4,2025-04-03T02:50:05Z,290000,False,9.0,1.0,1,left,B. Brown driving Layup (2 PTS) (J. Alvarado 1 AST),"[1628971, 1630631]",1610612740.0,NOP,driving,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,,,,2.0,J. Alvarado,1630631.0,1.0,,,,,,,
35,PT09M10.00S,2025-04-03T02:45:48.9Z,1,REGULAR,violation,kicked ball,[],1642274,,,1610612746,0,4,2025-04-03T02:46:04Z,310000,False,,,0,,Y. Missi kicked ball VIOLATION,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,1628951.0,,,,,,
36,PT09M04.00S,2025-04-03T02:46:10.9Z,1,REGULAR,3pt,Jump Shot,[],201935,70.48291721419186,80.3921568627451,1610612746,0,4,2025-04-03T02:50:24Z,320000,False,152.0,225.0,1,right,MISS J. Harden 27' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.15,Missed,,,,,,,,,,,,,,,,,,
37,PT09M00.00S,2025-04-03T02:46:14.9Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,0,4,2025-04-03T02:46:16Z,330000,False,,,0,,Y. Missi REBOUND (Off:0 Def:3),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Right Center,,,36.0,3.0,3.0,0.0,,,,,,,,,,,,,,
38,PT08M53.00S,2025-04-03T02:46:22.6Z,1,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612740,0,4,2025-04-03T02:46:28Z,340000,False,,,0,,B. Brown lost ball out-of-bounds TURNOVER (1 TO),[1628971],1610612740.0,NOP,lost ball,,,Brown,B. Brown,,,,,Mid-Range,8-16 Right,,,,,,,1.0,,,,,,,1628951.0,,,,,,
39,PT08M39.00S,2025-04-03T02:46:40.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627739,95.45006570302233,99.50980392156863,1610612746,3,4,2025-04-03T02:46:48Z,350000,False,248.0,-10.0,1,right,K. Dunn 24' 3PT  (3 PTS) (K. Leonard 1 AST),"[1627739, 202695]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Right Corner 3,24+ Right,24.77,Made,,,,,,,,3.0,K. Leonard,202695.0,1.0,,,,,,,
41,PT08M20.00S,2025-04-03T02:46:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,9.379106438896187,48.28431372549019,1610612740,3,4,2025-04-03T02:47:09Z,370000,False,9.0,36.0,1,left,MISS Y. Missi driving Layup,[1642274],1610612740.0,NOP,driving,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,,,,
42,PT08M18.00S,2025-04-03T02:47:01.4Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,3,4,2025-04-03T02:47:09Z,380000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT08M14.00S,2025-04-03T02:47:05.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,74.4250985545335,15.686274509803923,1610612746,3,4,2025-04-03T02:47:14Z,390000,False,-172.0,188.0,1,right,MISS N. Powell 25' running 3PT,[1626181],1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
44,PT08M11.00S,2025-04-03T02:47:08.9Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612740,3,4,2025-04-03T02:47:14Z,400000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT08M01.00S,2025-04-03T02:47:19.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,7.408015768725363,51.96078431372549,1610612740,3,6,2025-04-03T02:47:22Z,410000,False,-10.0,17.0,1,left,J. Alvarado cutting Layup (2 PTS) (Y. Missi 1 AST),"[1630631, 1642274]",1610612740.0,NOP,cutting,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,,,,2.0,Y. Missi,1642274.0,1.0,,,,,,,
47,PT07M46.00S,2025-04-03T02:47:33.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,90.71944809461235,47.05882352941176,1610612746,5,6,2025-04-03T02:51:55Z,430000,False,-15.0,35.0,1,right,K. Dunn driving floating Jump Shot (5 PTS) (I. Zubac 1 AST),"[1627739, 1627826]",1610612746.0,LAC,driving floating,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,3.77,Made,,,,,,,,5.0,I. Zubac,1627826.0,1.0,,,,,,,
49,PT07M23.00S,2025-04-03T02:47:58.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628971,7.933639947437584,46.32352941176471,1610612740,5,6,2025-04-03T02:52:19Z,450000,False,18.0,22.0,1,left,MISS B. Brown cutting DUNK - blocked,"[1628971, 201935]",1610612740.0,NOP,cutting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,Harden,201935.0,,,,
50,PT07M23.00S,2025-04-03T02:47:58.5Z,1,REGULAR,block,,[],201935,,,1610612740,5,6,2025-04-03T02:48:02Z,460000,False,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M23.00S,2025-04-03T02:47:58.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,5,6,2025-04-03T02:48:03Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,49.0,,,,,,,,,,,,,,,,,
53,PT07M19.00S,2025-04-03T02:48:18.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642274,6.619579500657039,48.774509803921575,1610612740,5,8,2025-04-03T02:52:45Z,490000,False,6.0,10.0,1,left,Y. Missi cutting DUNK (2 PTS) (K. Olynyk 1 AST),"[1642274, 203482]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,,2.0,K. Olynyk,203482.0,1.0,,,,,,,
55,PT06M55.00S,2025-04-03T02:48:42.9Z,1,REGULAR,3pt,Jump Shot,[],202695,71.92838370565046,82.1078431372549,1610612746,8,8,2025-04-03T02:48:48Z,510000,False,161.0,211.0,1,right,K. Leonard 26' 3PT  (3 PTS) (N. Powell 1 AST),"[202695, 1626181]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,26.54,Made,,,,,,,,3.0,N. Powell,1626181.0,1.0,,,,,,,
57,PT06M44.00S,2025-04-03T02:49:00.6Z,1,REGULAR,foul,personal,[],1627739,,,1610612740,8,8,2025-04-03T02:49:28Z,530000,False,,,0,,K. Dunn personal FOUL (1 PF),"[1627739, 1628971]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,1628951.0,,,1.0,0.0,Brown,1628971.0
59,PT06M44.00S,2025-04-03T02:49:15.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,8,8,2025-04-03T02:49:15Z,550000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M37.00S,2025-04-03T02:52:22.3Z,1,REGULAR,foul,personal,['2freethrow'],202695,,,1610612740,8,8,2025-04-03T02:52:27Z,560000,False,,,0,,K. Leonard shooting personal FOUL (1 PF) (Olynyk 2 FT),"[202695, 203482]",1610612746.0,LAC,shooting,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1628951.0,,,1.0,0.0,Olynyk,203482.0
62,PT06M37.00S,2025-04-03T02:52:51.2Z,1,REGULAR,freethrow,1 of 2,[],203482,,,1610612740,8,8,2025-04-03T02:52:51Z,580000,False,,,0,,MISS K. Olynyk Free Throw 1 of 2,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
63,PT06M37.00S,2025-04-03T02:52:51.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,8,8,2025-04-03T02:52:51Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,
64,PT06M37.00S,2025-04-03T02:53:03.9Z,1,REGULAR,freethrow,2 of 2,[],203482,,,1610612740,8,8,2025-04-03T02:53:03Z,600000,False,,,0,,MISS K. Olynyk Free Throw 2 of 2,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
65,PT06M35.00S,2025-04-03T02:53:04.8Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,8,8,2025-04-03T02:53:04Z,610000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,,,
66,PT06M24.00S,2025-04-03T02:53:15.1Z,1,REGULAR,3pt,Jump Shot,[],202695,69.69448094612352,77.45098039215686,1610612746,8,8,2025-04-03T02:53:20Z,620000,False,137.0,232.0,1,right,MISS K. Leonard 26' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,26.99,Missed,,,,,,,,,,,,,,,,,,
67,PT06M23.00S,2025-04-03T02:53:16.1Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,8,8,2025-04-03T02:53:20Z,630000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,66.0,1.0,0.0,1.0,,,,,,,,,,,,,,
68,PT06M23.00S,2025-04-03T02:53:20.4Z,1,REGULAR,foul,personal,[],1642274,,,1610612746,8,8,2025-04-03T02:53:58Z,640000,False,,,0,,Y. Missi personal FOUL (1 PF),"[1642274, 1627826]",1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628951.0,,,1.0,0.0,Zubac,1627826.0
70,PT06M14.00S,2025-04-03T02:53:46.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626181,92.55913272010513,39.950980392156865,1610612746,8,8,2025-04-03T02:54:12Z,660000,False,-50.0,17.0,1,right,MISS N. Powell driving floating bank Shot,[1626181],1610612746.0,LAC,driving floating bank,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,5.31,Missed,,,,,,,,,,,,,,,,,,
71,PT06M10.00S,2025-04-03T02:53:50.4Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,8,8,2025-04-03T02:53:55Z,670000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
72,PT06M00.00S,2025-04-03T02:53:59.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630631,10.430354796320628,61.51960784313725,1610612740,8,8,2025-04-03T02:54:29Z,680000,False,-58.0,46.0,1,left,MISS J. Alvarado 7' turnaround Hook,[1630631],1610612740.0,NOP,turnaround,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,7.34,Missed,,,,,,,,,,,,,,,,,,
73,PT05M58.00S,2025-04-03T02:54:01.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,8,2025-04-03T02:54:03Z,690000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,72.0,2.0,1.0,1.0,,,,,,,,,,,,,,
74,PT05M49.00S,2025-04-03T02:54:11.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,90.71944809461235,45.58823529411765,1610612746,8,8,2025-04-03T02:54:42Z,700000,False,-22.0,35.0,1,right,MISS K. Dunn driving Layup,[1627739],1610612746.0,LAC,driving,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
75,PT05M46.00S,2025-04-03T02:54:14.8Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,8,8,2025-04-03T02:54:14Z,710000,False,,,0,,Y. Missi REBOUND (Off:0 Def:4),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,74.0,4.0,4.0,0.0,,,,,,,,,,,,,,
76,PT05M38.00S,2025-04-03T02:54:23.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,8.327858081471746,50.49019607843137,1610612740,8,10,2025-04-03T02:54:26Z,720000,False,-2.0,26.0,1,left,Y. Missi alley-oop DUNK (4 PTS) (J. Alvarado 2 AST),"[1642274, 1630631]",1610612740.0,NOP,alley-oop,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,2.59,Made,,,,,,,,4.0,J. Alvarado,1630631.0,2.0,,,,,,,
78,PT05M25.00S,2025-04-03T02:54:45.5Z,1,REGULAR,2pt,Jump Shot,[],202695,81.25821287779237,30.882352941176478,1610612746,8,10,2025-04-03T02:54:49Z,740000,False,-96.0,124.0,1,right,MISS K. Leonard 15' fadeaway Shot,[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,15.63,Missed,,,,,,,,,,,,,,,,,,
79,PT05M22.00S,2025-04-03T02:54:48.5Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,8,10,2025-04-03T02:54:49Z,750000,False,,,0,,Y. Missi REBOUND (Off:0 Def:5),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Mid-Range,8-16 Left,,,78.0,5.0,5.0,0.0,,,,,,,,,,,,,,
80,PT05M13.00S,2025-04-03T02:54:57.1Z,1,REGULAR,turnover,lost ball,[],203482,,,1610612740,8,10,2025-04-03T02:55:01Z,760000,False,,,0,,K. Olynyk lost ball TURNOVER (1 TO),"[203482, 1627739]",1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Dunn,1627739.0,,,,,,,,,,,
81,PT05M13.00S,2025-04-03T02:54:57.1Z,1,REGULAR,steal,,[],1627739,,,1610612746,8,10,2025-04-03T02:54:59Z,770000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
82,PT05M09.00S,2025-04-03T02:55:01.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201935,91.50788436268068,50.98039215686275,1610612746,10,10,2025-04-03T02:55:09Z,780000,False,5.0,27.0,1,right,J. Harden running Layup (2 PTS),[201935],1610612746.0,LAC,running,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.77,Made,,,,,,,,2.0,,,,,,,,,,
83,PT04M52.00S,2025-04-03T02:55:17.7Z,1,REGULAR,turnover,bad pass,[],1630631,,,1610612740,10,10,2025-04-03T02:55:21Z,790000,False,,,0,,J. Alvarado bad pass TURNOVER (1 TO),"[1630631, 201935]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Harden,201935.0,,,,,,,,,,,
84,PT04M52.00S,2025-04-03T02:55:17.7Z,1,REGULAR,steal,,[],201935,,,1610612746,10,10,2025-04-03T02:55:44Z,800000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
85,PT04M49.00S,2025-04-03T02:55:21.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201935,92.42772667542707,50.73529411764706,1610612746,12,10,2025-04-03T02:55:27Z,810000,False,4.0,19.0,1,right,J. Harden running finger roll Layup (4 PTS) (K. Dunn 1 AST),"[201935, 1627739]",1610612746.0,LAC,running finger roll,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,,,,4.0,K. Dunn,1627739.0,1.0,,,,,,,
